ngram,Commit,Comit,Commit,Comit
1544,4.1731475773433756e-07,0.0,4.1731475773433756e-07,0.0
1545,4.1731475773433756e-07,0.0,4.1731475773433756e-07,0.0
1546,4.1731475773433756e-07,0.0,4.1731475773433756e-07,0.0
1547,4.1731475773433756e-07,0.0,4.1731475773433756e-07,0.0
1548,4.1731475773433756e-07,0.0,4.1731475773433756e-07,0.0
1549,4.1731475773433756e-07,0.0,4.1731475773433756e-07,0.0
1550,4.1731475773433756e-07,0.0,4.1731475773433756e-07,0.0
1551,0.0,0.0,0.0,0.0
1552,0.0,0.0,0.0,0.0
1553,0.0,0.0,0.0,0.0
1554,0.0,0.0,0.0,0.0
1555,0.0,0.0,0.0,0.0
1556,0.0,0.0,0.0,0.0
1557,0.0,0.0,0.0,0.0
1558,0.0,0.0,0.0,0.0
1559,0.0,0.0,0.0,0.0
1560,8.973804922009419e-07,0.0,8.973804922009419e-07,0.0
1561,8.973804922009419e-07,0.0,8.973804922009419e-07,0.0
1562,8.973804922009419e-07,0.0,8.973804922009419e-07,0.0
1563,1.8066239135805517e-06,0.0,1.8066239135805517e-06,0.0
1564,1.8066239135805517e-06,0.0,1.8066239135805517e-06,0.0
1565,1.8066239135805517e-06,0.0,1.8066239135805517e-06,0.0
1566,1.8066239135805517e-06,0.0,1.8066239135805517e-06,0.0
1567,9.092434213796099e-07,0.0,9.092434213796099e-07,0.0
1568,9.092434213796099e-07,0.0,9.092434213796099e-07,0.0
1569,9.092434213796099e-07,0.0,9.092434213796099e-07,0.0
1570,0.0,0.0,0.0,0.0
1571,0.0,0.0,0.0,0.0
1572,0.0,0.0,0.0,0.0
1573,0.0,0.0,0.0,0.0
1574,0.0,0.0,0.0,0.0
1575,0.0,0.0,0.0,0.0
1576,0.0,0.0,0.0,0.0
1577,0.0,0.0,0.0,0.0
1578,4.81826223871654e-07,0.0,4.81826223871654e-07,0.0
1579,4.81826223871654e-07,0.0,4.81826223871654e-07,0.0
1580,1.4722870673722355e-06,0.0,1.4722870673722355e-06,0.0
1581,1.4722870673722355e-06,0.0,1.4722870673722355e-06,0.0
1582,1.4722870673722355e-06,0.0,1.4722870673722355e-06,0.0
1583,1.4722870673722355e-06,0.0,1.4722870673722355e-06,0.0
1584,1.4722870673722355e-06,0.0,1.4722870673722355e-06,0.0
1585,9.904608435005815e-07,0.0,9.904608435005815e-07,0.0
1586,9.904608435005815e-07,0.0,9.904608435005815e-07,0.0
1587,0.0,0.0,0.0,0.0
1588,0.0,0.0,0.0,0.0
1589,0.0,0.0,0.0,0.0
1590,0.0,0.0,0.0,0.0
1591,7.99600391993798e-07,0.0,7.99600391993798e-07,0.0
1592,1.3965721856428509e-06,0.0,1.3965721856428509e-06,0.0
1593,1.3965721856428509e-06,0.0,1.3965721856428509e-06,0.0
1594,1.564203768923887e-06,0.0,1.564203768923887e-06,0.0
1595,2.015000859501015e-06,0.0,2.015000859501015e-06,0.0
1596,2.015000859501015e-06,0.0,2.015000859501015e-06,0.0
1597,2.015000859501015e-06,0.0,2.015000859501015e-06,0.0
1598,1.2154004675072168e-06,0.0,1.2154004675072168e-06,0.0
1599,7.363398221319326e-07,0.0,7.363398221319326e-07,0.0
1600,7.363398221319326e-07,0.0,7.363398221319326e-07,0.0
1601,1.1546798240098205e-06,0.0,1.1546798240098205e-06,0.0
1602,7.038827334326925e-07,1.0440071816576944e-07,7.038827334326925e-07,1.0440071816576944e-07
1603,7.038827334326925e-07,1.0440071816576944e-07,7.038827334326925e-07,1.0440071816576944e-07
1604,7.038827334326925e-07,1.0440071816576944e-07,7.038827334326925e-07,1.0440071816576944e-07
1605,7.038827334326925e-07,1.0440071816576944e-07,7.038827334326925e-07,1.0440071816576944e-07
1606,9.863721126229002e-07,1.0440071816576944e-07,9.863721126229002e-07,1.0440071816576944e-07
1607,9.863721126229002e-07,1.0440071816576944e-07,9.863721126229002e-07,1.0440071816576944e-07
1608,7.997557206960794e-07,1.0440071816576944e-07,7.997557206960794e-07,1.0440071816576944e-07
1609,7.997557206960794e-07,0.0,7.997557206960794e-07,0.0
1610,9.272039847019187e-07,0.0,9.272039847019187e-07,0.0
1611,1.1320285417631176e-06,0.0,1.1320285417631176e-06,0.0
1612,1.1320285417631176e-06,0.0,1.1320285417631176e-06,0.0
1613,8.914384953381418e-07,0.0,8.914384953381418e-07,0.0
1614,1.2210482428339934e-06,0.0,1.2210482428339934e-06,0.0
1615,8.216930496018904e-07,0.0,8.216930496018904e-07,0.0
1616,1.1821175819802323e-06,0.0,1.1821175819802323e-06,0.0
1617,1.1782106525970448e-06,0.0,1.1782106525970448e-06,0.0
1618,1.0718632341065261e-06,0.0,1.0718632341065261e-06,0.0
1619,1.2969322337344887e-06,0.0,1.2969322337344887e-06,0.0
1620,1.741555235769608e-06,0.0,1.741555235769608e-06,0.0
1621,1.4119454882737564e-06,0.0,1.4119454882737564e-06,0.0
1622,1.4822938965153298e-06,0.0,1.4822938965153298e-06,0.0
1623,1.121869364136988e-06,0.0,1.121869364136988e-06,0.0
1624,9.983280295143362e-07,0.0,9.983280295143362e-07,0.0
1625,8.998508909436558e-07,0.0,8.998508909436558e-07,0.0
1626,9.044037077338934e-07,0.0,9.044037077338934e-07,0.0
1627,4.5974156494464425e-07,0.0,4.5974156494464425e-07,0.0
1628,5.252531910368166e-07,3.2755812234037354e-07,5.252531910368166e-07,3.2755812234037354e-07
1629,4.5490478279524335e-07,3.2755812234037354e-07,4.5490478279524335e-07,3.2755812234037354e-07
1630,4.5490478279524335e-07,3.2755812234037354e-07,4.5490478279524335e-07,3.2755812234037354e-07
1631,5.682647546174329e-07,3.2755812234037354e-07,5.682647546174329e-07,3.2755812234037354e-07
1632,5.682647546174329e-07,3.2755812234037354e-07,5.682647546174329e-07,3.2755812234037354e-07
1633,3.386429381992327e-07,3.2755812234037354e-07,3.386429381992327e-07,3.2755812234037354e-07
1634,3.0228976096883085e-07,3.2755812234037354e-07,3.0228976096883085e-07,3.2755812234037354e-07
1635,4.0141756179374557e-07,0.0,4.0141756179374557e-07,0.0
1636,5.751063797885893e-07,0.0,5.751063797885893e-07,0.0
1637,7.945867618478328e-07,0.0,7.945867618478328e-07,0.0
1638,1.0179019795941713e-06,6.733503710165678e-08,1.0179019795941713e-06,6.733503710165678e-08
1639,1.6408638186606237e-06,6.733503710165678e-08,1.6408638186606237e-06,6.733503710165678e-08
1640,3.6970248840719122e-06,6.733503710165678e-08,3.6970248840719122e-06,6.733503710165678e-08
1641,3.991661320209719e-06,6.733503710165678e-08,3.991661320209719e-06,6.733503710165678e-08
1642,3.934971727760837e-06,6.733503710165678e-08,3.934971727760837e-06,6.733503710165678e-08
1643,4.393540044540194e-06,6.733503710165678e-08,4.393540044540194e-06,6.733503710165678e-08
1644,4.357382595441907e-06,6.733503710165678e-08,4.357382595441907e-06,6.733503710165678e-08
1645,4.659226216777565e-06,0.0,4.659226216777565e-06,0.0
1646,4.2377411984619225e-06,0.0,4.2377411984619225e-06,0.0
1647,2.493716798263839e-06,0.0,2.493716798263839e-06,0.0
1648,2.304908377936954e-06,4.584923577307823e-08,2.304908377936954e-06,4.584923577307823e-08
1649,2.27518631845669e-06,4.584923577307823e-08,2.27518631845669e-06,4.584923577307823e-08
1650,1.7307694568963988e-06,8.976937238003302e-08,1.7307694568963988e-06,8.976937238003302e-08
1651,1.8054470111954807e-06,8.976937238003302e-08,1.8054470111954807e-06,8.976937238003302e-08
1652,1.2225995971805657e-06,8.976937238003302e-08,1.2225995971805657e-06,8.976937238003302e-08
1653,1.2472501193120219e-06,2.4052092888788526e-07,1.2472501193120219e-06,2.4052092888788526e-07
1654,1.0180798264108098e-06,2.4052092888788526e-07,1.0180798264108098e-06,2.4052092888788526e-07
1655,1.0793488627314218e-06,1.9467169311480704e-07,1.0793488627314218e-06,1.9467169311480704e-07
1656,1.0464284189635822e-06,2.852863555550097e-07,1.0464284189635822e-06,2.852863555550097e-07
1657,1.3200457666633675e-06,2.691706514821947e-07,1.3200457666633675e-06,2.691706514821947e-07
1658,1.2228921783779306e-06,3.227862858271432e-07,1.2228921783779306e-06,3.227862858271432e-07
1659,1.2315551519545157e-06,3.227862858271432e-07,1.2315551519545157e-06,3.227862858271432e-07
1660,1.0856026092044755e-06,1.7203472931929094e-07,1.0856026092044755e-06,1.7203472931929094e-07
1661,1.1370070548569596e-06,1.7203472931929094e-07,1.1370070548569596e-06,1.7203472931929094e-07
1662,9.682914188553177e-07,1.7203472931929094e-07,9.682914188553177e-07,1.7203472931929094e-07
1663,9.229840876352162e-07,1.4711504547904042e-07,9.229840876352162e-07,1.4711504547904042e-07
1664,5.615264667215212e-07,1.1931061294490064e-07,5.615264667215212e-07,1.1931061294490064e-07
1665,5.77046035589644e-07,6.569497859995213e-08,5.77046035589644e-07,6.569497859995213e-08
1666,5.926084603353437e-07,1.8554016735704083e-07,5.926084603353437e-07,1.8554016735704083e-07
1667,5.773382919674727e-07,1.8554016735704083e-07,5.773382919674727e-07,1.8554016735704083e-07
1668,5.742271217254061e-07,1.8554016735704083e-07,5.742271217254061e-07,1.8554016735704083e-07
1669,6.021979978803367e-07,2.154942596429724e-07,6.021979978803367e-07,2.154942596429724e-07
1670,8.340929988597574e-07,1.4979928104302026e-07,8.340929988597574e-07,1.4979928104302026e-07
1671,9.514235809352353e-07,1.4979928104302026e-07,9.514235809352353e-07,1.4979928104302026e-07
1672,1.1440661385872123e-06,1.7439988247198406e-07,1.1440661385872123e-06,1.7439988247198406e-07
1673,1.262112306221752e-06,5.4554693714895363e-08,1.262112306221752e-06,5.4554693714895363e-08
1674,1.4899823993021397e-06,8.708521802093725e-08,1.4899823993021397e-06,8.708521802093725e-08
1675,1.976455710713968e-06,8.708521802093725e-08,1.976455710713968e-06,8.708521802093725e-08
1676,2.2132038403859563e-06,5.713112573500569e-08,2.2132038403859563e-06,5.713112573500569e-08
1677,2.3507570209143784e-06,5.713112573500569e-08,2.3507570209143784e-06,5.713112573500569e-08
1678,2.6716350183570673e-06,7.704969716217289e-08,2.6716350183570673e-06,7.704969716217289e-08
1679,3.45621452067592e-06,2.1395148053215962e-07,3.45621452067592e-06,2.1395148053215962e-07
1680,4.000450612043746e-06,2.1395148053215962e-07,4.000450612043746e-06,2.1395148053215962e-07
1681,3.819555120441821e-06,2.037968036867304e-07,3.819555120441821e-06,2.037968036867304e-07
1682,3.766331100710626e-06,2.037968036867304e-07,3.766331100710626e-06,2.037968036867304e-07
1683,3.7328881684775946e-06,2.037968036867304e-07,3.7328881684775946e-06,2.037968036867304e-07
1684,3.480326305244879e-06,2.037968036867304e-07,3.480326305244879e-06,2.037968036867304e-07
1685,3.4260285295723795e-06,1.8387823225956318e-07,3.4260285295723795e-06,1.8387823225956318e-07
1686,2.6592488779897394e-06,2.237584746061267e-08,2.6592488779897394e-06,2.237584746061267e-08
1687,2.1642703537898863e-06,6.35759371497053e-08,2.1642703537898863e-06,6.35759371497053e-08
1688,2.2853490122543008e-06,4.1200089689092627e-08,2.2853490122543008e-06,4.1200089689092627e-08
1689,2.131265278291851e-06,4.1200089689092627e-08,2.131265278291851e-06,4.1200089689092627e-08
1690,3.377502017493888e-06,1.0351096031107382e-07,3.377502017493888e-06,1.0351096031107382e-07
1691,3.505276237904452e-06,1.279770133675941e-07,3.505276237904452e-06,1.279770133675941e-07
1692,3.2160376122192247e-06,1.279770133675941e-07,3.2160376122192247e-06,1.279770133675941e-07
1693,3.20544307084804e-06,1.593282072625308e-07,3.20544307084804e-06,1.593282072625308e-07
1694,3.104555844402057e-06,2.644414211415226e-07,3.104555844402057e-06,2.644414211415226e-07
1695,3.0421727907586112e-06,2.644414211415226e-07,3.0421727907586112e-06,2.644414211415226e-07
1696,2.9781583959577673e-06,2.801873668951365e-07,2.9781583959577673e-06,2.801873668951365e-07
1697,1.731505595411623e-06,2.178764962731553e-07,1.731505595411623e-06,2.178764962731553e-07
1698,1.7564980875509458e-06,2.1415298436165487e-07,1.7564980875509458e-06,2.1415298436165487e-07
1699,2.1976770605241266e-06,2.664311458439832e-07,2.1976770605241266e-06,2.664311458439832e-07
1700,2.289385406584188e-06,2.3507995194904652e-07,2.289385406584188e-06,2.3507995194904652e-07
1701,2.413741364242534e-06,9.843340771047743e-08,2.413741364242534e-06,9.843340771047743e-08
1702,2.6147064805367596e-06,1.1041856749573396e-07,2.6147064805367596e-06,1.1041856749573396e-07
1703,2.478078662144461e-06,9.46726217421201e-08,2.478078662144461e-06,9.46726217421201e-08
1704,2.411257371802224e-06,1.0333438841111534e-07,2.411257371802224e-06,1.0333438841111534e-07
1705,2.3430760458203233e-06,8.25918472660955e-08,2.3430760458203233e-06,8.25918472660955e-08
1706,2.3277678857474323e-06,3.031368578376714e-08,2.3277678857474323e-06,3.031368578376714e-08
1707,2.1515040771191707e-06,5.461859180806121e-08,2.1515040771191707e-06,5.461859180806121e-08
1708,2.102689758690498e-06,4.495183247854584e-08,2.102689758690498e-06,4.495183247854584e-08
1709,2.1881004061339937e-06,3.2966672693289315e-08,2.1881004061339937e-06,3.2966672693289315e-08
1710,2.288187845676605e-06,3.2966672693289315e-08,2.288187845676605e-06,3.2966672693289315e-08
1711,2.2446577564291407e-06,2.4304906024294074e-08,2.2446577564291407e-06,2.4304906024294074e-08
1712,2.303908136777214e-06,1.3293910277362947e-07,2.303908136777214e-06,1.3293910277362947e-07
1713,2.1619956831792867e-06,1.7621116350190797e-07,2.1619956831792867e-06,1.7621116350190797e-07
1714,2.128770298830724e-06,1.6147786802938364e-07,2.128770298830724e-06,1.6147786802938364e-07
1715,2.122040070519558e-06,1.841225747105974e-07,2.122040070519558e-06,1.841225747105974e-07
1716,1.8244787075413375e-06,2.106874492012269e-07,1.8244787075413375e-06,2.106874492012269e-07
1717,1.7285676351873138e-06,2.2597026015448917e-07,1.7285676351873138e-06,2.2597026015448917e-07
1718,1.834638477963121e-06,2.3371201659675274e-07,1.834638477963121e-06,2.3371201659675274e-07
1719,1.8175566245710279e-06,1.3166269090853738e-07,1.8175566245710279e-06,1.3166269090853738e-07
1720,1.701698806755303e-06,2.4242981514329844e-07,1.701698806755303e-06,2.4242981514329844e-07
1721,2.0739895002666993e-06,2.503783207430388e-07,2.0739895002666993e-06,2.503783207430388e-07
1722,1.936140652755317e-06,2.3546120075934596e-07,1.936140652755317e-06,2.3546120075934596e-07
1723,1.949656344939805e-06,2.274218543009608e-07,1.949656344939805e-06,2.274218543009608e-07
1724,1.9059536628317022e-06,2.7084824186626323e-07,1.9059536628317022e-06,2.7084824186626323e-07
1725,1.6605159528028577e-06,2.704594384640911e-07,1.6605159528028577e-06,2.704594384640911e-07
1726,1.5510131804928408e-06,2.638745674029711e-07,1.5510131804928408e-06,2.638745674029711e-07
1727,1.5414209510059403e-06,1.166780982941873e-07,1.5414209510059403e-06,1.166780982941873e-07
1728,1.137481368524667e-06,1.0563754214233865e-07,1.137481368524667e-06,1.0563754214233865e-07
1729,1.2131329429264172e-06,1.042819321688577e-07,1.2131329429264172e-06,1.042819321688577e-07
1730,1.2611754414137977e-06,9.39396420968868e-08,1.2611754414137977e-06,9.39396420968868e-08
1731,1.1884531220727825e-06,4.219718314451322e-08,1.1884531220727825e-06,4.219718314451322e-08
1732,1.2920430663143634e-06,3.484423010442177e-08,1.2920430663143634e-06,3.484423010442177e-08
1733,1.3405496182323468e-06,3.484423010442177e-08,1.3405496182323468e-06,3.484423010442177e-08
1734,1.1957654919569904e-06,3.8324977477291866e-08,1.1957654919569904e-06,3.8324977477291866e-08
1735,1.104786341394564e-06,3.184541747763043e-08,1.104786341394564e-06,3.184541747763043e-08
1736,1.133765619800085e-06,5.3035066624066273e-08,1.133765619800085e-06,5.3035066624066273e-08
1737,1.078937267655939e-06,5.869508510971043e-08,1.078937267655939e-06,5.869508510971043e-08
1738,1.0967310523873103e-06,7.918742791649233e-08,1.0967310523873103e-06,7.918742791649233e-08
1739,1.2391387420913297e-06,1.1795842372716184e-07,1.2391387420913297e-06,1.1795842372716184e-07
1740,1.2137275738106318e-06,1.254457023337961e-07,1.2137275738106318e-06,1.254457023337961e-07
1741,1.360809294835365e-06,1.5077034275025524e-07,1.360809294835365e-06,1.5077034275025524e-07
1742,1.3525512940759654e-06,1.6352508731236931e-07,1.3525512940759654e-06,1.6352508731236931e-07
1743,1.2669585121979513e-06,1.5522624861676248e-07,1.2669585121979513e-06,1.5522624861676248e-07
1744,1.274937785313211e-06,1.413829921708449e-07,1.274937785313211e-06,1.413829921708449e-07
1745,1.2921527416308111e-06,1.328586373615183e-07,1.2921527416308111e-06,1.328586373615183e-07
1746,1.0228613973595202e-06,1.090215729756697e-07,1.0228613973595202e-06,1.090215729756697e-07
1747,9.61289044555867e-07,1.2648920488800286e-07,9.61289044555867e-07,1.2648920488800286e-07
1748,8.84157819720193e-07,1.054000285145256e-07,8.84157819720193e-07,1.054000285145256e-07
1749,7.912973347044629e-07,9.264528395241151e-08,7.912973347044629e-07,9.264528395241151e-08
1750,8.830110971302929e-07,1.195647375392842e-07,8.830110971302929e-07,1.195647375392842e-07
1751,7.624498274643494e-07,1.302721536993496e-07,7.624498274643494e-07,1.302721536993496e-07
1752,8.911122750175439e-07,1.1523601628482538e-07,8.911122750175439e-07,1.1523601628482538e-07
1753,8.969636309887261e-07,1.1036078971317562e-07,8.969636309887261e-07,1.1036078971317562e-07
1754,8.598801010910912e-07,9.377401661530322e-08,8.598801010910912e-07,9.377401661530322e-08
1755,7.624527061774902e-07,8.306839711329822e-08,7.624527061774902e-07,8.306839711329822e-08
1756,8.127589166763625e-07,8.306839711329822e-08,8.127589166763625e-07,8.306839711329822e-08
1757,6.795434330797434e-07,1.3737522713037314e-07,6.795434330797434e-07,1.3737522713037314e-07
1758,7.658476753087078e-07,1.3288298055564545e-07,7.658476753087078e-07,1.3288298055564545e-07
1759,6.646666983150291e-07,1.4289957001827653e-07,6.646666983150291e-07,1.4289957001827653e-07
1760,8.692566950685432e-07,1.3816359916469472e-07,8.692566950685432e-07,1.3816359916469472e-07
1761,8.689666515238059e-07,1.4644886598651802e-07,8.689666515238059e-07,1.4644886598651802e-07
1762,8.926678885602866e-07,1.4259555821841525e-07,8.926678885602866e-07,1.4259555821841525e-07
1763,9.467697655704146e-07,1.5111158140663455e-07,9.467697655704146e-07,1.5111158140663455e-07
1764,9.81899298884465e-07,5.0622510627817974e-08,9.81899298884465e-07,5.0622510627817974e-08
1765,9.658491291832303e-07,6.50391999304897e-08,9.658491291832303e-07,6.50391999304897e-08
1766,9.384655917139233e-07,9.533769634068839e-08,9.384655917139233e-07,9.533769634068839e-08
1767,7.190446597503199e-07,1.1062647940564472e-07,7.190446597503199e-07,1.1062647940564472e-07
1768,7.51952971508477e-07,9.665528771003145e-08,7.51952971508477e-07,9.665528771003145e-08
1769,7.295812776776854e-07,1.0884032621204045e-07,7.295812776776854e-07,1.0884032621204045e-07
1770,6.769738791133153e-07,1.233876756957995e-07,6.769738791133153e-07,1.233876756957995e-07
1771,6.739093773181334e-07,1.3655089503572526e-07,6.739093773181334e-07,1.3655089503572526e-07
1772,6.160202709842062e-07,1.3173552661425803e-07,6.160202709842062e-07,1.3173552661425803e-07
1773,5.171167194768194e-07,9.271223230403588e-08,5.171167194768194e-07,9.271223230403588e-08
1774,5.239500942317526e-07,1.0684273478643393e-07,5.239500942317526e-07,1.0684273478643393e-07
1775,5.194155404199461e-07,1.186039680435767e-07,5.194155404199461e-07,1.186039680435767e-07
1776,5.375242052098526e-07,1.172684075559768e-07,5.375242052098526e-07,1.172684075559768e-07
1777,5.123156106329978e-07,9.420503488399845e-08,5.123156106329978e-07,9.420503488399845e-08
1778,5.11653815189155e-07,1.0329096511441094e-07,5.11653815189155e-07,1.0329096511441094e-07
1779,5.25164021983723e-07,1.4126987630496452e-07,5.25164021983723e-07,1.4126987630496452e-07
1780,5.478059067952148e-07,1.3842863490408165e-07,5.478059067952148e-07,1.3842863490408165e-07
1781,5.334175341431546e-07,1.1707423322856617e-07,5.334175341431546e-07,1.1707423322856617e-07
1782,5.719286012403504e-07,1.0694705438701086e-07,5.719286012403504e-07,1.0694705438701086e-07
1783,5.563802939637494e-07,9.609757637260177e-08,5.563802939637494e-07,9.609757637260177e-08
1784,6.216011172455183e-07,1.0941335329813942e-07,6.216011172455183e-07,1.0941335329813942e-07
1785,6.713079423142127e-07,9.363669331971128e-08,6.713079423142127e-07,9.363669331971128e-08
1786,1.803344580204274e-06,4.654178325275942e-08,1.803344580204274e-06,4.654178325275942e-08
1787,1.8359159891393314e-06,5.708405938418894e-08,1.8359159891393314e-06,5.708405938418894e-08
1788,1.848582956297053e-06,5.0229201877170585e-08,1.848582956297053e-06,5.0229201877170585e-08
1789,1.7897241499602906e-06,5.172985899954645e-08,1.7897241499602906e-06,5.172985899954645e-08
1790,1.8043511391039959e-06,5.5044404336155953e-08,1.8043511391039959e-06,5.5044404336155953e-08
1791,1.8081672083423785e-06,4.390055988575828e-08,1.8081672083423785e-06,4.390055988575828e-08
1792,1.7516880583506072e-06,5.484026312428471e-08,1.7516880583506072e-06,5.484026312428471e-08
1793,6.210929776833447e-07,6.588816882567374e-08,6.210929776833447e-07,6.588816882567374e-08
1794,6.379286747103054e-07,5.7986680346289177e-08,6.379286747103054e-07,5.7986680346289177e-08
1795,6.498227703234858e-07,5.6933552475665495e-08,6.498227703234858e-07,5.6933552475665495e-08
1796,6.64103570865596e-07,5.206479000311301e-08,6.64103570865596e-07,5.206479000311301e-08
1797,6.837211848116047e-07,5.0451015619147806e-08,6.837211848116047e-07,5.0451015619147806e-08
1798,6.014337381137531e-07,5.348699343749834e-08,6.014337381137531e-07,5.348699343749834e-08
1799,6.030945079211441e-07,4.448557516007716e-08,6.030945079211441e-07,4.448557516007716e-08
1800,8.503368178480741e-07,4.649704653049623e-08,8.503368178480741e-07,4.649704653049623e-08
1801,8.128083948122367e-07,6.843886657392773e-08,8.128083948122367e-07,6.843886657392773e-08
1802,8.375731153721842e-07,6.556399493159607e-08,8.375731153721842e-07,6.556399493159607e-08
1803,8.405173689750102e-07,7.303983208726907e-08,8.405173689750102e-07,7.303983208726907e-08
1804,7.788179792506915e-07,8.049138752344983e-08,7.788179792506915e-07,8.049138752344983e-08
1805,8.11029825139745e-07,8.099638242648715e-08,8.11029825139745e-07,8.099638242648715e-08
1806,8.090422625173233e-07,8.008356086211929e-08,8.090422625173233e-07,8.008356086211929e-08
1807,5.704928298655432e-07,6.30435680802423e-08,5.704928298655432e-07,6.30435680802423e-08
1808,6.248590044119087e-07,3.964226788103328e-08,6.248590044119087e-07,3.964226788103328e-08
1809,6.345444165032989e-07,5.404443978055237e-08,6.345444165032989e-07,5.404443978055237e-08
1810,6.58231751263624e-07,5.259444587782777e-08,6.58231751263624e-07,5.259444587782777e-08
1811,6.716611226563276e-07,5.1176789282538134e-08,6.716611226563276e-07,5.1176789282538134e-08
1812,6.599300458479515e-07,5.214771547912278e-08,6.599300458479515e-07,5.214771547912278e-08
1813,6.582114906450443e-07,5.7452402708284874e-08,6.582114906450443e-07,5.7452402708284874e-08
1814,6.269641232847789e-07,6.28818942313306e-08,6.269641232847789e-07,6.28818942313306e-08
1815,5.767676652469942e-07,6.649765284448352e-08,5.767676652469942e-07,6.649765284448352e-08
1816,5.274795650426054e-07,5.4435210878572045e-08,5.274795650426054e-07,5.4435210878572045e-08
1817,4.882792268290359e-07,5.174489509889619e-08,4.882792268290359e-07,5.174489509889619e-08
1818,5.145321730586667e-07,5.0097410918072324e-08,5.145321730586667e-07,5.0097410918072324e-08
1819,5.098993126141847e-07,5.062785695437404e-08,5.098993126141847e-07,5.062785695437404e-08
1820,4.994197411178902e-07,3.9593979904241546e-08,4.994197411178902e-07,3.9593979904241546e-08
1821,4.954988688561051e-07,4.057196432784492e-08,4.954988688561051e-07,4.057196432784492e-08
1822,5.289999031837007e-07,3.79174385857693e-08,5.289999031837007e-07,3.79174385857693e-08
1823,5.973288271629176e-07,3.859145840985028e-08,5.973288271629176e-07,3.859145840985028e-08
1824,5.834883276228149e-07,4.114789017454054e-08,5.834883276228149e-07,4.114789017454054e-08
1825,5.69512057576763e-07,4.063184379430952e-08,5.69512057576763e-07,4.063184379430952e-08
1826,5.915468729459203e-07,4.384541136508753e-08,5.915468729459203e-07,4.384541136508753e-08
1827,5.933315532859394e-07,4.605033129426569e-08,5.933315532859394e-07,4.605033129426569e-08
1828,6.037164074054349e-07,4.2108456911803064e-08,6.037164074054349e-07,4.2108456911803064e-08
1829,5.753001387022647e-07,4.077911874844631e-08,5.753001387022647e-07,4.077911874844631e-08
1830,5.125706975052578e-07,3.821035348445483e-08,5.125706975052578e-07,3.821035348445483e-08
1831,5.55089550451677e-07,3.517891375029844e-08,5.55089550451677e-07,3.517891375029844e-08
1832,5.453426094196143e-07,3.352464972294911e-08,5.453426094196143e-07,3.352464972294911e-08
1833,5.472707300668844e-07,2.7880543841872296e-08,5.472707300668844e-07,2.7880543841872296e-08
1834,5.81562480712299e-07,2.980413452543676e-08,5.81562480712299e-07,2.980413452543676e-08
1835,5.88266418942242e-07,2.981322794986292e-08,5.88266418942242e-07,2.981322794986292e-08
1836,5.849893958449164e-07,3.0178760823673656e-08,5.849893958449164e-07,3.0178760823673656e-08
1837,5.882544493423276e-07,3.247247296453029e-08,5.882544493423276e-07,3.247247296453029e-08
1838,5.710062152632287e-07,3.225110185261266e-08,5.710062152632287e-07,3.225110185261266e-08
1839,5.758231915414009e-07,3.2502205625308175e-08,5.758231915414009e-07,3.2502205625308175e-08
1840,5.806522348653484e-07,3.043956122082493e-08,5.806522348653484e-07,3.043956122082493e-08
1841,5.6428988110773e-07,2.6291727652148567e-08,5.6428988110773e-07,2.6291727652148567e-08
