ngram,Commit,Comit,Commit,Comit
1842,5.665309572577826e-07,2.3529774446322856e-08,5.665309572577826e-07,2.3529774446322856e-08
1843,5.820669782354213e-07,2.472326521285595e-08,5.820669782354213e-07,2.472326521285595e-08
1844,5.899888801000738e-07,2.3987825059634815e-08,5.899888801000738e-07,2.3987825059634815e-08
1845,6.014319719075242e-07,2.447157981017816e-08,6.014319719075242e-07,2.447157981017816e-08
1846,6.207407393178852e-07,2.3955948843682303e-08,6.207407393178852e-07,2.3955948843682303e-08
1847,6.264956238867723e-07,2.456815474870057e-08,6.264956238867723e-07,2.456815474870057e-08
1848,6.232073539130007e-07,2.6154662689594132e-08,6.232073539130007e-07,2.6154662689594132e-08
1849,6.533238255152745e-07,2.7430072943194058e-08,6.533238255152745e-07,2.7430072943194058e-08
1850,6.607231983122932e-07,2.622148009834291e-08,6.607231983122932e-07,2.622148009834291e-08
1851,6.667899421180274e-07,2.4956321707593687e-08,6.667899421180274e-07,2.4956321707593687e-08
1852,6.717564815517107e-07,2.295828137123733e-08,6.717564815517107e-07,2.295828137123733e-08
1853,6.520145916510955e-07,2.244279048316652e-08,6.520145916510955e-07,2.244279048316652e-08
1854,6.403535134528024e-07,2.3604155328728538e-08,6.403535134528024e-07,2.3604155328728538e-08
1855,6.434273781711195e-07,2.2105768390393417e-08,6.434273781711195e-07,2.2105768390393417e-08
1856,6.253330298022775e-07,2.2522741259324774e-08,6.253330298022775e-07,2.2522741259324774e-08
1857,6.089313647602726e-07,2.1464813418755772e-08,6.089313647602726e-07,2.1464813418755772e-08
1858,5.891634649352844e-07,2.221180395167721e-08,5.891634649352844e-07,2.221180395167721e-08
1859,5.656219091828721e-07,2.3246178315616817e-08,5.656219091828721e-07,2.3246178315616817e-08
1860,5.582518432285204e-07,2.2793110383239375e-08,5.582518432285204e-07,2.2793110383239375e-08
1861,5.568410220543488e-07,2.0727372072672423e-08,5.568410220543488e-07,2.0727372072672423e-08
1862,5.46088553424592e-07,2.134141473066263e-08,5.46088553424592e-07,2.134141473066263e-08
1863,5.473365344447043e-07,1.969878381048927e-08,5.473365344447043e-07,1.969878381048927e-08
1864,5.534577992096144e-07,2.0776072418016156e-08,5.534577992096144e-07,2.0776072418016156e-08
1865,5.998227753220167e-07,1.8455285046213377e-08,5.998227753220167e-07,1.8455285046213377e-08
1866,6.158461149295493e-07,1.8400419981341136e-08,6.158461149295493e-07,1.8400419981341136e-08
1867,6.656924824710586e-07,1.9389689599945215e-08,6.656924824710586e-07,1.9389689599945215e-08
1868,6.745352964441866e-07,2.0724945061699274e-08,6.745352964441866e-07,2.0724945061699274e-08
1869,6.766957361443409e-07,2.084642376181429e-08,6.766957361443409e-07,2.084642376181429e-08
1870,6.78244938561485e-07,2.077153204993465e-08,6.78244938561485e-07,2.077153204993465e-08
1871,6.981912130348584e-07,2.3285231013200506e-08,6.981912130348584e-07,2.3285231013200506e-08
1872,6.99660867147551e-07,2.409612674471516e-08,6.99660867147551e-07,2.409612674471516e-08
1873,7.055204816554448e-07,2.4281319558180518e-08,7.055204816554448e-07,2.4281319558180518e-08
1874,6.600194443048427e-07,2.434388792136945e-08,6.600194443048427e-07,2.434388792136945e-08
1875,6.628635154421707e-07,2.362844751603786e-08,6.628635154421707e-07,2.362844751603786e-08
1876,6.813659427150145e-07,2.381526772613337e-08,6.813659427150145e-07,2.381526772613337e-08
1877,6.784349661107367e-07,2.6825298807661317e-08,6.784349661107367e-07,2.6825298807661317e-08
1878,6.508454199709896e-07,2.3283155467116297e-08,6.508454199709896e-07,2.3283155467116297e-08
1879,6.204838070646344e-07,2.3915268495703198e-08,6.204838070646344e-07,2.3915268495703198e-08
1880,6.117830447952397e-07,2.3670230220318444e-08,6.117830447952397e-07,2.3670230220318444e-08
1881,6.136883793520351e-07,2.3501515400425887e-08,6.136883793520351e-07,2.3501515400425887e-08
1882,5.974471995224511e-07,2.3596502275933873e-08,5.974471995224511e-07,2.3596502275933873e-08
1883,5.949169933826073e-07,2.440221129924274e-08,5.949169933826073e-07,2.440221129924274e-08
1884,5.990224118639682e-07,2.481228530574039e-08,5.990224118639682e-07,2.481228530574039e-08
1885,6.033622201227575e-07,2.4688504447161515e-08,6.033622201227575e-07,2.4688504447161515e-08
1886,5.909679430260439e-07,2.3711111550385666e-08,5.909679430260439e-07,2.3711111550385666e-08
1887,5.825613454492538e-07,2.3841061696267777e-08,5.825613454492538e-07,2.3841061696267777e-08
1888,5.756505418373438e-07,2.3082444907832463e-08,5.756505418373438e-07,2.3082444907832463e-08
1889,5.68367503157268e-07,2.2189412719951307e-08,5.68367503157268e-07,2.2189412719951307e-08
1890,5.539726056927716e-07,2.0951004486846614e-08,5.539726056927716e-07,2.0951004486846614e-08
1891,5.438510421689508e-07,1.9501885059217524e-08,5.438510421689508e-07,1.9501885059217524e-08
1892,5.288697479954863e-07,1.9751151317645314e-08,5.288697479954863e-07,1.9751151317645314e-08
1893,5.225663325550808e-07,2.0422244213185488e-08,5.225663325550808e-07,2.0422244213185488e-08
1894,5.213527986467983e-07,1.8890213456960022e-08,5.213527986467983e-07,1.8890213456960022e-08
1895,5.318608243344767e-07,1.764858722655812e-08,5.318608243344767e-07,1.764858722655812e-08
1896,5.313140880908967e-07,1.712274817171939e-08,5.313140880908967e-07,1.712274817171939e-08
1897,5.245646061017137e-07,1.6690373654577277e-08,5.245646061017137e-07,1.6690373654577277e-08
1898,5.180026099489104e-07,1.3700848836403371e-08,5.180026099489104e-07,1.3700848836403371e-08
1899,5.159504813231511e-07,1.3985898788299827e-08,5.159504813231511e-07,1.3985898788299827e-08
1900,5.05097168408091e-07,1.3555800672447406e-08,5.05097168408091e-07,1.3555800672447406e-08
1901,4.98049997434334e-07,1.4021595440283363e-08,4.98049997434334e-07,1.4021595440283363e-08
1902,4.867822350921156e-07,1.3694643006902294e-08,4.867822350921156e-07,1.3694643006902294e-08
1903,4.857164128679869e-07,1.3499943004749833e-08,4.857164128679869e-07,1.3499943004749833e-08
1904,4.829301514876403e-07,1.339658657022775e-08,4.829301514876403e-07,1.339658657022775e-08
1905,4.844992978243161e-07,1.3837271011547209e-08,4.844992978243161e-07,1.3837271011547209e-08
1906,4.854669027411416e-07,1.2459029617519133e-08,4.854669027411416e-07,1.2459029617519133e-08
1907,4.879594419955018e-07,1.0833066951424338e-08,4.879594419955018e-07,1.0833066951424338e-08
1908,4.946470458630106e-07,1.0039314332236212e-08,4.946470458630106e-07,1.0039314332236212e-08
1909,4.913646145204049e-07,9.915859181372103e-09,4.913646145204049e-07,9.915859181372103e-09
1910,4.940762892147177e-07,1.3812614100113966e-08,4.940762892147177e-07,1.3812614100113966e-08
1911,4.973413995555478e-07,1.308346428022641e-08,4.973413995555478e-07,1.308346428022641e-08
1912,4.911342768666925e-07,1.2262828403513432e-08,4.911342768666925e-07,1.2262828403513432e-08
1913,5.006216464867716e-07,1.1899274137456522e-08,5.006216464867716e-07,1.1899274137456522e-08
1914,5.127323642487422e-07,1.2277349169055794e-08,5.127323642487422e-07,1.2277349169055794e-08
1915,5.186535645407275e-07,1.2417306928723195e-08,5.186535645407275e-07,1.2417306928723195e-08
1916,5.330441013029485e-07,1.2189105090344908e-08,5.330441013029485e-07,1.2189105090344908e-08
1917,5.307315486139227e-07,8.507909170824796e-09,5.307315486139227e-07,8.507909170824796e-09
1918,5.385885109327708e-07,8.581625315124647e-09,5.385885109327708e-07,8.581625315124647e-09
1919,5.394041733909814e-07,9.064241167168672e-09,5.394041733909814e-07,9.064241167168672e-09
1920,5.314901159181318e-07,9.539129232548151e-09,5.314901159181318e-07,9.539129232548151e-09
1921,5.145235003770463e-07,9.210915585811108e-09,5.145235003770463e-07,9.210915585811108e-09
1922,4.991304202966213e-07,9.837016915322953e-09,4.991304202966213e-07,9.837016915322953e-09
1923,4.816277875566552e-07,1.0471270580783961e-08,4.816277875566552e-07,1.0471270580783961e-08
1924,4.7067406480242167e-07,1.0337374765713645e-08,4.7067406480242167e-07,1.0337374765713645e-08
1925,4.447589511918133e-07,1.0259573888861593e-08,4.447589511918133e-07,1.0259573888861593e-08
1926,4.3912813550507833e-07,1.028088598380756e-08,4.3912813550507833e-07,1.028088598380756e-08
1927,4.328370063636352e-07,1.0429900498820643e-08,4.328370063636352e-07,1.0429900498820643e-08
1928,4.3155115138558487e-07,1.1628801794521287e-08,4.3155115138558487e-07,1.1628801794521287e-08
1929,4.2256740227587996e-07,1.1243669741288289e-08,4.2256740227587996e-07,1.1243669741288289e-08
1930,4.2485552853577246e-07,1.1409454587456885e-08,4.2485552853577246e-07,1.1409454587456885e-08
1931,4.2358223595329036e-07,1.0978118985300561e-08,4.2358223595329036e-07,1.0978118985300561e-08
1932,4.3184810140571373e-07,1.1882270278817941e-08,4.3184810140571373e-07,1.1882270278817941e-08
1933,4.4230179696569394e-07,1.2014223013271215e-08,4.4230179696569394e-07,1.2014223013271215e-08
1934,4.4357677454952083e-07,1.14536242077991e-08,4.4357677454952083e-07,1.14536242077991e-08
1935,4.544051210229684e-07,1.0577379733993958e-08,4.544051210229684e-07,1.0577379733993958e-08
1936,4.717467082368135e-07,9.980674509080245e-09,4.717467082368135e-07,9.980674509080245e-09
1937,4.788285699370525e-07,9.526908975995444e-09,4.788285699370525e-07,9.526908975995444e-09
1938,4.893845349280517e-07,9.390531590420487e-09,4.893845349280517e-07,9.390531590420487e-09
1939,5.060785700347228e-07,9.892650825500077e-09,5.060785700347228e-07,9.892650825500077e-09
1940,5.250957956702353e-07,9.717998532871824e-09,5.250957956702353e-07,9.717998532871824e-09
1941,5.662848171336268e-07,1.0743708208796728e-08,5.662848171336268e-07,1.0743708208796728e-08
1942,5.937984691887063e-07,1.2610077490141488e-08,5.937984691887063e-07,1.2610077490141488e-08
1943,6.10284579189673e-07,1.2550058833430252e-08,6.10284579189673e-07,1.2550058833430252e-08
1944,6.370523968663682e-07,1.3118001605606975e-08,6.370523968663682e-07,1.3118001605606975e-08
1945,6.544326538460155e-07,1.3387753064871991e-08,6.544326538460155e-07,1.3387753064871991e-08
1946,6.575194869843212e-07,1.1816842108000206e-08,6.575194869843212e-07,1.1816842108000206e-08
1947,6.470197117128659e-07,1.1638070316978753e-08,6.470197117128659e-07,1.1638070316978753e-08
1948,6.429159092086982e-07,1.0624927477514185e-08,6.429159092086982e-07,1.0624927477514185e-08
1949,6.312641614515866e-07,8.811792057932572e-09,6.312641614515866e-07,8.811792057932572e-09
1950,6.219207031270863e-07,9.432336752926825e-09,6.219207031270863e-07,9.432336752926825e-09
1951,5.97012607223795e-07,8.920890756261964e-09,5.97012607223795e-07,8.920890756261964e-09
1952,5.930844427634188e-07,8.736275639417305e-09,5.930844427634188e-07,8.736275639417305e-09
1953,5.918140654362755e-07,8.972303027527623e-09,5.918140654362755e-07,8.972303027527623e-09
1954,5.910023738968968e-07,9.36470976954849e-09,5.910023738968968e-07,9.36470976954849e-09
1955,5.646581046546219e-07,9.565834981271694e-09,5.646581046546219e-07,9.565834981271694e-09
1956,5.580159998836669e-07,9.9065334982892e-09,5.580159998836669e-07,9.9065334982892e-09
1957,5.495852113719073e-07,9.764664251779972e-09,5.495852113719073e-07,9.764664251779972e-09
1958,5.461226026324897e-07,9.913953340807374e-09,5.461226026324897e-07,9.913953340807374e-09
1959,5.288671900416375e-07,1.1156436155853759e-08,5.288671900416375e-07,1.1156436155853759e-08
1960,5.228043521908278e-07,1.4886639222920297e-08,5.228043521908278e-07,1.4886639222920297e-08
1961,5.080726655900694e-07,1.6365603094925518e-08,5.080726655900694e-07,1.6365603094925518e-08
1962,4.982589254203569e-07,1.8915266178761873e-08,4.982589254203569e-07,1.8915266178761873e-08
1963,4.899878750360845e-07,2.0656512817700852e-08,4.899878750360845e-07,2.0656512817700852e-08
1964,4.894853548518898e-07,2.2644415485574754e-08,4.894853548518898e-07,2.2644415485574754e-08
1965,4.84956875165413e-07,2.3575553699726826e-08,4.84956875165413e-07,2.3575553699726826e-08
1966,4.88009179987005e-07,2.3085543762338797e-08,4.88009179987005e-07,2.3085543762338797e-08
1967,4.926370950540461e-07,2.0357283224216516e-08,4.926370950540461e-07,2.0357283224216516e-08
1968,5.064687473220277e-07,1.9054342104141142e-08,5.064687473220277e-07,1.9054342104141142e-08
1969,5.187631180498491e-07,1.657234743086227e-08,5.187631180498491e-07,1.657234743086227e-08
1970,5.346096502632593e-07,1.585456223450267e-08,5.346096502632593e-07,1.585456223450267e-08
1971,5.44560732253428e-07,1.4146556814864653e-08,5.44560732253428e-07,1.4146556814864653e-08
1972,5.609462131620344e-07,1.3488302538381244e-08,5.609462131620344e-07,1.3488302538381244e-08
1973,5.844627740511246e-07,1.3595822626452251e-08,5.844627740511246e-07,1.3595822626452251e-08
1974,5.850575754655958e-07,1.2987838106580187e-08,5.850575754655958e-07,1.2987838106580187e-08
1975,5.943455464927995e-07,1.2571455495650038e-08,5.943455464927995e-07,1.2571455495650038e-08
1976,6.085242846763452e-07,1.268575733348598e-08,6.085242846763452e-07,1.268575733348598e-08
1977,5.957694172918439e-07,1.1490889129106563e-08,5.957694172918439e-07,1.1490889129106563e-08
1978,6.014551477814425e-07,1.1222410556399609e-08,6.014551477814425e-07,1.1222410556399609e-08
1979,5.946129947785396e-07,1.057413674081837e-08,5.946129947785396e-07,1.057413674081837e-08
1980,5.876110792866842e-07,1.001903880494735e-08,5.876110792866842e-07,1.001903880494735e-08
1981,5.858511745567999e-07,1.001378573712535e-08,5.858511745567999e-07,1.001378573712535e-08
1982,5.798514653828793e-07,1.002294767817245e-08,5.798514653828793e-07,1.002294767817245e-08
1983,5.732795053907986e-07,1.0375423694800442e-08,5.732795053907986e-07,1.0375423694800442e-08
1984,5.778822388232843e-07,1.0187621286255372e-08,5.778822388232843e-07,1.0187621286255372e-08
1985,5.774099512174351e-07,1.0034509984840107e-08,5.774099512174351e-07,1.0034509984840107e-08
1986,5.81024445572049e-07,1.0268589407352075e-08,5.81024445572049e-07,1.0268589407352075e-08
1987,5.760377998090657e-07,1.0573191592097179e-08,5.760377998090657e-07,1.0573191592097179e-08
1988,5.890094842340789e-07,1.2548292183112153e-08,5.890094842340789e-07,1.2548292183112153e-08
1989,5.883059982027459e-07,1.321097897744039e-08,5.883059982027459e-07,1.321097897744039e-08
1990,5.892405770932133e-07,1.4063186551790556e-08,5.892405770932133e-07,1.4063186551790556e-08
1991,5.844382339351537e-07,1.5512773541916302e-08,5.844382339351537e-07,1.5512773541916302e-08
1992,5.87825151602114e-07,1.726831325551562e-08,5.87825151602114e-07,1.726831325551562e-08
1993,5.904632465509556e-07,1.733507318643238e-08,5.904632465509556e-07,1.733507318643238e-08
1994,5.846425860259583e-07,1.7163585854161412e-08,5.846425860259583e-07,1.7163585854161412e-08
1995,5.711288021562463e-07,1.6595461512939177e-08,5.711288021562463e-07,1.6595461512939177e-08
1996,5.590205042998215e-07,1.677406404253036e-08,5.590205042998215e-07,1.677406404253036e-08
1997,5.470070862299638e-07,1.5732772671940764e-08,5.470070862299638e-07,1.5732772671940764e-08
1998,5.509758368914066e-07,1.523334893148233e-08,5.509758368914066e-07,1.523334893148233e-08
1999,5.418082927073036e-07,1.5071678889049574e-08,5.418082927073036e-07,1.5071678889049574e-08
2000,5.530182371720522e-07,1.519633790232027e-08,5.530182371720522e-07,1.519633790232027e-08
2001,5.621439770818273e-07,1.5500182978403894e-08,5.621439770818273e-07,1.5500182978403894e-08
2002,5.67335112983918e-07,1.350900515260735e-08,5.67335112983918e-07,1.350900515260735e-08
2003,5.878383636367548e-07,1.2195108922696818e-08,5.878383636367548e-07,1.2195108922696818e-08
2004,5.972986595484794e-07,1.1959703957334763e-08,5.972986595484794e-07,1.1959703957334763e-08
2005,6.0899429854544e-07,1.1973550405132625e-08,6.0899429854544e-07,1.1973550405132625e-08
2006,6.21043032619387e-07,9.838123902840477e-09,6.21043032619387e-07,9.838123902840477e-09
2007,6.229138957028876e-07,8.997323140493206e-09,6.229138957028876e-07,8.997323140493206e-09
2008,6.239971282541643e-07,7.882848152007682e-09,6.239971282541643e-07,7.882848152007682e-09
2009,6.168769784510784e-07,7.467304647639544e-09,6.168769784510784e-07,7.467304647639544e-09
2010,5.92511205305917e-07,7.989718442402705e-09,5.92511205305917e-07,7.989718442402705e-09
2011,5.781068961953549e-07,7.154549682856068e-09,5.781068961953549e-07,7.154549682856068e-09
2012,5.602065219331312e-07,5.4515546680075235e-09,5.602065219331312e-07,5.4515546680075235e-09
2013,5.318848772211433e-07,4.963581989869681e-09,5.318848772211433e-07,4.963581989869681e-09
2014,5.031073970128221e-07,6.09110209889455e-09,5.031073970128221e-07,6.09110209889455e-09
2015,4.788257602480631e-07,6.252261184970718e-09,4.788257602480631e-07,6.252261184970718e-09
2016,4.6759753250366233e-07,6.159253329585113e-09,4.6759753250366233e-07,6.159253329585113e-09
2017,4.6685191061139147e-07,5.432925701912931e-09,4.6685191061139147e-07,5.432925701912931e-09
2018,4.637848519450927e-07,5.505611300193891e-09,4.637848519450927e-07,5.505611300193891e-09
2019,4.526331167653552e-07,5.975573313943272e-09,4.526331167653552e-07,5.975573313943272e-09
