ngram,Record,Recrd,Reord,Recrd
1937,2.5128950125820537e-05,5.316021591182465e-10,2.7471725291431225e-10,5.316021591182465e-10
1938,2.697732920101511e-05,6.876971294010405e-10,3.527647380557093e-10,6.876971294010405e-10
1939,2.7838653425403337e-05,7.188450549097272e-10,4.535916166479938e-10,7.188450549097272e-10
1940,2.7705455327772404e-05,2.5580449663260244e-09,4.535916166479938e-10,2.5580449663260244e-09
1941,2.6814719863718244e-05,2.678580631108675e-09,4.413451350414123e-10,2.678580631108675e-09
1942,2.576218503236305e-05,2.783584244056162e-09,5.46348747988899e-10,2.783584244056162e-09
1943,2.4985190975712612e-05,2.8076170356859465e-09,5.473805337568344e-10,2.8076170356859465e-09
1944,2.339449929422699e-05,2.8386174918563054e-09,5.783809899271932e-10,2.8386174918563054e-09
1945,2.200101854603937e-05,2.6714375870159503e-09,5.417145898523046e-10,2.6714375870159503e-09
1946,2.110471697441036e-05,2.637910160149407e-09,4.999849859529551e-10,2.637910160149407e-09
1947,2.1094746573778268e-05,8.616645809565528e-10,5.662128900661503e-10,8.616645809565528e-10
1948,2.104803726459587e-05,7.816931705103717e-10,5.452557492814845e-10,7.816931705103717e-10
1949,2.088203525220576e-05,7.00269540766994e-10,4.298197948353939e-10,7.00269540766994e-10
1950,2.0411539350919027e-05,6.561494601621729e-10,4.376730723874646e-10,6.561494601621729e-10
1951,2.057457874928202e-05,6.133623668493269e-10,4.445332752694193e-10,6.133623668493269e-10
1952,2.0225335902068764e-05,6.136189552506468e-10,3.820540689369878e-10,6.136189552506468e-10
1953,2.0009860496169756e-05,5.919176478329038e-10,3.1500278476917897e-10,5.919176478329038e-10
1954,2.0137696213039036e-05,5.90105446650137e-10,2.6329083655359954e-10,5.90105446650137e-10
1955,2.0204231727153194e-05,5.480881998254361e-10,3.160563507338081e-10,5.480881998254361e-10
1956,2.0329144847762238e-05,5.608715852867263e-10,2.9551203151179095e-10,5.608715852867263e-10
1957,2.0289173854897463e-05,5.399903401410405e-10,3.2121445582765165e-10,5.399903401410405e-10
1958,2.012052625234771e-05,5.306957591631547e-10,2.8607619447943277e-10,5.306957591631547e-10
1959,2.002668484887441e-05,4.5917994406785567e-10,3.1117799012151236e-10,4.5917994406785567e-10
1960,1.9905289653771823e-05,3.862202442782094e-10,3.484280572396692e-10,3.862202442782094e-10
1961,2.008243921279375e-05,3.005989128247931e-10,3.789343769322606e-10,3.005989128247931e-10
1962,1.969974125261485e-05,3.081249362800266e-10,3.4297764330995916e-10,3.081249362800266e-10
1963,1.951755101410007e-05,2.5702847191880606e-10,3.59221208334759e-10,2.5702847191880606e-10
1964,1.9450555035811184e-05,2.2028977253452098e-10,3.8168526276091287e-10,2.2028977253452098e-10
1965,1.9304910633114298e-05,2.3174648311474755e-10,3.869685207190189e-10,2.3174648311474755e-10
1966,1.8980325486544253e-05,2.5312396028415966e-10,4.2722261442814814e-10,2.5312396028415966e-10
1967,1.910668600300726e-05,3.027056700537807e-10,4.185067054811904e-10,3.027056700537807e-10
1968,1.875924863270484e-05,4.2595767785995926e-10,4.443367618289784e-10,4.2595767785995926e-10
1969,1.9061243749872248e-05,4.467639829514829e-10,4.112817527022829e-10,4.467639829514829e-10
1970,1.921388372595954e-05,5.749035731599556e-10,4.429567446966638e-10,5.749035731599556e-10
1971,2.0088579081597606e-05,7.537943602642372e-10,3.9773574315013095e-10,7.537943602642372e-10
1972,2.0563862303138842e-05,9.533110570788698e-10,4.317997051187358e-10,9.533110570788698e-10
1973,2.150633268424177e-05,9.671243805797758e-10,3.3507591740938077e-10,9.671243805797758e-10
1974,2.187685458920896e-05,1.1082020222121157e-09,6.900801576995416e-10,1.1082020222121157e-09
1975,2.2339280154223422e-05,9.804752406797741e-10,7.814178332177235e-10,9.804752406797741e-10
1976,2.27729875145347e-05,9.488423102776977e-10,8.438283722560819e-10,9.488423102776977e-10
1977,2.2958008880128284e-05,9.194137237259322e-10,8.38626683969628e-10,9.194137237259322e-10
1978,2.4061337171588093e-05,7.869823641965773e-10,8.09401064029634e-10,7.869823641965773e-10
1979,2.4199673654428417e-05,5.522053409772504e-10,7.793405187068408e-10,5.522053409772504e-10
1980,2.3595508537255228e-05,5.336107984048916e-10,8.341983116182711e-10,5.336107984048916e-10
1981,2.344561783372358e-05,3.5229491942726353e-10,4.807494699951168e-10,3.5229491942726353e-10
1982,2.3222126401378773e-05,3.636278817736078e-10,3.9267441480956526e-10,3.636278817736078e-10
1983,2.304933358183397e-05,3.9006827529901907e-10,3.8633516029142253e-10,3.9006827529901907e-10
1984,2.31017643922574e-05,3.204504479230914e-10,4.257079986144266e-10,3.204504479230914e-10
1985,2.1362246635752463e-05,3.5552221087721744e-10,5.097393340758316e-10,3.5552221087721744e-10
1986,2.15268324349641e-05,1.2052744794274366e-09,5.288395356549205e-10,1.2052744794274366e-09
1987,2.167512970377824e-05,2.082273409254043e-09,5.274814830956234e-10,2.082273409254043e-09
1988,2.186522345125143e-05,2.814209266415497e-09,5.302225603021071e-10,2.814209266415497e-09
1989,2.179533398053276e-05,3.553918199410739e-09,5.02671689986808e-10,3.553918199410739e-09
1990,2.144804031039322e-05,4.006577696597751e-09,4.952212528941402e-10,4.006577696597751e-09
1991,2.1513005257085232e-05,3.960911486696908e-09,4.98202566502824e-10,3.960911486696908e-09
1992,2.1624613509629853e-05,4.679505353647315e-09,4.278655207912152e-10,4.679505353647315e-09
1993,2.1237372233632152e-05,3.88128395990244e-09,4.0984364711528695e-10,3.88128395990244e-09
1994,2.1118408247795223e-05,3.966582902414917e-09,3.8235642628249774e-10,3.966582902414917e-09
1995,2.055882915945923e-05,3.887550883390529e-09,3.9132073970105097e-10,3.887550883390529e-09
1996,2.0325712934469004e-05,4.2429326391598845e-09,3.6366277647977997e-10,4.2429326391598845e-09
1997,2.0177350441891967e-05,4.7475999629636205e-09,3.5461340411721155e-10,4.7475999629636205e-09
1998,1.9525835731266333e-05,5.214017788952268e-09,3.1385225172732486e-10,5.214017788952268e-09
1999,1.902206349768676e-05,5.862035174735476e-09,3.2448737546137656e-10,5.862035174735476e-09
2000,1.8343272521243697e-05,5.8208891585777495e-09,3.02862146076396e-10,5.8208891585777495e-09
2001,1.782884542730504e-05,4.824477880190279e-09,2.768496265570519e-10,4.824477880190279e-09
2002,1.7153776882748518e-05,4.151791955370188e-09,2.5157676537228875e-10,4.151791955370188e-09
2003,1.6422584459568107e-05,3.0151370770154743e-09,2.636194695077825e-10,3.0151370770154743e-09
2004,1.590132147352311e-05,2.046699714966119e-09,2.313269536242351e-10,2.046699714966119e-09
2005,1.527926841455545e-05,1.572111945585026e-09,1.7851767336199816e-10,1.572111945585026e-09
2006,1.452601684702261e-05,1.0728271644071846e-10,1.5544133490284573e-10,1.0728271644071846e-10
2007,1.3869444956071675e-05,1.0226501887374998e-10,1.3519581337376581e-10,1.0226501887374998e-10
2008,1.297650838491141e-05,1.0777644798446292e-10,1.3519581337376581e-10,1.0777644798446292e-10
2009,1.2272696689511317e-05,1.0118801952095437e-10,1.1128184881517963e-10,1.0118801952095437e-10
2010,1.1597264866785345e-05,9.496564100573503e-11,8.852081815573826e-11,9.496564100573503e-11
2011,1.0740650265818528e-05,4.4096030398550163e-11,6.793048465006787e-11,4.4096030398550163e-11
2012,1.0127939796283109e-05,3.9127436905563224e-11,8.432132125471955e-11,3.9127436905563224e-11
2013,9.695444792409294e-06,2.883429259248338e-11,7.99925517690005e-11,2.883429259248338e-11
2014,9.211151076929777e-06,2.3467131511832408e-11,6.90868186072256e-11,2.3467131511832408e-11
2015,8.76058714181584e-06,1.2884972354949247e-11,1.5597755924158718e-10,1.2884972354949247e-11
2016,8.453056645001717e-06,1.4994778979989956e-11,1.6645565828476983e-10,1.4994778979989956e-11
2017,8.22425568003382e-06,1.2717696687425395e-11,1.8464584375377235e-10,1.2717696687425395e-11
2018,8.111927945719799e-06,8.761880110341735e-12,2.1507565658995808e-10,8.761880110341735e-12
2019,7.890292067713744e-06,1.095235013792717e-11,2.3146556806658003e-10,1.095235013792717e-11
