ngram,Record,Recrd,Reord,Recrd
1785,2.6254161379516257e-06,0.0,0.0,0.0
1786,2.7511026213947583e-06,0.0,0.0,0.0
1787,3.0185778346744234e-06,0.0,0.0,0.0
1788,3.137639461263981e-06,0.0,0.0,0.0
1789,2.6628050428761137e-06,0.0,0.0,0.0
1790,3.151167772687456e-06,0.0,0.0,0.0
1791,3.279606062278617e-06,0.0,0.0,0.0
1792,3.4933422869341612e-06,0.0,0.0,0.0
1793,3.700974600308525e-06,0.0,0.0,0.0
1794,3.4378375143465486e-06,0.0,0.0,0.0
1795,3.252812933039552e-06,0.0,0.0,0.0
1796,3.176664579638912e-06,0.0,0.0,0.0
1797,3.516350586453752e-06,0.0,0.0,0.0
1798,3.598592879175807e-06,0.0,0.0,0.0
1799,3.48966373816698e-06,0.0,0.0,0.0
1800,3.7564781710638532e-06,0.0,0.0,0.0
1801,3.546222014197805e-06,0.0,0.0,0.0
1802,3.6476989829939806e-06,4.341267980022069e-10,0.0,4.341267980022069e-10
1803,3.5811665384244407e-06,4.341267980022069e-10,0.0,4.341267980022069e-10
1804,2.79608432915016e-06,4.341267980022069e-10,3.0507755052358986e-10,4.341267980022069e-10
1805,2.7939992151004844e-06,4.341267980022069e-10,3.0507755052358986e-10,4.341267980022069e-10
1806,2.965976477753429e-06,4.341267980022069e-10,5.636276524865837e-10,4.341267980022069e-10
1807,2.4656926111025053e-06,4.341267980022069e-10,5.636276524865837e-10,4.341267980022069e-10
1808,2.7812197913590353e-06,4.341267980022069e-10,5.636276524865837e-10,4.341267980022069e-10
1809,2.747071188683289e-06,0.0,5.636276524865837e-10,0.0
1810,2.822264686333905e-06,0.0,7.815653045385927e-10,0.0
1811,2.8143610799296378e-06,0.0,4.764877540150028e-10,0.0
1812,2.684323866170806e-06,0.0,4.764877540150028e-10,0.0
1813,3.063083292025632e-06,0.0,2.17937652052009e-10,0.0
1814,2.929040501190424e-06,0.0,4.268957885601919e-10,0.0
1815,2.8519578693573877e-06,0.0,4.268957885601919e-10,0.0
1816,3.2721325981453575e-06,0.0,4.268957885601919e-10,0.0
1817,3.3220706784829545e-06,0.0,3.8030570756067815e-10,0.0
1818,3.4211241849594183e-06,0.0,3.8030570756067815e-10,0.0
1819,3.493840982368316e-06,0.0,3.8030570756067815e-10,0.0
1820,2.9048014117246827e-06,0.0,3.8030570756067815e-10,0.0
1821,3.068181578263258e-06,0.0,1.7134757105249524e-10,0.0
1822,2.929773862498613e-06,0.0,1.7134757105249524e-10,0.0
1823,2.5616522114952593e-06,0.0,1.7134757105249524e-10,0.0
1824,2.5775112979837492e-06,0.0,0.0,0.0
1825,2.704023959917582e-06,0.0,0.0,0.0
1826,3.2235333427317007e-06,0.0,0.0,0.0
1827,3.4904289155487537e-06,0.0,0.0,0.0
1828,3.5907644035302966e-06,0.0,1.103293091807091e-10,0.0
1829,7.758986352460592e-06,7.027427845989515e-11,1.8060358764060425e-10,7.027427845989515e-11
1830,8.12897363695291e-06,7.027427845989515e-11,1.8060358764060425e-10,7.027427845989515e-11
1831,8.292609209092916e-06,7.027427845989515e-11,1.8060358764060425e-10,7.027427845989515e-11
1832,8.514082017947139e-06,7.027427845989515e-11,2.6575304655297924e-10,7.027427845989515e-11
1833,8.226111828792324e-06,7.027427845989515e-11,2.6575304655297924e-10,7.027427845989515e-11
1834,8.4110249645164e-06,7.027427845989515e-11,2.6575304655297924e-10,7.027427845989515e-11
1835,8.519806540009864e-06,7.027427845989515e-11,1.5542373737227015e-10,7.027427845989515e-11
1836,4.459080335956449e-06,0.0,8.5149458912375e-11,0.0
1837,4.356171725053823e-06,0.0,1.6259086933954692e-10,0.0
1838,4.286304471991441e-06,0.0,1.6259086933954692e-10,0.0
1839,4.064580869973204e-06,0.0,1.5322284710858217e-10,0.0
1840,4.0156763654002655e-06,0.0,2.2880881316617822e-10,0.0
1841,3.748590253443191e-06,0.0,2.2880881316617822e-10,0.0
1842,3.7262883389692954e-06,6.081543998551605e-11,2.2880881316617822e-10,6.081543998551605e-11
1843,3.935046639266407e-06,6.081543998551605e-11,2.9438334309921695e-10,6.081543998551605e-11
1844,3.956028617072402e-06,6.081543998551605e-11,2.1694193267204501e-10,6.081543998551605e-11
1845,4.099804397940586e-06,6.081543998551605e-11,2.1694193267204501e-10,6.081543998551605e-11
1846,4.4462692910331365e-06,6.081543998551605e-11,4.020424945342224e-10,6.081543998551605e-11
1847,4.55551259749752e-06,6.081543998551605e-11,3.264565284766263e-10,6.081543998551605e-11
1848,4.66137869027859e-06,6.081543998551605e-11,3.264565284766263e-10,6.081543998551605e-11
1849,4.719373724323564e-06,0.0,3.264565284766263e-10,0.0
1850,4.7102037439929386e-06,0.0,3.5582181645565925e-10,0.0
1851,4.650162931544141e-06,0.0,3.5582181645565925e-10,0.0
1852,4.6039554035814945e-06,0.0,4.063833872588621e-10,0.0
1853,4.520061728336648e-06,0.0,1.9376072968313451e-10,0.0
1854,4.586104621141983e-06,0.0,2.442625903130237e-10,0.0
1855,4.686567016116376e-06,0.0,2.9676433929307477e-10,0.0
1856,4.7308156224192184e-06,0.0,3.961619484841147e-10,0.0
1857,5.005036135636536e-06,0.0,3.0122213057204306e-10,0.0
1858,5.523488523197427e-06,0.0,3.0122213057204306e-10,0.0
1859,6.311976643961056e-06,0.0,2.506605597688402e-10,0.0
1860,6.610453445838564e-06,0.0,2.6339642768467645e-10,0.0
1861,6.981026477400779e-06,0.0,3.258679278797924e-10,0.0
1862,7.5420588083423875e-06,5.571827126666611e-11,3.290844501664074e-10,5.571827126666611e-11
1863,8.11706188739793e-06,1.0345615237510636e-10,3.729004882657705e-10,1.0345615237510636e-10
1864,8.386972175295731e-06,1.0345615237510636e-10,4.1999560971918623e-10,1.0345615237510636e-10
1865,8.437045705379984e-06,1.0345615237510636e-10,4.1999560971918623e-10,1.0345615237510636e-10
1866,8.42286655305153e-06,1.0345615237510636e-10,4.1999560971918623e-10,1.0345615237510636e-10
1867,8.710888778296066e-06,1.0345615237510636e-10,3.5900040083549e-10,1.0345615237510636e-10
1868,8.930736969757294e-06,1.4826785037819993e-10,2.4602704001048485e-10,1.4826785037819993e-10
1869,8.951633000313969e-06,9.254957911153383e-11,2.2989465490016618e-10,9.254957911153383e-11
1870,9.067073343820603e-06,1.2928461872491985e-10,8.668100760976318e-11,1.2928461872491985e-10
1871,9.385498872558986e-06,1.698606810762726e-10,1.2073801085905293e-10,1.698606810762726e-10
1872,9.566886157179916e-06,1.698606810762726e-10,2.0264143141268676e-10,1.698606810762726e-10
1873,9.624446257865721e-06,2.8688694277332974e-10,2.0264143141268676e-10,2.8688694277332974e-10
1874,9.795627582726801e-06,3.266276574606256e-10,2.4238214609998264e-10,3.266276574606256e-10
1875,1.0156953976547811e-05,3.6204602014779294e-10,2.824971764451131e-10,3.6204602014779294e-10
1876,1.0722087868738786e-05,3.6204602014779294e-10,2.4291129028876565e-10,3.6204602014779294e-10
1877,1.0970304953973806e-05,2.7757309942596665e-10,2.7786296279736737e-10,2.7757309942596665e-10
1878,1.1271176455401083e-05,2.7328239671220445e-10,2.329961977322524e-10,2.7328239671220445e-10
1879,1.1581757722264488e-05,3.780238344575082e-10,2.9074803279246654e-10,3.780238344575082e-10
1880,1.2041110884248546e-05,3.267709396721179e-10,3.236347162483e-10,3.267709396721179e-10
1881,1.2377375371995316e-05,3.50161415736088e-10,3.154595969366371e-10,3.50161415736088e-10
1882,1.2566833122816337e-05,3.3475051302340423e-10,4.049828825466609e-10,3.3475051302340423e-10
1883,1.2643317079761931e-05,4.311183949517223e-10,4.371055105169473e-10,4.311183949517223e-10
1884,1.2917918346439755e-05,4.921402095371872e-10,5.547083784370902e-10,4.921402095371872e-10
1885,1.2973503024633309e-05,6.299945208367217e-10,6.925626897366247e-10,6.299945208367217e-10
1886,1.3238936714645075e-05,5.25253083091418e-10,6.632618977851581e-10,5.25253083091418e-10
1887,1.3319762079585676e-05,4.871136847059024e-10,6.856431513816272e-10,4.871136847059024e-10
1888,1.3614113803279387e-05,4.2398249395463646e-10,7.080832408507781e-10,4.2398249395463646e-10
1889,1.3968104342763712e-05,3.591633359770593e-10,6.569576133097499e-10,3.591633359770593e-10
1890,1.4142760327169007e-05,3.1338683434015534e-10,7.007220597416669e-10,3.1338683434015534e-10
1891,1.4344072172077307e-05,2.779700715636681e-10,6.505877265488331e-10,2.779700715636681e-10
1892,1.4615081064610941e-05,1.937167291656193e-10,5.213912198812462e-10,1.937167291656193e-10
1893,1.4988728772940313e-05,2.6290175195572575e-10,4.802217790089713e-10,2.6290175195572575e-10
1894,1.5408750706618385e-05,2.7945132914058187e-10,4.470456148121725e-10,2.7945132914058187e-10
1895,1.5594556836211787e-05,3.6413615971715123e-10,4.565535528998156e-10,3.6413615971715123e-10
1896,1.5656044654731106e-05,4.222774372239105e-10,4.168017161568624e-10,4.222774372239105e-10
1897,1.6653097450866232e-05,3.902628121459679e-10,4.523751730354876e-10,3.902628121459679e-10
1898,1.718357049997264e-05,4.0073409669970164e-10,4.942603112504226e-10,4.0073409669970164e-10
1899,1.807729729210093e-05,3.654894878809703e-10,6.49670119288816e-10,3.654894878809703e-10
1900,1.8639540940057486e-05,3.1437506962740866e-10,6.346969101083439e-10,3.1437506962740866e-10
1901,1.94179530288758e-05,3.0446489773794383e-10,7.325619436456979e-10,3.0446489773794383e-10
1902,2.002837183161838e-05,2.714349380182414e-10,7.207031915701378e-10,2.714349380182414e-10
1903,2.087220465390211e-05,2.61111093064719e-10,7.935163518332392e-10,2.61111093064719e-10
1904,2.1287095608256224e-05,2.5838807779906704e-10,6.979095605002301e-10,2.5838807779906704e-10
1905,2.2234206751038854e-05,3.1379291328047035e-10,7.060728400763518e-10,3.1379291328047035e-10
1906,2.1994985997610327e-05,2.591511935601254e-10,5.832947983746323e-10,2.591511935601254e-10
1907,2.16063459187613e-05,2.4108058902358055e-10,5.876836804895116e-10,2.4108058902358055e-10
1908,2.1154071094185512e-05,2.617050316535062e-10,4.951757823223879e-10,2.617050316535062e-10
1909,2.118343010287e-05,2.2383116986863476e-10,4.848639396727781e-10,2.2383116986863476e-10
1910,2.1010203064569006e-05,2.0356151684909817e-10,4.83481045873305e-10,2.0356151684909817e-10
1911,2.069934349232686e-05,2.156636407156322e-10,5.514949013336284e-10,2.156636407156322e-10
1912,2.0773114166721435e-05,1.67424791292741e-10,6.15237896342943e-10,1.67424791292741e-10
1913,2.118290597406615e-05,2.2461646729096278e-10,5.662588037358418e-10,2.2461646729096278e-10
1914,2.188145741196682e-05,2.2461646729096278e-10,5.222745975776353e-10,2.2461646729096278e-10
1915,2.241265844661809e-05,1.856573734034964e-10,5.426418570439065e-10,1.856573734034964e-10
1916,2.2780380407181967e-05,2.1703194995138985e-10,7.120249003495743e-10,2.1703194995138985e-10
1917,2.3090424812315697e-05,1.8948417041768957e-10,7.275253901301809e-10,1.8948417041768957e-10
1918,2.3163442165241577e-05,2.334295058835169e-10,7.443194641980939e-10,2.334295058835169e-10
1919,2.2737260483804027e-05,2.6121591397857257e-10,6.417538177459572e-10,2.6121591397857257e-10
1920,2.2582892727638993e-05,2.7362920262952173e-10,6.363596346299033e-10,2.7362920262952173e-10
1921,2.2170765857611385e-05,3.2985241918811626e-10,6.779663616221906e-10,3.2985241918811626e-10
1922,2.1736482917081696e-05,3.3806499266653134e-10,7.267553780998526e-10,3.3806499266653134e-10
1923,2.1224215743131936e-05,2.9290940704664234e-10,5.160293065869276e-10,2.9290940704664234e-10
1924,2.1035742975072935e-05,3.173309373208763e-10,3.9033769867152e-10,3.173309373208763e-10
1925,2.100796934558145e-05,3.144452614955995e-10,3.3568637948709426e-10,3.144452614955995e-10
1926,2.0816715862435687e-05,2.892624572410034e-10,4.0542411094968145e-10,2.892624572410034e-10
1927,2.0663314509355197e-05,2.4239587123212457e-10,4.0496083470691653e-10,2.4239587123212457e-10
1928,2.099200355587527e-05,2.3179162755848637e-10,3.9435659103327833e-10,2.3179162755848637e-10
1929,2.124028755393478e-05,2.3292612878161075e-10,3.230372041291523e-10,2.3292612878161075e-10
1930,2.11987883501154e-05,2.8738091470018444e-10,3.7749199004772597e-10,2.8738091470018444e-10
1931,2.0943249182892032e-05,3.6789142367408903e-10,4.299580096717952e-10,3.6789142367408903e-10
1932,2.08426944092415e-05,4.1709213067469316e-10,4.0759090547126675e-10,4.1709213067469316e-10
1933,2.0823440926116226e-05,4.40747680415957e-10,2.242072004245342e-10,4.40747680415957e-10
1934,2.1739313784304875e-05,4.629450513414314e-10,2.688724441503508e-10,4.629450513414314e-10
1935,2.261212284793146e-05,4.6177074465779203e-10,2.6769813746671135e-10,4.6177074465779203e-10
1936,2.35629257596364e-05,5.411721110919793e-10,2.8428720488804515e-10,5.411721110919793e-10
