ngram,Foo,Fo,Fo,Fo
1564,0.0,1.169479063329553e-05,1.169479063329553e-05,1.169479063329553e-05
1565,0.0,1.169479063329553e-05,1.169479063329553e-05,1.169479063329553e-05
1566,0.0,1.169479063329553e-05,1.169479063329553e-05,1.169479063329553e-05
1567,0.0,1.3741982651741377e-05,1.3741982651741377e-05,1.3741982651741377e-05
1568,0.0,1.3741982651741377e-05,1.3741982651741377e-05,1.3741982651741377e-05
1569,0.0,8.408838766627014e-06,8.408838766627014e-06,8.408838766627014e-06
1570,0.0,9.91985104649627e-06,9.91985104649627e-06,9.91985104649627e-06
1571,0.0,3.558204298315104e-06,3.558204298315104e-06,3.558204298315104e-06
1572,0.0,3.558204298315104e-06,3.558204298315104e-06,3.558204298315104e-06
1573,0.0,4.816613649641763e-06,4.816613649641763e-06,4.816613649641763e-06
1574,0.0,5.49297939349864e-06,5.49297939349864e-06,5.49297939349864e-06
1575,0.0,8.007538651457122e-06,8.007538651457122e-06,8.007538651457122e-06
1576,0.0,9.810260442983626e-06,9.810260442983626e-06,9.810260442983626e-06
1577,0.0,8.299248163114368e-06,8.299248163114368e-06,8.299248163114368e-06
1578,0.0,9.262900610857677e-06,9.262900610857677e-06,9.262900610857677e-06
1579,0.0,9.262900610857677e-06,9.262900610857677e-06,9.262900610857677e-06
1580,0.0,8.004491259531018e-06,8.004491259531018e-06,8.004491259531018e-06
1581,0.0,5.2809334972282936e-06,5.2809334972282936e-06,5.2809334972282936e-06
1582,0.0,5.699243891805443e-06,5.699243891805443e-06,5.699243891805443e-06
1583,0.0,3.8965221002789415e-06,3.8965221002789415e-06,3.8965221002789415e-06
1584,0.0,3.8965221002789415e-06,3.8965221002789415e-06,3.8965221002789415e-06
1585,0.0,3.310305828563287e-06,3.310305828563287e-06,3.310305828563287e-06
1586,0.0,3.310305828563287e-06,3.310305828563287e-06,3.310305828563287e-06
1587,0.0,3.310305828563287e-06,3.310305828563287e-06,3.310305828563287e-06
1588,0.0,3.310305828563287e-06,3.310305828563287e-06,3.310305828563287e-06
1589,0.0,3.774361760276536e-07,3.774361760276536e-07,3.774361760276536e-07
1590,0.0,3.774361760276536e-07,3.774361760276536e-07,3.774361760276536e-07
1591,0.0,1.7101034310534097e-06,1.7101034310534097e-06,1.7101034310534097e-06
1592,0.0,3.123582635972915e-06,3.123582635972915e-06,3.123582635972915e-06
1593,0.0,3.5701360892354776e-06,3.5701360892354776e-06,3.5701360892354776e-06
1594,0.0,3.9053992557975496e-06,3.9053992557975496e-06,3.9053992557975496e-06
1595,0.0,4.806993436951805e-06,4.806993436951805e-06,4.806993436951805e-06
1596,0.0,4.806993436951805e-06,4.806993436951805e-06,4.806993436951805e-06
1597,0.0,4.806993436951805e-06,4.806993436951805e-06,4.806993436951805e-06
1598,0.0,3.5627940146046707e-06,3.5627940146046707e-06,3.5627940146046707e-06
1599,0.0,1.7718786336575119e-06,1.7718786336575119e-06,1.7718786336575119e-06
1600,0.0,1.4318312651084852e-06,1.4318312651084852e-06,1.4318312651084852e-06
1601,0.0,1.2918919602660545e-06,1.2918919602660545e-06,1.2918919602660545e-06
1602,1.0440071816576944e-07,8.079006517748764e-07,8.079006517748764e-07,8.079006517748764e-07
1603,1.0440071816576944e-07,1.6321208704539458e-06,1.6321208704539458e-06,1.6321208704539458e-06
1604,1.0440071816576944e-07,1.8023911902024077e-06,1.8023911902024077e-06,1.8023911902024077e-06
1605,1.0440071816576944e-07,1.7139233575237865e-06,1.7139233575237865e-06,1.7139233575237865e-06
1606,1.844808252826624e-07,1.9541636869949538e-06,1.9541636869949538e-06,1.9541636869949538e-06
1607,1.844808252826624e-07,1.8476576022814179e-06,1.8476576022814179e-06,1.8476576022814179e-06
1608,1.844808252826624e-07,1.852011337177828e-06,1.852011337177828e-06,1.852011337177828e-06
1609,8.008010711689297e-08,2.1891043745979133e-06,2.1891043745979133e-06,2.1891043745979133e-06
1610,8.008010711689297e-08,1.7472289398158734e-06,1.7472289398158734e-06,1.7472289398158734e-06
1611,1.8249238564749248e-07,2.0890200208408975e-06,2.0890200208408975e-06,2.0890200208408975e-06
1612,1.8249238564749248e-07,2.0890200208408975e-06,2.0890200208408975e-06,2.0890200208408975e-06
1613,1.0241227853059951e-07,1.8487796913697302e-06,1.8487796913697302e-06,1.8487796913697302e-06
1614,1.0241227853059951e-07,2.1783894388655815e-06,2.1783894388655815e-06,2.1783894388655815e-06
1615,1.0241227853059951e-07,1.97871184224953e-06,1.97871184224953e-06,1.97871184224953e-06
1616,1.0241227853059951e-07,1.2240159321663668e-06,1.2240159321663668e-06,1.2240159321663668e-06
1617,1.0241227853059951e-07,9.652124828919893e-07,9.652124828919893e-07,9.652124828919893e-07
1618,0.0,5.516282206891836e-07,5.516282206891836e-07,5.516282206891836e-07
1619,0.0,7.766972203171463e-07,7.766972203171463e-07,7.766972203171463e-07
1620,6.044334830741198e-07,1.5826085310826393e-06,1.5826085310826393e-06,1.5826085310826393e-06
1621,6.044334830741198e-07,1.4314167791391291e-06,1.4314167791391291e-06,1.4314167791391291e-06
1622,6.044334830741198e-07,1.4314167791391291e-06,1.4314167791391291e-06,1.4314167791391291e-06
1623,6.044334830741198e-07,1.970245161179004e-06,1.970245161179004e-06,1.970245161179004e-06
1624,7.537656756539945e-07,1.996036019136227e-06,1.996036019136227e-06,1.996036019136227e-06
1625,7.537656756539945e-07,2.312882332132306e-06,2.312882332132306e-06,2.312882332132306e-06
1626,7.537656756539945e-07,3.2359224145953443e-06,3.2359224145953443e-06,3.2359224145953443e-06
1627,1.493321925798747e-07,3.7081818261088173e-06,3.7081818261088173e-06,3.7081818261088173e-06
1628,1.493321925798747e-07,4.250391693208907e-06,4.250391693208907e-06,4.250391693208907e-06
1629,2.3186153644668854e-07,4.4154503809425345e-06,4.4154503809425345e-06,4.4154503809425345e-06
1630,2.3186153644668854e-07,4.0491199959953e-06,4.0491199959953e-06,4.0491199959953e-06
1631,8.252934386681382e-08,4.183187716729922e-06,4.183187716729922e-06,4.183187716729922e-06
1632,8.252934386681382e-08,3.767864265163163e-06,3.767864265163163e-06,3.767864265163163e-06
1633,8.252934386681382e-08,2.619755183072162e-06,2.619755183072162e-06,2.619755183072162e-06
1634,8.252934386681382e-08,1.4650026238476649e-06,1.4650026238476649e-06,1.4650026238476649e-06
1635,8.252934386681382e-08,1.073653615029408e-06,1.073653615029408e-06,1.073653615029408e-06
1636,0.0,9.954393362932024e-07,9.954393362932024e-07,9.954393362932024e-07
1637,0.0,8.229413392005622e-07,8.229413392005622e-07,8.229413392005622e-07
1638,0.0,5.395414258860651e-07,5.395414258860651e-07,5.395414258860651e-07
1639,0.0,9.288925671821094e-07,9.288925671821094e-07,9.288925671821094e-07
1640,0.0,1.5457409127910587e-06,1.5457409127910587e-06,1.5457409127910587e-06
1641,0.0,2.318154047640876e-06,2.318154047640876e-06,2.318154047640876e-06
1642,0.0,2.096825028274907e-06,2.096825028274907e-06,2.096825028274907e-06
1643,0.0,2.1906255126071173e-06,2.1906255126071173e-06,2.1906255126071173e-06
1644,0.0,2.648932853129996e-06,2.648932853129996e-06,2.648932853129996e-06
1645,0.0,2.943633822789187e-06,2.943633822789187e-06,2.943633822789187e-06
1646,0.0,2.7557595022439533e-06,2.7557595022439533e-06,2.7557595022439533e-06
1647,2.080911047284774e-07,2.2429567089992427e-06,2.2429567089992427e-06,2.2429567089992427e-06
1648,2.080911047284774e-07,1.484673118414191e-06,1.484673118414191e-06,1.484673118414191e-06
1649,2.8631887971641845e-07,1.6896343838977503e-06,1.6896343838977503e-06,1.6896343838977503e-06
1650,2.8631887971641845e-07,1.6407499044492267e-06,1.6407499044492267e-06,1.6407499044492267e-06
1651,2.8631887971641845e-07,1.2254426451363543e-06,1.2254426451363543e-06,1.2254426451363543e-06
1652,3.419902766056891e-07,9.864130723664338e-07,9.864130723664338e-07,9.864130723664338e-07
1653,3.419902766056891e-07,1.01106359449789e-06,1.01106359449789e-06,1.01106359449789e-06
1654,1.7538235803320796e-07,1.3633331020303428e-06,1.3633331020303428e-06,1.3633331020303428e-06
1655,1.7538235803320796e-07,2.2135371783146444e-06,2.2135371783146444e-06,2.2135371783146444e-06
1656,1.4246191426536825e-07,3.123923996944151e-06,3.123923996944151e-06,3.123923996944151e-06
1657,1.7026634679950803e-07,3.5482522256253494e-06,3.5482522256253494e-06,3.5482522256253494e-06
1658,1.7026634679950803e-07,3.6660990433899443e-06,3.6660990433899443e-06,3.6660990433899443e-06
1659,1.1459494991023738e-07,3.6747620169665296e-06,3.6747620169665296e-06,3.6747620169665296e-06
1660,1.1459494991023738e-07,3.9296834748776225e-06,3.9296834748776225e-06,3.9296834748776225e-06
1661,7.311176375424111e-08,3.8764808607538725e-06,3.8764808607538725e-06,3.8764808607538725e-06
1662,7.311176375424111e-08,2.969928796606577e-06,2.969928796606577e-06,2.969928796606577e-06
1663,2.7804432534139778e-08,1.7466308780253063e-06,1.7466308780253063e-06,1.7466308780253063e-06
1664,0.0,1.3084511749639205e-06,1.3084511749639205e-06,1.3084511749639205e-06
1665,0.0,1.2357875099106813e-06,1.2357875099106813e-06,1.2357875099106813e-06
1666,7.989679521155527e-08,2.849285847007975e-06,2.849285847007975e-06,2.849285847007975e-06
1667,1.4480142697591093e-07,2.7252125148282047e-06,2.7252125148282047e-06,2.7252125148282047e-06
1668,1.4480142697591093e-07,2.5408661567131015e-06,2.5408661567131015e-06,2.5408661567131015e-06
1669,1.747555192618425e-07,4.52649886385968e-06,4.52649886385968e-06,4.52649886385968e-06
1670,3.2935219199511525e-07,4.951639726056913e-06,4.951639726056913e-06,4.951639726056913e-06
1671,3.2935219199511525e-07,4.99017155724297e-06,4.99017155724297e-06,4.99017155724297e-06
1672,3.5395279342407905e-07,5.123393732122038e-06,5.123393732122038e-06,5.123393732122038e-06
1673,2.9879886856828565e-07,3.544532505981936e-06,3.544532505981936e-06,3.544532505981936e-06
1674,2.989552854160138e-07,3.25261808598043e-06,3.25261808598043e-06,3.25261808598043e-06
1675,3.3327378495024665e-07,3.2740814950622214e-06,3.2740814950622214e-06,3.2740814950622214e-06
1676,3.4626620301228937e-07,1.4219816120787852e-06,1.4219816120787852e-06,1.4219816120787852e-06
1677,1.916695302790166e-07,1.4670475292989847e-06,1.4670475292989847e-06,1.4670475292989847e-06
1678,2.115881017061838e-07,1.4898738973962672e-06,1.4898738973962672e-06,1.4898738973962672e-06
1679,2.1005926953421294e-07,1.4530426426517806e-06,1.4530426426517806e-06,1.4530426426517806e-06
1680,2.2152025686799399e-07,1.6980078214601235e-06,1.6980078214601235e-06,1.6980078214601235e-06
1681,1.7883505571652287e-07,1.8790810989750234e-06,1.8790810989750234e-06,1.8790810989750234e-06
1682,1.646775891523638e-07,1.8404619238156426e-06,1.8404619238156426e-06,1.8404619238156426e-06
1683,1.6586553540167059e-07,2.111208394645863e-06,2.111208394645863e-06,2.111208394645863e-06
1684,1.6586553540167059e-07,2.546870551408834e-06,2.546870551408834e-06,2.546870551408834e-06
1685,1.6615279564900577e-07,2.8727492105775e-06,2.8727492105775e-06,2.8727492105775e-06
1686,1.7071023299714788e-07,2.8815794946370133e-06,2.8815794946370133e-06,2.8815794946370133e-06
1687,1.3450637530760495e-07,3.3204445344381384e-06,3.3204445344381384e-06,3.3204445344381384e-06
1688,1.5872210618843902e-07,3.4004512404603053e-06,3.4004512404603053e-06,3.4004512404603053e-06
1689,1.3856107321836525e-07,3.482981453219379e-06,3.482981453219379e-06,3.482981453219379e-06
1690,1.1519690750511862e-07,3.2882865070860134e-06,3.2882865070860134e-06,3.2882865070860134e-06
1691,1.396629605616389e-07,2.700476248459641e-06,2.700476248459641e-06,2.700476248459641e-06
1692,1.6679321796735686e-07,2.5266830821887458e-06,2.5266830821887458e-06,2.5266830821887458e-06
1693,2.0186639915209525e-07,2.615439403338574e-06,2.615439403338574e-06,2.615439403338574e-06
1694,2.26251949746776e-07,2.369119816389035e-06,2.369119816389035e-06,2.369119816389035e-06
1695,2.1067397832601792e-07,2.818318989739055e-06,2.818318989739055e-06,2.818318989739055e-06
1696,2.579118176169816e-07,2.786113587457554e-06,2.786113587457554e-06,2.786113587457554e-06
1697,2.738769028707923e-07,2.708394682875743e-06,2.708394682875743e-06,2.708394682875743e-06
1698,2.701533909592919e-07,2.525162520734219e-06,2.525162520734219e-06,2.525162520734219e-06
1699,2.8816500373198194e-07,2.755800112806485e-06,2.755800112806485e-06,2.755800112806485e-06
1700,2.5145832133992893e-07,2.798585666953711e-06,2.798585666953711e-06,2.798585666953711e-06
1701,2.7540656739282507e-07,3.199779208833726e-06,3.199779208833726e-06,3.199779208833726e-06
1702,2.923335996131625e-07,2.9158305453945232e-06,2.9158305453945232e-06,2.9158305453945232e-06
1703,3.1134302145931413e-07,3.3815740445269123e-06,3.3815740445269123e-06,3.3815740445269123e-06
1704,2.919311786594595e-07,3.454347181884389e-06,3.454347181884389e-06,3.454347181884389e-06
1705,2.7118863751443965e-07,4.363510405320474e-06,4.363510405320474e-06,4.363510405320474e-06
1706,3.276701465080935e-07,4.100555510636436e-06,4.100555510636436e-06,4.100555510636436e-06
1707,3.1382689412242014e-07,4.128030338636433e-06,4.128030338636433e-06,4.128030338636433e-06
1708,3.2336830153261484e-07,3.556897646766239e-06,3.556897646766239e-06,3.556897646766239e-06
1709,3.1150271289399303e-07,3.414231579362032e-06,3.414231579362032e-06,3.414231579362032e-06
1710,2.96900523721888e-07,3.126928537052923e-06,3.126928537052923e-06,3.126928537052923e-06
1711,2.98961647818682e-07,3.122167754554539e-06,3.122167754554539e-06,3.122167754554539e-06
1712,3.0982506769662776e-07,2.273719571478848e-06,2.273719571478848e-06,2.273719571478848e-06
1713,2.0963188721420272e-07,2.385768831507968e-06,2.385768831507968e-06,2.385768831507968e-06
1714,2.070510447538254e-07,2.6650740047833617e-06,2.6650740047833617e-06,2.6650740047833617e-06
1715,2.171099627698173e-07,2.76274753170063e-06,2.76274753170063e-06,2.76274753170063e-06
1716,2.518745775757582e-07,2.7239455968291234e-06,2.7239455968291234e-06,2.7239455968291234e-06
1717,2.460779374554737e-07,2.7062059026710424e-06,2.7062059026710424e-06,2.7062059026710424e-06
1718,2.4991854883994945e-07,4.050897197365495e-06,4.050897197365495e-06,4.050897197365495e-06
1719,2.983189690196143e-07,4.164844572837215e-06,4.164844572837215e-06,4.164844572837215e-06
1720,2.8574406688416533e-07,4.170571888347954e-06,4.170571888347954e-06,4.170571888347954e-06
1721,3.0245263055966074e-07,4.00312865167507e-06,4.00312865167507e-06,4.00312865167507e-06
1722,2.4997368188093917e-07,3.732101829103028e-06,3.732101829103028e-06,3.732101829103028e-06
1723,1.8530919275251888e-07,4.218775984554668e-06,4.218775984554668e-06,4.218775984554668e-06
1724,1.4533168065814346e-07,4.2934264326634415e-06,4.2934264326634415e-06,4.2934264326634415e-06
1725,1.3681231791906612e-07,3.0205993815408353e-06,3.0205993815408353e-06,3.0205993815408353e-06
1726,9.032347390659976e-08,2.9793853692743662e-06,2.9793853692743662e-06,2.9793853692743662e-06
1727,1.0863320909493268e-07,2.9252374003720305e-06,2.9252374003720305e-06,2.9252374003720305e-06
1728,1.0179171385159083e-07,2.797891446399652e-06,2.797891446399652e-06,2.797891446399652e-06
1729,1.6917223786906887e-07,2.9679044603523963e-06,2.9679044603523963e-06,2.9679044603523963e-06
1730,1.8754677607749466e-07,2.531369221157677e-06,2.531369221157677e-06,2.531369221157677e-06
1731,2.2347629372429116e-07,3.5210317232018236e-06,3.5210317232018236e-06,3.5210317232018236e-06
1732,2.901312013494005e-07,3.487274690477144e-06,3.487274690477144e-06,3.487274690477144e-06
1733,3.265295914291398e-07,3.549163953461435e-06,3.549163953461435e-06,3.549163953461435e-06
1734,3.352908493070572e-07,3.671702773187592e-06,3.671702773187592e-06,3.671702773187592e-06
1735,3.4171987449229035e-07,3.877987442787603e-06,3.877987442787603e-06,3.877987442787603e-06
1736,2.699088272249485e-07,3.939233790463602e-06,3.939233790463602e-06,3.939233790463602e-06
1737,2.730456257284329e-07,3.946017646480218e-06,3.946017646480218e-06,3.946017646480218e-06
1738,2.477206371460332e-07,3.644317465451812e-06,3.644317465451812e-06,3.644317465451812e-06
1739,1.7282165641420632e-07,3.8130011229701007e-06,3.8130011229701007e-06,3.8130011229701007e-06
1740,1.3113554889595695e-07,3.834739020801083e-06,3.834739020801083e-06,3.834739020801083e-06
1741,1.0094477837745736e-07,3.7119586652676972e-06,3.7119586652676972e-06,3.7119586652676972e-06
1742,1.0058656333252916e-07,3.576888697612698e-06,3.576888697612698e-06,3.576888697612698e-06
1743,8.956191318735104e-08,3.412487298451846e-06,3.412487298451846e-06,3.412487298451846e-06
1744,9.758788317120499e-08,3.2331315164161164e-06,3.2331315164161164e-06,3.2331315164161164e-06
1745,1.0004716192010424e-07,2.392396368122718e-06,2.392396368122718e-06,2.392396368122718e-06
1746,1.0354128322985292e-07,2.063823249695166e-06,2.063823249695166e-06,2.063823249695166e-06
1747,1.0853145988270236e-07,1.8824463917813513e-06,1.8824463917813513e-06,1.8824463917813513e-06
1748,1.0986957274131523e-07,1.771165492365461e-06,1.771165492365461e-06,1.771165492365461e-06
1749,8.436008361708705e-08,1.9130498165915403e-06,1.9130498165915403e-06,1.9130498165915403e-06
1750,9.09575465105458e-08,1.8509260663839605e-06,1.8509260663839605e-06,1.8509260663839605e-06
1751,7.309075655825836e-08,1.8383233282293077e-06,1.8383233282293077e-06,1.8383233282293077e-06
1752,5.4156028994611916e-08,1.7767111363095215e-06,1.7767111363095215e-06,1.7767111363095215e-06
1753,5.928813199115471e-08,1.8487660814311572e-06,1.8487660814311572e-06,1.8487660814311572e-06
1754,5.099474544221851e-08,1.8623398838306976e-06,1.8623398838306976e-06,1.8623398838306976e-06
1755,5.142189734337015e-08,1.765330694070144e-06,1.765330694070144e-06,1.765330694070144e-06
1756,6.659925055885196e-08,2.1380776128613173e-06,2.1380776128613173e-06,2.1380776128613173e-06
1757,6.913715745935991e-08,2.0436879221311495e-06,2.0436879221311495e-06,2.0436879221311495e-06
1758,5.7506634121295974e-08,2.0956538183522104e-06,2.0956538183522104e-06,2.0956538183522104e-06
1759,7.49006086359876e-08,2.2402078993114368e-06,2.2402078993114368e-06,2.2402078993114368e-06
1760,6.247391835602554e-08,2.221767049702196e-06,2.221767049702196e-06,2.221767049702196e-06
1761,5.828984964547804e-08,2.1819975261548407e-06,2.1819975261548407e-06,2.1819975261548407e-06
1762,5.594839816832778e-08,2.1861375622782882e-06,2.1861375622782882e-06,2.1861375622782882e-06
1763,4.3609719518095906e-08,1.4223202648671368e-06,1.4223202648671368e-06,1.4223202648671368e-06
1764,7.944522474799345e-08,1.4621307400375372e-06,1.4621307400375372e-06,1.4621307400375372e-06
1765,8.207228040037404e-08,1.3973845105803257e-06,1.3973845105803257e-06,1.3973845105803257e-06
1766,6.467830588568241e-08,1.1193722489874095e-06,1.1193722489874095e-06,1.1193722489874095e-06
1767,7.673945034980534e-08,1.0654660107840236e-06,1.0654660107840236e-06,1.0654660107840236e-06
1768,8.478608799172044e-08,1.202768820413829e-06,1.202768820413829e-06,1.202768820413829e-06
1769,8.551344318366968e-08,1.2638271625421891e-06,1.2638271625421891e-06,1.2638271625421891e-06
1770,9.132353337041163e-08,1.1884661148542364e-06,1.1884661148542364e-06,1.1884661148542364e-06
1771,5.1617945981011614e-08,1.1293660528670962e-06,1.1293660528670962e-06,1.1293660528670962e-06
1772,5.068396597656439e-08,1.0990626882240967e-06,1.0990626882240967e-06,1.0990626882240967e-06
1773,5.068396597656439e-08,1.0867839007135314e-06,1.0867839007135314e-06,1.0867839007135314e-06
1774,4.130638079199603e-08,1.0026097437990496e-06,1.0026097437990496e-06,1.0026097437990496e-06
1775,3.614843231097049e-08,8.596345131601473e-07,8.596345131601473e-07,8.596345131601473e-07
1776,3.276828256356826e-08,7.840594012772531e-07,7.840594012772531e-07,7.840594012772531e-07
1777,2.411951781157638e-08,1.1702607918908013e-06,1.1702607918908013e-06,1.1702607918908013e-06
1778,2.1635373873404466e-08,1.4308780009741895e-06,1.4308780009741895e-06,1.4308780009741895e-06
1779,2.9097242964277418e-08,1.4399666221314483e-06,1.4399666221314483e-06,1.4399666221314483e-06
1780,3.144638327512439e-08,1.514828340987151e-06,1.514828340987151e-06,1.514828340987151e-06
1781,2.6101456995775152e-08,1.6255135051324032e-06,1.6255135051324032e-06,1.6255135051324032e-06
1782,2.7529034797778096e-08,1.8925855199216e-06,1.8925855199216e-06,1.8925855199216e-06
1783,3.134046266950463e-08,2.0032580323459115e-06,2.0032580323459115e-06,2.0032580323459115e-06
1784,4.132729510989261e-08,1.6965701823729823e-06,1.6965701823729823e-06,1.6965701823729823e-06
1785,4.501864100551042e-08,1.6235529268929634e-06,1.6235529268929634e-06,1.6235529268929634e-06
1786,4.840990414883046e-08,1.5751269951839016e-06,1.5751269951839016e-06,1.5751269951839016e-06
1787,4.9928188567654226e-08,1.5767852963628165e-06,1.5767852963628165e-06,1.5767852963628165e-06
1788,1.7535718756432418e-07,1.5284591329743437e-06,1.5284591329743437e-06,1.5284591329743437e-06
1789,1.7104092060143167e-07,1.2495389845363597e-06,1.2495389845363597e-06,1.2495389845363597e-06
1790,1.7335591045204118e-07,1.1221684579660568e-06,1.1221684579660568e-06,1.1221684579660568e-06
1791,1.7097084180152577e-07,1.094795972481474e-06,1.094795972481474e-06,1.094795972481474e-06
1792,1.7864575850369745e-07,1.4040833207218384e-06,1.4040833207218384e-06,1.4040833207218384e-06
1793,1.7861880051230271e-07,1.4240230582020428e-06,1.4240230582020428e-06,1.4240230582020428e-06
1794,2.1267482809759842e-07,1.6115490260355209e-06,1.6115490260355209e-06,1.6115490260355209e-06
1795,1.0185818309439907e-07,1.7757408678724978e-06,1.7757408678724978e-06,1.7757408678724978e-06
1796,1.22717738447266e-07,1.825289976815319e-06,1.825289976815319e-06,1.825289976815319e-06
1797,1.274851188424821e-07,1.815585611503983e-06,1.815585611503983e-06,1.815585611503983e-06
1798,1.3492842855709698e-07,1.819874747915102e-06,1.819874747915102e-06,1.819874747915102e-06
1799,1.3039333574787243e-07,1.443605274939078e-06,1.443605274939078e-06,1.443605274939078e-06
1800,1.2153885060277908e-07,1.558437239574622e-06,1.558437239574622e-06,1.558437239574622e-06
1801,9.429522914875374e-08,1.3529630921636584e-06,1.3529630921636584e-06,1.3529630921636584e-06
1802,9.444318647768211e-08,1.1870308428894662e-06,1.1870308428894662e-06,1.1870308428894662e-06
1803,9.113362864354713e-08,1.1489667680767264e-06,1.1489667680767264e-06,1.1489667680767264e-06
1804,1.208484720547988e-07,1.2235073540978192e-06,1.2235073540978192e-06,1.2235073540978192e-06
1805,1.1203565871856621e-07,1.1740998827138225e-06,1.1740998827138225e-06,1.1740998827138225e-06
1806,1.1173114852372887e-07,1.0791212454413262e-06,1.0791212454413262e-06,1.0791212454413262e-06
1807,1.1691514245626422e-07,1.1611117380588048e-06,1.1611117380588048e-06,1.1611117380588048e-06
1808,1.2671190877508058e-07,1.122948268467943e-06,1.122948268467943e-06,1.122948268467943e-06
1809,1.2099783778093558e-07,1.0900850741433845e-06,1.0900850741433845e-06,1.0900850741433845e-06
1810,1.0780659311291987e-07,1.1021680685579277e-06,1.1021680685579277e-06,1.1021680685579277e-06
1811,8.675205671287195e-08,1.0312163973529614e-06,1.0312163973529614e-06,1.0312163973529614e-06
1812,1.2420340768569205e-07,1.0575559973144015e-06,1.0575559973144015e-06,1.0575559973144015e-06
1813,1.333236479946923e-07,1.1517385343852636e-06,1.1517385343852636e-06,1.1517385343852636e-06
1814,1.5754384920439536e-07,1.0209598063478812e-06,1.0209598063478812e-06,1.0209598063478812e-06
1815,1.838073053761491e-07,1.034466436067305e-06,1.034466436067305e-06,1.034466436067305e-06
1816,2.8449072380405074e-07,1.0722295412181535e-06,1.0722295412181535e-06,1.0722295412181535e-06
