ngram,Foo,Fo,Fo,Fo
1817,3.4096035709093743e-07,1.0645850920809607e-06,1.0645850920809607e-06,1.0645850920809607e-06
1818,3.4501200778842236e-07,1.0621640577872832e-06,1.0621640577872832e-06,1.0621640577872832e-06
1819,3.2988491024557985e-07,1.0445436211219722e-06,1.0445436211219722e-06,1.0445436211219722e-06
1820,3.37251330100636e-07,9.812413606726165e-07,9.812413606726165e-07,9.812413606726165e-07
1821,3.190500978332368e-07,9.467718687769125e-07,9.467718687769125e-07,9.467718687769125e-07
1822,2.880309263478661e-07,8.999808268786833e-07,8.999808268786833e-07,8.999808268786833e-07
1823,1.9178569386570287e-07,8.8338105440146e-07,8.8338105440146e-07,8.8338105440146e-07
1824,1.469175897130169e-07,8.939477100154493e-07,8.939477100154493e-07,8.939477100154493e-07
1825,1.5529246866208268e-07,8.641850156111884e-07,8.641850156111884e-07,8.641850156111884e-07
1826,1.3823028512303737e-07,8.62006970692164e-07,8.62006970692164e-07,8.62006970692164e-07
1827,1.3052653611924014e-07,8.181798502196866e-07,8.181798502196866e-07,8.181798502196866e-07
1828,1.7266233141656683e-07,7.977679144590053e-07,7.977679144590053e-07,7.977679144590053e-07
1829,2.4000564938627835e-07,7.557918349578228e-07,7.557918349578228e-07,7.557918349578228e-07
1830,2.6321347133619254e-07,7.042849737055284e-07,7.042849737055284e-07,7.042849737055284e-07
1831,3.0949261185599296e-07,6.397001957988582e-07,6.397001957988582e-07,6.397001957988582e-07
1832,2.884235215105946e-07,6.453725599645363e-07,6.453725599645363e-07,6.453725599645363e-07
1833,2.9853849525807163e-07,6.715914813477346e-07,6.715914813477346e-07,6.715914813477346e-07
1834,2.9091336476280307e-07,6.441759166721437e-07,6.441759166721437e-07,6.441759166721437e-07
1835,2.826565820766648e-07,6.093337187199463e-07,6.093337187199463e-07,6.093337187199463e-07
1836,2.127280883509489e-07,6.134337614379806e-07,6.134337614379806e-07,6.134337614379806e-07
1837,2.566523461057711e-07,6.420990774001569e-07,6.420990774001569e-07,6.420990774001569e-07
1838,2.442536352223864e-07,6.734450721523899e-07,6.734450721523899e-07,6.734450721523899e-07
1839,2.7124857077913997e-07,6.775301894127292e-07,6.775301894127292e-07,6.775301894127292e-07
1840,2.993748345098928e-07,6.907265433905454e-07,6.907265433905454e-07,6.907265433905454e-07
1841,3.3355496498188586e-07,7.316998075371625e-07,7.316998075371625e-07,7.316998075371625e-07
1842,3.029800471462555e-07,7.315812808883493e-07,7.315812808883493e-07,7.315812808883493e-07
1843,3.209266675899666e-07,7.549078629511184e-07,7.549078629511184e-07,7.549078629511184e-07
1844,3.816226897665079e-07,7.197828202671579e-07,7.197828202671579e-07,7.197828202671579e-07
1845,3.9198034431007856e-07,6.838800053239018e-07,6.838800053239018e-07,6.838800053239018e-07
1846,3.941461435325826e-07,6.539761037467022e-07,6.539761037467022e-07,6.539761037467022e-07
1847,3.9059193974415915e-07,5.778159147342064e-07,5.778159147342064e-07,5.778159147342064e-07
1848,3.694072380052863e-07,5.250167630167977e-07,5.250167630167977e-07,5.250167630167977e-07
1849,3.94675579075608e-07,5.010035895988299e-07,5.010035895988299e-07,5.010035895988299e-07
1850,4.171393105220237e-07,4.6867199898770195e-07,4.6867199898770195e-07,4.6867199898770195e-07
1851,3.0126965303419896e-07,4.911980714236311e-07,4.911980714236311e-07,4.911980714236311e-07
1852,2.7514978536860977e-07,4.712536849638127e-07,4.712536849638127e-07,4.712536849638127e-07
1853,2.67401418341251e-07,4.5741607225733917e-07,4.5741607225733917e-07,4.5741607225733917e-07
1854,2.994474397967549e-07,4.619378159986809e-07,4.619378159986809e-07,4.619378159986809e-07
1855,3.252855711772489e-07,4.93652793563472e-07,4.93652793563472e-07,4.93652793563472e-07
1856,4.3561069722792514e-07,5.065383074257365e-07,5.065383074257365e-07,5.065383074257365e-07
1857,4.3828541557949005e-07,4.96025693662107e-07,4.96025693662107e-07,4.96025693662107e-07
1858,4.7620641144671285e-07,4.971191580287788e-07,4.971191580287788e-07,4.971191580287788e-07
1859,4.828287428283926e-07,5.075444643612823e-07,5.075444643612823e-07,5.075444643612823e-07
1860,4.942708114543035e-07,5.320028882189425e-07,5.320028882189425e-07,5.320028882189425e-07
1861,4.7490254522537203e-07,5.22583901231753e-07,5.22583901231753e-07,5.22583901231753e-07
1862,4.686736230853837e-07,5.056071756825986e-07,5.056071756825986e-07,5.056071756825986e-07
1863,3.582928229661775e-07,4.786334142993707e-07,4.786334142993707e-07,4.786334142993707e-07
1864,3.523696372147762e-07,4.819263251322679e-07,4.819263251322679e-07,4.819263251322679e-07
1865,3.3893754545845566e-07,4.5156812283104433e-07,4.5156812283104433e-07,4.5156812283104433e-07
1866,3.428744922270458e-07,4.444392800451169e-07,4.444392800451169e-07,4.444392800451169e-07
1867,3.740489294809127e-07,4.200863250909086e-07,4.200863250909086e-07,4.200863250909086e-07
1868,3.8487199763689463e-07,4.3280813396709815e-07,4.3280813396709815e-07,4.3280813396709815e-07
1869,4.212902321601827e-07,4.397044993506175e-07,4.397044993506175e-07,4.397044993506175e-07
1870,4.121108645449567e-07,4.873553548025354e-07,4.873553548025354e-07,4.873553548025354e-07
1871,4.061223332233307e-07,5.165162804132706e-07,5.165162804132706e-07,5.165162804132706e-07
1872,4.90798827611018e-07,5.410562745769962e-07,5.410562745769962e-07,5.410562745769962e-07
1873,5.371684689440112e-07,5.616673856171214e-07,5.616673856171214e-07,5.616673856171214e-07
1874,5.067673904639898e-07,5.866663985086364e-07,5.866663985086364e-07,5.866663985086364e-07
1875,5.271835651196202e-07,5.896223618557477e-07,5.896223618557477e-07,5.896223618557477e-07
1876,4.833438538298651e-07,6.066971910253674e-07,6.066971910253674e-07,6.066971910253674e-07
1877,4.959452480436864e-07,6.042722913792074e-07,6.042722913792074e-07,6.042722913792074e-07
1878,5.01637414020349e-07,5.863333853994845e-07,5.863333853994845e-07,5.863333853994845e-07
1879,4.07843393596912e-07,5.831225442826897e-07,5.831225442826897e-07,5.831225442826897e-07
1880,3.4626955677400216e-07,5.803098263511077e-07,5.803098263511077e-07,5.803098263511077e-07
1881,3.5021724288851276e-07,5.834800731463474e-07,5.834800731463474e-07,5.834800731463474e-07
1882,3.1187697808426104e-07,5.793961333568274e-07,5.793961333568274e-07,5.793961333568274e-07
1883,3.2556858846939054e-07,5.609849316507669e-07,5.609849316507669e-07,5.609849316507669e-07
1884,3.103194075038118e-07,5.296608256750395e-07,5.296608256750395e-07,5.296608256750395e-07
1885,2.882675979825373e-07,5.301999449004922e-07,5.301999449004922e-07,5.301999449004922e-07
1886,2.8304266460768955e-07,5.199310188735191e-07,5.199310188735191e-07,5.199310188735191e-07
1887,3.015816523494712e-07,5.287719001704058e-07,5.287719001704058e-07,5.287719001704058e-07
1888,2.945049024966855e-07,5.224378948501648e-07,5.224378948501648e-07,5.224378948501648e-07
1889,2.714301063276382e-07,5.248798962449135e-07,5.248798962449135e-07,5.248798962449135e-07
1890,2.602609470159223e-07,5.191812379377682e-07,5.191812379377682e-07,5.191812379377682e-07
1891,2.6732288915809477e-07,5.172746406450252e-07,5.172746406450252e-07,5.172746406450252e-07
1892,2.8991205981908153e-07,5.101339784882189e-07,5.101339784882189e-07,5.101339784882189e-07
1893,2.8965322737154307e-07,5.071868989554267e-07,5.071868989554267e-07,5.071868989554267e-07
1894,2.7791116760259425e-07,4.869570326653567e-07,4.869570326653567e-07,4.869570326653567e-07
1895,2.6524893671973716e-07,4.775875684767275e-07,4.775875684767275e-07,4.775875684767275e-07
1896,2.6300053588913996e-07,4.818453679230775e-07,4.818453679230775e-07,4.818453679230775e-07
1897,2.6462074791717374e-07,4.788230033422483e-07,4.788230033422483e-07,4.788230033422483e-07
1898,2.6017376139212243e-07,4.983586653192365e-07,4.983586653192365e-07,4.983586653192365e-07
1899,2.433491163498859e-07,5.025084703902394e-07,5.025084703902394e-07,5.025084703902394e-07
1900,2.428949008909902e-07,5.225796866982689e-07,5.225796866982689e-07,5.225796866982689e-07
1901,2.3531693216227723e-07,5.264611745912719e-07,5.264611745912719e-07,5.264611745912719e-07
1902,2.3030381157695956e-07,5.257503476384175e-07,5.257503476384175e-07,5.257503476384175e-07
1903,2.3294191261616755e-07,5.340328479113461e-07,5.340328479113461e-07,5.340328479113461e-07
1904,2.1447378425624004e-07,5.366885480790578e-07,5.366885480790578e-07,5.366885480790578e-07
1905,1.9402922037313276e-07,5.682705729473778e-07,5.682705729473778e-07,5.682705729473778e-07
1906,1.7938319680459764e-07,5.528083956310834e-07,5.528083956310834e-07,5.528083956310834e-07
1907,1.6678984390442304e-07,5.18219658423342e-07,5.18219658423342e-07,5.18219658423342e-07
1908,1.6619008696190057e-07,5.830573489415006e-07,5.830573489415006e-07,5.830573489415006e-07
1909,1.6325319458181703e-07,6.094719375531505e-07,6.094719375531505e-07,6.094719375531505e-07
1910,1.5495121934756234e-07,5.914179845538976e-07,5.914179845538976e-07,5.914179845538976e-07
1911,1.6045159156874433e-07,5.767291944331581e-07,5.767291944331581e-07,5.767291944331581e-07
1912,1.707783212623326e-07,5.256235624528927e-07,5.256235624528927e-07,5.256235624528927e-07
1913,1.796199415236645e-07,5.340521787340029e-07,5.340521787340029e-07,5.340521787340029e-07
1914,1.8370517450096357e-07,5.379506871707105e-07,5.379506871707105e-07,5.379506871707105e-07
1915,1.8301917797154082e-07,4.565649516864921e-07,4.565649516864921e-07,4.565649516864921e-07
1916,1.914638809401887e-07,4.3180588298647695e-07,4.3180588298647695e-07,4.3180588298647695e-07
1917,1.995879586047522e-07,4.3532352021559616e-07,4.3532352021559616e-07,4.3532352021559616e-07
1918,2.1370484911845518e-07,4.499850823387013e-07,4.499850823387013e-07,4.499850823387013e-07
1919,2.141480471047024e-07,4.520078066759327e-07,4.520078066759327e-07,4.520078066759327e-07
1920,2.1282760493639736e-07,4.593868620109528e-07,4.593868620109528e-07,4.593868620109528e-07
1921,2.0675603756054833e-07,4.686033321377181e-07,4.686033321377181e-07,4.686033321377181e-07
1922,2.0738060259515934e-07,4.84876482330167e-07,4.84876482330167e-07,4.84876482330167e-07
1923,2.040548139348175e-07,5.349092313216326e-07,5.349092313216326e-07,5.349092313216326e-07
1924,2.0270719655205278e-07,5.734057140216464e-07,5.734057140216464e-07,5.734057140216464e-07
1925,1.8527794257546963e-07,6.117453251265812e-07,6.117453251265812e-07,6.117453251265812e-07
1926,1.7895515164972104e-07,6.468547399305992e-07,6.468547399305992e-07,6.468547399305992e-07
1927,1.743085919412936e-07,6.774183581066089e-07,6.774183581066089e-07,6.774183581066089e-07
1928,1.7766544959028708e-07,7.276515410532218e-07,7.276515410532218e-07,7.276515410532218e-07
1929,1.7614832716260155e-07,7.622936745324946e-07,7.622936745324946e-07,7.622936745324946e-07
1930,1.7319444266052285e-07,7.466995758217568e-07,7.466995758217568e-07,7.466995758217568e-07
1931,1.6965016007881267e-07,7.314555513663176e-07,7.314555513663176e-07,7.314555513663176e-07
1932,1.6900189133853667e-07,7.115319492965812e-07,7.115319492965812e-07,7.115319492965812e-07
1933,1.6940071897611882e-07,7.049483039216804e-07,7.049483039216804e-07,7.049483039216804e-07
1934,1.7295922053303263e-07,6.900323796799057e-07,6.900323796799057e-07,6.900323796799057e-07
1935,1.7275034330006228e-07,6.612688058079844e-07,6.612688058079844e-07,6.612688058079844e-07
1936,1.664597988337846e-07,6.37352286503301e-07,6.37352286503301e-07,6.37352286503301e-07
1937,1.664809344349903e-07,6.179744705800008e-07,6.179744705800008e-07,6.179744705800008e-07
1938,1.5961850457253085e-07,6.057684264046007e-07,6.057684264046007e-07,6.057684264046007e-07
1939,1.6117652380996462e-07,6.006385839490187e-07,6.006385839490187e-07,6.006385839490187e-07
1940,1.6424438545722557e-07,6.250902109578809e-07,6.250902109578809e-07,6.250902109578809e-07
1941,1.5738646043571081e-07,6.531009993133401e-07,6.531009993133401e-07,6.531009993133401e-07
1942,1.6510186437049663e-07,6.746268630714829e-07,6.746268630714829e-07,6.746268630714829e-07
1943,1.7445940768214185e-07,7.136581692585813e-07,7.136581692585813e-07,7.136581692585813e-07
1944,1.722872805690453e-07,7.318794895841815e-07,7.318794895841815e-07,7.318794895841815e-07
1945,1.724706817997555e-07,7.717394347699675e-07,7.717394347699675e-07,7.717394347699675e-07
1946,1.818077756914655e-07,7.838880264898762e-07,7.838880264898762e-07,7.838880264898762e-07
1947,1.7050802979058843e-07,7.721729957665957e-07,7.721729957665957e-07,7.721729957665957e-07
1948,1.6747721685663108e-07,7.641025701689484e-07,7.641025701689484e-07,7.641025701689484e-07
1949,1.5150375531902682e-07,7.503844829313624e-07,7.503844829313624e-07,7.503844829313624e-07
1950,1.3869638288659708e-07,7.283779918257746e-07,7.283779918257746e-07,7.283779918257746e-07
1951,1.3076119387278595e-07,7.222938295724037e-07,7.222938295724037e-07,7.222938295724037e-07
1952,1.3081483375896953e-07,6.906946379915877e-07,6.906946379915877e-07,6.906946379915877e-07
1953,1.1884905047411718e-07,7.013477037227338e-07,7.013477037227338e-07,7.013477037227338e-07
1954,1.223966736217465e-07,6.968409707042156e-07,6.968409707042156e-07,6.968409707042156e-07
1955,1.257428558736657e-07,6.849157005360342e-07,6.849157005360342e-07,6.849157005360342e-07
1956,1.303273852012613e-07,7.242824884607606e-07,7.242824884607606e-07,7.242824884607606e-07
1957,1.3459518908933076e-07,7.295582154906047e-07,7.295582154906047e-07,7.295582154906047e-07
1958,1.3795361602270922e-07,7.487914461177882e-07,7.487914461177882e-07,7.487914461177882e-07
1959,1.388945694965774e-07,7.707916276038824e-07,7.707916276038824e-07,7.707916276038824e-07
1960,1.3702857464587786e-07,7.844147863319709e-07,7.844147863319709e-07,7.844147863319709e-07
1961,1.3998663510912073e-07,7.864935907621527e-07,7.864935907621527e-07,7.864935907621527e-07
1962,1.419519557137911e-07,7.974323515164932e-07,7.974323515164932e-07,7.974323515164932e-07
1963,1.4381094664323818e-07,7.604593617673215e-07,7.604593617673215e-07,7.604593617673215e-07
1964,1.4415940492134333e-07,7.615864693174704e-07,7.615864693174704e-07,7.615864693174704e-07
1965,1.416959299100589e-07,7.683808413665767e-07,7.683808413665767e-07,7.683808413665767e-07
1966,1.5963099692888655e-07,7.919748879560627e-07,7.919748879560627e-07,7.919748879560627e-07
1967,1.6307228329586515e-07,7.710947654361786e-07,7.710947654361786e-07,7.710947654361786e-07
1968,1.6621613038328826e-07,7.820350041194095e-07,7.820350041194095e-07,7.820350041194095e-07
1969,1.677165875386371e-07,7.97854836166932e-07,7.97854836166932e-07,7.97854836166932e-07
1970,1.7134274900497205e-07,8.144342180977609e-07,8.144342180977609e-07,8.144342180977609e-07
1971,1.7178807455918233e-07,8.239325828591453e-07,8.239325828591453e-07,8.239325828591453e-07
1972,1.7843375539022028e-07,8.162487574736588e-07,8.162487574736588e-07,8.162487574736588e-07
1973,1.6632315334520952e-07,8.040928573141823e-07,8.040928573141823e-07,8.040928573141823e-07
1974,1.6651809175982635e-07,8.340874891083721e-07,8.340874891083721e-07,8.340874891083721e-07
1975,1.623450966040504e-07,8.383288851681365e-07,8.383288851681365e-07,8.383288851681365e-07
1976,1.6224604288644124e-07,8.410472267834328e-07,8.410472267834328e-07,8.410472267834328e-07
1977,1.5890998586850662e-07,8.58540301708542e-07,8.58540301708542e-07,8.58540301708542e-07
1978,1.555315013287587e-07,8.555514179014218e-07,8.555514179014218e-07,8.555514179014218e-07
1979,1.516967793285013e-07,8.69803784553369e-07,8.69803784553369e-07,8.69803784553369e-07
1980,1.5152640133107654e-07,8.751007385399134e-07,8.751007385399134e-07,8.751007385399134e-07
1981,1.5239443687927894e-07,8.837781056822028e-07,8.837781056822028e-07,8.837781056822028e-07
1982,1.559305827316036e-07,9.043909748080685e-07,9.043909748080685e-07,9.043909748080685e-07
1983,1.621420356709028e-07,9.203377625713724e-07,9.203377625713724e-07,9.203377625713724e-07
1984,1.6516247163573488e-07,9.288404661284793e-07,9.288404661284793e-07,9.288404661284793e-07
1985,1.7215881850266408e-07,9.246755488285479e-07,9.246755488285479e-07,9.246755488285479e-07
1986,1.8373798939462306e-07,9.295393397223961e-07,9.295393397223961e-07,9.295393397223961e-07
1987,1.9598445736132168e-07,9.191557361581155e-07,9.191557361581155e-07,9.191557361581155e-07
1988,2.0255110655398312e-07,9.052587220789324e-07,9.052587220789324e-07,9.052587220789324e-07
1989,2.0988895041032914e-07,8.870665624272078e-07,8.870665624272078e-07,8.870665624272078e-07
1990,2.1513891316057458e-07,8.710009231955545e-07,8.710009231955545e-07,8.710009231955545e-07
1991,2.2333373855027666e-07,8.375550594662075e-07,8.375550594662075e-07,8.375550594662075e-07
1992,2.3603724993595927e-07,8.355852076290051e-07,8.355852076290051e-07,8.355852076290051e-07
1993,2.4080940111811546e-07,8.138599290370101e-07,8.138599290370101e-07,8.138599290370101e-07
1994,2.440250576845366e-07,8.093181317495432e-07,8.093181317495432e-07,8.093181317495432e-07
1995,2.4895540816162664e-07,7.967291903046966e-07,7.967291903046966e-07,7.967291903046966e-07
1996,2.5777370841037086e-07,7.93830703774542e-07,7.93830703774542e-07,7.93830703774542e-07
1997,2.650658643688075e-07,7.94552988736541e-07,7.94552988736541e-07,7.94552988736541e-07
1998,2.71600762451791e-07,8.076227686615312e-07,8.076227686615312e-07,8.076227686615312e-07
1999,2.8061735893710906e-07,7.889736691270497e-07,7.889736691270497e-07,7.889736691270497e-07
2000,2.970042081480122e-07,7.699838420194283e-07,7.699838420194283e-07,7.699838420194283e-07
2001,2.9699415498336226e-07,7.462128824694705e-07,7.462128824694705e-07,7.462128824694705e-07
2002,3.0894330344770946e-07,7.333538941825932e-07,7.333538941825932e-07,7.333538941825932e-07
2003,3.109378740516279e-07,7.11999120994733e-07,7.11999120994733e-07,7.11999120994733e-07
2004,3.1594920203912936e-07,6.711103911324504e-07,6.711103911324504e-07,6.711103911324504e-07
2005,3.262927756557994e-07,6.272432204111413e-07,6.272432204111413e-07,6.272432204111413e-07
2006,3.2678574208538133e-07,5.899208791301394e-07,5.899208791301394e-07,5.899208791301394e-07
2007,3.3047964263589945e-07,5.661780976749599e-07,5.661780976749599e-07,5.661780976749599e-07
2008,3.375315600351314e-07,5.521556951342583e-07,5.521556951342583e-07,5.521556951342583e-07
2009,3.3794542072688015e-07,5.52386755511439e-07,5.52386755511439e-07,5.52386755511439e-07
2010,3.358886268805301e-07,5.50079960248695e-07,5.50079960248695e-07,5.50079960248695e-07
2011,3.419512089359549e-07,5.555381546530822e-07,5.555381546530822e-07,5.555381546530822e-07
2012,3.4301842382384553e-07,5.326092247871981e-07,5.326092247871981e-07,5.326092247871981e-07
2013,3.3938279995839237e-07,5.68784011128238e-07,5.68784011128238e-07,5.68784011128238e-07
2014,3.4744898666109035e-07,5.863041110387712e-07,5.863041110387712e-07,5.863041110387712e-07
2015,3.4640513847859567e-07,5.730972775706635e-07,5.730972775706635e-07,5.730972775706635e-07
2016,3.4989096775461803e-07,5.224494178232167e-07,5.224494178232167e-07,5.224494178232167e-07
2017,3.595986205103448e-07,4.993753132490989e-07,4.993753132490989e-07,4.993753132490989e-07
2018,3.5850458175445964e-07,4.765880305512837e-07,4.765880305512837e-07,4.765880305512837e-07
2019,3.587388448522688e-07,5.032874170751711e-07,5.032874170751711e-07,5.032874170751711e-07
