ngram,Abstract,Absract,Abtract
1667,1.347552804580638e-06,0.0,0.0
1668,1.5225656682105182e-06,0.0,0.0
1669,1.5698448732694357e-06,0.0,0.0
1670,1.175675001669723e-06,0.0,0.0
1671,7.824524053441044e-07,0.0,0.0
1672,8.613637914679982e-07,0.0,0.0
1673,9.394615655570046e-07,0.0,0.0
1674,9.399308161001889e-07,0.0,0.0
1675,7.992364520045417e-07,0.0,0.0
1676,7.183973390770657e-07,0.0,0.0
1677,9.199145348962443e-07,0.0,0.0
1678,1.0799900483756834e-06,0.0,0.0
1679,1.3261353534029955e-06,0.0,0.0
1680,1.5626386828314156e-06,0.0,0.0
1681,1.5240864692194528e-06,0.0,0.0
1682,1.6510562334458103e-06,0.0,0.0
1683,1.5222167024018875e-06,0.0,0.0
1684,1.7005800470672381e-06,0.0,0.0
1685,2.4914800828160618e-06,0.0,0.0
1686,2.426253039240172e-06,0.0,0.0
1687,2.156607105722027e-06,0.0,0.0
1688,2.0465677477789413e-06,0.0,0.0
1689,2.043135331015427e-06,0.0,0.0
1690,2.271608536830172e-06,0.0,0.0
1691,2.3321169594834956e-06,0.0,0.0
1692,1.862728205586401e-06,0.0,0.0
1693,2.3425868026346767e-06,0.0,0.0
1694,4.494413669168093e-06,0.0,0.0
1695,5.037080589837777e-06,0.0,0.0
1696,5.729505817596094e-06,0.0,0.0
1697,6.360640359811701e-06,0.0,0.0
1698,7.19591763039976e-06,0.0,0.0
1699,7.707714303251123e-06,0.0,0.0
1700,7.14489793348808e-06,0.0,0.0
1701,5.514610620593885e-06,0.0,0.0
1702,5.776298491712493e-06,0.0,0.0
1703,5.798272988093751e-06,0.0,0.0
1704,5.752871337400782e-06,0.0,0.0
1705,5.1915138621032904e-06,0.0,0.0
1706,4.646337044635272e-06,0.0,0.0
1707,5.166673190615256e-06,0.0,0.0
1708,5.223065045356634e-06,0.0,0.0
1709,4.744894178137267e-06,0.0,0.0
1710,4.8194648830498665e-06,0.0,0.0
1711,4.528644532391419e-06,0.0,0.0
1712,4.509594646151527e-06,0.0,0.0
1713,4.563178565928995e-06,0.0,0.0
1714,4.702467094830354e-06,0.0,0.0
1715,4.808911821133474e-06,0.0,0.0
1716,4.8700292804174495e-06,0.0,0.0
1717,4.358763102832849e-06,0.0,0.0
1718,4.532135465394406e-06,0.0,0.0
1719,4.554627529224879e-06,0.0,0.0
1720,4.711433608203411e-06,0.0,0.0
1721,4.522890029485487e-06,0.0,0.0
1722,4.716937740210726e-06,0.0,0.0
1723,4.900562381798019e-06,0.0,0.0
1724,5.122545319734075e-06,0.0,0.0
1725,5.153729554357207e-06,0.0,0.0
1726,4.883103494129111e-06,0.0,0.0
1727,4.486476135363253e-06,0.0,0.0
1728,4.565499206624476e-06,0.0,0.0
1729,4.917737929385371e-06,0.0,0.0
1730,4.88941347092415e-06,0.0,0.0
1731,5.165413540453301e-06,0.0,0.0
1732,5.369991250907853e-06,0.0,0.0
1733,5.751789201115441e-06,0.0,0.0
1734,6.684363532778141e-06,0.0,0.0
1735,6.191373683707622e-06,0.0,0.0
1736,5.815690916019126e-06,0.0,0.0
1737,6.188604077449002e-06,0.0,0.0
1738,5.6614553614053875e-06,0.0,0.0
1739,5.478507903587472e-06,0.0,0.0
1740,5.218618233422083e-06,0.0,0.0
1741,4.94152189795776e-06,0.0,0.0
1742,5.28204918737174e-06,0.0,0.0
1743,5.2831967747936555e-06,0.0,0.0
1744,4.941594852425624e-06,0.0,0.0
1745,4.926518191236287e-06,0.0,0.0
1746,4.679721281978086e-06,0.0,0.0
1747,4.618104640030651e-06,0.0,0.0
1748,4.498685452095483e-06,0.0,0.0
1749,4.335966130903606e-06,0.0,0.0
1750,4.123227589453953e-06,0.0,0.0
1751,3.724009794885725e-06,0.0,0.0
1752,3.933074919716871e-06,0.0,0.0
1753,3.6415320404817715e-06,0.0,0.0
1754,3.4395525290165097e-06,0.0,0.0
1755,2.991598323985402e-06,0.0,0.0
1756,2.8180113206742263e-06,0.0,0.0
1757,2.174258773785758e-06,0.0,0.0
1758,2.3103444196489624e-06,0.0,0.0
1759,2.3744113702507874e-06,0.0,0.0
1760,2.7806156757443593e-06,0.0,0.0
1761,2.8387780243325063e-06,0.0,0.0
1762,2.7902818503987092e-06,0.0,0.0
1763,2.6442394463239386e-06,0.0,0.0
1764,2.707467842810729e-06,0.0,0.0
1765,2.4473600888086366e-06,0.0,0.0
1766,1.901947111296717e-06,0.0,0.0
1767,1.369900563271845e-06,0.0,2.9445022927835194e-09
1768,1.1430940552210295e-06,0.0,2.9445022927835194e-09
1769,1.0217368315222432e-06,0.0,2.9445022927835194e-09
1770,1.0988166536662902e-06,0.0,2.9445022927835194e-09
1771,1.1923341308569694e-06,0.0,2.9445022927835194e-09
1772,1.2822314618331023e-06,0.0,2.9445022927835194e-09
1773,1.4019521959848395e-06,0.0,2.9445022927835194e-09
1774,1.4207876932102539e-06,0.0,0.0
1775,1.5035352264801207e-06,0.0,0.0
1776,1.5066188357845282e-06,0.0,0.0
1777,1.4975461713869924e-06,0.0,0.0
1778,1.4377911514072496e-06,0.0,0.0
1779,1.478619375510399e-06,0.0,0.0
1780,1.542900901897935e-06,0.0,0.0
1781,1.6528767251397118e-06,0.0,0.0
1782,1.7095774345372256e-06,0.0,0.0
1783,2.0416858887983835e-06,0.0,0.0
1784,2.103737902611361e-06,0.0,0.0
1785,2.1368086728606225e-06,0.0,0.0
1786,2.0321076833949647e-06,0.0,0.0
1787,1.8876330208123754e-06,0.0,0.0
1788,1.9046908537997557e-06,0.0,0.0
1789,1.8983550538515764e-06,0.0,0.0
1790,1.5139789622610676e-06,0.0,0.0
1791,1.5050374112693784e-06,0.0,0.0
1792,1.419485434845618e-06,0.0,0.0
1793,1.7024374951038875e-06,9.860221210950775e-10,0.0
1794,1.846262713505504e-06,9.860221210950775e-10,0.0
1795,1.8150095846587128e-06,9.860221210950775e-10,0.0
1796,1.7565443418529218e-06,9.860221210950775e-10,0.0
1797,2.032566580315428e-06,9.860221210950775e-10,0.0
1798,2.1918253878538962e-06,9.860221210950775e-10,0.0
1799,2.230996918634836e-06,9.860221210950775e-10,0.0
1800,2.4879463548391608e-06,0.0,0.0
1801,2.4228346871625817e-06,0.0,0.0
1802,2.508483524772081e-06,0.0,0.0
1803,2.692620439250147e-06,0.0,0.0
1804,2.5271228715999835e-06,0.0,0.0
1805,2.39847240988768e-06,0.0,0.0
1806,2.5717912259486705e-06,0.0,2.5855010196299387e-10
1807,2.1190772291187647e-06,0.0,4.677713296073551e-10
1808,2.1555266584982746e-06,0.0,4.677713296073551e-10
1809,2.2250266381109085e-06,0.0,4.677713296073551e-10
1810,2.1822907488707903e-06,0.0,6.85708981659364e-10
1811,2.2053810003594014e-06,0.0,2.3263965674504205e-09
1812,2.201700210337419e-06,0.0,2.3263965674504205e-09
1813,2.1302023956845266e-06,0.0,2.4558052734237533e-09
1814,2.2772532182508646e-06,0.0,2.246584045779392e-09
1815,2.479617673348652e-06,0.0,3.59856898248166e-09
1816,2.510132552353233e-06,0.0,3.59856898248166e-09
1817,2.5035849375854013e-06,0.0,3.551978901482146e-09
1818,2.5591463262181994e-06,0.0,1.9112913156910896e-09
1819,2.543276000973752e-06,0.0,2.362183655029477e-09
1820,2.455851098862435e-06,0.0,1.97422484709315e-09
1821,2.4420778085446467e-06,0.0,2.1027791016362383e-09
1822,2.229248333865793e-06,0.0,7.507941649339703e-10
1823,2.3528960550070873e-06,0.0,8.912569333346149e-10
1824,2.245470357463221e-06,0.0,7.199093622821197e-10
1825,2.2338371406606583e-06,0.0,7.199093622821197e-10
1826,2.256200608436692e-06,0.0,2.690170229437326e-10
1827,2.3024836731825156e-06,0.0,3.7358762908620436e-10
1828,2.2645624540018616e-06,1.103293091807091e-10,2.4503337454311643e-10
1829,2.357660946472606e-06,1.8060358764060425e-10,2.4503337454311643e-10
1830,2.15074424301877e-06,1.8060358764060425e-10,3.904842481107705e-10
1831,2.2879140877713714e-06,1.8060358764060425e-10,7.620628889830933e-10
1832,2.323567189575572e-06,1.8060358764060425e-10,1.0175112657202184e-09
1833,2.3476745159963945e-06,1.8060358764060425e-10,1.0175112657202184e-09
1834,2.393876781882552e-06,1.8060358764060425e-10,9.129406595777465e-10
1835,2.371483170853545e-06,7.027427845989515e-11,9.129406595777465e-10
1836,2.380069742814937e-06,0.0,9.129406595777465e-10
1837,2.4101244175004207e-06,0.0,6.270270176094478e-10
1838,2.3737363790132804e-06,0.0,2.55448376737125e-10
1839,2.266237938134249e-06,0.0,0.0
1840,2.2611627952885882e-06,0.0,7.558596605759606e-11
1841,2.1872635898034787e-06,0.0,2.1554118807236884e-10
1842,2.2409851356184973e-06,0.0,2.7635662805788487e-10
1843,2.2853538926678344e-06,0.0,2.7635662805788487e-10
1844,2.4008105421151934e-06,0.0,2.7635662805788487e-10
1845,2.4043984662317338e-06,0.0,2.7635662805788487e-10
1846,2.5884238051990645e-06,0.0,3.415771276937818e-10
1847,2.711926007188075e-06,0.0,3.265966267270873e-10
1848,2.838796003093843e-06,0.0,1.8664140471231454e-10
1849,2.8927515489028466e-06,0.0,3.4078411124762095e-10
1850,2.814158213888212e-06,0.0,3.4078411124762095e-10
1851,2.961135156251008e-06,2.785715785031633e-10,3.8721270634312077e-10
1852,3.1423222870736415e-06,2.785715785031633e-10,4.3777427714632363e-10
1853,3.1883551920535476e-06,3.268309194710233e-10,4.2081311847828676e-10
1854,3.3917535477355287e-06,3.268309194710233e-10,6.127169525717489e-10
1855,3.564032795111416e-06,3.268309194710233e-10,6.127169525717489e-10
1856,3.7241756152590303e-06,3.268309194710233e-10,4.4745761064644643e-10
1857,4.02420362531432e-06,3.7496514623417253e-10,4.4745761064644643e-10
1858,3.925856325232806e-06,9.639356773100921e-11,4.586325287801531e-10
1859,3.840367038979561e-06,9.639356773100921e-11,4.080709579769502e-10
1860,3.843957366760671e-06,4.8134226763149204e-11,4.818020347764827e-10
1861,3.639014136881867e-06,3.8705429337783567e-10,2.2929273559211894e-10
1862,3.545742531839226e-06,3.8705429337783567e-10,2.2929273559211894e-10
1863,3.3948609663119508e-06,3.8705429337783567e-10,2.2733181210503924e-10
1864,3.2182012351508353e-06,3.3892006661468647e-10,2.2733181210503924e-10
1865,3.1730351435856264e-06,3.8314661760756914e-10,1.6972829887583274e-10
1866,3.197465600481207e-06,3.8314661760756914e-10,1.6972829887583274e-10
1867,3.145938243116169e-06,3.8314661760756914e-10,4.7737881108440257e-11
1868,3.235269267471657e-06,4.422655099288266e-11,4.7737881108440257e-11
1869,3.242956803920346e-06,4.422655099288266e-11,8.732376726478769e-11
1870,3.324497226588262e-06,4.422655099288266e-11,8.182234651726056e-11
1871,3.4812787167278917e-06,4.422655099288266e-11,3.2527871269521265e-10
1872,3.575502172939845e-06,0.0,4.890855538024802e-10
1873,3.6439037103264127e-06,0.0,5.280943063798052e-10
1874,3.832559254338516e-06,7.948142937459174e-11,6.07575735754397e-10
1875,3.92223546441528e-06,7.948142937459174e-11,6.07575735754397e-10
1876,4.061274564394678e-06,1.9447737864553005e-10,6.063218340100564e-10
1877,4.131767712221647e-06,1.9447737864553005e-10,6.339887186663467e-10
1878,4.168044467535635e-06,1.9447737864553005e-10,3.905323524883946e-10
1879,4.2466339696797406e-06,1.9447737864553005e-10,2.61639325284589e-10
1880,4.326197215829909e-06,1.9447737864553005e-10,2.555172561630974e-10
1881,4.307068528370499e-06,1.465615446465713e-10,1.760358267885057e-10
1882,4.260495448501647e-06,1.465615446465713e-10,2.0844540577729427e-10
1883,4.171366039632371e-06,3.156559537563299e-11,2.6648130329360546e-10
1884,4.2524528193358236e-06,3.156559537563299e-11,3.4913249870514665e-10
1885,4.3430171185069156e-06,3.156559537563299e-11,3.7815577653382045e-10
1886,4.414392183857022e-06,3.156559537563299e-11,3.708305785459538e-10
1887,4.3461243746735685e-06,3.156559537563299e-11,3.3794389509012035e-10
1888,4.38814036637528e-06,0.0,4.729581012544567e-10
1889,4.494786740646564e-06,0.0,6.499156807964518e-10
1890,4.680169532938245e-06,0.0,5.788434890138408e-10
1891,4.6254994166312306e-06,0.0,4.2628894858509625e-10
1892,4.680313492956754e-06,0.0,3.9726567075642246e-10
1893,4.929678295541505e-06,0.0,3.927387284433489e-10
1894,4.992880024344361e-06,0.0,4.5901404700985996e-10
1895,4.918176598169209e-06,0.0,4.0868467142209294e-10
1896,4.8372132498895685e-06,0.0,2.1869793872689566e-10
1897,4.8344054448534735e-06,1.857675521347143e-11,2.491325142216029e-10
1898,4.995340922115636e-06,1.857675521347143e-11,3.753996934736341e-10
1899,5.032620525266143e-06,1.0964628808071301e-10,5.393248526346689e-10
1900,4.7497081011117966e-06,1.2771689261725783e-10,5.524043881052368e-10
1901,5.1414670971488315e-06,3.6763050540297316e-10,6.917693045378164e-10
1902,5.631620946847501e-06,4.881585374023295e-10,6.415210545324917e-10
1903,6.133774149930105e-06,5.040976822475887e-10,9.249843787742914e-10
1904,6.507777405723962e-06,5.013746669819368e-10,1.091206474385891e-09
1905,6.763847652889256e-06,5.013746669819368e-10,1.0259267443516303e-09
1906,7.044106496323366e-06,4.1030513411469526e-10,9.5509150191805e-10
1907,7.301329722914878e-06,4.215348774404072e-10,1.0068513364317307e-09
1908,7.189700097244765e-06,1.8162126465469187e-10,1.0345268173862975e-09
1909,7.263007384088789e-06,7.487424172733118e-11,1.2068053738862566e-09
1910,7.354901299549965e-06,1.002567651913517e-10,1.041700523459913e-09
1911,7.3346476321083694e-06,8.440302524353222e-11,9.175936875406774e-10
1912,7.366294929462518e-06,8.440302524353222e-11,8.854344539312362e-10
1913,7.246945837583293e-06,9.870094424308767e-11,1.049707081178321e-09
1914,7.396098356236637e-06,6.940059638083085e-11,1.371067741483069e-09
1915,7.56569267780703e-06,1.0127804150883435e-10,1.4565264926697757e-09
1916,7.305465779999005e-06,1.326526180567278e-10,1.4153818494217723e-09
1917,6.853391563968866e-06,1.7512535766777455e-10,1.37540309102275e-09
1918,6.5958326688684925e-06,2.03885835793814e-10,1.4788809046420833e-09
1919,6.339936979722032e-06,3.033260616886706e-10,1.6915503838913333e-09
1920,6.2055001503072816e-06,3.1222979757217217e-10,1.712607698513478e-09
1921,6.0165513916997175e-06,3.4034140585146947e-10,1.4439040360184459e-09
1922,6.234809721458337e-06,4.0506914489313317e-10,1.2217347530477492e-09
1923,6.736955193835976e-06,3.8446700386821474e-10,1.3508055864340308e-09
1924,7.831445015783953e-06,4.227802453365166e-10,1.7658975868885462e-09
1925,8.602662092016544e-06,3.940197672104771e-10,1.7026052948462426e-09
1926,9.5399379590942e-06,3.404254675773036e-10,1.5986453748086303e-09
1927,1.031556842333105e-05,3.172238126942466e-10,1.7522547222727424e-09
1928,1.1136366733158606e-05,3.1192169085742753e-10,2.2731718095160757e-09
1929,1.1183075522629743e-05,2.406023039533015e-10,2.530567771203656e-09
1930,1.1786554620942167e-05,2.1604885935833096e-10,2.4809729826102966e-09
1931,1.1866176074753249e-05,9.394120996970251e-11,2.282916966578341e-09
1932,1.2248430201517685e-05,1.412277021519058e-10,2.1685291657596348e-09
1933,1.2086764659865626e-05,1.4171609322552063e-10,2.1004928669426145e-09
1934,1.1710673269200405e-05,1.6418396800840388e-10,1.9156102815109932e-09
1935,1.140492726595507e-05,2.0804147888536002e-10,1.3430244852738075e-09
1936,1.1327131947577332e-05,2.6650541099356873e-10,1.1983976668160169e-09
1937,1.0362709092857716e-05,4.0115992075825547e-10,1.3797570546409637e-09
1938,9.54455357974179e-06,5.099211747294774e-10,1.304235687703072e-09
1939,8.539803664981654e-06,5.12422733213645e-10,1.4299565975761652e-09
1940,7.707416833519737e-06,4.660884158783471e-10,1.6441810214905063e-09
1941,7.170101980591426e-06,4.436205410954638e-10,1.4797701080355402e-09
1942,6.359649952563424e-06,4.018615896399831e-10,1.6648692900491012e-09
1943,5.848541799683257e-06,3.3956518549363833e-10,1.6700282109586136e-09
1944,5.719829394885372e-06,2.0491067572895157e-10,1.3764215402366021e-09
1945,5.565177421626036e-06,1.336882628409443e-10,1.2497633007844756e-09
1946,5.5125116367500075e-06,1.3354452464499544e-10,1.2493320743013824e-09
1947,5.6778552399399425e-06,1.6665847670159296e-10,1.0815050045996445e-09
1948,5.872080302132028e-06,2.0085847667645444e-10,1.067169297375159e-09
1949,6.116984812771469e-06,2.949935712370788e-10,9.462362401560905e-10
1950,6.2894072081170246e-06,3.412201473754603e-10,9.17822714655411e-10
1951,6.297767283415721e-06,4.736129345848741e-10,9.836126357853914e-10
1952,6.335519758847243e-06,4.988098902179518e-10,9.80783763728153e-10
1953,6.329535283709577e-06,5.903687063023102e-10,9.730539628018319e-10
1954,6.50991874603538e-06,6.153185778361753e-10,9.732827797672071e-10
1955,6.74945321017211e-06,6.82578339088786e-10,1.1078023022724283e-09
1956,7.068463738895454e-06,6.039392160975662e-10,1.1298309192981598e-09
1957,7.3717251975072684e-06,5.490030404493267e-10,1.109379627844171e-09
1958,7.695456653371885e-06,4.1661025323991296e-10,1.0179067192314255e-09
1959,8.115623196707539e-06,4.216380924959573e-10,1.054940277990722e-09
1960,8.352508497669728e-06,3.969014353288891e-10,1.1149065004545378e-09
1961,8.663947872784255e-06,4.739044424741299e-10,1.2238902272595657e-09
1962,8.803511783688528e-06,4.3365521788598013e-10,1.1944005625811167e-09
1963,8.934051688161812e-06,4.4277048198506005e-10,1.1678743369206553e-09
1964,8.859212227564837e-06,6.098929575656545e-10,1.1730787928345065e-09
1965,8.966921606250772e-06,6.363382023691752e-10,1.2070038302169905e-09
1966,8.835484810073727e-06,6.565052767288598e-10,1.271216338543419e-09
1967,9.003637647505716e-06,6.63864310745943e-10,1.2734746114771512e-09
1968,9.020315181779942e-06,5.996498119482346e-10,1.3140594802761386e-09
1969,9.178460719080509e-06,6.551387904396577e-10,1.2573291376303887e-09
1970,9.564204317160017e-06,6.933145981927577e-10,1.2315444140677455e-09
1971,1.0067273121551676e-05,6.387610063900745e-10,1.2038859353857845e-09
1972,1.026202854908271e-05,7.079656622848469e-10,1.2280580917258176e-09
1973,1.0767077583295759e-05,6.943218222588143e-10,1.1243276389270663e-09
1974,1.1221540782051826e-05,6.764138535001304e-10,1.0838500811135736e-09
1975,1.1428205263135688e-05,7.028755196917099e-10,9.154678364582075e-10
1976,1.1837693169322197e-05,6.986860375971357e-10,8.871690604372873e-10
1977,1.2186530771681906e-05,6.671758225250204e-10,8.767656838643794e-10
1978,1.2368165308933904e-05,6.23462495915764e-10,7.906707748845626e-10
1979,1.283186598552025e-05,6.984943179411118e-10,6.660958173920761e-10
1980,1.3213052365504804e-05,7.652703391615643e-10,8.017342068011857e-10
1981,1.3581671217772445e-05,7.814295797738322e-10,8.44788703277136e-10
1982,1.411236371495761e-05,8.768144543758183e-10,9.624080619742769e-10
1983,1.4421214733114798e-05,9.493670690855334e-10,1.0368624490743527e-09
1984,1.4467572587558866e-05,1.0254928731586892e-09,1.1156081257203608e-09
1985,1.48346998685156e-05,1.1247454634322196e-09,1.499767195354908e-09
1986,1.494696503609053e-05,1.3064000595594143e-09,1.7285623408826366e-09
1987,1.4902819982255875e-05,1.4997105541552408e-09,1.7063071114772503e-09
1988,1.5080912297500098e-05,1.6479587456557405e-09,1.6943820315061332e-09
1989,1.5220125533232931e-05,1.900944663584576e-09,1.7521811462068676e-09
1990,1.527938002254814e-05,2.1619319747122135e-09,1.7624200353085128e-09
1991,1.5653803529858124e-05,2.4040696100513514e-09,1.7683826625258803e-09
1992,1.5889497782544432e-05,2.573146775018488e-09,1.5243368313631679e-09
1993,1.602227231549997e-05,2.5299957049997245e-09,1.4932334733787555e-09
1994,1.621136626844028e-05,2.54028820201313e-09,1.4871503393822293e-09
1995,1.6048082345930326e-05,2.429641519720503e-09,1.4974590615121235e-09
1996,1.6376432280854454e-05,2.2045280997521186e-09,1.4137877693950633e-09
1997,1.6125996548258365e-05,1.9137962960412226e-09,1.3902593838060235e-09
1998,1.551113863180425e-05,1.7242371816042886e-09,1.441626199368987e-09
1999,1.485336412900194e-05,1.5207357436811515e-09,1.3637048315981053e-09
2000,1.490189840426735e-05,1.3569385139332114e-09,1.2603777069638715e-09
2001,1.4515883646838898e-05,1.154253074072845e-09,1.1522597479337752e-09
2002,1.424474326735695e-05,1.1502628532206976e-09,1.098191046037097e-09
2003,1.3329855262002508e-05,1.0534867740068827e-09,1.0226088864584426e-09
2004,1.2891451271051274e-05,1.0041460837432022e-09,9.79020721634884e-10
2005,1.235554736922495e-05,8.987543804422111e-10,7.951675706774353e-10
2006,1.1702568631985091e-05,8.706979423170732e-10,7.479082075878551e-10
2007,1.0543849124847579e-05,8.004501823271377e-10,6.93412458404755e-10
2008,9.981292091002355e-06,7.325448501762009e-10,6.715844031684221e-10
2009,9.647001336686247e-06,6.76425082613008e-10,6.249818797408681e-10
2010,9.409196016869309e-06,6.426955079241736e-10,5.933807849840228e-10
