ngram,Router,Roter,Roter
1783,1.1724985427008505e-08,2.1581334814462546e-09,2.1581334814462546e-09
1784,8.806935117685758e-09,2.1581334814462546e-09,2.1581334814462546e-09
1785,8.806935117685758e-09,3.776255879423778e-09,3.776255879423778e-09
1786,1.1605642669110239e-08,3.776255879423778e-09,3.776255879423778e-09
1787,1.1605642669110239e-08,7.643680609094515e-09,7.643680609094515e-09
1788,9.693125794082595e-09,7.643680609094515e-09,7.643680609094515e-09
1789,7.53499231263634e-09,6.648931944701937e-09,6.648931944701937e-09
1790,6.465241675357447e-09,6.648931944701937e-09,6.648931944701937e-09
1791,8.637174150497425e-09,6.648931944701937e-09,6.648931944701937e-09
1792,8.637174150497425e-09,5.030809546724413e-09,5.030809546724413e-09
1793,3.276780878382267e-09,5.030809546724413e-09,5.030809546724413e-09
1794,4.274766445584126e-09,2.1613703842555357e-09,2.1613703842555357e-09
1795,5.188038570176039e-09,5.814458882623188e-09,5.814458882623188e-09
1796,6.136200182891928e-09,4.651074065569511e-09,4.651074065569511e-09
1797,7.865970160939436e-09,4.651074065569511e-09,4.651074065569511e-09
1798,5.694037685799458e-09,4.651074065569511e-09,4.651074065569511e-09
1799,3.0926360329784434e-08,5.251843658373088e-09,5.251843658373088e-09
1800,3.2573015967025347e-08,5.251843658373088e-09,5.251843658373088e-09
1801,3.2503711341494834e-08,8.432922296971616e-09,8.432922296971616e-09
1802,3.2024566014905124e-08,4.7798337986039636e-09,4.7798337986039636e-09
1803,3.107640440218924e-08,6.183833635629656e-09,6.183833635629656e-09
1804,2.854686357142303e-08,8.31937642585347e-09,8.31937642585347e-09
1805,2.9066218574870717e-08,1.1435506509980899e-08,1.1435506509980899e-08
1806,5.902296746589692e-09,1.0834736917177322e-08,1.0834736917177322e-08
1807,4.883304808142189e-09,1.1462400615970734e-08,1.1462400615970734e-08
1808,1.713496221102316e-08,8.46015238816936e-09,8.46015238816936e-09
1809,1.7062685042645853e-08,1.0812174964870889e-08,1.0812174964870889e-08
1810,1.7280622694697863e-08,9.408175127845197e-09,9.408175127845197e-09
1811,1.7209929085001567e-08,7.272632337621385e-09,7.272632337621385e-09
1812,1.7406698891799166e-08,6.304876684229807e-09,6.304876684229807e-09
1813,1.7472071614906985e-08,7.662732480286292e-09,7.662732480286292e-09
1814,1.6844407916113572e-08,1.0796315333802146e-08,1.0796315333802146e-08
1815,4.436632410660073e-09,9.619499355803133e-09,9.619499355803133e-09
1816,6.547028173566259e-09,2.0199221596937733e-08,2.0199221596937733e-08
1817,6.843133234671736e-09,2.1741349799851506e-08,2.1741349799851506e-08
1818,7.503923641191283e-09,2.192038466614881e-08,2.192038466614881e-08
1819,1.4152373305011321e-08,1.977201023541296e-08,1.977201023541296e-08
1820,1.2460790558118821e-08,1.974072681511428e-08,1.974072681511428e-08
1821,1.2846453329678248e-08,2.0221770591355437e-08,2.0221770591355437e-08
1822,1.2572966096818e-08,2.0720846197594004e-08,2.0720846197594004e-08
1823,1.0522109025349176e-08,7.929564148158517e-09,7.929564148158517e-09
1824,1.0276306345551639e-08,6.789795995284667e-09,6.789795995284667e-09
1825,1.0014215996128378e-08,6.9906115340856445e-09,6.9906115340856445e-09
1826,7.152574659536575e-09,7.583102733045775e-09,7.583102733045775e-09
1827,6.710383867617306e-09,6.570242175715382e-09,6.570242175715382e-09
1828,7.979660773419336e-09,2.32795184716496e-09,2.32795184716496e-09
1829,7.972505132260364e-09,2.320796206005988e-09,2.320796206005988e-09
1830,8.027639505517722e-09,2.847465247717602e-09,2.847465247717602e-09
1831,7.945188792593934e-09,3.095367835064573e-09,3.095367835064573e-09
1832,7.56755317140748e-09,3.2264141834405434e-09,3.2264141834405434e-09
1833,3.1470982962490878e-09,3.211270804825972e-09,3.211270804825972e-09
1834,3.2301584898927362e-09,3.1467395673295026e-09,3.1467395673295026e-09
1835,3.3346701907735874e-09,3.481873170737718e-09,3.481873170737718e-09
1836,3.2180561073045867e-09,3.4403202826232312e-09,3.4403202826232312e-09
1837,4.290361653249062e-09,2.9280712933653165e-09,2.9280712933653165e-09
1838,4.257223827432353e-09,3.2700433947953555e-09,3.2700433947953555e-09
1839,4.153338324058049e-09,4.274775406669968e-09,4.274775406669968e-09
1840,5.053477604631342e-09,4.377701264982445e-09,4.377701264982445e-09
1841,5.670193521061557e-09,4.4084311280810445e-09,4.4084311280810445e-09
1842,5.248681806640272e-09,6.68836149956117e-09,6.68836149956117e-09
1843,5.266823104627909e-09,7.61505948774856e-09,7.61505948774856e-09
1844,4.519389116909776e-09,8.194788086208454e-09,8.194788086208454e-09
1845,4.767170198276866e-09,7.469508408622768e-09,7.469508408622768e-09
1846,5.267812345063508e-09,6.279982153348637e-09,6.279982153348637e-09
1847,4.891249437223775e-09,6.084552195417814e-09,6.084552195417814e-09
1848,5.7227281960844525e-09,6.570269185855539e-09,6.570269185855539e-09
1849,5.190881565856184e-09,5.5673912781527085e-09,5.5673912781527085e-09
1850,5.177193657906238e-09,4.570085484648498e-09,4.570085484648498e-09
1851,5.025799712906778e-09,5.971189415936757e-09,5.971189415936757e-09
1852,6.1422142292956644e-09,5.855919067115118e-09,5.855919067115118e-09
1853,6.358677330707354e-09,5.674594587874131e-09,5.674594587874131e-09
1854,7.873700865904506e-09,5.492762038856418e-09,5.492762038856418e-09
1855,7.07747048269068e-09,4.83213810234925e-09,4.83213810234925e-09
1856,8.110233246887738e-09,4.412723377176877e-09,4.412723377176877e-09
1857,9.463306138712824e-09,4.851245928781469e-09,4.851245928781469e-09
1858,1.1405463938375858e-08,2.8883411218316724e-09,2.8883411218316724e-09
1859,1.2021145412433043e-08,3.528738491885365e-09,3.528738491885365e-09
1860,1.2677357576405614e-08,4.237893385423368e-09,4.237893385423368e-09
1861,1.2533313180946542e-08,4.6692090352859086e-09,4.6692090352859086e-09
1862,1.3692709950013132e-08,5.121388281713126e-09,5.121388281713126e-09
1863,1.376336936484027e-08,4.358257865710868e-09,4.358257865710868e-09
1864,1.3678866420515793e-08,3.963832135538732e-09,3.963832135538732e-09
1865,1.4403699693283606e-08,3.79102159188603e-09,3.79102159188603e-09
1866,1.4350433222684193e-08,3.3970960964881313e-09,3.3970960964881313e-09
1867,1.528866303398705e-08,3.2345624908661617e-09,3.2345624908661617e-09
1868,1.4835227015095955e-08,3.0827877710899135e-09,3.0827877710899135e-09
1869,1.535554489911257e-08,4.148626363077921e-09,4.148626363077921e-09
1870,1.868335086641082e-08,4.9438427320223715e-09,4.9438427320223715e-09
1871,1.9875345940485138e-08,5.615540381904387e-09,5.615540381904387e-09
1872,1.946592588706965e-08,1.2454476148805936e-08,1.2454476148805936e-08
1873,1.9181066386002906e-08,1.2407398346831705e-08,1.2407398346831705e-08
1874,1.9022917844121627e-08,1.1954443308275536e-08,1.1954443308275536e-08
1875,1.9825991768941875e-08,1.1893386593036276e-08,1.1893386593036276e-08
1876,1.959617585660973e-08,1.0615353104473764e-08,1.0615353104473764e-08
1877,1.6630713314417075e-08,9.705060850200603e-09,9.705060850200603e-09
1878,1.564094238253639e-08,9.516641094212526e-09,9.516641094212526e-09
1879,1.566613137628435e-08,8.717795152435315e-09,8.717795152435315e-09
1880,1.7193283875980925e-08,8.925789980145688e-09,8.925789980145688e-09
1881,1.880245610002313e-08,9.129264043141104e-09,9.129264043141104e-09
1882,1.9263008331295495e-08,8.737406972539726e-09,8.737406972539726e-09
1883,1.9198178538967373e-08,1.1701049700591731e-08,1.1701049700591731e-08
1884,1.845186530553227e-08,1.2912030064197007e-08,1.2912030064197007e-08
1885,1.9880942225825038e-08,1.2411221970788842e-08,1.2411221970788842e-08
1886,2.0258815704364353e-08,1.0343892805789575e-08,1.0343892805789575e-08
1887,2.075074829426577e-08,1.0862544023001623e-08,1.0862544023001623e-08
1888,2.02389727834072e-08,1.1365725170543937e-08,1.1365725170543937e-08
1889,2.2319535553094738e-08,1.1759504735055413e-08,1.1759504735055413e-08
1890,2.2754306883143727e-08,9.310927647935126e-09,9.310927647935126e-09
1891,2.4685443530561964e-08,8.169458030695052e-09,8.169458030695052e-09
1892,2.488890845800792e-08,8.66199540665897e-09,8.66199540665897e-09
1893,2.4322613764330266e-08,5.3810849427143074e-09,5.3810849427143074e-09
1894,2.4507737046113627e-08,4.833562661232804e-09,4.833562661232804e-09
1895,2.4408087233902213e-08,4.8623387538526686e-09,4.8623387538526686e-09
1896,2.231170143878509e-08,4.842811960971614e-09,4.842811960971614e-09
1897,5.8377912028260785e-08,5.171670805889253e-09,5.171670805889253e-09
1898,5.755480257464894e-08,5.509121730235782e-09,5.509121730235782e-09
1899,5.694950466761384e-08,5.9216597339936274e-09,5.9216597339936274e-09
1900,5.7349450648709014e-08,7.000728822045435e-09,7.000728822045435e-09
1901,5.669249374713152e-08,7.29308721350971e-09,7.29308721350971e-09
1902,5.624802160549994e-08,7.920512563280063e-09,7.920512563280063e-09
1903,5.727013707712558e-08,7.910734955984822e-09,7.910734955984822e-09
1904,2.2818595267283725e-08,8.513295243365145e-09,8.513295243365145e-09
1905,2.4591365642225227e-08,8.767567719455575e-09,8.767567719455575e-09
1906,2.574746460481947e-08,8.030220900932607e-09,8.030220900932607e-09
1907,2.7144733191367517e-08,7.724319057394219e-09,7.724319057394219e-09
1908,2.8208628829621115e-08,7.876194331655841e-09,7.876194331655841e-09
1909,3.0435584972922566e-08,7.597870301166511e-09,7.597870301166511e-09
1910,3.3460143861978916e-08,8.274537499630696e-09,8.274537499630696e-09
1911,3.647526725103489e-08,8.509865066587606e-09,8.509865066587606e-09
1912,3.75751133065348e-08,7.952074998485159e-09,7.952074998485159e-09
1913,3.9517747296713424e-08,9.465516687916825e-09,9.465516687916825e-09
1914,4.1962875587030016e-08,1.241467899910325e-08,1.241467899910325e-08
1915,4.441097648363471e-08,1.4086070722539392e-08,1.4086070722539392e-08
1916,4.718285647900952e-08,1.3952191021563261e-08,1.3952191021563261e-08
1917,4.900957100468466e-08,1.494609908852291e-08,1.494609908852291e-08
1918,4.943206073042867e-08,1.3753352742388155e-08,1.3753352742388155e-08
1919,5.212258764280315e-08,1.7511833126450582e-08,1.7511833126450582e-08
1920,5.257291592540371e-08,1.632920154648332e-08,1.632920154648332e-08
1921,5.2164350299627974e-08,1.323626738373004e-08,1.323626738373004e-08
1922,5.0575682308817704e-08,1.2305181445222096e-08,1.2305181445222096e-08
1923,4.767840573143596e-08,1.1877241031957705e-08,1.1877241031957705e-08
1924,4.3429491621996674e-08,1.1153422566475716e-08,1.1153422566475716e-08
1925,4.164265427724396e-08,1.1354601576434625e-08,1.1354601576434625e-08
1926,4.052913382679435e-08,8.989026158344262e-09,8.989026158344262e-09
1927,4.201523091345345e-08,9.243818853223372e-09,9.243818853223372e-09
1928,4.223434148441031e-08,9.336761395774471e-09,9.336761395774471e-09
1929,4.149551661011433e-08,1.0479314495524607e-08,1.0479314495524607e-08
1930,4.244406477076674e-08,1.3448310655560038e-08,1.3448310655560038e-08
1931,4.4449043303172534e-08,1.3502721988142445e-08,1.3502721988142445e-08
1932,4.46814049886208e-08,1.4098873180046212e-08,1.4098873180046212e-08
1933,4.2857154523647164e-08,1.3446317075655706e-08,1.3446317075655706e-08
1934,3.96175166323636e-08,1.3747071671486668e-08,1.3747071671486668e-08
1935,3.890920906103799e-08,1.3155109890305994e-08,1.3155109890305994e-08
1936,4.2988335938584244e-08,1.1574998102860588e-08,1.1574998102860588e-08
1937,4.4508431987618935e-08,9.03429331344796e-09,9.03429331344796e-09
1938,4.465500528080416e-08,8.561367487962862e-09,8.561367487962862e-09
1939,5.1223605420805795e-08,7.801274356670059e-09,7.801274356670059e-09
1940,5.940295011441776e-08,7.519887316017763e-09,7.519887316017763e-09
1941,6.725030285029529e-08,7.769346816693151e-09,7.769346816693151e-09
1942,7.124914245894485e-08,7.793994021605094e-09,7.793994021605094e-09
1943,7.000234855273188e-08,7.846916894038714e-09,7.846916894038714e-09
1944,7.044700721183159e-08,7.700891480055816e-09,7.700891480055816e-09
1945,7.384737291512725e-08,7.936086835310822e-09,7.936086835310822e-09
1946,7.453077799368657e-08,9.067116517919821e-09,9.067116517919821e-09
1947,7.493412062282395e-08,9.465032694119405e-09,9.465032694119405e-09
1948,7.410985044690019e-08,1.0456961265146804e-08,1.0456961265146804e-08
1949,7.548424514019253e-08,1.1123636107462126e-08,1.1123636107462126e-08
1950,7.944521789633135e-08,1.1976206819903318e-08,1.1976206819903318e-08
1951,8.102165440147604e-08,1.2587693934814785e-08,1.2587693934814785e-08
1952,8.137821591195202e-08,1.335337224921724e-08,1.335337224921724e-08
1953,7.784793406731946e-08,1.3877018645302996e-08,1.3877018645302996e-08
1954,7.698356593469466e-08,1.4590817443149717e-08,1.4590817443149717e-08
1955,7.498382054953773e-08,1.3918212741056583e-08,1.3918212741056583e-08
1956,7.282805825070682e-08,1.5057861370491665e-08,1.5057861370491665e-08
1957,7.162711312957981e-08,1.513082395884372e-08,1.513082395884372e-08
1958,6.98304403507726e-08,1.60229009742758e-08,1.60229009742758e-08
1959,6.675420647996231e-08,1.606646231928315e-08,1.606646231928315e-08
1960,6.242197260673623e-08,1.602864266711127e-08,1.602864266711127e-08
1961,5.682836144517621e-08,1.641488189818574e-08,1.641488189818574e-08
1962,5.501766407535667e-08,1.6344423846094613e-08,1.6344423846094613e-08
1963,5.14456058705751e-08,1.6087960043518834e-08,1.6087960043518834e-08
1964,4.680401336340115e-08,1.608964149214996e-08,1.608964149214996e-08
1965,4.687316236738427e-08,1.610784331315277e-08,1.610784331315277e-08
1966,4.478019529788721e-08,1.5896390616530554e-08,1.5896390616530554e-08
1967,4.55912229873385e-08,1.6318142646655687e-08,1.6318142646655687e-08
1968,4.512452887541128e-08,1.8973733187773893e-08,1.8973733187773893e-08
1969,4.551525987851944e-08,1.9106610389079444e-08,1.9106610389079444e-08
1970,4.7498094854095796e-08,1.8674247164491524e-08,1.8674247164491524e-08
1971,5.0524524754434556e-08,1.8771013188256802e-08,1.8771013188256802e-08
1972,5.2950097893601974e-08,1.865793995494057e-08,1.865793995494057e-08
1973,5.604427855132599e-08,2.0005191535078992e-08,2.0005191535078992e-08
1974,5.724605551498436e-08,2.0199490714998902e-08,2.0199490714998902e-08
1975,5.629768854272957e-08,1.8299242121599946e-08,1.8299242121599946e-08
1976,5.490822171542017e-08,1.9060560875670618e-08,1.9060560875670618e-08
1977,5.402955543282977e-08,2.0338860754317726e-08,2.0338860754317726e-08
1978,5.12299896472866e-08,2.0930508120337825e-08,2.0930508120337825e-08
1979,4.835669743995043e-08,2.2143985692732064e-08,2.2143985692732064e-08
1980,4.979800800291352e-08,2.1558896382397767e-08,2.1558896382397767e-08
1981,5.1063902312924777e-08,2.1079348552380646e-08,2.1079348552380646e-08
1982,5.510824000306716e-08,2.1084143954551238e-08,2.1084143954551238e-08
1983,6.566132222068128e-08,2.131065330550947e-08,2.131065330550947e-08
1984,7.32961384284993e-08,2.155216475127223e-08,2.155216475127223e-08
1985,8.16843263505364e-08,2.3069854851850583e-08,2.3069854851850583e-08
1986,9.232391663869879e-08,2.334904688642122e-08,2.334904688642122e-08
1987,1.0300992313107469e-07,2.5252274684005116e-08,2.5252274684005116e-08
1988,1.1813311370393162e-07,2.736870818864645e-08,2.736870818864645e-08
1989,1.3146209352856074e-07,3.07592691634844e-08,3.07592691634844e-08
1990,1.4849412772426668e-07,3.426405673475788e-08,3.426405673475788e-08
1991,1.6996784475103205e-07,3.795351639317752e-08,3.795351639317752e-08
1992,1.9614315606629263e-07,4.0736804152174955e-08,4.0736804152174955e-08
1993,2.1946041580836857e-07,4.25312701882571e-08,4.25312701882571e-08
1994,2.471944091959293e-07,4.487784721618482e-08,4.487784721618482e-08
1995,3.203581115940324e-07,4.7213704691882544e-08,4.7213704691882544e-08
1996,4.2843262398102e-07,4.847109989571306e-08,4.847109989571306e-08
1997,5.44745461183993e-07,4.961251016360231e-08,4.961251016360231e-08
1998,6.491755552165809e-07,4.960332589121208e-08,4.960332589121208e-08
1999,7.882495286334493e-07,5.0377591622106725e-08,5.0377591622106725e-08
2000,9.102683650650891e-07,5.4317028842985696e-08,5.4317028842985696e-08
2001,1.0024493316710244e-06,5.5573033413176224e-08,5.5573033413176224e-08
2002,1.031114054837547e-06,5.636639142738074e-08,5.636639142738074e-08
2003,1.1105313352085692e-06,5.9054391345268546e-08,5.9054391345268546e-08
2004,1.0704623361691899e-06,6.004918213469474e-08,6.004918213469474e-08
2005,1.0478011225651635e-06,6.092887819672147e-08,6.092887819672147e-08
2006,9.605680588720134e-07,6.184749626722155e-08,6.184749626722155e-08
2007,9.715629565627232e-07,6.081530403077653e-08,6.081530403077653e-08
2008,9.95415348370443e-07,6.278208277064681e-08,6.278208277064681e-08
2009,9.451866032707455e-07,6.232132422821581e-08,6.232132422821581e-08
2010,8.17860195313967e-07,6.049661394058603e-08,6.049661394058603e-08
2011,7.80907068279443e-07,5.915295174320688e-08,5.915295174320688e-08
