ngram,Ruby,Rby,Ruby,Rby
1886,1.2441545404077e-06,1.4641467958677522e-09,1.2441545404077e-06,1.4641467958677522e-09
1887,1.2936637452704808e-06,1.2129291539407306e-09,1.2936637452704808e-06,1.2129291539407306e-09
1888,1.2673734366736816e-06,1.1946781421277665e-09,1.2673734366736816e-06,1.1946781421277665e-09
1889,1.2982844818257685e-06,1.0662559803341155e-09,1.2982844818257685e-06,1.0662559803341155e-09
1890,1.3609677255642185e-06,1.0758857376431357e-09,1.3609677255642185e-06,1.0758857376431357e-09
1891,1.340478352826072e-06,1.0513564542767385e-09,1.340478352826072e-06,1.0513564542767385e-09
1892,1.2895498327582442e-06,1.0598059493486085e-09,1.2895498327582442e-06,1.0598059493486085e-09
1893,1.2738300938508473e-06,1.0878215312664403e-09,1.2738300938508473e-06,1.0878215312664403e-09
1894,1.2838975668013778e-06,1.1098362942948574e-09,1.2838975668013778e-06,1.1098362942948574e-09
1895,1.2936528719365015e-06,1.0441673398935742e-09,1.2936528719365015e-06,1.0441673398935742e-09
1896,1.282492283800301e-06,1.0489758426958572e-09,1.282492283800301e-06,1.0489758426958572e-09
1897,1.2862252398398205e-06,1.12526164576719e-09,1.2862252398398205e-06,1.12526164576719e-09
1898,1.3204881302694308e-06,1.1595799082846676e-09,1.3204881302694308e-06,1.1595799082846676e-09
1899,1.3423459189912786e-06,1.0538460738983092e-09,1.3423459189912786e-06,1.0538460738983092e-09
1900,1.3687973218371293e-06,1.0419702561088278e-09,1.3687973218371293e-06,1.0419702561088278e-09
1901,1.3570976469574297e-06,9.951030555122031e-10,1.3570976469574297e-06,9.951030555122031e-10
1902,1.348660280850059e-06,1.0216338013664078e-09,1.348660280850059e-06,1.0216338013664078e-09
1903,1.3343260434339754e-06,9.816056935539409e-10,1.3343260434339754e-06,9.816056935539409e-10
1904,1.3804477053521883e-06,7.980768109864097e-10,1.3804477053521883e-06,7.980768109864097e-10
1905,1.4255785377567269e-06,8.034487836943477e-10,1.4255785377567269e-06,8.034487836943477e-10
1906,1.4584515578722597e-06,7.636435135032522e-10,1.4584515578722597e-06,7.636435135032522e-10
1907,1.4680735570696664e-06,6.957499814370343e-10,1.4680735570696664e-06,6.957499814370343e-10
1908,1.5039853289116373e-06,6.92413269577839e-10,1.5039853289116373e-06,6.92413269577839e-10
1909,1.5679500588053737e-06,6.64883136642607e-10,1.5679500588053737e-06,6.64883136642607e-10
1910,1.5959693980351273e-06,6.794393896709344e-10,1.5959693980351273e-06,6.794393896709344e-10
1911,1.6240418777410274e-06,6.961404032588905e-10,1.6240418777410274e-06,6.961404032588905e-10
1912,1.6514175870595084e-06,5.860813421877862e-10,1.6514175870595084e-06,5.860813421877862e-10
1913,1.696549670019262e-06,5.763448052142905e-10,1.696549670019262e-06,5.763448052142905e-10
1914,1.8073247929351055e-06,6.054430449050788e-10,1.8073247929351055e-06,6.054430449050788e-10
1915,1.806758258940785e-06,6.187286556118871e-10,1.806758258940785e-06,6.187286556118871e-10
1916,1.8069846094346888e-06,8.483191569842927e-10,1.8069846094346888e-06,8.483191569842927e-10
1917,1.8248529808520938e-06,9.196825880218386e-10,1.8248529808520938e-06,9.196825880218386e-10
1918,1.8542902710448419e-06,9.085208022404803e-10,1.8542902710448419e-06,9.085208022404803e-10
1919,1.8361738187065515e-06,1.0071275797456686e-09,1.8361738187065515e-06,1.0071275797456686e-09
1920,1.8650891076634122e-06,9.623491923983961e-10,1.8650891076634122e-06,9.623491923983961e-10
1921,1.857747146719443e-06,1.0152082983795806e-09,1.857747146719443e-06,1.0152082983795806e-09
1922,1.956949225651832e-06,9.678785550804037e-10,1.956949225651832e-06,9.678785550804037e-10
1923,1.956388002456931e-06,8.442656891054818e-10,1.956388002456931e-06,8.442656891054818e-10
1924,2.0089410911948235e-06,7.359757327383778e-10,2.0089410911948235e-06,7.359757327383778e-10
1925,2.0034552790093585e-06,6.81324413553952e-10,2.0034552790093585e-06,6.81324413553952e-10
1926,2.078658034016761e-06,5.938300922420886e-10,2.078658034016761e-06,5.938300922420886e-10
1927,2.0792992277815107e-06,5.469635062332096e-10,2.0792992277815107e-06,5.469635062332096e-10
1928,2.0651784780056914e-06,4.748339261466989e-10,2.0651784780056914e-06,4.748339261466989e-10
1929,2.0014929629853995e-06,4.771029285929476e-10,2.0014929629853995e-06,4.771029285929476e-10
1930,2.106104700162957e-06,3.8423705090678036e-10,2.106104700162957e-06,3.8423705090678036e-10
1931,2.1508267959039325e-06,4.4213750517916953e-10,2.1508267959039325e-06,4.4213750517916953e-10
1932,2.184180630138144e-06,4.907001392519459e-10,2.184180630138144e-06,4.907001392519459e-10
1933,2.2256357234644904e-06,4.682655691772603e-10,2.2256357234644904e-06,4.682655691772603e-10
1934,2.3015463089645242e-06,5.129308129030769e-10,2.3015463089645242e-06,5.129308129030769e-10
1935,2.3246411728905514e-06,8.222820004265077e-10,2.3246411728905514e-06,8.222820004265077e-10
1936,2.3851831818839334e-06,7.926478382388627e-10,2.3851831818839334e-06,7.926478382388627e-10
1937,2.3227643006456285e-06,7.606354692927095e-10,2.3227643006456285e-06,7.606354692927095e-10
1938,2.315372804722366e-06,7.16479425392055e-10,2.315372804722366e-06,7.16479425392055e-10
1939,2.5167431171472084e-06,1.4434093067608851e-09,2.5167431171472084e-06,1.4434093067608851e-09
1940,2.436588147247676e-06,1.6292143447830095e-09,2.436588147247676e-06,1.6292143447830095e-09
1941,2.3550726057562443e-06,1.892753551113735e-09,2.3550726057562443e-06,1.892753551113735e-09
1942,2.342875437274675e-06,1.5647899940082359e-09,2.342875437274675e-06,1.5647899940082359e-09
1943,2.316403522075104e-06,1.651119185819283e-09,2.316403522075104e-06,1.651119185819283e-09
1944,2.2940823620436797e-06,1.7994186656584382e-09,2.2940823620436797e-06,1.7994186656584382e-09
1945,2.2338379202275453e-06,1.8437956042901708e-09,2.2338379202275453e-06,1.8437956042901708e-09
1946,2.0477339636012663e-06,1.1050332593409706e-09,2.0477339636012663e-06,1.1050332593409706e-09
1947,2.054795995068811e-06,9.060078560401458e-10,2.054795995068811e-06,9.060078560401458e-10
1948,2.069901240377346e-06,5.921650273307425e-10,2.069901240377346e-06,5.921650273307425e-10
1949,2.0407773685552196e-06,5.933674226569049e-10,2.0407773685552196e-06,5.933674226569049e-10
1950,2.0205668696300042e-06,6.045406278750879e-10,2.0205668696300042e-06,6.045406278750879e-10
1951,2.0493706805219906e-06,6.489370033399159e-10,2.0493706805219906e-06,6.489370033399159e-10
1952,2.0734332143287508e-06,6.116547546231033e-10,2.0734332143287508e-06,6.116547546231033e-10
1953,2.0387205950100906e-06,5.759819446790207e-10,2.0387205950100906e-06,5.759819446790207e-10
1954,2.0187489521309284e-06,7.025435035311136e-10,2.0187489521309284e-06,7.025435035311136e-10
1955,2.0185863799529865e-06,7.579147626961863e-10,2.0185863799529865e-06,7.579147626961863e-10
1956,1.9686680161612458e-06,8.685123453755494e-10,1.9686680161612458e-06,8.685123453755494e-10
1957,1.9327122312720997e-06,8.13791145581888e-10,1.9327122312720997e-06,8.13791145581888e-10
1958,1.8914443476855273e-06,7.890817999012256e-10,1.8914443476855273e-06,7.890817999012256e-10
1959,1.8538389667810407e-06,7.740356768236114e-10,1.8538389667810407e-06,7.740356768236114e-10
1960,1.8281684463415461e-06,9.38725180921196e-10,1.8281684463415461e-06,9.38725180921196e-10
1961,2.7552237855031436e-06,1.1279723068278814e-09,2.7552237855031436e-06,1.1279723068278814e-09
1962,2.8250663522807632e-06,1.157518608740915e-09,2.8250663522807632e-06,1.157518608740915e-09
1963,2.940128768256857e-06,1.1444603875698789e-09,2.940128768256857e-06,1.1444603875698789e-09
1964,2.9965912550064137e-06,1.2426213470893644e-09,2.9965912550064137e-06,1.2426213470893644e-09
1965,3.0997563271739637e-06,1.2549393032682384e-09,3.0997563271739637e-06,1.2549393032682384e-09
1966,3.113625585423766e-06,1.413294663838676e-09,3.113625585423766e-06,1.413294663838676e-09
1967,3.1270119182279032e-06,1.360741670135874e-09,3.1270119182279032e-06,1.360741670135874e-09
1968,2.198795121850188e-06,1.1889498671305683e-09,2.198795121850188e-06,1.1889498671305683e-09
1969,2.0957562095905554e-06,1.2126087039250016e-09,2.0957562095905554e-06,1.2126087039250016e-09
1970,1.999163552162437e-06,1.1780544714338044e-09,1.999163552162437e-06,1.1780544714338044e-09
1971,1.951342158333448e-06,1.2399473907948838e-09,1.951342158333448e-06,1.2399473907948838e-09
1972,1.8338244314821038e-06,1.1241549595959149e-09,1.8338244314821038e-06,1.1241549595959149e-09
1973,1.8419280617568542e-06,9.692829951367189e-10,1.8419280617568542e-06,9.692829951367189e-10
1974,1.7981870671844393e-06,9.159963105480934e-10,1.7981870671844393e-06,9.159963105480934e-10
1975,1.9202050225430867e-06,8.199604804661118e-10,1.9202050225430867e-06,8.199604804661118e-10
1976,1.9718947084714145e-06,8.14830552237871e-10,1.9718947084714145e-06,8.14830552237871e-10
1977,1.9954121788552063e-06,8.693815667371041e-10,1.9954121788552063e-06,8.693815667371041e-10
1978,2.042629765648079e-06,7.516881323737274e-10,2.042629765648079e-06,7.516881323737274e-10
1979,2.07260515188474e-06,8.597985022364339e-10,2.07260515188474e-06,8.597985022364339e-10
1980,2.064976537699944e-06,9.026467747855601e-10,2.064976537699944e-06,9.026467747855601e-10
1981,2.078676337597634e-06,9.722146104047219e-10,2.078676337597634e-06,9.722146104047219e-10
1982,1.9471746099952725e-06,1.1356989475836648e-09,1.9471746099952725e-06,1.1356989475836648e-09
1983,1.9106932508553394e-06,1.1261900618413684e-09,1.9106932508553394e-06,1.1261900618413684e-09
1984,1.909886139271423e-06,1.1928544184160371e-09,1.909886139271423e-06,1.1928544184160371e-09
1985,1.950013565224903e-06,1.2386909196772577e-09,1.950013565224903e-06,1.2386909196772577e-09
1986,2.0031183437043054e-06,1.1472544263797196e-09,2.0031183437043054e-06,1.1472544263797196e-09
1987,2.0698197106737226e-06,1.2626140212722093e-09,2.0698197106737226e-06,1.2626140212722093e-09
1988,2.151194118076611e-06,1.1772369745699507e-09,2.151194118076611e-06,1.1772369745699507e-09
1989,2.2928933926128333e-06,1.0523938466709483e-09,2.2928933926128333e-06,1.0523938466709483e-09
1990,2.345671305192809e-06,1.0412181989621111e-09,2.345671305192809e-06,1.0412181989621111e-09
1991,2.5143424084360177e-06,9.045382379621206e-10,2.5143424084360177e-06,9.045382379621206e-10
1992,2.549395990821982e-06,9.625800791366957e-10,2.549395990821982e-06,9.625800791366957e-10
1993,2.6076868705006617e-06,1.0972820430055208e-09,2.6076868705006617e-06,1.0972820430055208e-09
1994,2.6962373859922602e-06,9.93098936419301e-10,2.6962373859922602e-06,9.93098936419301e-10
1995,2.7619736816372357e-06,1.0435074946992172e-09,2.7619736816372357e-06,1.0435074946992172e-09
1996,2.7068162385798393e-06,1.0309059479090316e-09,2.7068162385798393e-06,1.0309059479090316e-09
1997,2.7851352634960288e-06,1.1093722686515507e-09,2.7851352634960288e-06,1.1093722686515507e-09
1998,2.8377200383796923e-06,1.120611207002956e-09,2.8377200383796923e-06,1.120611207002956e-09
1999,2.9466377782227937e-06,1.0625046239657161e-09,2.9466377782227937e-06,1.0625046239657161e-09
2000,3.0596928744281674e-06,1.1045655025552848e-09,3.0596928744281674e-06,1.1045655025552848e-09
2001,3.114212144542502e-06,1.0440607267625523e-09,3.114212144542502e-06,1.0440607267625523e-09
2002,3.234612157549626e-06,1.0109149232003948e-09,3.234612157549626e-06,1.0109149232003948e-09
2003,3.4728475384326885e-06,9.708360385448804e-10,3.4728475384326885e-06,9.708360385448804e-10
2004,3.7002350187062153e-06,9.237179751256771e-10,3.7002350187062153e-06,9.237179751256771e-10
2005,3.868625591556858e-06,9.232490645010622e-10,3.868625591556858e-06,9.232490645010622e-10
2006,4.0479504020497965e-06,8.33157098867332e-10,4.0479504020497965e-06,8.33157098867332e-10
2007,4.474792409122788e-06,6.010703760114414e-10,4.474792409122788e-06,6.010703760114414e-10
2008,4.852881504900454e-06,5.937934588473581e-10,4.852881504900454e-06,5.937934588473581e-10
2009,5.18857723363908e-06,8.141680187177615e-10,5.18857723363908e-06,8.141680187177615e-10
2010,5.549911358165056e-06,8.903986040539483e-10,5.549911358165056e-06,8.903986040539483e-10
2011,5.941285118231983e-06,9.727386832533318e-10,5.941285118231983e-06,9.727386832533318e-10
2012,6.461073553509777e-06,1.0663442192740798e-09,6.461073553509777e-06,1.0663442192740798e-09
2013,6.913128020512106e-06,1.1062547861888967e-09,6.913128020512106e-06,1.1062547861888967e-09
2014,7.107589876146189e-06,1.1202993374251742e-09,7.107589876146189e-06,1.1202993374251742e-09
2015,7.353307799868551e-06,1.122114028679582e-09,7.353307799868551e-06,1.122114028679582e-09
2016,7.458599546745452e-06,9.38313561769734e-10,7.458599546745452e-06,9.38313561769734e-10
2017,7.597372359668952e-06,9.275317273497544e-10,7.597372359668952e-06,9.275317273497544e-10
2018,7.673625896131853e-06,8.14067691035092e-10,7.673625896131853e-06,8.14067691035092e-10
2019,7.532944550803222e-06,6.62484081481729e-10,7.532944550803222e-06,6.62484081481729e-10
