ngram,Ruby,Rby,Ruby,Rby
1615,4.95910804992101e-07,0.0,4.95910804992101e-07,0.0
1616,3.072368274713101e-07,0.0,3.072368274713101e-07,0.0
1617,3.072368274713101e-07,0.0,3.072368274713101e-07,0.0
1618,0.0,0.0,0.0,0.0
1619,0.0,0.0,0.0,0.0
1620,0.0,0.0,0.0,0.0
1621,0.0,0.0,0.0,0.0
1622,0.0,0.0,0.0,0.0
1623,0.0,0.0,0.0,0.0
1624,1.493321925798747e-07,0.0,1.493321925798747e-07,0.0
1625,9.799790957133934e-07,0.0,9.799790957133934e-07,0.0
1626,9.799790957133934e-07,0.0,9.799790957133934e-07,0.0
1627,9.799790957133934e-07,0.0,9.799790957133934e-07,0.0
1628,1.045490721805566e-06,0.0,1.045490721805566e-06,0.0
1629,1.2105494095391935e-06,0.0,1.2105494095391935e-06,0.0
1630,1.2105494095391935e-06,0.0,1.2105494095391935e-06,0.0
1631,1.0612172169593187e-06,0.0,1.0612172169593187e-06,0.0
1632,2.3057031382580006e-07,0.0,2.3057031382580006e-07,0.0
1633,6.418486902605634e-07,0.0,6.418486902605634e-07,0.0
1634,6.418486902605634e-07,0.0,6.418486902605634e-07,0.0
1635,2.881288976043704e-06,0.0,2.881288976043704e-06,0.0
1636,2.8030746973074983e-06,0.0,2.8030746973074983e-06,0.0
1637,2.8030746973074983e-06,0.0,2.8030746973074983e-06,0.0
1638,2.8030746973074983e-06,0.0,2.8030746973074983e-06,0.0
1639,2.8030746973074983e-06,0.0,2.8030746973074983e-06,0.0
1640,2.391796320872735e-06,0.0,2.391796320872735e-06,0.0
1641,2.451518408211736e-06,0.0,2.451518408211736e-06,0.0
1642,1.465664963364231e-07,0.0,1.465664963364231e-07,0.0
1643,5.972208733900125e-08,0.0,5.972208733900125e-08,0.0
1644,5.972208733900125e-08,0.0,5.972208733900125e-08,0.0
1645,1.5795574930572392e-07,0.0,1.5795574930572392e-07,0.0
1646,2.586941596811292e-07,0.0,2.586941596811292e-07,0.0
1647,2.586941596811292e-07,0.0,2.586941596811292e-07,0.0
1648,2.448213081152062e-07,0.0,2.448213081152062e-07,0.0
1649,7.92415724910305e-07,0.0,7.92415724910305e-07,0.0
1650,8.802559981242146e-07,0.0,8.802559981242146e-07,0.0
1651,8.802559981242146e-07,0.0,8.802559981242146e-07,0.0
1652,7.82022336157492e-07,0.0,7.82022336157492e-07,0.0
1653,7.566597040360128e-07,0.0,7.566597040360128e-07,0.0
1654,9.225924486599979e-07,0.0,9.225924486599979e-07,0.0
1655,8.767432128869197e-07,0.0,8.767432128869197e-07,0.0
1656,4.1976345853202345e-07,0.0,4.1976345853202345e-07,0.0
1657,3.875320503863934e-07,0.0,3.875320503863934e-07,0.0
1658,6.019945877661874e-07,0.0,6.019945877661874e-07,0.0
1659,7.628305078404602e-07,0.0,7.628305078404602e-07,0.0
1660,9.279791299832141e-07,0.0,9.279791299832141e-07,0.0
1661,8.964172033237057e-07,0.0,8.964172033237057e-07,0.0
1662,1.058816642236187e-06,0.0,1.058816642236187e-06,0.0
1663,5.04129058802911e-06,0.0,5.04129058802911e-06,0.0
1664,5.889650269961878e-06,0.0,5.889650269961878e-06,0.0
1665,5.807462579403884e-06,0.0,5.807462579403884e-06,0.0
1666,5.846368651418743e-06,0.0,5.846368651418743e-06,0.0
1667,5.703201200698718e-06,0.0,5.703201200698718e-06,0.0
1668,5.568830382734242e-06,0.0,5.568830382734242e-06,0.0
1669,6.424870053121724e-06,0.0,6.424870053121724e-06,0.0
1670,2.3904306130719178e-06,0.0,2.3904306130719178e-06,0.0
1671,1.6037926481463468e-06,0.0,1.6037926481463468e-06,0.0
1672,1.471517801324548e-06,0.0,1.471517801324548e-06,0.0
1673,1.4202330354302312e-06,0.0,1.4202330354302312e-06,0.0
1674,1.3554066100596174e-06,0.0,1.3554066100596174e-06,0.0
1675,1.3897251095938503e-06,0.0,1.3897251095938503e-06,0.0
1676,3.7128600029388637e-07,0.0,3.7128600029388637e-07,0.0
1677,3.326368321105682e-07,0.0,3.326368321105682e-07,0.0
1678,2.9498053574375914e-07,0.0,2.9498053574375914e-07,0.0
1679,3.4112407425774496e-07,0.0,3.4112407425774496e-07,0.0
1680,2.1076877690770095e-07,0.0,2.1076877690770095e-07,0.0
1681,2.006141000622717e-07,0.0,2.006141000622717e-07,0.0
1682,2.066176664681864e-07,0.0,2.066176664681864e-07,0.0
1683,2.9488657966274854e-07,0.0,2.9488657966274854e-07,0.0
1684,4.702160611356833e-07,0.0,4.702160611356833e-07,0.0
1685,4.915709317694044e-07,0.0,4.915709317694044e-07,0.0
1686,5.283150130708236e-07,0.0,5.283150130708236e-07,0.0
1687,5.926132636042374e-07,0.0,5.926132636042374e-07,0.0
1688,8.031953078508585e-07,0.0,8.031953078508585e-07,0.0
1689,9.20729088907787e-07,0.0,9.20729088907787e-07,0.0
1690,1.1024739511153063e-06,0.0,1.1024739511153063e-06,0.0
1691,9.271444696423714e-07,0.0,9.271444696423714e-07,0.0
1692,8.497833578400917e-07,0.0,8.497833578400917e-07,0.0
1693,1.0490564972899717e-06,0.0,1.0490564972899717e-06,0.0
1694,1.186126273263913e-06,0.0,1.186126273263913e-06,0.0
1695,1.0617160057790898e-06,0.0,1.0617160057790898e-06,0.0
1696,1.4392223265856176e-06,0.0,1.4392223265856176e-06,0.0
1697,1.367579577455607e-06,0.0,1.367579577455607e-06,0.0
1698,1.4090646597456465e-06,1.0371270572509924e-08,1.4090646597456465e-06,1.0371270572509924e-08
1699,1.4246052363172827e-06,1.0371270572509924e-08,1.4246052363172827e-06,1.0371270572509924e-08
1700,1.29841870943892e-06,2.3369123271420123e-08,1.29841870943892e-06,2.3369123271420123e-08
1701,1.2626171813475854e-06,2.3369123271420123e-08,1.2626171813475854e-06,2.3369123271420123e-08
1702,1.1660547169104315e-06,2.3369123271420123e-08,1.1660547169104315e-06,2.3369123271420123e-08
1703,8.404755413542781e-07,2.3369123271420123e-08,8.404755413542781e-07,2.3369123271420123e-08
1704,7.027368807501131e-07,2.3369123271420123e-08,7.027368807501131e-07,2.3369123271420123e-08
1705,8.810391187401885e-07,1.29978526989102e-08,8.810391187401885e-07,1.29978526989102e-08
1706,8.63981263421465e-07,1.29978526989102e-08,8.63981263421465e-07,1.29978526989102e-08
1707,8.173791122041101e-07,0.0,8.173791122041101e-07,0.0
1708,7.30169354312693e-07,0.0,7.30169354312693e-07,0.0
1709,7.903342955322452e-07,0.0,7.903342955322452e-07,0.0
1710,6.838414472148153e-07,0.0,6.838414472148153e-07,0.0
1711,7.104400420335619e-07,0.0,7.104400420335619e-07,0.0
1712,5.558332430512434e-07,0.0,5.558332430512434e-07,0.0
1713,6.202265987147777e-07,0.0,6.202265987147777e-07,0.0
1714,5.299977386487496e-07,0.0,5.299977386487496e-07,0.0
1715,5.01473191353138e-07,0.0,5.01473191353138e-07,0.0
1716,7.038267812374346e-07,0.0,7.038267812374346e-07,0.0
1717,9.367584762490619e-07,0.0,9.367584762490619e-07,0.0
1718,9.346868340896565e-07,0.0,9.346868340896565e-07,0.0
1719,1.0538827004730983e-06,0.0,1.0538827004730983e-06,0.0
1720,1.1304388810425995e-06,0.0,1.1304388810425995e-06,0.0
1721,1.1813761245451002e-06,0.0,1.1813761245451002e-06,0.0
1722,1.1675351093539836e-06,0.0,1.1675351093539836e-06,0.0
1723,2.498577227275486e-06,0.0,2.498577227275486e-06,0.0
1724,2.4089340188636143e-06,0.0,2.4089340188636143e-06,0.0
1725,3.3973058667210613e-06,0.0,3.3973058667210613e-06,0.0
1726,3.302354449325711e-06,0.0,3.302354449325711e-06,0.0
1727,3.241894887651142e-06,0.0,3.241894887651142e-06,0.0
1728,3.281966939994163e-06,0.0,3.281966939994163e-06,0.0
1729,3.2597337167317164e-06,0.0,3.2597337167317164e-06,0.0
1730,1.727837051086161e-06,0.0,1.727837051086161e-06,0.0
1731,1.5369923370859136e-06,0.0,1.5369923370859136e-06,0.0
1732,6.512168835927566e-07,0.0,6.512168835927566e-07,0.0
1733,5.898909916725512e-07,0.0,5.898909916725512e-07,0.0
1734,5.853231519787576e-07,0.0,5.853231519787576e-07,0.0
1735,5.59240671041802e-07,0.0,5.59240671041802e-07,0.0
1736,6.321149653233858e-07,0.0,6.321149653233858e-07,0.0
1737,8.6301746396852e-07,6.921628222958784e-09,8.6301746396852e-07,6.921628222958784e-09
1738,1.0489234593283721e-06,6.921628222958784e-09,1.0489234593283721e-06,6.921628222958784e-09
1739,9.968662400946674e-07,6.921628222958784e-09,9.968662400946674e-07,6.921628222958784e-09
1740,1.0136908323537291e-06,6.921628222958784e-09,1.0136908323537291e-06,6.921628222958784e-09
1741,1.0285035939107599e-06,6.921628222958784e-09,1.0285035939107599e-06,6.921628222958784e-09
1742,1.0400941456672236e-06,6.921628222958784e-09,1.0400941456672236e-06,6.921628222958784e-09
1743,1.0701994759594008e-06,6.921628222958784e-09,1.0701994759594008e-06,6.921628222958784e-09
1744,8.41536859752523e-07,4.464060359461135e-09,8.41536859752523e-07,4.464060359461135e-09
1745,8.649831459349246e-07,4.464060359461135e-09,8.649831459349246e-07,4.464060359461135e-09
1746,7.740864467515556e-07,4.464060359461135e-09,7.740864467515556e-07,4.464060359461135e-09
1747,8.955288462532605e-07,1.2782363865783606e-08,8.955288462532605e-07,1.2782363865783606e-08
1748,1.164815034014412e-06,1.2782363865783606e-08,1.164815034014412e-06,1.2782363865783606e-08
1749,1.1335730911404035e-06,1.2782363865783606e-08,1.1335730911404035e-06,1.2782363865783606e-08
1750,1.0251234345202777e-06,1.2782363865783606e-08,1.0251234345202777e-06,1.2782363865783606e-08
1751,9.956332109238377e-07,8.318303506322472e-09,9.956332109238377e-07,8.318303506322472e-09
1752,7.929244552380104e-07,8.318303506322472e-09,7.929244552380104e-07,8.318303506322472e-09
1753,1.1856763068505773e-06,8.318303506322472e-09,1.1856763068505773e-06,8.318303506322472e-09
1754,1.1322800921626758e-06,0.0,1.1322800921626758e-06,0.0
1755,8.657074711696364e-07,0.0,8.657074711696364e-07,0.0
1756,9.075302967533259e-07,0.0,9.075302967533259e-07,0.0
1757,8.963660615027688e-07,0.0,8.963660615027688e-07,0.0
1758,8.872582759928653e-07,0.0,8.872582759928653e-07,0.0
1759,8.874991418597997e-07,0.0,8.874991418597997e-07,0.0
1760,5.218024067435831e-07,0.0,5.218024067435831e-07,0.0
1761,5.115285434596574e-07,0.0,5.115285434596574e-07,0.0
1762,6.132184639438622e-07,0.0,6.132184639438622e-07,0.0
1763,5.495571114368301e-07,0.0,5.495571114368301e-07,0.0
1764,5.624382920034674e-07,2.810679688991513e-09,5.624382920034674e-07,2.810679688991513e-09
1765,6.04727298585723e-07,5.758088101564291e-09,6.04727298585723e-07,5.758088101564291e-09
1766,5.795205636007137e-07,5.758088101564291e-09,5.795205636007137e-07,5.758088101564291e-09
1767,5.577201907921594e-07,5.758088101564291e-09,5.577201907921594e-07,5.758088101564291e-09
1768,6.132747338532292e-07,8.440300648869327e-09,6.132747338532292e-07,8.440300648869327e-09
1769,4.630032971622963e-07,8.440300648869327e-09,4.630032971622963e-07,8.440300648869327e-09
1770,4.52135316615048e-07,8.440300648869327e-09,4.52135316615048e-07,8.440300648869327e-09
1771,5.0827312187656e-07,8.262264777109912e-09,5.0827312187656e-07,8.262264777109912e-09
1772,4.6559824592610053e-07,5.314856364537133e-09,4.6559824592610053e-07,5.314856364537133e-09
1773,4.774952973970617e-07,5.314856364537133e-09,4.774952973970617e-07,5.314856364537133e-09
1774,8.09600994752405e-07,1.0659782643886371e-08,8.09600994752405e-07,1.0659782643886371e-08
1775,6.802373511456088e-07,1.0866259257470899e-08,6.802373511456088e-07,1.0866259257470899e-08
1776,8.383463097061394e-07,1.0866259257470899e-08,8.383463097061394e-07,1.0866259257470899e-08
1777,8.358146763904577e-07,1.0866259257470899e-08,8.358146763904577e-07,1.0866259257470899e-08
1778,8.377855270477344e-07,8.2336154402388e-09,8.377855270477344e-07,8.2336154402388e-09
1779,8.649225224287096e-07,1.0795301160929479e-08,8.649225224287096e-07,1.0795301160929479e-08
1780,8.884372440271753e-07,1.784272183970513e-08,8.884372440271753e-07,1.784272183970513e-08
1781,5.445253472251872e-07,1.249779556035589e-08,5.445253472251872e-07,1.249779556035589e-08
1782,7.40084337686702e-07,9.609106399466327e-09,7.40084337686702e-07,9.609106399466327e-09
1783,5.410528558513761e-07,9.609106399466327e-09,5.410528558513761e-07,9.609106399466327e-09
1784,7.166024188011631e-07,9.609106399466327e-09,7.166024188011631e-07,9.609106399466327e-09
1785,6.837850037300086e-07,9.609106399466327e-09,6.837850037300086e-07,9.609106399466327e-09
1786,6.894279717276472e-07,7.047420678775649e-09,6.894279717276472e-07,7.047420678775649e-09
1787,6.372308912919575e-07,1.2891416188511228e-09,6.372308912919575e-07,1.2891416188511228e-09
1788,6.251115942339831e-07,2.5956936917331016e-09,6.251115942339831e-07,2.5956936917331016e-09
1789,4.2044325506854617e-07,2.5956936917331016e-09,4.2044325506854617e-07,2.5956936917331016e-09
1790,4.2749351791826484e-07,4.805390498217678e-09,4.2749351791826484e-07,4.805390498217678e-09
1791,2.976951196030443e-07,4.805390498217678e-09,2.976951196030443e-07,4.805390498217678e-09
1792,4.2168379163090973e-07,4.805390498217678e-09,4.2168379163090973e-07,4.805390498217678e-09
1793,4.5355895801029486e-07,4.805390498217678e-09,4.5355895801029486e-07,4.805390498217678e-09
1794,4.82831968692413e-07,3.5162488793665555e-09,4.82831968692413e-07,3.5162488793665555e-09
1795,5.608139527372e-07,4.036241055668402e-09,5.608139527372e-07,4.036241055668402e-09
1796,6.282672809935061e-07,9.725210605081105e-09,6.282672809935061e-07,9.725210605081105e-09
1797,6.574834320157866e-07,8.08243744947796e-09,6.574834320157866e-07,8.08243744947796e-09
1798,6.543051946599527e-07,8.08243744947796e-09,6.543051946599527e-07,8.08243744947796e-09
1799,5.694370039626457e-07,8.683207042281538e-09,5.694370039626457e-07,8.683207042281538e-09
1800,5.382712515711319e-07,9.094870951591766e-09,5.382712515711319e-07,9.094870951591766e-09
1801,5.505935973815212e-07,9.094870951591766e-09,5.505935973815212e-07,9.094870951591766e-09
1802,5.402519605013367e-07,8.136580298412355e-09,5.402519605013367e-07,8.136580298412355e-09
1803,5.193600835744811e-07,2.4476107489996527e-09,5.193600835744811e-07,2.4476107489996527e-09
1804,5.064210435128709e-07,2.1857646486418095e-09,5.064210435128709e-07,2.1857646486418095e-09
1805,5.730757176739385e-07,2.9647971696736673e-09,5.730757176739385e-07,2.9647971696736673e-09
1806,5.294231674010266e-07,2.6225776788330838e-09,5.294231674010266e-07,2.6225776788330838e-09
1807,5.379050419053653e-07,2.8385774683162677e-09,5.379050419053653e-07,2.8385774683162677e-09
1808,5.036916397622398e-07,3.3093038468276095e-09,5.036916397622398e-07,3.3093038468276095e-09
1809,4.790335330946098e-07,2.9838247111208763e-09,4.790335330946098e-07,2.9838247111208763e-09
1810,5.227530530354281e-07,3.2017623631728854e-09,5.227530530354281e-07,3.2017623631728854e-09
1811,5.094256181337187e-07,2.896684812649296e-09,5.094256181337187e-07,2.896684812649296e-09
1812,4.2353332828172695e-07,2.8337771018627222e-09,4.2353332828172695e-07,2.8337771018627222e-09
1813,4.644798232383047e-07,2.963185807836055e-09,4.644798232383047e-07,2.963185807836055e-09
1814,4.597835661408161e-07,2.3355221090426426e-09,4.597835661408161e-07,2.3355221090426426e-09
1815,4.891381349482669e-07,1.8647957305313004e-09,4.891381349482669e-07,1.8647957305313004e-09
1816,4.6832872158120153e-07,1.5121939890759352e-09,4.6832872158120153e-07,1.5121939890759352e-09
1817,3.9853688755491543e-07,1.4656039080764215e-09,3.9853688755491543e-07,1.4656039080764215e-09
1818,4.102440698261489e-07,1.4656039080764215e-09,4.102440698261489e-07,1.4656039080764215e-09
1819,4.0011213237838614e-07,8.997765389904901e-10,4.0011213237838614e-07,8.997765389904901e-10
1820,3.5687710107725123e-07,6.592146669806961e-10,3.5687710107725123e-07,6.592146669806961e-10
1821,3.4016071026599093e-07,7.877689215237841e-10,3.4016071026599093e-07,7.877689215237841e-10
1822,3.509217378905305e-07,9.125378230834258e-10,3.509217378905305e-07,9.125378230834258e-10
1823,3.441948471001004e-07,7.223651042411104e-10,3.441948471001004e-07,7.223651042411104e-10
1824,3.5596673342297436e-07,5.510175331886152e-10,3.5596673342297436e-07,5.510175331886152e-10
1825,3.5032781754905174e-07,5.510175331886152e-10,3.5032781754905174e-07,5.510175331886152e-10
1826,3.503663086641089e-07,5.192183349933543e-10,3.503663086641089e-07,5.192183349933543e-10
1827,3.348463459522983e-07,4.763920052092934e-10,3.348463459522983e-07,4.763920052092934e-10
1828,3.2361057427416587e-07,4.5816705984691453e-10,3.2361057427416587e-07,4.5816705984691453e-10
1829,3.433296049999106e-07,4.0367243674716795e-10,3.433296049999106e-07,4.0367243674716795e-10
1830,3.4168523045861677e-07,4.989769787831579e-10,3.4168523045861677e-07,4.989769787831579e-10
1831,3.178866409468485e-07,5.918716390012386e-10,3.178866409468485e-07,5.918716390012386e-10
1832,3.0910183365254594e-07,8.473200157383636e-10,3.0910183365254594e-07,8.473200157383636e-10
1833,2.895259427759811e-07,8.113000350893986e-10,2.895259427759811e-07,8.113000350893986e-10
1834,3.007461109356362e-07,7.067294289469267e-10,3.007461109356362e-07,7.067294289469267e-10
1835,3.4466907347255725e-07,5.964001197662177e-10,3.4466907347255725e-07,5.964001197662177e-10
1836,3.052406875830067e-07,6.011870208005072e-10,3.052406875830067e-07,6.011870208005072e-10
1837,3.901436380309471e-07,5.058824787645172e-10,3.901436380309471e-07,5.058824787645172e-10
1838,4.2044550850407957e-07,5.656393131658888e-10,4.2044550850407957e-07,5.656393131658888e-10
1839,4.4276627672193823e-07,3.1019093642876376e-10,4.4276627672193823e-07,3.1019093642876376e-10
1840,4.5053211498010827e-07,2.277126741136369e-10,4.5053211498010827e-07,2.277126741136369e-10
1841,4.439430572996831e-07,2.277126741136369e-10,4.439430572996831e-07,2.277126741136369e-10
1842,3.8827447009940184e-07,2.277126741136369e-10,3.8827447009940184e-07,2.277126741136369e-10
1843,3.7369646577189997e-07,1.5265149461945223e-10,3.7369646577189997e-07,1.5265149461945223e-10
1844,2.9153515868074464e-07,2.1943435164167065e-10,2.9153515868074464e-07,2.1943435164167065e-10
1845,2.6469422412641765e-07,1.335216223300303e-10,2.6469422412641765e-07,1.335216223300303e-10
1846,2.4956201879636606e-07,1.335216223300303e-10,2.4956201879636606e-07,1.335216223300303e-10
1847,2.65555304476298e-07,3.1533802553289954e-10,2.65555304476298e-07,3.1533802553289954e-10
1848,2.830231449836772e-07,4.2471337557969946e-10,2.830231449836772e-07,4.2471337557969946e-10
1849,3.077617581733908e-07,5.321924488401107e-10,3.077617581733908e-07,5.321924488401107e-10
1850,3.1118917880641153e-07,5.796623577961465e-10,3.1118917880641153e-07,5.796623577961465e-10
1851,3.167078140060247e-07,7.450224722863449e-10,3.167078140060247e-07,7.450224722863449e-10
1852,3.482088654241774e-07,7.794068485849387e-10,3.482088654241774e-07,7.794068485849387e-10
1853,3.518955306195234e-07,8.276661895527987e-10,3.518955306195234e-07,8.276661895527987e-10
1854,3.5558978035104314e-07,7.46853507609708e-10,3.5558978035104314e-07,7.46853507609708e-10
1855,4.119520074904618e-07,7.949834045030611e-10,4.119520074904618e-07,7.949834045030611e-10
1856,4.043680965943557e-07,7.372031358381698e-10,4.043680965943557e-07,7.372031358381698e-10
1857,4.64527894499562e-07,8.341359071715817e-10,4.64527894499562e-07,8.341359071715817e-10
1858,5.526825280607486e-07,1.120424550756941e-09,5.526825280607486e-07,1.120424550756941e-09
1859,5.786811893163499e-07,1.0802307976692e-09,5.786811893163499e-07,1.0802307976692e-09
1860,6.107933724511636e-07,1.1539618744687325e-09,6.107933724511636e-07,1.1539618744687325e-09
1861,6.378802725391454e-07,1.1094448336214568e-09,6.378802725391454e-07,1.1094448336214568e-09
1862,6.264815023574297e-07,1.0633761292146359e-09,6.264815023574297e-07,1.0633761292146359e-09
1863,6.53086829061067e-07,1.061415205727556e-09,6.53086829061067e-07,1.061415205727556e-09
1864,7.417830748376478e-07,9.170125254381085e-10,7.417830748376478e-07,9.170125254381085e-10
1865,6.852644836336757e-07,5.754871143118631e-10,6.852644836336757e-07,5.754871143118631e-10
1866,7.190942434525433e-07,6.915162054088597e-10,7.190942434525433e-07,6.915162054088597e-10
1867,8.34159436635673e-07,9.152254470163562e-10,8.34159436635673e-07,9.152254470163562e-10
1868,9.25757595788517e-07,9.035504646069472e-10,9.25757595788517e-07,9.035504646069472e-10
1869,9.182498144712424e-07,8.316998082299623e-10,9.182498144712424e-07,8.316998082299623e-10
1870,9.60930419426274e-07,9.106713082042615e-10,9.60930419426274e-07,9.106713082042615e-10
1871,9.011643555822957e-07,1.1135516239261074e-09,9.011643555822957e-07,1.1135516239261074e-09
1872,1.0832216210993856e-06,1.1823556816154784e-09,1.0832216210993856e-06,1.1823556816154784e-09
1873,1.0645786606541411e-06,1.0834147071544668e-09,1.0645786606541411e-06,1.0834147071544668e-09
1874,9.872430593661972e-07,9.364186251811395e-10,9.872430593661972e-07,9.364186251811395e-10
1875,1.151092541411864e-06,1.0520670485585676e-09,1.151092541411864e-06,1.0520670485585676e-09
1876,1.2107801613378148e-06,1.242473060944097e-09,1.2107801613378148e-06,1.242473060944097e-09
1877,1.2546543156791553e-06,1.1507153523699592e-09,1.2546543156791553e-06,1.1507153523699592e-09
1878,1.2830212280537775e-06,1.2744032694213458e-09,1.2830212280537775e-06,1.2744032694213458e-09
1879,1.1453932984295534e-06,1.2381758832510518e-09,1.1453932984295534e-06,1.2381758832510518e-09
1880,1.1909033820042429e-06,1.5219118941280284e-09,1.1909033820042429e-06,1.5219118941280284e-09
1881,1.2882025868878242e-06,1.4494706982289988e-09,1.2882025868878242e-06,1.4494706982289988e-09
1882,1.150992415789785e-06,1.5482872087587855e-09,1.150992415789785e-06,1.5482872087587855e-09
1883,1.1129291611463747e-06,1.511031074073545e-09,1.1129291611463747e-06,1.511031074073545e-09
1884,1.1274751321772264e-06,1.6286339419936878e-09,1.1274751321772264e-06,1.6286339419936878e-09
1885,1.1839277281719011e-06,1.5632752076959783e-09,1.1839277281719011e-06,1.5632752076959783e-09
