ngram,Query,Qery,Qury,Query
1898,6.787207829412572e-07,2.0718282645049158e-10,5.898054465460132e-10,6.787207829412572e-07
1899,6.642414405177988e-07,1.3551040448486366e-10,5.995040019968201e-10,6.642414405177988e-07
1900,6.370178766701429e-07,1.716516135579533e-10,5.334163745627864e-10,6.370178766701429e-07
1901,6.454566801039618e-07,2.695166470953073e-10,5.627346604570554e-10,6.454566801039618e-07
1902,6.137334561831917e-07,2.827820200224096e-10,5.217988660203129e-10,6.137334561831917e-07
1903,6.038592102543459e-07,3.1121902674006007e-10,5.786728794556138e-10,6.038592102543459e-07
1904,5.536732763695389e-07,3.084960114744081e-10,6.15342039227735e-10,5.536732763695389e-07
1905,8.294219193365799e-07,3.639008469558114e-10,5.167772796989465e-10,8.294219193365799e-07
1906,8.369217100932604e-07,3.612019265036055e-10,5.862554489485408e-10,8.369217100932604e-07
1907,8.518708308916498e-07,4.422621088795431e-10,5.725737265268752e-10,8.518708308916498e-07
1908,8.444296944227452e-07,3.223053024866854e-10,5.623370301157036e-10,8.444296944227452e-07
1909,8.507961004917368e-07,3.1543074005943185e-10,4.900265877595875e-10,8.507961004917368e-07
1910,8.504527906032828e-07,3.2270886657359554e-10,4.908089539948765e-10,8.504527906032828e-07
1911,8.451406594239026e-07,3.7674478417911873e-10,3.7983277336886955e-10,8.451406594239026e-07
1912,6.349646355374716e-07,3.2850593475622757e-10,3.4850629525097684e-10,6.349646355374716e-07
1913,6.213865130380977e-07,3.272888676345406e-10,2.3868432528059303e-10,6.213865130380977e-07
1914,6.086062122839004e-07,3.1240290215839295e-10,2.2393309726373038e-10,6.086062122839004e-07
1915,6.06135188263579e-07,3.9209651894348395e-10,2.465146251811363e-10,6.06135188263579e-07
1916,5.949482288412713e-07,4.247419509360663e-10,2.929410662457142e-10,5.949482288412713e-07
1917,5.717799638205179e-07,3.8361212619163e-10,4.1997558407137955e-10,5.717799638205179e-07
1918,5.585595447753024e-07,3.8562366791846815e-10,4.343558231343993e-10,5.585595447753024e-07
1919,4.680035772253177e-07,3.70792838893281e-10,4.3414746202825276e-10,4.680035772253177e-07
1920,4.5313342817670285e-07,3.796965747767825e-10,4.430511979117543e-10,4.5313342817670285e-07
1921,4.348534576235709e-07,3.6171597364179474e-10,3.9920173020410333e-10,4.348534576235709e-07
1922,4.224950365434259e-07,3.0617365289912056e-10,3.8374943203293e-10,4.224950365434259e-07
1923,4.177464875608296e-07,2.705196473575176e-10,3.4809542649132704e-10,4.177464875608296e-07
1924,1.47784384044566e-06,2.809754433087873e-10,1.7348673787236686e-10,1.47784384044566e-06
1925,1.4879629394012487e-06,2.3207941917442147e-10,2.511271993926074e-10,1.4879629394012487e-06
1926,1.5104256557866132e-06,2.495138520400683e-10,2.598444158254308e-10,1.5104256557866132e-06
1927,1.5360447816549692e-06,2.717889544375954e-10,3.0485789289816777e-10,1.5360447816549692e-06
1928,1.5504867657715034e-06,2.1026361604218176e-10,4.417148155181191e-10,1.5504867657715034e-06
1929,1.5942221531466721e-06,1.8611231999976496e-10,3.934122234332855e-10,1.5942221531466721e-06
1930,1.6832550824931656e-06,2.4324105230011384e-10,3.960861717976018e-10,1.6832550824931656e-06
1931,6.83479673365842e-07,2.975185534445249e-10,3.7347612106116857e-10,6.83479673365842e-07
1932,7.982914504672018e-07,2.981566243898115e-10,3.0509866656901e-10,7.982914504672018e-07
1933,8.244218422857687e-07,2.7547785679577734e-10,3.7484433810876435e-10,8.244218422857687e-07
1934,9.667762697063154e-07,2.524689742980765e-10,3.0662920615297043e-10,9.667762697063154e-07
1935,1.0172074017386227e-06,2.518818209562568e-10,1.9199461663367756e-10,1.0172074017386227e-06
1936,1.0081542995976633e-06,2.7281925329969425e-10,2.1293204897711504e-10,1.0081542995976633e-06
1937,1.4209687963427444e-06,2.1357949337679523e-10,1.8570465601782819e-10,1.4209687963427444e-06
1938,1.4305425029955847e-06,1.5663271275239461e-10,2.029761477942823e-10,1.4305425029955847e-06
1939,1.3785538694069795e-06,1.827775173276639e-10,2.0422692703636613e-10,1.3785538694069795e-06
1940,1.3964863602008596e-06,2.1119688339446948e-10,1.3735155473299747e-10,1.3964863602008596e-06
1941,1.3341805973660875e-06,1.8872900861158622e-10,1.3735155473299747e-10,1.3341805973660875e-06
1942,1.3193475183470582e-06,1.6650667551092775e-10,1.15129221632339e-10,1.3193475183470582e-06
1943,1.3686737929674564e-06,1.4556924316749027e-10,1.3709843974371187e-10,1.3686737929674564e-06
1944,9.442664220062267e-07,1.2312682619506988e-10,1.9401240534757036e-10,9.442664220062267e-07
1945,9.6796182853203e-07,1.013745754008255e-10,1.8804674484229622e-10,9.6796182853203e-07
1946,1.0669956184626374e-06,8.468273304806928e-11,1.9624892782272545e-10,1.0669956184626374e-06
1947,1.1485558470017817e-06,8.276713441596989e-11,1.8701264148379693e-10,1.1485558470017817e-06
1948,1.0629029166661245e-06,9.986713440340062e-11,2.212126414586584e-10,1.0629029166661245e-06
1949,9.974996625520101e-07,1.338794591061137e-10,2.5522496616137147e-10,9.974996625520101e-07
1950,9.049308126967455e-07,1.5079943444756035e-10,2.2923829104800778e-10,9.049308126967455e-07
1951,8.077819261740972e-07,1.5079943444756035e-10,1.723243254441493e-10,8.077819261740972e-07
1952,7.006671580711554e-07,1.5079943444756035e-10,1.6615338271908087e-10,7.006671580711554e-07
1953,5.157570756507215e-07,1.3339246275017354e-10,1.3305717440546617e-10,5.157570756507215e-07
1954,3.5350025281591766e-07,9.823749254543403e-11,2.18111885695395e-10,3.5350025281591766e-07
1955,3.338486383849418e-07,9.563174458675811e-11,2.2739464279806854e-10,3.338486383849418e-07
1956,3.369920591467235e-07,6.161941988404505e-11,2.0685032357605137e-10,3.369920591467235e-07
1957,3.2756528867139423e-07,5.744317026014554e-11,2.53648977813611e-10,3.2756528867139423e-07
1958,3.402286543925064e-07,5.744317026014554e-11,2.655507857258448e-10,3.402286543925064e-07
1959,3.423974825571869e-07,6.873710925844482e-11,2.5677076536429714e-10,3.423974825571869e-07
1960,3.478105392267545e-07,5.3047872642216933e-11,2.885343491909609e-10,3.478105392267545e-07
1961,3.525513209621879e-07,8.355419233480837e-11,2.3194493746294042e-10,3.525513209621879e-07
1962,3.448746456667452e-07,7.926169641260726e-11,2.39470960918174e-10,3.448746456667452e-07
1963,3.4366169237338387e-07,9.906940942209071e-11,3.0523380747541195e-10,3.4366169237338387e-07
1964,3.5211244916614047e-07,9.531899376945065e-11,2.5950179802621976e-10,3.5211244916614047e-07
1965,3.7050130328810026e-07,9.531899376945065e-11,2.4759999011398596e-10,3.7050130328810026e-07
1966,3.8084384966298656e-07,1.0161119763057208e-10,2.513913264065185e-10,3.8084384966298656e-07
1967,4.4484169896869777e-07,1.0161119763057208e-10,2.5500645840979633e-10,4.4484169896869777e-07
1968,4.5454790357065835e-07,1.1858471149484018e-10,2.896930572411043e-10,4.5454790357065835e-07
1969,4.756458784933264e-07,1.353136115061255e-10,2.6561493282617477e-10,4.756458784933264e-07
1970,4.993368958951448e-07,1.5058393421085725e-10,2.390011343595637e-10,4.993368958951448e-07
1971,5.308498600697931e-07,1.684433267471316e-10,2.4786721683093104e-10,5.308498600697931e-07
1972,5.517981865718216e-07,2.5539777832277773e-10,3.174307780914479e-10,5.517981865718216e-07
1973,5.762015250963617e-07,2.543198290849702e-10,3.3232204686507924e-10,5.762015250963617e-07
1974,5.807799945094822e-07,2.787623386092873e-10,3.6212335511162253e-10,5.807799945094822e-07
1975,6.299323363886547e-07,2.6542354821959945e-10,2.905239808646622e-10,6.299323363886547e-07
1976,7.027182229129332e-07,2.7867504732397615e-10,2.8770261867316904e-10,7.027182229129332e-07
1977,7.250943342894191e-07,3.078082986908624e-10,2.912704393152689e-10,7.250943342894191e-07
1978,7.878770702518523e-07,3.0543538135204985e-10,3.133773072388253e-10,7.878770702518523e-07
1979,8.444193001975821e-07,2.672471351359919e-10,2.925799513378965e-10,8.444193001975821e-07
1980,9.484983739379718e-07,2.6641259634871007e-10,2.9049360436969197e-10,9.484983739379718e-07
1981,1.059283939801909e-06,2.9537867786620456e-10,2.3294337887185586e-10,1.059283939801909e-06
1982,1.144856729037461e-06,2.8377915493673e-10,2.618913548326139e-10,1.144856729037461e-06
1983,1.175587596792736e-06,2.7320702248153795e-10,2.747945888694124e-10,1.175587596792736e-06
1984,1.2950431482749991e-06,2.6044988982969793e-10,2.4801208804912736e-10,1.2950431482749991e-06
1985,1.340071337706052e-06,2.5767232990160846e-10,2.7139326996034844e-10,1.340071337706052e-06
1986,1.49103402691253e-06,2.4344889794557037e-10,3.400724989309291e-10,1.49103402691253e-06
1987,1.5467339510775803e-06,2.478376452476537e-10,3.8782543942168195e-10,1.5467339510775803e-06
1988,1.575207452983055e-06,2.2215469345062847e-10,4.703039664060477e-10,1.575207452983055e-06
1989,1.622353043525696e-06,2.3831331154498617e-10,4.798105722260613e-10,1.622353043525696e-06
1990,1.8018593306935924e-06,2.286756756175734e-10,5.559749010381714e-10,1.8018593306935924e-06
1991,1.9052134803132503e-06,2.1663713085333976e-10,5.922652130634682e-10,1.9052134803132503e-06
1992,2.075163219420314e-06,2.5219602200239015e-10,7.23519537932609e-10,2.075163219420314e-06
1993,2.157350487712912e-06,2.8850820542127206e-10,6.898117711960441e-10,2.157350487712912e-06
1994,2.288726867456197e-06,2.749489331646934e-10,6.418934748810199e-10,2.288726867456197e-06
1995,2.4052019723187968e-06,2.7277181951660244e-10,6.412049859326276e-10,2.4052019723187968e-06
1996,2.620122846305354e-06,2.4476388227731173e-10,6.702653789135229e-10,2.620122846305354e-06
1997,2.6259249677553143e-06,2.6505916558838827e-10,6.433763878797651e-10,2.6259249677553143e-06
1998,2.7629990394676237e-06,2.371991308726594e-10,6.296837892375403e-10,2.7629990394676237e-06
1999,2.8157464514931363e-06,1.8536125858432355e-10,4.80321155864922e-10,2.8157464514931363e-06
2000,3.0429411838537945e-06,1.3008358923768552e-10,4.6408507195902105e-10,3.0429411838537945e-06
2001,3.092161510461925e-06,1.4386337954253037e-10,5.163394315285278e-10,3.092161510461925e-06
2002,3.11972442952018e-06,1.3978906920897316e-10,8.671410097907792e-10,3.11972442952018e-06
2003,3.0998027276447308e-06,1.5584601069968633e-10,8.688885959935127e-10,3.0998027276447308e-06
2004,3.1866881207471513e-06,1.206248865673728e-10,8.381127379410356e-10,3.1866881207471513e-06
2005,3.1404125106096866e-06,1.2397509259267003e-10,8.159242131140181e-10,3.1404125106096866e-06
2006,3.0906070216068267e-06,1.4428470868474034e-10,7.822780578076965e-10,3.0906070216068267e-06
2007,2.9565004037327266e-06,1.3407458228959738e-10,7.684480849265033e-10,2.9565004037327266e-06
2008,2.87589669564373e-06,1.2437382126179967e-10,7.036303424832826e-10,2.87589669564373e-06
2009,2.751110839329028e-06,1.3608903934314576e-10,2.8830100211913694e-10,2.751110839329028e-06
2010,2.614350023577572e-06,9.891783696710669e-11,2.559617993748629e-10,2.614350023577572e-06
2011,2.381713004849319e-06,9.38712909487327e-11,2.0044979168584324e-10,2.381713004849319e-06
2012,2.206753931334658e-06,7.896550997413661e-11,1.7597808726106072e-10,2.206753931334658e-06
2013,2.097893863200235e-06,5.323264968707228e-11,1.6609384403557367e-10,2.097893863200235e-06
2014,1.7938613317320623e-06,6.345273835132011e-11,1.1242223322906395e-10,1.7938613317320623e-06
2015,1.6349588512249674e-06,5.830125048408456e-11,9.139750712213893e-11,1.6349588512249674e-06
2016,1.5291525414795615e-06,2.5111817139600312e-11,7.276391840251227e-11,1.5291525414795615e-06
2017,1.428517824327476e-06,2.4520907873637476e-11,3.235290334246965e-11,1.428517824327476e-06
2018,1.4191961327014723e-06,2.942508944836497e-11,3.8823484010963584e-11,1.4191961327014723e-06
2019,1.368675953017373e-06,3.6781361810456215e-11,3.9184604345987584e-11,1.368675953017373e-06
