ngram,Query,Qery,Qury,Query
1614,1.598104810390006e-07,0.0,0.0,1.598104810390006e-07
1615,1.598104810390006e-07,0.0,0.0,1.598104810390006e-07
1616,1.598104810390006e-07,0.0,0.0,1.598104810390006e-07
1617,1.598104810390006e-07,0.0,0.0,1.598104810390006e-07
1618,1.598104810390006e-07,0.0,0.0,1.598104810390006e-07
1619,1.598104810390006e-07,0.0,0.0,1.598104810390006e-07
1620,0.0,0.0,0.0,0.0
1621,0.0,0.0,0.0,0.0
1622,0.0,0.0,0.0,0.0
1623,0.0,0.0,0.0,0.0
1624,0.0,0.0,0.0,0.0
1625,0.0,0.0,0.0,0.0
1626,0.0,0.0,0.0,0.0
1627,0.0,0.0,0.0,0.0
1628,0.0,0.0,0.0,0.0
1629,0.0,0.0,0.0,0.0
1630,0.0,0.0,0.0,0.0
1631,0.0,0.0,0.0,0.0
1632,0.0,0.0,0.0,0.0
1633,0.0,0.0,0.0,0.0
1634,2.4683632610893777e-07,0.0,0.0,2.4683632610893777e-07
1635,2.4683632610893777e-07,0.0,0.0,2.4683632610893777e-07
1636,3.336807351063596e-07,0.0,0.0,3.336807351063596e-07
1637,3.336807351063596e-07,0.0,0.0,3.336807351063596e-07
1638,4.010157722080164e-07,0.0,0.0,4.010157722080164e-07
1639,4.010157722080164e-07,0.0,0.0,4.010157722080164e-07
1640,4.010157722080164e-07,0.0,0.0,4.010157722080164e-07
1641,1.5417944609907863e-07,0.0,0.0,1.5417944609907863e-07
1642,1.5417944609907863e-07,0.0,0.0,1.5417944609907863e-07
1643,6.733503710165678e-08,0.0,0.0,6.733503710165678e-08
1644,6.733503710165678e-08,0.0,0.0,6.733503710165678e-08
1645,4.9116830983361326e-08,0.0,0.0,4.9116830983361326e-08
1646,4.9116830983361326e-08,0.0,0.0,4.9116830983361326e-08
1647,4.9116830983361326e-08,0.0,0.0,4.9116830983361326e-08
1648,4.9116830983361326e-08,0.0,0.0,4.9116830983361326e-08
1649,1.2734460597130237e-07,0.0,0.0,1.2734460597130237e-07
1650,1.2734460597130237e-07,0.0,0.0,1.2734460597130237e-07
1651,4.283451906823237e-07,0.0,0.0,4.283451906823237e-07
1652,7.132567247936095e-07,0.0,0.0,7.132567247936095e-07
1653,9.393840676758762e-07,0.0,0.0,9.393840676758762e-07
1654,1.0223504399878687e-06,0.0,0.0,1.0223504399878687e-06
1655,1.4290717607374454e-06,0.0,0.0,1.4290717607374454e-06
1656,1.4867659794098081e-06,0.0,0.0,1.4867659794098081e-06
1657,1.625788140050385e-06,0.0,0.0,1.625788140050385e-06
1658,1.3247875553393636e-06,0.0,0.0,1.3247875553393636e-06
1659,1.087260743913378e-06,0.0,0.0,1.087260743913378e-06
1660,2.304279835893145e-06,0.0,0.0,2.304279835893145e-06
1661,2.2213134635811523e-06,0.0,0.0,2.2213134635811523e-06
1662,2.0175914414721774e-06,0.0,0.0,2.0175914414721774e-06
1663,1.9473644264118254e-06,0.0,0.0,1.9473644264118254e-06
1664,2.201372085762289e-06,3.9302981187055204e-08,0.0,2.201372085762289e-06
1665,2.5981966424686628e-06,3.9302981187055204e-08,0.0,2.5981966424686628e-06
1666,2.541643486405779e-06,3.9302981187055204e-08,0.0,2.541643486405779e-06
1667,1.1309493674259232e-06,3.9302981187055204e-08,0.0,1.1309493674259232e-06
1668,1.3934686628707432e-06,3.9302981187055204e-08,0.0,1.3934686628707432e-06
1669,1.3102857333738678e-06,3.9302981187055204e-08,0.0,1.3102857333738678e-06
1670,1.4378365997507508e-06,3.9302981187055204e-08,0.0,1.4378365997507508e-06
1671,1.3967985097451674e-06,0.0,0.0,1.3967985097451674e-06
1672,1.1229769561233688e-06,0.0,0.0,1.1229769561233688e-06
1673,1.3304572580149658e-06,0.0,0.0,1.3304572580149658e-06
1674,1.9486154201331374e-06,0.0,0.0,1.9486154201331374e-06
1675,4.0197540280522456e-06,0.0,0.0,4.0197540280522456e-06
1676,3.942884169256493e-06,0.0,0.0,3.942884169256493e-06
1677,3.917569309968323e-06,0.0,0.0,3.917569309968323e-06
1678,3.6850890085458687e-06,0.0,0.0,3.6850890085458687e-06
1679,3.7235883902602448e-06,0.0,0.0,3.7235883902602448e-06
1680,4.888110197498463e-06,1.8101928844771464e-08,0.0,4.888110197498463e-06
1681,4.4388823425833834e-06,1.8101928844771464e-08,0.0,4.4388823425833834e-06
1682,2.6898944075323276e-06,1.8101928844771464e-08,0.0,2.6898944075323276e-06
1683,3.3089647380230806e-06,1.8101928844771464e-08,0.0,3.3089647380230806e-06
1684,3.462471137741626e-06,4.732350841355323e-08,0.0,3.462471137741626e-06
1685,3.443988865521013e-06,4.732350841355323e-08,0.0,3.443988865521013e-06
1686,3.4758909188375194e-06,4.732350841355323e-08,0.0,3.4758909188375194e-06
1687,3.052742532158196e-06,2.9221579568781764e-08,0.0,3.052742532158196e-06
1688,3.3172756924873932e-06,2.9221579568781764e-08,0.0,3.3172756924873932e-06
1689,3.5850272947105362e-06,2.9221579568781764e-08,0.0,3.5850272947105362e-06
1690,3.1722539363597335e-06,2.9221579568781764e-08,0.0,3.1722539363597335e-06
1691,3.07101103252145e-06,0.0,0.0,3.07101103252145e-06
1692,3.206662313459674e-06,0.0,0.0,3.206662313459674e-06
1693,3.2954186346095023e-06,0.0,0.0,3.2954186346095023e-06
1694,2.599243121689402e-06,0.0,0.0,2.599243121689402e-06
1695,2.6915722628473304e-06,0.0,0.0,2.6915722628473304e-06
1696,2.1383236474191236e-06,0.0,0.0,2.1383236474191236e-06
1697,2.1682690203306265e-06,0.0,0.0,2.1682690203306265e-06
1698,2.259212643756265e-06,0.0,0.0,2.259212643756265e-06
1699,2.3884793530929268e-06,0.0,0.0,2.3884793530929268e-06
1700,3.1461468097404577e-06,0.0,0.0,3.1461468097404577e-06
1701,3.878196691532919e-06,0.0,0.0,3.878196691532919e-06
1702,3.5236994822948224e-06,0.0,0.0,3.5236994822948224e-06
1703,4.163029367581268e-06,0.0,0.0,4.163029367581268e-06
1704,4.2476347224302506e-06,0.0,0.0,4.2476347224302506e-06
1705,4.577542914116098e-06,0.0,9.157804673317775e-09,4.577542914116098e-06
1706,4.433103429489295e-06,0.0,9.157804673317775e-09,4.433103429489295e-06
1707,4.061660141425298e-06,0.0,9.157804673317775e-09,4.061660141425298e-06
1708,3.200963403417388e-06,0.0,9.157804673317775e-09,3.200963403417388e-06
1709,3.333916148611544e-06,0.0,9.157804673317775e-09,3.333916148611544e-06
1710,2.6536386518013648e-06,0.0,9.157804673317775e-09,2.6536386518013648e-06
1711,2.5806143152554536e-06,0.0,9.157804673317775e-09,2.5806143152554536e-06
1712,2.471875583458833e-06,0.0,0.0,2.471875583458833e-06
1713,2.3260940257127264e-06,0.0,0.0,2.3260940257127264e-06
1714,1.8299980898258842e-06,0.0,0.0,1.8299980898258842e-06
1715,2.0283336458045857e-06,0.0,0.0,2.0283336458045857e-06
1716,2.904762433380321e-06,0.0,0.0,2.904762433380321e-06
1717,2.990400340812422e-06,0.0,0.0,2.990400340812422e-06
1718,3.303487460470933e-06,0.0,0.0,3.303487460470933e-06
1719,3.04774446898851e-06,0.0,0.0,3.04774446898851e-06
1720,3.959681342686443e-06,0.0,0.0,3.959681342686443e-06
1721,3.971353570315321e-06,0.0,0.0,3.971353570315321e-06
1722,3.840865864341529e-06,0.0,0.0,3.840865864341529e-06
1723,2.917969888065792e-06,0.0,0.0,2.917969888065792e-06
1724,3.2844879375001516e-06,0.0,0.0,3.2844879375001516e-06
1725,2.864454765066122e-06,0.0,0.0,2.864454765066122e-06
1726,2.6964776550032965e-06,0.0,0.0,2.6964776550032965e-06
1727,1.9619951672211755e-06,0.0,0.0,1.9619951672211755e-06
1728,2.1473688645658384e-06,0.0,0.0,2.1473688645658384e-06
1729,2.947801509175666e-06,0.0,0.0,2.947801509175666e-06
1730,3.009447482327232e-06,0.0,0.0,3.009447482327232e-06
1731,2.4871681521939796e-06,0.0,0.0,2.4871681521939796e-06
1732,2.6413046043671784e-06,0.0,0.0,2.6413046043671784e-06
1733,2.890980389176028e-06,0.0,0.0,2.890980389176028e-06
1734,3.5978819953795338e-06,0.0,0.0,3.5978819953795338e-06
1735,3.720033467808597e-06,0.0,0.0,3.720033467808597e-06
1736,3.2886166699037337e-06,0.0,0.0,3.2886166699037337e-06
1737,3.165151156281354e-06,0.0,0.0,3.165151156281354e-06
1738,3.202213650053766e-06,0.0,0.0,3.202213650053766e-06
1739,3.0354919512579466e-06,0.0,0.0,3.0354919512579466e-06
1740,3.291185570170845e-06,0.0,0.0,3.291185570170845e-06
1741,3.3767812348222444e-06,0.0,0.0,3.3767812348222444e-06
1742,3.2232955910720714e-06,0.0,0.0,3.2232955910720714e-06
1743,3.0462334734693286e-06,0.0,0.0,3.0462334734693286e-06
1744,3.2552976725647957e-06,0.0,0.0,3.2552976725647957e-06
1745,3.553994003725945e-06,0.0,0.0,3.553994003725945e-06
1746,3.855663245693515e-06,0.0,0.0,3.855663245693515e-06
1747,3.7449637407657325e-06,0.0,0.0,3.7449637407657325e-06
1748,3.0741783640613515e-06,0.0,0.0,3.0741783640613515e-06
1749,2.9492546705764004e-06,0.0,0.0,2.9492546705764004e-06
1750,2.970802094231268e-06,0.0,0.0,2.970802094231268e-06
1751,2.758179903139535e-06,0.0,0.0,2.758179903139535e-06
1752,2.764527364109069e-06,0.0,0.0,2.764527364109069e-06
1753,2.6084687598475805e-06,0.0,0.0,2.6084687598475805e-06
1754,2.285126356582623e-06,0.0,0.0,2.285126356582623e-06
1755,2.1144592860114893e-06,0.0,0.0,2.1144592860114893e-06
1756,2.0561912249052383e-06,0.0,3.035470541590257e-09,2.0561912249052383e-06
1757,1.8544723323949647e-06,0.0,3.035470541590257e-09,1.8544723323949647e-06
1758,3.0715359896151184e-06,0.0,3.035470541590257e-09,3.0715359896151184e-06
1759,2.642212783549829e-06,0.0,3.035470541590257e-09,2.642212783549829e-06
1760,2.39455911404158e-06,0.0,3.035470541590257e-09,2.39455911404158e-06
1761,2.3228912888433636e-06,0.0,3.035470541590257e-09,2.3228912888433636e-06
1762,2.4244803203795788e-06,0.0,3.035470541590257e-09,2.4244803203795788e-06
1763,2.4257984380580766e-06,0.0,0.0,2.4257984380580766e-06
1764,2.4801206239187323e-06,0.0,0.0,2.4801206239187323e-06
1765,1.1502027470149706e-06,0.0,0.0,1.1502027470149706e-06
1766,1.154750309849208e-06,0.0,0.0,1.154750309849208e-06
1767,1.3270039614456306e-06,0.0,0.0,1.3270039614456306e-06
1768,1.334091970355595e-06,0.0,0.0,1.334091970355595e-06
1769,1.396875039258053e-06,0.0,0.0,1.396875039258053e-06
1770,1.2984063622362946e-06,0.0,0.0,1.2984063622362946e-06
1771,1.1294738604712101e-06,0.0,0.0,1.1294738604712101e-06
1772,1.1861815778502205e-06,0.0,0.0,1.1861815778502205e-06
1773,1.418123783228761e-06,0.0,0.0,1.418123783228761e-06
1774,1.3503846990455974e-06,0.0,0.0,1.3503846990455974e-06
1775,1.422814347863875e-06,0.0,0.0,1.422814347863875e-06
1776,1.4610723724217678e-06,0.0,0.0,1.4610723724217678e-06
1777,1.4967915506401499e-06,0.0,0.0,1.4967915506401499e-06
1778,1.4929434704364603e-06,0.0,0.0,1.4929434704364603e-06
1779,1.5445392023138993e-06,0.0,0.0,1.5445392023138993e-06
1780,1.3199231148064428e-06,0.0,0.0,1.3199231148064428e-06
1781,1.358502385885783e-06,0.0,0.0,1.358502385885783e-06
1782,1.352020806929691e-06,0.0,0.0,1.352020806929691e-06
1783,1.1539268842040786e-06,0.0,0.0,1.1539268842040786e-06
1784,1.2969043073748513e-06,0.0,0.0,1.2969043073748513e-06
1785,1.516412908131315e-06,0.0,0.0,1.516412908131315e-06
1786,1.58154888855019e-06,0.0,0.0,1.58154888855019e-06
1787,1.7304859056821442e-06,0.0,0.0,1.7304859056821442e-06
1788,1.608348619746331e-06,0.0,0.0,1.608348619746331e-06
1789,1.607390061053593e-06,0.0,0.0,1.607390061053593e-06
1790,1.49696005077463e-06,0.0,0.0,1.49696005077463e-06
1791,1.3735455094579914e-06,0.0,0.0,1.3735455094579914e-06
1792,1.5784577515530276e-06,1.0882620519022827e-09,0.0,1.5784577515530276e-06
1793,1.5168438218487218e-06,1.0882620519022827e-09,0.0,1.5168438218487218e-06
1794,1.6653201474322747e-06,1.0882620519022827e-09,0.0,1.6653201474322747e-06
1795,1.7075925110735364e-06,1.0882620519022827e-09,0.0,1.7075925110735364e-06
1796,1.6979369417770483e-06,1.0882620519022827e-09,9.481616127158888e-10,1.6979369417770483e-06
1797,1.7413363480045518e-06,1.0882620519022827e-09,9.481616127158888e-10,1.7413363480045518e-06
1798,1.753385699235618e-06,1.6669187300319015e-09,9.481616127158888e-10,1.753385699235618e-06
1799,1.3299750045397168e-06,1.1794262709331959e-09,9.481616127158888e-10,1.3299750045397168e-06
1800,1.2465253738420351e-06,1.1794262709331959e-09,9.481616127158888e-10,1.2465253738420351e-06
1801,1.029054601531243e-06,1.6437667417688674e-09,9.481616127158888e-10,1.029054601531243e-06
1802,1.0676760991503085e-06,1.6437667417688674e-09,9.481616127158888e-10,1.0676760991503085e-06
1803,1.0489899945501487e-06,1.9947667010252903e-09,0.0,1.0489899945501487e-06
1804,1.1037290213217993e-06,1.9947667010252903e-09,0.0,1.1037290213217993e-06
1805,1.2978828181076096e-06,1.4161100228956717e-09,1.0387100068953714e-09,1.2978828181076096e-06
1806,1.3294367623270124e-06,8.153404300920946e-10,1.2972601088583652e-09,1.3294367623270124e-06
1807,1.3403263210420846e-06,8.153404300920946e-10,1.2972601088583652e-09,1.3403263210420846e-06
1808,1.4331205712941092e-06,3.5099995925642295e-10,2.0033496449047205e-09,1.4331205712941092e-06
1809,1.465253181517515e-06,3.5099995925642295e-10,2.0033496449047205e-09,1.465253181517515e-06
1810,1.4935046367879425e-06,2.17937652052009e-10,2.2212872969567296e-09,1.4935046367879425e-06
1811,1.4971985820011469e-06,2.17937652052009e-10,2.455671237784023e-09,1.4971985820011469e-06
1812,1.2873833270532486e-06,2.17937652052009e-10,1.4169612308886519e-09,1.2873833270532486e-06
1813,1.2858211886980695e-06,2.17937652052009e-10,1.1584111289256578e-09,1.2858211886980695e-06
1814,1.2789443206072195e-06,2.17937652052009e-10,1.1584111289256578e-09,1.2789443206072195e-06
1815,1.2174919886222466e-06,2.17937652052009e-10,4.5232159287930275e-10,1.2174919886222466e-06
1816,1.209810981046238e-06,2.17937652052009e-10,4.5232159287930275e-10,1.209810981046238e-06
1817,1.2677496751426328e-06,0.0,2.343839408272938e-10,1.2677496751426328e-06
1818,1.3221733671083972e-06,0.0,8.951743473468404e-10,1.3221733671083972e-06
1819,1.3916989343800066e-06,0.0,8.951743473468404e-10,1.3916989343800066e-06
1820,1.5461108660019818e-06,1.4739693592653273e-10,1.042571283273373e-09,1.5461108660019818e-06
1821,1.5531576959152256e-06,1.4739693592653273e-10,1.042571283273373e-09,1.5531576959152256e-06
1822,1.462991511808858e-06,1.4739693592653273e-10,1.042571283273373e-09,1.462991511808858e-06
1823,1.5291760908959468e-06,1.4739693592653273e-10,1.1830340516740178e-09,1.5291760908959468e-06
1824,1.4133204168891616e-06,1.4739693592653273e-10,1.3171540683539921e-09,1.4133204168891616e-06
1825,1.3635988287725404e-06,1.4739693592653273e-10,1.3082973434766894e-09,1.3635988287725404e-06
1826,1.3315642003622737e-06,1.4739693592653273e-10,1.3082973434766894e-09,1.3315642003622737e-06
1827,1.198978014014886e-06,1.0457060614247179e-10,1.1609004075501567e-09,1.198978014014886e-06
1828,1.1791639735747594e-06,2.1489991532318087e-10,1.1609004075501567e-09,1.1791639735747594e-06
1829,1.1783864205686508e-06,2.1489991532318087e-10,1.1609004075501567e-09,1.1783864205686508e-06
1830,1.1069321479746058e-06,2.1489991532318087e-10,1.0204376391495122e-09,1.1069321479746058e-06
1831,1.1993871404618922e-06,2.1489991532318087e-10,8.863176224695377e-10,1.1993871404618922e-06
1832,1.1424257633864597e-06,3.000493742355559e-10,0.0,1.1424257633864597e-06
1833,1.121138357770438e-06,3.000493742355559e-10,0.0,1.121138357770438e-06
1834,1.160776897839761e-06,1.954787680930841e-10,0.0,1.160776897839761e-06
1835,1.2093721254911673e-06,8.5149458912375e-11,8.37834008520539e-11,1.2093721254911673e-06
1836,1.1923172240001025e-06,8.5149458912375e-11,8.37834008520539e-11,1.1923172240001025e-06
1837,1.1448138772201283e-06,1.6259086933954692e-10,8.37834008520539e-11,1.1448138772201283e-06
1838,1.0960499220605665e-06,2.3891661664927303e-10,2.364348954715061e-10,1.0960499220605665e-06
1839,1.0905386277824749e-06,1.5376715773689805e-10,3.1221633215291634e-10,1.0905386277824749e-06
1840,1.1337901680365446e-06,1.5376715773689805e-10,3.878022982105124e-10,1.1337901680365446e-06
1841,1.0287664378795723e-06,1.5376715773689805e-10,4.577799092178988e-10,1.0287664378795723e-06
1842,9.60023044171976e-07,1.5376715773689805e-10,3.739965083658449e-10,9.60023044171976e-07
1843,9.747340722502225e-07,1.5376715773689805e-10,4.395710382988836e-10,9.747340722502225e-07
1844,9.434033602571747e-07,2.0989146135416296e-10,5.06353895321102e-10,9.434033602571747e-07
1845,8.893825176008769e-07,2.0030447935224871e-10,4.871799313172736e-10,8.893825176008769e-07
1846,9.082142712811349e-07,2.0030447935224871e-10,4.113984946358633e-10,9.082142712811349e-07
1847,9.210653989352327e-07,2.0030447935224871e-10,3.964179936691689e-10,9.210653989352327e-07
1848,1.0863941984747986e-06,2.0030447935224871e-10,5.451910827553824e-10,1.0863941984747986e-06
1849,1.2409839363109704e-06,2.0030447935224871e-10,9.213678233064928e-10,1.2409839363109704e-06
1850,1.3856012677544122e-06,2.9524429726432034e-10,9.982030281717259e-10,1.3856012677544122e-06
1851,1.4739432815856292e-06,3.0096437247146516e-10,1.1635631426619243e-09,1.4739432815856292e-06
1852,1.5521177049647252e-06,2.847871779668562e-10,1.0806471828495035e-09,1.5521177049647252e-06
1853,1.5976356572926825e-06,2.847871779668562e-10,1.1289065238173634e-09,1.5976356572926825e-06
1854,1.6369467143054602e-06,3.352890385967454e-10,1.118802919356351e-09,1.6369467143054602e-06
1855,1.5670883775393513e-06,3.877907875767964e-10,1.0050557172228532e-09,1.5670883775393513e-06
1856,1.523674573685899e-06,4.374895921723164e-10,6.785777812672628e-10,1.523674573685899e-06
1857,1.488635835552746e-06,3.4254977426024473e-10,5.361680464689909e-10,1.488635835552746e-06
1858,1.5016873931017471e-06,2.608674982378696e-10,3.040250749565741e-10,1.5016873931017471e-06
1859,1.5930800308134557e-06,2.712353159533316e-10,2.5346350415337126e-10,1.5930800308134557e-06
1860,1.6062247303645044e-06,3.3223052483702785e-10,2.0520416318551123e-10,1.6062247303645044e-06
1861,1.5300544516451607e-06,3.947020250321438e-10,2.111889829681246e-10,1.5300544516451607e-06
1862,1.4484704869183979e-06,3.4220027605209273e-10,2.1762202754135477e-10,1.4484704869183979e-06
1863,1.3719455052653627e-06,3.8797723367345327e-10,2.633989851627153e-10,1.3719455052653627e-06
1864,1.2901805835749007e-06,6.234528409405321e-10,2.633989851627153e-10,1.2901805835749007e-06
1865,1.1895959671294674e-06,6.543024296970909e-10,4.403051891342459e-10,1.1895959671294674e-06
1866,1.0385481346020242e-06,6.818522809862568e-10,4.403051891342459e-10,1.0385481346020242e-06
1867,9.500694935533309e-07,8.801318166337272e-10,4.83517646556107e-10,9.500694935533309e-07
1868,9.525901743602714e-07,8.567818518149092e-10,6.062777581559788e-10,9.525901743602714e-07
1869,9.485884301544242e-07,8.963677379712567e-10,5.34427101778994e-10,9.485884301544242e-07
1870,9.287920274151215e-07,8.431284361152893e-10,5.656607206448529e-10,9.287920274151215e-07
1871,8.898815540955443e-07,6.482288911995632e-10,6.468128453475584e-10,8.898815540955443e-07
1872,8.776419154595974e-07,7.235826303210655e-10,5.518100619296616e-10,8.776419154595974e-07
1873,8.588561075027558e-07,6.741121430905597e-10,6.298275670843115e-10,8.588561075027558e-07
1874,8.515970161429973e-07,5.340595386561984e-10,6.660965390370421e-10,8.515970161429973e-07
1875,8.335114866245671e-07,4.845511729951418e-10,5.269647773697983e-10,8.335114866245671e-07
1876,8.31816838139535e-07,5.21629255662808e-10,4.873788912134508e-10,8.31816838139535e-07
1877,8.090144417240351e-07,5.492961403190983e-10,4.6552452369143435e-10,8.090144417240351e-07
1878,8.057590678488071e-07,5.450054376053361e-10,4.569431182639099e-10,8.057590678488071e-07
1879,8.475809392751086e-07,4.1611241040153043e-10,5.146949533241241e-10,8.475809392751086e-07
1880,8.667817529125646e-07,4.4287702473587235e-10,5.353374965544333e-10,8.667817529125646e-07
1881,8.592982031327015e-07,3.8678607539033294e-10,7.083808301849054e-10,8.592982031327015e-07
1882,8.935291962838424e-07,4.114902030227796e-10,6.68265799839775e-10,8.935291962838424e-07
1883,9.18100007701079e-07,4.3119411612708396e-10,7.003884278100614e-10,9.18100007701079e-07
1884,9.296908030721949e-07,3.9180167840261303e-10,6.26044321542071e-10,9.296908030721949e-07
1885,9.248238289468905e-07,5.006327138560149e-10,6.115201579242375e-10,9.248238289468905e-07
1886,9.016147097489531e-07,4.933075158681482e-10,6.373966017690438e-10,9.016147097489531e-07
1887,8.77083607520035e-07,6.486058971656914e-10,6.769063940322998e-10,8.77083607520035e-07
1888,8.828210492798203e-07,6.934860761039932e-10,5.053901563118706e-10,8.828210492798203e-07
1889,8.11291727131902e-07,7.333504973918079e-10,5.577319459445665e-10,8.11291727131902e-07
1890,7.384848735065524e-07,7.887567642678966e-10,5.509050081199871e-10,7.384848735065524e-07
1891,7.421234532297863e-07,7.838509087841419e-10,5.459991526362324e-10,7.421234532297863e-07
1892,7.198890606170088e-07,7.286208422322257e-10,5.328957612484229e-10,7.198890606170088e-07
1893,7.049754101119885e-07,7.010322263166304e-10,5.057341073699817e-10,7.049754101119885e-07
1894,6.719735016044329e-07,5.020522509629239e-10,3.8965603957727014e-10,6.719735016044329e-07
1895,6.473594242249549e-07,4.1521208891749847e-10,4.356747601574895e-10,6.473594242249549e-07
1896,6.479500111059419e-07,3.2990893548769304e-10,4.2209382219596646e-10,6.479500111059419e-07
1897,7.081700427339197e-07,1.9671154189675784e-10,4.711051529041451e-10,7.081700427339197e-07
