ngram,Jini,Jni,Ji,Ji
1855,2.4922724201863797e-09,2.2864895056682956e-09,3.3949151299696367e-07,3.3949151299696367e-07
1856,2.824001096460701e-09,2.469121795911633e-09,3.381240146284524e-07,3.381240146284524e-07
1857,2.638107383339567e-09,2.7117858752185545e-09,3.3398559448219854e-07,3.3398559448219854e-07
1858,2.4025065429153105e-09,3.5276810361750677e-09,3.317792090586279e-07,3.317792090586279e-07
1859,2.281925283652088e-09,3.2761507157934896e-09,3.362449823336127e-07,3.362449823336127e-07
1860,2.40659984004513e-09,3.050274001635346e-09,3.513240837297157e-07,3.513240837297157e-07
1861,2.7933984649207234e-09,2.979194383253717e-09,3.5597420833255455e-07,3.5597420833255455e-07
1862,2.970202845580567e-09,3.0477787595271722e-09,3.598559276594772e-07,3.598559276594772e-07
1863,2.709943317366229e-09,3.1275671259172508e-09,3.564995146072241e-07,3.564995146072241e-07
1864,2.8920891713214912e-09,3.2605396477996304e-09,3.58083525497932e-07,3.58083525497932e-07
1865,2.6966203714451353e-09,2.475658757359968e-09,3.633291782989545e-07,3.633291782989545e-07
1866,2.8677491651204636e-09,2.9230853293427117e-09,3.671407366060261e-07,3.671407366060261e-07
1867,2.977114951388923e-09,2.963808944299119e-09,3.6276113389379005e-07,3.6276113389379005e-07
1868,2.768853543270008e-09,3.1743042163055536e-09,3.723684390674212e-07,3.723684390674212e-07
1869,3.34501929330092e-09,3.529087022613453e-09,3.8067855712142773e-07,3.8067855712142773e-07
1870,3.523193054759994e-09,3.4740728389286754e-09,3.9826947987161733e-07,3.9826947987161733e-07
1871,3.6608827873913744e-09,3.645819551018852e-09,4.0487122175493694e-07,4.0487122175493694e-07
1872,3.64123374309498e-09,3.7047991024203544e-09,4.1807229373651875e-07,4.1807229373651875e-07
1873,3.5993868044822565e-09,3.264795608462886e-09,4.245768252530979e-07,4.245768252530979e-07
1874,3.402234763757609e-09,3.515206665432353e-09,4.2821269679344756e-07,4.2821269679344756e-07
1875,3.2609480036884163e-09,3.463543325159841e-09,4.332392263352501e-07,4.332392263352501e-07
1876,2.848788427378679e-09,3.213488998708515e-09,4.4792405771789034e-07,4.4792405771789034e-07
1877,2.6288490749339287e-09,3.2105444334819465e-09,4.4918756917208415e-07,4.4918756917208415e-07
1878,2.3830617162141313e-09,2.738463551159904e-09,4.5813529173496394e-07,4.5813529173496394e-07
1879,2.3817481479123816e-09,2.8237777195881465e-09,4.5965574356289706e-07,4.5965574356289706e-07
1880,2.299884917432239e-09,2.873461215001173e-09,4.741096120142174e-07,4.741096120142174e-07
1881,2.1795278914993332e-09,2.8770967830382688e-09,4.861065657938266e-07,4.861065657938266e-07
1882,2.0623583475907837e-09,2.8571559721310027e-09,4.97739871921762e-07,4.97739871921762e-07
1883,1.9495140739828845e-09,2.827185025771379e-09,4.893079303006484e-07,4.893079303006484e-07
1884,2.1625159916739888e-09,2.773895843180948e-09,4.87028667553854e-07,4.87028667553854e-07
1885,2.0318486258576384e-09,3.0205561226840214e-09,4.82685188834304e-07,4.82685188834304e-07
1886,1.980572245890195e-09,3.0632716363498957e-09,4.784418803995192e-07,4.784418803995192e-07
1887,2.192508952170158e-09,3.0054917602281452e-09,4.6466537030807687e-07,4.6466537030807687e-07
1888,2.277706563041144e-09,2.999807989313906e-09,4.5661033709620824e-07,4.5661033709620824e-07
1889,2.189148814605143e-09,2.9972177755561394e-09,4.4645293785704e-07,4.4645293785704e-07
1890,2.1325212548209802e-09,3.073895614237797e-09,4.4521961025826127e-07,4.4521961025826127e-07
1891,1.879698048006568e-09,3.1430506134252514e-09,4.476914788093771e-07,4.476914788093771e-07
1892,2.0295287196857105e-09,3.1056382227794596e-09,4.4792640453904043e-07,4.4792640453904043e-07
1893,2.067025138354138e-09,3.0010915974543195e-09,4.4199856574778096e-07,4.4199856574778096e-07
1894,2.1550841904678056e-09,3.0947698689435097e-09,5.081597862499621e-07,5.081597862499621e-07
1895,2.2931403442782994e-09,2.9241315083591448e-09,5.01090401680163e-07,5.01090401680163e-07
1896,2.5033520811845733e-09,2.970527411351652e-09,5.008893099654545e-07,5.008893099654545e-07
1897,2.4345826783139e-09,2.874882268752036e-09,5.092496491800245e-07,5.092496491800245e-07
1898,2.5003147806147906e-09,2.7823215794800913e-09,5.060079096048347e-07,5.060079096048347e-07
1899,2.5736455506424657e-09,2.719639656336069e-09,5.023515135300321e-07,5.023515135300321e-07
1900,2.5056642633763157e-09,2.833568110308501e-09,5.118611292281068e-07,5.118611292281068e-07
1901,2.2496487054165672e-09,2.881470046694241e-09,4.518725680619744e-07,4.518725680619744e-07
1902,2.023531580392606e-09,3.0090311829513082e-09,4.6211268665631776e-07,4.6211268665631776e-07
1903,1.8487472663863969e-09,3.0380144431875676e-09,4.535195695812685e-07,4.535195695812685e-07
1904,1.842332540493073e-09,3.0207076522665535e-09,4.4286762041727865e-07,4.4286762041727865e-07
1905,1.7852161019301808e-09,2.9676728693520513e-09,4.356118625180118e-07,4.356118625180118e-07
1906,1.485018298806397e-09,3.1619342382478114e-09,4.284545655407003e-07,4.284545655407003e-07
1907,1.5274852969783736e-09,2.9343106357414074e-09,4.2831131200468266e-07,4.2831131200468266e-07
1908,1.5415118546714878e-09,2.969112670011701e-09,4.178206073187799e-07,4.178206073187799e-07
1909,1.5381383468491906e-09,2.735090598449119e-09,4.009174736958292e-07,4.009174736958292e-07
1910,1.680389573520204e-09,2.5715504646330244e-09,3.924709801594872e-07,3.924709801594872e-07
1911,1.664354574794556e-09,2.520056354070123e-09,3.781709624815578e-07,3.781709624815578e-07
1912,1.6238677862696299e-09,2.5907186554771246e-09,3.7415452019169085e-07,3.7415452019169085e-07
1913,1.6688887890684408e-09,2.332435451129251e-09,3.7074019993659544e-07,3.7074019993659544e-07
1914,1.6245677343056692e-09,2.4194943826216786e-09,3.6418710383908805e-07,3.6418710383908805e-07
1915,1.527618856808236e-09,2.2100967722593623e-09,3.604548583423041e-07,3.604548583423041e-07
1916,1.85768735315252e-09,2.450052446637382e-09,3.689471108308291e-07,3.689471108308291e-07
1917,1.598093736708352e-09,2.622245531824774e-09,3.72190640973713e-07,3.72190640973713e-07
1918,1.5330317650251247e-09,1.1157371027081808e-08,3.770840594695203e-07,3.770840594695203e-07
1919,1.5873544225085213e-09,1.525762291113405e-08,3.8181050042242403e-07,3.8181050042242403e-07
1920,1.5727967975617422e-09,3.310106116189664e-08,3.897883646329449e-07,3.897883646329449e-07
1921,1.6087966673136327e-09,3.3410327520450826e-08,3.9517968275504245e-07,3.9517968275504245e-07
1922,1.610742364884946e-09,5.241210402192767e-08,4.082579729518849e-07,4.082579729518849e-07
1923,1.4237240910018402e-09,6.592430890073331e-08,4.2150397559583196e-07,4.2150397559583196e-07
1924,1.3677871295898164e-09,7.65089172968406e-08,4.372571221925422e-07,4.372571221925422e-07
1925,1.3562604928019084e-09,6.828334050571324e-08,4.534943311032943e-07,4.534943311032943e-07
1926,1.2665063204535848e-09,6.444165594794121e-08,4.692276880697526e-07,4.692276880697526e-07
1927,2.3997190187355753e-09,6.969575202678665e-08,4.728951320690352e-07,4.728951320690352e-07
1928,2.316985191010344e-09,7.385668470456202e-08,4.786269097881554e-07,4.786269097881554e-07
1929,2.199632214467633e-09,5.496323688244534e-08,4.882134711741466e-07,4.882134711741466e-07
1930,2.177264804955773e-09,4.160202531673056e-08,4.736733103527513e-07,4.736733103527513e-07
1931,2.3419087780141012e-09,3.977490324404341e-08,4.6040415213610686e-07,4.6040415213610686e-07
1932,2.5828077295945005e-09,3.953077928490042e-08,4.5476851287925714e-07,4.5476851287925714e-07
1933,2.676941541451023e-09,4.007021723952318e-08,4.436364032959058e-07,4.436364032959058e-07
1934,1.4255192264706856e-09,1.725659133049768e-08,4.407488550636377e-07,4.407488550636377e-07
1935,1.6670291258513714e-09,1.2954316032574655e-08,4.259397680276119e-07,4.259397680276119e-07
1936,1.7167963241502905e-09,1.318221462146393e-08,4.1126911907797747e-07,4.1126911907797747e-07
1937,1.7138314259820424e-09,1.2900708342858787e-08,4.2226073609137007e-07,4.2226073609137007e-07
1938,1.8430418461231772e-09,4.0537483528676634e-09,4.2812048864756693e-07,4.2812048864756693e-07
1939,1.789623021204128e-09,4.121047312923208e-09,4.349937715427846e-07,4.349937715427846e-07
1940,2.0480234175224155e-09,3.4785545872344822e-09,4.4201287810860125e-07,4.4201287810860125e-07
1941,2.614926941646445e-09,3.583854102373607e-09,4.594630240717379e-07,4.594630240717379e-07
1942,2.4835420228289504e-09,3.399230769878565e-09,4.7677738734819286e-07,4.7677738734819286e-07
1943,2.7655306140366473e-09,3.5643649619134165e-09,4.877328478869458e-07,4.877328478869458e-07
1944,2.818734087409577e-09,3.782984021276954e-09,4.890082355554373e-07,4.890082355554373e-07
1945,2.877659650251425e-09,3.914004422154806e-09,5.11273230228783e-07,5.11273230228783e-07
1946,2.9262977913851226e-09,4.177624183096132e-09,5.058006341382029e-07,5.058006341382029e-07
1947,3.0653909093609447e-09,4.175025182716143e-09,5.092592394768352e-07,5.092592394768352e-07
1948,2.7046837626696986e-09,3.895960950675967e-09,5.126071787994338e-07,5.126071787994338e-07
1949,2.8546469315366655e-09,4.176476339371302e-09,5.031228096998217e-07,5.031228096998217e-07
1950,2.886953121006286e-09,4.080955605191759e-09,4.983624332258582e-07,4.983624332258582e-07
1951,3.0443644747992137e-09,4.263385549358694e-09,5.071925508153592e-07,5.071925508153592e-07
1952,2.8762094927969883e-09,4.1268550481683115e-09,4.957446029558403e-07,4.957446029558403e-07
1953,3.5459231106926836e-09,3.935607966505066e-09,5.041322838548825e-07,5.041322838548825e-07
1954,3.6280398368100056e-09,3.828788460883256e-09,5.03930538440857e-07,5.03930538440857e-07
1955,6.485198219711005e-09,3.7227677448673344e-09,5.022348505333087e-07,5.022348505333087e-07
1956,6.461230788496713e-09,3.605323912430387e-09,5.195035198214879e-07,5.195035198214879e-07
1957,6.569291618622028e-09,3.3235804267458693e-09,5.344546707419795e-07,5.344546707419795e-07
1958,6.54163647060914e-09,3.1388231379127417e-09,5.475803602296634e-07,5.475803602296634e-07
1959,6.530379919362466e-09,3.1715041069548177e-09,5.600716852833492e-07,5.600716852833492e-07
1960,5.918789807474971e-09,3.187868635734503e-09,5.790185956097307e-07,5.790185956097307e-07
1961,5.657730728358956e-09,3.254155770246062e-09,6.027883533274039e-07,6.027883533274039e-07
1962,2.9044373255666348e-09,3.4802678199647677e-09,6.266850180379282e-07,6.266850180379282e-07
1963,2.970231140407366e-09,3.6419458560033036e-09,6.335407566179388e-07,6.335407566179388e-07
1964,2.7999699701654534e-09,3.777495649615048e-09,6.55116878078843e-07,6.55116878078843e-07
1965,2.7972704470207485e-09,3.7165933822588417e-09,6.514512084062776e-07,6.514512084062776e-07
1966,3.088972474632864e-09,3.663024899276073e-09,6.534155301908738e-07,6.534155301908738e-07
1967,3.420870888147322e-09,3.821644841853608e-09,6.464588133375011e-07,6.464588133375011e-07
1968,3.714597613629118e-09,3.747455330176714e-09,6.268143530568133e-07,6.268143530568133e-07
1969,3.965514615091235e-09,3.944091751608068e-09,6.165006100543126e-07,6.165006100543126e-07
1970,4.066953694449791e-09,3.849417070814606e-09,6.249913846139472e-07,6.249913846139472e-07
1971,4.127828777202223e-09,3.829013106582124e-09,6.154903319708995e-07,6.154903319708995e-07
1972,4.434763350198117e-09,4.455884550225164e-09,6.353712446330714e-07,6.353712446330714e-07
1973,4.540588603520388e-09,5.092497407892844e-09,6.502295702505632e-07,6.502295702505632e-07
1974,4.486687465998784e-09,5.171963619281834e-09,6.62204700217574e-07,6.62204700217574e-07
1975,4.61045449437084e-09,5.965515827353686e-09,6.825717946412624e-07,6.825717946412624e-07
1976,4.72946063264804e-09,6.0982861934836106e-09,7.056919701296595e-07,7.056919701296595e-07
1977,5.520364546437609e-09,7.213071283120241e-09,7.443265742170167e-07,7.443265742170167e-07
1978,7.015673502459257e-09,9.787323015534151e-09,7.874465706793541e-07,7.874465706793541e-07
1979,7.510835699418652e-09,9.334532385147604e-09,8.056307154090194e-07,8.056307154090194e-07
1980,7.978593912533988e-09,9.165238536366717e-09,8.376469996359706e-07,8.376469996359706e-07
1981,1.032012735586412e-08,9.248869416365681e-09,8.723272100853916e-07,8.723272100853916e-07
1982,1.0571546622222577e-08,9.042501668078882e-09,9.073890997309977e-07,9.073890997309977e-07
1983,1.1793225063172486e-08,9.107916769985586e-09,9.66021746405334e-07,9.66021746405334e-07
1984,1.217555656296554e-08,8.083248102609884e-09,9.656454023700332e-07,9.656454023700332e-07
1985,1.1080806177383401e-08,5.801777344264078e-09,9.722881567800608e-07,9.722881567800608e-07
1986,1.1991517937356581e-08,5.964738988443027e-09,1.0041196836547378e-06,1.0041196836547378e-06
1987,1.2834668248830537e-08,5.7391468085857664e-09,1.0187361892479072e-06,1.0187361892479072e-06
1988,1.1180798572699554e-08,5.568077871791794e-09,1.0513342415054337e-06,1.0513342415054337e-06
1989,1.1392065132501524e-08,5.081249928754314e-09,1.0847664303323005e-06,1.0847664303323005e-06
1990,1.0328413426106766e-08,4.641931442403038e-09,1.073888711289328e-06,1.073888711289328e-06
1991,9.44579696999475e-09,4.610246502017341e-09,1.1149798443251972e-06,1.1149798443251972e-06
1992,9.961824000624477e-09,4.799790184354233e-09,1.14005674082104e-06,1.14005674082104e-06
1993,8.604616194166478e-09,5.156341544219702e-09,1.1504886450503754e-06,1.1504886450503754e-06
1994,8.237902043057538e-09,6.53068358122003e-09,1.1775322751158716e-06,1.1775322751158716e-06
1995,1.1390149014443653e-08,7.413131156549671e-09,1.2010759584362468e-06,1.2010759584362468e-06
1996,3.6087168681880096e-08,7.897348362563759e-09,1.218739872196498e-06,1.218739872196498e-06
1997,7.139389441539784e-08,7.739247528551881e-09,1.2235083529178934e-06,1.2235083529178934e-06
1998,1.2632418818928466e-07,7.500695810490145e-09,1.2184257879458267e-06,1.2184257879458267e-06
1999,1.6590365563879622e-07,6.801025013000331e-09,1.2507596076310229e-06,1.2507596076310229e-06
2000,2.0472710663252007e-07,5.904683155120795e-09,1.3065740631645895e-06,1.3065740631645895e-06
2001,2.3002469516443723e-07,4.211033680486967e-09,1.324800596843748e-06,1.324800596843748e-06
2002,2.4619560130239346e-07,3.0022725258252845e-09,1.3237642763540083e-06,1.3237642763540083e-06
2003,2.3615324705263318e-07,2.240954342726452e-09,1.3481604647885043e-06,1.3481604647885043e-06
2004,2.0922675097218807e-07,2.10482918396236e-09,1.3683883090769605e-06,1.3683883090769605e-06
2005,1.641510384128456e-07,1.984403102157322e-09,1.3563298872603419e-06,1.3563298872603419e-06
2006,1.2790491865644071e-07,1.9128504970465444e-09,1.3019052208359686e-06,1.3019052208359686e-06
2007,9.207088069729252e-08,1.608943422937159e-09,1.2483487807912752e-06,1.2483487807912752e-06
2008,6.912353457875855e-08,1.3737039918280759e-09,1.2137417115809512e-06,1.2137417115809512e-06
2009,5.1702534317347015e-08,1.141152767519011e-09,1.2115405557519158e-06,1.2115405557519158e-06
2010,3.9307813385188895e-08,9.643857141432883e-10,1.1727625275982843e-06,1.1727625275982843e-06
2011,3.1507735975822015e-08,7.95828956306239e-10,1.2550566940002942e-06,1.2550566940002942e-06
2012,2.2489810902470708e-08,5.282674317827077e-10,1.3428739781115188e-06,1.3428739781115188e-06
2013,2.1461383019933626e-08,3.711771069075149e-10,1.4376969862236625e-06,1.4376969862236625e-06
2014,2.0228304872408183e-08,3.3240709986147113e-10,1.5886289150200485e-06,1.5886289150200485e-06
2015,1.948567428046642e-08,2.691933313163959e-10,1.6699497921633468e-06,1.6699497921633468e-06
2016,1.957971562660532e-08,2.2166085336275795e-10,2.842034616280996e-06,2.842034616280996e-06
2017,1.8654263615284588e-08,2.0606599412942295e-10,3.119428621782087e-06,3.119428621782087e-06
2018,2.0305322401270588e-08,2.1478241268857446e-10,3.3661827274045207e-06,3.3661827274045207e-06
2019,2.2503469754298067e-08,2.497885145252843e-10,3.7773372412175377e-06,3.7773372412175377e-06
