ngram,Jini,Jni,Ji,Ji
1602,0.0,0.0,1.0808309574323566e-06,1.0808309574323566e-06
1603,0.0,0.0,6.599945062849397e-07,6.599945062849397e-07
1604,0.0,0.0,5.389324136168787e-07,5.389324136168787e-07
1605,0.0,0.0,5.186675561422557e-07,5.186675561422557e-07
1606,0.0,0.0,1.5597089730233295e-06,1.5597089730233295e-06
1607,0.0,0.0,1.4532028883097934e-06,1.4532028883097934e-06
1608,0.0,0.0,1.2578790265901522e-06,1.2578790265901522e-06
1609,0.0,0.0,1.1534783084243827e-06,1.1534783084243827e-06
1610,0.0,0.0,1.280926572430222e-06,1.280926572430222e-06
1611,0.0,0.0,1.588163399901532e-06,1.588163399901532e-06
1612,0.0,0.0,2.2827286930545857e-06,2.2827286930545857e-06
1613,0.0,0.0,1.4014977572125126e-06,1.4014977572125126e-06
1614,0.0,0.0,1.4014977572125126e-06,1.4014977572125126e-06
1615,0.0,0.0,1.4014977572125126e-06,1.4014977572125126e-06
1616,0.0,0.0,1.4014977572125126e-06,1.4014977572125126e-06
1617,0.0,0.0,1.6446734889541403e-06,1.6446734889541403e-06
1618,0.0,0.0,1.5343909386241909e-06,1.5343909386241909e-06
1619,0.0,0.0,7.273887539278283e-07,7.273887539278283e-07
1620,0.0,0.0,7.69056100580201e-07,7.69056100580201e-07
1621,0.0,0.0,7.69056100580201e-07,7.69056100580201e-07
1622,0.0,0.0,7.69056100580201e-07,7.69056100580201e-07
1623,0.0,0.0,1.0384702916001385e-06,1.0384702916001385e-06
1624,0.0,0.0,1.1158428573513187e-06,1.1158428573513187e-06
1625,0.0,0.0,9.188885802099581e-07,9.188885802099581e-07
1626,0.0,0.0,1.3781322130463586e-06,1.3781322130463586e-06
1627,0.0,0.0,1.336425725639856e-06,1.336425725639856e-06
1628,0.0,0.0,1.4019373517320283e-06,1.4019373517320283e-06
1629,0.0,0.0,1.566996039465656e-06,1.566996039465656e-06
1630,0.0,0.0,1.5563288359641904e-06,1.5563288359641904e-06
1631,0.0,0.0,1.2216922462877328e-06,1.2216922462877328e-06
1632,0.0,0.0,1.4965706489939684e-06,1.4965706489939684e-06
1633,0.0,0.0,1.037327016157568e-06,1.037327016157568e-06
1634,0.0,0.0,1.2478101569156154e-06,1.2478101569156154e-06
1635,0.0,0.0,1.4292576711990738e-06,1.4292576711990738e-06
1636,0.0,0.0,1.4378878014602897e-06,1.4378878014602897e-06
1637,0.0,0.0,1.3986211960010614e-06,1.3986211960010614e-06
1638,0.0,0.0,1.4872663314235979e-06,1.4872663314235979e-06
1639,0.0,0.0,1.3681283884839753e-06,1.3681283884839753e-06
1640,0.0,0.0,1.8821686548367974e-06,1.8821686548367974e-06
1641,0.0,0.0,1.8105246064286412e-06,1.8105246064286412e-06
1642,0.0,0.0,2.1033146465145236e-06,2.1033146465145236e-06
1643,0.0,0.0,2.3812380537232717e-06,2.3812380537232717e-06
1644,0.0,0.0,2.2534191381445064e-06,2.2534191381445064e-06
1645,0.0,0.0,2.444348678766671e-06,2.444348678766671e-06
1646,0.0,0.0,2.590823433885297e-06,2.590823433885297e-06
1647,0.0,0.0,2.284874272260952e-06,2.284874272260952e-06
1648,0.0,0.0,2.490605416889074e-06,2.490605416889074e-06
1649,0.0,0.0,2.0290840114155017e-06,2.0290840114155017e-06
1650,0.0,0.0,1.7970724651864397e-06,1.7970724651864397e-06
1651,0.0,0.0,2.221411973226038e-06,2.221411973226038e-06
1652,0.0,0.0,2.05116291291623e-06,2.05116291291623e-06
1653,0.0,0.0,1.899699254538843e-06,1.899699254538843e-06
1654,0.0,0.0,1.8160577042181103e-06,1.8160577042181103e-06
1655,0.0,0.0,1.5441283056004198e-06,1.5441283056004198e-06
1656,0.0,0.0,1.6018225242727828e-06,1.6018225242727828e-06
1657,2.7804432534139778e-08,0.0,1.5768528669468651e-06,1.5768528669468651e-06
1658,2.7804432534139778e-08,0.0,1.3289300682117755e-06,1.3289300682117755e-06
1659,2.7804432534139778e-08,0.0,1.2349132215864041e-06,1.2349132215864041e-06
1660,2.7804432534139778e-08,0.0,1.1643364652107785e-06,1.1643364652107785e-06
1661,2.7804432534139778e-08,0.0,1.3086285467319873e-06,1.3086285467319873e-06
1662,2.7804432534139778e-08,0.0,1.3604154024246133e-06,1.3604154024246133e-06
1663,2.7804432534139778e-08,0.0,1.2901883873642613e-06,1.2901883873642613e-06
1664,0.0,0.0,1.2920722757111695e-06,1.2920722757111695e-06
1665,0.0,0.0,1.2885437935697804e-06,1.2885437935697804e-06
1666,0.0,0.0,1.559359036816334e-06,1.559359036816334e-06
1667,0.0,3.245231588217783e-08,1.6738981360374185e-06,1.6738981360374185e-06
1668,0.0,3.245231588217783e-08,1.5801693637383453e-06,1.5801693637383453e-06
1669,0.0,3.245231588217783e-08,1.7452817279003545e-06,1.7452817279003545e-06
1670,0.0,3.245231588217783e-08,2.0274292670105102e-06,2.0274292670105102e-06
1671,0.0,3.245231588217783e-08,2.1437958983889464e-06,2.1437958983889464e-06
1672,0.0,3.245231588217783e-08,2.2728558276087696e-06,2.2728558276087696e-06
1673,0.0,3.245231588217783e-08,2.2197720324714154e-06,2.2197720324714154e-06
1674,0.0,0.0,2.1877107526181916e-06,2.1877107526181916e-06
1675,0.0,0.0,2.2872458852621743e-06,2.2872458852621743e-06
1676,0.0,0.0,2.052667030381729e-06,2.052667030381729e-06
1677,0.0,0.0,1.8391693044707478e-06,1.8391693044707478e-06
1678,0.0,0.0,1.8848220406653127e-06,1.8848220406653127e-06
1679,0.0,0.0,1.8142171873997931e-06,1.8142171873997931e-06
1680,0.0,1.8101928844771464e-08,1.6488362949270855e-06,1.6488362949270855e-06
1681,0.0,1.8101928844771464e-08,1.7099421419126365e-06,1.7099421419126365e-06
1682,0.0,1.8101928844771464e-08,1.7982927309796132e-06,1.7982927309796132e-06
1683,0.0,1.8101928844771464e-08,1.7159635571520733e-06,1.7159635571520733e-06
1684,0.0,1.8101928844771464e-08,1.8446129794418603e-06,1.8446129794418603e-06
1685,0.0,1.8101928844771464e-08,2.3953411576777787e-06,2.3953411576777787e-06
1686,0.0,1.8101928844771464e-08,2.403886867341498e-06,2.403886867341498e-06
1687,0.0,0.0,2.5112682107776763e-06,2.5112682107776763e-06
1688,0.0,0.0,2.567059214340718e-06,2.567059214340718e-06
1689,0.0,0.0,2.4883011633392016e-06,2.4883011633392016e-06
1690,0.0,0.0,4.432926825107383e-06,4.432926825107383e-06
1691,0.0,0.0,4.41459314970416e-06,4.41459314970416e-06
1692,0.0,0.0,3.978691568460947e-06,3.978691568460947e-06
1693,0.0,0.0,3.835248256629191e-06,3.835248256629191e-06
1694,0.0,0.0,3.815088673166299e-06,3.815088673166299e-06
1695,0.0,0.0,3.72162084464175e-06,3.72162084464175e-06
1696,0.0,0.0,3.673669490516269e-06,3.673669490516269e-06
1697,0.0,2.204122446463381e-08,1.7729702546733148e-06,1.7729702546733148e-06
1698,0.0,3.241249503714373e-08,1.9016754484774928e-06,1.9016754484774928e-06
1699,0.0,4.548203540772582e-08,1.650496756155917e-06,1.650496756155917e-06
1700,0.0,4.548203540772582e-08,1.891318723729845e-06,1.891318723729845e-06
1701,0.0,4.548203540772582e-08,1.913080447073818e-06,1.913080447073818e-06
1702,0.0,4.548203540772582e-08,2.1824348712990675e-06,2.1824348712990675e-06
1703,0.0,4.548203540772582e-08,2.3547704423825574e-06,2.3547704423825574e-06
1704,0.0,2.3440810943092013e-08,2.3776612871578048e-06,2.3776612871578048e-06
1705,0.0,3.1385149717217635e-08,2.205767259511049e-06,2.205767259511049e-06
1706,0.0,1.831560934663555e-08,2.2383188869363428e-06,2.2383188869363428e-06
1707,0.0,1.831560934663555e-08,2.1982682483212557e-06,2.1982682483212557e-06
1708,0.0,3.76073440325594e-08,2.3519753540313104e-06,2.3519753540313104e-06
1709,1.2025016157427411e-08,4.9632360189986816e-08,2.2091897205557743e-06,2.2091897205557743e-06
1710,1.2025016157427411e-08,6.684738350161621e-08,2.1449654273705425e-06,2.1449654273705425e-06
1711,1.2025016157427411e-08,7.653971221900844e-08,2.2268223054717443e-06,2.2268223054717443e-06
1712,2.288843603537316e-08,6.908752275031865e-08,2.2860726858198177e-06,2.2860726858198177e-06
1713,2.288843603537316e-08,9.07235531144579e-08,2.4748774844088724e-06,2.4748774844088724e-06
1714,2.288843603537316e-08,9.07235531144579e-08,2.2870028065621488e-06,2.2870028065621488e-06
1715,2.288843603537316e-08,7.143181842853405e-08,2.3867658975567404e-06,2.3867658975567404e-06
1716,1.9718378041488904e-08,5.940680227110663e-08,2.3751840347228736e-06,2.3751840347228736e-06
1717,2.735978351812004e-08,4.219177895947723e-08,2.344181211810792e-06,2.344181211810792e-06
1718,4.284329640264721e-08,3.2499450242085004e-08,2.4424497431547413e-06,2.4424497431547413e-06
1719,4.514961864694149e-08,2.1636030364139255e-08,2.570235048031983e-06,2.570235048031983e-06
1720,5.421074687563175e-08,0.0,2.443835943008058e-06,2.443835943008058e-06
1721,5.421074687563175e-08,0.0,2.4618335763599523e-06,2.4618335763599523e-06
1722,5.421074687563175e-08,0.0,2.173370960788036e-06,2.173370960788036e-06
1723,4.535578871208859e-08,6.175176179924944e-09,2.1748860165514216e-06,2.1748860165514216e-06
1724,3.771438323545746e-08,1.2046095930275312e-08,2.2431981636015863e-06,2.2431981636015863e-06
1725,2.9583823391021724e-08,1.2046095930275312e-08,2.1726761393178355e-06,2.1726761393178355e-06
1726,1.6414081268781696e-08,1.2046095930275312e-08,2.295168607296156e-06,2.295168607296156e-06
1727,2.1038384748603027e-08,1.2046095930275312e-08,2.2791085874424814e-06,2.2791085874424814e-06
1728,2.1038384748603027e-08,1.2046095930275312e-08,2.384085129441311e-06,2.384085129441311e-06
1729,2.1038384748603027e-08,1.841807265431531e-08,2.5050213870209907e-06,2.5050213870209907e-06
1730,2.1038384748603027e-08,1.2242896474390363e-08,2.6279661337217216e-06,2.6279661337217216e-06
1731,2.1038384748603027e-08,6.371976724039996e-09,2.5459261386069036e-06,2.5459261386069036e-06
1732,1.3685431708511584e-08,1.2630500581930652e-08,2.706491386561538e-06,2.706491386561538e-06
1733,2.0710201299932252e-08,1.2630500581930652e-08,2.5045813864770546e-06,2.5045813864770546e-06
1734,1.218650120498361e-08,1.7792232195493592e-08,2.704189877736748e-06,2.704189877736748e-06
1735,2.5120353289561796e-08,1.7792232195493592e-08,2.645355851070365e-06,2.645355851070365e-06
1736,2.5120353289561796e-08,1.1420255471453596e-08,2.715907563859738e-06,2.715907563859738e-06
1737,2.5120353289561796e-08,1.1420255471453596e-08,2.581087577319912e-06,2.581087577319912e-06
1738,2.5120353289561796e-08,1.1420255471453596e-08,2.5670922403670763e-06,2.5670922403670763e-06
1739,2.5120353289561796e-08,5.161731613562941e-09,2.3270980428995765e-06,2.3270980428995765e-06
1740,1.8095583698141127e-08,5.161731613562941e-09,2.2950374776493324e-06,2.2950374776493324e-06
1741,1.2933852084578185e-08,0.0,2.138947853122123e-06,2.138947853122123e-06
1742,0.0,6.377372281057043e-09,2.243691483272414e-06,2.243691483272414e-06
1743,9.631393587434495e-09,1.6008765868491537e-08,2.230605868395027e-06,2.230605868395027e-06
1744,2.3023575173348424e-08,2.047282622795267e-08,2.3729113536319346e-06,2.3729113536319346e-06
1745,2.3023575173348424e-08,2.047282622795267e-08,2.5228356435036403e-06,2.5228356435036403e-06
1746,2.8001552314955395e-08,2.5450803369559642e-08,2.5473174056449873e-06,2.5473174056449873e-06
1747,3.2160704068116634e-08,2.5450803369559642e-08,2.661248377730122e-06,2.661248377730122e-06
1748,3.2160704068116634e-08,2.5450803369559642e-08,2.7242999749432784e-06,2.7242999749432784e-06
1749,3.2160704068116634e-08,1.90734310885026e-08,2.716147849111751e-06,2.716147849111751e-06
1750,2.5828041927411505e-08,1.2740768947797473e-08,2.7610511941540087e-06,2.7610511941540087e-06
1751,1.6004998976930958e-08,1.1845847223769721e-08,2.7242117214752526e-06,2.7242117214752526e-06
1752,3.159935957341986e-08,1.5744437372891947e-08,2.725355086243196e-06,2.725355086243196e-06
1753,3.1650734858398466e-08,1.0766460231284976e-08,2.8738264258468656e-06,2.8738264258468656e-06
1754,2.7491583105237235e-08,1.0766460231284976e-08,2.855248275019611e-06,2.855248275019611e-06
1755,2.7491583105237235e-08,1.0766460231284976e-08,2.7635695525012645e-06,2.7635695525012645e-06
1756,2.7491583105237235e-08,2.5943813446766787e-08,3.4096102743725557e-06,3.4096102743725557e-06
1757,3.028309818781898e-08,2.264508200003742e-08,3.3393407323144075e-06,3.3393407323144075e-06
1758,3.2929129137723323e-08,1.907594336460404e-08,3.3999812915551175e-06,3.3999812915551175e-06
1759,2.081356344417275e-08,1.517735321548181e-08,3.3877521608311715e-06,3.3877521608311715e-06
1760,1.578421101758717e-08,1.517735321548181e-08,3.3526726253642536e-06,3.3526726253642536e-06
1761,1.578421101758717e-08,2.3504055336940966e-08,3.2772762291902576e-06,3.2772762291902576e-06
1762,1.578421101758717e-08,2.886921939599623e-08,3.344914245774687e-06,3.344914245774687e-06
1763,2.146156014808704e-08,1.3691866180514417e-08,2.6806176590201048e-06,2.6806176590201048e-06
1764,1.8181993307767438e-08,1.3691866180514417e-08,2.6492022178510003e-06,2.6492022178510003e-06
1765,2.0809048960148046e-08,1.3691866180514417e-08,2.6403933393989324e-06,2.6403933393989324e-06
1766,2.4132358333872617e-08,1.7092918318845866e-08,2.7057318610396967e-06,2.7057318610396967e-06
1767,2.7076860626656137e-08,2.0037420611629386e-08,2.6682474916534763e-06,2.6682474916534763e-06
1768,2.975907317396117e-08,1.171071849017023e-08,2.6689873655933686e-06,2.6689873655933686e-06
1769,3.585159242496567e-08,6.345554431114968e-09,2.8184735713564024e-06,2.8184735713564024e-06
1770,3.305716487846309e-08,1.2111397599109556e-08,2.8959005118979675e-06,2.8959005118979675e-06
1771,3.024648518947158e-08,1.4744041416341652e-08,2.8088602448406164e-06,2.8088602448406164e-06
1772,2.1404259951753246e-08,1.4744041416341652e-08,2.853801463840812e-06,2.853801463840812e-06
1773,1.7197346530955267e-08,1.1342989278010203e-08,2.7481382208601905e-06,2.7481382208601905e-06
1774,2.2270233910960868e-08,8.398486985226685e-09,2.7844814017693613e-06,2.7844814017693613e-06
1775,2.2476710524545396e-08,1.1287176146116248e-08,2.7842907976654326e-06,2.7842907976654326e-06
1776,2.180893028074544e-08,1.1287176146116248e-08,2.6119404797749927e-06,2.6119404797749927e-06
1777,1.8926008696748146e-08,5.521332978121661e-09,2.4624126159064223e-06,2.4624126159064223e-06
1778,2.4488296089332706e-08,2.8886891608895635e-09,2.48430990268389e-06,2.48430990268389e-06
1779,2.7049981810023382e-08,2.8886891608895635e-09,2.268024656716859e-06,2.268024656716859e-06
1780,2.4454790954158464e-08,2.8886891608895635e-09,2.3161782110037166e-06,2.3161782110037166e-06
1781,2.5999985910272827e-08,2.8886891608895635e-09,2.213978080232794e-06,2.213978080232794e-06
1782,2.3111296749383266e-08,0.0,2.283325784446788e-06,2.283325784446788e-06
1783,2.2035755823221085e-08,0.0,2.1487389533701517e-06,2.1487389533701517e-06
1784,2.7029172043415073e-08,0.0,2.1852875988770393e-06,2.1852875988770393e-06
1785,2.7939374242740607e-08,1.6181223979775235e-09,2.2297864136687295e-06,2.2297864136687295e-06
1786,2.6717786840078717e-08,1.6181223979775235e-09,2.2117633307061624e-06,2.2117633307061624e-06
1787,2.6717786840078717e-08,1.6181223979775235e-09,2.149505170174442e-06,2.149505170174442e-06
1788,1.846175428405721e-08,1.6181223979775235e-09,2.2370403485183488e-06,2.2370403485183488e-06
1789,2.195190873521824e-08,1.6181223979775235e-09,2.2412774244782796e-06,2.2412774244782796e-06
1790,2.423180132739487e-08,4.93266773458702e-09,2.4581633267319247e-06,2.4581633267319247e-06
1791,2.0324351344770874e-08,8.19056657417962e-09,2.549871575346125e-06,2.549871575346125e-06
1792,1.494012380476306e-08,6.572444176202095e-09,2.538863733596892e-06,2.538863733596892e-06
1793,1.655809178657819e-08,8.54448841839225e-09,2.565185143664296e-06,2.565185143664296e-06
1794,1.8554062920981907e-08,9.54247398559411e-09,2.6852124262534616e-06,2.6852124262534616e-06
1795,1.9074055097283756e-08,1.1369018234777935e-08,2.6552217085346844e-06,2.6552217085346844e-06
1796,1.6532062258838616e-08,1.1369018234777935e-08,2.5524316730038014e-06,2.5524316730038014e-06
1797,1.0469895236501055e-08,9.188320199931305e-09,2.36903849781811e-06,2.36903849781811e-06
1798,1.0541242355190304e-08,7.666391458168879e-09,2.204916183602888e-06,2.204916183602888e-06
1799,1.3057597860109484e-08,8.267161050972455e-09,2.0329587511826375e-06,2.0329587511826375e-06
1800,1.0099531560265568e-08,6.2951168087823e-09,2.0905027408194395e-06,2.0905027408194395e-06
1801,9.032241367533191e-09,6.225812183251784e-09,1.741186971620274e-06,1.741186971620274e-06
1802,8.942204310358193e-09,4.833394732070165e-09,1.5568992596724586e-06,1.5568992596724586e-06
1803,8.345042656898727e-09,5.184394691326588e-09,1.4749505063654006e-06,1.4749505063654006e-06
1804,9.608584309158833e-09,5.270857591658082e-09,1.3858378257022456e-06,1.3858378257022456e-06
1805,8.970625956347282e-09,3.5348874938279096e-09,1.2614665365617839e-06,1.2614665365617839e-06
1806,5.883108603451806e-09,3.709768175192656e-09,1.217202850511967e-06,1.217202850511967e-06
1807,6.7199935140292516e-09,3.918989402837017e-09,9.675927036109248e-07,9.675927036109248e-07
1808,6.732765329380592e-09,3.2256716504213453e-09,9.238671785689283e-07,9.238671785689283e-07
1809,5.358107766996665e-09,3.6961689106210625e-09,8.804021587950826e-07,8.804021587950826e-07
1810,5.225045459792252e-09,4.4348571640436975e-09,7.899137455881698e-07,7.899137455881698e-07
1811,4.097731979132593e-09,3.6833148436039257e-09,7.379736725202488e-07,7.379736725202488e-07
1812,3.8170852351931166e-09,4.160731362620343e-09,7.168247131111067e-07,7.168247131111067e-07
1813,3.687943839203456e-09,4.354978140013494e-09,6.819527941713334e-07,6.819527941713334e-07
1814,3.2689752016423768e-09,4.77263133775401e-09,6.561341357220434e-07,6.561341357220434e-07
1815,3.293226025213869e-09,4.923549568047747e-09,6.468503792283238e-07,6.468503792283238e-07
1816,2.931376395588968e-09,4.018925509845823e-09,6.459356143295736e-07,6.459356143295736e-07
1817,4.0842193119569205e-09,2.9292372971667646e-09,6.086439197718261e-07,6.086439197718261e-07
1818,3.560102355772342e-09,2.6395042818094794e-09,5.589740754073449e-07,5.589740754073449e-07
1819,3.4716915374234857e-09,2.4626826451117675e-09,5.480375153053631e-07,5.480375153053631e-07
1820,4.557702120473144e-09,2.2297702890432855e-09,5.187113377555111e-07,5.187113377555111e-07
1821,4.911111390575635e-09,1.7314501182014957e-09,5.103850680500597e-07,5.103850680500597e-07
1822,4.0701767115411005e-09,1.719475411261178e-09,4.842102571598974e-07,4.842102571598974e-07
1823,4.210639479941745e-09,2.1408637323234406e-09,4.619182821638138e-07,4.619182821638138e-07
1824,2.973978928201758e-09,2.543223782363364e-09,4.636714184666094e-07,4.636714184666094e-07
1825,3.0481776705900845e-09,2.744039321164341e-09,4.5919094304736063e-07,4.5919094304736063e-07
1826,3.2533749741833364e-09,2.561942681809727e-09,4.329847058670566e-07,4.329847058670566e-07
1827,2.0931174016247667e-09,2.13866980474415e-09,4.174684623389372e-07,4.174684623389372e-07
1828,1.432121167686619e-09,2.2307741685624804e-09,4.2127588731740874e-07,4.2127588731740874e-07
1829,1.5884493799665579e-09,1.997016012873181e-09,4.0691885975060617e-07,4.0691885975060617e-07
1830,1.829204779709873e-09,2.052150386130539e-09,3.957812769580674e-07,3.957812769580674e-07
1831,2.159558048259973e-09,1.6497903360906158e-09,3.9014222303584187e-07,3.9014222303584187e-07
1832,2.0766233573990942e-09,1.6956872414145403e-09,3.975604150647476e-07,3.975604150647476e-07
1833,2.1335199400824526e-09,1.8246237853958291e-09,3.9155785153915143e-07,3.9155785153915143e-07
1834,2.0689887025859832e-09,1.8431527415430082e-09,3.9334707935267943e-07,3.9334707935267943e-07
1835,2.042442794257328e-09,1.8738443336679164e-09,3.8826577305631614e-07,3.8826577305631614e-07
1836,2.061590398394486e-09,2.0335404947248647e-09,3.7744134471852574e-07,3.7744134471852574e-07
1837,1.9901378719592142e-09,1.6344592108324158e-09,3.610465983326451e-07,3.610465983326451e-07
1838,2.21259630458651e-09,1.8634364606917586e-09,3.5044792769310463e-07,3.5044792769310463e-07
1839,2.4969859909898926e-09,1.892377754497687e-09,3.145779682459501e-07,3.145779682459501e-07
1840,2.4625244779815804e-09,1.947286831782691e-09,3.2389068646157935e-07,3.2389068646157935e-07
1841,2.2833215080580213e-09,1.894956501237642e-09,3.1189542174355924e-07,3.1189542174355924e-07
1842,2.3211689871769993e-09,1.8260526027776995e-09,2.9960588270634095e-07,2.9960588270634095e-07
1843,2.7422440984636864e-09,1.5913824147339994e-09,3.110801044061061e-07,3.110801044061061e-07
1844,3.4342213358787686e-09,1.7142895674433183e-09,3.0790270346057825e-07,3.0790270346057825e-07
1845,3.2144609672459167e-09,1.5520510828917873e-09,3.0382968166772374e-07,3.0382968166772374e-07
1846,4.064182403316709e-09,1.423464988738386e-09,3.010307320242386e-07,3.010307320242386e-07
1847,4.049885395294796e-09,1.1817265895989033e-09,2.906880922637356e-07,2.906880922637356e-07
1848,4.19865848438101e-09,1.3393175457565576e-09,3.0046786037019046e-07,3.0046786037019046e-07
1849,4.2919857509308e-09,1.3718293802509963e-09,3.0783925402439696e-07,3.0783925402439696e-07
1850,4.045364995367404e-09,1.4486645851162295e-09,3.1514798592979787e-07,3.1514798592979787e-07
1851,3.740051062501542e-09,1.526887600482902e-09,3.240954283358276e-07,3.240954283358276e-07
1852,3.5762491380962403e-09,2.016326098149993e-09,3.2930477443317484e-07,3.2930477443317484e-07
1853,2.5131357947064512e-09,2.221076346651886e-09,3.400717990384042e-07,3.400717990384042e-07
1854,2.5535178733398264e-09,2.513983909935291e-09,3.411197927302315e-07,3.411197927302315e-07
