ngram,G3,G,G,G
1806,6.478983191219153e-08,2.6269780521813247e-05,2.6269780521813247e-05,2.6269780521813247e-05
1807,6.678128018831688e-08,2.5709164609517237e-05,2.5709164609517237e-05,2.5709164609517237e-05
1808,6.476518622987117e-08,2.575511929795279e-05,2.575511929795279e-05,2.575511929795279e-05
1809,6.563575943070126e-08,2.5199592138441013e-05,2.5199592138441013e-05,2.5199592138441013e-05
1810,6.574801706246295e-08,2.4845147501244874e-05,2.4845147501244874e-05,2.4845147501244874e-05
1811,6.05280432759108e-08,2.453582627432687e-05,2.453582627432687e-05,2.453582627432687e-05
1812,5.938765771215263e-08,2.4826254437877132e-05,2.4826254437877132e-05,2.4826254437877132e-05
1813,6.061851059208883e-08,2.362087564376582e-05,2.362087564376582e-05,2.362087564376582e-05
1814,6.144355627465562e-08,2.2100876127037088e-05,2.2100876127037088e-05,2.2100876127037088e-05
1815,6.839120812531161e-08,2.117173504042772e-05,2.117173504042772e-05,2.117173504042772e-05
1816,6.628366427159043e-08,2.211517494288273e-05,2.211517494288273e-05,2.211517494288273e-05
1817,6.628987136991782e-08,2.0766170824312473e-05,2.0766170824312473e-05,2.0766170824312473e-05
1818,6.39945838543099e-08,2.0165115919163717e-05,2.0165115919163717e-05,2.0165115919163717e-05
1819,6.659382226611602e-08,2.023837415825775e-05,2.023837415825775e-05,2.023837415825775e-05
1820,6.512613178902679e-08,2.0890821230880518e-05,2.0890821230880518e-05,2.0890821230880518e-05
1821,6.857844070395913e-08,2.13707527499147e-05,2.13707527499147e-05,2.13707527499147e-05
1822,6.183203587235247e-08,2.1569780074059963e-05,2.1569780074059963e-05,2.1569780074059963e-05
1823,6.502342537422529e-08,2.0320733321048984e-05,2.0320733321048984e-05,2.0320733321048984e-05
1824,6.562108317049414e-08,2.013528579222371e-05,2.013528579222371e-05,2.013528579222371e-05
1825,6.844949191580391e-08,1.9752680080793133e-05,1.9752680080793133e-05,1.9752680080793133e-05
1826,6.18679172654473e-08,1.8990614210321966e-05,1.8990614210321966e-05,1.8990614210321966e-05
1827,6.259782381334844e-08,1.8507313663056785e-05,1.8507313663056785e-05,1.8507313663056785e-05
1828,5.6141498561146363e-08,1.8289784618121174e-05,1.8289784618121174e-05,1.8289784618121174e-05
1829,6.387901103315536e-08,1.878185971041343e-05,1.878185971041343e-05,1.878185971041343e-05
1830,5.660959853262934e-08,1.8278085138133194e-05,1.8278085138133194e-05,1.8278085138133194e-05
1831,5.2733314350104724e-08,1.852635614341125e-05,1.852635614341125e-05,1.852635614341125e-05
1832,4.893542333255547e-08,1.8433097596113968e-05,1.8433097596113968e-05,1.8433097596113968e-05
1833,4.8500534636072446e-08,1.8365016720573684e-05,1.8365016720573684e-05,1.8365016720573684e-05
1834,4.792997846233707e-08,1.844913328698437e-05,1.844913328698437e-05,1.844913328698437e-05
1835,4.9238950948295365e-08,1.849598837517468e-05,1.849598837517468e-05,1.849598837517468e-05
1836,4.1441365133161005e-08,1.754185489387185e-05,1.754185489387185e-05,1.754185489387185e-05
1837,4.250210697672888e-08,1.7845155265864116e-05,1.7845155265864116e-05,1.7845155265864116e-05
1838,4.2901935464507394e-08,1.7578470111142712e-05,1.7578470111142712e-05,1.7578470111142712e-05
1839,5.52414352991296e-08,1.8010698113357648e-05,1.8010698113357648e-05,1.8010698113357648e-05
1840,5.605772049729499e-08,1.792759342476659e-05,1.792759342476659e-05,1.792759342476659e-05
1841,5.564091257578444e-08,1.744315016237254e-05,1.744315016237254e-05,1.744315016237254e-05
1842,5.638618613293797e-08,1.7350207339664587e-05,1.7350207339664587e-05,1.7350207339664587e-05
1843,5.7454686595649814e-08,1.7492444255497374e-05,1.7492444255497374e-05,1.7492444255497374e-05
1844,5.68663023971437e-08,1.7675618047568215e-05,1.7675618047568215e-05,1.7675618047568215e-05
1845,5.655655803999642e-08,1.7884213775687385e-05,1.7884213775687385e-05,1.7884213775687385e-05
1846,4.658308583316284e-08,1.7602654484757556e-05,1.7602654484757556e-05,1.7602654484757556e-05
1847,4.858243838969299e-08,1.7671296648456648e-05,1.7671296648456648e-05,1.7671296648456648e-05
1848,5.2143524292042846e-08,1.8395423467154615e-05,1.8395423467154615e-05,1.8395423467154615e-05
1849,5.406190847371103e-08,1.8278943701131668e-05,1.8278943701131668e-05,1.8278943701131668e-05
1850,5.541382565508814e-08,1.8251593636315583e-05,1.8251593636315583e-05,1.8251593636315583e-05
1851,5.9371550723393996e-08,1.8487560477556792e-05,1.8487560477556792e-05,1.8487560477556792e-05
1852,6.530165310079741e-08,1.906943284016701e-05,1.906943284016701e-05,1.906943284016701e-05
1853,6.793838177746433e-08,2.0018020482634063e-05,2.0018020482634063e-05,2.0018020482634063e-05
1854,7.138215961179282e-08,2.163185802471292e-05,2.163185802471292e-05,2.163185802471292e-05
1855,7.267093492048713e-08,2.2642835184732185e-05,2.2642835184732185e-05,2.2642835184732185e-05
1856,7.551908660324053e-08,2.353669489301475e-05,2.353669489301475e-05,2.353669489301475e-05
1857,8.073292028549467e-08,2.4788535094038317e-05,2.4788535094038317e-05,2.4788535094038317e-05
1858,8.505453357494324e-08,2.6030218318088112e-05,2.6030218318088112e-05,2.6030218318088112e-05
1859,8.83763624821248e-08,2.631614136459705e-05,2.631614136459705e-05,2.631614136459705e-05
1860,9.606255295986038e-08,2.784378557407763e-05,2.784378557407763e-05,2.784378557407763e-05
1861,1.0323062582529019e-07,2.8004482114088853e-05,2.8004482114088853e-05,2.8004482114088853e-05
1862,1.1126412350189899e-07,2.8176558251808664e-05,2.8176558251808664e-05,2.8176558251808664e-05
1863,1.162323733134534e-07,2.969354058482817e-05,2.969354058482817e-05,2.969354058482817e-05
1864,1.217403574774575e-07,3.1273238294358763e-05,3.1273238294358763e-05,3.1273238294358763e-05
1865,1.3078582635931264e-07,3.215249879368847e-05,3.215249879368847e-05,3.215249879368847e-05
1866,1.3494632306836657e-07,3.347665889512947e-05,3.347665889512947e-05,3.347665889512947e-05
1867,1.3676431365183817e-07,3.332422394513352e-05,3.332422394513352e-05,3.332422394513352e-05
1868,1.3619072295309058e-07,3.347488018334843e-05,3.347488018334843e-05,3.347488018334843e-05
1869,1.3936620949347604e-07,3.512090552248992e-05,3.512090552248992e-05,3.512090552248992e-05
1870,1.4073355966307384e-07,3.451676197333394e-05,3.451676197333394e-05,3.451676197333394e-05
1871,1.623694032559797e-07,3.425638819213158e-05,3.425638819213158e-05,3.425638819213158e-05
1872,1.5865819997478476e-07,3.4422984234489764e-05,3.4422984234489764e-05,3.4422984234489764e-05
1873,1.6142491939977584e-07,3.4856186435458115e-05,3.4856186435458115e-05,3.4856186435458115e-05
1874,1.6419437339923855e-07,3.547142789882075e-05,3.547142789882075e-05,3.547142789882075e-05
1875,1.645057880393454e-07,3.658070636447519e-05,3.658070636447519e-05,3.658070636447519e-05
1876,1.6207490359322817e-07,3.643684976850636e-05,3.643684976850636e-05,3.643684976850636e-05
1877,1.6097390544343527e-07,3.7251490409419474e-05,3.7251490409419474e-05,3.7251490409419474e-05
1878,1.4117881213288846e-07,3.6954693704111765e-05,3.6954693704111765e-05,3.6954693704111765e-05
1879,1.456057004491283e-07,3.66792430993103e-05,3.66792430993103e-05,3.66792430993103e-05
1880,1.420610219936082e-07,3.674333700993364e-05,3.674333700993364e-05,3.674333700993364e-05
1881,1.4481434870309125e-07,3.73745419243018e-05,3.73745419243018e-05,3.73745419243018e-05
1882,1.467178256981632e-07,3.733434953444105e-05,3.733434953444105e-05,3.733434953444105e-05
1883,1.483840179616891e-07,3.7178334293587666e-05,3.7178334293587666e-05,3.7178334293587666e-05
1884,1.5607738086081164e-07,3.683829761160139e-05,3.683829761160139e-05,3.683829761160139e-05
1885,1.5582713989000956e-07,3.717417296554361e-05,3.717417296554361e-05,3.717417296554361e-05
1886,1.5579121687941161e-07,3.8057591154938564e-05,3.8057591154938564e-05,3.8057591154938564e-05
1887,1.513681959457764e-07,3.776012766008664e-05,3.776012766008664e-05,3.776012766008664e-05
1888,1.4689496603231029e-07,3.6938029162619e-05,3.6938029162619e-05,3.6938029162619e-05
1889,1.4341193223442262e-07,3.6472532104068834e-05,3.6472532104068834e-05,3.6472532104068834e-05
1890,1.4516180613100005e-07,3.673398844382193e-05,3.673398844382193e-05,3.673398844382193e-05
1891,1.389346887695605e-07,3.6715358874062076e-05,3.6715358874062076e-05,3.6715358874062076e-05
1892,1.4296166942325987e-07,3.7425904468234095e-05,3.7425904468234095e-05,3.7425904468234095e-05
1893,1.406625723835272e-07,3.730031364414442e-05,3.730031364414442e-05,3.730031364414442e-05
1894,1.4519776974404002e-07,3.7843589650167685e-05,3.7843589650167685e-05,3.7843589650167685e-05
1895,1.4729229137953682e-07,3.815668450053116e-05,3.815668450053116e-05,3.815668450053116e-05
1896,1.4591244174815593e-07,3.805404204675662e-05,3.805404204675662e-05,3.805404204675662e-05
1897,1.418116174331122e-07,3.740789179573767e-05,3.740789179573767e-05,3.740789179573767e-05
1898,1.4093919276092493e-07,3.737645654057685e-05,3.737645654057685e-05,3.737645654057685e-05
1899,1.364598846618849e-07,3.709815635894691e-05,3.709815635894691e-05,3.709815635894691e-05
1900,1.383810947735193e-07,3.6682103070363936e-05,3.6682103070363936e-05,3.6682103070363936e-05
1901,1.3991150841060778e-07,3.6399346364695316e-05,3.6399346364695316e-05,3.6399346364695316e-05
1902,1.4053208628541013e-07,3.619272735834654e-05,3.619272735834654e-05,3.619272735834654e-05
1903,1.4231447461757592e-07,3.6337793842124355e-05,3.6337793842124355e-05,3.6337793842124355e-05
1904,1.416921406871552e-07,3.635214774736336e-05,3.635214774736336e-05,3.635214774736336e-05
1905,1.44858514009424e-07,3.643082527560182e-05,3.643082527560182e-05,3.643082527560182e-05
1906,1.4418457640528815e-07,3.53142708523332e-05,3.53142708523332e-05,3.53142708523332e-05
1907,1.4210165894772736e-07,3.4672979901578014e-05,3.4672979901578014e-05,3.4672979901578014e-05
1908,1.4023390601128734e-07,3.4072879706010486e-05,3.4072879706010486e-05,3.4072879706010486e-05
1909,1.3338170796422283e-07,3.3545787508566196e-05,3.3545787508566196e-05,3.3545787508566196e-05
1910,1.291731125872632e-07,3.3015684104092156e-05,3.3015684104092156e-05,3.3015684104092156e-05
1911,1.2470001361667267e-07,3.2772859412943944e-05,3.2772859412943944e-05,3.2772859412943944e-05
1912,1.2275157144715975e-07,3.2950298710992297e-05,3.2950298710992297e-05,3.2950298710992297e-05
1913,1.2107691966483409e-07,3.375228906017063e-05,3.375228906017063e-05,3.375228906017063e-05
1914,1.142911563485021e-07,3.438783876065697e-05,3.438783876065697e-05,3.438783876065697e-05
1915,1.1267281000268018e-07,3.4977136757723724e-05,3.4977136757723724e-05,3.4977136757723724e-05
1916,1.160326925336059e-07,3.542538148134814e-05,3.542538148134814e-05,3.542538148134814e-05
1917,1.2318806698528662e-07,3.629031198215671e-05,3.629031198215671e-05,3.629031198215671e-05
1918,1.2344938734746132e-07,3.666919240328882e-05,3.666919240328882e-05,3.666919240328882e-05
1919,1.220767954025957e-07,3.6370032051179025e-05,3.6370032051179025e-05,3.6370032051179025e-05
1920,1.211100187755879e-07,3.681053931359202e-05,3.681053931359202e-05,3.681053931359202e-05
1921,1.2607262687782038e-07,3.6776501864161606e-05,3.6776501864161606e-05,3.6776501864161606e-05
1922,1.2534592944543226e-07,3.670462735629242e-05,3.670462735629242e-05,3.670462735629242e-05
1923,1.2414128544183507e-07,3.705810221228083e-05,3.705810221228083e-05,3.705810221228083e-05
1924,1.2154751414885011e-07,3.723229903178955e-05,3.723229903178955e-05,3.723229903178955e-05
1925,1.253615004819559e-07,3.751856742642953e-05,3.751856742642953e-05,3.751856742642953e-05
1926,1.2494376428711413e-07,3.779536564252339e-05,3.779536564252339e-05,3.779536564252339e-05
1927,1.221809051393003e-07,3.764250868698582e-05,3.764250868698582e-05,3.764250868698582e-05
1928,1.217480810769952e-07,3.869925733722214e-05,3.869925733722214e-05,3.869925733722214e-05
1929,1.2856511639418905e-07,3.913715980680925e-05,3.913715980680925e-05,3.913715980680925e-05
1930,1.2883872001014295e-07,3.916611136186735e-05,3.916611136186735e-05,3.916611136186735e-05
1931,1.2741569171177097e-07,3.974005345038937e-05,3.974005345038937e-05,3.974005345038937e-05
1932,1.4059190890845586e-07,4.061614163219929e-05,4.061614163219929e-05,4.061614163219929e-05
1933,1.3835617908495935e-07,4.131212127893897e-05,4.131212127893897e-05,4.131212127893897e-05
1934,1.4275350171796424e-07,4.166916031473582e-05,4.166916031473582e-05,4.166916031473582e-05
1935,1.4290130678773494e-07,4.201083876458662e-05,4.201083876458662e-05,4.201083876458662e-05
1936,1.405295821297971e-07,4.2341093960983146e-05,4.2341093960983146e-05,4.2341093960983146e-05
1937,1.4232237889798073e-07,4.311659046964321e-05,4.311659046964321e-05,4.311659046964321e-05
1938,1.5089768165158342e-07,4.2962157229859645e-05,4.2962157229859645e-05,4.2962157229859645e-05
1939,1.3993369256987925e-07,4.2448627937119454e-05,4.2448627937119454e-05,4.2448627937119454e-05
1940,1.4716538235656378e-07,4.2755689979198254e-05,4.2755689979198254e-05,4.2755689979198254e-05
1941,1.5201186848961307e-07,4.2923535407421044e-05,4.2923535407421044e-05,4.2923535407421044e-05
1942,1.627756753513105e-07,4.295195945555211e-05,4.295195945555211e-05,4.295195945555211e-05
1943,1.9100874989622492e-07,4.471250265071701e-05,4.471250265071701e-05,4.471250265071701e-05
1944,1.9044379736702206e-07,4.484144613213305e-05,4.484144613213305e-05,4.484144613213305e-05
1945,1.8519974633233816e-07,4.617403932830452e-05,4.617403932830452e-05,4.617403932830452e-05
1946,1.8907940711544923e-07,4.728181322986659e-05,4.728181322986659e-05,4.728181322986659e-05
1947,1.9190001816176456e-07,4.8374165739265406e-05,4.8374165739265406e-05,4.8374165739265406e-05
1948,2.0910159191446708e-07,4.967469067196362e-05,4.967469067196362e-05,4.967469067196362e-05
1949,2.1428242494688936e-07,5.044536945726057e-05,5.044536945726057e-05,5.044536945726057e-05
1950,1.9829600717002904e-07,5.0845897931139916e-05,5.0845897931139916e-05,5.0845897931139916e-05
1951,2.157815198903076e-07,5.218060323386453e-05,5.218060323386453e-05,5.218060323386453e-05
1952,2.3245139045359663e-07,5.2597316555745367e-05,5.2597316555745367e-05,5.2597316555745367e-05
1953,2.42897320796536e-07,5.2992920245742425e-05,5.2992920245742425e-05,5.2992920245742425e-05
1954,2.565382370026522e-07,5.351048405697968e-05,5.351048405697968e-05,5.351048405697968e-05
1955,2.585289016516461e-07,5.4302035485826696e-05,5.4302035485826696e-05,5.4302035485826696e-05
1956,2.677774071051837e-07,5.480607017359164e-05,5.480607017359164e-05,5.480607017359164e-05
1957,2.7702537457636414e-07,5.4434052019912216e-05,5.4434052019912216e-05,5.4434052019912216e-05
1958,2.86691983676844e-07,5.4747269522132615e-05,5.4747269522132615e-05,5.4747269522132615e-05
1959,3.001849222528108e-07,5.5052188794694045e-05,5.5052188794694045e-05,5.5052188794694045e-05
1960,3.229563390050316e-07,5.556164770886036e-05,5.556164770886036e-05,5.556164770886036e-05
1961,3.375449182385637e-07,5.622326092894322e-05,5.622326092894322e-05,5.622326092894322e-05
1962,3.4389210717173615e-07,5.5825663626559875e-05,5.5825663626559875e-05,5.5825663626559875e-05
1963,3.50670376292328e-07,5.621274145336689e-05,5.621274145336689e-05,5.621274145336689e-05
1964,3.651419433481351e-07,5.656248426281049e-05,5.656248426281049e-05,5.656248426281049e-05
1965,3.6886454170468953e-07,5.642491097595277e-05,5.642491097595277e-05,5.642491097595277e-05
1966,3.6910487973987725e-07,5.6455752201145515e-05,5.6455752201145515e-05,5.6455752201145515e-05
1967,3.647833913029379e-07,5.689639822646443e-05,5.689639822646443e-05,5.689639822646443e-05
1968,3.6140794382585485e-07,5.6910232940156546e-05,5.6910232940156546e-05,5.6910232940156546e-05
1969,3.71567844175453e-07,5.8373370848130435e-05,5.8373370848130435e-05,5.8373370848130435e-05
1970,3.839397858687984e-07,5.933292673684524e-05,5.933292673684524e-05,5.933292673684524e-05
1971,3.956388963745537e-07,6.0643435842523884e-05,6.0643435842523884e-05,6.0643435842523884e-05
1972,4.028784823211546e-07,6.178175213530526e-05,6.178175213530526e-05,6.178175213530526e-05
1973,4.104289814677031e-07,6.325513043390986e-05,6.325513043390986e-05,6.325513043390986e-05
1974,4.1539813975889827e-07,6.501991603207509e-05,6.501991603207509e-05,6.501991603207509e-05
1975,4.4011598479950666e-07,6.64234539726749e-05,6.64234539726749e-05,6.64234539726749e-05
1976,4.493159337926045e-07,6.732559372072242e-05,6.732559372072242e-05,6.732559372072242e-05
1977,4.5414564299660144e-07,6.816137881417359e-05,6.816137881417359e-05,6.816137881417359e-05
1978,4.655229832094067e-07,6.924226701292875e-05,6.924226701292875e-05,6.924226701292875e-05
1979,4.840300269799107e-07,7.044930992248868e-05,7.044930992248868e-05,7.044930992248868e-05
1980,5.332223744452287e-07,7.127091521397233e-05,7.127091521397233e-05,7.127091521397233e-05
1981,5.592939495662514e-07,7.171282465735982e-05,7.171282465735982e-05,7.171282465735982e-05
1982,5.848410629433991e-07,7.307946673660939e-05,7.307946673660939e-05,7.307946673660939e-05
1983,6.089395948752749e-07,7.403100088205454e-05,7.403100088205454e-05,7.403100088205454e-05
1984,6.270582925286103e-07,7.524725411453151e-05,7.524725411453151e-05,7.524725411453151e-05
1985,6.467340735330904e-07,7.640700433902177e-05,7.640700433902177e-05,7.640700433902177e-05
1986,6.50506649435556e-07,7.816350781857701e-05,7.816350781857701e-05,7.816350781857701e-05
1987,6.339104824551864e-07,7.975372240512765e-05,7.975372240512765e-05,7.975372240512765e-05
1988,6.313482653500355e-07,8.13297530320207e-05,8.13297530320207e-05,8.13297530320207e-05
1989,6.128674142148936e-07,8.150123903760687e-05,8.150123903760687e-05,8.150123903760687e-05
1990,5.993339300403022e-07,8.22851455138464e-05,8.22851455138464e-05,8.22851455138464e-05
1991,6.054669045494978e-07,8.27453997252243e-05,8.27453997252243e-05,8.27453997252243e-05
1992,5.865701626005051e-07,8.398159739694424e-05,8.398159739694424e-05,8.398159739694424e-05
1993,5.856543095563081e-07,8.388111850113742e-05,8.388111850113742e-05,8.388111850113742e-05
1994,5.750463450177839e-07,8.42464723973535e-05,8.42464723973535e-05,8.42464723973535e-05
1995,5.789590724296951e-07,8.296241555529247e-05,8.296241555529247e-05,8.296241555529247e-05
1996,6.010204093139951e-07,8.405854792467185e-05,8.405854792467185e-05,8.405854792467185e-05
1997,6.134339400887256e-07,8.38259667424219e-05,8.38259667424219e-05,8.38259667424219e-05
1998,6.057696932007925e-07,8.352272873578061e-05,8.352272873578061e-05,8.352272873578061e-05
1999,6.07453979942615e-07,8.073676248646475e-05,8.073676248646475e-05,8.073676248646475e-05
2000,6.071976323645296e-07,8.016282663447782e-05,8.016282663447782e-05,8.016282663447782e-05
2001,6.086511023438237e-07,7.880537720796253e-05,7.880537720796253e-05,7.880537720796253e-05
2002,5.868457597963632e-07,7.980579123665978e-05,7.980579123665978e-05,7.980579123665978e-05
2003,5.492345362004666e-07,7.893219195206516e-05,7.893219195206516e-05,7.893219195206516e-05
2004,5.28730238004625e-07,7.707734870824165e-05,7.707734870824165e-05,7.707734870824165e-05
2005,5.041988353176359e-07,7.58100047408204e-05,7.58100047408204e-05,7.58100047408204e-05
2006,4.792532917820478e-07,7.456818795097726e-05,7.456818795097726e-05,7.456818795097726e-05
2007,4.6419196613507143e-07,7.197778592983793e-05,7.197778592983793e-05,7.197778592983793e-05
2008,4.4033621650539446e-07,7.079797381136035e-05,7.079797381136035e-05,7.079797381136035e-05
2009,4.495784488816363e-07,7.077002062162916e-05,7.077002062162916e-05,7.077002062162916e-05
2010,4.534355874901459e-07,6.879507314546831e-05,6.879507314546831e-05,6.879507314546831e-05
2011,4.411889571136791e-07,6.72818163626029e-05,6.72818163626029e-05,6.72818163626029e-05
2012,4.3605146109777184e-07,6.54613904771395e-05,6.54613904771395e-05,6.54613904771395e-05
2013,4.400791989870153e-07,6.597661350887003e-05,6.597661350887003e-05,6.597661350887003e-05
2014,4.402638101704984e-07,6.642242078669369e-05,6.642242078669369e-05,6.642242078669369e-05
2015,4.456393095811758e-07,6.633301797722067e-05,6.633301797722067e-05,6.633301797722067e-05
2016,4.418599043479584e-07,6.467824070049184e-05,6.467824070049184e-05,6.467824070049184e-05
2017,4.3239235480996285e-07,6.413297523977235e-05,6.413297523977235e-05,6.413297523977235e-05
2018,4.374923889827187e-07,6.531297112815082e-05,6.531297112815082e-05,6.531297112815082e-05
2019,4.5119392666492786e-07,6.707328066113405e-05,6.707328066113405e-05,6.707328066113405e-05
