ngram,Hop,Hpp,Hp,Hp
1868,8.24646000247802e-07,1.3770442008897987e-09,8.822304157060249e-08,8.822304157060249e-08
1869,8.126186880222772e-07,1.1380387148524867e-09,9.414958717408289e-08,9.414958717408289e-08
1870,7.979998193669806e-07,1.1674974360292062e-09,9.097154877021499e-08,9.097154877021499e-08
1871,7.780320255993242e-07,1.0733071931223748e-09,9.232339388225747e-08,9.232339388225747e-08
1872,7.800208550179377e-07,1.1142589033991917e-09,9.346384847016712e-08,9.346384847016712e-08
1873,7.77033985091943e-07,8.930607959494503e-10,9.337736628367566e-08,9.337736628367566e-08
1874,7.750602516612812e-07,7.167392314576051e-10,9.461184800686948e-08,9.461184800686948e-08
1875,8.176367763163788e-07,6.672308657965484e-10,9.340010771146418e-08,9.340010771146418e-08
1876,8.559104246939699e-07,1.0876287767239541e-09,8.58022894638972e-08,8.58022894638972e-08
1877,8.653795638175714e-07,7.905012795144423e-10,8.784600526366506e-08,8.784600526366506e-08
1878,8.987498988842293e-07,8.630719987896234e-10,8.846867517929371e-08,8.846867517929371e-08
1879,9.041074885577213e-07,8.221202885128065e-10,8.604040350032197e-08,8.604040350032197e-08
1880,9.350118180658942e-07,1.5127406113471915e-09,8.581821374166663e-08,8.581821374166663e-08
1881,9.402671301878789e-07,1.5045654920355288e-09,8.821066087096239e-08,8.821066087096239e-08
1882,9.381763642782712e-07,1.5616791946916818e-09,9.296384665244009e-08,9.296384665244009e-08
1883,9.262815053391802e-07,1.1980632795362466e-09,9.333290153433285e-08,9.333290153433285e-08
1884,9.537136439316133e-07,1.1409077928435453e-09,9.341603807959992e-08,9.341603807959992e-08
1885,9.48776711798668e-07,1.358569863750349e-09,9.321778244546814e-08,9.321778244546814e-08
1886,9.740489385226932e-07,1.772399088606491e-09,9.51939053298442e-08,9.51939053298442e-08
1887,9.653137291414687e-07,1.3028505139813161e-09,9.602042082081295e-08,9.602042082081295e-08
1888,9.68328387378798e-07,1.5683161753392888e-09,9.292058069019862e-08,9.292058069019862e-08
1889,9.60600719476393e-07,2.1253598246419513e-09,9.07723095419247e-08,9.07723095419247e-08
1890,9.687673647411948e-07,2.0795833230050474e-09,9.310153359365358e-08,9.310153359365358e-08
1891,9.465748657281178e-07,2.1318691970481243e-09,9.123429427810542e-08,9.123429427810542e-08
1892,9.284663471070027e-07,2.021409063944292e-09,9.03646823400907e-08,9.03646823400907e-08
1893,8.954920482600366e-07,1.60757983908815e-09,9.211590829798816e-08,9.211590829798816e-08
1894,8.87669671101321e-07,1.850435336704846e-09,9.608880548382461e-08,9.608880548382461e-08
1895,8.82929392836169e-07,1.5745752876153825e-09,9.665711177474026e-08,9.665711177474026e-08
1896,9.061153524011647e-07,1.3272918557889162e-09,9.870296833826484e-08,9.870296833826484e-08
1897,9.039435115352847e-07,1.5553517997344913e-09,9.890471476735132e-08,9.890471476735132e-08
1898,8.966604809756973e-07,1.4767785645147008e-09,9.984551496700078e-08,9.984551496700078e-08
1899,9.239658912260243e-07,1.3698615337303416e-09,1.036078184516295e-07,1.036078184516295e-07
1900,9.443369322070794e-07,1.4240733473399762e-09,1.0595811314065681e-07,1.0595811314065681e-07
1901,9.530933441835389e-07,1.1486496634801772e-09,1.1081117686931716e-07,1.1081117686931716e-07
1902,9.432734243221473e-07,1.2135699072641464e-09,1.147494929552652e-07,1.147494929552652e-07
1903,9.30083867193129e-07,8.384592464771856e-10,1.2533137143983758e-07,1.2533137143983758e-07
1904,9.33728886463671e-07,6.073691430749254e-10,1.2963157506159666e-07,1.2963157506159666e-07
1905,9.908079050546803e-07,5.878300029278044e-10,1.6519055025453e-07,1.6519055025453e-07
1906,9.864448640785537e-07,5.304893627552535e-10,1.6721230216327448e-07,1.6721230216327448e-07
1907,9.936090837722337e-07,5.348782448701326e-10,1.7166352555315306e-07,1.7166352555315306e-07
1908,9.930719297049758e-07,4.149969495032784e-10,1.6807474878532958e-07,1.6807474878532958e-07
1909,1.0106577000052702e-06,3.84029534363149e-10,1.7830806850075272e-07,1.7830806850075272e-07
1910,1.0182136033368546e-06,4.4856847601439295e-10,1.8316603700441192e-07,1.8316603700441192e-07
1911,1.0290118552802596e-06,5.407865702863493e-10,1.9562807957689593e-07,1.9562807957689593e-07
1912,9.919062417143972e-07,4.773008536026627e-10,1.7994117992462373e-07,1.7994117992462373e-07
1913,9.815460982411293e-07,4.760837864809758e-10,1.9383119414279853e-07,1.9383119414279853e-07
1914,9.565808747018828e-07,4.905655356141863e-10,2.0639581066461687e-07,2.0639581066461687e-07
1915,9.467088862688147e-07,5.016368858000244e-10,2.2244419385840176e-07,2.2244419385840176e-07
1916,9.366643780595041e-07,4.766165745803289e-10,2.3576625096666248e-07,2.3576625096666248e-07
1917,9.154802731765293e-07,4.0813081188449477e-10,2.4734884870472993e-07,2.4734884870472993e-07
1918,9.21294364226404e-07,2.971119749038488e-10,2.6332512805181197e-07,2.6332512805181197e-07
1919,9.157032780292087e-07,2.9648689158540924e-10,2.730228751650949e-07,2.730228751650949e-07
1920,9.413893167220522e-07,4.213989018841957e-10,2.833847016095855e-07,2.833847016095855e-07
1921,9.648596070681897e-07,5.450977149815525e-10,2.972304611960551e-07,2.972304611960551e-07
1922,1.0101412775449198e-06,6.103118665207979e-10,3.087545223934285e-07,3.087545223934285e-07
1923,1.044516571775083e-06,7.02975366409905e-10,3.1092544970436264e-07,3.1092544970436264e-07
1924,1.0703593034122605e-06,7.727300188609121e-10,3.177944612226773e-07,3.177944612226773e-07
1925,1.0684061148172726e-06,8.359902413181328e-10,3.2248679612426455e-07,3.2248679612426455e-07
1926,1.0804755317751967e-06,9.538337421486987e-10,3.2390585959417096e-07,3.2390585959417096e-07
1927,1.108621177081659e-06,1.0192692245780677e-09,3.3360635549278026e-07,3.3360635549278026e-07
1928,1.1093146992737144e-06,1.0962018118628895e-09,3.374588979048505e-07,3.374588979048505e-07
1929,1.0672118589484723e-06,1.431724183653671e-09,3.407545818845392e-07,3.407545818845392e-07
1930,1.0487408660862587e-06,1.4178665305334244e-09,3.3975780817334975e-07,3.3975780817334975e-07
1931,1.0514473761499436e-06,1.5038114721731078e-09,3.2189955285437985e-07,3.2189955285437985e-07
1932,1.044055116900771e-06,1.6955097246830674e-09,3.0778436967336476e-07,3.0778436967336476e-07
1933,1.0202592112104218e-06,1.743553404828394e-09,3.3073440468862305e-07,3.3073440468862305e-07
1934,9.571282362230704e-07,1.9882654966885127e-09,3.1748556799422137e-07,3.1748556799422137e-07
1935,9.444043728633135e-07,2.0256643108927464e-09,3.122421889299533e-07,3.122421889299533e-07
1936,9.445412355749536e-07,1.6917962031293143e-09,3.057231014379015e-07,3.057231014379015e-07
1937,9.337192961668604e-07,1.7848683800788682e-09,3.019351209689246e-07,3.019351209689246e-07
1938,8.840110094102524e-07,1.7317508221077154e-09,3.169727368198697e-07,3.169727368198697e-07
1939,8.560921287426027e-07,1.4978199196808666e-09,3.232381240130573e-07,3.232381240130573e-07
1940,8.274355504259542e-07,1.4440750698404718e-09,2.949689214152126e-07,2.949689214152126e-07
1941,8.088436353708468e-07,1.0222961366324057e-09,3.1043747737515203e-07,3.1043747737515203e-07
1942,7.724620201900377e-07,8.108156606440836e-10,3.153114310602437e-07,3.153114310602437e-07
1943,7.523779329078804e-07,7.071602787472082e-10,3.2011818770375354e-07,3.2011818770375354e-07
1944,7.438920062798258e-07,5.810638200757065e-10,3.2413447976458496e-07,3.2413447976458496e-07
1945,7.562076445667896e-07,5.443974200008179e-10,3.1894301092246937e-07,3.1894301092246937e-07
1946,7.579291475069892e-07,5.938979942752911e-10,3.246015946193178e-07,3.246015946193178e-07
1947,7.697450996602129e-07,5.384802762417199e-10,3.354599584781681e-07,3.354599584781681e-07
1948,7.711193380341033e-07,5.964017097641922e-10,3.2535630469153277e-07,3.2535630469153277e-07
1949,7.783528498553746e-07,6.83837316138382e-10,3.2085699785966426e-07,3.2085699785966426e-07
1950,7.642718579908043e-07,8.947302977878126e-10,3.188864557809471e-07,3.188864557809471e-07
1951,7.482469754904741e-07,9.346886994546617e-10,3.196520676088507e-07,3.196520676088507e-07
1952,7.207037567370987e-07,1.0761008354239924e-09,3.203817868779879e-07,3.203817868779879e-07
1953,6.967011683757716e-07,1.3219754100925384e-09,3.172921318699602e-07,3.172921318699602e-07
1954,6.774215210368441e-07,1.3097292932735221e-09,3.0788575600126933e-07,3.0788575600126933e-07
1955,6.764550448679074e-07,1.7025396013638426e-09,3.1497773989030975e-07,3.1497773989030975e-07
1956,6.651121923693739e-07,1.569343833456622e-09,3.2310855350000824e-07,3.2310855350000824e-07
1957,6.663137729187188e-07,1.4939563594155e-09,3.417118940823067e-07,3.417118940823067e-07
1958,6.596600396083627e-07,1.485228935869744e-09,3.5714773259444753e-07,3.5714773259444753e-07
1959,6.536800226188331e-07,1.3967909011964557e-09,3.741537609260247e-07,3.741537609260247e-07
1960,6.537650928554026e-07,1.3057363722003755e-09,3.8700381261540837e-07,3.8700381261540837e-07
1961,6.629911695199553e-07,2.456753233388247e-09,4.087830640336116e-07,4.087830640336116e-07
1962,6.561857130041712e-07,2.6517588006377426e-09,4.20907428276353e-07,4.20907428276353e-07
1963,6.615577409060538e-07,2.8553870537858674e-09,4.3504925071959276e-07,4.3504925071959276e-07
1964,6.462278991291117e-07,3.153620317267577e-09,4.297315691863852e-07,4.297315691863852e-07
1965,6.443884460947759e-07,3.531333527183124e-09,4.375999042492497e-07,4.375999042492497e-07
1966,6.50550540675405e-07,3.771407472033925e-09,4.4033361794910366e-07,4.4033361794910366e-07
1967,6.542191986877047e-07,4.277941207624687e-09,4.4914420576398175e-07,4.4914420576398175e-07
1968,6.556388711942418e-07,3.394090278671261e-09,4.5364618423653677e-07,4.5364618423653677e-07
1969,6.459174122548055e-07,3.313248849881997e-09,4.536574270527386e-07,4.536574270527386e-07
1970,6.243900949292376e-07,3.397759438885016e-09,4.499982618913886e-07,4.499982618913886e-07
1971,6.339251236957872e-07,3.306002741406847e-09,4.547064723478148e-07,4.547064723478148e-07
1972,6.45137894090502e-07,2.977691268161006e-09,4.6577700020731883e-07,4.6577700020731883e-07
1973,6.707761274680836e-07,3.0117550675612392e-09,4.7415835118564633e-07,4.7415835118564633e-07
1974,6.777386098682265e-07,2.4466527375517036e-09,4.655689614147767e-07,4.655689614147767e-07
1975,6.978621464830732e-07,2.6519465829671115e-09,4.5432320965638997e-07,4.5432320965638997e-07
1976,7.204779909183603e-07,2.3086015004431762e-09,4.5320334558190165e-07,4.5320334558190165e-07
1977,7.633953730744127e-07,2.5284394260844626e-09,4.430138825942517e-07,4.430138825942517e-07
1978,8.051954897122673e-07,2.6005066988687986e-09,4.4342895729901753e-07,4.4342895729901753e-07
1979,8.297077930105193e-07,2.8422460258375234e-09,4.2575658198984456e-07,4.2575658198984456e-07
1980,8.251988024962234e-07,2.789617965197928e-09,4.2567186093427676e-07,4.2567186093427676e-07
1981,8.220622070049493e-07,3.425725909294337e-09,4.270697908330996e-07,4.270697908330996e-07
1982,7.851575105632946e-07,3.318271578147046e-09,4.381375211843468e-07,4.381375211843468e-07
1983,7.712227605744764e-07,3.720562715057797e-09,4.352357661576077e-07,4.352357661576077e-07
1984,7.235031651881789e-07,3.739410812743569e-09,4.39803699237018e-07,4.39803699237018e-07
1985,6.76428133569321e-07,4.816078710437718e-09,4.284957770193744e-07,4.284957770193744e-07
1986,6.365269363024189e-07,5.398836203493065e-09,4.209135145824153e-07,4.209135145824153e-07
1987,5.989009131163974e-07,5.752751830456759e-09,4.058306737014001e-07,4.058306737014001e-07
1988,5.80375919006266e-07,5.600381967697996e-09,3.955535662823552e-07,3.955535662823552e-07
1989,5.914255163068966e-07,5.973130244387091e-09,3.7934518916569816e-07,3.7934518916569816e-07
1990,5.808868844984058e-07,5.694527643080554e-09,3.67221982092555e-07,3.67221982092555e-07
1991,6.158779959670418e-07,5.50798686026001e-09,3.5502380261017865e-07,3.5502380261017865e-07
1992,6.318716145869985e-07,4.483350674837945e-09,3.5195597141474924e-07,3.5195597141474924e-07
1993,6.39990348970189e-07,3.9081414929650495e-09,3.5184025851516966e-07,3.5184025851516966e-07
1994,6.752930679405316e-07,3.797189166273743e-09,3.480796603331068e-07,3.480796603331068e-07
1995,7.189968625555463e-07,3.5075260156653646e-09,3.372066146312136e-07,3.372066146312136e-07
1996,7.44168119126698e-07,2.9095499660363497e-09,3.2315414598217883e-07,3.2315414598217883e-07
1997,7.789835438286121e-07,2.8531209141289894e-09,3.181104010049499e-07,3.181104010049499e-07
1998,8.063728955676197e-07,2.7594097483176127e-09,3.1266627534673065e-07,3.1266627534673065e-07
1999,8.477200107595959e-07,2.657165344897651e-09,3.01622082231136e-07,3.01622082231136e-07
2000,9.016008480752394e-07,2.609637331626605e-09,2.874318048335616e-07,2.874318048335616e-07
2001,9.635538244115845e-07,2.3380820454324944e-09,2.7519732676799844e-07,2.7519732676799844e-07
2002,1.0163196455843199e-06,2.1954205120522374e-09,2.680098743569813e-07,2.680098743569813e-07
2003,1.106718652213853e-06,2.2831934755527884e-09,2.669873992999783e-07,2.669873992999783e-07
2004,1.168703339057434e-06,2.219131925837051e-09,2.5672346331313225e-07,2.5672346331313225e-07
2005,1.2473184207400273e-06,2.251582761506451e-09,2.412586184163956e-07,2.412586184163956e-07
2006,1.2921212178948086e-06,2.0249694778127848e-09,2.2558726543918185e-07,2.2558726543918185e-07
2007,1.3192202784141825e-06,1.7471992662189605e-09,2.1204357990102706e-07,2.1204357990102706e-07
2008,1.3377383376272128e-06,1.5503195156212663e-09,1.9914263508066403e-07,1.9914263508066403e-07
2009,1.3365631243037309e-06,1.6725984962130879e-09,2.0503715956822687e-07,2.0503715956822687e-07
2010,1.314427078926071e-06,1.6527126572058697e-09,1.999325291990317e-07,1.999325291990317e-07
2011,1.334384868252008e-06,1.609293230421725e-09,1.850262784890739e-07,1.850262784890739e-07
2012,1.339582906569246e-06,1.5380504726967915e-09,1.773454881361301e-07,1.773454881361301e-07
2013,1.3855498569422968e-06,1.502398071030951e-09,1.7280117146713435e-07,1.7280117146713435e-07
2014,1.389888568935151e-06,1.4998269055282216e-09,1.6558578457599132e-07,1.6558578457599132e-07
2015,1.3898076401476698e-06,1.4058437945520451e-09,1.5724259989318462e-07,1.5724259989318462e-07
2016,1.4129691732835324e-06,1.1304886273131943e-09,1.3651137261864017e-07,1.3651137261864017e-07
2017,1.4314520626612648e-06,9.750161095167797e-10,1.2343690040476454e-07,1.2343690040476454e-07
2018,1.4325377378554548e-06,8.775483062439804e-10,1.2395967416978237e-07,1.2395967416978237e-07
2019,1.4099670408995735e-06,6.390426035562946e-10,1.2154210793369202e-07,1.2154210793369202e-07
