ngram,Hop,Hpp,Hp,Hp
1573,1.2023581023510945e-06,0.0,0.0,0.0
1574,5.199607845237811e-07,0.0,0.0,0.0
1575,5.199607845237811e-07,0.0,0.0,0.0
1576,5.199607845237811e-07,0.0,0.0,0.0
1577,5.199607845237811e-07,0.0,0.0,0.0
1578,5.199607845237811e-07,0.0,0.0,0.0
1579,0.0,0.0,0.0,0.0
1580,0.0,0.0,0.0,0.0
1581,5.933073745317026e-07,0.0,0.0,0.0
1582,5.933073745317026e-07,0.0,0.0,0.0
1583,5.933073745317026e-07,0.0,0.0,0.0
1584,5.933073745317026e-07,0.0,0.0,0.0
1585,5.933073745317026e-07,0.0,0.0,0.0
1586,5.933073745317026e-07,0.0,0.0,0.0
1587,5.933073745317026e-07,0.0,0.0,0.0
1588,0.0,0.0,0.0,0.0
1589,0.0,0.0,0.0,0.0
1590,0.0,0.0,0.0,0.0
1591,0.0,0.0,0.0,0.0
1592,0.0,0.0,0.0,0.0
1593,2.2327672663128135e-07,0.0,0.0,0.0
1594,2.2327672663128135e-07,0.0,0.0,0.0
1595,6.740738172084093e-07,0.0,0.0,0.0
1596,6.740738172084093e-07,0.0,2.1041822557370843e-07,2.1041822557370843e-07
1597,1.037260095212592e-06,0.0,4.525424109098302e-07,4.525424109098302e-07
1598,1.0814940115519027e-06,0.0,4.525424109098302e-07,4.525424109098302e-07
1599,1.0814940115519027e-06,0.0,5.704535591835988e-07,5.704535591835988e-07
1600,1.0712294543476934e-06,0.0,5.704535591835988e-07,5.704535591835988e-07
1601,1.0712294543476934e-06,0.0,5.704535591835988e-07,5.704535591835988e-07
1602,6.204323637705654e-07,0.0,5.704535591835988e-07,5.704535591835988e-07
1603,1.0325424731101002e-06,0.0,3.6003533360989035e-07,3.6003533360989035e-07
1604,6.693561951059175e-07,0.0,1.1791114827376856e-07,1.1791114827376856e-07
1605,6.251222787666068e-07,0.0,1.1791114827376856e-07,1.1791114827376856e-07
1606,6.251222787666068e-07,0.0,8.008010711689297e-08,8.008010711689297e-08
1607,4.121101093395347e-07,0.0,8.008010711689297e-08,8.008010711689297e-08
1608,4.121101093395347e-07,0.0,8.008010711689297e-08,8.008010711689297e-08
1609,4.121101093395347e-07,0.0,8.008010711689297e-08,8.008010711689297e-08
1610,0.0,0.0,8.008010711689297e-08,8.008010711689297e-08
1611,0.0,0.0,8.008010711689297e-08,8.008010711689297e-08
1612,0.0,0.0,8.008010711689297e-08,8.008010711689297e-08
1613,0.0,0.0,0.0,0.0
1614,0.0,0.0,3.296097474958515e-07,3.296097474958515e-07
1615,0.0,0.0,3.296097474958515e-07,3.296097474958515e-07
1616,0.0,0.0,3.296097474958515e-07,3.296097474958515e-07
1617,0.0,0.0,3.296097474958515e-07,3.296097474958515e-07
1618,9.847713857068032e-08,0.0,3.296097474958515e-07,3.296097474958515e-07
1619,3.2354613819864297e-07,0.0,3.296097474958515e-07,3.296097474958515e-07
1620,7.265017935813895e-07,0.0,3.296097474958515e-07,3.296097474958515e-07
1621,9.049197891337306e-07,0.0,0.0,0.0
1622,9.049197891337306e-07,0.0,0.0,0.0
1623,9.049197891337306e-07,0.0,0.0,0.0
1624,1.5022485594532294e-06,0.0,5.973287703194988e-07,5.973287703194988e-07
1625,1.4037714208825491e-06,0.0,5.973287703194988e-07,5.973287703194988e-07
1626,1.1787024212545866e-06,0.0,5.973287703194988e-07,5.973287703194988e-07
1627,9.355181061567106e-07,0.0,5.973287703194988e-07,5.973287703194988e-07
1628,8.22611736696542e-07,0.0,5.973287703194988e-07,5.973287703194988e-07
1629,9.051410805633558e-07,0.0,5.973287703194988e-07,5.973287703194988e-07
1630,9.913900791096758e-07,0.0,7.69826767412139e-07,7.69826767412139e-07
1631,3.940613087901771e-07,0.0,1.7249799709264023e-07,1.7249799709264023e-07
1632,4.856874430255889e-07,0.0,1.7249799709264023e-07,1.7249799709264023e-07
1633,6.22780240584169e-07,0.0,3.095907946512203e-07,3.095907946512203e-07
1634,4.630089002992983e-07,0.0,3.095907946512203e-07,3.095907946512203e-07
1635,3.974972742071259e-07,0.0,3.919105081097639e-07,3.919105081097639e-07
1636,3.1496793034031203e-07,0.0,3.919105081097639e-07,3.919105081097639e-07
1637,3.7503918650015423e-07,0.0,2.1941251101712363e-07,2.1941251101712363e-07
1638,7.117143760686824e-07,0.0,2.8674754811878043e-07,2.8674754811878043e-07
1639,6.97958471716577e-07,0.0,3.6461777800208696e-07,3.6461777800208696e-07
1640,6.636737290526591e-07,0.0,2.2752498044350693e-07,2.2752498044350693e-07
1641,7.831179037306615e-07,0.0,2.872470677825082e-07,2.872470677825082e-07
1642,9.990175726670714e-07,0.0,3.128771887921695e-07,3.128771887921695e-07
1643,1.0893400193318875e-06,0.0,5.838445369071061e-07,5.838445369071061e-07
1644,1.0346812311062031e-06,0.0,5.838445369071061e-07,5.838445369071061e-07
1645,7.471228725210364e-07,0.0,5.656263307888107e-07,5.656263307888107e-07
1646,7.699910530131351e-07,0.0,6.892329216563147e-07,6.892329216563147e-07
1647,6.671829981184731e-07,0.0,7.932784740205534e-07,7.932784740205534e-07
1648,1.0520804007033542e-06,0.0,7.794056224546304e-07,7.794056224546304e-07
1649,8.361807317669445e-07,0.0,8.279113379623076e-07,8.279113379623076e-07
1650,8.77618698983237e-07,0.0,5.569439898473709e-07,5.569439898473709e-07
1651,9.149574761327781e-07,0.0,7.289443146873964e-07,7.289443146873964e-07
1652,1.1441976377162583e-06,0.0,6.79827483704035e-07,6.79827483704035e-07
1653,1.1188350055947791e-06,0.0,5.537264412071506e-07,5.537264412071506e-07
1654,1.2018013779067717e-06,0.0,4.496808888429119e-07,4.496808888429119e-07
1655,6.974598006438879e-07,0.0,6.362438317150268e-07,6.362438317150268e-07
1656,7.427671318639893e-07,0.0,4.797882817391448e-07,4.797882817391448e-07
1657,6.666155830511602e-07,0.0,5.075927142732845e-07,5.075927142732845e-07
1658,5.912309737660897e-07,0.0,4.428236581231561e-07,4.428236581231561e-07
1659,3.4504116643217587e-07,0.0,4.428236581231561e-07,4.428236581231561e-07
1660,5.101897885749298e-07,0.0,3.6744787986923e-07,3.6744787986923e-07
1661,5.615942342274138e-07,0.0,3.6744787986923e-07,3.6744787986923e-07
1662,6.021940939555342e-07,0.0,1.350357012240368e-07,1.350357012240368e-07
1663,5.568867627354328e-07,0.0,1.350357012240368e-07,1.350357012240368e-07
1664,5.405808788542085e-07,0.0,1.858372310640074e-07,1.858372310640074e-07
1665,6.192400913310589e-07,0.0,1.2269757933479143e-07,1.2269757933479143e-07
1666,7.069180948552198e-07,0.0,1.2269757933479143e-07,1.2269757933479143e-07
1667,5.96202957987251e-07,0.0,1.2269757933479143e-07,1.2269757933479143e-07
1668,5.055853559302445e-07,0.0,1.2269757933479143e-07,1.2269757933479143e-07
1669,5.548477710297967e-07,0.0,1.2269757933479143e-07,1.2269757933479143e-07
1670,5.548477710297967e-07,0.0,1.6134674751810962e-07,1.6134674751810962e-07
1671,6.719855605297198e-07,0.0,1.6096117048748836e-07,1.6096117048748836e-07
1672,5.889119165658485e-07,0.0,1.1686955352680733e-07,1.1686955352680733e-07
1673,6.917525589804947e-07,0.0,1.1686955352680733e-07,1.1686955352680733e-07
1674,7.896569595037103e-07,0.0,1.1686955352680733e-07,1.1686955352680733e-07
1675,1.2263627370755006e-06,0.0,1.1686955352680733e-07,1.1686955352680733e-07
1676,1.308286503639725e-06,0.0,1.5981606387478158e-07,1.5981606387478158e-07
1677,1.4762174893283891e-06,0.0,1.5475309364124508e-07,1.5475309364124508e-07
1678,2.3953795838289286e-06,0.0,1.362884225792576e-07,1.362884225792576e-07
1679,2.438465457998973e-06,0.0,1.593601918362505e-07,1.593601918362505e-07
1680,2.2881873422063237e-06,0.0,2.136659783705649e-07,2.136659783705649e-07
1681,2.194728762918073e-06,0.0,2.3604182583117757e-07,2.3604182583117757e-07
1682,1.8352359672592553e-06,0.0,2.5620285880125137e-07,2.5620285880125137e-07
1683,1.8399877522564826e-06,0.0,2.5739080505055814e-07,2.5739080505055814e-07
1684,1.7304999257053818e-06,0.0,2.2380460710077647e-07,2.2380460710077647e-07
1685,6.953087238668689e-07,0.0,2.6507804916166477e-07,2.6507804916166477e-07
1686,6.030216468388971e-07,0.0,2.972646931149419e-07,2.972646931149419e-07
1687,6.542141964668449e-07,0.0,3.253590859588128e-07,3.253590859588128e-07
1688,5.19959111703169e-07,0.0,3.4957481683964685e-07,3.4957481683964685e-07
1689,5.252775931044848e-07,0.0,3.609849536750127e-07,3.609849536750127e-07
1690,4.941318008734794e-07,0.0,3.168504970777316e-07,3.168504970777316e-07
1691,4.846207478489564e-07,0.0,3.413165501342519e-07,3.413165501342519e-07
1692,5.152132221805264e-07,0.0,3.1129153147243673e-07,3.1129153147243673e-07
1693,5.465644160754632e-07,0.0,2.560331182621667e-07,2.560331182621667e-07
1694,1.7153983488274856e-06,0.0,1.9801848947866218e-07,1.9801848947866218e-07
1695,1.8704663834309291e-06,0.0,2.2896092843893712e-07,2.2896092843893712e-07
1696,1.901641157685065e-06,0.0,2.603735416479529e-07,2.603735416479529e-07
1697,1.866455243819993e-06,0.0,3.1180306336864305e-07,3.1180306336864305e-07
1698,1.9212358393718077e-06,0.0,3.2882209260216247e-07,3.2882209260216247e-07
1699,1.9417184883455515e-06,0.0,2.839570356627519e-07,2.839570356627519e-07
1700,2.1573264997901527e-06,0.0,3.489462991573029e-07,3.489462991573029e-07
1701,1.0388939699623734e-06,0.0,3.7289454521019903e-07,3.7289454521019903e-07
1702,9.916923724111776e-07,0.0,3.433011670495034e-07,3.433011670495034e-07
1703,8.673565495038409e-07,0.0,3.355234322758146e-07,3.355234322758146e-07
1704,9.56371069703112e-07,0.0,3.2740274491516175e-07,3.2740274491516175e-07
1705,1.3197064073925243e-06,0.0,3.133910776601364e-07,3.133910776601364e-07
1706,1.3832749873797314e-06,0.0,3.3155352850501784e-07,3.3155352850501784e-07
1707,1.2578403121616638e-06,0.0,2.9086917103476093e-07,2.9086917103476093e-07
1708,1.2092349176587698e-06,0.0,2.8111884375903173e-07,2.8111884375903173e-07
1709,1.3899688846257568e-06,0.0,2.9330328337502057e-07,2.9330328337502057e-07
1710,1.4257053473037168e-06,0.0,2.5531225844588334e-07,2.5531225844588334e-07
1711,1.3524849821676201e-06,0.0,2.798497230774696e-07,2.798497230774696e-07
1712,1.037524823134715e-06,0.0,3.1755682934025184e-07,3.1755682934025184e-07
1713,1.953452933126495e-06,0.0,3.4898140199857153e-07,3.4898140199857153e-07
1714,1.956359337132848e-06,0.0,3.629629381813564e-07,3.629629381813564e-07
1715,2.363113675788294e-06,0.0,3.809912344974821e-07,3.809912344974821e-07
1716,2.2781773135907964e-06,8.854958163543155e-09,3.297211139040103e-07,3.297211139040103e-07
1717,2.30865548798777e-06,8.854958163543155e-09,3.507131184830671e-07,3.507131184830671e-07
1718,2.329748586557149e-06,8.854958163543155e-09,3.2157560018016997e-07,3.2157560018016997e-07
1719,2.3883765801916264e-06,8.854958163543155e-09,3.0248917580268297e-07,3.0248917580268297e-07
1720,1.4714322885213602e-06,8.854958163543155e-09,2.9925209738783973e-07,2.9925209738783973e-07
1721,1.7236838516510034e-06,8.854958163543155e-09,3.0476594555953594e-07,3.0476594555953594e-07
1722,1.3538125602151143e-06,8.854958163543155e-09,3.022472867542092e-07,3.022472867542092e-07
1723,1.5391846172211184e-06,0.0,3.427937380300656e-07,3.427937380300656e-07
1724,1.8214561318278096e-06,0.0,3.280703891407809e-07,3.280703891407809e-07
1725,2.159657664638611e-06,0.0,2.9671456149214593e-07,2.9671456149214593e-07
1726,4.178178528491117e-06,0.0,2.6978295762449177e-07,2.6978295762449177e-07
1727,4.34574699933624e-06,0.0,2.3835022793556554e-07,2.3835022793556554e-07
1728,4.377276776982139e-06,0.0,2.2694773857015855e-07,2.2694773857015855e-07
1729,4.46350454045127e-06,0.0,2.2383044547983184e-07,2.2383044547983184e-07
1730,4.6800280740301655e-06,0.0,2.6444465005072614e-07,2.6444465005072614e-07
1731,4.4656200413685705e-06,0.0,2.6882792931408925e-07,2.6882792931408925e-07
1732,4.969171884892733e-06,0.0,3.1154316713712304e-07,3.1154316713712304e-07
1733,2.9366286915839216e-06,0.0,3.134549818436686e-07,3.134549818436686e-07
1734,3.162164603054407e-06,0.0,2.982073437708875e-07,2.982073437708875e-07
1735,2.9414931889602613e-06,0.0,2.9167724692667563e-07,2.9167724692667563e-07
1736,3.6025197199965727e-06,0.0,2.792877081349486e-07,2.792877081349486e-07
1737,3.266903588285329e-06,0.0,2.1695860701648989e-07,2.1695860701648989e-07
1738,3.1765872644687728e-06,0.0,2.1105891383805491e-07,2.1105891383805491e-07
1739,2.472061160980437e-06,0.0,2.223781357153192e-07,2.223781357153192e-07
1740,2.8444007723140075e-06,0.0,2.5371477972514966e-07,2.5371477972514966e-07
1741,3.1646944031698306e-06,0.0,2.39788823210217e-07,2.39788823210217e-07
1742,3.162097341048918e-06,0.0,2.4580798095387634e-07,2.4580798095387634e-07
1743,2.4740857773914674e-06,0.0,2.5537867490551693e-07,2.5537867490551693e-07
1744,2.418417182070698e-06,0.0,2.8572494820926817e-07,2.8572494820926817e-07
1745,2.474074855334558e-06,0.0,2.8900398721784117e-07,2.8900398721784117e-07
1746,2.3142036330422603e-06,0.0,2.9730825445994924e-07,2.9730825445994924e-07
1747,2.331610841922936e-06,0.0,3.114437307414976e-07,3.114437307414976e-07
1748,1.5770053291167381e-06,0.0,3.3231861656141906e-07,3.3231861656141906e-07
1749,1.4763013008892552e-06,0.0,3.301634369076315e-07,3.301634369076315e-07
1750,1.3570399265258208e-06,0.0,3.149937819151611e-07,3.149937819151611e-07
1751,1.3926047261390652e-06,0.0,3.1763635125311597e-07,3.1763635125311597e-07
1752,1.3809179222334933e-06,0.0,3.313759476343746e-07,3.313759476343746e-07
1753,1.3369381365789325e-06,0.0,2.818016773582193e-07,2.818016773582193e-07
1754,9.429649269675013e-07,0.0,2.3199152414982954e-07,2.3199152414982954e-07
1755,9.110527067995073e-07,0.0,2.1850047561753983e-07,2.1850047561753983e-07
1756,1.075721513643657e-06,0.0,2.1608802874035454e-07,2.1608802874035454e-07
1757,1.0891755225981927e-06,0.0,2.257324425158913e-07,2.257324425158913e-07
1758,1.0599743437264157e-06,0.0,2.1167085861861779e-07,2.1167085861861779e-07
1759,1.1026214029438312e-06,0.0,2.144304969777165e-07,2.144304969777165e-07
1760,1.1339291745571245e-06,0.0,2.3689495926808896e-07,2.3689495926808896e-07
1761,1.0386068782151727e-06,0.0,2.4791435951751086e-07,2.4791435951751086e-07
1762,1.0488952040889541e-06,0.0,2.7425171619402787e-07,2.7425171619402787e-07
1763,9.901778201180735e-07,0.0,2.72480552406965e-07,2.72480552406965e-07
1764,1.0093757591026327e-06,0.0,2.5514494187258864e-07,2.5514494187258864e-07
1765,9.47897279144984e-07,0.0,2.3505784594947598e-07,2.3505784594947598e-07
1766,9.034307514152065e-07,0.0,2.2052072422086765e-07,2.2052072422086765e-07
1767,9.153224352433296e-07,0.0,2.132728797375551e-07,2.132728797375551e-07
1768,9.201016512504014e-07,0.0,1.9892826738246834e-07,1.9892826738246834e-07
1769,9.568367675326174e-07,0.0,1.807407079874273e-07,1.807407079874273e-07
1770,9.050258102303945e-07,0.0,1.9267061495449006e-07,1.9267061495449006e-07
1771,1.0149490614302131e-06,0.0,2.0159886864641002e-07,2.0159886864641002e-07
1772,9.744126958009604e-07,0.0,1.882526023320809e-07,1.882526023320809e-07
1773,9.539931186606867e-07,0.0,1.7142494864888898e-07,1.7142494864888898e-07
1774,9.345500870949763e-07,0.0,1.52125700481065e-07,1.52125700481065e-07
1775,1.338146619543425e-06,0.0,1.5026939438809806e-07,1.5026939438809806e-07
1776,1.2969995363424199e-06,0.0,1.4455201429492653e-07,1.4455201429492653e-07
1777,1.2695052110497533e-06,0.0,1.2750038739081253e-07,1.2750038739081253e-07
1778,1.0969790683442885e-06,0.0,1.2943088328094226e-07,1.2943088328094226e-07
1779,1.0859461911292913e-06,0.0,1.3930564486080194e-07,1.3930564486080194e-07
1780,1.0883419788245062e-06,0.0,1.7355854911979156e-07,1.7355854911979156e-07
1781,1.0988669276100284e-06,1.9125168750276445e-09,1.8621152264586271e-07,1.8621152264586271e-07
1782,7.65996998909811e-07,1.9125168750276445e-09,1.919218338538745e-07,1.919218338538745e-07
1783,8.770896816453647e-07,1.9125168750276445e-09,2.006672648998834e-07,2.006672648998834e-07
1784,8.560852669298973e-07,1.9125168750276445e-09,2.0187905087303599e-07,2.0187905087303599e-07
1785,8.436460632310627e-07,1.9125168750276445e-09,1.7381479620683293e-07,1.7381479620683293e-07
1786,8.620244987663941e-07,1.9125168750276445e-09,1.6550070723399456e-07,1.6550070723399456e-07
1787,8.925039074776058e-07,1.9125168750276445e-09,1.453607306903645e-07,1.453607306903645e-07
1788,1.024691231675336e-06,0.0,1.349647068390628e-07,1.349647068390628e-07
1789,1.0416722773243237e-06,0.0,1.42130721160681e-07,1.42130721160681e-07
1790,1.0183498123491778e-06,0.0,1.282590602613709e-07,1.282590602613709e-07
1791,1.1011369411205254e-06,0.0,1.3702797778997982e-07,1.3702797778997982e-07
1792,1.2371535750129884e-06,0.0,1.4743781966736996e-07,1.4743781966736996e-07
1793,1.380368376300924e-06,0.0,1.465010472299712e-07,1.465010472299712e-07
1794,1.4384931838711573e-06,0.0,1.409690822486352e-07,1.409690822486352e-07
1795,1.3842552724392071e-06,0.0,1.4002952346865121e-07,1.4002952346865121e-07
1796,1.3776187383233004e-06,0.0,1.4025064233789764e-07,1.4025064233789764e-07
1797,1.428121387497023e-06,0.0,1.3728408378353508e-07,1.3728408378353508e-07
1798,1.4041675220661482e-06,0.0,1.2250075899698588e-07,1.2250075899698588e-07
1799,1.3362442814468523e-06,0.0,1.2382570194599145e-07,1.2382570194599145e-07
1800,1.2786554829550108e-06,0.0,1.2525295695858013e-07,1.2525295695858013e-07
1801,1.233448123067709e-06,0.0,1.2579352975145802e-07,1.2579352975145802e-07
1802,1.1722881205449603e-06,4.341267980022069e-10,1.2537230479178367e-07,1.2537230479178367e-07
1803,1.0745859201831211e-06,4.341267980022069e-10,1.2283310115078295e-07,1.2283310115078295e-07
1804,9.800904194889881e-07,4.341267980022069e-10,1.2661635448044502e-07,1.2661635448044502e-07
1805,9.175885874615883e-07,4.341267980022069e-10,1.2917004913301104e-07,1.2917004913301104e-07
1806,8.488326394789121e-07,4.341267980022069e-10,1.2537475819434413e-07,1.2537475819434413e-07
1807,7.075357270228519e-07,4.341267980022069e-10,1.235333521825461e-07,1.235333521825461e-07
1808,6.596247398452501e-07,9.048531765135489e-10,1.2121256531827385e-07,1.2121256531827385e-07
1809,6.131189788253064e-07,4.70726378511342e-10,1.1622265816413346e-07,1.1622265816413346e-07
1810,6.237185548993043e-07,4.70726378511342e-10,1.0762179515820338e-07,1.0762179515820338e-07
1811,5.850238673182113e-07,7.051103193386357e-10,1.0265472281746821e-07,1.0265472281746821e-07
1812,5.709008356851492e-07,7.051103193386357e-10,1.011868755134466e-07,1.011868755134466e-07
1813,5.774518772990891e-07,7.051103193386357e-10,1.0164501925861e-07,1.0164501925861e-07
1814,5.604378746478947e-07,7.051103193386357e-10,9.91206842318856e-08,9.91206842318856e-08
1815,5.404226897098852e-07,2.343839408272938e-10,9.275505163941489e-08,9.275505163941489e-08
1816,5.403952343385754e-07,6.147293785119246e-10,8.880126754563986e-08,8.880126754563986e-08
1817,5.264068079213757e-07,9.57424520616915e-10,8.899693883433559e-08,8.899693883433559e-08
1818,5.424863331882079e-07,1.0811103123842258e-09,8.570536889708689e-08,8.570536889708689e-08
1819,5.345734450656892e-07,1.2314077535435786e-09,7.801363720107344e-08,7.801363720107344e-08
1820,5.447238525643375e-07,1.3788046894701112e-09,7.611768383851216e-08,7.611768383851216e-08
1821,5.698576209007504e-07,1.3788046894701112e-09,7.193668137363472e-08,7.193668137363472e-08
1822,5.697324679333957e-07,1.3788046894701112e-09,7.022893149561632e-08,7.022893149561632e-08
1823,5.455456419310524e-07,9.984592517854806e-10,7.137175777367182e-08,7.137175777367182e-08
1824,5.390169479012132e-07,6.5576410968049e-10,6.81253133905102e-08,6.81253133905102e-08
1825,4.946205568298215e-07,2.9769437708588546e-10,6.709801019561773e-08,6.709801019561773e-08
1826,5.353144924161565e-07,2.6589517889062467e-10,6.412357476749873e-08,6.412357476749873e-08
1827,5.362644596321584e-07,2.230688491065637e-10,5.747864457410807e-08,5.747864457410807e-08
1828,5.376144583481488e-07,2.230688491065637e-10,5.664127706544215e-08,5.664127706544215e-08
1829,5.164211976144932e-07,2.9334312756645886e-10,5.287399267623576e-08,5.287399267623576e-08
1830,5.199313842954975e-07,2.9334312756645886e-10,4.898566225668739e-08,4.898566225668739e-08
1831,5.101395694444883e-07,3.8623778778453955e-10,4.4748243206121126e-08,4.4748243206121126e-08
1832,5.250005829436435e-07,3.8623778778453955e-10,4.260523007409185e-08,4.260523007409185e-08
1833,5.25289420595852e-07,2.6773954482044767e-10,4.348999332088559e-08,4.348999332088559e-08
1834,5.34812634051767e-07,3.292893259652731e-10,4.193826187913276e-08,4.193826187913276e-08
1835,5.563386683401664e-07,4.13072726817327e-10,4.1536729611379997e-08,4.1536729611379997e-08
1836,5.898956731341189e-07,3.4279844835743186e-10,4.227583971783133e-08,4.227583971783133e-08
1837,6.160941146455505e-07,3.4279844835743186e-10,4.322940278760663e-08,4.322940278760663e-08
1838,6.17677142957161e-07,2.499037881393511e-10,4.150867941429429e-08,4.150867941429429e-08
1839,6.12383575214283e-07,3.2568522482076135e-10,4.176229495556072e-08,4.176229495556072e-08
1840,6.074507845304262e-07,3.2568522482076135e-10,3.929369287090724e-08,3.929369287090724e-08
1841,5.974837295395576e-07,1.5956483753346414e-10,3.7306647422090984e-08,3.7306647422090984e-08
1842,5.939200125989633e-07,1.365968766669263e-10,3.952347173351102e-08,3.952347173351102e-08
1843,6.006742125919118e-07,7.267676460642747e-10,3.9541947874762884e-08,3.9541947874762884e-08
1844,6.244106763071094e-07,7.267676460642747e-10,3.9290309164893445e-08,3.9290309164893445e-08
1845,6.558171727582314e-07,7.935064113720866e-10,3.9659019941089875e-08,3.9659019941089875e-08
1846,6.685182662684903e-07,7.177249746906763e-10,3.677118749172743e-08,3.677118749172743e-08
1847,6.45199609802408e-07,7.783304397815779e-10,4.364483733151506e-08,4.364483733151506e-08
1848,6.985579099299295e-07,8.877057898283778e-10,4.908002994495421e-08,4.908002994495421e-08
1849,6.877243257414583e-07,8.806298864730674e-10,5.221893165493644e-08,5.221893165493644e-08
1850,6.868078717811191e-07,4.3286885187399093e-10,5.4712553471907606e-08,5.4712553471907606e-08
1851,6.434388686622177e-07,5.721546411255726e-10,6.070102845764528e-08,6.070102845764528e-08
1852,6.442191988753621e-07,5.054158758177607e-10,6.508186649918051e-08,6.508186649918051e-08
1853,6.375825997955482e-07,5.536752167856207e-10,7.38687160963179e-08,7.38687160963179e-08
1854,6.499110522132209e-07,4.930697516947191e-10,7.314088484073572e-08,7.314088484073572e-08
1855,6.082876374031392e-07,4.886978996080213e-10,7.43224707174964e-08,7.43224707174964e-08
1856,6.303802868907431e-07,4.349583629778156e-10,7.639281359875635e-08,7.639281359875635e-08
1857,6.391644140941415e-07,3.4068285494269293e-10,7.786081417699669e-08,7.786081417699669e-08
1858,6.531755210354666e-07,2.5900057892031773e-10,7.439638137287017e-08,7.439638137287017e-08
1859,6.608140422161211e-07,2.5900057892031773e-10,7.580625651014219e-08,7.580625651014219e-08
1860,6.670137590195477e-07,2.71736446836154e-10,7.467229932802053e-08,7.467229932802053e-08
1861,6.698502618616788e-07,3.2822312724865657e-10,7.89229060517625e-08,7.89229060517625e-08
1862,6.899604240321164e-07,5.018110014822139e-10,8.037843051462395e-08,8.037843051462395e-08
1863,7.092903696762473e-07,9.791898046364521e-10,8.335541679116432e-08,8.335541679116432e-08
1864,7.358345328611904e-07,1.0252458207801344e-09,8.492785801601193e-08,8.492785801601193e-08
1865,7.700732891992499e-07,9.676423075509278e-10,8.871089615273117e-08,8.871089615273117e-08
1866,7.813780241251931e-07,1.1888404150006693e-09,9.065654487423152e-08,9.065654487423152e-08
1867,8.18492050517047e-07,1.3439074852961141e-09,9.15176201488066e-08,9.15176201488066e-08
