ngram,Worm,Worim
1836,4.2691416573299126e-07,2.4801671827390237e-10
1837,4.4929340349751457e-07,2.4801671827390237e-10
1838,4.448399043407595e-07,2.4801671827390237e-10
1839,4.575239204638949e-07,3.237981549553126e-10
1840,4.4589519835166615e-07,1.5884163032505886e-10
1841,4.5433673839007885e-07,7.578143668141024e-11
1842,4.278589561376326e-07,1.365968766669263e-10
1843,4.1878405860578436e-07,1.365968766669263e-10
1844,4.0247311160003717e-07,1.365968766669263e-10
1845,4.145294748728442e-07,2.0333564197473819e-10
1846,4.2326824102799166e-07,1.2755420529332794e-10
1847,4.300816759236373e-07,1.2755420529332794e-10
1848,4.2883135214261916e-07,1.2755420529332794e-10
1849,4.345529061668328e-07,1.204783019380175e-10
1850,4.5066633447277127e-07,1.204783019380175e-10
1851,4.621654292285322e-07,1.204783019380175e-10
1852,4.680105608453492e-07,5.3739536630205616e-11
1853,4.547822040227142e-07,5.3739536630205616e-11
1854,4.65556191946754e-07,1.0424139726009481e-10
1855,4.874773529601433e-07,1.0424139726009481e-10
1856,5.033520795093085e-07,5.05018606298892e-11
1857,5.191164648619763e-07,9.86360873930384e-11
1858,5.490570142033643e-07,9.86360873930384e-11
1859,5.628281769531895e-07,9.86360873930384e-11
1860,5.727431227699396e-07,9.86360873930384e-11
1861,5.834782379159671e-07,4.8134226763149204e-11
1862,5.940333867978811e-07,4.8134226763149204e-11
1863,6.168404281327509e-07,4.8134226763149204e-11
1864,6.372062070373172e-07,0.0
1865,6.310940290989362e-07,4.422655099288266e-11
1866,6.40602950495252e-07,1.769454107046288e-10
1867,6.515495962438373e-07,2.2015786812648993e-10
1868,6.560130470591372e-07,2.2015786812648993e-10
1869,6.516378009889325e-07,2.2015786812648993e-10
1870,6.394605033424991e-07,2.2015786812648993e-10
1871,6.256686577086969e-07,2.6073393047784267e-10
1872,6.302974010655557e-07,2.1650737948496002e-10
1873,6.367835518566218e-07,8.378851977321387e-11
1874,6.996317876785594e-07,8.031677703864863e-11
1875,7.080822358927565e-07,8.031677703864863e-11
1876,7.442171831176633e-07,1.1864876145065547e-10
1877,7.979720066941809e-07,1.1864876145065547e-10
1878,8.22730539441961e-07,7.807269909930272e-11
1879,8.736630791515511e-07,1.8281413684460646e-10
1880,1.0789734769137534e-06,1.8281413684460646e-10
1881,1.0571222251850746e-06,1.430734221573106e-10
1882,1.33931497917469e-06,1.430734221573106e-10
1883,1.3248203702330232e-06,1.0474143774530376e-10
1884,1.290440885830841e-06,1.6576325233076871e-10
1885,1.3256403203091135e-06,2.238098079881163e-10
1886,1.3240831354518638e-06,1.742456020740032e-10
1887,1.1803149878427836e-06,2.8478147617860827e-10
1888,1.2203747132844e-06,3.65790001463243e-10
1889,9.921884368070875e-07,3.65790001463243e-10
1890,1.0238694260676442e-06,4.1638138175465704e-10
1891,1.0375545684837562e-06,3.8096461897816983e-10
1892,9.973905110070649e-07,3.453896454555913e-10
1893,9.558157460430396e-07,2.9021241362440064e-10
1894,9.413358920288115e-07,2.0176831237529924e-10
1895,8.904409176985999e-07,1.2075978709066452e-10
1896,8.621209173855147e-07,1.2075978709066452e-10
1897,8.387554544242448e-07,8.874516201272189e-11
1898,8.222823615661972e-07,9.921644656645562e-11
1899,8.439738345649468e-07,9.495877100513489e-11
1900,8.750589099041203e-07,1.3109998007822454e-10
1901,8.723982156360372e-07,1.0900820722272085e-10
1902,8.962357063475273e-07,1.7788136836521014e-10
1903,9.272723510938314e-07,2.097596580557288e-10
1904,9.452419850016927e-07,1.9118290284225736e-10
1905,9.865590706275334e-07,1.551065664795459e-10
1906,1.0021939666720364e-06,1.5240764602734e-10
1907,1.028601535121457e-06,1.3091661088537876e-10
1908,1.0411793433766953e-06,1.446410649982458e-10
1909,1.06749575122324e-06,1.0332992199974761e-10
1910,1.0675021339271292e-06,8.522552207607908e-11
1911,1.1056937572513043e-06,8.522552207607908e-11
1912,1.1531850369855029e-06,1.1405373768440847e-10
1913,1.2018700285157787e-06,1.4143250757056184e-10
1914,1.2323129437520817e-06,1.5601531277204776e-10
1915,1.2669769700681042e-06,1.4229085865918075e-10
1916,1.2770963816624966e-06,1.4483256558347638e-10
1917,1.3214391693899025e-06,1.5899014446255474e-10
1918,1.3328606525776974e-06,1.877506225885942e-10
1919,1.299247596112504e-06,2.2995113749654398e-10
1920,1.2866177842494965e-06,2.1025903637220519e-10
1921,1.2785076575840191e-06,1.8102605723959086e-10
1922,1.2842317573813489e-06,1.8102605723959086e-10
1923,1.3194459467870599e-06,1.5092233217130413e-10
1924,1.3324868015323382e-06,1.2299086352537562e-10
1925,1.3350150831164292e-06,1.402407356909663e-10
1926,1.3604121704702266e-06,9.213496830552868e-11
1927,1.3422582989213488e-06,9.167169206276376e-11
1928,1.3237367478983027e-06,1.3729066494772013e-10
1929,1.291589293422086e-06,1.3729066494772013e-10
1930,1.2411288707880885e-06,1.6451805790700698e-10
1931,1.1966382252077373e-06,1.6451805790700698e-10
1932,1.181312476156953e-06,1.421509537064785e-10
1933,1.1877602576402881e-06,1.1922799057563693e-10
1934,1.1688220768389459e-06,9.648961193534485e-11
1935,1.1528774978484892e-06,5.0870639050388484e-11
1936,1.133947323848718e-06,1.3462036842413839e-10
1937,1.1076507462348673e-06,1.2983539243727193e-10
1938,1.1122559564163176e-06,1.515876432315163e-10
1939,1.0899345202882875e-06,1.2794439714041468e-10
1940,1.0527078464812284e-06,1.7953092187486926e-10
1941,1.0685002150369525e-06,2.898452033939236e-10
1942,1.0672279943589404e-06,3.3966129512183075e-10
1943,1.0474359929243552e-06,2.77364890975486e-10
1944,1.0203871251438353e-06,3.497790886296061e-10
1945,9.906904340693603e-07,3.4679625837696904e-10
1946,9.683169943335607e-07,3.6334436253377637e-10
1947,9.322047113918026e-07,3.1175783779932177e-10
1948,8.835764333525731e-07,2.0144355628026744e-10
1949,8.509680518337908e-07,1.5162746455236028e-10
1950,8.431483706772269e-07,1.301741393249551e-10
1951,8.464751642480093e-07,6.84157215007681e-11
1952,8.044223867338067e-07,4.964630095916078e-11
1953,7.839170815974025e-07,3.309819680235344e-11
1954,7.826458110165342e-07,4.761415269996913e-11
1955,7.662981391019587e-07,7.660265675747878e-11
1956,7.42713260543886e-07,7.660265675747878e-11
1957,7.165311899370863e-07,8.934638247502593e-11
1958,6.811111867526571e-07,8.005180149714012e-11
1959,6.738944274989731e-07,9.134574049543938e-11
1960,6.566879327302948e-07,9.134574049543938e-11
1961,6.232784569095072e-07,9.934092239292726e-11
1962,6.077461307540943e-07,7.035241833541761e-11
1963,5.927879637316177e-07,1.0996784435438452e-10
1964,5.827706185560341e-07,9.722411863683738e-11
1965,5.74761575730268e-07,9.105066601471684e-11
1966,5.530137871444043e-07,8.854979844612793e-11
1967,5.476195091042817e-07,1.2392851427606947e-10
1968,5.258967438034492e-07,1.2798699996644355e-10
1969,5.204766750921408e-07,1.2798699996644355e-10
1970,4.973978653716975e-07,9.714108287603044e-11
1971,4.788167505661736e-07,9.714108287603044e-11
1972,4.6557180764596394e-07,7.951091967368334e-11
1973,4.620031818701266e-07,7.071784824397298e-11
1974,4.441607026300127e-07,7.60766489487403e-11
1975,4.4613606015835625e-07,1.2249252406044368e-10
1976,4.3017902433868063e-07,1.787475405785293e-10
1977,4.297099240245318e-07,1.8603085342025087e-10
1978,4.3439882395952214e-07,2.0235071059225363e-10
1979,4.3211284556881377e-07,2.267338132720477e-10
1980,4.285419216947568e-07,2.267338132720477e-10
1981,4.274317616039168e-07,2.622942805412849e-10
1982,4.243129946449439e-07,2.0413177200172073e-10
1983,4.2035313591830867e-07,1.922917906254413e-10
1984,4.1705217768139846e-07,1.9094015555173475e-10
1985,4.28022194195624e-07,1.8185437332594668e-10
1986,4.436453561343764e-07,1.5747127064615262e-10
1987,4.5360012482628266e-07,1.5747127064615262e-10
1988,4.6059363967287936e-07,1.0889892608699294e-10
1989,4.6420404536157936e-07,9.407593602937605e-11
1990,4.6837435872605836e-07,6.297582544731054e-11
1991,4.783233821724155e-07,4.827463875074172e-11
1992,4.831409268847762e-07,5.376525613609573e-11
1993,4.824230919504251e-07,6.020661548676389e-11
1994,4.790807679455611e-07,6.020661548676389e-11
1995,4.846400705511249e-07,3.2480976241977544e-11
1996,4.843613469672294e-07,3.2480976241977544e-11
1997,4.944655123446344e-07,2.491857613108804e-11
1998,4.988434584772352e-07,3.069636360573748e-11
1999,5.051117365642963e-07,2.8818159664156795e-11
2000,5.152628018225056e-07,2.7569229637298368e-11
2001,5.373709655032144e-07,3.7710689729638804e-11
2002,5.459137436706182e-07,3.7710689729638804e-11
2003,5.690410733093034e-07,5.834323897018529e-11
2004,5.794080704747882e-07,5.7637260539708126e-11
2005,5.937118641798276e-07,5.682806655804562e-11
2006,5.859593151009384e-07,4.598157816805757e-11
2007,5.943614870115457e-07,4.615630992489881e-11
2008,5.974554905411164e-07,4.659700898944154e-11
2009,5.991436588763983e-07,4.659700898944154e-11
2010,5.957097560635052e-07,2.5964459748895052e-11
2011,5.944456233919482e-07,3.020270789419069e-11
2012,6.082931593352571e-07,2.5234114401203758e-11
2013,6.238555637797358e-07,2.5234114401203758e-11
2014,6.129028033033787e-07,1.9866953320552786e-11
2015,6.218903487414147e-07,9.284794163669626e-12
2016,6.336172272572835e-07,9.284794163669626e-12
2017,6.410737114492804e-07,1.0832259857614565e-11
2018,6.540873755511712e-07,0.0
2019,6.465255211196563e-07,0.0
