ngram,Backup,Backp,Bakup
1830,8.588669537472932e-10,0.0,5.364800667198974e-10
1831,8.588669537472932e-10,0.0,0.0
1832,7.322501494044786e-10,0.0,0.0
1833,8.147284117196055e-10,0.0,0.0
1834,8.147284117196055e-10,0.0,0.0
1835,4.878861441832377e-10,0.0,0.0
1836,1.5435295105551257e-09,0.0,0.0
1837,1.5435295105551257e-09,0.0,0.0
1838,1.925158239173592e-09,0.0,0.0
1839,1.925158239173592e-09,0.0,0.0
1840,1.918265942916061e-09,0.0,0.0
1841,2.0582211649308337e-09,0.0,0.0
1842,1.7230875615226182e-09,0.0,0.0
1843,5.971699166908349e-10,0.0,0.0
1844,5.971699166908349e-10,0.0,0.0
1845,6.159737640589112e-10,0.0,0.0
1846,8.116352669316842e-10,0.0,0.0
1847,8.572602310558913e-10,0.0,0.0
1848,8.266803590879184e-10,0.0,0.0
1849,8.80419895718124e-10,0.0,0.0
1850,8.80419895718124e-10,0.0,0.0
1851,9.268484908136238e-10,4.642859509549981e-11,0.0
1852,1.0320316228591103e-09,4.642859509549981e-11,0.0
1853,1.1259261816538262e-09,4.642859509549981e-11,0.0
1854,1.2572245506563868e-09,4.642859509549981e-11,0.0
1855,1.7253684393901482e-09,4.642859509549981e-11,0.0
1856,3.3116894345866908e-09,4.642859509549981e-11,0.0
1857,4.755716300922483e-09,4.642859509549981e-11,0.0
1858,7.647066995503898e-09,0.0,0.0
1859,7.446098230065193e-09,0.0,1.218587770373298e-10
1860,7.461518212816185e-09,0.0,1.218587770373298e-10
1861,7.547928980246508e-09,0.0,1.218587770373298e-10
1862,7.304719369065944e-09,0.0,1.218587770373298e-10
1863,6.42846493497424e-09,0.0,1.218587770373298e-10
1864,6.114720983520426e-09,0.0,1.218587770373298e-10
1865,3.7961133918835395e-09,0.0,1.218587770373298e-10
1866,4.464738071316024e-09,0.0,0.0
1867,4.807948864434966e-09,0.0,0.0
1868,5.768568067665569e-09,0.0,0.0
1869,8.442785708646333e-09,0.0,0.0
1870,1.033987663743931e-08,0.0,4.223646036091314e-11
1871,1.1076092551068735e-08,0.0,2.0454070976632417e-10
1872,1.2176892700515346e-08,0.0,3.683475508735918e-10
1873,2.5714877021394093e-08,0.0,4.853738125706489e-10
1874,2.6696059458280226e-08,0.0,4.853738125706489e-10
1875,2.6720316245335392e-08,0.0,4.853738125706489e-10
1876,2.792830715898325e-08,0.0,8.686936646208818e-10
1877,2.5826636892592854e-08,0.0,8.264572042599688e-10
1878,2.533898176996071e-08,0.0,6.641529548545577e-10
1879,2.4771165753532742e-08,3.4913813903461997e-11,5.003461137472901e-10
1880,1.1312283681214857e-08,3.4913813903461997e-11,3.83319852050233e-10
1881,1.0345791905714513e-08,3.4913813903461997e-11,3.83319852050233e-10
1882,9.961873611733348e-09,3.4913813903461997e-11,3.83319852050233e-10
1883,1.615308699496966e-08,3.4913813903461997e-11,6.424525594057279e-11
1884,2.474713266055671e-08,3.4913813903461997e-11,6.424525594057279e-11
1885,3.201722525198696e-08,3.4913813903461997e-11,6.424525594057279e-11
1886,3.180308238981411e-08,0.0,6.424525594057279e-11
1887,3.127575392320685e-08,0.0,6.424525594057279e-11
1888,3.304313229384499e-08,0.0,6.424525594057279e-11
1889,3.3123919416868016e-08,0.0,6.424525594057279e-11
1890,2.3576241340147623e-08,0.0,5.059138029141406e-11
1891,1.5370355845232908e-08,0.0,5.059138029141406e-11
1892,6.9686069454582315e-09,0.0,5.059138029141406e-11
1893,6.953060904812958e-09,2.3061673602521792e-11,5.059138029141406e-11
1894,6.648933229388579e-09,2.3061673602521792e-11,9.477492600242142e-11
1895,4.684443927998367e-09,2.3061673602521792e-11,9.477492600242142e-11
1896,3.993246289191177e-09,2.3061673602521792e-11,9.477492600242142e-11
1897,1.0805392691715099e-08,2.3061673602521792e-11,9.991381135142165e-11
1898,1.0146616451806828e-08,2.3061673602521792e-11,9.991381135142165e-11
1899,1.0901193947532306e-08,2.3061673602521792e-11,9.991381135142165e-11
1900,1.0213644882231928e-08,0.0,9.991381135142165e-11
1901,1.0129820648963062e-08,0.0,5.5730265640414296e-11
1902,9.801800403076908e-09,0.0,7.294855592603661e-11
1903,9.679542040912687e-09,0.0,7.294855592603661e-11
1904,2.4353931411218762e-09,0.0,3.3072030233441805e-11
1905,2.2230167627336682e-09,1.5246862304442642e-11,3.3072030233441805e-11
1906,1.6711864669893828e-09,1.5246862304442642e-11,3.3072030233441805e-11
1907,3.0770881477769153e-09,1.5246862304442642e-11,6.237237809569862e-11
1908,3.090963651697365e-09,1.5246862304442642e-11,6.237237809569862e-11
1909,3.2426185308282688e-09,1.5246862304442642e-11,5.893509688207184e-11
1910,3.572591373528817e-09,2.902075207129278e-11,5.893509688207184e-11
1911,3.675701782628644e-09,2.902075207129278e-11,1.9683860196557339e-10
1912,5.285918068333371e-09,1.3773889766850139e-11,7.301605599902799e-10
1913,5.222027270918821e-09,2.807180876640558e-11,1.2877793999816716e-09
1914,4.238949778491628e-09,2.807180876640558e-11,2.8078270036416673e-09
1915,4.406755246425373e-09,2.807180876640558e-11,2.823765726205669e-09
1916,4.5237543235186555e-09,4.312367130054895e-11,3.2765924537095768e-09
1917,4.6569278592098075e-09,2.934978153369881e-11,3.290558188032541e-09
1918,4.571553865620867e-09,2.934978153369881e-11,3.8126721749980645e-09
1919,3.2544526756035045e-09,2.934978153369881e-11,3.3219674560761423e-09
1920,3.5180551805069626e-09,1.5051862534143368e-11,2.8803568905000354e-09
1921,3.759884594143971e-09,1.5051862534143368e-11,1.6121250217707557e-09
1922,4.74528010536395e-09,1.5051862534143368e-11,1.6927914833764213e-09
1923,4.682628063079619e-09,0.0,1.2507371913954885e-09
1924,5.306613941919685e-09,0.0,1.310036049877767e-09
1925,6.172121480574333e-09,0.0,7.721958647907304e-10
1926,6.421692098714158e-09,0.0,7.983475130979301e-10
1927,7.045394965844918e-09,0.0,7.278159959632293e-10
1928,6.5335847843073225e-09,0.0,4.466999131702565e-10
1929,6.1397035392271195e-09,0.0,3.500947290005893e-10
1930,6.177138800467219e-09,0.0,3.255412844056187e-10
1931,5.302525815257095e-09,0.0,3.5720873084851435e-10
1932,4.251306576616035e-09,0.0,2.1917768393870622e-10
1933,6.342944169901443e-09,2.316715866764899e-11,1.5040879652872263e-10
1934,6.125585086788224e-09,2.316715866764899e-11,1.0493203924813851e-10
1935,6.626717143274976e-09,2.316715866764899e-11,1.0493203924813851e-10
1936,7.705484440988033e-09,2.316715866764899e-11,1.6774433429590984e-10
1937,8.334209735037592e-09,2.316715866764899e-11,1.6774433429590984e-10
1938,9.328377879670922e-09,2.316715866764899e-11,1.0631679663626009e-10
1939,1.1283870346038124e-08,4.806118400083445e-11,1.0631679663626009e-10
1940,9.837182624039542e-09,2.4894025333185457e-11,1.0631679663626009e-10
1941,1.0132542424149245e-08,5.2472595712949044e-11,1.0631679663626009e-10
1942,9.766718037492898e-09,5.2472595712949044e-11,1.0631679663626009e-10
1943,9.19358145168303e-09,7.392592094035422e-11,4.350450158848876e-11
1944,9.94800559388815e-09,7.392592094035422e-11,4.350450158848876e-11
1945,1.1593524870282375e-08,1.1146476202356886e-10,0.0
1946,1.138027729195658e-08,8.65707366903834e-11,0.0
1947,1.1937674721756203e-08,8.65707366903834e-11,0.0
1948,1.1834624835671548e-08,7.609216629805055e-11,1.709999998743074e-11
1949,1.3947511082587231e-08,7.609216629805055e-11,1.0213080777913116e-10
1950,1.8030583375556423e-08,5.463884107064538e-11,1.0213080777913116e-10
1951,2.2505260766081392e-08,8.773703787299882e-11,2.0142539620365037e-10
1952,2.2190536265652228e-08,5.019819678978418e-11,2.0142539620365037e-10
1953,2.4220349535499153e-08,5.019819678978418e-11,2.0142539620365037e-10
1954,2.686999676728062e-08,6.471415268739987e-11,2.0142539620365037e-10
1955,3.162231695544701e-08,6.210840472872396e-11,2.5679665536872317e-10
1956,3.63129567050789e-08,6.210840472872396e-11,1.8523385305771863e-10
1957,3.861312514175097e-08,6.210840472872396e-11,2.4895248263672494e-10
1958,3.964611927642636e-08,4.091201583860433e-11,1.4965789421220573e-10
1959,4.978781298348167e-08,4.091201583860433e-11,2.400094061985999e-10
1960,5.5041233285432356e-08,4.091201583860433e-11,2.400094061985999e-10
1961,6.09366977195285e-08,2.639605994098864e-11,2.400094061985999e-10
1962,6.567852649043613e-08,4.250707623189496e-11,1.7773990315265006e-10
1963,7.03653090080739e-08,6.231478924137842e-11,1.642718976719542e-10
1964,7.673061221323354e-08,7.130809930628551e-11,1.005532680929479e-10
1965,8.249611381318442e-08,5.940629139405168e-11,1.0936834969412144e-10
1966,8.54372572689499e-08,6.819936282376204e-11,1.9016837707727265e-11
1967,9.392950874241381e-08,6.819936282376204e-11,1.9016837707727265e-11
1968,1.0095737630016239e-07,6.819936282376204e-11,1.9016837707727265e-11
1969,1.123160201034677e-07,3.7594094504100894e-11,8.81508160117355e-12
1970,1.2121792078037936e-07,5.2864417208832644e-11,8.81508160117355e-12
1971,1.343447522117458e-07,5.2822007680562526e-11,8.81508160117355e-12
1972,1.5332387550058358e-07,8.760378831082098e-11,8.695445157564612e-12
1973,1.7412802882128225e-07,7.881071688111061e-11,3.345773658125495e-11
1974,1.9646038091585589e-07,8.695821989067122e-11,3.345773658125495e-11
1975,2.2272768213887112e-07,9.506772006522596e-11,3.345773658125495e-11
1976,2.3752988097060423e-07,1.272134446395068e-10,3.345773658125495e-11
1977,2.5444307790881536e-07,1.242410524658423e-10,3.345773658125495e-11
1978,2.694038942406353e-07,1.3161000910120813e-10,4.161766516725634e-11
1979,2.882910540133058e-07,1.0495592936421438e-10,3.292222000969172e-11
1980,3.047303696998175e-07,1.2062958419854575e-10,1.1003868798296703e-10
1981,3.4390144979365035e-07,1.5826087464341854e-10,3.999710200938303e-10
1982,3.8519045883081813e-07,1.723858585640186e-10,1.882270002065026e-09
1983,4.678080236837039e-07,1.5504514537324964e-10,2.7261556618291785e-09
1984,5.289038337455818e-07,1.302900951809833e-10,3.0936853193306936e-09
1985,5.631231252729256e-07,1.2120431295519525e-10,3.613612869252896e-09
1986,6.261483187180212e-07,1.4071083237080347e-10,3.896863625436302e-09
1987,6.762649442342601e-07,1.7184944984895345e-10,3.875234474584996e-09
1988,6.951186069922446e-07,1.3300206620571664e-10,3.619959189547574e-09
1989,7.18921788640208e-07,1.3737562922539707e-10,2.1642682546912137e-09
1990,7.506917703332354e-07,1.3588554240162587e-10,1.3270400572069313e-09
1991,7.60764789577349e-07,1.2853494905334147e-10,9.857874734762818e-10
1992,7.989874006852915e-07,1.3402556643869546e-10,4.6406234113386246e-10
1993,7.941299600133789e-07,1.128327054804907e-10,2.0657702235312873e-10
1994,8.20985422121469e-07,1.1154234083995566e-10,1.3283054368730595e-10
1995,8.777448426501775e-07,1.2377232572191588e-10,1.0456062801303797e-10
1996,9.070813900637274e-07,1.0346631785467558e-10,8.425462014579769e-11
1997,9.207441930162272e-07,1.0165644219263724e-10,9.485473022121025e-11
1998,9.545333503930514e-07,1.0165644219263724e-10,6.85776564503447e-11
1999,9.944180630684838e-07,1.2147121503103264e-10,6.763855447955436e-11
2000,1.0684783140797144e-06,1.306071431561584e-10,4.187311707688173e-11
2001,1.07353975766143e-06,1.0536815566889298e-10,4.0440717243215933e-11
2002,1.0424442880970934e-06,1.4526085195809557e-10,3.4053585844042085e-11
2003,1.0830783025994606e-06,1.544332241452752e-10,3.8067821216720383e-11
2004,1.0649387718331127e-06,1.5302126728432087e-10,2.585679487981147e-11
2005,1.0845458210237017e-06,1.7289564125626862e-10,4.076257585440755e-11
2006,1.1331228912630259e-06,1.4035617608630447e-10,5.077904862466858e-11
2007,1.1439280943445089e-06,1.408803718524635e-10,5.077904862466858e-11
2008,1.1764978791818846e-06,1.258885312462242e-10,4.570831857849836e-11
2009,1.1710981847759934e-06,6.68344402638648e-11,4.570831857849836e-11
2010,1.1006124022320104e-06,5.1360028829090205e-11,5.995542108418382e-11
2011,1.0575744389435776e-06,5.055173095601186e-11,1.0133284687542852e-10
2012,9.970921074195109e-07,3.6017214508473774e-11,9.17669234252421e-11
2013,8.83271630820153e-07,4.136823720881009e-11,8.167822916032336e-11
2014,7.619192631734352e-07,4.085400371175599e-11,8.167822916032336e-11
2015,6.5898398052663e-07,4.099359542296201e-11,8.167822916032336e-11
2016,6.106736033676238e-07,4.725208121606325e-11,8.79367149534246e-11
2017,5.861742664592384e-07,5.5127428085407125e-11,7.393556079871022e-11
2018,5.581225138939771e-07,5.315420187335107e-11,2.37291124249861e-11
2019,5.19308578361688e-07,5.709800167397194e-11,2.031663986351573e-11
