ngram,Join,Jolin,Jogin,Joian
1675,4.3700815613842027e-07,4.9343471784725675e-08,0.0,0.0
1676,4.200464819145314e-07,4.9343471784725675e-08,0.0,0.0
1677,4.536326798643131e-07,4.9343471784725675e-08,0.0,0.0
1678,4.579943728393638e-07,6.926204321189289e-08,0.0,0.0
1679,4.53407872263207e-07,4.4661441782929094e-08,0.0,0.0
1680,5.620194453318358e-07,5.612242911671014e-08,0.0,0.0
1681,6.515228351742865e-07,5.612242911671014e-08,0.0,0.0
1682,6.836909968959455e-07,5.612242911671014e-08,0.0,0.0
1683,7.290133997425333e-07,5.612242911671014e-08,0.0,0.0
1684,7.83091942529219e-07,5.612242911671014e-08,0.0,0.0
1685,6.046865824568418e-07,5.6409689364045335e-08,0.0,0.0
1686,6.736173158320266e-07,5.6409689364045335e-08,0.0,0.0
1687,6.886060077704315e-07,6.140592136359504e-08,0.0,0.0
1688,5.991026179279808e-07,6.140592136359504e-08,0.0,0.0
1689,6.245821363596146e-07,6.140592136359504e-08,0.0,0.0
1690,5.986240937870337e-07,6.140592136359504e-08,0.0,0.0
1691,7.311538346194928e-07,6.140592136359504e-08,0.0,0.0
1692,7.652085157263043e-07,6.486813422920282e-08,0.0,0.0
1693,1.0346280013046844e-06,6.486813422920282e-08,0.0,0.0
1694,1.0817265904604158e-06,4.8053595134790935e-08,0.0,0.0
1695,1.2057810181431705e-06,4.8053595134790935e-08,0.0,0.0
1696,1.347177422823214e-06,7.954548664201866e-08,0.0,0.0
1697,1.49793171593566e-06,8.689256146356326e-08,0.0,0.0
1698,1.4747913772745441e-06,8.689256146356326e-08,0.0,0.0
1699,1.6545795590770597e-06,6.322451692345307e-08,0.0,0.0
1700,1.558962497126361e-06,7.622236962236326e-08,0.0,0.0
1701,1.5622653108948725e-06,5.183681902768253e-08,0.0,0.0
1702,1.7737953612595447e-06,5.183681902768253e-08,0.0,0.0
1703,1.7048560526486005e-06,3.138613737162034e-08,0.0,0.0
1704,1.6130556202499844e-06,4.136259588806622e-08,0.0,0.0
1705,1.8097870874303875e-06,4.136259588806622e-08,9.157804673317775e-09,0.0
1706,2.033718942584528e-06,4.136259588806622e-08,9.157804673317775e-09,0.0
1707,2.086344060054606e-06,2.8364743189156017e-08,9.157804673317775e-09,0.0
1708,2.288531228649455e-06,2.8364743189156017e-08,9.157804673317775e-09,0.0
1709,2.193447065630088e-06,4.038975934658343e-08,9.157804673317775e-09,0.0
1710,2.2012855781992713e-06,4.656357280704729e-08,9.157804673317775e-09,0.0
1711,2.3901753658200116e-06,2.924003946905681e-08,9.157804673317775e-09,0.0
1712,2.365746045792808e-06,2.924003946905681e-08,0.0,0.0
1713,2.2676204025628977e-06,5.0876069833196066e-08,0.0,0.0
1714,2.1040506388609562e-06,6.044768038496581e-08,0.0,0.0
1715,1.9429865168214226e-06,8.309238706617959e-08,0.0,0.0
1716,1.9327151059249966e-06,7.992232907229533e-08,0.0,0.0
1717,1.9477355733345447e-06,7.034871123729707e-08,0.0,0.0
1718,1.8543502327312517e-06,8.583222412182425e-08,0.0,0.0
1719,1.7022946881947324e-06,8.583222412182425e-08,0.0,0.0
1720,1.5194951856756234e-06,7.325732198637525e-08,0.0,0.0
1721,1.6075732836335582e-06,7.244576951036055e-08,0.0,0.0
1722,1.5006347829122596e-06,4.980106282914676e-08,0.0,0.0
1723,1.4247852797260357e-06,5.329645702545349e-08,0.0,0.0
1724,1.7844055589323813e-06,5.739689104952309e-08,0.0,0.0
1725,1.766166113676653e-06,5.66192842451788e-08,0.0,0.0
1726,1.9959902439430673e-06,6.300678226775095e-08,0.0,0.0
1727,1.9906473685945717e-06,6.078836989331649e-08,0.0,0.0
1728,1.870034014115975e-06,5.2028311817561446e-08,0.0,0.0
1729,1.8637994279353215e-06,6.477226526564144e-08,0.0,0.0
1730,1.9631003981755512e-06,5.242191290579155e-08,0.0,0.0
1731,1.681449150834981e-06,4.7646812971281956e-08,0.0,0.0
1732,1.6769336558094698e-06,3.2940906891099075e-08,0.0,0.0
1733,1.3843537089996971e-06,3.3578178459947594e-08,0.0,0.0
1734,1.3374049266141291e-06,4.2220657446380624e-08,0.0,0.0
1735,1.3629441387560552e-06,4.868758348866972e-08,0.0,0.0
1736,1.431874596034634e-06,3.594363004058973e-08,0.0,0.0
1737,1.3304700457540873e-06,3.594363004058973e-08,0.0,0.0
1738,1.1297529535373281e-06,3.4468706745980985e-08,0.0,0.0
1739,1.1134391196979517e-06,4.0930539719446253e-08,0.0,0.0
1740,1.1909998209245844e-06,3.390577012802558e-08,0.0,0.0
1741,1.3050678993360115e-06,3.0303276840218784e-08,0.0,0.0
1742,1.2641170558578909e-06,2.3836350797929688e-08,0.0,0.0
1743,1.468859336130533e-06,3.346774438536418e-08,0.0,0.0
1744,1.6469239767502586e-06,3.346774438536418e-08,0.0,0.0
1745,1.8131574799034361e-06,4.691065567742823e-08,0.0,0.0
1746,1.7897743711208541e-06,5.0404776987176906e-08,0.0,0.0
1747,1.7739446320774732e-06,5.456392874033814e-08,0.0,0.0
1748,1.8004386025235623e-06,4.9960690822509994e-08,0.0,0.0
1749,2.0091171433835242e-06,4.9960690822509994e-08,0.0,0.0
1750,1.9171836973847737e-06,5.352422302199297e-08,0.0,0.0
1751,1.7974224095139237e-06,5.352422302199297e-08,0.0,0.0
1752,1.7116713511963359e-06,3.848808560746875e-08,0.0,0.0
1753,1.8440271430465925e-06,3.8590836177425965e-08,0.0,0.0
1754,1.8076662107497604e-06,4.279982184535973e-08,0.0,0.0
1755,1.679180903530713e-06,3.937366597840862e-08,0.0,0.0
1756,1.493502720352678e-06,5.758648821288911e-08,0.0,0.0
1757,1.4473314097683345e-06,4.439156242597164e-08,0.0,0.0
1758,1.3983466422879637e-06,5.060673201130937e-08,0.0,0.0
1759,1.4973150947688346e-06,6.062332147394045e-08,0.0,0.0
1760,1.412905898437852e-06,5.854871736638805e-08,0.0,0.0
1761,1.4356073571824318e-06,6.12828497789256e-08,0.0,0.0
1762,1.505152746566247e-06,7.0842452158461e-08,0.0,0.0
1763,1.5533507524066538e-06,6.114565311219979e-08,0.0,0.0
1764,1.7571078387845773e-06,6.39563328011913e-08,0.0,0.0
1765,1.7988846171387455e-06,6.953079686614469e-08,0.0,0.0
1766,1.6804304680460649e-06,6.581877341562046e-08,0.0,0.0
1767,1.6577812240419526e-06,6.372367725556874e-08,0.0,0.0
1768,1.707292783846372e-06,5.5303619969241224e-08,0.0,0.0
1769,1.649363330865786e-06,4.4936969447105316e-08,0.0,0.0
1770,1.6326783907061326e-06,5.3718475762869796e-08,0.0,0.0
1771,1.4520334324125933e-06,5.354043989111038e-08,0.0,0.0
1772,1.467457033348702e-06,5.493121563964516e-08,0.0,0.0
1773,1.5671266737626866e-06,5.251363204601083e-08,0.0,0.0
1774,1.55053227704879e-06,5.464201713323291e-08,0.0,0.0
1775,1.5294994325034037e-06,6.351456122948613e-08,0.0,0.0
1776,1.7257877971132984e-06,7.403014861446472e-08,0.0,0.0
1777,1.7720878174389197e-06,6.840482034777193e-08,0.0,0.0
1778,1.7951327403612334e-06,8.245903921582404e-08,0.0,0.0
1779,1.9119187949659785e-06,6.927862981699815e-08,0.0,0.0
1780,1.8685206149322248e-06,6.384219756025037e-08,0.0,0.0
1781,1.9330898664650576e-06,6.538739251636474e-08,0.0,0.0
1782,1.9242824821828563e-06,5.5990769354252734e-08,0.0,0.0
1783,1.7283161436612967e-06,4.895271971910071e-08,0.0,0.0
1784,1.6358995610841833e-06,4.560287918715338e-08,0.0,0.0
1785,1.4881451794021165e-06,4.024287366835974e-08,0.0,1.6181223979775235e-09
1786,1.2718330871004063e-06,5.364385684864763e-08,0.0,1.6181223979775235e-09
1787,1.274866251930819e-06,7.965583291382115e-08,0.0,1.6181223979775235e-09
1788,1.1818516116233826e-06,8.577187315950141e-08,0.0,1.6181223979775235e-09
1789,1.0840460374441006e-06,9.292081821448456e-08,0.0,1.6181223979775235e-09
1790,1.1335031737352047e-06,9.855035289417304e-08,0.0,1.6181223979775235e-09
1791,1.2804637776753225e-06,1.0434555365788713e-07,0.0,1.6181223979775235e-09
1792,1.3828708834548057e-06,1.0498957944296958e-07,0.0,0.0
1793,1.379952745342702e-06,1.2116925976865138e-07,0.0,0.0
1794,1.382351472654721e-06,1.1077188385602962e-07,0.0,0.0
1795,1.4952733603682385e-06,1.060525239690183e-07,0.0,0.0
1796,1.5765422582652327e-06,1.1570867794067194e-07,0.0,0.0
1797,1.5006020979464146e-06,1.3020075735019937e-07,0.0,0.0
1798,1.3634700784288206e-06,1.311282693856291e-07,0.0,0.0
1799,1.2555076978060242e-06,1.4679278694172483e-07,0.0,0.0
1800,1.3581622917107389e-06,1.3409034340026794e-07,0.0,0.0
1801,1.2949496002485311e-06,1.2448473134846999e-07,0.0,0.0
1802,1.195924223143915e-06,1.2741752389696819e-07,0.0,0.0
1803,1.1849781295885414e-06,1.3969328855572322e-07,0.0,3.5099995925642295e-10
1804,1.1677930323068203e-06,1.4080993488667965e-07,0.0,6.560775097800128e-10
1805,1.1551736146689758e-06,1.7146810295441484e-07,0.0,9.157550115038557e-10
1806,1.2218217924393166e-06,1.68136412729122e-07,0.0,9.157550115038557e-10
1807,1.1854667231351153e-06,1.761555188701485e-07,0.0,9.157550115038557e-10
1808,1.2168293486476095e-06,1.9886533156717894e-07,4.70726378511342e-10,9.157550115038557e-10
1809,1.1904822291139032e-06,2.359940712689682e-07,4.70726378511342e-10,9.157550115038557e-10
1810,1.1469259756527857e-06,2.566242350050223e-07,4.70726378511342e-10,7.826927042994417e-10
1811,1.1788326251657314e-06,2.81364179954835e-07,4.70726378511342e-10,4.776151537758519e-10
1812,1.16172366558333e-06,2.705123449686653e-07,4.70726378511342e-10,2.17937652052009e-10
1813,1.1035977455061844e-06,2.9935898940688534e-07,4.70726378511342e-10,4.1191705602017237e-10
1814,1.0638749797310863e-06,3.124920421474339e-07,4.70726378511342e-10,4.1191705602017237e-10
1815,1.0087913275518595e-06,3.109746294122877e-07,0.0,4.1191705602017237e-10
1816,1.2228924544745366e-06,2.9950975845492523e-07,0.0,4.1191705602017237e-10
1817,1.2284267622167784e-06,2.810533743513588e-07,0.0,1.9397940396816337e-10
1818,1.3027211431498081e-06,2.518259033682365e-07,0.0,1.9397940396816337e-10
1819,1.3446803239146123e-06,2.3470959474382524e-07,0.0,1.9397940396816337e-10
1820,1.3492082757693424e-06,2.0484795624854867e-07,0.0,0.0
1821,1.3606745678121764e-06,1.913714393302663e-07,0.0,0.0
1822,1.3831395335728303e-06,1.86150846356473e-07,1.2476890155964171e-10,0.0
1823,1.1797919309434031e-06,1.708949781686897e-07,1.2476890155964171e-10,0.0
1824,1.2311631637982958e-06,1.5478368352108062e-07,1.2476890155964171e-10,0.0
1825,1.1031447603012827e-06,1.5024843946775945e-07,1.2476890155964171e-10,0.0
1826,1.0598150035028603e-06,1.5799046439367105e-07,1.2476890155964171e-10,0.0
1827,1.0746131156988018e-06,1.6251752908504257e-07,1.2476890155964171e-10,1.0457060614247179e-10
1828,1.026576910589938e-06,1.9643819980176757e-07,1.2476890155964171e-10,1.0457060614247179e-10
1829,9.925431316202906e-07,2.035911421671699e-07,0.0,1.0457060614247179e-10
1830,9.908997071761405e-07,2.1255236910227332e-07,0.0,1.0457060614247179e-10
1831,9.152132227947212e-07,2.1735981598729787e-07,9.289466021808072e-11,1.0457060614247179e-10
1832,9.265556449073691e-07,2.2144058269597216e-07,1.780441191304557e-10,1.897200650548468e-10
1833,9.266677401293626e-07,2.189748958666574e-07,1.780441191304557e-10,1.897200650548468e-10
1834,8.866470742369919e-07,2.12256403691364e-07,1.780441191304557e-10,8.5149458912375e-11
1835,9.040377010803371e-07,1.7648717281255294e-07,5.875315345349463e-09,8.5149458912375e-11
1836,8.917026791875417e-07,1.6219330437447104e-07,5.875315345349463e-09,8.5149458912375e-11
1837,8.767078806418535e-07,1.4697586842820393e-07,5.875315345349463e-09,8.5149458912375e-11
1838,9.785601378098363e-07,1.3990311182559318e-07,5.782420685131382e-09,8.5149458912375e-11
1839,9.766610803905808e-07,1.3034480872420318e-07,5.6972712262190075e-09,0.0
1840,9.740831988632896e-07,1.2471814463716718e-07,5.6972712262190075e-09,0.0
1841,9.758301676551388e-07,1.2244483420837631e-07,5.6972712262190075e-09,0.0
1842,1.0222436880472481e-06,1.1561236184271756e-07,0.0,6.081543998551605e-11
1843,1.0315954130289486e-06,1.1783341286835431e-07,0.0,6.081543998551605e-11
1844,1.0670865029689075e-06,1.2583487724831294e-07,0.0,6.081543998551605e-11
1845,9.552988363533847e-07,1.2634883717055345e-07,0.0,6.081543998551605e-11
1846,9.432653200747154e-07,1.297835337611884e-07,0.0,6.081543998551605e-11
1847,9.599704152865992e-07,1.3342885755004579e-07,0.0,1.2142090507641764e-10
1848,9.839667508718515e-07,1.3664401267630767e-07,0.0,1.2142090507641764e-10
1849,9.809351126932597e-07,1.4323430974627627e-07,0.0,1.6808453835131283e-10
1850,1.02383234791757e-06,1.5107197778466537e-07,4.746990895603582e-11,2.1555444730734863e-10
1851,1.0048874839542674e-06,1.5163024918203e-07,9.389850405153562e-11,2.1555444730734863e-10
1852,1.0378825062876525e-06,1.5443396758233314e-07,9.389850405153562e-11,2.1555444730734863e-10
1853,1.0584574689736265e-06,1.6027463191546432e-07,9.389850405153562e-11,2.6381378827520866e-10
1854,1.0480660372585199e-06,1.6030381289056095e-07,9.389850405153562e-11,2.0320832318430704e-10
1855,1.018844394755953e-06,1.5884536505187237e-07,9.389850405153562e-11,2.0320832318430704e-10
1856,1.0001150566755053e-06,1.61331038433283e-07,9.389850405153562e-11,1.454280545194158e-10
1857,1.0073053431369772e-06,1.6642950941202018e-07,4.642859509549981e-11,9.795814556337997e-11
1858,1.0029754012716045e-06,1.6851247356238934e-07,0.0,9.795814556337997e-11
1859,9.938613223831844e-07,1.819028341287776e-07,0.0,9.795814556337997e-11
1860,9.937417725528315e-07,1.9785369837726258e-07,0.0,4.969880459551998e-11
1861,9.897974402000337e-07,2.0876588280316355e-07,1.6946003330734324e-10,4.969880459551998e-11
1862,1.0305350883754727e-06,2.1944314758976751e-07,1.6946003330734324e-10,4.969880459551998e-11
1863,1.0158005271218177e-06,2.167879387116045e-07,1.6946003330734324e-10,0.0
1864,9.836347365827741e-07,2.07800919075193e-07,1.6946003330734324e-10,0.0
1865,1.0009496073897545e-06,2.0445618328527155e-07,2.136865843002259e-10,8.845310198576532e-11
1866,9.942450073400063e-07,2.067764788599951e-07,2.5792620420414126e-10,1.326927218896807e-10
1867,9.998135348204023e-07,1.9421597739567786e-07,3.011386616260024e-10,1.326927218896807e-10
1868,9.899493582971836e-07,1.9365751719695773e-07,5.797956004194305e-10,1.7750441989277428e-10
1869,9.867822866129115e-07,1.8623027082347627e-07,7.777250351662498e-10,2.170903060491217e-10
1870,1.0032246028198903e-06,1.8391452475238372e-07,8.621979558880761e-10,2.170903060491217e-10
1871,9.954039147227637e-07,1.858748086241186e-07,8.621979558880761e-10,2.170903060491217e-10
1872,9.931689451799945e-07,1.867420909970211e-07,8.179714048951934e-10,1.695889143401733e-10
1873,1.053029011797792e-06,1.786184051460233e-07,7.737317849912781e-10,2.4237555613331503e-10
1874,1.019906708929089e-06,1.829733540554506e-07,7.305193275694169e-10,2.4237555613331503e-10
1875,1.0085447489213299e-06,1.8144605056542267e-07,4.0274744650403704e-10,2.3767888847535193e-10
1876,9.675739371622122e-07,1.8486938659277386e-07,2.814819805812314e-10,2.364249867310113e-10
1877,9.539518340976168e-07,1.953693993885151e-07,1.970090598594051e-10,4.111833532391021e-10
1878,9.504923030233061e-07,2.0212619387751018e-07,2.3329441949699563e-10,4.111833532391021e-10
1879,9.318432765732203e-07,1.9714469650417804e-07,2.3329441949699563e-10,3.7023164296228524e-10
1880,8.644460730725509e-07,1.9919044242604806e-07,2.6618110295282907e-10,2.8609206472106155e-10
1881,8.735673548341895e-07,1.9217186166185586e-07,2.6618110295282907e-10,2.8609206472106155e-10
1882,8.805205067931508e-07,1.9544116420482688e-07,5.023413768290297e-10,2.7838661336471963e-10
1883,8.737314536639522e-07,1.933070186461399e-07,4.25677408005016e-10,2.721772569229992e-10
1884,8.544070624338929e-07,2.0121188372611088e-07,4.5618831529774846e-10,9.741889041490838e-11
1885,8.47767881038765e-07,1.9615629704666e-07,4.4892623348883175e-10,9.741889041490838e-11
1886,8.454297975341823e-07,1.9920668137274333e-07,4.4892623348883175e-10,9.741889041490838e-11
1887,8.438839894811931e-07,1.929680471286182e-07,4.713074870853009e-10,6.453220695907496e-11
1888,8.409632528127986e-07,1.9246759969908972e-07,4.713074870853009e-10,6.453220695907496e-11
1889,8.290973434148847e-07,1.8289257549700517e-07,1.4097301699005678e-10,5.829352278663436e-11
1890,8.292438776282194e-07,1.7601087368542982e-07,1.662687071357638e-10,5.1466584962055e-11
1891,8.342692987233542e-07,1.608007218172653e-07,1.8696790346098676e-10,5.1466584962055e-11
1892,8.473441214716461e-07,1.5706060959733543e-07,1.80416207767082e-10,5.1466584962055e-11
1893,8.374748290407297e-07,1.4751903673218942e-07,1.80416207767082e-10,9.758993216709858e-11
1894,8.314466575549366e-07,1.4481421166984936e-07,1.6933181642578684e-10,9.758993216709858e-11
1895,8.329009314625832e-07,1.3756931086358497e-07,3.5987268522306795e-10,9.758993216709858e-11
1896,8.514955912427727e-07,1.2951305653327187e-07,3.530822162423064e-10,1.1017988902192347e-10
1897,8.653603020190661e-07,1.260062307194078e-07,3.277865260965994e-10,1.220377093031593e-10
1898,8.620445198305658e-07,1.1500942369886096e-07,2.7657642247864393e-10,1.220377093031593e-10
1899,8.460522492116849e-07,1.0411432072032767e-07,3.9981609293146137e-10,1.4025161587660762e-10
1900,8.419411057859958e-07,1.0278630010621523e-07,4.178866974680062e-10,9.412826867156404e-11
1901,8.328790467463218e-07,9.567032626429344e-08,3.7370315175699886e-10,9.412826867156404e-11
1902,8.221972182452321e-07,9.260065476317842e-08,2.175988635309624e-10,9.412826867156404e-11
1903,8.097081263258588e-07,9.102368535098191e-08,2.1415758254063532e-10,5.536741700039118e-11
1904,8.118960782407417e-07,9.192410642201918e-08,4.044024658795513e-10,1.8213906573448314e-11
1905,8.166613594897041e-07,9.124447635550886e-08,5.111305049844615e-10,3.3460768877890956e-11
1906,8.272443941288137e-07,9.324141205167637e-08,3.964492246393598e-10,3.076184842568505e-11
1907,8.448581476321644e-07,9.218311955042477e-08,5.834810630687772e-10,3.076184842568505e-11
1908,8.520329483222408e-07,9.102968233167172e-08,7.20725596267283e-10,7.193521076428614e-11
1909,8.801355712811138e-07,8.898552092010245e-08,7.827560801912778e-10,8.571621983628169e-11
1910,8.895289462478624e-07,8.43774665375869e-08,7.805908251128685e-10,8.571621983628169e-11
1911,9.141592321222041e-07,7.813884853443856e-08,6.322797394780239e-10,8.571621983628169e-11
1912,9.478524053260376e-07,7.546414845397262e-08,5.687940227943373e-10,1.2812578874849782e-10
1913,9.96553840845341e-07,6.974629534235127e-08,5.949557265500743e-10,1.2690872162681088e-10
