ngram,Zoning,Zooning,oning
1659,0.0,0.0,1.379847398246576e-07
1660,0.0,0.0,2.1815953995688426e-07
1661,0.0,0.0,1.7667635380088802e-07
1662,0.0,0.0,1.7667635380088802e-07
1663,0.0,0.0,1.7667635380088802e-07
1664,0.0,0.0,1.7667635380088802e-07
1665,0.0,0.0,1.7667635380088802e-07
1666,0.0,0.0,1.6007159534378195e-07
1667,0.0,0.0,3.7196763612103367e-07
1668,0.0,0.0,3.7196763612103367e-07
1669,0.0,0.0,4.0192172840696525e-07
1670,0.0,0.0,4.0192172840696525e-07
1671,0.0,0.0,4.0192172840696525e-07
1672,0.0,0.0,4.0192172840696525e-07
1673,0.0,0.0,3.2202493319540994e-07
1674,0.0,0.0,2.995409228593157e-08
1675,0.0,0.0,6.427259182016445e-08
1676,0.0,0.0,3.431849953423287e-08
1677,0.0,0.0,1.0149089543379627e-07
1678,0.0,0.0,1.0149089543379627e-07
1679,0.0,0.0,1.4763443394778214e-07
1680,0.0,0.0,1.4763443394778214e-07
1681,0.0,0.0,1.9238612886900747e-07
1682,0.0,0.0,1.782286623048484e-07
1683,0.0,0.0,3.1063203209669155e-07
1684,0.0,0.0,2.4345963619712817e-07
1685,0.0,0.0,2.4345963619712817e-07
1686,0.0,0.0,2.5257451089341234e-07
1687,0.0,0.0,2.5257451089341234e-07
1688,0.0,0.0,2.07822815972187e-07
1689,0.0,0.0,2.1923295280755285e-07
1690,0.0,0.0,8.68295830157097e-08
1691,0.0,0.0,8.68295830157097e-08
1692,0.0,0.0,8.68295830157097e-08
1693,0.0,0.0,3.157116980543963e-08
1694,0.0,0.0,5.595672040012037e-08
1695,0.0,0.0,7.146352386046471e-08
1696,0.0,0.0,7.138424556225281e-08
1697,3.673537613784512e-08,0.0,1.1546669449152042e-07
1698,3.673537613784512e-08,0.0,1.1546669449152042e-07
1699,3.673537613784512e-08,0.0,1.1546669449152042e-07
1700,3.673537613784512e-08,0.0,1.284645471904306e-07
1701,4.6402135467360495e-08,0.0,1.1374575592526526e-07
1702,4.6402135467360495e-08,0.0,1.1022411225017745e-07
1703,4.6402135467360495e-08,0.0,1.008146404452808e-07
1704,9.666759329515377e-09,0.0,5.673219151601318e-08
1705,9.666759329515377e-09,0.0,5.673219151601318e-08
1706,9.666759329515377e-09,0.0,8.995833919048632e-08
1707,9.666759329515377e-09,0.0,1.0126539251587019e-07
1708,0.0,0.0,1.0124450052931674e-07
1709,0.0,0.0,8.925934074406022e-08
1710,0.0,0.0,6.717692104172914e-08
1711,0.0,0.0,8.65615784765136e-08
1712,0.0,0.0,1.1915183912541189e-07
1713,0.0,0.0,8.592569145093876e-08
1714,0.0,0.0,7.119239597841442e-08
1715,0.0,0.0,7.286888197605939e-08
1716,8.854958163543155e-09,0.0,7.286888197605939e-08
1717,8.854958163543155e-09,0.0,9.579309789842227e-08
1718,8.854958163543155e-09,0.0,7.640844046363782e-08
1719,1.543982922466317e-08,0.0,8.332740516639855e-08
1720,1.543982922466317e-08,0.0,1.0144966162377906e-07
1721,1.543982922466317e-08,0.0,1.0939816722351939e-07
1722,1.543982922466317e-08,0.0,9.80758138829125e-08
1723,6.584871061120014e-09,0.0,1.0425099006283745e-07
1724,6.584871061120014e-09,0.0,8.132677414047456e-08
1725,6.584871061120014e-09,0.0,1.1809153832587072e-07
1726,1.2774996045144299e-08,0.0,9.774480602686708e-08
1727,1.2774996045144299e-08,0.0,1.0015069763978448e-07
1728,1.2774996045144299e-08,0.0,8.911014148793583e-08
1729,1.2774996045144299e-08,0.0,1.1459804838409582e-07
1730,1.2774996045144299e-08,0.0,1.247893481247177e-07
1731,1.2774996045144299e-08,0.0,1.387228272571e-07
1732,1.2774996045144299e-08,0.0,1.0821658692959448e-07
1733,7.024769591420668e-09,0.0,9.607886346835975e-08
1734,7.024769591420668e-09,0.0,8.587417862518773e-08
1735,7.024769591420668e-09,0.0,1.1172924832944123e-07
1736,7.024769591420668e-09,0.0,9.726599157845937e-08
1737,1.3946397814379452e-08,0.0,8.089951565791256e-08
1738,1.3946397814379452e-08,0.0,1.273760144978756e-07
1739,1.3946397814379452e-08,0.0,1.3404115658691547e-07
1740,6.921628222958784e-09,0.0,1.4199094420876334e-07
1741,6.921628222958784e-09,0.0,1.5543288408740148e-07
1742,6.921628222958784e-09,0.0,2.123814653032241e-07
1743,6.921628222958784e-09,0.0,2.495137841102795e-07
1744,8.92812071892227e-09,0.0,2.584419048292018e-07
1745,8.92812071892227e-09,0.0,2.1065507890430775e-07
1746,8.92812071892227e-09,0.0,2.027093900989842e-07
1747,8.92812071892227e-09,0.0,2.0021228814519937e-07
1748,2.7126780821618013e-08,0.0,1.8372634867448922e-07
1749,2.7126780821618013e-08,0.0,1.0435369850776105e-07
1750,2.7126780821618013e-08,0.0,6.939165534244499e-08
1751,3.247521464442928e-08,0.0,6.40326732589561e-08
1752,3.63738047935515e-08,0.0,5.1409521211504787e-08
1753,3.63738047935515e-08,0.0,5.6490248923068975e-08
1754,3.63738047935515e-08,0.0,6.911720643440081e-08
1755,2.202845245895852e-08,0.0,7.725097387175797e-08
1756,2.506392300054878e-08,0.0,6.734041311874859e-08
1757,2.506392300054878e-08,0.0,7.241622691976448e-08
1758,1.0787368458815244e-08,0.0,6.884708828433109e-08
1759,1.0367573212631344e-08,0.0,7.580467809020774e-08
1760,1.0367573212631344e-08,0.0,7.373007398265535e-08
1761,2.9796546182784108e-08,0.0,6.805463418199256e-08
1762,3.9356148562319504e-08,0.0,5.532398513910916e-08
1763,3.632067802072925e-08,0.0,8.087205673388911e-08
1764,3.632067802072925e-08,0.0,8.789743434687938e-08
1765,3.632067802072925e-08,0.0,1.0558188482231604e-07
1766,3.284188311779092e-08,0.0,1.0202534715477083e-07
1767,3.284188311779092e-08,0.0,1.2348626933698726e-07
1768,1.3412910147638156e-08,0.0,1.228327831829087e-07
1769,0.0,0.0,1.2624272040438556e-07
1770,2.8829215839972935e-09,0.0,1.151092567295921e-07
1771,2.8829215839972935e-09,0.0,9.771107072659951e-08
1772,5.5190034130094185e-09,0.0,9.320702964998873e-08
1773,5.5190034130094185e-09,0.0,1.0278193128345134e-07
1774,8.191466552684038e-09,0.0,8.135429802840527e-08
1775,8.191466552684038e-09,0.0,6.835618953411021e-08
1776,1.0903836056286309e-08,0.0,6.768840929031025e-08
1777,1.0938964781611763e-08,0.0,6.786405342446805e-08
1778,1.0938964781611763e-08,0.0,6.552840961912157e-08
1779,8.302882952599638e-09,0.0,7.027980077266096e-08
1780,8.302882952599638e-09,0.0,7.374782892303042e-08
1781,5.6304198129250185e-09,0.0,7.146798962155896e-08
1782,5.6304198129250185e-09,0.0,7.432314522556485e-08
1783,2.9180503093227473e-09,0.0,8.412059975577385e-08
1784,0.0,0.0,9.283295808261625e-08
1785,0.0,0.0,9.859752785652226e-08
1786,5.3603932721151585e-09,0.0,8.602612057627215e-08
1787,6.649534890966282e-09,0.0,7.860612985918383e-08
1788,7.95608696384826e-09,0.0,8.070789192515804e-08
1789,7.95608696384826e-09,0.0,8.487259098696346e-08
1790,7.95608696384826e-09,0.0,7.738433639912858e-08
1791,9.042053201418249e-09,0.0,5.842559096842186e-08
1792,1.0130315253320532e-08,0.0,5.6893092395934475e-08
1793,5.7559441023004504e-09,0.0,5.843485390804355e-08
1794,4.466802483449328e-09,0.0,5.73947472405832e-08
1795,4.986794659751175e-09,0.0,5.503506729707754e-08
1796,4.986794659751175e-09,0.0,5.7408420112941324e-08
1797,4.986794659751175e-09,0.0,5.420987037041414e-08
1798,2.820440877674254e-08,0.0,5.62312289430013e-08
1799,2.711614672484026e-08,0.0,5.544841386040389e-08
1800,2.6130124603745182e-08,0.0,5.6367873416515324e-08
1801,2.6130124603745182e-08,0.0,5.6742117290501226e-08
1802,2.517183395056577e-08,0.0,5.69061333927883e-08
1803,2.5522833909822192e-08,0.0,5.086154633967713e-08
1804,2.613298901086937e-08,0.0,5.029216535287365e-08
1805,2.608441177339874e-09,0.0,4.8081781857588016e-08
1806,2.8669912793028676e-09,0.0,4.630964107426345e-08
1807,2.8669912793028676e-09,0.0,4.392777849407789e-08
1808,3.33771765781421e-09,0.0,4.098300365740215e-08
1809,2.6503888766222464e-09,0.0,4.0043400214731916e-08
1810,2.2993889173658235e-09,0.0,3.9852844833733666e-08
1811,1.9236177571459378e-09,0.0,4.1746434880402765e-08
1812,1.8607100463593644e-09,0.0,4.379800953659339e-08
1813,1.6021599443963704e-09,0.0,4.199002999273814e-08
1814,2.229034369781248e-09,0.0,4.052048271522121e-08
1815,2.1445894108193133e-09,0.0,3.954936568715896e-08
1816,3.485046346745386e-09,0.0,4.0360329427764034e-08
1817,3.656393917797881e-09,0.0,3.6051270413395287e-08
1818,3.959114560002166e-09,0.0,3.4309474118897147e-08
1819,3.6938820890952684e-09,0.0,3.261198244786101e-08
1820,3.8412790250218015e-09,0.0,3.1455070167599586e-08
1821,3.3429588541800115e-09,0.0,3.121293902706514e-08
1822,3.330984147239694e-09,0.0,3.1012845117369836e-08
1823,3.0737672962466434e-09,0.0,2.9009405417517494e-08
1824,3.0365397418741225e-09,0.0,2.8540741579620643e-08
1825,3.3857527813120824e-09,0.0,2.7841593411689506e-08
1826,2.9348604419736954e-09,0.0,2.5465638740586527e-08
1827,3.2057459306170497e-09,0.0,2.610594635703884e-08
1828,5.945753698912069e-09,0.0,2.5798081639192916e-08
1829,1.441523240457749e-07,0.0,2.570212132013694e-08
1830,1.4298346368806542e-07,0.0,2.6383952039006024e-08
1831,1.431280276679e-07,0.0,2.4641492655876262e-08
1832,1.5705771573758044e-07,0.0,2.4969414980091642e-08
1833,1.5705771573758044e-07,0.0,2.745522920122312e-08
1834,1.567224935066542e-07,0.0,2.5364457201249024e-08
1835,1.548593323257614e-07,0.0,2.6384768655621623e-08
1836,1.6728822343254583e-08,0.0,2.6366951288991913e-08
1837,1.6865842024569944e-08,0.0,2.596818049482863e-08
1838,1.6816135277914716e-08,0.0,2.7445532576767358e-08
1839,2.2274738878788216e-09,0.0,2.6275525247651136e-08
1840,2.6809896842243982e-09,0.0,2.8912995426415885e-08
1841,2.737884712595522e-09,0.0,2.9517851781893763e-08
1842,1.7932993106357336e-09,0.0,2.8847888903068712e-08
1843,1.6052303534027805e-09,0.0,2.7801526921881044e-08
1844,1.5064718440958659e-09,0.0,2.741282350322243e-08
1845,1.4777108822297942e-09,0.0,2.5856067001736197e-08
1846,1.315587079751625e-09,0.0,2.5627436173181195e-08
1847,1.4075204930146563e-09,0.0,2.2249933197469674e-08
1848,1.7050666711870832e-09,0.0,2.2102290791232397e-08
1849,1.7517303044619785e-09,0.0,2.300707332584092e-08
1850,1.86919145637811e-09,0.0,2.429230201122274e-08
1851,2.4784832638616703e-09,0.0,2.48792354337216e-08
1852,2.429951688278008e-09,0.0,2.588044242405171e-08
1853,2.5577685525135507e-09,0.0,2.7682807665233407e-08
1854,2.315330514614443e-09,0.0,2.8904745771488446e-08
1855,2.5078501021878553e-09,0.0,3.008613421887471e-08
1856,2.599166247309524e-09,0.0,2.998308471343794e-08
1857,2.411943882713834e-09,0.0,2.980353081787663e-08
1858,2.6483460821172653e-09,0.0,2.886365787649733e-08
1859,2.618520146744986e-09,0.0,2.8146557846347216e-08
1860,2.608468409524635e-09,0.0,2.6680043825016194e-08
1861,2.361943918227638e-09,0.0,2.4799096617503632e-08
1862,2.0105143026606852e-09,0.0,2.418100843369432e-08
1863,1.954932731569008e-09,0.0,2.2568466714493037e-08
1864,2.233347039050569e-09,0.0,2.2525159642278984e-08
1865,1.3867669710977891e-09,0.0,2.3496789529937294e-08
1866,1.5303459134839515e-09,0.0,2.47699123434586e-08
1867,1.563422566012004e-09,0.0,2.5975244304683135e-08
1868,6.481034478930273e-09,0.0,2.634043941692913e-08
1869,6.5587160861088225e-09,0.0,2.6929497869738432e-08
1870,7.55588686063291e-09,0.0,2.8869178539788924e-08
1871,7.815304744632608e-09,0.0,2.7727436346935974e-08
1872,7.928335353314862e-09,0.0,2.722466747278369e-08
1873,7.896950157285484e-09,0.0,2.731047362861513e-08
1874,8.594924343669724e-09,0.0,2.6521128150745554e-08
1875,4.021976037929928e-09,0.0,2.5343094226367872e-08
1876,4.16401885987889e-09,0.0,2.4244357632596802e-08
1877,4.666363057863927e-09,0.0,2.2700288886718615e-08
1878,4.371418290841486e-09,0.0,2.372533534712927e-08
1879,4.230449466925888e-09,0.0,2.4078921459899253e-08
1880,5.081657459905995e-09,0.0,2.3322923782741e-08
1881,4.609539337531641e-09,0.0,2.3158748569634165e-08
1882,4.564894414852258e-09,0.0,2.4219671601599657e-08
1883,5.158748016066892e-09,0.0,2.5157098753376365e-08
1884,3.821128477124855e-09,0.0,2.607326545143808e-08
1885,3.879099882578682e-09,0.0,2.494791827091701e-08
1886,4.18818766968952e-09,0.0,2.3886523743093287e-08
1887,1.2830083630431334e-08,5.526793705230253e-11,2.4256044791773742e-08
1888,1.6762625700193568e-08,5.526793705230253e-11,2.4857816630482636e-08
1889,2.0143433962108555e-07,5.526793705230253e-11,2.4792208159445702e-08
1890,2.0107574526053084e-07,5.526793705230253e-11,2.363126837069883e-08
1891,2.04918654489461e-07,5.526793705230253e-11,2.222750694613751e-08
1892,2.0642522960808867e-07,5.526793705230253e-11,2.2246484781313873e-08
1893,2.0628814047439293e-07,5.526793705230253e-11,2.268414205681373e-08
1894,1.9698072766567115e-07,6.627531856651103e-11,2.2538042543374104e-08
1895,1.94215279097116e-07,6.627531856651103e-11,2.2112837783083705e-08
1896,1.1008819823997231e-08,1.0503617023768389e-10,2.1307598479276228e-08
1897,1.2485878743616143e-08,1.0503617023768389e-10,2.124281626793488e-08
1898,8.608432950601191e-09,1.0503617023768389e-10,2.1730149869979088e-08
1899,7.082023665917956e-09,1.0503617023768389e-10,2.259733682714276e-08
1900,7.600390158505173e-09,1.0503617023768389e-10,2.2363431741366313e-08
1901,9.991063024524952e-09,3.8760851671172854e-11,2.1778942078347948e-08
1902,9.862824144692337e-09,3.8760851671172854e-11,2.13183911159019e-08
1903,8.710508187752858e-09,0.0,2.1606399209466483e-08
1904,8.893788879963234e-09,0.0,2.141348457282025e-08
1905,9.827718512005795e-09,0.0,2.063510505325082e-08
1906,1.090565555322038e-08,0.0,1.963930986091457e-08
1907,1.6834978744384443e-08,0.0,1.9478302907113435e-08
1908,1.53970076053968e-08,0.0,1.962213147521652e-08
1909,1.6865370687315006e-08,0.0,1.9547563567812176e-08
1910,1.8633905085607694e-08,1.3773889766850139e-11,1.9403582486786164e-08
1911,2.0950553292209406e-08,1.3773889766850139e-11,1.9079915044731673e-08
1912,2.7140488206051875e-08,1.3773889766850139e-11,1.911214881593943e-08
1913,4.270359900613942e-08,1.3773889766850139e-11,1.9322014464608272e-08
1914,6.603067083586569e-08,1.3773889766850139e-11,1.9666241714487243e-08
1915,1.1395669550852614e-07,1.3773889766850139e-11,1.9943963179360124e-08
1916,1.6277091446121566e-07,1.3773889766850139e-11,2.0362235072671605e-08
1917,2.42172135805114e-07,0.0,2.031661772150528e-08
1918,3.6711381058905447e-07,0.0,2.09071239051387e-08
1919,5.785020757035195e-07,0.0,2.099726234153617e-08
1920,7.595295922361142e-07,0.0,1.9827630077478327e-08
1921,9.079024688877066e-07,0.0,1.8847435865966744e-08
1922,1.093137232796185e-06,0.0,1.795503732994673e-08
1923,1.2215224955980375e-06,0.0,1.758693533661569e-08
1924,1.3587932699010707e-06,0.0,1.696737861323072e-08
1925,1.4123772546424464e-06,0.0,1.6101373948426304e-08
1926,1.36691507382888e-06,0.0,1.5763347198977888e-08
1927,1.3500432974719194e-06,0.0,1.659080669672416e-08
1928,1.384203333795345e-06,0.0,1.6719366716496812e-08
1929,1.3626017952057218e-06,0.0,1.6654681697251102e-08
1930,1.317827777061861e-06,0.0,1.661406555188348e-08
1931,1.2229835744749704e-06,0.0,1.7896060760287062e-08
1932,1.2157240364883494e-06,0.0,1.8526029726168806e-08
1933,1.2579739307381845e-06,0.0,1.9176695025586403e-08
1934,1.2657932139908162e-06,0.0,1.9032706839133036e-08
1935,1.3527214183081275e-06,0.0,1.9527788402180183e-08
1936,1.409652294829097e-06,0.0,2.0174610426693107e-08
1937,1.6103304330629596e-06,0.0,2.0460637374851232e-08
1938,1.751485618634823e-06,0.0,2.0496163242812926e-08
1939,1.8411530748250828e-06,0.0,2.2814538322027796e-08
1940,1.9188778423995245e-06,0.0,2.367179722081606e-08
1941,1.9710731261771538e-06,0.0,2.5209444944250337e-08
1942,1.9114000744074085e-06,0.0,2.5453583875543828e-08
1943,1.885976692912144e-06,0.0,2.5634107408174193e-08
1944,1.8051641258612757e-06,0.0,2.5683061772545964e-08
1945,1.8496263010092662e-06,0.0,2.5048815593160205e-08
1946,2.1886664041760795e-06,0.0,2.327142186889627e-08
1947,2.1627663824931787e-06,0.0,2.302841016290001e-08
1948,2.2351638498158925e-06,0.0,2.1864260243579078e-08
1949,2.3748167937550794e-06,0.0,2.2261925890022993e-08
1950,2.453870609185417e-06,0.0,2.19508429211146e-08
1951,2.525425494630846e-06,0.0,2.2157038870318502e-08
1952,2.691393368487687e-06,3.136789835814621e-11,2.1954417712371262e-08
1953,2.4208898626706547e-06,3.136789835814621e-11,2.1713875142381767e-08
1954,2.6211407332864056e-06,3.136789835814621e-11,2.1223343844261374e-08
1955,2.73725640909106e-06,3.136789835814621e-11,2.1391731053199692e-08
1956,2.730773790712452e-06,3.136789835814621e-11,2.1218597165021232e-08
1957,2.8411281748828643e-06,3.136789835814621e-11,2.1561972778678344e-08
1958,2.908330575987098e-06,3.136789835814621e-11,2.082645649587838e-08
1959,2.805055308791842e-06,0.0,2.1579096858610162e-08
1960,2.883684666293058e-06,0.0,2.1549364451597545e-08
1961,2.7234844830153245e-06,2.2511137795103562e-11,2.099144325029556e-08
1962,2.679374022461291e-06,2.2511137795103562e-11,2.0279560126417502e-08
1963,2.652137482073158e-06,2.2511137795103562e-11,1.9293837131125916e-08
1964,2.6494653541573953e-06,4.049775792491772e-11,1.8751938668515322e-08
1965,2.6403960678830378e-06,4.049775792491772e-11,1.917168620682982e-08
1966,2.5880640025986523e-06,4.049775792491772e-11,1.924789445289272e-08
1967,2.5809593223259853e-06,4.049775792491772e-11,2.0718479122803857e-08
1968,2.6970598615402456e-06,1.798662012981416e-11,2.119646071361915e-08
1969,2.8199218117411614e-06,3.594039153588722e-11,2.2234342621020786e-08
1970,2.95102557044759e-06,4.470990046444103e-11,2.2862260909814073e-08
1971,2.9991978993036483e-06,2.6723280334626865e-11,2.3297337646356808e-08
1972,3.1418397676523976e-06,2.6723280334626865e-11,2.3033092131998145e-08
1973,3.302265180796634e-06,2.6723280334626865e-11,2.2454152569041852e-08
1974,3.298370172290431e-06,2.6723280334626865e-11,2.0313373840151272e-08
1975,3.3957943027676914e-06,2.6723280334626865e-11,1.97799214467815e-08
1976,3.328436800334852e-06,1.6805940072124007e-11,1.91923135162142e-08
1977,3.270096872906184e-06,1.606284202870789e-11,1.8532542357872572e-08
1978,3.2483091152763725e-06,2.422277061470928e-11,1.817068882660676e-08
1979,3.0947189770813566e-06,2.422277061470928e-11,1.8069361372243164e-08
1980,2.9198272386565804e-06,3.205959803187497e-11,1.7621853690538306e-08
1981,2.8069191557733575e-06,3.205959803187497e-11,1.712824269718892e-08
1982,2.579191849300904e-06,3.205959803187497e-11,1.6636937922547597e-08
1983,2.537801719881827e-06,3.14256725800607e-11,1.5898156568994182e-08
1984,2.425651960688161e-06,5.2801635088060654e-11,1.5712223395374688e-08
1985,2.3708347660950883e-06,4.464170650205926e-11,1.49771036207978e-08
1986,2.293224984636514e-06,4.464170650205926e-11,1.4458152516486474e-08
1987,2.2828397569745514e-06,6.355474926096022e-11,1.3978445702532229e-08
1988,2.3800724063351353e-06,6.355474926096022e-11,1.4101148185626959e-08
1989,2.435620769704526e-06,6.355474926096022e-11,1.387309365798371e-08
1990,2.398337658503026e-06,8.278209268868558e-11,1.3452932736056158e-08
1991,2.4386302227087853e-06,6.651825618098073e-11,1.3018475948050373e-08
1992,2.376044059409261e-06,7.924294851254946e-11,1.2932318581095257e-08
1993,2.551194321703016e-06,7.924294851254946e-11,1.3214217910371775e-08
1994,2.593724340320997e-06,6.549933809615486e-11,1.3279475424050296e-08
1995,2.5616536082192657e-06,7.827360089450254e-11,1.300488935588159e-08
1996,2.5590834736379165e-06,8.457564014209749e-11,1.3181034549550726e-08
1997,2.54002488223445e-06,6.369831547146733e-11,1.3349591527449839e-08
1998,2.5420054693573287e-06,5.0559778586034554e-11,1.3448208768807035e-08
1999,2.6291409735027367e-06,3.7835086254465826e-11,1.3336476938669811e-08
2000,2.5719608791925045e-06,3.7835086254465826e-11,1.315213817219631e-08
2001,2.5108346822630016e-06,2.989955654096401e-11,1.3124438298055857e-08
2002,2.4500974892102282e-06,1.712529374261632e-11,1.318541250786406e-08
2003,2.3452665638095434e-06,1.0823254495021369e-11,1.3574157163377874e-08
2004,2.19731962910633e-06,5.070730046170218e-12,1.3821808713438649e-08
2005,2.037242016480637e-06,5.070730046170218e-12,1.4090119927954805e-08
2006,1.7307658189175917e-06,1.5363874359250065e-11,1.57592224983968e-08
2007,1.4644411001946928e-06,1.5363874359250065e-11,1.628894365422541e-08
2008,1.3004933033958617e-06,1.558422389152143e-11,1.693838123730172e-08
2009,1.075594566048364e-06,3.217894056376355e-11,1.6494099546499845e-08
2010,8.847677617853021e-07,4.4460629126742897e-11,1.634131230332514e-08
2011,7.401583640590356e-07,4.4460629126742897e-11,1.5684729578627606e-08
2012,6.012841343557998e-07,4.9800486651152553e-11,1.4545073526558587e-08
2013,5.292910835968152e-07,5.0209387738745346e-11,1.2349214032322412e-08
