ngram,Job,Jofb,Jobd,Jovb
1570,8.075572298236824e-06,0.0,0.0,0.0
1571,8.075572298236824e-06,0.0,0.0,0.0
1572,8.595533082760604e-06,0.0,0.0,0.0
1573,8.595533082760604e-06,0.0,0.0,0.0
1574,8.457847310897445e-06,0.0,0.0,0.0
1575,2.575684610357192e-06,0.0,0.0,0.0
1576,4.829086882247273e-06,0.0,0.0,0.0
1577,3.318074602378017e-06,0.0,0.0,0.0
1578,3.5589877143138438e-06,0.0,0.0,0.0
1579,3.6857817349300603e-06,0.0,0.0,0.0
1580,4.676242578430642e-06,0.0,0.0,0.0
1581,4.131531032466487e-06,0.0,0.0,0.0
1582,5.807456529640019e-06,0.0,0.0,0.0
1583,4.2749881653695155e-06,0.0,0.0,0.0
1584,4.2749881653695155e-06,0.0,0.0,0.0
1585,4.977665477261846e-06,0.0,0.0,0.0
1586,5.768698364201035e-06,0.0,0.0,0.0
1587,4.778237520700454e-06,0.0,0.0,0.0
1588,4.778237520700454e-06,0.0,0.0,0.0
1589,3.6624914433299897e-06,0.0,0.0,0.0
1590,3.981460135297052e-06,0.0,0.0,0.0
1591,3.981460135297052e-06,0.0,0.0,0.0
1592,3.0378697114688942e-06,0.0,0.0,0.0
1593,2.0466354726522695e-06,0.0,0.0,0.0
1594,2.0466354726522695e-06,0.0,0.0,0.0
1595,3.3990268093475606e-06,0.0,0.0,0.0
1596,3.8909385174130354e-06,0.0,0.0,0.0
1597,4.666967340329263e-06,0.0,0.0,0.0
1598,8.603785837684491e-06,0.0,0.0,0.0
1599,9.311252727327104e-06,0.0,0.0,0.0
1600,1.0036266173431483e-05,0.0,0.0,0.0
1601,1.1208209343749331e-05,0.0,0.0,0.0
1602,1.048222234853061e-05,0.0,0.0,0.0
1603,9.430131220662069e-06,0.0,0.0,0.0
1604,8.29528107715305e-06,0.0,0.0,0.0
1605,5.145520844962448e-06,0.0,0.0,0.0
1606,5.07869481225498e-06,0.0,0.0,0.0
1607,3.907127912888038e-06,0.0,0.0,0.0
1608,1.3917130023141258e-05,0.0,0.0,0.0
1609,1.4422769579271386e-05,0.0,0.0,0.0
1610,1.5187459147065446e-05,0.0,0.0,0.0
1611,1.4813614695542907e-05,0.0,0.0,0.0
1612,1.4026556430378281e-05,0.0,0.0,0.0
1613,1.3545726054482138e-05,0.0,0.0,0.0
1614,1.6841823464476746e-05,0.0,0.0,0.0
1615,6.802707909108514e-06,0.0,0.0,0.0
1616,6.391513076258499e-06,0.0,0.0,0.0
1617,6.244530157216234e-06,0.0,0.0,0.0
1618,6.134247606886285e-06,0.0,0.0,0.0
1619,6.246782106700266e-06,0.0,0.0,0.0
1620,6.8928829364267585e-06,0.0,0.0,0.0
1621,3.7752035219844923e-06,0.0,0.0,0.0
1622,2.036017176416343e-05,0.0,0.0,0.0
1623,1.9639322699406747e-05,0.0,0.0,0.0
1624,1.902161605065495e-05,0.0,0.0,0.0
1625,1.9239985225080352e-05,0.0,0.0,0.0
1626,1.958669435810277e-05,0.0,0.0,0.0
1627,2.0058953769616244e-05,0.0,0.0,0.0
1628,2.3745721689140608e-05,0.0,0.0,0.0
1629,6.760687840921621e-06,0.0,0.0,0.0
1630,1.3660607854555045e-05,0.0,0.0,0.0
1631,1.4907567577081085e-05,0.0,0.0,0.0
1632,1.6416392944457975e-05,0.0,0.0,0.0
1633,1.7053891692090213e-05,0.0,0.0,0.0
1634,1.6145975450854166e-05,0.0,0.0,0.0
1635,1.3927183869912238e-05,0.0,0.0,0.0
1636,1.4747619096462067e-05,8.684440899742185e-08,0.0,0.0
1637,1.0408303458981599e-05,8.684440899742185e-08,0.0,0.0
1638,1.0979389734140049e-05,8.684440899742185e-08,0.0,0.0
1639,1.0301164593329304e-05,8.684440899742185e-08,0.0,0.0
1640,1.2905512156586546e-05,8.684440899742185e-08,0.0,0.0
1641,1.6476915464279174e-05,1.465664963364231e-07,0.0,0.0
1642,1.7313367347274573e-05,1.465664963364231e-07,0.0,0.0
1643,1.6924359832566032e-05,5.972208733900125e-08,0.0,0.0
1644,1.7571906807591275e-05,5.972208733900125e-08,0.0,0.0
1645,1.7571183499447735e-05,5.972208733900125e-08,0.0,0.0
1646,1.7634859172436075e-05,5.972208733900125e-08,0.0,0.0
1647,1.4974224736111605e-05,5.972208733900125e-08,0.0,0.0
1648,1.653447511021763e-05,0.0,0.0,0.0
1649,1.5850867709689608e-05,0.0,0.0,0.0
1650,1.8497727653864005e-05,0.0,0.0,0.0
1651,2.2169589296286824e-05,0.0,0.0,0.0
1652,2.2356436927241574e-05,0.0,0.0,0.0
1653,2.376036569070753e-05,0.0,0.0,0.0
1654,3.0933581261446565e-05,0.0,0.0,0.0
1655,3.025422561872152e-05,0.0,0.0,0.0
1656,3.085627525121838e-05,0.0,0.0,0.0
1657,3.949160886155109e-05,0.0,0.0,0.0
1658,5.818625426659959e-05,0.0,0.0,0.0
1659,5.8015613441447e-05,0.0,0.0,0.0
1660,5.8509077462076675e-05,0.0,0.0,0.0
1661,5.137037292765204e-05,0.0,0.0,0.0
1662,4.886201252572521e-05,0.0,0.0,0.0
1663,4.8760048295142564e-05,0.0,0.0,0.0
1664,3.8268812009586585e-05,0.0,0.0,0.0
1665,1.5471925572845585e-05,0.0,0.0,0.0
1666,1.695411310720374e-05,0.0,0.0,0.0
1667,1.5726712198167142e-05,0.0,0.0,0.0
1668,2.042717005679151e-05,0.0,0.0,0.0
1669,2.2066918063501362e-05,0.0,0.0,0.0
1670,2.131356060479967e-05,0.0,0.0,0.0
1671,2.3063879780238494e-05,0.0,0.0,0.0
1672,2.724807823791967e-05,2.4600601428963794e-08,0.0,0.0
1673,2.754482037354527e-05,2.4600601428963794e-08,0.0,0.0
1674,3.464124516280468e-05,2.4600601428963794e-08,0.0,0.0
1675,3.24349445820969e-05,2.4600601428963794e-08,0.0,0.0
1676,3.9174685168420963e-05,2.4600601428963794e-08,0.0,0.0
1677,4.219644142722245e-05,2.4600601428963794e-08,0.0,0.0
1678,4.5293124328184475e-05,2.4600601428963794e-08,0.0,0.0
1679,3.9807747141042326e-05,0.0,0.0,0.0
1680,4.081127969714414e-05,0.0,0.0,0.0
1681,3.706071532048684e-05,2.237584746061267e-08,0.0,0.0
1682,3.637461928259914e-05,2.237584746061267e-08,0.0,0.0
1683,2.6784299994428045e-05,2.237584746061267e-08,0.0,0.0
1684,2.3531548062497416e-05,2.237584746061267e-08,0.0,0.0
1685,1.9992741597109542e-05,2.237584746061267e-08,0.0,0.0
1686,2.3378888597237945e-05,2.237584746061267e-08,0.0,0.0
1687,2.5025310476069406e-05,2.237584746061267e-08,0.0,0.0
1688,2.2495353472809905e-05,0.0,0.0,0.0
1689,2.933624598102012e-05,0.0,0.0,0.0
1690,2.9852967210380094e-05,0.0,0.0,0.0
1691,3.1351592302339017e-05,0.0,0.0,0.0
1692,3.153378202114254e-05,0.0,0.0,0.0
1693,2.911643501387776e-05,0.0,0.0,0.0
1694,2.726780595756801e-05,0.0,0.0,0.0
1695,2.7713233326461966e-05,0.0,0.0,0.0
1696,2.3768075022547108e-05,0.0,0.0,0.0
1697,3.381514735727771e-05,1.4694149643089207e-08,0.0,0.0
1698,3.879037545370271e-05,1.4694149643089207e-08,0.0,0.0
1699,3.70338813289501e-05,1.4694149643089207e-08,0.0,0.0
1700,3.68501145463337e-05,1.4694149643089207e-08,0.0,0.0
1701,3.4824019686701444e-05,1.4694149643089207e-08,0.0,0.0
1702,3.435166971550123e-05,1.4694149643089207e-08,0.0,0.0
1703,3.1741734866435376e-05,2.5735359494254747e-08,0.0,0.0
1704,2.2447903964868082e-05,1.104120985116554e-08,0.0,0.0
1705,1.852367313404102e-05,1.104120985116554e-08,0.0,0.0
1706,1.8829277126185063e-05,1.104120985116554e-08,0.0,0.0
1707,2.2583115164057483e-05,1.104120985116554e-08,0.0,0.0
1708,2.5134109559335877e-05,1.104120985116554e-08,0.0,0.0
1709,2.6021142340531306e-05,1.104120985116554e-08,0.0,0.0
1710,2.4814827806299684e-05,0.0,0.0,0.0
1711,2.686120569705963e-05,0.0,0.0,0.0
1712,2.6635857856100692e-05,0.0,0.0,0.0
1713,2.816870463513104e-05,0.0,0.0,0.0
1714,2.5723450952292687e-05,0.0,0.0,0.0
1715,2.274353404832904e-05,0.0,0.0,1.132235334060689e-08
1716,2.1647012155361673e-05,0.0,0.0,1.132235334060689e-08
1717,2.2572950781198286e-05,0.0,0.0,1.132235334060689e-08
1718,2.0684803140673985e-05,0.0,0.0,1.132235334060689e-08
1719,1.9488544759432053e-05,0.0,0.0,1.132235334060689e-08
1720,1.7926379639123168e-05,0.0,0.0,1.132235334060689e-08
1721,1.6283381618060438e-05,8.760058075755036e-09,0.0,1.132235334060689e-08
1722,1.72842801475781e-05,8.760058075755036e-09,0.0,0.0
1723,1.716439185526854e-05,8.760058075755036e-09,0.0,0.0
1724,1.6377729869938256e-05,8.760058075755036e-09,0.0,0.0
1725,1.6691768256090915e-05,8.760058075755036e-09,0.0,0.0
1726,1.5864817994172752e-05,8.760058075755036e-09,0.0,0.0
1727,1.6619735626071425e-05,8.760058075755036e-09,0.0,0.0
1728,1.6830777635082734e-05,0.0,0.0,0.0
1729,1.70634723742426e-05,6.371976724039996e-09,0.0,0.0
1730,1.623637568367745e-05,6.371976724039996e-09,0.0,0.0
1731,1.6210674792611307e-05,1.3338716290231138e-08,0.0,0.0
1732,1.543665348435752e-05,1.3338716290231138e-08,0.0,0.0
1733,1.538714020300956e-05,1.3338716290231138e-08,0.0,0.0
1734,1.4246709984685627e-05,1.3338716290231138e-08,0.0,0.0
1735,1.5400120511393262e-05,1.980564233252023e-08,0.0,0.0
1736,1.383389592644692e-05,1.3433665608480233e-08,0.0,0.0
1737,1.373763461742783e-05,1.3433665608480233e-08,0.0,0.0
1738,1.2957614931760223e-05,6.466926042289092e-09,0.0,0.0
1739,1.277612968156713e-05,6.466926042289092e-09,0.0,0.0
1740,1.3373429542947893e-05,6.466926042289092e-09,0.0,0.0
1741,1.6405986830899826e-05,6.466926042289092e-09,0.0,0.0
1742,1.5544100278930273e-05,0.0,0.0,0.0
1743,1.673033122122953e-05,0.0,0.0,0.0
1744,1.7839362044469453e-05,0.0,0.0,0.0
1745,2.3448157402786558e-05,0.0,0.0,0.0
1746,2.6312039543492055e-05,1.4933931424820912e-08,0.0,0.0
1747,2.5749489395821e-05,1.4933931424820912e-08,0.0,0.0
1748,2.3918792976473924e-05,1.4933931424820912e-08,0.0,0.0
1749,2.7410574148234446e-05,1.4933931424820912e-08,0.0,0.0
1750,2.7949718449755373e-05,1.4933931424820912e-08,0.0,3.298731446729367e-09
1751,2.7177233927691953e-05,1.4933931424820912e-08,0.0,3.298731446729367e-09
1752,2.3157326592939042e-05,1.4933931424820912e-08,0.0,3.298731446729367e-09
1753,2.239163469701972e-05,0.0,0.0,3.298731446729367e-09
1754,2.250164535715677e-05,0.0,0.0,7.48280015727687e-09
1755,2.103550897507895e-05,0.0,0.0,7.48280015727687e-09
1756,1.5915313269943e-05,0.0,0.0,7.48280015727687e-09
1757,1.5012081348686479e-05,0.0,0.0,4.184068710547503e-09
1758,1.4909268689474889e-05,0.0,0.0,4.184068710547503e-09
1759,1.2873137945592004e-05,0.0,0.0,4.184068710547503e-09
1760,1.0156994903809391e-05,0.0,0.0,4.184068710547503e-09
1761,1.0360852424387953e-05,0.0,0.0,0.0
1762,1.320136444909232e-05,0.0,0.0,0.0
1763,1.4375717780369865e-05,0.0,0.0,2.8386745652499356e-09
1764,1.4192846460251271e-05,0.0,0.0,2.8386745652499356e-09
1765,1.4099719659757934e-05,0.0,0.0,5.786082977822713e-09
1766,1.5070456616480701e-05,0.0,0.0,5.786082977822713e-09
1767,1.649254279202848e-05,0.0,0.0,5.786082977822713e-09
1768,1.6119673481236013e-05,0.0,0.0,5.786082977822713e-09
1769,1.5529932430321685e-05,0.0,0.0,8.832342603324963e-09
1770,1.5673162254513174e-05,0.0,0.0,5.993668038075027e-09
1771,1.465299491038812e-05,0.0,0.0,8.626311855307125e-09
1772,1.5015790138152494e-05,0.0,5.272163658024251e-09,8.314985271746472e-09
1773,1.4527560129603703e-05,0.0,5.272163658024251e-09,8.314985271746472e-09
1774,1.3907171965651546e-05,0.0,5.272163658024251e-09,8.314985271746472e-09
1775,1.3300834975130524e-05,0.0,5.272163658024251e-09,8.314985271746472e-09
1776,1.1118684077311108e-05,0.0,5.272163658024251e-09,5.268725646244223e-09
1777,1.0239908078801818e-05,0.0,5.272163658024251e-09,5.268725646244223e-09
1778,1.0082094766923027e-05,0.0,5.272163658024251e-09,2.6360818290121254e-09
1779,9.343698885848945e-06,0.0,0.0,0.0
1780,8.813422807309377e-06,0.0,0.0,0.0
1781,7.636561869211228e-06,0.0,0.0,0.0
1782,7.70847496564134e-06,0.0,0.0,0.0
1783,7.68213976698462e-06,0.0,0.0,0.0
1784,7.706967153353617e-06,0.0,0.0,0.0
1785,8.18426425602021e-06,0.0,0.0,0.0
1786,8.236819277434343e-06,0.0,0.0,0.0
1787,9.026563280453307e-06,0.0,0.0,0.0
1788,9.244081801235942e-06,0.0,0.0,0.0
1789,9.417068992791298e-06,1.163384817053676e-09,0.0,0.0
1790,8.919866819009517e-06,1.163384817053676e-09,0.0,0.0
1791,8.790788732377613e-06,1.163384817053676e-09,0.0,0.0
1792,8.342621315802847e-06,1.163384817053676e-09,0.0,0.0
1793,1.0120123338960444e-05,1.163384817053676e-09,9.860221210950775e-10,0.0
1794,9.538285926932336e-06,1.163384817053676e-09,9.860221210950775e-10,0.0
1795,9.934349041681603e-06,1.163384817053676e-09,9.860221210950775e-10,9.132721245919129e-10
1796,1.0764564259651316e-05,9.481616127158888e-10,9.860221210950775e-10,1.8614337373078017e-09
1797,1.1587344618289666e-05,9.481616127158888e-10,1.5529457719765105e-09,1.8614337373078017e-09
1798,1.1697271734841966e-05,9.481616127158888e-10,1.5529457719765105e-09,1.8614337373078017e-09
1799,1.2002135658154397e-05,9.481616127158888e-10,1.5529457719765105e-09,1.8614337373078017e-09
1800,1.0796416323241179e-05,9.481616127158888e-10,5.66923650881433e-10,1.8614337373078017e-09
1801,1.1954065614970335e-05,9.481616127158888e-10,5.66923650881433e-10,1.8614337373078017e-09
1802,1.2112731123384687e-05,9.481616127158888e-10,5.66923650881433e-10,9.481616127158888e-10
1803,1.2011822166511723e-05,0.0,5.66923650881433e-10,0.0
1804,1.2574164559607328e-05,3.0507755052358986e-10,0.0,0.0
1805,1.311152222375053e-05,3.0507755052358986e-10,0.0,2.5967750172384285e-10
1806,1.3111868481376274e-05,3.0507755052358986e-10,0.0,5.182276036868367e-10
1807,1.3053483728851592e-05,3.0507755052358986e-10,0.0,5.182276036868367e-10
1808,1.3487634272938262e-05,3.0507755052358986e-10,0.0,7.535907929425077e-10
1809,1.3730068271148152e-05,3.0507755052358986e-10,0.0,7.535907929425077e-10
1810,1.3991239289420524e-05,3.0507755052358986e-10,2.17937652052009e-10,1.1894660970465258e-09
1811,1.3029529717251925e-05,0.0,2.17937652052009e-10,1.6582339787011131e-09
1812,1.32727187259921e-05,0.0,2.17937652052009e-10,1.6372647364854792e-09
1813,1.3617522069710373e-05,0.0,2.17937652052009e-10,1.5726940384906486e-09
1814,1.3141700687161314e-05,0.0,2.17937652052009e-10,1.9906103115070143e-09
1815,1.2477559331663152e-05,0.0,2.17937652052009e-10,1.7552471222513434e-09
1816,1.1911189566100283e-05,0.0,2.17937652052009e-10,1.7552471222513434e-09
1817,1.118365136270378e-05,0.0,1.7134757105249524e-10,1.3193718181473253e-09
1818,1.1576484082200165e-05,0.0,1.7134757105249524e-10,8.506039364927379e-10
1819,1.1191788611800543e-05,0.0,7.725373356899062e-10,6.118956769845291e-10
1820,1.1300844172572916e-05,0.0,7.725373356899062e-10,4.1791627301636577e-10
1821,1.2101665301348216e-05,0.0,7.725373356899062e-10,0.0
1822,1.2725051679548674e-05,0.0,7.725373356899062e-10,1.2476890155964171e-10
1823,1.2985821220874122e-05,0.0,7.725373356899062e-10,1.2476890155964171e-10
1824,1.3964388277340081e-05,0.0,6.011897646374109e-10,1.2476890155964171e-10
1825,1.4634113800379314e-05,0.0,6.011897646374109e-10,3.7800251024527094e-10
1826,1.4584438628974436e-05,0.0,0.0,3.7800251024527094e-10
1827,1.4491950683545188e-05,0.0,0.0,3.7800251024527094e-10
1828,1.4176114746078383e-05,0.0,0.0,3.7800251024527094e-10
1829,1.3441270052031282e-05,0.0,4.91919965079595e-10,3.2350788714552436e-10
1830,1.3763992033740838e-05,0.0,7.778336070478937e-10,3.2350788714552436e-10
1831,1.2871439659128165e-05,0.0,7.778336070478937e-10,3.2350788714552436e-10
1832,1.2375703980589086e-05,0.0,7.778336070478937e-10,7.027427845989515e-11
1833,1.2928609846442538e-05,0.0,7.778336070478937e-10,7.027427845989515e-11
1834,1.3146641062381345e-05,0.0,7.778336070478937e-10,7.027427845989515e-11
1835,1.3012765521125402e-05,0.0,7.778336070478937e-10,7.027427845989515e-11
1836,1.35608862754972e-05,0.0,2.859136419682987e-10,0.0
1837,1.3239022207147042e-05,0.0,0.0,0.0
1838,1.327078137234951e-05,0.0,0.0,0.0
1839,1.309583473942309e-05,0.0,0.0,1.5156287336282048e-10
1840,1.2439797371501169e-05,0.0,7.558596605759606e-11,1.5156287336282048e-10
1841,1.232760379415205e-05,0.0,1.4556357706498246e-10,1.5156287336282048e-10
1842,1.2352990649690452e-05,0.0,1.4556357706498246e-10,1.5156287336282048e-10
1843,1.1371197875372932e-05,0.0,1.4556357706498246e-10,1.5156287336282048e-10
1844,1.1488755522545294e-05,0.0,1.4556357706498246e-10,1.5156287336282048e-10
1845,1.1247099662016677e-05,0.0,1.4556357706498246e-10,1.5156287336282048e-10
1846,1.1235530629554497e-05,0.0,1.4556357706498246e-10,1.304409992717938e-10
1847,1.1476924295753374e-05,0.0,6.997761100738638e-11,2.51651929453597e-10
1848,1.1031375184497197e-05,5.4687675023399966e-11,0.0,2.51651929453597e-10
1849,1.0826820081482375e-05,5.4687675023399966e-11,5.3739536630205616e-11,3.053914660838026e-10
1850,1.1150368923803658e-05,5.4687675023399966e-11,5.3739536630205616e-11,3.053914660838026e-10
1851,1.0886174225431335e-05,5.4687675023399966e-11,1.0016813172570543e-10,3.982486562748022e-10
1852,1.098276399196558e-05,5.4687675023399966e-11,2.0129127333211117e-10,4.993717978812079e-10
1853,1.0767254934762605e-05,5.4687675023399966e-11,2.0129127333211117e-10,5.137088294431586e-10
1854,1.045097048648001e-05,5.4687675023399966e-11,2.0129127333211117e-10,4.4299975989124466e-10
1855,1.0283178978300254e-05,0.0,2.0129127333211117e-10,4.4299975989124466e-10
1856,1.0706397655927244e-05,0.0,1.4755173670190557e-10,3.89260223261039e-10
1857,1.0509558965817892e-05,0.0,1.4755173670190557e-10,3.89260223261039e-10
1858,1.0398361025311584e-05,0.0,1.0112314160640575e-10,2.964030330700394e-10
1859,1.0510901639853338e-05,0.0,0.0,1.9527989146363367e-10
1860,1.0677226392934764e-05,6.099520888369625e-11,0.0,1.1149706951358545e-10
1861,1.0401544386695605e-05,6.099520888369625e-11,2.2594672165001028e-10,1.1748188929619881e-10
1862,1.0334494358435872e-05,6.099520888369625e-11,2.2594672165001028e-10,2.8463670309619715e-10
1863,9.771567160247027e-06,6.099520888369625e-11,2.2594672165001028e-10,2.8463670309619715e-10
1864,9.510569725534879e-06,6.099520888369625e-11,2.2594672165001028e-10,3.788269460030287e-10
1865,9.448355350676657e-06,6.099520888369625e-11,2.2594672165001028e-10,3.788269460030287e-10
1866,9.126985527733008e-06,6.099520888369625e-11,2.2594672165001028e-10,3.788269460030287e-10
1867,8.608457002472797e-06,0.0,2.2594672165001028e-10,3.610441945411935e-10
1868,8.815384587381101e-06,0.0,4.4811698003093574e-11,3.4936921213178454e-10
1869,8.914242243918125e-06,0.0,4.4811698003093574e-11,1.822143983317862e-10
1870,8.78340831280054e-06,0.0,8.704815836400672e-11,1.822143983317862e-10
1871,8.988687113742344e-06,0.0,8.704815836400672e-11,1.2860021777630744e-10
1872,8.75940512352307e-06,0.0,2.5085499947127433e-10,1.2860021777630744e-10
1873,8.53481151352753e-06,0.0,3.6788126116833146e-10,2.0661772293095737e-10
1874,8.362527621232272e-06,0.0,3.6788126116833146e-10,1.6340526550909625e-10
1875,8.04807632448501e-06,0.0,4.032996238554988e-10,1.988236281962636e-10
1876,7.838040086686046e-06,0.0,4.4163160826750566e-10,1.988236281962636e-10
1877,7.77946836803624e-06,0.0,4.3434682041519427e-10,2.337753007048653e-10
1878,7.538967305923247e-06,0.0,5.069175396903753e-10,1.9319923835351257e-10
1879,7.594511641530387e-06,0.0,3.431106985831077e-10,1.9319923835351257e-10
1880,7.6070963846827255e-06,0.0,2.918578037977174e-10,1.4806841665469606e-10
1881,7.745982722034178e-06,0.0,2.918578037977174e-10,1.7963401203032906e-10
1882,7.95935823459461e-06,0.0,2.1162774310745647e-10,1.3181353032885668e-10
1883,7.776322425862808e-06,0.0,1.7329575869544962e-10,1.3181353032885668e-10
1884,7.436902381284329e-06,3.051090729273247e-11,1.6885499347958037e-10,1.2737276511298745e-10
1885,7.158002777682018e-06,3.051090729273247e-11,1.8335410967296184e-10,1.2737276511298745e-10
1886,7.0551756315191076e-06,3.051090729273247e-11,3.2129719519856184e-10,1.5496138102858278e-10
1887,6.9081704948205565e-06,3.051090729273247e-11,2.55523828286895e-10,1.2207469757274936e-10
1888,6.928609309397871e-06,3.051090729273247e-11,3.0952951313167887e-10,1.175119446195083e-10
1889,6.972935742461621e-06,3.051090729273247e-11,3.0952951313167887e-10,8.510236563071975e-11
1890,6.983679083662407e-06,5.58065974384395e-11,3.348252032773859e-10,8.510236563071975e-11
1891,7.02134944471514e-06,2.529569014570703e-11,4.323395530470009e-10,8.019651014696499e-11
1892,6.8465928961813916e-06,2.529569014570703e-11,4.1268446596528664e-10,1.0266809228173405e-10
1893,6.712134044002076e-06,2.529569014570703e-11,3.208647276447303e-10,1.212028235711823e-10
1894,6.7434985534678816e-06,2.529569014570703e-11,3.208647276447303e-10,1.212028235711823e-10
1895,6.486494450135589e-06,4.646689778984938e-11,2.6685904279994636e-10,9.419998114879036e-11
1896,6.157521576304654e-06,4.646689778984938e-11,2.862394686355328e-10,9.419998114879036e-11
1897,6.070200665167899e-06,2.1171207644142344e-11,2.609437784898258e-10,9.419998114879036e-11
1898,5.941167598523732e-06,2.1171207644142344e-11,1.329185214274783e-10,6.859492933981265e-11
1899,5.942106067128147e-06,3.938511421759066e-11,8.371767961407833e-11,4.6123347205043583e-11
1900,5.864629136859938e-06,3.938511421759066e-11,7.373554148212439e-11,0.0
1901,5.7055658544413745e-06,3.938511421759066e-11,9.087222839289564e-11,0.0
1902,5.6247321741206435e-06,1.8213906573448314e-11,9.087222839289564e-11,0.0
1903,5.423926527977788e-06,1.8213906573448314e-11,8.743094740256855e-11,0.0
1904,5.350695898544343e-06,1.8213906573448314e-11,8.743094740256855e-11,0.0
1905,5.272402242033942e-06,1.8213906573448314e-11,8.743094740256855e-11,0.0
1906,5.2256708451230745e-06,0.0,6.921704082912023e-11,0.0
1907,5.1148148746246335e-06,0.0,3.307583175603059e-11,1.465017393112841e-11
1908,5.1352145809297715e-06,1.372445411286703e-11,1.5939144845259332e-11,4.209908215686247e-11
1909,5.02178506524485e-06,1.372445411286703e-11,1.5939144845259332e-11,4.209908215686247e-11
1910,5.074554532516881e-06,1.372445411286703e-11,1.3773889766850139e-11,4.209908215686247e-11
1911,4.929424124254313e-06,2.770238602004379e-11,1.3773889766850139e-11,4.209908215686247e-11
1912,4.824109575045961e-06,2.770238602004379e-11,1.3773889766850139e-11,4.209908215686247e-11
1913,4.757622329114903e-06,2.770238602004379e-11,1.3773889766850139e-11,4.209908215686247e-11
1914,4.776987030449423e-06,2.770238602004379e-11,1.3773889766850139e-11,2.744890822573406e-11
1915,4.8449355745106e-06,1.3977931907176761e-11,1.3773889766850139e-11,0.0
1916,5.088953067960185e-06,1.3977931907176761e-11,1.3773889766850139e-11,0.0
1917,5.147417856018624e-06,1.3977931907176761e-11,0.0,1.396573432296425e-11
