ngram,Queue,Queu
1657,0.0,0.0
1658,0.0,0.0
1659,1.9300310733732268e-07,0.0
1660,1.9300310733732268e-07,0.0
1661,1.9300310733732268e-07,0.0
1662,1.9300310733732268e-07,0.0
1663,1.9300310733732268e-07,0.0
1664,1.9300310733732268e-07,0.0
1665,1.9300310733732268e-07,0.0
1666,0.0,0.0
1667,0.0,0.0
1668,0.0,0.0
1669,0.0,0.0
1670,0.0,0.0
1671,0.0,0.0
1672,0.0,0.0
1673,0.0,0.0
1674,0.0,0.0
1675,0.0,0.0
1676,0.0,0.0
1677,0.0,0.0
1678,0.0,0.0
1679,2.3071769256992932e-08,0.0
1680,2.3071769256992932e-08,0.0
1681,2.3071769256992932e-08,0.0
1682,2.3071769256992932e-08,0.0
1683,2.3071769256992932e-08,0.0
1684,2.3071769256992932e-08,0.0
1685,2.3071769256992932e-08,0.0
1686,0.0,0.0
1687,0.0,0.0
1688,0.0,0.0
1689,0.0,0.0
1690,0.0,0.0
1691,0.0,0.0
1692,0.0,0.0
1693,0.0,0.0
1694,0.0,0.0
1695,1.550680346034434e-08,0.0
1696,3.12527492139582e-08,0.0
1697,3.12527492139582e-08,0.0
1698,3.12527492139582e-08,0.0
1699,5.7391829955122375e-08,0.0
1700,5.7391829955122375e-08,0.0
1701,6.705858928463776e-08,0.0
1702,5.155178582429341e-08,0.0
1703,3.580584007067955e-08,0.0
1704,6.179113906260422e-08,0.0
1705,6.179113906260422e-08,0.0
1706,3.565205832144004e-08,0.0
1707,1.0856677639432227e-07,1.2152453012147037e-08
1708,9.890001706480689e-08,1.2152453012147037e-08
1709,9.890001706480689e-08,1.2152453012147037e-08
1710,9.890001706480689e-08,1.2152453012147037e-08
1711,7.291471807288222e-08,1.2152453012147037e-08
1712,7.291471807288222e-08,1.2152453012147037e-08
1713,7.291471807288222e-08,1.2152453012147037e-08
1714,0.0,0.0
1715,0.0,0.0
1716,0.0,0.0
1717,7.641405476631137e-09,0.0
1718,7.641405476631137e-09,0.0
1719,7.641405476631137e-09,0.0
1720,1.670253370532139e-08,0.0
1721,1.670253370532139e-08,0.0
1722,2.4430120402842348e-08,0.0
1723,3.6780472762692236e-08,0.0
1724,2.9139067286061097e-08,0.0
1725,2.9139067286061097e-08,0.0
1726,2.9139067286061097e-08,0.0
1727,7.481966589141718e-08,0.0
1728,7.481966589141718e-08,0.0
1729,7.346405591793623e-08,0.0
1730,9.384665539917997e-08,0.0
1731,1.0778013453156226e-07,0.0
1732,1.0778013453156226e-07,0.0
1733,1.0778013453156226e-07,0.0
1734,7.884706576533063e-08,0.0
1735,7.884706576533063e-08,0.0
1736,7.247508904129063e-08,0.0
1737,1.228016758757024e-07,0.0
1738,1.5829454420262274e-07,0.0
1739,1.5829454420262274e-07,0.0
1740,1.65781822809257e-07,0.0
1741,1.399731647414423e-07,0.0
1742,1.591052810770829e-07,0.0
1743,1.687366746645174e-07,0.0
1744,8.5677135989012e-08,0.0
1745,3.6250788529709355e-08,0.0
1746,3.6250788529709355e-08,0.0
1747,3.2922661676236335e-08,0.0
1748,3.2922661676236335e-08,0.0
1749,1.379054534059573e-08,0.0
1750,4.374393012897469e-08,0.0
1751,8.300445334238507e-08,0.0
1752,8.300445334238507e-08,0.0
1753,9.306315819555624e-08,0.0
1754,8.8904006442395e-08,0.0
1755,8.8904006442395e-08,0.0
1756,1.374715351078391e-07,0.0
1757,9.788675673202566e-08,0.0
1758,6.79489876428566e-08,0.0
1759,7.490657744873325e-08,0.0
1760,6.48478725955621e-08,0.0
1761,6.762344005397023e-08,0.0
1762,6.762344005397023e-08,0.0
1763,2.1894585953776058e-08,0.0
1764,2.470526564276757e-08,0.0
1765,1.832991993109902e-08,0.0
1766,1.8174434401885264e-08,0.0
1767,8.000898153527811e-08,0.0
1768,7.991562662417501e-08,0.0
1769,8.600814587517952e-08,0.0
1770,8.605239289392688e-08,0.0
1771,8.587435702216745e-08,0.0
1772,8.819911226761893e-08,0.0
1773,8.658738970268587e-08,0.0
1774,3.009776884864225e-08,0.0
1775,5.052506958845372e-08,0.0
1776,5.799439734793006e-08,0.0
1777,8.137392905536802e-08,0.0
1778,8.430357263072047e-08,0.0
1779,8.15930946933869e-08,0.0
1780,7.640271298165707e-08,0.0
1781,7.297030357733547e-08,0.0
1782,4.986079029021896e-08,0.0
1783,4.4997339441822855e-08,0.0
1784,3.038619134088094e-08,0.0
1785,3.93870051494462e-08,0.0
1786,4.486590933692826e-08,0.0
1787,5.5179042287737245e-08,0.0
1788,8.462377516187708e-08,1.3065520728819786e-09
1789,9.044069924714546e-08,2.4699368899356547e-09
1790,8.505684842167024e-08,2.4699368899356547e-09
1791,7.34055432311769e-08,2.4699368899356547e-09
1792,6.537201408767552e-08,3.5581989418379376e-09
1793,5.831744630059786e-08,3.5581989418379376e-09
1794,4.8004313349788874e-08,4.5561845090397975e-09
1795,1.8473607849805214e-08,3.2496324361578186e-09
1796,1.3604845377252722e-08,2.0862476191041424e-09
1797,1.7660307628984484e-08,2.0862476191041424e-09
1798,1.939627772681466e-08,2.0862476191041424e-09
1799,2.307978912747493e-08,9.979855672018596e-10
1800,2.415208648948968e-08,9.979855672018596e-10
1801,2.8331150695290067e-08,0.0
1802,3.0845874362687e-08,0.0
1803,4.3586711383016204e-08,2.105999692097222e-09
1804,4.048778937512257e-08,2.105999692097222e-09
1805,5.1476016592135106e-08,2.105999692097222e-09
1806,7.46158964456559e-08,2.105999692097222e-09
1807,8.13448681112407e-08,2.105999692097222e-09
1808,8.234379425938901e-08,2.105999692097222e-09
1809,8.487766933740204e-08,2.2869245069096725e-09
1810,8.012411407370174e-08,1.809248148124506e-10
1811,7.936878760566352e-08,1.809248148124506e-10
1812,8.120579434286615e-08,4.1963307432065934e-10
1813,5.716384191397797e-08,6.136124782888227e-10
1814,6.23767458003093e-08,6.136124782888227e-10
1815,6.453810260812329e-08,6.136124782888227e-10
1816,6.393865931946558e-08,4.326876634763721e-10
1817,5.7230734437244534e-08,4.326876634763721e-10
1818,5.801181198908775e-08,4.326876634763721e-10
1819,5.141637211230383e-08,1.9397940396816337e-10
1820,6.141436007364323e-08,1.4739693592653273e-10
1821,6.785429107480923e-08,2.759511904696207e-10
1822,7.885597241852338e-08,2.759511904696207e-10
1823,7.356351210725215e-08,2.759511904696207e-10
1824,8.085851480440656e-08,2.759511904696207e-10
1825,8.656440542154087e-08,2.759511904696207e-10
1826,8.39310619734793e-08,2.759511904696207e-10
1827,8.323563146664778e-08,1.2855425454308796e-10
1828,7.393876545945335e-08,0.0
1829,5.9181725171291484e-08,0.0
1830,6.477449941501488e-08,3.812181681439597e-10
1831,6.677091641498529e-08,4.741128283620404e-10
1832,6.196230626999619e-08,4.741128283620404e-10
1833,6.322814678177175e-08,4.741128283620404e-10
1834,5.225611638642087e-08,6.402332156493376e-10
1835,7.186136384364414e-08,6.402332156493376e-10
1836,7.473263709454971e-08,9.404779336260764e-10
1837,8.465164366303465e-08,1.0239082121848192e-09
1838,7.84755077428859e-08,1.0073392992764646e-09
1839,8.085953443323238e-08,1.0073392992764646e-09
1840,7.977904863715984e-08,1.0073392992764646e-09
1841,8.032489111948443e-08,8.412189119891675e-10
1842,5.979337710674112e-08,9.020343519746835e-10
1843,6.625629822565315e-08,6.673641639309835e-10
1844,5.403538086820195e-08,2.694985742504993e-10
1845,6.097251110353292e-08,1.931728269407732e-10
1846,6.630802573681649e-08,2.583933265766701e-10
1847,6.54568711614242e-08,3.189987916675717e-10
1848,6.42148257108082e-08,3.189987916675717e-10
1849,6.227372091010303e-08,4.731414982028781e-10
1850,5.5241806811474296e-08,4.0756696826983937e-10
1851,5.779270750849719e-08,4.336413014386206e-10
1852,5.501835076415773e-08,6.86449155454635e-10
1853,4.9102296831701353e-08,7.17747337754458e-10
1854,5.281898499528584e-08,9.096511718479202e-10
1855,5.1386333918149573e-08,1.1196581677681244e-09
1856,4.783183170177706e-08,1.2028928567505863e-09
1857,4.709592563553347e-08,1.2991613102768846e-09
1858,5.2137245631911355e-08,1.2639076333150916e-09
1859,4.994319624529453e-08,1.0110997792990771e-09
1860,4.953307402339695e-08,9.14581097363357e-10
1861,5.5101975046259865e-08,7.185584785914959e-10
1862,5.7055539721367106e-08,6.199880252046239e-10
1863,5.825365028450895e-08,3.2179518970133966e-10
1864,6.511254418179696e-08,3.197169790818728e-10
1865,6.018978889902168e-08,3.505665678384316e-10
1866,5.734646433909672e-08,3.505665678384316e-10
1867,5.6160539076342634e-08,4.3699148268215385e-10
1868,4.888527221120447e-08,3.8050480226965126e-10
1869,4.937578676081752e-08,3.482400320490139e-10
1870,5.008741408931071e-08,4.749494131317533e-10
1871,4.62339464490924e-08,6.242155364028739e-10
1872,4.4818858973323065e-08,5.767141446939255e-10
1873,4.5343777494671096e-08,5.767141446939255e-10
1874,4.693658642703927e-08,4.902892298502032e-10
1875,4.727977349310615e-08,5.304042601953337e-10
1876,5.070760928609681e-08,6.812243864245155e-10
1877,5.166099776537132e-08,6.59370018902499e-10
1878,4.902058390955842e-08,4.159136527245469e-10
1879,4.9881331319414e-08,4.4478957025465403e-10
1880,5.21890548554893e-08,5.434496186396132e-10
1881,5.1539373657760734e-08,6.065808093908792e-10
1882,5.032055787929883e-08,5.664657790457487e-10
1883,4.340100444112847e-08,3.685965084741584e-10
1884,4.0942324070718835e-08,4.162960353421801e-10
1885,4.439514254629882e-08,4.743425909995277e-10
1886,4.310980829456769e-08,4.3210357910819907e-10
1887,4.114232053455323e-08,4.992473458452298e-10
1888,4.071125811070228e-08,4.6311899751635567e-10
1889,3.959453362004492e-08,4.6311899751635567e-10
1890,3.899972865286015e-08,4.5629205969177633e-10
1891,4.12225458847258e-08,3.2934257107200947e-10
1892,4.254633673943837e-08,2.9376759754943093e-10
1893,4.256213413457642e-08,3.353640044239421e-10
1894,4.10948382624708e-08,2.137437350129596e-10
1895,4.0135278719536216e-08,2.2908330787885234e-10
1896,4.1826849031930835e-08,2.6784415955002517e-10
1897,5.461995833400124e-08,3.168554902582039e-10
1898,5.410777426106961e-08,3.634031111746491e-10
1899,5.192097850072384e-08,3.9557324876022497e-10
1900,5.1373150051452806e-08,9.950005660667012e-10
1901,5.305937632117873e-08,9.850903941772365e-10
1902,5.191055560008603e-08,9.944028497458186e-10
1903,4.877004171938941e-08,1.06721601000892e-09
1904,3.873355503003495e-08,1.0721776918679434e-09
1905,3.506843678938562e-08,1.0610124683602911e-09
1906,3.1540169333408944e-08,1.0218857347611886e-09
1907,3.2974877939295766e-08,4.1187409038911937e-10
1908,3.251436402657808e-08,4.3249853301904496e-10
1909,3.430421153487779e-08,5.048727428188674e-10
1910,3.7762675526258656e-08,8.47837106077165e-10
1911,3.6293669530047216e-08,8.105022010683274e-10
1912,3.838347138542174e-08,8.792417191142274e-10
1913,3.972588911795226e-08,9.209184089912067e-10
1914,3.8878938417903034e-08,9.06167180974344e-10
1915,4.3732928897303025e-08,8.831468096508794e-10
1916,4.5242318589901383e-08,7.741695915283334e-10
1917,4.2612236786762226e-08,3.754941536276186e-10
1918,4.2674406230958084e-08,3.6232083404958663e-10
1919,4.086525353029304e-08,3.0362259730219524e-10
1920,3.773011338280087e-08,2.928342310700874e-10
1921,3.580332754081285e-08,2.7709637164173376e-10
1922,2.9407804953101343e-08,2.6937022255614703e-10
1923,2.657562525598678e-08,3.525321384018858e-10
1924,2.7371481081672755e-08,2.9666920111002884e-10
1925,2.532616859087154e-08,2.9091389812980443e-10
1926,2.5816921679831595e-08,3.1157702013689155e-10
1927,2.664812548403006e-08,2.8791208901106964e-10
1928,2.6631428237270223e-08,3.0541945361672873e-10
1929,2.5862625564952524e-08,3.065539548398531e-10
1930,2.461256671486873e-08,2.0834017645997094e-10
1931,2.2664546303222518e-08,2.0834017645997094e-10
1932,2.265802707362192e-08,3.74480970042969e-10
1933,2.209768266782573e-08,3.059562761872517e-10
1934,2.6143825644047477e-08,2.832178975469597e-10
1935,2.8483271360560788e-08,2.375989246620033e-10
1936,2.921932207300415e-08,2.1231312739646213e-10
1937,3.090998898106331e-08,2.1231312739646213e-10
1938,3.139147608521853e-08,2.340653781907065e-10
1939,3.422274121232606e-08,4.491940946189337e-11
1940,3.571526262037748e-08,7.333877552869898e-11
1941,3.254902430122846e-08,1.0091734590846256e-10
1942,3.1177992505198356e-08,1.507334376363697e-10
1943,3.38605151536545e-08,1.7218676286377488e-10
1944,3.6148025271489e-08,2.1012940792137462e-10
1945,3.802888112350697e-08,2.446854167694111e-10
1946,3.472676216428486e-08,2.7778162508302577e-10
1947,3.5812347119547535e-08,2.261951003485712e-10
1948,3.482254002611691e-08,1.986165299688076e-10
1949,3.465144260417219e-08,4.549113526351535e-10
1950,3.2343025781398996e-08,4.672979780906417e-10
1951,3.002600276350417e-08,4.4590443143421865e-10
1952,2.882962262568916e-08,4.3664801833788655e-10
1953,3.2219705253006784e-08,4.3493028325672766e-10
1954,3.457683637821317e-08,4.3493028325672766e-10
1955,3.952148525903405e-08,4.784130403342627e-10
1956,4.2188161535656425e-08,2.531101608067259e-10
1957,4.424788687832201e-08,2.575013862852035e-10
1958,5.096642422383216e-08,6.099083282069223e-10
1959,5.680467601061017e-08,6.419140516752567e-10
1960,6.250154171993927e-08,6.952384660038494e-10
1961,6.906376118617377e-08,7.965385850905449e-10
1962,7.412073748420361e-08,1.0591085032794568e-09
1963,7.93648499300811e-08,9.98108181422224e-10
1964,8.914283000649448e-08,1.121756594359345e-09
1965,9.437495711901128e-08,8.409513740132673e-10
1966,1.0143829903037321e-07,7.970660897178255e-10
1967,1.057159469805161e-07,7.212078811142624e-10
1968,1.062907496621587e-07,6.641904704800844e-10
1969,1.2094411415221528e-07,4.658604196849936e-10
1970,1.3264492793041427e-07,5.512868138181557e-10
1971,1.6219823249587405e-07,4.87867131613941e-10
1972,1.7511129511506495e-07,5.475388753506394e-10
1973,1.9163525369744354e-07,8.01259975036217e-10
1974,1.9801153935564537e-07,8.331528126134405e-10
1975,2.108914673369457e-07,8.61855602758104e-10
1976,2.1254613662741966e-07,8.425337173965732e-10
1977,2.1532797234158352e-07,8.898014150890024e-10
1978,2.0142845309172636e-07,8.647808659643732e-10
1979,2.022220379720758e-07,8.307461147565626e-10
1980,1.9904718076954202e-07,5.96710522263574e-10
1981,2.1233167655866835e-07,5.788624024560818e-10
1982,2.257979149687474e-07,7.875137129710805e-10
1983,2.443211164810626e-07,8.027480505720267e-10
1984,2.6445817979947606e-07,7.311027735593509e-10
1985,2.855293733513723e-07,7.734086149291386e-10
1986,4.7406550152118143e-07,6.941635758269829e-10
1987,5.13360203870304e-07,7.529927316594711e-10
1988,5.562812646076054e-07,7.716917937994339e-10
1989,5.885239805333445e-07,6.896153370572478e-10
1990,6.066736943921569e-07,6.858421965270724e-10
1991,6.464433600480593e-07,6.181242055901061e-10
1992,6.734102514980935e-07,5.723648172481102e-10
1993,5.244736972339783e-07,6.022356373512418e-10
1994,5.337854612922197e-07,5.795925039512159e-10
1995,5.7472155796339e-07,6.465852763918153e-10
1996,6.010947036624462e-07,5.35253475470692e-10
1997,6.248292265809141e-07,5.044218287112276e-10
1998,6.299144225912252e-07,5.548389525600328e-10
1999,6.770988859118785e-07,6.258574928149788e-10
2000,7.118847114335429e-07,5.9779090407933e-10
2001,7.206125068088503e-07,5.929494990246959e-10
2002,7.000985533522908e-07,5.380538078573035e-10
2003,6.816395057285263e-07,5.32355453370619e-10
2004,6.670192159877583e-07,5.087440786104886e-10
2005,6.485543784557584e-07,5.197173168016076e-10
2006,6.026933192515571e-07,4.353252599667964e-10
2007,5.898369132799936e-07,4.902199915842889e-10
2008,5.795191343947539e-07,4.4105513685721576e-10
2009,5.497320054408712e-07,4.33005068308948e-10
2010,5.29567626829573e-07,3.79132144329957e-10
2011,5.080956709337312e-07,3.569252155737652e-10
2012,4.808014547766756e-07,2.930760316972274e-10
2013,4.472207949999886e-07,2.8997396547428677e-10
2014,4.0286103545180853e-07,2.662769766586288e-10
2015,3.737784075903099e-07,2.3467009238609116e-10
2016,3.53491040121818e-07,2.2658553555257984e-10
2017,3.4031406907312583e-07,2.3091630633094903e-10
2018,3.3259439078392463e-07,2.4460278733040577e-10
2019,3.3587340197982485e-07,2.870639828275734e-10
