ngram,Hop,Hopr,Hopd,Hopx,Hozp,Hopn
1655,6.974598006438879e-07,0.0,0.0,0.0,0.0,0.0
1656,7.427671318639893e-07,0.0,0.0,0.0,0.0,0.0
1657,6.666155830511602e-07,0.0,0.0,0.0,0.0,0.0
1658,5.912309737660897e-07,0.0,0.0,0.0,0.0,0.0
1659,3.4504116643217587e-07,0.0,0.0,0.0,0.0,0.0
1660,5.101897885749298e-07,0.0,0.0,0.0,0.0,0.0
1661,5.615942342274138e-07,0.0,0.0,0.0,0.0,0.0
1662,6.021940939555342e-07,0.0,0.0,0.0,0.0,0.0
1663,5.568867627354328e-07,0.0,0.0,0.0,0.0,0.0
1664,5.405808788542085e-07,0.0,0.0,0.0,0.0,0.0
1665,6.192400913310589e-07,0.0,0.0,0.0,0.0,0.0
1666,7.069180948552198e-07,0.0,0.0,0.0,0.0,0.0
1667,5.96202957987251e-07,0.0,0.0,0.0,0.0,0.0
1668,5.055853559302445e-07,0.0,0.0,0.0,0.0,0.0
1669,5.548477710297967e-07,0.0,0.0,0.0,0.0,0.0
1670,5.548477710297967e-07,0.0,0.0,0.0,0.0,0.0
1671,6.719855605297198e-07,0.0,0.0,0.0,0.0,0.0
1672,5.889119165658485e-07,0.0,0.0,0.0,0.0,0.0
1673,6.917525589804947e-07,0.0,0.0,0.0,0.0,0.0
1674,7.896569595037103e-07,0.0,0.0,0.0,0.0,0.0
1675,1.2263627370755006e-06,0.0,0.0,0.0,0.0,0.0
1676,1.308286503639725e-06,0.0,0.0,0.0,0.0,0.0
1677,1.4762174893283891e-06,0.0,0.0,0.0,0.0,0.0
1678,2.3953795838289286e-06,0.0,0.0,0.0,0.0,0.0
1679,2.438465457998973e-06,0.0,0.0,0.0,0.0,0.0
1680,2.2881873422063237e-06,0.0,0.0,0.0,0.0,0.0
1681,2.194728762918073e-06,0.0,0.0,0.0,0.0,0.0
1682,1.8352359672592553e-06,0.0,0.0,0.0,0.0,0.0
1683,1.8399877522564826e-06,0.0,0.0,0.0,0.0,0.0
1684,1.7304999257053818e-06,0.0,0.0,0.0,0.0,0.0
1685,6.953087238668689e-07,0.0,0.0,0.0,0.0,0.0
1686,6.030216468388971e-07,0.0,0.0,0.0,0.0,0.0
1687,6.542141964668449e-07,0.0,0.0,0.0,0.0,0.0
1688,5.19959111703169e-07,0.0,0.0,0.0,0.0,0.0
1689,5.252775931044848e-07,0.0,0.0,0.0,0.0,0.0
1690,4.941318008734794e-07,0.0,0.0,2.0770290884034433e-08,0.0,0.0
1691,4.846207478489564e-07,0.0,0.0,2.0770290884034433e-08,0.0,0.0
1692,5.152132221805264e-07,0.0,0.0,2.0770290884034433e-08,0.0,0.0
1693,5.465644160754632e-07,0.0,0.0,2.0770290884034433e-08,0.0,0.0
1694,1.7153983488274856e-06,0.0,0.0,2.0770290884034433e-08,0.0,0.0
1695,1.8704663834309291e-06,0.0,0.0,2.0770290884034433e-08,0.0,0.0
1696,1.901641157685065e-06,0.0,0.0,2.0770290884034433e-08,0.0,0.0
1697,1.866455243819993e-06,0.0,0.0,0.0,0.0,0.0
1698,1.9212358393718077e-06,0.0,0.0,0.0,0.0,0.0
1699,1.9417184883455515e-06,0.0,0.0,0.0,0.0,0.0
1700,2.1573264997901527e-06,0.0,0.0,1.29978526989102e-08,0.0,0.0
1701,1.0388939699623734e-06,0.0,0.0,1.29978526989102e-08,0.0,0.0
1702,9.916923724111776e-07,0.0,0.0,1.29978526989102e-08,0.0,0.0
1703,8.673565495038409e-07,0.0,0.0,1.29978526989102e-08,0.0,0.0
1704,9.56371069703112e-07,0.0,0.0,1.29978526989102e-08,0.0,0.0
1705,1.3197064073925243e-06,0.0,9.157804673317775e-09,1.29978526989102e-08,0.0,0.0
1706,1.3832749873797314e-06,0.0,9.157804673317775e-09,1.29978526989102e-08,0.0,0.0
1707,1.2578403121616638e-06,0.0,9.157804673317775e-09,0.0,0.0,0.0
1708,1.2092349176587698e-06,0.0,9.157804673317775e-09,0.0,0.0,0.0
1709,1.3899688846257568e-06,0.0,9.157804673317775e-09,0.0,0.0,0.0
1710,1.4257053473037168e-06,0.0,9.157804673317775e-09,0.0,0.0,0.0
1711,1.3524849821676201e-06,0.0,9.157804673317775e-09,0.0,0.0,0.0
1712,1.037524823134715e-06,0.0,0.0,0.0,0.0,0.0
1713,1.953452933126495e-06,0.0,0.0,0.0,0.0,0.0
1714,1.956359337132848e-06,0.0,0.0,0.0,0.0,0.0
1715,2.363113675788294e-06,0.0,0.0,0.0,0.0,1.132235334060689e-08
1716,2.2781773135907964e-06,0.0,0.0,0.0,0.0,1.132235334060689e-08
1717,2.30865548798777e-06,0.0,7.641405476631137e-09,0.0,0.0,1.132235334060689e-08
1718,2.329748586557149e-06,0.0,7.641405476631137e-09,0.0,0.0,1.132235334060689e-08
1719,2.3883765801916264e-06,0.0,7.641405476631137e-09,0.0,0.0,1.132235334060689e-08
1720,1.4714322885213602e-06,0.0,7.641405476631137e-09,0.0,0.0,1.132235334060689e-08
1721,1.7236838516510034e-06,0.0,7.641405476631137e-09,0.0,0.0,1.132235334060689e-08
1722,1.3538125602151143e-06,0.0,7.641405476631137e-09,0.0,0.0,0.0
1723,1.5391846172211184e-06,0.0,7.641405476631137e-09,0.0,0.0,0.0
1724,1.8214561318278096e-06,0.0,0.0,0.0,0.0,0.0
1725,2.159657664638611e-06,0.0,0.0,0.0,0.0,0.0
1726,4.178178528491117e-06,0.0,0.0,0.0,0.0,0.0
1727,4.34574699933624e-06,0.0,0.0,0.0,0.0,0.0
1728,4.377276776982139e-06,0.0,0.0,0.0,0.0,0.0
1729,4.46350454045127e-06,0.0,0.0,0.0,0.0,0.0
1730,4.6800280740301655e-06,0.0,0.0,0.0,0.0,0.0
1731,4.4656200413685705e-06,6.966739566191141e-09,0.0,0.0,0.0,0.0
1732,4.969171884892733e-06,6.966739566191141e-09,0.0,0.0,0.0,0.0
1733,2.9366286915839216e-06,6.966739566191141e-09,0.0,0.0,0.0,0.0
1734,3.162164603054407e-06,1.7290202793317022e-08,0.0,0.0,0.0,0.0
1735,2.9414931889602613e-06,1.7290202793317022e-08,0.0,0.0,0.0,0.0
1736,3.6025197199965727e-06,1.7290202793317022e-08,0.0,0.0,0.0,0.0
1737,3.266903588285329e-06,1.7290202793317022e-08,0.0,0.0,0.0,0.0
1738,3.1765872644687728e-06,1.0323463227125882e-08,0.0,0.0,0.0,0.0
1739,2.472061160980437e-06,1.0323463227125882e-08,0.0,0.0,0.0,0.0
1740,2.8444007723140075e-06,1.0323463227125882e-08,0.0,0.0,0.0,0.0
1741,3.1646944031698306e-06,5.9413507764410105e-09,0.0,0.0,0.0,0.0
1742,3.162097341048918e-06,5.9413507764410105e-09,0.0,0.0,0.0,0.0
1743,2.4740857773914674e-06,5.9413507764410105e-09,9.631393587434495e-09,0.0,0.0,0.0
1744,2.418417182070698e-06,5.9413507764410105e-09,9.631393587434495e-09,0.0,0.0,0.0
1745,2.474074855334558e-06,5.9413507764410105e-09,9.631393587434495e-09,0.0,0.0,0.0
1746,2.3142036330422603e-06,5.9413507764410105e-09,9.631393587434495e-09,0.0,0.0,0.0
1747,2.331610841922936e-06,1.0100502529602246e-08,9.631393587434495e-09,0.0,0.0,0.0
1748,1.5770053291167381e-06,4.159151753161236e-09,9.631393587434495e-09,0.0,0.0,0.0
1749,1.4763013008892552e-06,4.159151753161236e-09,9.631393587434495e-09,0.0,0.0,0.0
1750,1.3570399265258208e-06,4.159151753161236e-09,0.0,0.0,0.0,0.0
1751,1.3926047261390652e-06,4.159151753161236e-09,0.0,0.0,0.0,0.0
1752,1.3809179222334933e-06,8.05774190228346e-09,0.0,0.0,0.0,0.0
1753,1.3369381365789325e-06,8.05774190228346e-09,5.029352426585579e-09,0.0,0.0,0.0
1754,9.429649269675013e-07,3.898590149122226e-09,9.213421137133082e-09,0.0,0.0,0.0
1755,9.110527067995073e-07,7.751897917224987e-09,9.213421137133082e-09,0.0,0.0,0.0
1756,1.075721513643657e-06,7.751897917224987e-09,9.213421137133082e-09,0.0,0.0,0.0
1757,1.0891755225981927e-06,7.751897917224987e-09,9.213421137133082e-09,0.0,0.0,0.0
1758,1.0599743437264157e-06,7.751897917224987e-09,9.213421137133082e-09,0.0,0.0,0.0
1759,1.1026214029438312e-06,3.85330776810276e-09,9.213421137133082e-09,0.0,0.0,0.0
1760,1.1339291745571245e-06,3.85330776810276e-09,4.184068710547503e-09,0.0,0.0,0.0
1761,1.0386068782151727e-06,3.85330776810276e-09,0.0,0.0,0.0,0.0
1762,1.0488952040889541e-06,0.0,0.0,0.0,0.0,0.0
1763,9.901778201180735e-07,0.0,0.0,0.0,0.0,0.0
1764,1.0093757591026327e-06,0.0,0.0,0.0,0.0,0.0
1765,9.47897279144984e-07,0.0,0.0,0.0,0.0,0.0
1766,9.034307514152065e-07,0.0,0.0,0.0,0.0,0.0
1767,9.153224352433296e-07,0.0,0.0,0.0,0.0,0.0
1768,9.201016512504014e-07,0.0,0.0,0.0,0.0,0.0
1769,9.568367675326174e-07,0.0,0.0,0.0,0.0,0.0
1770,9.050258102303945e-07,0.0,0.0,0.0,0.0,0.0
1771,1.0149490614302131e-06,0.0,0.0,0.0,0.0,0.0
1772,9.744126958009604e-07,0.0,0.0,0.0,0.0,0.0
1773,9.539931186606867e-07,0.0,0.0,0.0,0.0,0.0
1774,9.345500870949763e-07,0.0,0.0,0.0,0.0,2.672463139674619e-09
1775,1.338146619543425e-06,0.0,0.0,0.0,0.0,2.672463139674619e-09
1776,1.2969995363424199e-06,0.0,0.0,0.0,0.0,2.672463139674619e-09
1777,1.2695052110497533e-06,0.0,0.0,0.0,0.0,2.672463139674619e-09
1778,1.0969790683442885e-06,0.0,0.0,0.0,0.0,2.672463139674619e-09
1779,1.0859461911292913e-06,0.0,0.0,0.0,0.0,2.672463139674619e-09
1780,1.0883419788245062e-06,0.0,0.0,0.0,0.0,2.672463139674619e-09
1781,1.0988669276100284e-06,0.0,0.0,1.9125168750276445e-09,0.0,0.0
1782,7.65996998909811e-07,0.0,0.0,1.9125168750276445e-09,0.0,0.0
1783,8.770896816453647e-07,0.0,0.0,1.9125168750276445e-09,0.0,0.0
1784,8.560852669298973e-07,0.0,0.0,1.9125168750276445e-09,0.0,0.0
1785,8.436460632310627e-07,0.0,0.0,1.9125168750276445e-09,0.0,1.6181223979775235e-09
1786,8.620244987663941e-07,0.0,0.0,1.9125168750276445e-09,0.0,1.6181223979775235e-09
1787,8.925039074776058e-07,0.0,0.0,1.9125168750276445e-09,0.0,1.6181223979775235e-09
1788,1.024691231675336e-06,0.0,0.0,0.0,0.0,1.6181223979775235e-09
1789,1.0416722773243237e-06,0.0,0.0,0.0,0.0,1.6181223979775235e-09
1790,1.0183498123491778e-06,0.0,0.0,0.0,0.0,1.6181223979775235e-09
1791,1.1011369411205254e-06,0.0,0.0,0.0,0.0,1.6181223979775235e-09
1792,1.2371535750129884e-06,0.0,0.0,0.0,0.0,0.0
1793,1.380368376300924e-06,0.0,0.0,0.0,0.0,0.0
1794,1.4384931838711573e-06,9.979855672018596e-10,9.979855672018596e-10,0.0,0.0,0.0
1795,1.3842552724392071e-06,9.979855672018596e-10,1.9112576917937727e-09,0.0,0.0,0.0
1796,1.3776187383233004e-06,1.9461471799177487e-09,2.8594193045096615e-09,0.0,0.0,0.0
1797,1.428121387497023e-06,1.9461471799177487e-09,2.8594193045096615e-09,0.0,0.0,0.0
1798,1.4041675220661482e-06,2.5248038580473674e-09,2.8594193045096615e-09,0.0,0.0,0.0
1799,1.3362442814468523e-06,2.5248038580473674e-09,3.4601888973132387e-09,0.0,0.0,0.0
1800,1.2786554829550108e-06,2.9364677673575964e-09,3.4601888973132387e-09,0.0,0.0,0.0
1801,1.233448123067709e-06,2.402822670991408e-09,2.462203330111379e-09,0.0,0.0,4.643404708356716e-10
1802,1.1722881205449603e-06,3.271076266995822e-09,1.548931205519466e-09,0.0,0.0,4.643404708356716e-10
1803,1.0745859201831211e-06,3.0249145727927792e-09,6.00769592803577e-10,0.0,0.0,4.643404708356716e-10
1804,9.800904194889881e-07,3.0249145727927792e-09,6.00769592803577e-10,0.0,0.0,4.643404708356716e-10
1805,9.175885874615883e-07,2.7059353963870033e-09,6.00769592803577e-10,0.0,0.0,4.643404708356716e-10
1806,8.488326394789121e-07,2.7059353963870033e-09,0.0,2.5855010196299387e-10,0.0,4.643404708356716e-10
1807,7.075357270228519e-07,2.2942714870767743e-09,2.092212276443612e-10,2.5855010196299387e-10,0.0,4.643404708356716e-10
1808,6.596247398452501e-07,2.0652942054967737e-09,2.092212276443612e-10,2.5855010196299387e-10,0.0,0.0
1809,6.131189788253064e-07,1.558890239117261e-09,3.901460424568118e-10,2.5855010196299387e-10,0.0,0.0
1810,6.237185548993043e-07,1.5107032609001131e-09,3.901460424568118e-10,2.5855010196299387e-10,0.0,0.0
1811,5.850238673182113e-07,1.5107032609001131e-09,3.901460424568118e-10,2.5855010196299387e-10,0.0,0.0
1812,5.709008356851492e-07,1.2510257591762703e-09,3.901460424568118e-10,2.5855010196299387e-10,0.0,0.0
1813,5.774518772990891e-07,1.2510257591762703e-09,3.901460424568118e-10,0.0,0.0,0.0
1814,5.604378746478947e-07,1.2510257591762703e-09,1.809248148124506e-10,0.0,0.0,2.0895813650818289e-10
1815,5.404226897098852e-07,1.208803279695303e-09,1.809248148124506e-10,0.0,0.0,2.0895813650818289e-10
1816,5.403952343385754e-07,1.6076445254396633e-09,0.0,0.0,0.0,2.0895813650818289e-10
1817,5.264068079213757e-07,1.1251791561964604e-09,0.0,0.0,0.0,2.0895813650818289e-10
1818,5.424863331882079e-07,1.1251791561964604e-09,1.790348662973023e-10,0.0,0.0,2.0895813650818289e-10
1819,5.345734450656892e-07,1.1251791561964604e-09,1.790348662973023e-10,0.0,0.0,2.0895813650818289e-10
1820,5.447238525643375e-07,1.419973028049526e-09,1.790348662973023e-10,0.0,0.0,6.511489284274522e-10
1821,5.698576209007504e-07,1.548527282592614e-09,1.790348662973023e-10,0.0,0.0,4.421907919192693e-10
1822,5.697324679333957e-07,1.7296932854269998e-09,3.03803767856944e-10,0.0,0.0,4.421907919192693e-10
1823,5.455456419310524e-07,1.109465178458383e-09,3.03803767856944e-10,0.0,0.0,4.421907919192693e-10
1824,5.390169479012132e-07,9.381176074058877e-10,3.03803767856944e-10,0.0,0.0,5.763108085992436e-10
1825,4.946205568298215e-07,1.317968012504167e-09,1.2476890155964171e-10,0.0,0.0,5.763108085992436e-10
1826,5.353144924161565e-07,1.7919609843605348e-09,1.2476890155964171e-10,0.0,0.0,8.133072945274275e-10
1827,5.362644596321584e-07,1.601737718649941e-09,1.2476890155964171e-10,0.0,0.0,3.711165026081582e-10
1828,5.376144583481488e-07,1.5835127732875621e-09,1.2476890155964171e-10,0.0,0.0,3.711165026081582e-10
1829,5.164211976144932e-07,1.2092060606784726e-09,0.0,0.0,7.027427845989515e-11,3.711165026081582e-10
1830,5.199313842954975e-07,1.2593523763498077e-09,0.0,0.0,7.027427845989515e-11,7.523346707521178e-10
1831,5.101395694444883e-07,1.7238256615798824e-09,0.0,0.0,7.027427845989515e-11,6.182146540721436e-10
1832,5.250005829436435e-07,1.429124715393978e-09,0.0,0.0,7.027427845989515e-11,6.182146540721436e-10
1833,5.25289420595852e-07,1.3675230709735737e-09,0.0,0.0,7.027427845989515e-11,3.812181681439597e-10
1834,5.34812634051767e-07,1.262952464831102e-09,0.0,0.0,7.027427845989515e-11,3.812181681439597e-10
1835,5.563386683401664e-07,1.4877567590586084e-09,8.37834008520539e-11,8.37834008520539e-11,7.027427845989515e-11,3.812181681439597e-10
1836,5.898956731341189e-07,1.6378791180469777e-09,8.37834008520539e-11,8.37834008520539e-11,0.0,3.812181681439597e-10
1837,6.160941146455505e-07,1.6021528548293418e-09,8.37834008520539e-11,8.37834008520539e-11,0.0,0.0
1838,6.17677142957161e-07,1.2140053169089932e-09,8.37834008520539e-11,1.6010914816178e-10,0.0,0.0
1839,6.12383575214283e-07,1.1288558579966183e-09,8.37834008520539e-11,1.6010914816178e-10,0.0,0.0
1840,6.074507845304262e-07,1.0188083947910392e-09,8.37834008520539e-11,1.6010914816178e-10,0.0,1.5117193211519212e-10
1841,5.974837295395576e-07,1.3686964498279712e-09,8.37834008520539e-11,1.6010914816178e-10,0.0,6.410152091668969e-10
1842,5.939200125989633e-07,1.0943782864052715e-09,0.0,1.3714118729524216e-10,0.0,7.018306491524129e-10
1843,6.006742125919118e-07,1.1409795172160182e-09,0.0,1.3714118729524216e-10,0.0,7.674051790854516e-10
1844,6.244106763071094e-07,1.1864452594981652e-09,0.0,1.3714118729524216e-10,0.0,9.009708931298885e-10
1845,6.558171727582314e-07,1.2435970428040628e-09,0.0,6.081543998551605e-11,0.0,9.009708931298885e-10
1846,6.685182662684903e-07,1.30881754243996e-09,0.0,6.081543998551605e-11,0.0,9.009708931298885e-10
1847,6.45199609802408e-07,1.0670791433004772e-09,0.0,6.081543998551605e-11,0.0,7.497989610146963e-10
1848,6.985579099299295e-07,1.1000048054971806e-09,0.0,6.081543998551605e-11,0.0,2.599556839629916e-10
1849,6.877243257414583e-07,1.522845211043844e-09,0.0,0.0,0.0,1.9914024397747554e-10
1850,6.868078717811191e-07,1.3261216212447279e-09,4.746990895603582e-11,0.0,0.0,1.8103562300047267e-10
1851,6.434388686622177e-07,1.2186302482992367e-09,4.746990895603582e-11,0.0,0.0,9.389850405153562e-11
1852,6.442191988753621e-07,1.2873990008964243e-09,1.4859305056244158e-10,0.0,0.0,1.444600748547385e-10
1853,6.375825997955482e-07,1.2704378422283875e-09,1.9685239153030158e-10,4.825934096786e-11,0.0,1.444600748547385e-10
1854,6.499110522132209e-07,1.3108360983972643e-09,1.9685239153030158e-10,9.87612015977492e-11,0.0,1.949619354846277e-10
1855,6.082876374031392e-07,1.138029377083833e-09,1.9685239153030158e-10,9.87612015977492e-11,0.0,1.949619354846277e-10
1856,6.303802868907431e-07,8.034699493032958e-10,2.9625000072134155e-10,9.87612015977492e-11,0.0,1.949619354846277e-10
1857,6.391644140941415e-07,9.960068563558927e-10,2.487800917653057e-10,1.468954283608984e-10,0.0,2.4376048005489027e-10
1858,6.531755210354666e-07,1.2487707534702963e-09,4.2159063541800737e-10,2.0449894159010488e-10,0.0,1.9733188495939047e-10
1859,6.608140422161211e-07,1.1683832472948146e-09,3.204674938116016e-10,2.0449894159010488e-10,0.0,1.467703141561876e-10
1860,6.670137590195477e-07,1.1201239063269546e-09,3.3320336172743785e-10,1.5623960062224488e-10,0.0,1.467703141561876e-10
1861,6.698502618616788e-07,1.1320935458921814e-09,3.3320336172743785e-10,1.0573773999235568e-10,0.0,9.626845352629841e-11
1862,6.899604240321164e-07,9.778048212386432e-10,4.4463990426077006e-10,1.0573773999235568e-10,0.0,1.5198672479296452e-10
1863,7.092903696762473e-07,9.719220507774041e-10,3.929801761781704e-10,1.5347562110079593e-10,0.0,2.4746248700984504e-10
1864,7.358345328611904e-07,1.1090509938987176e-09,3.929801761781704e-10,1.0534139433764672e-10,0.0,1.5119403348354662e-10
1865,7.700732891992499e-07,8.961095595719623e-10,2.643961835183514e-10,4.7737881108440257e-11,0.0,1.954205844764293e-10
1866,7.813780241251931e-07,7.742507825346325e-10,2.643961835183514e-10,4.7737881108440257e-11,0.0,1.954205844764293e-10
1867,8.18492050517047e-07,8.174632399564936e-10,2.0340097463465512e-10,4.7737881108440257e-11,0.0,2.818454993201515e-10
1868,8.24646000247802e-07,9.733600750802145e-10,2.482126726377487e-10,4.7737881108440257e-11,0.0,2.818454993201515e-10
1869,8.126186880222772e-07,1.1155712385603677e-09,1.763620162607639e-10,1.269096534211351e-10,0.0,3.0529900036618026e-10
1870,7.979998193669806e-07,1.1413034327136172e-09,1.2862413515232366e-10,7.917177231269485e-11,0.0,2.520596985102129e-10
1871,7.780320255993242e-07,1.0145178982615528e-09,1.2862413515232366e-10,7.917177231269485e-11,4.057606235135276e-11,2.9263576086156565e-10
1872,7.800208550179377e-07,1.4142104868116893e-09,1.253492944362579e-10,7.917177231269485e-11,4.057606235135276e-11,3.712643406991337e-10
1873,7.77033985091943e-07,1.570245497120989e-09,1.6435804701358288e-10,1.181805248900198e-10,4.057606235135276e-11,3.712643406991337e-10
1874,7.750602516612812e-07,1.6859958984483114e-09,1.6435804701358288e-10,1.181805248900198e-10,4.057606235135276e-11,2.8483942585541145e-10
1875,8.176367763163788e-07,1.5374707935349769e-09,1.195463490104893e-10,1.9841058558028076e-10,4.057606235135276e-11,3.2495445620054196e-10
1876,8.559104246939699e-07,1.4545373080590958e-09,7.996046285414188e-11,1.192388132675859e-10,4.057606235135276e-11,2.8411466829985395e-10
1877,8.653795638175714e-07,1.4953014937368891e-09,1.1491213536274358e-10,1.192388132675859e-10,4.057606235135276e-11,3.8168489797334766e-10
1878,8.987498988842293e-07,1.5101333437707508e-09,1.5119749500033412e-10,1.192388132675859e-10,0.0,3.773941952595854e-10
1879,9.041074885577213e-07,1.1174163578558144e-09,1.102457847235172e-10,1.192388132675859e-10,0.0,2.545390644291347e-10
1880,9.350118180658942e-07,1.191588137684972e-09,1.370103990578591e-10,8.023006069026093e-11,0.0,3.2031243134080153e-10
1881,9.402671301878789e-07,1.2535844505303017e-09,1.370103990578591e-10,8.023006069026093e-11,0.0,3.2031243134080153e-10
1882,9.381763642782712e-07,1.2628776754500644e-09,1.6941997804664766e-10,3.240957898878857e-11,3.240957898878857e-11,3.450165589732482e-10
1883,9.262815053391802e-07,1.4048627499414173e-09,1.6941997804664766e-10,9.665483492936135e-11,3.240957898878857e-11,3.0668457456124136e-10
1884,9.537136439316133e-07,1.347707263248716e-09,1.6497921283077843e-10,9.665483492936135e-11,3.240957898878857e-11,3.194324249555791e-10
1885,9.48776711798668e-07,1.3331580442762662e-09,3.028335241303129e-10,9.665483492936135e-11,3.240957898878857e-11,3.411936209753362e-10
1886,9.740489385226932e-07,1.2486800204936088e-09,4.1318798779269427e-10,9.665483492936135e-11,3.240957898878857e-11,4.791367065009361e-10
1887,9.653137291414687e-07,1.1290091044597566e-09,3.7504858940717867e-10,9.665483492936135e-11,3.240957898878857e-11,4.409973081154206e-10
1888,9.68328387378798e-07,9.89058458149878e-10,3.7504858940717867e-10,1.236576773517533e-10,5.941242141118051e-11,4.409973081154206e-10
