ngram,Qi,Qip,Qit,Qia,Qik,Qei,Qui
1542,0.0,0.0,0.0,0.0,0.0,0.0,3.557199878352029e-05
1543,0.0,0.0,0.0,0.0,0.0,0.0,3.557199878352029e-05
1544,0.0,0.0,0.0,0.0,0.0,0.0,1.391049246584381e-07
1545,0.0,0.0,0.0,0.0,0.0,0.0,1.391049246584381e-07
1546,0.0,0.0,0.0,0.0,0.0,0.0,4.188111201334063e-07
1547,0.0,0.0,0.0,0.0,0.0,0.0,4.188111201334063e-07
1548,0.0,0.0,0.0,0.0,0.0,0.0,4.188111201334063e-07
1549,0.0,0.0,0.0,0.0,0.0,0.0,4.188111201334063e-07
1550,0.0,0.0,0.0,0.0,0.0,0.0,4.188111201334063e-07
1551,0.0,0.0,0.0,0.0,0.0,0.0,2.7970619547496814e-07
1552,0.0,0.0,0.0,0.0,0.0,0.0,2.7970619547496814e-07
1553,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1554,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1555,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1556,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1557,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1558,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1560,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1561,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1562,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1564,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1565,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1566,0.0,0.0,0.0,0.0,0.0,0.0,3.8073410126214313e-06
1567,0.0,0.0,0.0,0.0,0.0,0.0,3.8073410126214313e-06
1568,0.0,0.0,0.0,0.0,0.0,0.0,3.8073410126214313e-06
1569,0.0,0.0,0.0,0.0,0.0,0.0,4.550046339448142e-06
1570,0.0,0.0,0.0,0.0,0.0,0.0,4.550046339448142e-06
1571,0.0,0.0,0.0,0.0,0.0,0.0,4.550046339448142e-06
1572,0.0,0.0,0.0,0.0,0.0,0.0,5.589967908495705e-06
1573,0.0,0.0,0.0,0.0,0.0,0.0,6.816264301180906e-06
1574,0.0,0.0,0.0,0.0,0.0,0.0,6.816264301180906e-06
1575,0.0,0.0,0.0,0.0,0.0,0.0,6.816264301180906e-06
1576,0.0,0.0,0.0,0.0,0.0,0.0,6.524239422235821e-06
1577,0.0,0.0,0.0,0.0,0.0,0.0,6.524239422235821e-06
1578,0.0,0.0,0.0,0.0,0.0,0.0,6.524239422235821e-06
1579,0.0,0.0,0.0,0.0,0.0,0.0,6.777827463468254e-06
1580,0.0,0.0,0.0,0.0,0.0,0.0,2.7346509016622022e-06
1581,0.0,0.0,0.0,0.0,0.0,0.0,2.7346509016622022e-06
1582,0.0,0.0,0.0,0.0,0.0,0.0,3.572613650248968e-06
1583,0.0,0.0,0.0,0.0,0.0,0.0,4.323489780030546e-06
1584,0.0,0.0,0.0,0.0,0.0,0.0,4.323489780030546e-06
1585,1.887180880138268e-07,0.0,0.0,0.0,0.0,0.0,4.512207868044373e-06
1586,1.887180880138268e-07,0.0,0.0,0.0,0.0,0.0,3.937592103803971e-06
1587,1.887180880138268e-07,0.0,0.0,0.0,0.0,0.0,2.9471312603033894e-06
1588,1.887180880138268e-07,0.0,0.0,0.0,0.0,0.0,2.9471312603033894e-06
1589,1.887180880138268e-07,0.0,0.0,0.0,0.0,0.0,2.295894984984313e-06
1590,1.887180880138268e-07,0.0,0.0,0.0,0.0,0.0,1.3543140572177696e-06
1591,2.5875191990313136e-06,0.0,0.0,0.0,0.0,0.0,2.4204479132095003e-06
1592,2.3988011110174867e-06,0.0,0.0,0.0,0.0,0.0,2.8287016188447263e-06
1593,2.622077837648768e-06,0.0,0.0,0.0,0.0,0.0,3.226191470925447e-06
1594,5.974709438305581e-06,0.0,0.0,0.0,0.0,0.0,3.7290862370095316e-06
1595,8.228694826227314e-06,0.0,0.0,0.0,0.0,0.0,4.17988332758666e-06
1596,8.228694826227314e-06,0.0,0.0,0.0,0.0,0.0,4.4139933054663875e-06
1597,8.228694826227314e-06,0.0,0.0,0.0,0.0,0.0,4.51720393357391e-06
1598,5.8741276315491376e-06,0.0,0.0,0.0,0.0,0.0,3.49530399392149e-06
1599,5.8741276315491376e-06,0.0,0.0,0.0,0.0,0.0,3.134154496819974e-06
1600,6.502899582626144e-06,0.0,0.0,0.0,0.0,0.0,2.656807306980876e-06
1601,1.2135165101361573e-05,0.0,0.0,0.0,0.0,0.0,2.9352079877753567e-06
1602,9.881179713439841e-06,0.0,0.0,0.0,0.0,0.0,2.484410897198229e-06
1603,9.881179713439841e-06,0.0,0.0,0.0,0.0,0.0,3.299904774069416e-06
1604,9.881179713439841e-06,0.0,0.0,0.0,0.0,0.0,2.9367184960652333e-06
1605,1.0174256463609968e-05,0.0,0.0,0.0,0.0,0.0,3.1173583628125404e-06
1606,1.0174256463609968e-05,8.008010711689297e-08,0.0,0.0,0.0,0.0,2.9616161733818965e-06
1607,9.32220778590168e-06,8.008010711689297e-08,0.0,0.0,0.0,0.0,3.0690767403029895e-06
1608,3.373106665094383e-07,8.008010711689297e-08,0.0,0.0,0.0,0.0,2.2877812934244242e-06
1609,3.373106665094383e-07,8.008010711689297e-08,0.0,0.0,0.0,0.0,3.0424772035075875e-06
1610,3.373106665094383e-07,8.008010711689297e-08,0.0,0.0,0.0,0.0,2.570836443283042e-06
1611,3.373106665094383e-07,8.008010711689297e-08,0.0,0.0,0.0,0.0,4.107020678085453e-06
1612,0.0,8.008010711689297e-08,0.0,0.0,0.0,0.0,4.6891490796951985e-06
1613,0.0,0.0,0.0,0.0,0.0,0.0,5.88755282089031e-06
1614,0.0,0.0,0.0,0.0,0.0,0.0,5.470665493183853e-06
1615,0.0,0.0,0.0,0.0,0.0,0.0,5.85160874574545e-06
1616,0.0,0.0,0.0,0.0,0.0,0.0,5.096912835662286e-06
1617,0.0,0.0,0.0,0.0,0.0,0.0,4.455764602490879e-06
1618,9.847713857068032e-08,0.0,0.0,0.0,0.0,0.0,3.3134889219711894e-06
1619,9.847713857068032e-08,0.0,0.0,0.0,0.0,0.0,3.181693719917738e-06
1620,1.9921605241636696e-07,0.0,0.0,0.0,0.0,0.0,2.4069044408341663e-06
1621,3.7763404796870806e-07,0.0,0.0,0.0,0.0,0.0,2.9693846548590434e-06
1622,4.479824562102814e-07,0.0,0.0,0.0,0.0,0.0,8.216314061623312e-06
1623,4.479824562102814e-07,0.0,0.0,0.0,0.0,0.0,9.293970825703063e-06
1624,4.479824562102814e-07,0.0,0.0,0.0,0.0,0.0,9.46909387624016e-06
1625,3.495053176396011e-07,0.0,0.0,0.0,0.0,0.0,1.0321155644175764e-05
1626,3.495053176396011e-07,0.0,0.0,0.0,0.0,0.0,9.875570477951051e-06
1627,4.085377440787852e-07,0.0,0.0,0.0,0.0,0.0,9.851189945818208e-06
1628,2.9563137461861645e-07,0.0,0.0,0.0,0.0,0.0,1.2234681272665121e-05
1629,2.2528296637704314e-07,0.0,0.0,0.0,0.0,0.0,7.514631403994697e-06
1630,2.2528296637704314e-07,0.0,0.0,0.0,0.0,0.0,7.126966628285507e-06
1631,2.2528296637704314e-07,0.0,0.0,0.0,0.0,0.0,7.055022186770137e-06
1632,7.750397717895144e-07,0.0,0.0,0.0,0.0,0.0,6.2671825357288725e-06
1633,9.121325693480944e-07,0.0,0.0,0.0,0.0,0.0,6.311746314427832e-06
1634,8.757793921176926e-07,0.0,0.0,0.0,0.0,0.0,5.955850440386712e-06
1635,8.102677660255202e-07,0.0,0.0,0.0,0.0,0.0,3.256507129987897e-06
1636,8.102677660255202e-07,0.0,0.0,0.0,0.0,0.0,2.696061975322144e-06
1637,8.102677660255202e-07,0.0,0.0,0.0,0.0,0.0,2.006069986951583e-06
1638,8.102677660255202e-07,0.0,0.0,0.0,0.0,0.0,2.722040587091864e-06
1639,2.605109606130489e-07,0.0,0.0,0.0,0.0,0.0,2.4975206136852127e-06
1640,5.346503826331173e-07,0.0,0.0,0.0,0.0,0.0,2.326143073462715e-06
1641,8.890089182906584e-07,0.0,0.0,0.0,0.0,0.0,2.3221690850862487e-06
1642,8.890089182906584e-07,0.0,0.0,0.0,0.0,0.0,1.96183077605383e-06
1643,9.793313649554745e-07,0.0,0.0,0.0,0.0,0.0,1.7047755867289588e-06
1644,9.793313649554745e-07,0.0,0.0,0.0,0.0,0.0,2.346405843971817e-06
1645,1.0284481959388359e-06,0.0,0.0,0.0,0.0,0.0,1.7475331089501976e-06
1646,1.0284481959388359e-06,0.0,0.0,0.0,0.0,0.0,1.6146608215551948e-06
1647,9.29352641573392e-07,0.0,0.0,0.0,0.0,0.0,1.71994387138901e-06
1648,6.349728859536949e-07,0.0,0.0,0.0,0.0,0.0,1.875595111349477e-06
1649,6.349728859536949e-07,0.0,0.0,0.0,0.0,0.0,2.363745425425025e-06
1650,5.885705758958335e-07,0.0,0.0,0.0,0.0,0.0,2.932225015683798e-06
1651,6.315706571058399e-07,0.0,4.300008121000636e-08,4.300008121000636e-08,0.0,0.0,4.526598916397363e-06
1652,5.824538261224786e-07,0.0,9.867147809927701e-08,9.867147809927701e-08,0.0,0.0,4.572480877738729e-06
1653,5.824538261224786e-07,0.0,9.867147809927701e-08,9.867147809927701e-08,0.0,0.0,5.225500233661608e-06
1654,2.7031716090927406e-07,0.0,9.867147809927701e-08,9.867147809927701e-08,0.0,0.0,5.473724188829822e-06
1655,8.692021781696115e-08,0.0,9.867147809927701e-08,9.867147809927701e-08,0.0,0.0,6.476895772980892e-06
1656,2.6814954269736647e-07,0.0,9.867147809927701e-08,9.867147809927701e-08,0.0,0.0,7.811675654271052e-06
1657,3.0764270572295314e-07,0.0,9.867147809927701e-08,9.867147809927701e-08,0.0,0.0,8.014811036056407e-06
1658,3.1825825885789527e-07,0.0,5.567139688927065e-08,5.567139688927065e-08,0.0,0.0,6.046885053884969e-06
1659,3.1825825885789527e-07,0.0,3.2167185232927816e-08,0.0,0.0,0.0,6.043191498455209e-06
1660,3.1825825885789527e-07,0.0,3.2167185232927816e-08,0.0,0.0,0.0,5.930832133214738e-06
1661,4.526290768223719e-07,0.0,3.2167185232927816e-08,0.0,0.0,0.0,6.683854378154917e-06
1662,4.526290768223719e-07,0.0,3.2167185232927816e-08,0.0,0.0,0.0,6.176984730440641e-06
1663,2.7139975194196655e-07,0.0,3.2167185232927816e-08,0.0,0.0,0.0,4.729409706020046e-06
1664,6.596222103131108e-07,0.0,3.2167185232927816e-08,0.0,0.0,0.0,4.2211991058138665e-06
1665,7.382814227899612e-07,0.0,3.2167185232927816e-08,0.0,0.0,0.0,4.129487397871604e-06
1666,8.181782180015164e-07,0.0,0.0,0.0,0.0,0.0,4.023119978618135e-06
1667,9.80439803502772e-07,0.0,0.0,0.0,0.0,0.0,3.738697046173911e-06
1668,8.898222014457653e-07,0.0,0.0,0.0,0.0,0.0,2.79187903678186e-06
1669,9.497303860176284e-07,0.0,0.0,0.0,0.0,0.0,2.829242183517116e-06
1670,9.497303860176284e-07,0.0,0.0,0.0,0.0,0.0,2.469882344615014e-06
1671,5.954252100894207e-07,0.0,0.0,0.0,0.0,0.0,2.8201389860831635e-06
1672,5.123515661255494e-07,0.0,0.0,2.4600601428963794e-08,0.0,0.0,3.209586322684897e-06
1673,4.819405116255179e-07,2.4742870355761885e-08,0.0,2.4600601428963794e-08,0.0,0.0,3.3010905846302715e-06
1674,3.522094504303043e-07,2.4742870355761885e-08,0.0,2.4600601428963794e-08,0.0,0.0,3.4320729907579206e-06
1675,3.4277473405706716e-07,2.4742870355761885e-08,0.0,2.4600601428963794e-08,0.0,0.0,3.6500126887923604e-06
1676,3.258130598331783e-07,2.4742870355761885e-08,0.0,2.4600601428963794e-08,0.0,0.0,3.5713428912588696e-06
1677,3.258130598331783e-07,5.8329068305543585e-08,0.0,2.4600601428963794e-08,0.0,0.0,4.212689028853285e-06
1678,2.68238192039202e-07,5.8329068305543585e-08,1.991857142716721e-08,2.4600601428963794e-08,0.0,0.0,4.0265884178682295e-06
1679,2.882522969522532e-07,5.8329068305543585e-08,4.2990340684160144e-08,0.0,0.0,0.0,3.991425306334609e-06
1680,3.111742716198153e-07,3.35861979497817e-08,6.10922695289316e-08,3.620385768954293e-08,0.0,1.8101928844771464e-08,4.0004227425275274e-06
1681,3.2339544223499874e-07,3.35861979497817e-08,6.10922695289316e-08,5.85797051501556e-08,0.0,1.8101928844771464e-08,4.519378015694591e-06
1682,3.2939900864091343e-07,3.35861979497817e-08,6.10922695289316e-08,5.85797051501556e-08,0.0,1.8101928844771464e-08,4.522783813497101e-06
1683,2.864524982929392e-07,3.35861979497817e-08,6.10922695289316e-08,5.85797051501556e-08,0.0,1.8101928844771464e-08,4.145768765998323e-06
1684,3.741172390294066e-07,0.0,6.10922695289316e-08,5.85797051501556e-08,0.0,4.732350841355323e-08,3.5939650128316965e-06
1685,3.749790218015343e-07,0.0,4.1173698101764396e-08,5.85797051501556e-08,0.0,4.732350841355323e-08,3.4801987892153974e-06
1686,3.333929206356905e-07,0.0,1.8101928844771464e-08,8.620891175529063e-08,0.0,4.732350841355323e-08,3.474503013681637e-06
1687,3.4338538463478993e-07,0.0,0.0,5.0005054065747704e-08,0.0,2.9221579568781764e-08,3.38276316012655e-06
1688,3.452252680550113e-07,0.0,0.0,2.762920660513503e-08,0.0,2.9221579568781764e-08,2.6088079039254808e-06
1689,8.731842707935097e-07,0.0,0.0,2.762920660513503e-08,0.0,2.9221579568781764e-08,2.630081829530744e-06
1690,9.354951414154909e-07,0.0,0.0,2.762920660513503e-08,0.0,2.9221579568781764e-08,2.671641709639516e-06
1691,8.722964537355438e-07,0.0,0.0,2.762920660513503e-08,0.0,0.0,3.0841859078074255e-06
1692,1.048359393962528e-06,0.0,2.3668044540110193e-08,2.762920660513503e-08,0.0,0.0,3.082426035559495e-06
1693,1.1461349629371398e-06,0.0,2.3668044540110193e-08,3.135119389493671e-08,0.0,0.0,3.0904414123662197e-06
1694,1.0881203341536353e-06,0.0,2.3668044540110193e-08,3.135119389493671e-08,0.0,0.0,3.1190529463336655e-06
1695,1.0725423627328773e-06,0.0,2.3668044540110193e-08,3.135119389493671e-08,0.0,0.0,3.227244730754007e-06
1696,6.144829163596504e-07,0.0,3.9413990293724055e-08,3.135119389493671e-08,0.0,0.0,3.1629925030886497e-06
1697,6.329898667445377e-07,0.0,4.676106511526866e-08,3.8698268716481314e-08,0.0,0.0,2.981422133936056e-06
1698,6.811227097257091e-07,0.0,4.676106511526866e-08,3.8698268716481314e-08,0.0,0.0,2.921573159905425e-06
1699,5.097899742980059e-07,0.0,2.3093020575158463e-08,3.8698268716481314e-08,0.0,0.0,2.832885375677766e-06
1700,6.053486905394883e-07,0.0,2.3093020575158463e-08,7.347074821544603e-09,1.29978526989102e-08,0.0,2.546874286833502e-06
1701,8.806326791597842e-07,0.0,3.275977990467384e-08,7.347074821544603e-09,2.2664612028425576e-08,0.0,2.5198648927471368e-06
1702,9.095448701503171e-07,0.0,3.275977990467384e-08,7.347074821544603e-09,3.46497718136821e-08,0.0,2.5262848534371836e-06
1703,1.2078479991422292e-06,0.0,1.701383415105998e-08,7.347074821544603e-09,4.569098166484764e-08,0.0,2.4828819147972226e-06
1704,1.2136478468554351e-06,0.0,9.666759329515377e-09,0.0,4.569098166484764e-08,0.0,2.75487567640604e-06
1705,1.3608362710978587e-06,9.157804673317775e-09,1.882456400283315e-08,0.0,4.569098166484764e-08,0.0,2.5020020757438033e-06
1706,1.317639335037971e-06,9.157804673317775e-09,1.882456400283315e-08,0.0,4.569098166484764e-08,0.0,2.7974791367211893e-06
1707,1.230352822290115e-06,9.157804673317775e-09,1.882456400283315e-08,0.0,3.269312896593744e-08,0.0,3.218904859230471e-06
1708,1.0367878258778416e-06,9.157804673317775e-09,9.157804673317775e-09,0.0,2.3026369636422065e-08,0.0,3.4111954586738387e-06
1709,1.0490121289714288e-06,9.157804673317775e-09,2.1182820830745186e-08,0.0,2.306622600859295e-08,0.0,3.388301268257367e-06
1710,6.749174242973563e-07,9.157804673317775e-09,2.1182820830745186e-08,0.0,1.2025016157427411e-08,0.0,3.3695482345917427e-06
1711,6.852230468114482e-07,9.157804673317775e-09,2.1182820830745186e-08,0.0,1.2025016157427411e-08,0.0,3.330336442429273e-06
1712,5.088894060431162e-07,0.0,1.2025016157427411e-08,0.0,1.2025016157427411e-08,0.0,3.4739752468989797e-06
1713,5.732827617066505e-07,0.0,1.2025016157427411e-08,0.0,1.2025016157427411e-08,0.0,3.232641737278235e-06
1714,4.6832061327352547e-07,0.0,1.2025016157427411e-08,0.0,1.2025016157427411e-08,0.0,2.966264446513378e-06
1715,4.4147254080988727e-07,0.0,1.2025016157427411e-08,0.0,1.2025016157427411e-08,0.0,3.32182519611836e-06
1716,5.729864816268153e-07,0.0,0.0,8.854958163543155e-09,0.0,0.0,3.829515792728801e-06
1717,6.531775186756152e-07,7.641405476631137e-09,0.0,2.413776911680543e-08,0.0,7.641405476631137e-09,3.924552402168047e-06
1718,6.104465220297633e-07,7.641405476631137e-09,0.0,2.413776911680543e-08,0.0,7.641405476631137e-09,4.005144709091317e-06
1719,6.262566825755909e-07,7.641405476631137e-09,0.0,2.413776911680543e-08,0.0,7.641405476631137e-09,3.98020633188675e-06
1720,6.031404577048047e-07,7.641405476631137e-09,9.061128228690255e-09,3.319889734549568e-08,0.0,7.641405476631137e-09,4.25573391891833e-06
1721,6.88306382049372e-07,7.641405476631137e-09,9.061128228690255e-09,3.319889734549568e-08,0.0,7.641405476631137e-09,4.142808198334283e-06
1722,7.095085387780793e-07,7.641405476631137e-09,9.061128228690255e-09,3.319889734549568e-08,0.0,7.641405476631137e-09,3.7840644446467716e-06
1723,7.713770782759508e-07,7.641405476631137e-09,9.061128228690255e-09,3.051911536187747e-08,0.0,7.641405476631137e-09,3.4951139176493077e-06
1724,7.389488741539805e-07,5.870919750350367e-09,1.4932047979040623e-08,1.5236304408615198e-08,0.0,0.0,3.4205693282274297e-06
1725,7.435802038863975e-07,5.870919750350367e-09,1.4932047979040623e-08,1.5236304408615198e-08,0.0,0.0,3.6000134124541157e-06
1726,7.673538391372858e-07,5.870919750350367e-09,2.7707044024184923e-08,2.1623802431187348e-08,0.0,0.0,3.6988037988651612e-06
1727,7.586676693855614e-07,1.271363560460616e-08,1.8645915795494668e-08,1.2562674202497095e-08,0.0,0.0,3.6302518050693574e-06
1728,6.771847154141142e-07,1.271363560460616e-08,1.8645915795494668e-08,1.2562674202497095e-08,0.0,0.0,3.72994350072986e-06
1729,6.085859719665418e-07,1.271363560460616e-08,2.5017892519534664e-08,1.893465092653709e-08,0.0,0.0,3.5630599930820087e-06
1730,4.330690046572272e-07,1.271363560460616e-08,3.3201130479808075e-08,1.2759474746612146e-08,0.0,0.0,3.3633404785047915e-06
1731,3.9267656250428574e-07,6.842715854255792e-09,2.7330210729457705e-08,1.2759474746612146e-08,0.0,0.0,3.2218873034902832e-06
1732,3.65145556965477e-07,6.842715854255792e-09,2.7330210729457705e-08,1.2759474746612146e-08,0.0,0.0,2.8664811030206953e-06
1733,3.312814677818616e-07,6.842715854255792e-09,1.4555214684313406e-08,6.371976724039996e-09,0.0,0.0,2.6211183694613283e-06
1734,6.533461568583984e-07,5.161731613562941e-09,1.9716946297876348e-08,6.371976724039996e-09,0.0,0.0,3.0477062052471282e-06
1735,6.856176152528601e-07,5.161731613562941e-09,1.9716946297876348e-08,6.371976724039996e-09,0.0,0.0,3.1180843344762773e-06
1736,9.40398629316925e-07,5.161731613562941e-09,1.3344969573836352e-08,0.0,0.0,0.0,3.594119967991511e-06
1737,8.919127846443839e-07,5.161731613562941e-09,5.161731613562941e-09,0.0,0.0,0.0,3.6657216599321274e-06
1738,8.940468774198962e-07,5.161731613562941e-09,5.161731613562941e-09,0.0,0.0,0.0,4.094429349217015e-06
1739,1.0178382418806514e-06,5.161731613562941e-09,5.161731613562941e-09,0.0,0.0,0.0,4.03150358709224e-06
1740,1.088461313461916e-06,1.2649010220197202e-08,5.161731613562941e-09,0.0,0.0,0.0,3.877709413505467e-06
1741,9.314848828775471e-07,7.48727860663426e-09,0.0,0.0,0.0,0.0,3.411055022947299e-06
1742,9.497214656611115e-07,7.48727860663426e-09,0.0,0.0,6.377372281057043e-09,0.0,3.3090361252366814e-06
1743,7.401317166763224e-07,1.7118672194068755e-08,0.0,0.0,6.377372281057043e-09,0.0,2.954186340632857e-06
1744,7.92347212349601e-07,2.158273255352989e-08,0.0,0.0,6.377372281057043e-09,0.0,3.248674228676204e-06
1745,1.7708879990355593e-06,2.7894308577255548e-08,0.0,0.0,6.377372281057043e-09,0.0,3.130239049044446e-06
1746,1.695451650058593e-06,2.7894308577255548e-08,4.977977141606971e-09,0.0,6.377372281057043e-09,0.0,3.201101841503779e-06
1747,1.6754748344283144e-06,2.0407029970621286e-08,4.977977141606971e-09,0.0,6.377372281057043e-09,0.0,3.635291510103603e-06
1748,2.1872309535605642e-06,2.0407029970621286e-08,4.977977141606971e-09,0.0,6.377372281057043e-09,0.0,3.759361399196288e-06
1749,2.540389784501583e-06,2.0407029970621286e-08,4.977977141606971e-09,0.0,0.0,0.0,4.125699498607511e-06
1750,2.582092966869303e-06,1.0775636383186793e-08,4.977977141606971e-09,0.0,0.0,0.0,4.256369883088544e-06
1751,2.5311773664985334e-06,6.311576023725658e-09,4.977977141606971e-09,0.0,0.0,0.0,3.960604382362882e-06
1752,1.5710794920258714e-06,0.0,8.876567290729196e-09,3.898590149122226e-09,0.0,0.0,4.063120026590436e-06
1753,1.5316666771728445e-06,0.0,3.898590149122226e-09,3.898590149122226e-09,0.0,0.0,4.373609531934822e-06
1754,1.7456522008225356e-06,0.0,3.898590149122226e-09,3.898590149122226e-09,0.0,0.0,4.206099252509635e-06
1755,1.052599174045099e-06,0.0,3.898590149122226e-09,3.898590149122226e-09,0.0,0.0,3.890252206214687e-06
1756,6.499246763626485e-07,0.0,6.934060690712483e-09,6.934060690712483e-09,0.0,0.0,3.479434716220047e-06
1757,6.621106466907025e-07,0.0,6.934060690712483e-09,6.934060690712483e-09,0.0,3.045123264655558e-09,3.378210359577289e-06
1758,6.907554340581815e-07,0.0,6.934060690712483e-09,6.934060690712483e-09,0.0,3.045123264655558e-09,3.4645114348157743e-06
1759,7.918813460199609e-07,0.0,1.3471855250405237e-08,6.514265444528584e-09,0.0,3.045123264655558e-09,3.2461972685788557e-06
1760,8.847148750744184e-07,0.0,1.3471855250405237e-08,6.514265444528584e-09,0.0,3.045123264655558e-09,2.840768745824919e-06
1761,6.069920845318068e-07,0.0,1.3471855250405237e-08,6.514265444528584e-09,0.0,3.045123264655558e-09,2.57874637554778e-06
1762,6.301583925148537e-07,0.0,1.615443727993287e-08,9.196847474056215e-09,2.6825820295276313e-09,3.045123264655558e-09,2.627458944256692e-06
1763,6.535417104000121e-07,0.0,1.8796315868842483e-08,6.161376932465958e-09,2.6825820295276313e-09,3.045123264655558e-09,2.874024354631339e-06
1764,1.4810431667098913e-06,2.810679688991513e-09,1.8796315868842483e-08,6.161376932465958e-09,2.6825820295276313e-09,0.0,3.2375054713286644e-06
1765,1.4744116997787517e-06,5.758088101564291e-09,1.8796315868842483e-08,6.161376932465958e-09,2.6825820295276313e-09,0.0,3.217611898825063e-06
1766,1.4027367529122005e-06,5.758088101564291e-09,1.5162035436690402e-08,2.6825820295276313e-09,2.6825820295276313e-09,0.0,3.2687242667504634e-06
1767,1.3315029515784512e-06,5.758088101564291e-09,1.5162035436690402e-08,2.6825820295276313e-09,2.6825820295276313e-09,0.0,3.388034234116536e-06
1768,1.5153620073046374e-06,8.440300648869327e-09,1.5162035436690402e-08,2.6825820295276313e-09,2.6825820295276313e-09,0.0,3.4522387457920038e-06
1769,1.4993565165306272e-06,8.440300648869327e-09,1.247945340716277e-08,0.0,0.0,0.0,3.4535492626933513e-06
1770,1.4915926880933381e-06,8.440300648869327e-09,6.802104276662899e-09,0.0,0.0,0.0,3.3354173995446345e-06
1771,6.410893230882461e-07,5.629620959877814e-09,9.434748093894996e-09,2.6326438172320975e-09,0.0,0.0,2.8065663043110234e-06
1772,6.52692713336884e-07,2.682212547305036e-09,9.434748093894996e-09,5.268725646244223e-09,0.0,0.0,2.721550994725216e-06
1773,7.165757592377174e-07,2.682212547305036e-09,5.227834673097018e-09,5.268725646244223e-09,0.0,0.0,2.690520009959333e-06
1774,1.8092453412269345e-06,2.682212547305036e-09,1.0572760952446255e-08,5.268725646244223e-09,0.0,0.0,2.64179259699761e-06
1775,1.6239681802484744e-06,0.0,1.0572760952446255e-08,5.268725646244223e-09,2.8886891608895635e-09,2.8886891608895635e-09,2.942851551779313e-06
1776,2.5710015246919023e-06,0.0,1.3285130456048527e-08,7.981095149846494e-09,2.8886891608895635e-09,2.8886891608895635e-09,2.9865755420490004e-06
1777,2.574516766376941e-06,0.0,1.3285130456048527e-08,7.981095149846494e-09,2.8886891608895635e-09,2.8886891608895635e-09,2.8898184934535365e-06
1778,2.5222012465876887e-06,0.0,1.065248663881643e-08,5.3484513326143966e-09,2.8886891608895635e-09,2.8886891608895635e-09,2.9816898339569368e-06
1779,2.4688100422411352e-06,0.0,1.065248663881643e-08,2.712369503602271e-09,2.8886891608895635e-09,2.8886891608895635e-09,3.1011763894639444e-06
1780,2.357732256541567e-06,0.0,8.057295782951509e-09,5.0615098144492416e-09,2.8886891608895635e-09,2.8886891608895635e-09,2.9130976275025333e-06
1781,1.7004824997002288e-06,0.0,2.712369503602271e-09,5.0615098144492416e-09,2.8886891608895635e-09,2.8886891608895635e-09,2.9500680024544375e-06
1782,1.7197715668057105e-06,0.0,2.712369503602271e-09,5.0615098144492416e-09,0.0,0.0,2.6815396917559805e-06
