ngram,Data,Datax,Datak,Datab,Datat,Dnata,Datra
1543,7.554011452676994e-05,0.0,0.0,0.0,0.0,0.0,0.0
1544,7.776579332130495e-05,0.0,0.0,0.0,0.0,0.0,0.0
1545,7.776579332130495e-05,0.0,0.0,0.0,0.0,0.0,0.0
1546,3.0647973809599146e-06,0.0,0.0,0.0,0.0,0.0,0.0
1547,3.0647973809599146e-06,0.0,0.0,0.0,0.0,0.0,0.0
1548,4.253765122744621e-06,0.0,0.0,0.0,0.0,0.0,0.0
1549,4.253765122744621e-06,0.0,0.0,0.0,0.0,0.0,0.0
1550,4.253765122744621e-06,0.0,0.0,0.0,0.0,0.0,0.0
1551,2.0280863282096107e-06,0.0,0.0,0.0,0.0,0.0,0.0
1552,4.096808015674469e-05,0.0,0.0,0.0,0.0,0.0,0.0
1553,4.012896157031979e-05,0.0,0.0,0.0,0.0,0.0,0.0
1554,4.012896157031979e-05,0.0,0.0,0.0,0.0,0.0,0.0
1555,4.0141963836504146e-05,0.0,0.0,0.0,0.0,0.0,0.0
1556,4.2223716393761735e-05,0.0,0.0,0.0,0.0,0.0,0.0
1557,4.2223716393761735e-05,0.0,0.0,0.0,0.0,0.0,0.0
1558,4.2223716393761735e-05,0.0,0.0,0.0,0.0,0.0,0.0
1559,3.283722565226656e-06,0.0,0.0,0.0,0.0,0.0,0.0
1560,3.283722565226656e-06,0.0,0.0,0.0,0.0,0.0,0.0
1561,3.283722565226656e-06,0.0,0.0,0.0,0.0,0.0,0.0
1562,2.0817525572575894e-06,0.0,0.0,0.0,0.0,0.0,0.0
1563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1564,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1565,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1566,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1567,6.823973178273133e-07,0.0,0.0,0.0,0.0,0.0,0.0
1568,6.564560018367567e-06,0.0,0.0,0.0,0.0,0.0,0.0
1569,6.564560018367567e-06,0.0,0.0,0.0,0.0,0.0,0.0
1570,6.564560018367567e-06,0.0,0.0,0.0,0.0,0.0,0.0
1571,6.564560018367567e-06,0.0,0.0,0.0,0.0,0.0,0.0
1572,6.564560018367567e-06,0.0,0.0,0.0,0.0,0.0,0.0
1573,7.822969369694224e-06,0.0,0.0,0.0,0.0,0.0,0.0
1574,7.140572051866911e-06,0.0,0.0,0.0,0.0,0.0,0.0
1575,1.2584093513266583e-06,0.0,0.0,0.0,0.0,0.0,0.0
1576,1.2584093513266583e-06,0.0,0.0,0.0,0.0,0.0,0.0
1577,1.2584093513266583e-06,0.0,0.0,0.0,0.0,0.0,0.0
1578,1.2584093513266583e-06,0.0,0.0,0.0,0.0,0.0,0.0
1579,1.2584093513266583e-06,0.0,0.0,0.0,0.0,0.0,0.0
1580,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1581,5.933073745317026e-07,0.0,0.0,0.0,0.0,0.0,0.0
1582,5.933073745317026e-07,0.0,0.0,0.0,0.0,0.0,0.0
1583,1.073929979611421e-06,0.0,0.0,0.0,0.0,0.0,0.0
1584,1.073929979611421e-06,0.0,0.0,0.0,0.0,0.0,0.0
1585,1.073929979611421e-06,0.0,0.0,0.0,0.0,0.0,0.0
1586,1.073929979611421e-06,0.0,0.0,0.0,0.0,0.0,0.0
1587,1.420009539288003e-06,0.0,0.0,0.0,0.0,0.0,0.0
1588,8.267021647563004e-07,0.0,0.0,0.0,0.0,0.0,0.0
1589,8.267021647563004e-07,0.0,0.0,0.0,0.0,0.0,0.0
1590,3.46079559676582e-07,0.0,0.0,0.0,0.0,0.0,0.0
1591,3.46079559676582e-07,0.0,0.0,0.0,0.0,0.0,0.0
1592,3.46079559676582e-07,0.0,0.0,0.0,0.0,0.0,0.0
1593,3.46079559676582e-07,0.0,0.0,0.0,0.0,0.0,0.0
1594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1595,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1596,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1597,6.779477449267038e-06,0.0,0.0,0.0,0.0,0.0,0.0
1598,7.973793149825984e-06,0.0,0.0,0.0,0.0,0.0,0.0
1599,8.327526594647289e-06,0.0,0.0,0.0,0.0,0.0,0.0
1600,8.540538764074362e-06,0.0,0.0,0.0,0.0,0.0,0.0
1601,8.540538764074362e-06,0.0,0.0,0.0,0.0,0.0,0.0
1602,9.375744509400516e-06,0.0,0.0,0.0,0.0,0.0,0.0
1603,9.375744509400516e-06,0.0,0.0,0.0,0.0,0.0,0.0
1604,2.596267060133479e-06,0.0,0.0,0.0,0.0,0.0,0.0
1605,1.4019513595745333e-06,0.0,0.0,0.0,0.0,0.0,0.0
1606,1.0482179147532276e-06,0.0,0.0,0.0,0.0,0.0,0.0
1607,8.352057453261555e-07,0.0,0.0,0.0,0.0,0.0,0.0
1608,8.352057453261555e-07,0.0,0.0,0.0,0.0,0.0,0.0
1609,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1610,2.548965280116785e-07,0.0,0.0,0.0,0.0,0.0,0.0
1611,4.5972108507287756e-07,0.0,0.0,0.0,0.0,0.0,0.0
1612,4.5972108507287756e-07,0.0,0.0,0.0,0.0,0.0,0.0
1613,4.5972108507287756e-07,0.0,0.0,0.0,0.0,0.0,0.0
1614,4.5972108507287756e-07,0.0,0.0,0.0,0.0,0.0,0.0
1615,4.5972108507287756e-07,0.0,0.0,0.0,0.0,0.0,0.0
1616,4.5972108507287756e-07,0.0,0.0,0.0,0.0,0.0,0.0
1617,3.283658916838509e-07,0.0,0.0,0.0,0.0,0.0,0.0
1618,1.2354133462265183e-07,0.0,0.0,0.0,0.0,0.0,0.0
1619,2.3607583443663316e-07,0.0,0.0,0.0,0.0,0.0,0.0
1620,8.40509317510753e-07,0.0,0.0,0.0,0.0,0.0,0.0
1621,1.0189273130630942e-06,0.0,0.0,0.0,0.0,0.0,0.0
1622,1.3003209460293874e-06,0.0,0.0,0.0,0.0,0.0,0.0
1623,1.3003209460293874e-06,0.0,0.0,0.0,0.0,0.0,0.0
1624,1.4467345222003911e-05,0.0,0.0,0.0,0.0,0.0,0.0
1625,1.4467345222003911e-05,0.0,0.0,0.0,0.0,0.0,0.0
1626,1.5043676171444531e-05,0.0,0.0,0.0,0.0,0.0,0.0
1627,1.443924268837041e-05,0.0,0.0,0.0,0.0,0.0,0.0
1628,1.4915940937498817e-05,0.0,0.0,0.0,0.0,0.0,0.0
1629,1.4634547304532524e-05,0.0,0.0,0.0,0.0,0.0,0.0
1630,1.5238290286236276e-05,0.0,0.0,0.0,0.0,0.0,0.0
1631,1.9477246756391e-06,0.0,0.0,0.0,0.0,0.0,0.0
1632,1.9477246756391e-06,0.0,0.0,0.0,0.0,0.0,0.0
1633,1.2588592263844994e-06,0.0,0.0,0.0,0.0,0.0,0.0
1634,3.850640561202974e-06,0.0,0.0,0.0,0.0,0.0,0.0
1635,3.3601637434393135e-06,0.0,0.0,0.0,0.0,0.0,0.0
1636,3.7943857803059345e-06,0.0,0.0,0.0,0.0,0.0,0.0
1637,3.263802925955263e-06,0.0,0.0,0.0,0.0,0.0,0.0
1638,3.3311379630569197e-06,0.0,0.0,0.0,0.0,0.0,0.0
1639,3.798359358597736e-06,0.0,0.0,0.0,0.0,0.0,0.0
1640,3.798359358597736e-06,0.0,0.0,0.0,0.0,0.0,0.0
1641,1.206578023779262e-06,0.0,0.0,0.0,0.0,0.0,0.0
1642,1.0419385968621749e-06,0.0,0.0,0.0,0.0,0.0,0.0
1643,6.980390066603701e-07,0.0,0.0,0.0,0.0,0.0,0.0
1644,6.24878879307289e-07,0.0,0.0,0.0,0.0,0.0,0.0
1645,6.557775041723549e-07,0.0,0.0,0.0,0.0,0.0,0.0
1646,3.9003292938234934e-07,0.0,0.0,0.0,0.0,0.0,0.0
1647,3.9003292938234934e-07,0.0,0.0,0.0,0.0,0.0,0.0
1648,3.9003292938234934e-07,0.0,0.0,0.0,0.0,0.0,0.0
1649,5.464884793582314e-07,0.0,0.0,0.0,0.0,0.0,0.0
1650,4.5616603269341536e-07,0.0,0.0,0.0,0.0,0.0,0.0
1651,5.42166195113428e-07,0.0,0.0,0.0,0.0,0.0,0.0
1652,4.99603930035976e-07,0.0,0.0,0.0,0.0,0.0,0.0
1653,2.981271092851655e-07,0.0,0.0,0.0,0.0,0.0,0.0
1654,3.8109348159715797e-07,0.0,0.0,0.0,0.0,0.0,0.0
1655,4.972995709197546e-07,0.0,0.0,0.0,0.0,0.0,0.0
1656,7.93917316903909e-07,0.0,0.0,0.0,0.0,0.0,0.0
1657,7.93917316903909e-07,0.0,0.0,0.0,0.0,0.0,0.0
1658,8.687640534584975e-07,0.0,0.0,0.0,0.0,0.0,0.0
1659,8.130926565692269e-07,0.0,0.0,0.0,0.0,0.0,0.0
1660,8.932674567014536e-07,0.0,0.0,0.0,0.0,0.0,0.0
1661,9.446719023539377e-07,0.0,0.0,0.0,0.0,0.0,0.0
1662,8.690656727594614e-07,0.0,0.0,0.0,0.0,0.0,0.0
1663,4.1599237679942493e-07,0.0,0.0,0.0,0.0,0.0,0.0
1664,4.5529535798648014e-07,0.0,0.0,0.0,0.0,0.0,0.0
1665,2.9444845901187886e-07,0.0,0.0,0.0,0.0,0.0,0.0
1666,3.343968566176565e-07,0.0,0.0,0.0,0.0,0.0,0.0
1667,3.191266882497855e-07,0.0,0.0,0.0,0.0,0.0,0.0
1668,2.722623021002489e-07,0.0,0.0,0.0,0.0,0.0,0.0
1669,2.915706269439917e-07,0.0,0.0,0.0,0.0,0.0,0.0
1670,3.6886896331062804e-07,0.0,0.0,0.0,0.0,0.0,0.0
1671,4.860067528105512e-07,0.0,0.0,0.0,0.0,0.0,0.0
1672,5.844091585264064e-07,0.0,0.0,0.0,0.0,0.0,0.0
1673,5.692036312763906e-07,0.0,0.0,0.0,0.0,0.0,0.0
1674,5.368295238180767e-07,0.0,0.0,0.0,0.0,0.0,0.0
1675,4.493230920031367e-07,0.0,0.0,0.0,0.0,0.0,0.0
1676,4.753079281272221e-07,0.0,0.0,0.0,0.0,0.0,0.0
1677,3.980095917605857e-07,0.0,0.0,0.0,0.0,0.0,0.0
1678,2.614873925007747e-07,0.0,0.0,0.0,0.0,0.0,0.0
1679,2.0922852529890535e-07,0.0,0.0,0.0,0.0,0.0,0.0
1680,2.206895126326864e-07,0.0,0.0,0.0,0.0,0.0,0.0
1681,5.461725476964472e-07,0.0,0.0,0.0,0.0,0.0,0.0
1682,5.864946136365948e-07,0.0,0.0,0.0,0.0,0.0,0.0
1683,5.447360495379274e-07,0.0,0.0,0.0,0.0,0.0,0.0
1684,1.158389210331734e-06,0.0,0.0,0.0,0.0,0.0,0.0
1685,1.3607347893542152e-06,0.0,0.0,0.0,0.0,0.0,0.0
1686,1.3145912508402295e-06,0.0,0.0,0.0,0.0,0.0,0.0
1687,1.443187751907057e-06,0.0,0.0,0.0,0.0,0.0,0.0
1688,1.0851741925372543e-06,0.0,0.0,0.0,0.0,0.0,0.0
1689,1.0448521265971067e-06,0.0,0.0,0.0,0.0,0.0,0.0
1690,1.0837988335359633e-06,0.0,0.0,0.0,0.0,0.0,0.0
1691,7.148062114278478e-07,0.0,0.0,0.0,0.0,0.0,0.0
1692,5.63546198658774e-07,0.0,0.0,0.0,0.0,0.0,0.0
1693,8.143557498182677e-07,0.0,0.0,0.0,0.0,0.0,0.0
1694,6.983264922512587e-07,0.0,0.0,0.0,0.0,0.0,0.0
1695,1.0084625614581455e-06,0.0,0.0,0.0,0.0,0.0,0.0
1696,1.1501760793310365e-06,0.0,0.0,0.0,0.0,0.0,0.0
1697,1.2434247115119694e-06,0.0,0.0,0.0,0.0,0.0,0.0
1698,1.6832680103107123e-06,0.0,0.0,0.0,0.0,0.0,0.0
1699,1.8867242325930938e-06,0.0,0.0,0.0,0.0,0.0,0.0
1700,1.6619103868314205e-06,0.0,0.0,0.0,0.0,0.0,0.0
1701,1.7774741942438205e-06,0.0,0.0,0.0,0.0,0.0,0.0
1702,1.563219403318986e-06,0.0,0.0,0.0,0.0,0.0,0.0
1703,1.5981652430647436e-06,0.0,0.0,0.0,0.0,0.0,0.0
1704,1.5084531160677476e-06,0.0,0.0,0.0,0.0,0.0,0.0
1705,1.0620521980594537e-06,0.0,0.0,0.0,0.0,0.0,0.0
1706,8.761949012685883e-07,0.0,0.0,0.0,0.0,0.0,0.0
1707,8.62351648882915e-07,0.0,0.0,0.0,0.0,0.0,0.0
1708,7.462460749658411e-07,0.0,0.0,0.0,0.0,0.0,0.0
1709,7.225148976885976e-07,0.0,0.0,0.0,0.0,0.0,0.0
1710,5.975006120349593e-07,0.0,0.0,0.0,0.0,0.0,0.0
1711,6.95037186915215e-07,0.0,0.0,0.0,0.0,0.0,0.0
1712,6.524758232119763e-07,0.0,1.086341987794575e-08,0.0,0.0,0.0,0.0
1713,6.395988642842505e-07,0.0,1.086341987794575e-08,0.0,0.0,0.0,0.0
1714,1.4123184460653907e-06,0.0,1.086341987794575e-08,0.0,0.0,0.0,0.0
1715,1.556569113095715e-06,0.0,1.086341987794575e-08,0.0,0.0,0.0,0.0
1716,1.519838844745079e-06,0.0,1.086341987794575e-08,0.0,0.0,0.0,0.0
1717,1.5598906364695203e-06,0.0,1.086341987794575e-08,0.0,0.0,0.0,0.0
1718,1.5615385434232718e-06,0.0,1.086341987794575e-08,0.0,0.0,0.0,0.0
1719,1.4845246677655917e-06,0.0,0.0,0.0,0.0,0.0,0.0
1720,1.5718988655472849e-06,0.0,0.0,0.0,0.0,0.0,0.0
1721,9.271877599660781e-07,0.0,0.0,0.0,0.0,0.0,0.0
1722,8.042560385287548e-07,0.0,0.0,0.0,0.0,0.0,0.0
1723,8.244127920014372e-07,0.0,0.0,0.0,0.0,0.0,0.0
1724,8.325215625453504e-07,0.0,0.0,0.0,0.0,0.0,0.0
1725,6.761312241516342e-07,0.0,0.0,0.0,0.0,0.0,0.0
1726,5.959285301417237e-07,0.0,0.0,0.0,0.0,0.0,0.0
1727,5.286262470300634e-07,0.0,0.0,0.0,0.0,0.0,0.0
1728,5.310156357804122e-07,0.0,0.0,0.0,0.0,0.0,0.0
1729,5.315590994671635e-07,0.0,0.0,0.0,0.0,0.0,0.0
1730,6.314640269725455e-07,0.0,0.0,0.0,0.0,0.0,0.0
1731,6.570597008703771e-07,0.0,0.0,0.0,0.0,0.0,0.0
1732,6.589405074919341e-07,0.0,0.0,0.0,0.0,0.0,0.0
1733,8.664824560712856e-07,0.0,0.0,0.0,0.0,0.0,0.0
1734,8.377869481332059e-07,0.0,0.0,0.0,0.0,0.0,0.0
1735,8.051743764424048e-07,0.0,0.0,0.0,0.0,0.0,0.0
1736,7.957182097990361e-07,0.0,0.0,0.0,0.0,0.0,0.0
1737,8.132774017407687e-07,0.0,0.0,0.0,0.0,0.0,0.0
1738,8.581223929533215e-07,0.0,0.0,0.0,0.0,0.0,0.0
1739,8.688316890064536e-07,0.0,0.0,0.0,0.0,0.0,0.0
1740,7.577357661960247e-07,0.0,0.0,0.0,0.0,0.0,0.0
1741,8.569910749299327e-07,0.0,0.0,0.0,0.0,0.0,0.0
1742,9.128650130410929e-07,0.0,0.0,0.0,0.0,0.0,0.0
1743,9.003864046722551e-07,0.0,0.0,0.0,0.0,0.0,0.0
1744,7.987706648496637e-07,0.0,0.0,0.0,0.0,0.0,0.0
1745,7.421327349480375e-07,0.0,0.0,0.0,6.311576023725658e-09,0.0,0.0
1746,1.347267872883354e-06,0.0,0.0,0.0,6.311576023725658e-09,0.0,0.0
1747,1.3913403863950537e-06,0.0,0.0,0.0,6.311576023725658e-09,0.0,0.0
1748,1.2941374742630224e-06,0.0,0.0,0.0,6.311576023725658e-09,0.0,0.0
1749,1.192744434774795e-06,0.0,0.0,0.0,6.311576023725658e-09,0.0,0.0
1750,1.418382173109681e-06,0.0,0.0,0.0,6.311576023725658e-09,0.0,0.0
1751,1.4040634255252371e-06,0.0,0.0,0.0,6.311576023725658e-09,0.0,0.0
1752,1.4230071201382088e-06,0.0,0.0,0.0,0.0,0.0,0.0
1753,9.166919393724779e-07,0.0,0.0,0.0,0.0,0.0,0.0
1754,1.0893102008984506e-06,0.0,0.0,0.0,0.0,0.0,0.0
1755,1.0548350652633026e-06,0.0,0.0,0.0,0.0,0.0,0.0
1756,1.145225411391948e-06,0.0,0.0,0.0,0.0,0.0,0.0
1757,9.171075540897229e-07,0.0,0.0,0.0,0.0,0.0,0.0
1758,1.00916540191065e-06,0.0,0.0,0.0,0.0,0.0,0.0
1759,9.287952634297523e-07,0.0,0.0,0.0,0.0,0.0,0.0
1760,8.19909794407587e-07,0.0,0.0,0.0,0.0,0.0,0.0
1761,5.489394660734044e-07,0.0,0.0,0.0,0.0,0.0,0.0
1762,6.296107203849845e-07,0.0,0.0,0.0,0.0,0.0,0.0
1763,5.514459441461181e-07,0.0,0.0,0.0,0.0,0.0,0.0
1764,5.423079301181133e-07,0.0,0.0,0.0,0.0,0.0,0.0
1765,4.3440758190627093e-07,0.0,0.0,0.0,0.0,0.0,0.0
1766,4.774551192505376e-07,0.0,0.0,0.0,0.0,0.0,0.0
1767,4.7496373919589783e-07,0.0,0.0,0.0,0.0,0.0,0.0
1768,5.47358388709134e-07,0.0,0.0,0.0,0.0,0.0,0.0
1769,5.051175975268052e-07,0.0,0.0,0.0,0.0,0.0,0.0
1770,4.6595136130430805e-07,0.0,0.0,0.0,0.0,0.0,0.0
1771,5.136571274988455e-07,0.0,0.0,0.0,0.0,0.0,0.0
1772,5.752006038457174e-07,0.0,0.0,0.0,0.0,0.0,0.0
1773,4.981374774258387e-07,0.0,0.0,0.0,0.0,0.0,0.0
1774,5.141243296488288e-07,0.0,0.0,0.0,0.0,0.0,0.0
1775,3.9590249148854386e-07,0.0,0.0,0.0,0.0,0.0,0.0
1776,4.4213651660486774e-07,0.0,0.0,0.0,0.0,0.0,0.0
1777,4.2508488970075374e-07,0.0,0.0,0.0,0.0,0.0,0.0
1778,4.520860333708957e-07,0.0,0.0,0.0,0.0,0.0,0.0
1779,3.5696389641007696e-07,0.0,0.0,0.0,0.0,0.0,0.0
1780,3.7403466533549234e-07,0.0,0.0,0.0,0.0,0.0,0.0
1781,3.64940611571488e-07,0.0,0.0,0.0,0.0,0.0,0.0
1782,3.7343901126973833e-07,0.0,0.0,0.0,0.0,0.0,0.0
1783,3.628247046297669e-07,0.0,0.0,2.174599040521181e-09,0.0,0.0,0.0
1784,3.5238518541242616e-07,0.0,0.0,2.174599040521181e-09,0.0,0.0,0.0
1785,2.815925011897694e-07,0.0,0.0,2.174599040521181e-09,0.0,0.0,0.0
1786,8.287081771283868e-07,0.0,0.0,2.174599040521181e-09,0.0,0.0,0.0
1787,8.373018869990898e-07,0.0,0.0,2.174599040521181e-09,0.0,0.0,0.0
1788,8.153361384139706e-07,0.0,0.0,2.174599040521181e-09,0.0,0.0,0.0
1789,7.931143954920117e-07,0.0,0.0,2.174599040521181e-09,0.0,0.0,0.0
1790,7.097959553448163e-07,0.0,0.0,0.0,0.0,0.0,0.0
1791,7.182705498312966e-07,0.0,0.0,0.0,0.0,0.0,0.0
1792,6.963179422265447e-07,0.0,0.0,0.0,0.0,0.0,0.0
1793,1.7208389481636134e-07,0.0,0.0,0.0,0.0,0.0,0.0
1794,1.7615638471722506e-07,0.0,0.0,0.0,0.0,0.0,0.0
1795,2.0562137186581303e-07,0.0,0.0,0.0,0.0,0.0,0.0
1796,2.026955152294769e-07,0.0,0.0,0.0,0.0,0.0,0.0
1797,2.9633797079700995e-07,0.0,0.0,0.0,0.0,0.0,0.0
1798,3.1953982621806585e-07,0.0,0.0,0.0,0.0,0.0,0.0
1799,3.3768631624297996e-07,0.0,0.0,0.0,0.0,0.0,0.0
1800,3.746325104105251e-07,0.0,0.0,0.0,0.0,0.0,4.116639093102289e-10
1801,3.8430742271040277e-07,0.0,0.0,0.0,0.0,0.0,4.116639093102289e-10
1802,3.7910764660864515e-07,0.0,0.0,0.0,0.0,0.0,4.116639093102289e-10
1803,4.0251057141306645e-07,0.0,0.0,0.0,0.0,0.0,4.116639093102289e-10
1804,3.042018761334475e-07,0.0,0.0,0.0,0.0,0.0,4.116639093102289e-10
1805,2.786385989241223e-07,0.0,0.0,0.0,0.0,0.0,4.116639093102289e-10
1806,2.6215856304848527e-07,0.0,0.0,0.0,0.0,0.0,4.116639093102289e-10
1807,2.1807846094036775e-07,0.0,0.0,0.0,0.0,0.0,0.0
1808,1.913328203175167e-07,0.0,0.0,0.0,0.0,0.0,0.0
1809,1.8019610844735974e-07,0.0,0.0,0.0,0.0,0.0,0.0
1810,1.5316199863946167e-07,0.0,0.0,0.0,0.0,0.0,0.0
1811,1.6733993289465487e-07,0.0,0.0,0.0,0.0,0.0,0.0
1812,2.016073707977739e-07,0.0,0.0,0.0,0.0,0.0,0.0
1813,2.2605572524980744e-07,0.0,0.0,0.0,0.0,0.0,0.0
1814,2.1829480800761303e-07,0.0,0.0,0.0,0.0,0.0,0.0
1815,2.1662647802551354e-07,0.0,0.0,0.0,0.0,0.0,0.0
1816,2.1308766865299082e-07,0.0,0.0,0.0,0.0,0.0,0.0
1817,2.1018407129044396e-07,0.0,0.0,0.0,0.0,0.0,0.0
1818,2.0999362553603923e-07,0.0,0.0,0.0,0.0,0.0,0.0
1819,1.8968567059930918e-07,0.0,0.0,0.0,0.0,0.0,0.0
1820,1.6408461281766255e-07,0.0,0.0,0.0,0.0,0.0,0.0
1821,1.8016565255558297e-07,0.0,0.0,0.0,0.0,0.0,0.0
1822,1.8543762385953804e-07,0.0,0.0,0.0,0.0,0.0,0.0
1823,2.468772269789302e-07,0.0,0.0,0.0,0.0,0.0,0.0
1824,2.713411037445569e-07,0.0,0.0,0.0,0.0,0.0,0.0
1825,2.477506200193602e-07,0.0,0.0,0.0,0.0,0.0,5.064672173712584e-10
1826,2.4731569275055723e-07,0.0,0.0,0.0,0.0,0.0,5.064672173712584e-10
1827,2.5162073313822475e-07,0.0,0.0,1.0457060614247179e-10,0.0,0.0,5.064672173712584e-10
1828,2.4623653871458373e-07,0.0,0.0,1.0457060614247179e-10,0.0,0.0,5.064672173712584e-10
1829,3.654198873651434e-07,2.1082283537968546e-10,0.0,1.0457060614247179e-10,0.0,0.0,5.064672173712584e-10
1830,2.9593438049297607e-07,2.1082283537968546e-10,0.0,1.0457060614247179e-10,0.0,0.0,5.064672173712584e-10
1831,2.9083124226352605e-07,2.1082283537968546e-10,0.0,1.0457060614247179e-10,0.0,0.0,5.064672173712584e-10
1832,3.644978262075581e-07,2.1082283537968546e-10,0.0,1.0457060614247179e-10,0.0,0.0,0.0
1833,3.5920435185029677e-07,2.1082283537968546e-10,0.0,1.0457060614247179e-10,0.0,0.0,0.0
1834,3.6179988731938853e-07,2.1082283537968546e-10,0.0,0.0,0.0,0.0,0.0
1835,3.6567699014865086e-07,2.9460623623173936e-10,0.0,0.0,0.0,0.0,8.37834008520539e-11
1836,2.3322467614304644e-07,8.37834008520539e-11,0.0,0.0,0.0,0.0,8.37834008520539e-11
1837,2.402314740785576e-07,8.37834008520539e-11,0.0,0.0,0.0,0.0,8.37834008520539e-11
1838,2.3144858930988577e-07,8.37834008520539e-11,0.0,0.0,0.0,0.0,1.6010914816178e-10
1839,1.723296329763408e-07,8.37834008520539e-11,0.0,0.0,0.0,0.0,3.116720215246005e-10
1840,1.6319132559569231e-07,8.37834008520539e-11,0.0,0.0,0.0,0.0,3.116720215246005e-10
1841,1.5847976137755332e-07,8.37834008520539e-11,0.0,0.0,0.0,0.0,3.116720215246005e-10
1842,1.601012442620231e-07,0.0,0.0,0.0,0.0,0.0,2.8870406065806264e-10
1843,1.660162729828179e-07,0.0,0.0,0.0,0.0,0.0,2.8870406065806264e-10
1844,1.7862209692306612e-07,0.0,0.0,0.0,0.0,0.0,2.8870406065806264e-10
1845,2.017461012217479e-07,0.0,0.0,0.0,0.0,0.0,2.1237831334833653e-10
1846,2.0279660008424928e-07,0.0,0.0,0.0,0.0,0.0,6.081543998551605e-11
1847,2.1772473652552954e-07,0.0,0.0,0.0,0.0,0.0,6.081543998551605e-11
1848,2.2917006146729234e-07,0.0,0.0,0.0,0.0,0.0,6.081543998551605e-11
1849,2.2551602642449454e-07,0.0,0.0,0.0,0.0,0.0,0.0
1850,2.2829231787519738e-07,0.0,0.0,0.0,0.0,0.0,0.0
1851,2.283281414098123e-07,0.0,0.0,0.0,0.0,0.0,4.642859509549981e-11
1852,2.3603339676420936e-07,0.0,0.0,0.0,0.0,0.0,4.642859509549981e-11
