ngram,Vi,V,Vei,Vmi,Viy,Voi,Vip
1746,3.198083569649108e-06,6.917304251276488e-05,8.274255997824704e-08,0.0,4.977977141606971e-09,8.977008292276878e-07,2.8442561829576463e-08
1747,2.9850713677400823e-06,6.733711571931573e-05,7.941443312477401e-08,4.159151753161236e-09,1.3296280647929443e-08,1.0041646467990567e-06,3.26017135827377e-08
1748,2.839586776255081e-06,6.404225756081619e-05,1.0853228766498952e-07,4.159151753161236e-09,1.3296280647929443e-08,1.032265012262152e-06,3.26017135827377e-08
1749,2.88460881035592e-06,6.290907757439916e-05,1.0568810385588482e-07,4.159151753161236e-09,1.3296280647929443e-08,1.0682418210957882e-06,2.6224341301680657e-08
1750,2.8812115228252618e-06,5.838165244702915e-05,1.1888302964280228e-07,4.159151753161236e-09,1.3296280647929443e-08,1.1951824246482699e-06,2.9523072748410025e-08
1751,2.7739158667827724e-06,5.4895613824815624e-05,1.2154669803976503e-07,4.159151753161236e-09,1.3296280647929443e-08,1.0897820824798795e-06,2.8628151024382272e-08
1752,2.6358264091998407e-06,5.081420074150499e-05,9.63003939448624e-08,4.159151753161236e-09,1.3296280647929443e-08,1.065841282914854e-06,1.6004998976930958e-08
1753,2.4703255933543133e-06,4.918457177284706e-05,9.645451979979822e-08,9.188504179746815e-09,8.318303506322472e-09,1.0979696542433106e-06,1.6056374261909567e-08
1754,2.3679913283558562e-06,4.9061035887072126e-05,9.647943675718449e-08,9.213421137133082e-09,0.0,1.0573498993185889e-06,1.189722250874833e-08
1755,2.1662752942575025e-06,4.8031565841353897e-05,7.50681977531745e-08,9.213421137133082e-09,3.85330776810276e-09,1.0393469389262982e-06,1.189722250874833e-08
1756,2.159066834142972e-06,4.769692272280476e-05,6.819310754175539e-08,1.224889167872334e-08,6.8887783096930175e-09,1.0215252603172433e-06,1.189722250874833e-08
1757,2.077118535583265e-06,4.916448441300807e-05,6.717867481346015e-08,1.8339138208034456e-08,6.8887783096930175e-09,9.64691472355688e-07,1.1643614326674521e-08
1758,2.061147500041573e-06,4.959130144145872e-05,5.773262934383183e-08,1.8339138208034456e-08,6.8887783096930175e-09,1.137423233948149e-06,8.074475691241138e-09
1759,2.2129000366736103e-06,4.869874464930035e-05,6.469021914970849e-08,1.8339138208034456e-08,6.8887783096930175e-09,1.2425681786355978e-06,8.074475691241138e-09
1760,2.082618964647866e-06,4.893542063655332e-05,6.290899712269038e-08,1.3309785781448876e-08,6.8887783096930175e-09,1.2528156016092647e-06,5.706490264450232e-09
1761,2.0479447877213327e-06,4.8900491362603914e-05,8.925617020086715e-08,9.125717070901374e-09,9.664345768101157e-09,1.245068704390308e-06,5.706490264450232e-09
1762,1.9899434196953995e-06,4.7963674920278466e-05,9.227988278277216e-08,1.1808299100429004e-08,5.8110379999983965e-09,1.2899359295001237e-06,8.389072293977864e-09
1763,1.917790119218158e-06,4.844859410825718e-05,9.492176137168176e-08,1.1611503124088683e-08,5.614242023658075e-09,1.2549416591614966e-06,8.389072293977864e-09
1764,1.8126042472691291e-06,4.615189495130575e-05,8.836262769104256e-08,5.5212565947775664e-09,5.614242023658075e-09,1.2703911482146526e-06,5.343949029322305e-09
1765,1.7789981094600599e-06,4.440134736276897e-05,7.577211188650576e-08,5.5212565947775664e-09,5.614242023658075e-09,1.2395722381240506e-06,1.1238765854467862e-08
1766,1.6048636228203707e-06,4.600224357480849e-05,7.221557421896055e-08,5.5212565947775664e-09,5.614242023658075e-09,1.1808018111228842e-06,1.1238765854467862e-08
1767,1.733120224603876e-06,4.623477018737633e-05,8.835376189405711e-08,5.5212565947775664e-09,8.558744316441595e-09,1.175989560968966e-06,8.577398854673187e-09
1768,1.6633074600187164e-06,4.58995158883876e-05,7.659800692140704e-08,5.5212565947775664e-09,5.7831768580334546e-09,1.3209655662649311e-06,8.577398854673187e-09
1769,1.6355237773625828e-06,4.6355789631239274e-05,6.891393842879876e-08,2.8386745652499356e-09,8.829436483535704e-09,1.3057305880335792e-06,5.8948168251455564e-09
1770,1.674056826621901e-06,4.568206194172879e-05,8.341704038627995e-08,0.0,1.1756605086280355e-08,1.41700724855452e-06,5.8948168251455564e-09
1771,1.6319609861576673e-06,4.502157337680858e-05,9.095890034822268e-08,0.0,1.1756605086280355e-08,1.4395191426176877e-06,8.527460642377654e-09
1772,1.5641094169690665e-06,4.541441116348973e-05,9.328365559367415e-08,0.0,1.439268691529248e-08,1.339411945926778e-06,2.6326438172320975e-09
1773,1.406924062458919e-06,4.2550009051670455e-05,1.0285855722713677e-07,2.5951908558649197e-09,1.69878777711574e-08,1.410985118712103e-06,5.227834673097018e-09
1774,1.2422405250487958e-06,4.1307219882063304e-05,8.410338685800006e-08,2.5951908558649197e-09,1.9388301757723118e-08,1.3178815915385452e-06,1.0572760952446255e-08
1775,1.2352342001317344e-06,4.0666460595925204e-05,6.821658920281542e-08,2.5951908558649197e-09,1.9388301757723118e-08,1.2861218903838432e-06,1.0572760952446255e-08
1776,1.2595591231599559e-06,3.977592807911735e-05,8.14445465989268e-08,2.5951908558649197e-09,1.9054411635823143e-08,1.354887647916517e-06,1.0572760952446255e-08
1777,1.1113685088405743e-06,3.976225499562653e-05,6.710019612959123e-08,2.5951908558649197e-09,1.3288568467828554e-08,1.2788052003998018e-06,1.0572760952446255e-08
1778,1.3742132166173957e-06,4.048374311033902e-05,5.671812048595777e-08,2.5951908558649197e-09,1.3288568467828554e-08,1.2853795478154747e-06,7.940117135214159e-09
1779,1.4698783843414276e-06,4.0756217848476286e-05,6.681607115207758e-08,2.5951908558649197e-09,1.3214172359507107e-08,1.3228699020016523e-06,7.940117135214159e-09
1780,1.5208912762838217e-06,4.102888747833536e-05,6.323667862367139e-08,0.0,1.2968121814489158e-08,1.2984875833613581e-06,7.694066590196208e-09
1781,1.475370400580037e-06,4.1751300679087376e-05,6.593444393640116e-08,0.0,9.535712410167565e-09,1.2968280884706473e-06,6.17417406090226e-09
1782,1.4402031313563514e-06,4.150851704512856e-05,6.520388825695786e-08,2.1581334814462546e-09,9.535712410167565e-09,1.1684586768621687e-06,6.17417406090226e-09
1783,1.4057858217191615e-06,4.141149890658978e-05,5.545346861067303e-08,2.1581334814462546e-09,1.1172540987607654e-08,1.0961152270283492e-06,6.17417406090226e-09
1784,1.455880107771788e-06,4.005407442621488e-05,5.294631222341195e-08,2.1581334814462546e-09,1.283701310329986e-08,1.1016796617825873e-06,6.17417406090226e-09
1785,1.2278771269588366e-06,3.9360768693898406e-05,5.6637658119029766e-08,2.1581334814462546e-09,1.4455135501277385e-08,1.094297244565366e-06,6.17417406090226e-09
1786,1.1414269920351217e-06,3.808107222929331e-05,4.394774043094328e-08,2.1581334814462546e-09,1.1893449780586707e-08,1.0494996039207244e-06,6.17417406090226e-09
1787,1.1010019176995099e-06,3.761514381039888e-05,4.099688740869364e-08,2.1581334814462546e-09,9.544309469739737e-09,1.0390116358394152e-06,5.114175368906412e-09
1788,1.1342315571839987e-06,3.61107595381327e-05,3.414202990167528e-08,3.464685554328233e-09,1.0244896740476049e-08,1.063834222999763e-06,6.515349910379038e-09
1789,1.1745977254966938e-06,3.5138106925712365e-05,4.3617744590765794e-08,2.4699368899356547e-09,1.0244896740476049e-08,1.0887561968177449e-06,8.84211954448639e-09
1790,1.3370470079670277e-06,3.587229158646161e-05,5.1456976838234625e-08,2.4699368899356547e-09,7.000547062675975e-09,1.169797680436854e-06,1.1051816350970967e-08
1791,1.3285825031873953e-06,3.497494721419311e-05,6.007366083947221e-08,2.4699368899356547e-09,8.593973786576368e-09,1.242039770334356e-06,1.2137782588540956e-08
1792,1.3974532911171472e-06,3.4072069476159026e-05,6.44837920203502e-08,2.4699368899356547e-09,9.15237549240341e-09,1.2696136682929397e-06,1.2137782588540956e-08
1793,1.395745130139403e-06,3.524592986130821e-05,6.574768386867293e-08,3.4559590110307325e-09,1.0138397613498488e-08,1.3522015771221568e-06,1.2137782588540956e-08
1794,1.369163831960967e-06,3.452096124029984e-05,7.526974472276444e-08,3.4559590110307325e-09,1.2134368747902208e-08,1.3930255136074265e-06,1.0848640969689832e-08
1795,1.3317102392258157e-06,3.545502061440077e-05,8.700242735772332e-08,3.0626790627406665e-09,1.2261080849031356e-08,1.3869291706214426e-06,8.362248925055025e-09
1796,1.295546845930013e-06,3.554357941279055e-05,8.485019544122809e-08,1.89929424568699e-09,1.3209242461747245e-08,1.382915992767916e-06,6.983640903663562e-09
1797,1.1486933837139596e-06,3.3595427989244596e-05,7.89910204547693e-08,2.4662178965684234e-09,1.3238241360267824e-08,1.2515042970205416e-06,5.340867748060418e-09
1798,1.101220764862124e-06,3.332999949634541e-05,7.283195887656088e-08,3.623531252827661e-09,1.0558999198804843e-08,1.1296388281932325e-06,6.569528223008904e-09
1799,1.0287725444868556e-06,3.286784911844214e-05,6.975934268333666e-08,4.2243008456312376e-09,1.1386322932135532e-08,1.0703872947358053e-06,7.170297815812481e-09
1800,1.0093280837151854e-06,3.056143681793141e-05,7.116688495654801e-08,4.061606543156618e-09,1.1223628629660913e-08,9.642468756153124e-07,7.58196172512271e-09
1801,9.97303743588418e-07,2.9874628515764406e-05,5.891383964800363e-08,4.061606543156618e-09,1.0156338436928536e-08,8.198646972752093e-07,8.046302195958382e-09
1802,9.959534525348448e-07,2.8430976141992558e-05,4.585791835154396e-08,3.5824612165669123e-09,9.153029382044257e-09,7.204017517129355e-07,5.7406127470674815e-09
1803,1.001258648817124e-06,2.838645429749574e-05,4.058830148169688e-08,4.284461135079758e-09,8.906867687841213e-09,6.395932692677369e-07,5.494451052864438e-09
1804,9.758413739291427e-07,2.7689302442013286e-05,4.062661800625327e-08,4.3276925852455045e-09,9.90856317630216e-09,5.909738994042917e-07,6.1478376040773645e-09
1805,9.630852641099149e-07,2.632781797728967e-05,4.263037643527566e-08,4.2090892358816385e-09,9.329906498172541e-09,5.358722725239724e-07,4.0928883932827324e-09
1806,9.34776258938135e-07,2.5884011068098645e-05,4.3093975118527594e-08,3.6083196430780617e-09,6.584608763000282e-09,4.529186899812235e-07,4.009219004405143e-09
1807,8.947911607849944e-07,2.5084674624460085e-05,4.1299105341912375e-08,3.4126555232510167e-09,6.807387066741301e-09,4.1930147176572063e-07,3.806776322739276e-09
1808,8.781889521612487e-07,2.4420569648749995e-05,4.064410294038875e-08,3.4126555232510167e-09,7.290885197162668e-09,3.9506911012462555e-07,4.519251829902617e-09
1809,8.294435360767238e-07,2.29271494650415e-05,3.941492719507421e-08,2.9785287252488094e-09,6.639926925749202e-09,3.7496121763069823e-07,4.08512503190041e-09
1810,7.736997369128013e-07,2.149172204164123e-05,4.3266621016105744e-08,2.4944664587879727e-09,6.373802311340374e-09,3.3969532101504487e-07,4.2548757215956e-09
1811,7.275531532156622e-07,2.139788245715733e-05,3.9412128671756363e-08,2.821847121049968e-09,4.7070274027711486e-09,3.21828760466555e-07,3.503333401155828e-09
1812,6.933993534273344e-07,2.1225286348323736e-05,3.711209371561251e-08,1.7831371141545966e-09,5.1844439217875655e-09,3.2449942263415975e-07,4.437197165252371e-09
1813,6.594319594504279e-07,2.002710971282795e-05,3.194216091628732e-08,2.1710959220909233e-09,5.8957908713860465e-09,3.2568067354077357e-07,4.502035141510216e-09
1814,6.444722820171072e-07,1.9311393771204166e-05,3.110185582093956e-08,1.7523903598056938e-09,5.058642885532752e-09,2.961428598220144e-07,4.5017720503740375e-09
1815,6.266678188434785e-07,1.9358587711134794e-05,3.654032555898214e-08,2.138671779355101e-09,4.0327452329894496e-09,2.855675355866489e-07,3.518096782149728e-09
1816,6.074675411582575e-07,1.937705694997151e-05,3.6743779320756535e-08,2.3288444981974165e-09,3.898059890745336e-09,2.846859307023156e-07,4.659133126924278e-09
1817,6.006363751761715e-07,1.8981407785239363e-05,3.41632083892104e-08,2.453601988250398e-09,3.976227299798804e-09,2.7144348483229154e-07,4.1300776608212326e-09
1818,5.928037499610841e-07,1.7928843070486827e-05,3.2698157070853995e-08,1.695101091238525e-09,4.402633765491057e-09,2.651556607296308e-07,3.661309779166645e-09
1819,5.81027287742992e-07,1.7921816834132187e-05,3.186708750847954e-08,1.8453985323978778e-09,4.075514687633992e-09,2.5497068025158243e-07,2.4677685133462593e-09
1820,5.643619504423571e-07,1.7973730791709386e-05,3.112176801981345e-08,1.4574397244615511e-09,3.4004115079255826e-09,2.455276809801684e-07,3.5071966124939583e-09
1821,5.486071919286977e-07,1.823245552908962e-05,3.09763973202085e-08,1.3770358424964562e-09,3.962778914536256e-09,2.5357017209768985e-07,3.4267927305288636e-09
1822,5.246917364079959e-07,1.7610724171390757e-05,2.5472659917876887e-08,1.2402922260663323e-09,3.826035298106132e-09,2.639831637095215e-07,4.231803233231293e-09
1823,5.375483291507927e-07,1.7684058028472854e-05,2.4659966767006025e-08,1.1905822756246615e-09,3.015634488155529e-09,2.6928278121626394e-07,3.652617962059322e-09
1824,5.378439636517994e-07,1.776254378325705e-05,2.360280504376533e-08,1.3843672002395684e-09,2.903951825037966e-09,2.7496573855907105e-07,5.455843086833921e-09
1825,5.300836635667241e-07,1.7764025480054052e-05,2.4052064974609622e-08,1.3319491382850807e-09,2.008777477691126e-09,2.6808388042809383e-07,6.0889270847575006e-09
1826,5.162099431085412e-07,1.7275117508168997e-05,2.1762809205532515e-08,1.3001499400898199e-09,2.095476522459957e-09,2.577698207265452e-07,6.325923570685685e-09
1827,5.020589242121787e-07,1.72855106939096e-05,2.18095822037055e-08,1.7184323646597071e-09,2.0098238628918352e-09,2.397701085296181e-07,5.018269109781568e-09
1828,4.893833818186977e-07,1.732497029089635e-05,2.0783107298630706e-08,1.7002074192973282e-09,1.3488276289536876e-09,2.3152518784692283e-07,1.0626838900914696e-08
1829,4.88107653089693e-07,1.8338056699056843e-05,1.9404961954754592e-08,1.6614924515577302e-09,1.5912097909139992e-09,2.0430171941500574e-07,9.839510523817247e-09
1830,4.5637691771714473e-07,1.810032050083724e-05,1.8702382626705523e-08,1.5210296831570857e-09,1.6413561065853344e-09,1.894457243776872e-07,9.849486734151266e-09
1831,4.464515289523011e-07,1.8093487856926265e-05,1.6505894048382937e-08,1.077444276655269e-09,1.4247853769815728e-09,1.700994727928316e-07,7.889355787707838e-09
1832,4.537696765640119e-07,1.8630193673223922e-05,1.4536995861037992e-08,9.508274723124543e-10,1.7653832126310727e-09,1.5640516437542828e-07,7.426570707609008e-09
1833,4.5706774390704853e-07,1.9169705670459996e-05,1.439394406840425e-08,9.972857539786162e-10,1.6933432513331427e-09,1.4398724549177393e-07,8.344269862371943e-09
1834,4.552144616809528e-07,1.9138128274270067e-05,1.481286661584948e-08,7.451237166960262e-10,1.8164428136227935e-09,1.3802161800770462e-07,8.52891920580642e-09
1835,4.6243774980731747e-07,1.8942981893945087e-05,1.4943924320220958e-08,8.023612092194249e-10,1.7061135044420845e-09,1.2434566290916598e-07,6.645831488302381e-09
1836,4.563425071475129e-07,1.797607728803996e-05,1.4903900716741906e-08,7.416607328281088e-10,1.4393770778450436e-09,1.227651255573749e-07,7.035498088876173e-09
1837,4.5995769174364144e-07,1.795151287556759e-05,1.3706760298199633e-08,7.416607328281088e-10,1.481092217124415e-09,1.1540396270350226e-07,6.61855362579392e-09
1838,4.680419871354908e-07,1.8057800584106838e-05,1.4377666676271668e-08,8.777433224693709e-10,1.4479543913077058e-09,1.0940872893375594e-07,9.027839698028117e-09
1839,4.512348255047982e-07,1.7888150458540103e-05,1.4569213391268931e-08,8.777433224693709e-10,1.183137992339616e-09,1.0539450759746874e-07,9.009103653566188e-09
1840,4.466206706053656e-07,1.7376039197967786e-05,1.536573890348336e-08,8.639587299543092e-10,1.2449393658821505e-09,1.0507425177560695e-07,8.534681691533104e-09
1841,4.6494307883092135e-07,1.708804458238384e-05,1.5130863926872606e-08,1.047726397703944e-09,9.826762023149423e-10,1.0073963656915502e-07,8.386208584708145e-09
1842,4.6450346807042866e-07,1.740304911176541e-05,1.5462105500725036e-08,1.305867667968284e-09,1.1043070822859745e-09,9.635275586918266e-08,4.897064880588735e-09
1843,4.651266099894461e-07,1.70694688027392e-05,1.5197311345868262e-08,1.4180434287120696e-09,1.1414216635355752e-09,9.518456778323525e-08,4.755597154166529e-09
1844,4.6310319135045575e-07,1.670165888104488e-05,1.5662627385536e-08,1.484826285734288e-09,1.1094460033207148e-09,9.361842805739278e-08,5.66924004566768e-09
1845,4.4695774801896603e-07,1.610508934390964e-05,1.4430718207693514e-08,1.389326566490569e-09,1.0902720393168863e-09,9.401993545614979e-08,5.27654388436462e-09
1846,4.57641013846504e-07,1.5560173648866892e-05,1.8014704268003763e-08,1.4545470661264659e-09,1.2753726011790638e-09,9.505203430697812e-08,5.5815245124181595e-09
1847,4.934048912933317e-07,1.653720690748222e-05,2.4930561868887124e-08,1.6670079404170123e-09,1.6546693380549625e-09,9.396739792626769e-08,9.50726595862404e-09
1848,5.160927888222691e-07,1.7721762170757366e-05,3.0817979914031316e-08,1.6999336026137156e-09,1.9128177613276468e-09,9.3947812323287e-08,1.1782386177827675e-08
1849,5.424442122148321e-07,1.8364719835517462e-05,3.2035442489229485e-08,1.919099970207735e-09,2.328582279379329e-09,9.205891972539706e-08,1.163245170029573e-08
1850,5.833524109480745e-07,1.920583326864289e-05,3.95058855470357e-08,2.0365611221238667e-09,2.6359230988402616e-09,8.872679403891328e-08,1.2692467077357605e-08
1851,6.155337725236418e-07,2.0554039500504067e-05,6.941919991224463e-08,2.248349843604812e-09,3.039146267980186e-09,8.871944601196446e-08,1.1995370125766108e-08
1852,6.636908226807594e-07,2.2089969206717797e-05,7.149228688417355e-08,2.772172749291154e-09,3.107915020577374e-09,8.647094164514004e-08,1.0248045047487965e-08
1853,6.807365642608991e-07,2.361601686321332e-05,6.794413844245031e-08,2.9482489465643927e-09,3.570923112761193e-09,8.397989250040285e-08,1.0370613669406583e-08
1854,6.799838518288328e-07,2.393173417658545e-05,6.179248198837481e-08,2.938129168532961e-09,3.4193852194164265e-09,8.136309150229084e-08,1.2683353637196352e-08
1855,6.673339742389674e-07,2.3951579091122506e-05,5.7148520074942355e-08,3.027831192119785e-09,3.4062696790166616e-09,9.682308542226434e-08,1.0635864601736346e-08
1856,6.81783514469966e-07,2.4179990370092647e-05,5.8148546295504796e-08,2.4823543617483577e-09,3.216765901267341e-09,1.0449081092441962e-07,1.1365183746495485e-08
1857,6.759159824858736e-07,2.4425258223865448e-05,5.167705552366897e-08,2.4395346774421155e-09,3.1766034564688947e-09,1.0619187155011137e-07,1.0231220474007533e-08
1858,6.742656475060877e-07,2.4347428344689043e-05,2.3744077180611256e-08,2.5641876955084797e-09,3.1490668802750375e-09,1.0827028010648324e-07,1.066624090638259e-08
1859,7.02580799887593e-07,2.4077225264461178e-05,2.317084936618942e-08,2.2115342017998377e-09,3.434255705211545e-09,1.1003010566160551e-07,1.0454904307368094e-08
1860,7.148687229476179e-07,2.395224640037798e-05,2.6913030280541406e-08,2.5191943848439688e-09,3.137332076670012e-09,1.0946520896076046e-07,1.0119773019567901e-08
1861,6.982718413642683e-07,2.3651526914493714e-05,2.54413445231551e-08,2.6740614881123494e-09,3.2476821549514464e-09,1.1246860002042272e-07,3.765884746899571e-09
1862,7.042456461801651e-07,2.3659123793809806e-05,2.5174686208678006e-08,2.6472919174252193e-09,3.434136118331464e-09,9.593210847924638e-08,6.252870348484001e-09
1863,7.221119468730259e-07,2.340664026892877e-05,2.266885155778807e-08,2.929797357101701e-09,3.563623301212309e-09,9.319305657332474e-08,8.172865939570784e-09
1864,7.209926025097957e-07,2.3546240169837673e-05,2.3513781778815102e-08,2.922523619933567e-09,3.5050980213518254e-09,9.276705575140503e-08,1.0189643287869136e-08
1865,7.283364555275642e-07,2.3446281764855875e-05,2.2029203223488432e-08,2.8731114313071006e-09,3.4155549182608117e-09,9.172368566266544e-08,1.0002365792770109e-08
1866,7.015212060780738e-07,2.3812006994765917e-05,2.200188793060371e-08,2.8339022081372687e-09,3.3262763971768958e-09,9.065864300542411e-08,1.0466482157158095e-08
1867,7.108925095573275e-07,2.3692623082232395e-05,1.8965293462664638e-08,2.6738574370505877e-09,3.763559051707586e-09,9.168243358154931e-08,1.0870688159160733e-08
1868,7.320556148572775e-07,2.3858011055770995e-05,2.171306144406669e-08,2.4791591795343085e-09,4.363796435313816e-09,8.98726507817368e-08,1.0977996797326535e-08
1869,7.415026418909422e-07,2.4395914286807446e-05,2.2066094856094358e-08,2.3105142085303297e-09,4.654049717040769e-09,8.938479112430286e-08,8.428108465098814e-09
1870,7.549972857694749e-07,2.5023834106312798e-05,2.376868454437694e-08,2.435448683993765e-09,4.683508438217489e-09,9.141266385118538e-08,8.224732609260092e-09
1871,8.709897006805736e-07,2.5317200197605416e-05,2.5482439016043046e-08,2.430391332630677e-09,4.699469956039235e-09,9.045751982382302e-08,6.390946343565978e-09
1872,9.378471840396482e-07,2.5762944330511217e-05,2.6571825882472566e-08,2.6089511662164e-09,4.7863018310627984e-09,9.66366887463924e-08,9.375525086444521e-09
1873,9.55341363351181e-07,2.5677238746928716e-05,2.7916819332420217e-08,2.694592231884079e-09,5.246337808628709e-09,9.579707693774253e-08,1.3933872563701551e-08
1874,9.79052604829381e-07,2.6273580910388512e-05,3.0884300323512955e-08,2.424902263114299e-09,5.296125157475526e-09,9.453985987712648e-08,1.6703387149620752e-08
1875,1.006062112602584e-06,2.6980636123750757e-05,2.9751851522113222e-08,2.3117955327833783e-09,7.982063867016466e-09,9.655726935469439e-08,1.7796273058375992e-08
1876,1.0831553010705517e-06,2.7160958520003726e-05,3.066267874528096e-08,2.4180141857042615e-09,7.841989882858717e-09,9.919678741912971e-08,1.781830435579731e-08
1877,1.0797403108751626e-06,2.7254007623663972e-05,3.377748823498093e-08,2.0859350278813947e-09,7.964282439892095e-09,9.799697612119676e-08,1.7079749360858287e-08
1878,9.877791496494735e-07,2.762268975077729e-05,3.3444030529088716e-08,2.0516094061712967e-09,8.094220849130807e-09,1.0592857892431442e-07,1.8180811015408186e-08
1879,9.620818803211608e-07,2.7777873193762e-05,3.491485855988685e-08,1.868375311607297e-09,8.184259365456065e-09,1.0432010303215325e-07,1.6427492762919168e-08
1880,9.72680368249712e-07,2.844340061918566e-05,3.680886858806584e-08,1.846163365039542e-09,7.950913768642716e-09,1.0962232417049173e-07,1.3068738979882255e-08
1881,9.650042735691905e-07,2.8660953310983522e-05,3.739228406272689e-08,2.042597170768902e-09,7.541926829089464e-09,1.1226683329011524e-07,1.0250783840807084e-08
1882,9.522477333640771e-07,2.876120171484737e-05,4.208195899682973e-08,2.1012986588837227e-09,3.885341381959506e-09,1.1042074683181064e-07,9.425600236819979e-09
1883,9.52331780419107e-07,2.8428975773359915e-05,4.126745751469636e-08,1.878591948667463e-09,3.6512917768659138e-09,1.1256672089692594e-07,9.467159754551955e-09
1884,9.421616969770444e-07,2.8403885413094292e-05,3.918608701017742e-08,2.0089426630168614e-09,3.845956188440271e-09,1.1194194168443314e-07,9.161895750001544e-09
1885,9.447021917757021e-07,2.8407004720065743e-05,3.80461407140891e-08,2.0088925760981216e-09,4.448082727545202e-09,1.0311545801349504e-07,8.044211455679066e-09
1886,9.409056523119424e-07,2.879347474455634e-05,3.9178138320851626e-08,2.1011722837828627e-09,4.336492625307236e-09,1.050753236800769e-07,7.65597585328237e-09
1887,9.363781227226095e-07,2.8582269806065597e-05,3.733009279471844e-08,1.9933771934686563e-09,4.54066473309922e-09,1.0317635558619389e-07,6.605201274823003e-09
1888,9.55864436491538e-07,2.8378019903487128e-05,3.748890417146608e-08,2.082763881995829e-09,4.494663530252296e-09,1.0664194454485759e-07,6.32948909158009e-09
1889,9.875239876626957e-07,2.8430766178644262e-05,3.3709571515113823e-08,2.0851961903188355e-09,5.059162009958738e-09,1.0719704590655965e-07,6.2794217762071216e-09
1890,9.326878804521195e-07,2.8913541557683076e-05,3.290679576447733e-08,2.228131346093676e-09,5.324551498121975e-09,1.0233245209942002e-07,6.131241197288822e-09
1891,9.760764701890627e-07,2.9169090079709088e-05,3.2677036949329315e-08,2.33270309417983e-09,5.01285803343267e-09,9.94568044429148e-08,5.820020814490639e-09
1892,1.0079686895941059e-06,2.9711416833119335e-05,3.485426550550333e-08,2.4020156181541505e-09,4.423084660436822e-09,1.0416180121605326e-07,5.740481772471233e-09
1893,1.0170665762286392e-06,2.9829155079953906e-05,3.3503359324933106e-08,2.098967809084838e-09,4.563162514514829e-09,9.737225781236702e-08,4.947073703068636e-09
1894,1.0792568657182398e-06,3.0413115902255023e-05,3.259443914771509e-08,2.2092726378478542e-09,4.352713078858983e-09,9.746770197287852e-08,4.399705488822292e-09
1895,1.1239267304777708e-06,3.096249877541725e-05,3.4039775950337314e-08,1.9524284570035124e-09,4.422944930939008e-09,1.026375033217976e-07,4.6684652017197385e-09
1896,1.1637816653222086e-06,3.151651149632276e-05,3.8345721264931854e-08,1.9232846267972346e-09,4.226021310671513e-09,1.0810844689298652e-07,4.069361133777047e-09
1897,1.235950776390382e-06,3.202408151992131e-05,4.341840131871777e-08,1.9541179309610713e-09,4.063186802889212e-09,1.1057298467319145e-07,4.772516445531291e-09
1898,1.3009095027882722e-06,3.2637477748461864e-05,4.552496487722887e-08,1.7969714605214904e-09,3.94792547859473e-09,1.1633937698921467e-07,3.809383982858858e-09
1899,1.3799856658027108e-06,3.318827033841184e-05,4.665473036474006e-08,1.6559930252465653e-09,3.701213208933447e-09,1.210119202304278e-07,4.484956913789315e-09
1900,1.472762180908051e-06,3.4060910755735154e-05,4.771776878393601e-08,1.752540842606517e-09,3.4069163046268613e-09,1.2446384646734388e-07,4.286004123039382e-09
1901,1.512878205695805e-06,3.474092487262429e-05,4.9698414780355704e-08,1.609667827600398e-09,3.1139437060647067e-09,1.261850103771524e-07,4.73073355092676e-09
1902,1.57921293261357e-06,3.581356733255754e-05,5.020662590433338e-08,1.7369620186613588e-09,2.860156175391434e-09,1.2431121579733633e-07,4.4478689620319756e-09
1903,1.6556387306211815e-06,3.631719768496363e-05,4.525106029567334e-08,1.759423226158471e-09,2.6328458778225793e-09,1.2221842585599267e-07,4.82660663817366e-09
1904,1.706880133107396e-06,3.746503352886066e-05,4.0580480182533004e-08,1.7262626724904147e-09,2.7627001004353654e-09,1.288687922088424e-07,4.169036766603946e-09
1905,1.7441793228759446e-06,3.860554820026404e-05,3.748141784244906e-08,1.8091592985618782e-09,2.7622788183785066e-09,1.299796039688772e-07,4.771617069719371e-09
1906,1.7760210572045513e-06,3.941020882588678e-05,3.397478742783733e-08,1.885377155984104e-09,2.7056014888821825e-09,1.2782633059974353e-07,4.492980146661044e-09
1907,1.8253827452748998e-06,4.006614108220674e-05,3.0818964142602974e-08,2.002063467391021e-09,2.6303520314233506e-09,1.360540023499977e-07,4.404048935059888e-09
1908,1.8625802015646644e-06,4.067491058127156e-05,2.934632803430759e-08,2.3350891696440256e-09,2.6066929884446412e-09,1.324031535838393e-07,4.446053049532241e-09
1909,1.8983423940101472e-06,4.14337841253395e-05,2.4451021524945256e-08,2.348997726489951e-09,2.593039513268788e-09,1.3076918138819694e-07,4.907860340352954e-09
1910,1.9294724649755935e-06,4.2426712752785534e-05,2.334437785935149e-08,2.383223079200596e-09,2.5200213979051765e-09,1.3244576787688596e-07,4.679180757146842e-09
1911,1.985486554596199e-06,4.3022483753572616e-05,2.279089222107749e-08,2.291671011686195e-09,2.20548842680809e-09,1.2292173729682482e-07,4.525060992577323e-09
1912,2.045222312777436e-06,4.361699757282622e-05,2.199454155312911e-08,2.258936276129069e-09,2.198250914631217e-09,1.211132578354019e-07,3.839209442421268e-09
1913,2.1090340526695528e-06,4.4288294053071044e-05,2.155795262938552e-08,2.1357265638550463e-09,2.4014592219551948e-09,1.230219197623228e-07,3.170541083642929e-09
