ngram,Key,Keyj,Keyd,Kesy,Keyz,Kefy,Kely
1818,3.072502587591381e-06,0.0,9.41460725251935e-09,1.884823218136132e-09,3.580697325946046e-10,0.0,2.7397715968951227e-08
1819,3.0157687628421366e-06,0.0,3.6856087705570774e-09,1.884823218136132e-09,3.580697325946046e-10,0.0,1.4631242947363684e-08
1820,3.0725927250127176e-06,0.0,0.0,2.1796170899891975e-09,3.580697325946046e-10,0.0,1.2210325227103778e-08
1821,2.9558160089696424e-06,0.0,0.0,2.4367255990753733e-09,3.580697325946046e-10,0.0,3.2312479200261434e-08
1822,2.9797198684328966e-06,0.0,1.2476890155964171e-10,2.9358012053139403e-09,3.580697325946046e-10,0.0,3.2662836530710545e-08
1823,3.2056510203152096e-06,0.0,1.2476890155964171e-10,2.9358012053139403e-09,3.580697325946046e-10,0.0,3.146342320015094e-08
1824,3.6948126437761985e-06,0.0,1.2476890155964171e-10,1.0509779871778084e-09,3.580697325946046e-10,0.0,2.729906367626711e-08
1825,3.799645550576055e-06,0.0,1.2476890155964171e-10,1.0509779871778084e-09,0.0,0.0,2.588856538667171e-08
1826,3.969728498174975e-06,0.0,1.5467478805700603e-09,1.0509779871778084e-09,0.0,0.0,2.611686333864327e-08
1827,3.958759017612985e-06,0.0,1.5467478805700603e-09,7.561841153247428e-10,0.0,0.0,2.6554063741508164e-08
1828,3.944261087391558e-06,0.0,1.5467478805700603e-09,4.990756062385669e-10,0.0,0.0,5.34359163267035e-09
1829,3.7855427958025497e-06,0.0,1.562527535930209e-09,0.0,0.0,7.027427845989515e-11,1.7994429724055294e-08
1830,3.708331437987259e-06,0.0,1.562527535930209e-09,0.0,0.0,7.027427845989515e-11,1.957942503365879e-08
1831,3.564661288432295e-06,0.0,1.562527535930209e-09,2.786839965145711e-10,0.0,7.027427845989515e-11,1.8774704933578945e-08
1832,3.5931033640476277e-06,0.0,1.562527535930209e-09,3.638334554269461e-10,0.0,7.027427845989515e-11,1.9842395282410052e-08
1833,3.5375242077861913e-06,0.0,1.405485569197903e-10,3.638334554269461e-10,0.0,7.027427845989515e-11,1.9837690220673006e-08
1834,3.569433569542265e-06,0.0,1.405485569197903e-10,5.299538427142433e-10,0.0,7.027427845989515e-11,1.9853237657027227e-08
1835,3.54681128555967e-06,0.0,1.6486497563964316e-09,5.299538427142433e-10,0.0,7.027427845989515e-11,1.9583632937525408e-08
1836,3.6615274439100176e-06,0.0,1.5081011994766413e-09,5.299538427142433e-10,0.0,0.0,6.560486439813726e-09
1837,3.4690126865046167e-06,0.0,1.5081011994766413e-09,5.299538427142433e-10,0.0,0.0,5.202474197472741e-09
1838,3.2358314326432136e-06,0.0,1.5081011994766413e-09,2.5126984619967223e-10,0.0,0.0,6.881640590705729e-09
1839,3.1316747351541252e-06,7.578143668141024e-11,1.5081011994766413e-09,2.419018239687075e-10,0.0,0.0,5.8130070281135565e-09
1840,3.0306259759527165e-06,7.578143668141024e-11,1.5081011994766413e-09,3.1748779002630355e-10,0.0,0.0,5.9708419161300495e-09
1841,3.0422576011395515e-06,7.578143668141024e-11,1.5081011994766413e-09,1.513674027390063e-10,0.0,0.0,6.063031537146506e-09
1842,3.029251859386152e-06,7.578143668141024e-11,0.0,1.513674027390063e-10,0.0,0.0,6.41174726011075e-09
1843,3.00002891760544e-06,7.578143668141024e-11,0.0,2.825164626050837e-10,0.0,0.0,7.497222335014645e-09
1844,3.108649480054737e-06,7.578143668141024e-11,0.0,3.4929931962730214e-10,6.678285702221842e-11,0.0,7.369319694155203e-09
1845,3.1938974253924764e-06,7.578143668141024e-11,0.0,3.4929931962730214e-10,6.678285702221842e-11,0.0,6.424279711377981e-09
1846,3.265228997406666e-06,0.0,2.608819985435876e-10,2.735178829458919e-10,6.678285702221842e-11,0.0,6.893238995482014e-09
1847,3.362868873019969e-06,0.0,4.426984017464568e-10,1.9793191688829585e-10,6.678285702221842e-11,0.0,6.8197034051666245e-09
1848,3.488562664902669e-06,0.0,4.426984017464568e-10,1.9793191688829585e-10,6.678285702221842e-11,0.0,6.362785790311623e-09
1849,4.03993768876327e-06,5.3739536630205616e-11,4.426984017464568e-10,1.9793191688829585e-10,1.2052239365242404e-10,0.0,7.231034818541307e-09
1850,4.394869003070718e-06,5.3739536630205616e-11,4.426984017464568e-10,6.678285702221842e-11,1.2052239365242404e-10,0.0,7.768443412357686e-09
1851,4.471718187102981e-06,5.3739536630205616e-11,4.426984017464568e-10,3.714287607639985e-10,5.3739536630205616e-11,0.0,8.406335564156312e-09
1852,4.5775377982084005e-06,5.3739536630205616e-11,4.426984017464568e-10,3.714287607639985e-10,5.3739536630205616e-11,0.0,8.380071113224728e-09
1853,4.753821810611823e-06,5.3739536630205616e-11,2.783350851385892e-10,3.714287607639985e-10,1.0199887759806562e-10,0.0,8.40087275934463e-09
1854,4.9073524418677806e-06,5.3739536630205616e-11,1.975224031954984e-10,3.714287607639985e-10,1.0199887759806562e-10,0.0,8.754337318553747e-09
1855,5.133237339448117e-06,5.3739536630205616e-11,1.975224031954984e-10,4.764322587241005e-10,1.0199887759806562e-10,0.0,9.789070823781491e-09
1856,4.995320978196105e-06,0.0,1.975224031954984e-10,4.764322587241005e-10,4.825934096786e-11,0.0,9.212478208857938e-09
1857,4.9719401431502774e-06,0.0,2.937908567217968e-10,4.764322587241005e-10,4.825934096786e-11,0.0,8.908754559452551e-09
1858,5.17421429841696e-06,0.0,3.513943699510033e-10,1.0500349796010206e-10,1.6346636742627296e-10,0.0,7.872692751677488e-09
1859,5.237137884250842e-06,0.0,3.513943699510033e-10,1.0500349796010206e-10,1.6346636742627296e-10,0.0,7.46947773474663e-09
1860,5.195603729849349e-06,0.0,2.548756880152833e-10,1.0500349796010206e-10,1.1520702645841295e-10,0.0,7.942704208626798e-09
1861,5.433613750938093e-06,0.0,1.538719667555049e-10,1.6149017837260463e-10,1.1520702645841295e-10,0.0,7.809891336815359e-09
1862,5.336069729569967e-06,0.0,1.538719667555049e-10,1.1220495167916868e-10,1.1520702645841295e-10,0.0,6.726653741953978e-09
1863,5.14754739404972e-06,0.0,1.538719667555049e-10,5.895837548334068e-10,1.1520702645841295e-10,0.0,6.251911528159277e-09
1864,4.822738057035687e-06,0.0,7.16935213577027e-10,5.895837548334068e-10,1.1520702645841295e-10,0.0,4.700186081610777e-09
1865,4.642762697975351e-06,0.0,6.593317003478205e-10,5.895837548334068e-10,0.0,0.0,5.933343816266756e-09
1866,4.716060759944542e-06,0.0,6.593317003478205e-10,5.895837548334068e-10,0.0,0.0,6.734687347480823e-09
1867,4.785964782578438e-06,0.0,7.457566151915427e-10,5.895837548334068e-10,0.0,0.0,6.343466831180779e-09
1868,4.5323038518420485e-06,4.4811698003093574e-11,1.1042501992162913e-09,5.330970744209042e-10,0.0,0.0,5.885908649361227e-09
1869,4.3798032882997565e-06,4.4811698003093574e-11,1.1834219715289862e-09,4.773788031542381e-10,0.0,0.0,6.145387341862017e-09
1870,4.466414728605221e-06,4.4811698003093574e-11,1.2256584318898994e-09,0.0,0.0,0.0,5.899421617883149e-09
1871,4.693163841043965e-06,4.4811698003093574e-11,7.286309809474898e-10,0.0,0.0,0.0,5.746559831162504e-09
1872,4.9307712807993605e-06,8.576340827991049e-11,8.924378220547575e-10,4.0951710276816906e-11,0.0,0.0,4.642549741465782e-09
1873,5.120689820614643e-06,8.576340827991049e-11,8.924378220547575e-10,4.0951710276816906e-11,0.0,3.900875257732496e-11,4.1216905761436755e-09
1874,5.2032579073316554e-06,8.576340827991049e-11,8.060129072110353e-10,2.396552876783785e-10,0.0,3.900875257732496e-11,4.164534336429224e-09
1875,5.3344265974634e-06,4.0951710276816906e-11,4.4751932318628663e-10,2.396552876783785e-10,0.0,3.900875257732496e-11,3.933624220004666e-09
1876,5.430045153583965e-06,4.0951710276816906e-11,4.0667953528559867e-10,2.779872720903853e-10,0.0,3.900875257732496e-11,4.183139549037865e-09
1877,5.4262412569577075e-06,4.0951710276816906e-11,5.392014414327764e-10,2.779872720903853e-10,0.0,3.900875257732496e-11,4.320001689706032e-09
1878,5.288620546447678e-06,7.723706991440743e-11,3.768971920273653e-10,2.779872720903853e-10,0.0,3.900875257732496e-11,4.680524317330586e-09
1879,5.242199157302301e-06,7.119917354105252e-11,2.1309035092009765e-10,2.3703556181356843e-10,0.0,3.900875257732496e-11,4.53220404063513e-09
1880,4.955437166894886e-06,7.119917354105252e-11,2.459770343759311e-10,2.3703556181356843e-10,0.0,0.0,5.426973505505219e-09
1881,5.006637366022915e-06,7.119917354105252e-11,2.459770343759311e-10,1.0146317516327282e-10,0.0,3.156559537563299e-11,5.127898772272488e-09
1882,5.0868643484136555e-06,1.0360875252984109e-10,2.459770343759311e-10,1.0146317516327282e-10,0.0,3.156559537563299e-11,6.015426125470315e-09
1883,5.1231325284918834e-06,1.357313805001275e-10,2.0764504996392422e-10,9.525381872155236e-11,0.0,6.368822334591937e-11,6.103678705317504e-09
1884,5.16902290265924e-06,1.357313805001275e-10,3.2886683455833425e-11,9.525381872155236e-11,0.0,6.368822334591937e-11,7.466639053075954e-09
1885,5.289259921223025e-06,9.944602086253695e-11,1.4897979477052862e-10,9.525381872155236e-11,0.0,9.271150117459318e-11,7.49553707990458e-09
1886,5.295114858329596e-06,6.453220695907496e-11,1.7656841068612395e-10,1.5043105055274301e-10,2.7588615915595328e-11,9.271150117459318e-11,7.828789109051319e-09
1887,5.3684418942014285e-06,6.453220695907496e-11,1.4368172723029053e-10,2.3333295811373793e-10,2.7588615915595328e-11,9.271150117459318e-11,6.680495965939924e-09
1888,5.265524578135228e-06,6.453220695907496e-11,1.4368172723029053e-10,1.7020176736247195e-10,2.7588615915595328e-11,6.11459057989602e-11,6.364092649694239e-09
1889,5.195424689320914e-06,5.829352278663436e-11,3.530488857610743e-10,1.7020176736247195e-10,1.322721951809872e-10,6.11459057989602e-11,5.79425590047882e-09
1890,5.196218418339933e-06,2.6170894816347966e-11,3.783445759067813e-10,1.8867051968359964e-10,1.322721951809872e-10,2.90232778286738e-11,5.469796266715272e-09
1891,5.228508533556513e-06,2.6170894816347966e-11,3.783445759067813e-10,2.654856770930739e-10,1.322721951809872e-10,2.90232778286738e-11,4.2901556910176655e-09
1892,5.358414000511402e-06,2.6170894816347966e-11,3.7460937328339025e-10,2.654856770930739e-10,1.322721951809872e-10,0.0,3.962510541910547e-09
1893,5.518364949758896e-06,2.6170894816347966e-11,3.4702075736779495e-10,2.3337011886440505e-10,1.0468357926539186e-10,0.0,3.913995064560741e-09
1894,5.5761637928039165e-06,2.6170894816347966e-11,3.6911253022329863e-10,1.725599841589138e-10,1.0468357926539186e-10,2.2091772855503677e-11,4.156773560280515e-09
1895,6.170958710884276e-06,2.6170894816347966e-11,3.6911253022329863e-10,2.360736070913408e-10,1.0468357926539186e-10,2.2091772855503677e-11,4.30801394557534e-09
1896,6.3439195920571886e-06,0.0,2.1788664919927418e-10,2.360736070913408e-10,0.0,2.2091772855503677e-11,4.188612060370847e-09
1897,6.489252038071365e-06,0.0,8.613541625988676e-10,2.4121249244034107e-10,1.857675521347143e-11,2.2091772855503677e-11,3.897320307747318e-09
1898,6.524176114908187e-06,0.0,8.974304989615791e-10,1.643973350308668e-10,1.857675521347143e-11,2.2091772855503677e-11,3.78610964801851e-09
1899,6.5281155262450085e-06,0.0,7.850725902702749e-10,2.0082514817776342e-10,1.857675521347143e-11,2.2091772855503677e-11,3.778069444594832e-09
1900,6.619900757089324e-06,1.8070604536544822e-11,8.031431948068197e-10,1.9583407911178645e-10,1.857675521347143e-11,2.2091772855503677e-11,4.2477289939414826e-09
1901,6.559920296110379e-06,1.8070604536544822e-11,7.981881088620873e-10,1.9087899316705403e-10,1.3853356160632912e-10,0.0,4.0503499919099434e-09
1902,6.0236699417665866e-06,1.8070604536544822e-11,8.154063991477096e-10,1.6180195080587164e-10,1.3853356160632912e-10,0.0,3.899872202950405e-09
1903,5.831347152707167e-06,3.400974938180415e-11,7.572651216409503e-10,1.7774109565113098e-10,1.3853356160632912e-10,0.0,4.089153682329538e-09
1904,5.684212283085799e-06,3.400974938180415e-11,8.850191809564985e-11,1.2201083001071667e-10,1.1995680639285767e-10,0.0,4.4709133855442525e-09
1905,5.666604010912124e-06,3.400974938180415e-11,5.24255817329384e-11,1.2201083001071667e-10,1.1995680639285767e-10,0.0,5.730188482441381e-09
1906,5.507369353706183e-06,3.400974938180415e-11,3.006653596728169e-10,8.558301686382005e-11,1.1995680639285767e-10,0.0,6.785192344490756e-09
1907,5.337124158748858e-06,1.5939144845259332e-11,2.8259475513627205e-10,6.751241232727523e-11,1.1995680639285767e-10,0.0,5.851846721479806e-09
1908,5.82564202237076e-06,1.5939144845259332e-11,2.9290697645123487e-10,1.6017135831944022e-10,0.0,0.0,6.161062295260779e-09
1909,6.550609279137072e-06,1.5939144845259332e-11,2.7568868616561256e-10,1.3951578682019113e-10,0.0,1.3781009071995547e-11,6.20947119120022e-09
1910,7.349787405733618e-06,0.0,3.032364656993128e-10,1.235766419749318e-10,1.3773889766850139e-11,1.3781009071995547e-11,5.862721800095219e-09
1911,8.30827405349867e-06,0.0,3.172143976064896e-10,1.235766419749318e-10,2.77518216740269e-11,1.3781009071995547e-11,5.50062763591898e-09
1912,9.444090015417064e-06,0.0,3.3162850541065426e-10,1.235766419749318e-10,5.6580037282356295e-11,2.8195116876160243e-11,3.9415411569519526e-09
1913,1.0682223156826304e-05,0.0,8.33887274707758e-11,1.235766419749318e-10,1.8526130926962584e-10,2.8195116876160243e-11,2.839363347614413e-09
1914,1.1691030652270587e-05,0.0,9.800521703708296e-11,1.3819313154123895e-10,1.8526130926962584e-10,2.8195116876160243e-11,3.160454533000591e-09
1915,1.2409381270117592e-05,0.0,7.055630881134891e-11,4.433622120230447e-11,1.8526130926962584e-10,2.8195116876160243e-11,2.633619068857586e-09
1916,1.292073920922121e-05,0.0,7.055630881134891e-11,3.055521213030892e-11,1.8526130926962584e-10,1.4414107804164696e-11,2.5375487742808544e-09
1917,1.3606342690763995e-05,0.0,4.3008529277648626e-11,4.4520946453273173e-11,1.714874195027757e-10,1.4414107804164696e-11,2.348743041328102e-09
1918,1.4072300343416697e-05,0.0,2.9030597370471867e-11,4.4520946453273173e-11,1.5750948759559894e-10,1.4414107804164696e-11,2.2433564847038465e-09
1919,1.4067571100895293e-05,1.420574669801817e-11,8.564522008258635e-11,1.2975542465884108e-10,1.2868127198726953e-10,0.0,2.2243584117477765e-09
1920,1.3898565807072113e-05,3.740740158107516e-11,8.564522008258635e-11,1.2975542465884108e-10,0.0,0.0,2.502258812851567e-09
1921,1.3900844481083499e-05,3.740740158107516e-11,7.102873051627917e-11,1.4325054337183118e-10,0.0,0.0,2.2009580507338048e-09
1922,1.3408074015127827e-05,3.740740158107516e-11,7.102873051627917e-11,1.2731182080782943e-10,2.4151296042416804e-11,0.0,2.862714858815301e-09
1923,1.2784369833493006e-05,3.740740158107516e-11,1.4468906231864968e-10,1.2731182080782943e-10,2.4151296042416804e-11,0.0,2.7280014279286645e-09
1924,1.2028416287129013e-05,3.740740158107516e-11,1.4468906231864968e-10,1.6218914703333302e-10,2.4151296042416804e-11,2.4421530274233915e-11,2.581250197713254e-09
1925,1.1279401665628289e-05,6.041257672689021e-11,1.4468906231864968e-10,1.6218914703333302e-10,2.4151296042416804e-11,2.4421530274233915e-11,2.512202604673267e-09
1926,1.0633395894339109e-05,6.912979315971362e-11,9.658329493321207e-11,7.69546688277651e-11,2.4151296042416804e-11,2.4421530274233915e-11,2.566443597323038e-09
1927,1.0229365735930124e-05,4.592813827665663e-11,1.1932167357350413e-10,1.2243142610834923e-10,2.4151296042416804e-11,4.7159908914525974e-11,2.3033497331681474e-09
1928,1.0267986908729654e-05,4.592813827665663e-11,1.4213116001598232e-10,1.1712930427153013e-10,2.4151296042416804e-11,9.277888179948235e-11,2.489027618933294e-09
1929,1.0177454896620475e-05,7.121393554219781e-11,1.4213116001598232e-10,1.1712930427153013e-10,0.0,9.277888179948235e-11,1.769026766343781e-09
1930,1.0013639959132498e-05,7.121393554219781e-11,6.847082821361182e-11,1.4435669723081698e-10,0.0,9.277888179948235e-11,2.0082374969326064e-09
1931,9.865435068994494e-06,7.121393554219781e-11,6.847082821361182e-11,9.551363668234915e-11,2.6233009812034627e-11,6.835735152524843e-11,1.9404073427407654e-09
1932,9.787117180946683e-06,4.820876039638275e-11,9.211407430471346e-11,1.191568827734508e-10,9.95606099547202e-10,6.835735152524843e-11,2.086733309956758e-09
1933,1.0075608380637796e-05,4.8452955933190165e-11,1.1552542850916986e-10,1.4232404144109978e-10,9.95606099547202e-10,6.835735152524843e-11,1.9516374865397826e-09
1934,9.778095188396816e-06,4.8452955933190165e-11,9.278704986887781e-11,9.684728416051565e-11,9.95606099547202e-10,4.5618972884956375e-11,1.9919746804423053e-09
1935,8.843149251853382e-06,7.067528903384864e-11,9.21998965270581e-11,7.403779771803748e-11,9.95606099547202e-10,2.222233310065848e-11,1.8258495984976468e-09
1936,8.656934239427625e-06,4.538949176830747e-11,9.21998965270581e-11,7.403779771803748e-11,1.0165435318906395e-09,2.222233310065848e-11,2.0178304741388533e-09
1937,9.144791874859948e-06,6.783190874072785e-11,9.21998965270581e-11,6.925282173117101e-11,1.0165435318906395e-09,4.466475007307886e-11,1.8515012063196374e-09
1938,9.358051231954181e-06,6.783190874072785e-11,9.21998965270581e-11,9.10050725254154e-11,9.903105220786047e-10,6.641700086732324e-11,1.925067930460703e-09
1939,9.774238216258319e-06,6.783190874072785e-11,6.855665043595645e-11,1.6693792776705559e-10,2.093743234343748e-11,6.641700086732324e-11,1.8417519572925097e-09
1940,9.572740574575228e-06,4.466475007307886e-11,4.801559546788578e-11,1.437707690994066e-10,2.093743234343748e-11,6.641700086732324e-11,1.8422197259734423e-09
1941,9.582461968550757e-06,7.224332045284245e-11,7.559416584764937e-11,1.713493394791702e-10,2.093743234343748e-11,6.641700086732324e-11,1.829008642952244e-09
1942,9.76019029102255e-06,5.0020987352183965e-11,5.3371832746990884e-11,2.2116543120707733e-10,2.093743234343748e-11,4.419466776666476e-11,1.9332756189578096e-09
1943,9.745326549039288e-06,7.147431257958914e-11,5.3371832746990884e-11,2.640720816618877e-10,0.0,4.419466776666476e-11,1.9190447802281643e-09
1944,9.27874212460925e-06,4.903189560716876e-11,5.3371832746990884e-11,2.4162966468946733e-10,1.8971322528799864e-11,2.175225079424438e-11,1.9722482536010943e-09
1945,9.29056243746475e-06,4.903189560716876e-11,1.2844951491342016e-10,2.1987741389522293e-10,1.8971322528799864e-11,0.0,1.988907276968226e-09
1946,9.430802752571513e-06,9.867620807759079e-11,1.449976190702275e-10,1.3684941671928844e-10,1.8971322528799864e-11,0.0,2.0461788136876588e-09
1947,9.240016359919017e-06,9.867620807759079e-11,1.688752828053554e-10,1.3684941671928844e-10,1.8971322528799864e-11,1.6556976028298768e-11,2.0955080527938564e-09
1948,9.577015329601376e-06,8.819763768525795e-11,1.7549671240045329e-10,1.6057084630181707e-10,3.6071322516230604e-11,1.6556976028298768e-11,2.0580294928557966e-09
1949,9.759547538124025e-06,1.0520380003661448e-10,2.0950903710316637e-10,1.1075475457390991e-10,3.6071322516230604e-11,1.6556976028298768e-11,1.998421618663672e-09
1950,9.991994245085931e-06,1.0067045015065596e-10,2.4334898778605966e-10,8.476807946054623e-11,3.6071322516230604e-11,3.3476951369745425e-11,2.227127656898428e-09
1951,9.985777848799313e-06,1.172195485518327e-10,2.9299628199831926e-10,8.476807946054623e-11,1.709999998743074e-11,3.3476951369745425e-11,2.2355971359847413e-09
1952,9.575215179730939e-06,1.172195485518327e-10,2.336025490109631e-10,8.476807946054623e-11,1.709999998743074e-11,3.3476951369745425e-11,2.3176155439230683e-09
1953,9.01541430461553e-06,6.757523608141064e-11,2.1705444485415574e-10,6.821997530373888e-11,1.709999998743074e-11,3.3476951369745425e-11,2.2559470957972394e-09
1954,9.057079036470636e-06,6.757523608141064e-11,1.9641543054703193e-10,8.273593120135457e-11,1.709999998743074e-11,1.6919975341446657e-11,2.322861442876396e-09
1955,8.873061493172177e-06,7.946374015148955e-11,3.2165219594957964e-10,3.1435931239062345e-11,0.0,3.141422737020148e-11,2.366994774786032e-09
1956,8.77150068845367e-06,7.59255832808289e-11,2.8763987124686656e-10,7.183994867242051e-11,0.0,3.141422737020148e-11,2.5088661782999922e-09
1957,9.314316750013469e-06,7.174933365692939e-11,2.665436462815204e-10,9.315114949234474e-11,0.0,2.7237977746301975e-11,2.332603776800113e-09
1958,9.720138093273687e-06,5.5200235255752665e-11,2.406999678937284e-10,1.5266019004478437e-10,0.0,2.7237977746301975e-11,2.29916699964353e-09
1959,1.0210854400481497e-05,6.649417425405194e-11,2.588978367008237e-10,1.6395412904308364e-10,0.0,2.7237977746301975e-11,2.5451571326686106e-09
1960,1.0169409116705147e-05,6.649417425405194e-11,3.118371404352084e-10,2.1689343277746838e-10,0.0,2.7237977746301975e-11,2.950191614812882e-09
1961,1.0200888417395098e-05,7.774974315160371e-11,3.9536091563295376e-10,2.361441845637786e-10,2.2511137795103562e-11,4.974911554140553e-11,2.9394757421791998e-09
1962,1.02589230144596e-05,1.0997177573341637e-10,2.3592415025554455e-10,2.7695120898999347e-10,2.2511137795103562e-11,3.525486351265071e-11,3.702546142696812e-09
1963,1.030791242685934e-05,9.65037702527205e-11,2.458280067602863e-10,2.761626175756022e-10,4.231885080458702e-11,3.525486351265071e-11,3.86580136156413e-09
1964,9.657600458012894e-06,9.275335460008044e-11,3.2301738169180997e-10,2.828979917387667e-10,8.728540112912242e-11,3.150444786001064e-11,4.065069804580292e-09
1965,9.46947966440348e-06,1.2801368100477462e-10,2.992137658673423e-10,2.762794407933684e-10,9.610048273029598e-11,3.150444786001064e-11,5.010451133356599e-09
1966,9.18411647684739e-06,1.1671974200647536e-10,2.91711162170305e-10,3.089508569610798e-10,1.1368662558971669e-10,5.788366214914171e-11,5.7181685418429746e-09
1967,9.379212315252516e-06,1.1671974200647536e-10,2.5646121635089104e-10,3.090796269716074e-10,1.4022066246217284e-10,6.67283411066271e-11,5.544563379850891e-09
1968,9.67263752370075e-06,1.2317725609342237e-10,1.4390552935791438e-10,3.2845216625863674e-10,1.177095246670693e-10,4.421720331152354e-11,6.26968128208156e-09
1969,1.1112916061912464e-05,7.09436051571366e-11,1.708361854757534e-10,3.5048334076240705e-10,1.177095246670693e-10,5.3194089014560066e-11,5.966012382531614e-09
1970,1.135701677412726e-05,7.971311408569041e-11,1.960103646852269e-10,3.547154593862091e-10,1.0667132058613963e-10,7.950261580022148e-11,6.4592001588640156e-09
1971,1.1771504432545044e-05,7.967070455742028e-11,2.134880744408818e-10,3.90307016865218e-10,1.0645927195351845e-10,7.946020627195135e-11,6.286630866674565e-09
1972,1.1822358439011233e-05,6.180126846785531e-11,2.134880744408818e-10,3.5480741757330595e-10,1.0633963550990951e-10,8.815565142951596e-11,5.443694828244361e-09
1973,1.2206282787831566e-05,6.180126846785531e-11,2.201252473949771e-10,3.6862074107421195e-10,9.70075894612954e-11,7.003053395119148e-11,4.610478443467514e-09
1974,1.2557778843204557e-05,7.809627448697652e-11,2.0243588948000634e-10,4.051751989475605e-10,7.047355258883923e-11,6.11858549937061e-11,4.501594938080952e-09
1975,1.3592550723322866e-05,6.849269167703248e-11,2.0243588948000634e-10,4.3313095570469377e-10,7.047355258883923e-11,6.929535516826085e-11,3.917270476248648e-09
1976,1.281448554176937e-05,7.558866826113636e-11,2.0765095793644813e-10,4.2654777329279424e-10,1.2672856910692484e-10,6.835490060879451e-11,3.664377277802698e-09
1977,1.333869178259712e-05,1.1497762464340866e-10,1.805993331073706e-10,4.067794613054383e-10,1.2598547106350873e-10,5.0072784708270794e-11,3.0745955939944938e-09
1978,1.3715815709604482e-05,1.3050650936914058e-10,7.318852270264488e-11,4.323004275980884e-10,8.12309693715945e-11,6.560166943400273e-11,3.336714174803238e-09
1979,1.4459538371219033e-05,1.2937102084054075e-10,8.944392448917426e-11,7.806560814449526e-10,8.066322510729457e-11,6.50339251697028e-11,3.294342513068419e-09
1980,1.4612615034690992e-05,1.4504467567487212e-10,5.642753724594789e-11,7.620615388725938e-10,7.240912829648799e-11,8.812713802755897e-11,3.471486114443272e-09
1981,1.4850757777042287e-05,1.2874966965575092e-10,7.931693397316459e-11,6.724390072543329e-10,8.00389268751367e-11,8.812713802755897e-11,3.6557471018637345e-09
1982,1.440228061255766e-05,2.0957810586181529e-10,5.314181158614214e-10,6.506359637567119e-10,1.0227341097029147e-10,1.0225212194815901e-10,3.6145648061948675e-09
1983,1.459389607459473e-05,2.0831025495818674e-10,5.58492436821188e-10,6.980160239493977e-10,5.342090014396181e-11,1.0902070218810067e-10,3.3652509667803088e-09
1984,1.4832463550971755e-05,1.6750238299564505e-10,5.578166192843348e-10,7.327415380802599e-10,6.009567595539294e-11,1.156954779995318e-10,3.191039591296122e-09
1985,1.4994577343583973e-05,1.647248230675556e-10,5.722847691767643e-10,6.48364689318345e-10,6.732975090160766e-11,1.4185421785630125e-10,2.9398228296173556e-09
1986,1.5349866771430243e-05,1.7610364158989914e-10,5.698464775446713e-10,3.2406947561966094e-10,7.992771523999766e-11,1.9590351067545952e-10,3.183248299874565e-09
1987,1.6097529753876317e-05,1.6711745429958443e-10,5.698464775446713e-10,3.2501014379793247e-10,1.066775854160643e-10,1.712436685508134e-10,3.23654243088762e-09
1988,1.6707931016363936e-05,1.8098027392197758e-10,5.677513102510443e-10,4.567069321932087e-10,1.406362457045951e-10,1.9896930779559974e-10,3.320050393337429e-09
1989,1.7201024352938737e-05,1.053463610987761e-10,1.3560616320327868e-10,5.969753243327349e-10,1.3170578516685794e-10,1.9003884725786258e-10,3.7342296873735646e-09
1990,1.772862274914847e-05,9.719881199513455e-11,1.0967342708604174e-10,5.865447235052303e-10,1.3096074175497233e-10,1.952062227139617e-10,4.9145480700880336e-09
1991,1.825770959840156e-05,1.0955602347936403e-10,1.4830771234113678e-10,5.802941242606861e-10,1.1625955505840352e-10,2.0678210978825843e-10,5.543665907278442e-09
1992,1.9076609532930888e-05,9.421614431086895e-11,1.974630260890921e-10,5.90403630746599e-10,1.1538782627797315e-10,1.943176596812852e-10,5.9891083838335496e-09
1993,1.9580336291775374e-05,1.0523008010600497e-10,2.802663101597602e-10,7.35751717487584e-10,1.0754487974765477e-10,1.7078882207287117e-10,5.884048772029717e-09
1994,2.0168017207262373e-05,9.854261256198832e-11,2.932725699194323e-10,7.541550836201846e-10,9.380126933126017e-11,2.2262952493428452e-10,6.264149294515115e-09
1995,2.0969938434843372e-05,9.745405573794282e-11,4.0022096648677826e-10,7.757494527701628e-10,6.498707326242835e-11,2.460009368828889e-10,6.791094575575585e-09
1996,2.2261189120139795e-05,1.0305615091458061e-10,4.117751268929913e-10,6.644176518490395e-10,8.949528717312155e-11,2.957173038188797e-10,6.6769756390527846e-09
1997,2.333552064166205e-05,1.1365626098999319e-10,4.014979152715854e-10,6.172333715565819e-10,2.251539614472886e-09,3.102600616898345e-10,5.774917274540112e-09
1998,2.4801111846630063e-05,9.972624363212873e-11,3.670686116175048e-10,6.975683364274232e-10,2.2919841272910676e-09,2.8976077539361837e-10,5.793041633696459e-09
1999,2.6050767181524342e-05,1.0421038585633241e-10,3.2513812475709614e-10,7.145658033534476e-10,2.3452774662789467e-09,2.78702922347694e-10,5.797571216754298e-09
2000,2.7159268678847832e-05,8.113951722811739e-11,2.4409501800778545e-10,6.056528294757462e-10,2.34277960622523e-09,2.6601691335836897e-10,6.090835772251271e-09
2001,2.859147649100383e-05,1.064931669633332e-10,3.0207897988576704e-10,6.029026880912827e-10,2.350056266650239e-09,2.2777166313761984e-10,5.707209308322295e-09
