ngram,Key,Keyj,Keyd,Kesy,Keyz,Kefy,Kely
1568,4.819141655129247e-06,0.0,0.0,0.0,0.0,0.0,0.0
1569,4.819141655129247e-06,0.0,0.0,0.0,0.0,0.0,0.0
1570,4.819141655129247e-06,0.0,0.0,0.0,0.0,0.0,0.0
1571,4.819141655129247e-06,0.0,0.0,0.0,0.0,0.0,0.0
1572,4.847262581668994e-06,0.0,0.0,0.0,0.0,0.0,0.0
1573,1.0399215690475622e-06,0.0,0.0,0.0,0.0,0.0,0.0
1574,2.1293446609758704e-06,0.0,0.0,0.0,0.0,0.0,0.0
1575,2.1293446609758704e-06,0.0,0.0,0.0,0.0,0.0,0.0
1576,2.1293446609758704e-06,0.0,0.0,0.0,0.0,0.0,0.0
1577,2.1293446609758704e-06,0.0,0.0,0.0,0.0,0.0,0.0
1578,2.3702577729116977e-06,0.0,0.0,0.0,0.0,0.0,0.0
1579,1.3303362038641353e-06,0.0,0.0,0.0,0.0,0.0,0.0
1580,1.3303362038641353e-06,0.0,0.0,0.0,0.0,0.0,0.0
1581,2.40913111935827e-07,0.0,0.0,0.0,0.0,0.0,0.0
1582,2.40913111935827e-07,0.0,0.0,0.0,0.0,0.0,0.0
1583,4.812244144756863e-07,0.0,0.0,0.0,0.0,0.0,0.0
1584,4.812244144756863e-07,0.0,0.0,0.0,0.0,0.0,0.0
1585,2.403113025398592e-07,0.0,0.0,0.0,0.0,0.0,0.0
1586,2.403113025398592e-07,0.0,0.0,0.0,0.0,0.0,0.0
1587,2.403113025398592e-07,0.0,0.0,0.0,0.0,0.0,0.0
1588,2.403113025398592e-07,0.0,0.0,0.0,0.0,0.0,0.0
1589,9.872171956106155e-07,0.0,0.0,0.0,0.0,0.0,0.0
1590,7.469058930707564e-07,0.0,0.0,0.0,0.0,0.0,0.0
1591,1.2799728210666217e-06,0.0,0.0,0.0,0.0,0.0,0.0
1592,1.8769446147156747e-06,0.0,0.0,0.0,0.0,0.0,0.0
1593,2.100221341346956e-06,0.0,0.0,0.0,0.0,0.0,0.0
1594,5.452852942003769e-06,0.0,0.0,0.0,0.0,0.0,0.0
1595,5.903650032580897e-06,0.0,0.0,0.0,0.0,0.0,0.0
1596,5.787998816231266e-06,0.0,0.0,0.0,0.0,0.0,0.0
1597,5.787998816231266e-06,0.0,0.0,0.0,0.0,0.0,0.0
1598,5.564569294490086e-06,0.0,0.0,0.0,0.0,0.0,0.0
1599,4.967597500841034e-06,0.0,0.0,0.0,0.0,0.0,0.0
1600,5.170345113063897e-06,0.0,0.0,0.0,0.0,0.0,0.0
1601,2.013037374126725e-06,0.0,0.0,0.0,0.0,0.0,0.0
1602,1.6666410017153664e-06,0.0,0.0,0.0,0.0,0.0,0.0
1603,1.0353863249942411e-06,0.0,0.0,0.0,0.0,0.0,0.0
1604,1.0353863249942411e-06,0.0,0.0,0.0,0.0,0.0,0.0
1605,1.0630595852489932e-06,0.0,0.0,0.0,0.0,0.0,0.0
1606,2.104101002130067e-06,0.0,0.0,0.0,0.0,0.0,0.0
1607,3.1710708136805418e-06,0.0,0.0,0.0,0.0,0.0,0.0
1608,2.9757469519609003e-06,0.0,0.0,0.0,0.0,0.0,0.0
1609,2.871346233795131e-06,0.0,0.0,0.0,0.0,0.0,0.0
1610,3.3811392898184877e-06,0.0,0.0,0.0,0.0,0.0,0.0
1611,3.4835515683490873e-06,0.0,0.0,0.0,0.0,0.0,0.0
1612,3.41524163007177e-06,0.0,0.0,0.0,0.0,0.0,0.0
1613,2.8536316400667213e-06,0.0,0.0,0.0,0.0,0.0,0.0
1614,1.690247237157954e-06,0.0,0.0,0.0,0.0,0.0,0.0
1615,3.594963532447894e-06,0.0,0.0,0.0,0.0,0.0,0.0
1616,4.315812597204578e-06,0.0,0.0,0.0,0.0,0.0,0.0
1617,3.8060195411812207e-06,0.0,0.0,0.0,0.0,0.0,0.0
1618,3.900561539791982e-06,0.0,0.0,0.0,0.0,0.0,0.0
1619,4.644371318006181e-06,0.0,0.0,0.0,0.0,0.0,0.0
1620,4.467156632667216e-06,0.0,0.0,0.0,0.0,0.0,0.0
1621,5.208054890967365e-06,0.0,0.0,0.0,0.0,0.0,0.0
1622,3.584732228643718e-06,0.0,0.0,0.0,0.0,0.0,0.0
1623,2.8638831638870343e-06,0.0,0.0,0.0,0.0,0.0,0.0
1624,3.162547549046784e-06,0.0,0.0,0.0,0.0,0.0,0.0
1625,2.9655932719054235e-06,0.0,0.0,0.0,0.0,0.0,0.0
1626,2.6416482147137036e-06,0.0,0.0,0.0,0.0,0.0,0.0
1627,2.9785168343161265e-06,0.0,0.0,0.0,0.0,0.0,0.0
1628,2.039032080704471e-06,0.0,0.0,0.0,0.0,0.0,0.0
1629,1.9226971354718055e-06,0.0,0.0,0.0,0.0,0.0,0.0
1630,2.1814441229902774e-06,0.0,0.0,0.0,0.0,0.0,0.0
1631,3.4698194083050893e-06,0.0,0.0,0.0,0.0,0.0,0.0
1632,5.027463690307091e-06,0.0,0.0,0.0,0.0,0.0,0.0
1633,4.749876617487254e-06,0.0,0.0,0.0,0.0,0.0,0.0
1634,4.974718389608565e-06,0.0,0.0,0.0,0.0,0.0,0.0
1635,5.090654277799851e-06,0.0,0.0,0.0,0.0,0.0,0.0
1636,5.533506461168665e-06,0.0,0.0,0.0,0.0,0.0,0.0
1637,5.7137202377686795e-06,0.0,0.0,0.0,0.0,0.0,0.0
1638,4.665360864107372e-06,0.0,0.0,0.0,0.0,0.0,0.0
1639,3.730678421171823e-06,0.0,0.0,0.0,0.0,0.0,0.0
1640,4.141864483894356e-06,0.0,0.0,0.0,0.0,0.0,0.0
1641,4.830711678291014e-06,0.0,0.0,0.0,0.0,0.0,0.0
1642,5.015551875788203e-06,0.0,0.0,0.0,0.0,0.0,0.0
1643,4.9495757009156345e-06,0.0,0.0,0.0,0.0,0.0,0.0
1644,4.8772608027190604e-06,0.0,0.0,0.0,0.0,0.0,0.0
1645,4.927982445224188e-06,0.0,0.0,0.0,0.0,0.0,0.0
1646,4.506497426908547e-06,0.0,0.0,0.0,0.0,0.0,0.0
1647,5.036625192847818e-06,0.0,0.0,0.0,0.0,0.0,0.0
1648,4.2174386375596185e-06,0.0,0.0,0.0,0.0,0.0,0.0
1649,5.115511417638377e-06,0.0,0.0,0.0,0.0,0.0,0.0
1650,6.022941241618744e-06,0.0,0.0,0.0,0.0,0.0,0.0
1651,7.032297974417036e-06,0.0,0.0,0.0,0.0,0.0,0.0
1652,7.277966980317225e-06,0.0,0.0,0.0,0.0,0.0,0.0
1653,7.302617502448681e-06,0.0,0.0,0.0,0.0,0.0,0.0
1654,7.111554493479032e-06,0.0,0.0,0.0,0.0,0.0,0.0
1655,6.958997151481786e-06,0.0,0.0,0.0,0.0,0.0,0.0
1656,8.755330912078665e-06,0.0,0.0,0.0,0.0,0.0,0.0
1657,8.36253483222598e-06,0.0,0.0,0.0,0.0,0.0,0.0
1658,8.434154421723048e-06,0.0,0.0,0.0,0.0,0.0,0.0
1659,8.499764654905967e-06,0.0,0.0,0.0,0.0,0.0,0.0
1660,8.67451132892581e-06,0.0,0.0,0.0,0.0,0.0,0.0
1661,8.319207024344775e-06,0.0,0.0,0.0,0.0,0.0,0.0
1662,8.834372757909087e-06,0.0,0.0,0.0,0.0,0.0,0.0
1663,7.15345634359567e-06,0.0,0.0,0.0,0.0,0.0,0.0
1664,1.0066489007190934e-05,0.0,0.0,0.0,0.0,0.0,0.0
1665,9.677065593548053e-06,0.0,0.0,0.0,0.0,0.0,0.0
1666,9.575352383503091e-06,0.0,0.0,0.0,0.0,0.0,0.0
1667,9.823524708606004e-06,0.0,0.0,0.0,0.0,0.0,0.0
1668,9.892364167691475e-06,0.0,0.0,0.0,0.0,0.0,0.0
1669,9.904469412244257e-06,0.0,0.0,0.0,0.0,0.0,0.0
1670,9.85055001884965e-06,0.0,0.0,0.0,0.0,0.0,0.0
1671,7.875568761457024e-06,0.0,0.0,0.0,0.0,0.0,0.0
1672,7.825994673891859e-06,0.0,0.0,0.0,0.0,0.0,0.0
1673,8.140455845153025e-06,0.0,0.0,0.0,0.0,0.0,0.0
1674,8.532386280941345e-06,0.0,0.0,0.0,0.0,0.0,0.0
1675,9.133017361559073e-06,0.0,0.0,0.0,0.0,3.431849953423287e-08,0.0
1676,9.141325205876325e-06,0.0,0.0,0.0,0.0,3.431849953423287e-08,0.0
1677,9.160575440806237e-06,0.0,0.0,0.0,0.0,3.431849953423287e-08,0.0
1678,8.181802708609861e-06,0.0,0.0,0.0,0.0,3.431849953423287e-08,0.0
1679,8.603627650570291e-06,0.0,0.0,0.0,0.0,3.431849953423287e-08,0.0
1680,8.449600760026702e-06,0.0,0.0,0.0,0.0,3.431849953423287e-08,0.0
1681,9.01968496691552e-06,0.0,0.0,0.0,0.0,3.431849953423287e-08,0.0
1682,8.632685291688955e-06,0.0,0.0,0.0,0.0,0.0,0.0
1683,8.531168532499578e-06,0.0,0.0,0.0,0.0,0.0,0.0
1684,8.844621463919924e-06,0.0,0.0,0.0,0.0,0.0,0.0
1685,1.0031210097492607e-05,0.0,0.0,0.0,0.0,0.0,0.0
1686,9.650670303277106e-06,0.0,2.762920660513503e-08,0.0,0.0,0.0,0.0
1687,9.968470814263647e-06,0.0,2.762920660513503e-08,0.0,0.0,0.0,0.0
1688,9.289241396410424e-06,0.0,2.762920660513503e-08,0.0,0.0,0.0,4.659157834144675e-08
1689,1.044209875544766e-05,0.0,2.762920660513503e-08,0.0,0.0,0.0,4.659157834144675e-08
1690,1.2064833234554889e-05,0.0,2.762920660513503e-08,0.0,2.0770290884034433e-08,0.0,4.659157834144675e-08
1691,1.1784257107397675e-05,0.0,2.762920660513503e-08,0.0,2.0770290884034433e-08,0.0,4.659157834144675e-08
1692,1.0859895805229566e-05,0.0,2.762920660513503e-08,0.0,2.0770290884034433e-08,0.0,4.659157834144675e-08
1693,1.0625117023924499e-05,0.0,0.0,0.0,2.0770290884034433e-08,0.0,4.659157834144675e-08
1694,1.08598183682521e-05,0.0,0.0,0.0,2.0770290884034433e-08,0.0,4.659157834144675e-08
1695,1.096694261702526e-05,0.0,0.0,0.0,2.0770290884034433e-08,0.0,0.0
1696,1.0961313884243801e-05,0.0,0.0,0.0,2.0770290884034433e-08,0.0,0.0
1697,9.807596078254782e-06,0.0,0.0,0.0,0.0,0.0,0.0
1698,9.390854756929912e-06,1.0371270572509924e-08,0.0,0.0,0.0,0.0,0.0
1699,9.485082046012394e-06,1.0371270572509924e-08,0.0,0.0,0.0,0.0,0.0
1700,1.0554639694808949e-05,1.0371270572509924e-08,0.0,0.0,0.0,0.0,0.0
1701,1.0338081340575758e-05,1.0371270572509924e-08,0.0,0.0,0.0,0.0,0.0
1702,1.0713374324820637e-05,1.0371270572509924e-08,0.0,0.0,0.0,0.0,0.0
1703,9.58157092359865e-06,1.0371270572509924e-08,0.0,0.0,0.0,0.0,1.104120985116554e-08
1704,9.717212183854177e-06,1.0371270572509924e-08,0.0,0.0,0.0,0.0,1.104120985116554e-08
1705,9.95423345427428e-06,0.0,0.0,0.0,0.0,0.0,1.104120985116554e-08
1706,1.0398294502270541e-05,0.0,0.0,0.0,0.0,0.0,1.104120985116554e-08
1707,9.911137957325472e-06,0.0,0.0,0.0,0.0,0.0,1.104120985116554e-08
1708,9.898692561754225e-06,0.0,0.0,0.0,0.0,0.0,2.0687077194127468e-08
1709,9.831245604021075e-06,0.0,0.0,0.0,0.0,0.0,2.0687077194127468e-08
1710,9.966606350125013e-06,0.0,0.0,0.0,0.0,0.0,9.645867342961928e-09
1711,9.752243646029715e-06,0.0,0.0,0.0,0.0,0.0,9.645867342961928e-09
1712,1.0259204048322448e-05,0.0,0.0,0.0,0.0,0.0,9.645867342961928e-09
1713,9.589550895075913e-06,0.0,0.0,0.0,0.0,0.0,9.645867342961928e-09
1714,9.350183583072586e-06,0.0,0.0,0.0,0.0,0.0,1.9217477894731668e-08
1715,9.595800942666496e-06,0.0,0.0,0.0,0.0,0.0,9.571610551769742e-09
1716,9.949151067952958e-06,0.0,0.0,0.0,0.0,0.0,9.571610551769742e-09
1717,1.0558889438730798e-05,0.0,0.0,0.0,0.0,0.0,1.7213016028400878e-08
1718,1.0810237654368393e-05,0.0,0.0,0.0,0.0,0.0,1.7213016028400878e-08
1719,1.051451129439686e-05,0.0,0.0,0.0,0.0,0.0,1.7213016028400878e-08
1720,1.1479044587758835e-05,0.0,0.0,0.0,0.0,9.061128228690255e-09,4.439639969941059e-08
1721,1.1801329492300283e-05,0.0,0.0,0.0,0.0,9.061128228690255e-09,2.1878600873849662e-07
1722,1.1779691184139146e-05,0.0,0.0,0.0,0.0,9.061128228690255e-09,2.1878600873849662e-07
1723,1.1388676544551604e-05,0.0,0.0,0.0,0.0,9.061128228690255e-09,2.2496118491842155e-07
1724,1.0719511270248664e-05,0.0,0.0,0.0,0.0,9.061128228690255e-09,2.1731977944179042e-07
1725,1.0636307316807298e-05,0.0,0.0,0.0,0.0,9.061128228690255e-09,2.2467273248188186e-07
1726,1.0649583210969077e-05,0.0,0.0,0.0,0.0,9.061128228690255e-09,2.2467273248188186e-07
1727,9.886355266124675e-06,0.0,0.0,0.0,0.0,0.0,1.9748934881087215e-07
1728,1.0032275115788383e-05,0.0,0.0,0.0,0.0,0.0,1.3528129220016386e-08
1729,9.901742617200529e-06,0.0,0.0,0.0,0.0,0.0,1.3528129220016386e-08
1730,1.0106504305440467e-05,0.0,0.0,0.0,0.0,0.0,7.352953040091441e-09
1731,1.0110795171515616e-05,6.966739566191141e-09,0.0,0.0,0.0,0.0,7.352953040091441e-09
1732,9.95794809049195e-06,6.966739566191141e-09,0.0,0.0,0.0,0.0,0.0
1733,1.0471720478173146e-05,6.966739566191141e-09,0.0,0.0,0.0,0.0,0.0
1734,1.0398653232966484e-05,6.966739566191141e-09,0.0,0.0,0.0,0.0,0.0
1735,1.0033334157404689e-05,6.966739566191141e-09,0.0,0.0,0.0,0.0,6.466926042289092e-09
1736,9.693304361592578e-06,6.966739566191141e-09,0.0,0.0,0.0,0.0,6.466926042289092e-09
1737,9.674477041698992e-06,6.966739566191141e-09,0.0,0.0,0.0,0.0,6.466926042289092e-09
1738,9.808167305891402e-06,0.0,0.0,0.0,0.0,0.0,6.466926042289092e-09
1739,9.56676688344617e-06,0.0,0.0,0.0,0.0,0.0,6.466926042289092e-09
1740,8.942366808436678e-06,0.0,2.2461835312372258e-08,0.0,0.0,0.0,6.466926042289092e-09
1741,9.277525090770464e-06,0.0,2.2461835312372258e-08,0.0,0.0,0.0,6.466926042289092e-09
1742,8.94119356027139e-06,0.0,2.2461835312372258e-08,0.0,0.0,0.0,0.0
1743,9.185851792738373e-06,0.0,2.2461835312372258e-08,0.0,0.0,0.0,0.0
1744,9.07463878060558e-06,0.0,2.2461835312372258e-08,0.0,0.0,0.0,0.0
1745,8.741208668132977e-06,0.0,2.2461835312372258e-08,0.0,0.0,0.0,0.0
1746,8.771572668462926e-06,0.0,2.2461835312372258e-08,0.0,0.0,0.0,0.0
1747,8.541839244052036e-06,0.0,0.0,0.0,0.0,0.0,0.0
1748,7.990895158270308e-06,0.0,0.0,0.0,0.0,0.0,0.0
1749,8.656821202228976e-06,0.0,0.0,0.0,0.0,0.0,0.0
1750,8.203827422091439e-06,0.0,0.0,0.0,0.0,0.0,0.0
1751,7.583764402495165e-06,0.0,0.0,0.0,0.0,0.0,0.0
1752,7.4334568255705695e-06,0.0,0.0,0.0,0.0,0.0,0.0
1753,6.706626176570093e-06,0.0,0.0,0.0,0.0,0.0,0.0
1754,6.2365194090879025e-06,0.0,0.0,0.0,0.0,0.0,0.0
1755,6.183070809129276e-06,0.0,0.0,0.0,0.0,0.0,0.0
1756,5.387719056670903e-06,0.0,0.0,0.0,0.0,0.0,3.035470541590257e-09
1757,5.153536514106756e-06,0.0,0.0,0.0,0.0,0.0,3.035470541590257e-09
1758,4.862093744252759e-06,0.0,0.0,0.0,0.0,0.0,3.035470541590257e-09
1759,4.629627028407413e-06,0.0,0.0,0.0,0.0,0.0,3.035470541590257e-09
1760,4.657791643174798e-06,0.0,0.0,0.0,0.0,0.0,3.763324179268628e-08
1761,4.437941145494863e-06,0.0,0.0,0.0,0.0,0.0,5.4286646035604594e-08
1762,3.987522274785858e-06,0.0,0.0,0.0,0.0,0.0,5.4286646035604594e-08
1763,4.401504319113363e-06,0.0,0.0,0.0,0.0,0.0,5.125117549401434e-08
1764,4.406380055245661e-06,0.0,0.0,0.0,0.0,0.0,5.125117549401434e-08
1765,4.234662810631562e-06,0.0,0.0,0.0,0.0,0.0,5.125117549401434e-08
1766,4.122582757710396e-06,0.0,0.0,0.0,0.0,0.0,5.125117549401434e-08
1767,4.191667260654088e-06,0.0,0.0,0.0,0.0,0.0,1.6653404242918313e-08
1768,3.999237687172094e-06,0.0,0.0,0.0,0.0,0.0,0.0
1769,4.080611477417863e-06,0.0,0.0,0.0,0.0,0.0,3.046259625502249e-09
1770,3.1625112342226203e-06,0.0,0.0,0.0,0.0,0.0,3.046259625502249e-09
1771,2.97979420338379e-06,0.0,0.0,0.0,0.0,0.0,3.046259625502249e-09
1772,2.9190420036684372e-06,0.0,0.0,0.0,0.0,2.6360818290121254e-09,3.046259625502249e-09
1773,2.9716854084784117e-06,0.0,0.0,0.0,0.0,2.6360818290121254e-09,3.046259625502249e-09
1774,2.6855893955663694e-06,0.0,0.0,0.0,0.0,2.6360818290121254e-09,4.313320494426469e-08
1775,2.6655889249533563e-06,0.0,0.0,0.0,0.0,2.6360818290121254e-09,4.313320494426469e-08
1776,2.6120801034526915e-06,0.0,0.0,0.0,0.0,2.6360818290121254e-09,4.0086945318762446e-08
1777,2.703169603332104e-06,0.0,0.0,0.0,0.0,2.6360818290121254e-09,4.0086945318762446e-08
1778,2.5430770977306693e-06,0.0,0.0,0.0,0.0,2.6360818290121254e-09,4.0086945318762446e-08
1779,2.830900890720451e-06,0.0,0.0,0.0,0.0,0.0,4.0086945318762446e-08
1780,2.678463277204303e-06,0.0,0.0,0.0,0.0,0.0,4.9483506562150326e-08
1781,2.897046848764668e-06,0.0,1.9125168750276445e-09,0.0,1.9125168750276445e-09,0.0,9.396561243387883e-09
1782,3.270892615806328e-06,0.0,1.9125168750276445e-09,0.0,1.9125168750276445e-09,0.0,9.396561243387883e-09
1783,2.9552088725332785e-06,0.0,1.9125168750276445e-09,0.0,1.9125168750276445e-09,0.0,9.396561243387883e-09
1784,2.8342664109004545e-06,0.0,1.9125168750276445e-09,0.0,1.9125168750276445e-09,0.0,1.106103335908009e-08
1785,2.8227376723017576e-06,0.0,1.9125168750276445e-09,0.0,1.9125168750276445e-09,0.0,1.106103335908009e-08
1786,2.6394357064418728e-06,0.0,1.9125168750276445e-09,0.0,1.9125168750276445e-09,0.0,1.106103335908009e-08
1787,2.5678964123341885e-06,0.0,1.9125168750276445e-09,0.0,1.9125168750276445e-09,0.0,4.2427553533944516e-09
1788,2.285295067849802e-06,0.0,0.0,2.6131041457639573e-09,0.0,0.0,1.0775515717804346e-08
1789,1.8636861471220203e-06,0.0,0.0,2.6131041457639573e-09,0.0,0.0,2.473613352244846e-08
1790,1.770776504729708e-06,0.0,0.0,2.6131041457639573e-09,0.0,0.0,3.4679769024746424e-08
1791,1.7407651934523268e-06,0.0,0.0,2.6131041457639573e-09,0.0,0.0,5.907848762579501e-08
1792,1.7173458997733957e-06,0.0,0.0,2.6131041457639573e-09,0.0,1.0882620519022827e-09,6.99611083985831e-08
1793,1.955679668494018e-06,0.0,0.0,2.6131041457639573e-09,0.0,2.0742841729973603e-09,7.982132922888598e-08
1794,1.8697923158989788e-06,0.0,0.0,2.6131041457639573e-09,0.0,2.0742841729973603e-09,7.82410315583856e-08
1795,1.996928566378691e-06,0.0,0.0,0.0,0.0,2.0742841729973603e-09,7.26215433185676e-08
1796,2.2210850504831925e-06,0.0,0.0,0.0,0.0,2.0742841729973603e-09,6.624621841565061e-08
1797,2.32204389963694e-06,0.0,0.0,0.0,0.0,2.0742841729973603e-09,5.913720129464244e-08
1798,2.3615444076442927e-06,0.0,0.0,0.0,0.0,2.652940851126979e-09,3.307401057790165e-08
1799,2.389946595420562e-06,0.0,0.0,0.0,0.0,1.5646787992246963e-09,2.6396777081621233e-08
1800,2.2575678550700625e-06,0.0,0.0,0.0,0.0,5.786566781296187e-10,1.735988406993881e-08
1801,2.3347523178277437e-06,0.0,0.0,0.0,0.0,5.786566781296187e-10,2.6113047977917503e-08
1802,2.2685278509015916e-06,0.0,0.0,0.0,0.0,5.786566781296187e-10,2.519977585332559e-08
1803,2.1554759054457203e-06,0.0,0.0,3.5099995925642295e-10,0.0,5.786566781296187e-10,1.7965482910854902e-08
1804,2.2893650891221895e-06,0.0,0.0,3.5099995925642295e-10,0.0,5.786566781296187e-10,1.5435942080088694e-08
1805,2.4374135624124653e-06,0.0,0.0,3.5099995925642295e-10,0.0,2.5967750172384285e-10,1.7253684608015922e-08
1806,2.6989891921402887e-06,0.0,0.0,6.095500612194168e-10,0.0,2.5967750172384285e-10,1.4341047873043879e-08
1807,2.5469783590129476e-06,0.0,0.0,6.095500612194168e-10,0.0,2.5967750172384285e-10,1.770214454386933e-08
1808,2.6500902744633744e-06,0.0,0.0,6.095500612194168e-10,0.0,2.5967750172384285e-10,1.1716806096779514e-08
1809,2.7257790082200828e-06,0.0,0.0,7.904748760318675e-10,1.809248148124506e-10,2.5967750172384285e-10,1.2440505356029315e-08
1810,2.6891031796237385e-06,2.17937652052009e-10,0.0,4.3947491677544445e-10,1.809248148124506e-10,2.5967750172384285e-10,1.2089505396772893e-08
1811,2.608295387420055e-06,2.17937652052009e-10,4.687678816545876e-10,4.3947491677544445e-10,1.809248148124506e-10,2.5967750172384285e-10,1.3190731491213065e-08
1812,2.6100395384024263e-06,2.17937652052009e-10,6.1977663636168606e-09,4.3947491677544445e-10,1.809248148124506e-10,0.0,2.474065174951079e-08
1813,2.4824478259688476e-06,2.17937652052009e-10,9.883375134173938e-09,1.809248148124506e-10,1.809248148124506e-10,0.0,2.6163612800088132e-08
1814,2.714434101237982e-06,2.17937652052009e-10,9.883375134173938e-09,1.809248148124506e-10,1.809248148124506e-10,0.0,2.3859811586796857e-08
1815,2.880836063923198e-06,2.17937652052009e-10,9.883375134173938e-09,1.809248148124506e-10,1.809248148124506e-10,0.0,2.0866563397804938e-08
1816,2.9906650524935685e-06,2.17937652052009e-10,9.883375134173938e-09,0.0,0.0,0.0,2.204459129525763e-08
1817,3.014035493314233e-06,0.0,9.883375134173938e-09,1.884823218136132e-09,0.0,0.0,2.7013670919221307e-08
