ngram,Advertising,Adertising
1900,4.512518509207959e-06,3.2723154344945927e-10
1901,4.820988254193383e-06,3.1236628363272093e-10
1902,5.007724147227626e-06,3.984577350608325e-10
1903,5.279183954241619e-06,4.2345346277069696e-10
1904,5.6278466087990505e-06,3.4866208333182517e-10
1905,6.0452252910181414e-06,3.639089456362678e-10
1906,6.362906333379215e-06,4.826309937017952e-10
1907,6.848201467489291e-06,6.144825551168687e-10
1908,7.290465483882664e-06,6.728681292700323e-10
1909,8.022094334592111e-06,6.832437423371601e-10
1910,8.892264239485875e-06,6.47034942489823e-10
1911,9.644165467242211e-06,6.478822171212301e-10
1912,1.05439404641012e-05,6.470494626209522e-10
1913,1.1375668821399034e-05,6.062829534049716e-10
1914,1.2305789433802211e-05,1.4537362196967836e-09
1915,1.3225017158090071e-05,1.4873890938349454e-09
1916,1.4194729893850827e-05,1.601648100852631e-09
1917,1.5157199153951037e-05,1.7137576704961965e-09
1918,1.62769282334401e-05,1.6882156496169009e-09
1919,1.6900421802087555e-05,1.8584762459131606e-09
1920,1.7213418946734498e-05,1.813697858565888e-09
1921,1.701526473750294e-05,1.0311742888140835e-09
1922,1.6806491657916922e-05,1.0084822659501518e-09
1923,1.6640057505615653e-05,1.1906113079567555e-09
1924,1.6323471754731145e-05,1.2951692575567465e-09
1925,1.5854930227630704e-05,1.3239137008902446e-09
1926,1.5543835226188613e-05,1.2080078841998037e-09
1927,1.5518406793749557e-05,1.2748331834622206e-09
1928,1.5620959987115513e-05,1.1464803868171153e-09
1929,1.55481228440684e-05,1.0510096999054903e-09
1930,1.515163603471592e-05,7.670641582231091e-10
1931,1.4620164100571336e-05,5.228488594458522e-10
1932,1.4069754018107363e-05,5.023959660986423e-10
1933,1.3798010253854695e-05,5.957971972923661e-10
1934,1.3331777414090798e-05,7.289814228452127e-10
1935,1.3323778927899963e-05,7.272199588546715e-10
1936,1.4463023684844042e-05,7.856838909628802e-10
1937,1.5788402379257604e-05,7.441015740080762e-10
1938,1.6867113897335783e-05,8.746150787735424e-10
1939,1.6845203130547555e-05,9.04512219092522e-10
1940,1.7674957754414728e-05,7.939286252232693e-10
1941,1.7987771311059726e-05,5.794712765183618e-10
1942,1.8101442557443598e-05,7.369766899919686e-10
1943,1.7095162547775544e-05,8.892135401022167e-10
1944,1.5620665180904325e-05,1.0305708310541307e-09
1945,1.4650869681125706e-05,9.751350084550937e-10
1946,1.4620160982303787e-05,9.499535087125516e-10
1947,1.371920682556395e-05,1.047379770215327e-09
1948,1.369469308493925e-05,1.2487226253021788e-09
1949,1.3510685676010326e-05,1.1776056717062643e-09
1950,1.3337245036382228e-05,1.060058921594934e-09
1951,1.340841611506351e-05,1.03341445718235e-09
1952,1.3208981986930926e-05,1.0053886215618694e-09
1953,1.3304667325948166e-05,1.0786815964257202e-09
1954,1.321776016993681e-05,1.0893443210971805e-09
1955,1.2981535292055923e-05,9.487983414808404e-10
1956,1.2882564728248066e-05,9.034869281292807e-10
1957,1.2755152056342922e-05,7.85047098756613e-10
1958,1.263459879347855e-05,7.220250984398189e-10
1959,1.2462139368705851e-05,7.879126398943218e-10
1960,1.2194209635448974e-05,7.000339276506753e-10
1961,1.2034776773361955e-05,7.091919511965322e-10
1962,1.1763061333372857e-05,6.544484716058158e-10
1963,1.1376073026830064e-05,6.45742990825125e-10
1964,1.1053361309417856e-05,7.356760914741959e-10
1965,1.0612030954299761e-05,6.431032551728372e-10
1966,1.0461390567278223e-05,6.093015080572378e-10
1967,1.0157371954327183e-05,5.865113731985869e-10
1968,9.768663143664266e-06,4.6196054719655725e-10
1969,9.63772098267717e-06,4.81541978910752e-10
1970,9.570021315344743e-06,4.877375229885215e-10
1971,9.487460504585346e-06,4.42558924031365e-10
1972,9.553153566750033e-06,5.030681308034904e-10
1973,9.495591387219196e-06,4.6520097298140076e-10
1974,9.651003113374048e-06,4.6032074184156254e-10
1975,9.866562062857806e-06,4.565855352530893e-10
1976,1.002222948695167e-05,4.2401215475226396e-10
1977,1.0211163238896656e-05,3.669365129204445e-10
1978,1.0473457483125717e-05,3.95621368998178e-10
1979,1.0934524263055729e-05,3.6556082367538474e-10
1980,1.1008222307801979e-05,3.713113070981576e-10
1981,1.1605510345751619e-05,3.5242777743757104e-10
1982,1.1835224280990328e-05,3.489377517088396e-10
1983,1.2050171140539792e-05,3.3032918662317153e-10
1984,1.2157125898478885e-05,3.556766528126484e-10
1985,1.2290580733471351e-05,3.1840767126098003e-10
1986,1.2406777906497674e-05,3.4441642593474597e-10
1987,1.269625811671306e-05,3.4420773176169206e-10
1988,1.2433851874707866e-05,4.1696129683886443e-10
1989,1.253079283612481e-05,4.464239394819103e-10
1990,1.2598182755547377e-05,4.833885355485076e-10
1991,1.3070077459685439e-05,4.624367515899357e-10
1992,1.2998491131708891e-05,4.835274918552862e-10
1993,1.275837569534945e-05,4.6503842443534893e-10
1994,1.2865650595423566e-05,4.767543225282975e-10
1995,1.3115884290268046e-05,4.297230785496201e-10
1996,1.3499110926724306e-05,4.13619273752021e-10
1997,1.3390443850117403e-05,3.988173759493309e-10
1998,1.3281546931206581e-05,3.7515216528521174e-10
1999,1.3467856790936952e-05,3.6670024754809864e-10
2000,1.352288459851739e-05,3.23056371336656e-10
2001,1.3153237887308933e-05,2.7466966102356645e-10
2002,1.2373344101693614e-05,2.3227256328623673e-10
2003,1.1728724010546493e-05,1.9733066074025174e-10
2004,1.1319980200953847e-05,1.506044857276948e-10
2005,1.0478627051010595e-05,1.266841423430698e-10
2006,9.374367047192728e-06,9.846123222301273e-11
2007,8.251901817857288e-06,7.76915149277738e-11
2008,7.380157382743034e-06,6.755005483543336e-11
2009,6.702378673903045e-06,5.437319790841626e-11
2010,5.717903799709997e-06,3.8898786473641673e-11
2011,4.969742609059072e-06,3.385224045526769e-11
2012,4.301350924963897e-06,4.4903219535509715e-11
2013,4.061942913072666e-06,2.4316930909350022e-11
2014,3.8085251422411863e-06,3.4708431069706085e-11
2015,3.5526580372139245e-06,3.4708431069706085e-11
2016,3.3624686303872816e-06,3.2669558526686264e-11
2017,3.2631132095654416e-06,3.811448494780064e-11
2018,3.150501652271487e-06,4.573738193736077e-11
2019,2.981458237627521e-06,2.9137475418550274e-11
