ngram,honey,hoey,hony
1622,7.1538851378656024e-06,0.0,6.979421349179964e-06
1623,5.6211766345118775e-06,0.0,6.797400666463156e-06
1624,4.905719492853677e-06,0.0,6.828604455222376e-06
1625,4.019425221356089e-06,0.0,6.969911412722597e-06
1626,1.5527719077519059e-06,0.0,7.091551554237542e-06
1627,2.7058231190884337e-06,0.0,5.556087314419399e-06
1628,3.2299161278258126e-06,0.0,4.397745702330472e-06
1629,4.645095957909819e-06,0.0,4.929464596768542e-06
1630,5.92816375696462e-06,0.0,5.339375223099653e-06
1631,6.402311425647765e-06,0.0,5.010181926731353e-06
1632,6.677189828354001e-06,0.0,4.7292918290103055e-06
1633,1.0330730089793048e-05,0.0,5.366790576642545e-06
1634,8.820081721491338e-06,0.0,5.381149191764832e-06
1635,9.119185879821348e-06,0.0,5.057032499930106e-06
1636,1.136796726898735e-05,0.0,6.138000929110733e-06
1637,1.2156609354211209e-05,0.0,6.945104977213694e-06
1638,1.2677825111495622e-05,0.0,6.84965042247703e-06
1639,1.403822156070029e-05,0.0,6.611374536597785e-06
1640,1.1261942339453007e-05,0.0,5.823056328933619e-06
1641,1.1433160612536345e-05,0.0,5.68771620887024e-06
1642,1.2229210921889586e-05,0.0,5.568907681663404e-06
1643,8.856191081057269e-06,0.0,4.106464919979251e-06
1644,6.698389938719629e-06,0.0,2.62560625482625e-06
1645,6.437797294113677e-06,0.0,2.3507283068673653e-06
1646,5.306214510320777e-06,0.0,2.0392473873341388e-06
1647,4.17780094202109e-06,0.0,2.251050968230369e-06
1648,4.860128001382691e-06,0.0,2.3053615742745544e-06
1649,4.570752642913638e-06,0.0,2.000295710656376e-06
1650,9.34811883520784e-06,0.0,1.902526751759329e-06
1651,1.0282797981225095e-05,0.0,2.3585437247675145e-06
1652,1.0178094547492428e-05,0.0,3.386847181120954e-06
1653,1.1408045419817167e-05,0.0,3.537598737628806e-06
1654,1.4062294212635607e-05,0.0,3.183303728552086e-06
1655,1.5053622129406513e-05,0.0,2.9449697324577883e-06
1656,1.4176823307414971e-05,0.0,2.755593746834555e-06
1657,1.1902024003315351e-05,0.0,2.853530539986033e-06
1658,1.266056908986814e-05,0.0,2.229760444346799e-06
1659,1.3618197499454254e-05,0.0,1.5839990023128588e-06
1660,1.3247526177500341e-05,0.0,1.5935970460694598e-06
1661,1.0922669551811331e-05,0.0,2.2338891929913577e-06
1662,9.683557014536096e-06,0.0,2.0595800508869744e-06
1663,9.23048371857606e-06,0.0,2.0799676982668255e-06
1664,6.956171773708775e-06,0.0,1.9936309578432495e-06
1665,5.388265922842298e-06,0.0,2.1068577780170017e-06
1666,7.406387242424119e-06,0.0,1.6476936285211456e-06
1667,7.601126818761779e-06,0.0,1.9092241245743935e-06
1668,7.98246108908123e-06,0.0,1.1905056648434505e-06
1669,7.788854093502908e-06,0.0,1.2803679396711232e-06
1670,8.60048664565381e-06,0.0,1.4465679620505917e-06
1671,8.675815219508617e-06,0.0,1.327887852247451e-06
1672,9.055990761096058e-06,0.0,1.2550333800780727e-06
1673,5.94415613314985e-06,0.0,1.2341596727440316e-06
1674,4.939463841375462e-06,0.0,1.1050543012710738e-06
1675,4.398149810315642e-06,0.0,1.0518663689903666e-06
1676,4.383357398702563e-06,0.0,1.0478971148586425e-06
1677,4.209862579175803e-06,0.0,9.503469056783485e-07
1678,4.023034989586449e-06,0.0,9.333361390417849e-07
1679,3.726438210703366e-06,0.0,8.318760608614996e-07
1680,3.3727544307891677e-06,0.0,9.139238760066551e-07
1681,3.5357626464766715e-06,0.0,7.777800874464447e-07
1682,3.7026070133703925e-06,0.0,7.837836538523593e-07
1683,3.2349472089013683e-06,0.0,6.978906331564108e-07
1684,2.7429173802115007e-06,0.0,5.63545841357284e-07
1685,2.5275474756978966e-06,0.0,4.443216689813718e-07
1686,2.4116194806213443e-06,0.0,3.9817813046738593e-07
1687,2.4927894141261016e-06,0.0,2.583589235882755e-07
1688,2.4756359542672205e-06,0.0,1.949111439866361e-07
1689,2.3417132816965543e-06,0.0,2.493025894929295e-07
1690,2.2274863259294112e-06,0.0,2.9084317126099837e-07
1691,2.179242634221217e-06,0.0,2.9084317126099837e-07
1692,2.1295792212835555e-06,0.0,3.6530951774693676e-07
1693,2.2922038575805866e-06,0.0,4.907142933266837e-07
1694,2.0921019167222506e-06,0.0,4.738997542322717e-07
1695,1.517282685524281e-06,0.0,3.9622340100972255e-07
1696,1.9413926029951005e-06,0.0,3.64493672577737e-07
1697,2.5697067940200213e-06,0.0,3.5968846694751324e-07
1698,2.6066690972064473e-06,0.0,3.8043100809253314e-07
1699,2.5112825596806942e-06,0.0,2.988283703026744e-07
1700,2.0853636937902465e-06,0.0,2.384128582174786e-07
1701,2.0306659515816657e-06,0.0,2.1402730762279783e-07
1702,2.0384482784915496e-06,0.0,3.063869412147012e-07
1703,1.2591192038209037e-06,0.0,3.3173283700957003e-07
1704,6.98420641193869e-07,0.0,3.729533619077431e-07
