ngram,chest,chet,chst,chestt
1564,2.616603783930519e-06,0.0,0.0,0.0
1565,3.628404426438335e-06,0.0,0.0,0.0
1566,1.909181134708758e-06,0.0,0.0,0.0
1567,1.011800642507816e-06,0.0,0.0,0.0
1568,1.011800642507816e-06,0.0,0.0,0.0
1569,3.2399166229879484e-06,0.0,0.0,0.0
1570,3.2399166229879484e-06,0.0,0.0,0.0
1571,5.691768300104221e-06,0.0,0.0,0.0
1572,5.199928442120186e-06,0.0,0.0,0.0
1573,5.199928442120186e-06,0.0,0.0,0.0
1574,5.199928442120186e-06,5.447115459641541e-07,0.0,0.0
1575,8.971767199130096e-06,5.447115459641541e-07,0.0,0.0
1576,7.1943316665315904e-06,5.447115459641541e-07,4.5068044788162555e-07,0.0
1577,7.1943316665315904e-06,5.447115459641541e-07,4.5068044788162555e-07,0.0
1578,5.224306213286971e-06,5.447115459641541e-07,4.5068044788162555e-07,0.0
1579,5.351100233903188e-06,5.447115459641541e-07,4.5068044788162555e-07,0.0
1580,5.351100233903188e-06,5.447115459641541e-07,4.5068044788162555e-07,0.0
1581,5.351100233903188e-06,0.0,4.5068044788162555e-07,0.0
1582,1.5792614768932772e-06,0.0,4.5068044788162555e-07,0.0
1583,1.6092036340913701e-06,0.0,0.0,0.0
1584,1.6092036340913701e-06,0.0,0.0,0.0
1585,2.070967834047873e-06,0.0,0.0,0.0
1586,2.862000720987063e-06,0.0,0.0,0.0
1587,5.976716823040208e-06,0.0,0.0,0.0
1588,5.976716823040208e-06,0.0,0.0,0.0
1589,7.470528609181721e-06,0.0,0.0,0.0
1590,7.509857303895322e-06,0.0,0.0,0.0
1591,8.042924231891188e-06,0.0,0.0,0.0
1592,7.099333808063031e-06,0.0,0.0,0.0
1593,7.2244831374389055e-06,0.0,0.0,0.0
1594,4.445030201947832e-06,0.0,0.0,0.0
1595,7.149812875338414e-06,0.0,0.0,0.0
1596,5.656001089196902e-06,0.0,0.0,0.0
1597,5.862422345411947e-06,0.0,0.0,0.0
1598,5.550525007233123e-06,0.0,0.0,0.0
1599,7.083369967274068e-06,0.0,0.0,0.0
1600,6.159469454100222e-06,0.0,0.0,0.0
1601,7.386797181295281e-06,0.0,1.953238617196413e-07,0.0
1602,5.0996173805677766e-06,0.0,1.953238617196413e-07,0.0
1603,5.0996173805677766e-06,0.0,1.953238617196413e-07,0.0
1604,6.075948054525984e-06,0.0,1.953238617196413e-07,0.0
1605,7.091584328528759e-06,0.0,1.953238617196413e-07,0.0
1606,7.96114259823558e-06,0.0,2.754039688365343e-07,0.0
1607,7.322106089954364e-06,0.0,2.754039688365343e-07,0.0
1608,6.957580743411589e-06,0.0,8.008010711689297e-08,0.0
1609,7.483347742111489e-06,0.0,8.008010711689297e-08,0.0
1610,8.248037309905548e-06,0.0,8.008010711689297e-08,0.0
1611,6.647746358469574e-06,1.0241227853059951e-07,8.008010711689297e-08,0.0
1612,5.410940494649756e-06,1.0241227853059951e-07,8.008010711689297e-08,0.0
1613,3.328158226979992e-06,1.0241227853059951e-07,0.0,0.0
1614,3.987377721971695e-06,1.0241227853059951e-07,0.0,0.0
1615,2.78931217475734e-06,1.0241227853059951e-07,0.0,0.0
1616,1.8459423033943625e-06,1.0241227853059951e-07,0.0,0.0
1617,1.3283354048456073e-06,1.0241227853059951e-07,0.0,0.0
1618,1.5213545501475373e-06,0.0,0.0,0.0
1619,2.309096040724918e-06,0.0,0.0,0.0
1620,3.0976031634314235e-06,0.0,0.0,0.0
1621,2.616801663992062e-06,0.0,0.0,0.0
1622,2.616801663992062e-06,0.0,0.0,0.0
1623,2.886215855011999e-06,0.0,0.0,0.0
1624,2.7884653783465704e-06,0.0,0.0,0.0
1625,2.9083574060808004e-06,0.0,0.0,0.0
1626,2.3502377319216194e-06,0.0,0.0,0.0
1627,1.242109647137113e-06,0.0,0.0,0.0
1628,1.3257381559534615e-06,0.0,0.0,0.0
1629,1.738384867167042e-06,8.252934386681382e-08,0.0,0.0
1630,1.5552196746934247e-06,8.252934386681382e-08,0.0,0.0
1631,1.632607425757929e-06,8.252934386681382e-08,0.0,0.0
1632,1.5837885111328172e-06,1.741554781022257e-07,0.0,0.0
1633,2.862187516581928e-06,1.741554781022257e-07,0.0,0.0
1634,2.9856056796363972e-06,1.741554781022257e-07,0.0,0.0
1635,3.052838029101882e-06,1.741554781022257e-07,0.0,0.0
1636,2.727035726885723e-06,9.162613423541188e-08,0.0,0.0
1637,3.0065873813457855e-06,1.6478626158849303e-07,0.0,0.0
1638,2.9818725449461325e-06,2.321212986901498e-07,0.0,0.0
1639,2.6932382378877913e-06,1.4049516445473792e-07,0.0,0.0
1640,1.2880254709151423e-06,1.4049516445473792e-07,0.0,0.0
1641,1.1646073078606735e-06,1.4049516445473792e-07,0.0,0.0
1642,1.051228122962909e-06,1.4049516445473792e-07,0.0,0.0
1643,1.1450286072951194e-06,1.4049516445473792e-07,0.0,0.0
1644,1.4208582115315949e-06,6.733503710165678e-08,0.0,0.0
1645,1.26796993527023e-06,0.0,0.0,0.0
1646,1.2908381157623289e-06,0.0,0.0,0.0
1647,1.708257814568372e-06,0.0,0.0,0.0
1648,2.2584486438453107e-06,0.0,0.0,0.0
1649,2.120776749896842e-06,0.0,7.822777498794104e-08,0.0
1650,2.1597325355417396e-06,0.0,7.822777498794104e-08,0.0
1651,1.5181022782988812e-06,0.0,7.822777498794104e-08,0.0
1652,2.025699432449203e-06,0.0,7.822777498794104e-08,0.0
1653,2.527967248105207e-06,0.0,7.822777498794104e-08,0.0
1654,2.256638603219991e-06,0.0,7.822777498794104e-08,0.0
1655,2.0550660581518187e-06,0.0,7.822777498794104e-08,0.0
1656,2.1580676080442833e-06,0.0,0.0,0.0
1657,2.1609023893428718e-06,0.0,0.0,0.0
1658,2.321749288317473e-06,5.361563434494851e-08,0.0,0.0
1659,2.569214936037107e-06,5.361563434494851e-08,0.0,0.0
1660,2.3670827269078084e-06,5.361563434494851e-08,0.0,0.0
1661,2.252554436056796e-06,5.361563434494851e-08,0.0,0.0
1662,2.594133750985098e-06,5.361563434494851e-08,0.0,0.0
1663,3.5954141058677384e-06,5.361563434494851e-08,0.0,0.0
1664,4.591371009610157e-06,9.29186155320037e-08,0.0,0.0
1665,4.562798957457355e-06,3.9302981187055204e-08,0.0,0.0
1666,3.998309702118215e-06,3.9302981187055204e-08,3.9948397605777634e-08,0.0
1667,3.597435685216104e-06,3.9302981187055204e-08,3.9948397605777634e-08,0.0
1668,3.5068180831590974e-06,3.9302981187055204e-08,3.9948397605777634e-08,0.0
1669,3.056253222309481e-06,3.9302981187055204e-08,3.9948397605777634e-08,0.0
1670,1.951041878913072e-06,3.9302981187055204e-08,3.9948397605777634e-08,0.0
1671,8.499800969730131e-07,3.911019267174457e-08,3.9948397605777634e-08,0.0
1672,7.915070584983499e-07,3.911019267174457e-08,3.9948397605777634e-08,0.0
1673,6.013024216956962e-07,3.911019267174457e-08,0.0,0.0
1674,8.290160857476232e-07,3.911019267174457e-08,0.0,0.0
1675,7.852628698401531e-07,3.911019267174457e-08,0.0,0.0
1676,8.892022143364946e-07,3.911019267174457e-08,0.0,0.0
1677,1.0470072676785743e-06,7.269639062152627e-08,0.0,0.0
1678,9.695138284574308e-07,3.35861979497817e-08,0.0,0.0
1679,9.187837893672882e-07,3.35861979497817e-08,0.0,0.0
1680,8.873999775005359e-07,3.35861979497817e-08,0.0,0.0
1681,7.491897032910597e-07,3.35861979497817e-08,0.0,0.0
1682,8.499948640811843e-07,5.374723091985548e-08,0.0,0.0
1683,5.505572378946713e-07,5.374723091985548e-08,0.0,0.0
1684,3.4467542775473703e-07,4.938261253885555e-08,0.0,0.0
1685,3.4524994824940744e-07,4.938261253885555e-08,0.0,0.0
1686,3.221781789924145e-07,4.938261253885555e-08,0.0,0.0
1687,3.4527633983673566e-07,4.938261253885555e-08,0.0,0.0
1688,3.9554768501862523e-07,4.938261253885555e-08,0.0,0.0
1689,3.2631369403394015e-07,6.079274937422139e-08,0.0,0.0
1690,3.652604009727968e-07,6.079274937422139e-08,0.0,0.0
1691,3.3603882140401507e-07,3.157116980543963e-08,0.0,0.0
1692,2.9562715805501026e-07,3.157116980543963e-08,0.0,0.0
1693,6.0913910918511e-07,3.157116980543963e-08,0.0,0.0
1694,1.0068789302002706e-06,3.157116980543963e-08,0.0,0.0
1695,9.291314090173078e-07,6.258477672612831e-08,0.0,0.0
1696,9.447980785028319e-07,6.25054984279164e-08,0.0,0.0
1697,1.3613180109522155e-06,6.25054984279164e-08,0.0,0.0
1698,1.4131743617846432e-06,6.25054984279164e-08,0.0,0.0
1699,1.4915916040081356e-06,6.25054984279164e-08,0.0,0.0
1700,1.3470517339036242e-06,6.25054984279164e-08,0.0,0.0
1701,9.564456198469479e-07,7.217225775743178e-08,0.0,0.0
1702,1.038240327488893e-06,4.11586508367431e-08,0.0,0.0
1703,1.2891151673751925e-06,9.666759329515377e-09,1.104120985116554e-08,0.0
1704,8.847935077938018e-07,1.8328525998510614e-08,1.104120985116554e-08,0.0
1705,9.428308171014319e-07,1.8328525998510614e-08,1.104120985116554e-08,0.0
1706,9.973181655758317e-07,4.047929179153341e-08,1.104120985116554e-08,0.0
1707,1.071395144793184e-06,4.047929179153341e-08,1.104120985116554e-08,0.0
1708,1.1484576215739902e-06,3.081253246201803e-08,1.104120985116554e-08,0.0
1709,1.3413361606191238e-06,3.081253246201803e-08,1.104120985116554e-08,0.0
1710,1.1981586973368913e-06,3.081253246201803e-08,0.0,0.0
1711,1.209494874793953e-06,2.215076579302279e-08,0.0,0.0
1712,1.2516890949752581e-06,3.301418567096854e-08,1.086341987794575e-08,0.0
1713,1.2594186955539044e-06,2.1681435060015375e-08,1.086341987794575e-08,0.0
1714,1.0163696353109636e-06,2.1681435060015375e-08,1.086341987794575e-08,0.0
1715,9.022957152231876e-07,2.1681435060015375e-08,1.086341987794575e-08,0.0
1716,7.781142506197674e-07,2.1681435060015375e-08,1.086341987794575e-08,0.0
1717,7.836485421210324e-07,2.1681435060015375e-08,1.086341987794575e-08,0.0
1718,7.544504896372928e-07,2.1681435060015375e-08,1.086341987794575e-08,0.0
1719,6.550415778048903e-07,1.0818015182069627e-08,0.0,0.0
1720,6.68446571491391e-07,0.0,0.0,0.0
1721,7.910873845519615e-07,0.0,0.0,0.0
1722,1.22796505966757e-06,0.0,0.0,0.0
1723,1.2748034683746873e-06,6.175176179924944e-09,0.0,0.0
1724,1.2904615565340855e-06,1.2046095930275312e-08,3.5225517487041154e-08,0.0
1725,1.5659857573219988e-06,1.9399048970366754e-08,3.5225517487041154e-08,0.0
1726,1.6410567533447257e-06,3.217404501551105e-08,3.5225517487041154e-08,0.0
1727,1.575972873979481e-06,3.217404501551105e-08,3.5225517487041154e-08,0.0
1728,1.4986889799014795e-06,3.217404501551105e-08,3.5225517487041154e-08,0.0
1729,1.139696625581824e-06,3.217404501551105e-08,3.5225517487041154e-08,0.0
1730,1.0276375072797755e-06,2.599886883558611e-08,3.5225517487041154e-08,0.0
1731,9.351107865183752e-07,2.012794908523574e-08,0.0,0.0
1732,7.824417878055101e-07,1.2774996045144299e-08,0.0,0.0
1733,7.530385955435901e-07,7.024769591420668e-09,0.0,0.0
1734,1.0357279661223271e-06,2.2509964432109493e-08,0.0,0.0
1735,1.0938418638163836e-06,2.2509964432109493e-08,0.0,0.0
1736,1.1589792896821954e-06,2.2509964432109493e-08,0.0,0.0
1737,1.1847217089260603e-06,6.403973376986219e-08,0.0,0.0
1738,1.216448976850058e-06,6.953155004144459e-08,0.0,0.0
1739,1.0807945451623319e-06,7.276246652817722e-08,0.0,0.0
1740,1.0797823912460963e-06,7.322497554339082e-08,0.0,0.0
1741,8.507301296439047e-07,5.7739780702701996e-08,0.0,0.0
1742,9.577126028099364e-07,5.7739780702701996e-08,6.377372281057043e-09,0.0
1743,1.207886027389447e-06,5.7739780702701996e-08,6.377372281057043e-09,0.0
1744,1.3651857833402964e-06,2.067407172441043e-08,6.377372281057043e-09,0.0
1745,1.4770743795062508e-06,1.518225545282803e-08,6.377372281057043e-09,0.0
1746,1.8604739823656149e-06,2.1907293249309338e-08,6.377372281057043e-09,0.0
1747,1.9503011929243385e-06,2.273831814899755e-08,6.377372281057043e-09,0.0
1748,2.0734091939240377e-06,2.273831814899755e-08,6.377372281057043e-09,0.0
1749,2.180093848177681e-06,2.273831814899755e-08,0.0,0.0
1750,2.0691624221009467e-06,2.933578104245628e-08,0.0,0.0
1751,2.3991125804708905e-06,2.4871720682995146e-08,0.0,0.0
1752,2.7060026793281267e-06,3.26689009812396e-08,0.0,0.0
1753,2.786066764721389e-06,3.277165155119681e-08,0.0,0.0
1754,3.1219135345444168e-06,2.4453348044874345e-08,0.0,0.0
1755,3.3687030541581668e-06,2.8306655812977103e-08,0.0,0.0
1756,3.822574626610731e-06,3.437759689615762e-08,0.0,0.0
1757,4.287223191568046e-06,3.387038053201e-08,0.0,0.0
1758,4.2360191595694885e-06,4.6300719702685456e-08,0.0,0.0
1759,4.310701439992824e-06,4.5461129210317656e-08,0.0,0.0
1760,4.219083621137543e-06,3.806379135694117e-08,0.0,0.0
1761,4.720259409753323e-06,3.806379135694117e-08,0.0,0.0
1762,5.184229361735301e-06,3.421048358883841e-08,2.6825820295276313e-09,0.0
1763,5.304563631268268e-06,4.23329158394381e-08,2.6825820295276313e-09,0.0
1764,5.389531874503259e-06,3.90533489991185e-08,2.6825820295276313e-09,0.0
1765,5.523192190334417e-06,2.957041824101582e-08,2.6825820295276313e-09,0.0
1766,5.679639830954589e-06,2.6013880573470616e-08,2.6825820295276313e-09,0.0
1767,5.746685506632535e-06,2.629701586645946e-08,2.6825820295276313e-09,0.0
1768,5.500342760050054e-06,2.8979228413764498e-08,5.364794576832667e-09,0.0
1769,5.184921227347721e-06,2.8979228413764498e-08,2.682212547305036e-09,0.0
1770,5.080615047908006e-06,1.4785855079984295e-08,2.682212547305036e-09,0.0
1771,4.9376943869512095e-06,1.460781920822488e-08,2.682212547305036e-09,0.0
1772,4.814426737149395e-06,2.2204738111700602e-08,5.318294376317161e-09,0.0
1773,4.827747261515469e-06,4.7350785895413794e-08,7.91348523218208e-09,0.0
1774,5.0805444646227575e-06,5.776859904723811e-08,7.91348523218208e-09,0.0
1775,5.160643533080085e-06,5.7975075660822636e-08,5.231272684877045e-09,0.0
1776,5.421810783445835e-06,6.611218417162945e-08,5.231272684877045e-09,0.0
1777,5.621074186430113e-06,6.90302344809522e-08,5.231272684877045e-09,0.0
1778,5.81631918196633e-06,7.752216544888921e-08,5.231272684877045e-09,0.0
1779,6.370091991162294e-06,6.697783813284072e-08,5.156876576555598e-09,0.0
1780,6.552333096416467e-06,4.3129018832490015e-08,2.5616857206906776e-09,0.0
1781,7.247626334511941e-06,3.3591737137937475e-08,2.5616857206906776e-09,0.0
1782,8.010443902354122e-06,3.933558190283293e-08,2.5616857206906776e-09,0.0
1783,7.866744778896515e-06,3.772227076735492e-08,2.5616857206906776e-09,0.0
1784,7.782587675007693e-06,3.646869257372438e-08,2.5616857206906776e-09,0.0
1785,7.733337432520265e-06,3.343472990532551e-08,2.5616857206906776e-09,0.0
1786,7.184571196765839e-06,3.6114926541383086e-08,0.0,0.0
1787,7.039799454235306e-06,5.075377007557336e-08,0.0,0.0
1788,6.573339370723781e-06,5.0848392544164e-08,1.3065520728819786e-09,0.0
1789,5.741356030089914e-06,4.5706013069540015e-08,1.3065520728819786e-09,0.0
1790,5.921857986582576e-06,4.691615464378986e-08,1.3065520728819786e-09,0.0
1791,6.184955834344562e-06,5.0681513589064964e-08,1.3065520728819786e-09,0.0
1792,6.556443038009872e-06,4.9120473529943154e-08,1.3065520728819786e-09,1.0882620519022827e-09
1793,7.3607032261082035e-06,5.137038730903701e-08,1.3065520728819786e-09,1.0882620519022827e-09
1794,7.5336802832940264e-06,3.80211763025987e-08,1.3065520728819786e-09,1.0882620519022827e-09
1795,7.4316742159550945e-06,3.9581152577738976e-08,0.0,1.0882620519022827e-09
1796,7.836634722480085e-06,4.462445295822752e-08,0.0,1.0882620519022827e-09
1797,8.553452646862883e-06,3.9158208612174606e-08,0.0,1.0882620519022827e-09
1798,8.749211376977786e-06,4.819479418724118e-08,5.786566781296187e-10,1.0882620519022827e-09
1799,8.966084026594348e-06,4.466906996672801e-08,5.786566781296187e-10,6.00769592803577e-10
1800,8.660357122737747e-06,4.30322708260584e-08,5.786566781296187e-10,6.00769592803577e-10
1801,8.655755209474592e-06,3.936606012595283e-08,2.4360185614723052e-09,1.0651100636392486e-09
1802,9.117111728431024e-06,3.735944201618427e-08,2.870145359474512e-09,1.0651100636392486e-09
1803,9.546049048887134e-06,3.4090986541660384e-08,2.870145359474512e-09,1.0651100636392486e-09
1804,9.248868147031836e-06,3.517914493045282e-08,3.4803004605216917e-09,1.0651100636392486e-09
1805,9.081864780975074e-06,2.5127246061629194e-08,2.901643782392073e-09,1.3247875653630915e-09
1806,9.065115656475037e-06,2.6518750116468126e-08,2.901643782392073e-09,7.240179725595145e-10
1807,9.294293379623144e-06,2.699142090786414e-08,3.3200862376807957e-09,7.240179725595145e-10
1808,9.539428901916835e-06,2.8200166265638212e-08,1.462724354338109e-09,2.5967750172384285e-10
1809,9.392479504250722e-06,2.7621948918619765e-08,1.2095223711483527e-09,2.5967750172384285e-10
1810,9.219310023971567e-06,2.715157774803499e-08,1.2095223711483527e-09,4.776151537758519e-10
1811,9.034616336326248e-06,2.6139564163989755e-08,1.0681351517557606e-09,4.776151537758519e-10
1812,9.317268450104166e-06,2.7454044878741764e-08,1.0681351517557606e-09,2.17937652052009e-10
1813,9.185657160872194e-06,2.519246652557935e-08,1.0681351517557606e-09,2.17937652052009e-10
1814,9.151568260027229e-06,2.309814955176697e-08,8.58650832975221e-10,2.17937652052009e-10
1815,9.45537509064057e-06,2.246481235955246e-08,8.58650832975221e-10,2.17937652052009e-10
1816,9.941242751665413e-06,2.242260612104831e-08,1.6285895965140185e-09,2.17937652052009e-10
1817,1.0212069095619622e-05,2.1226276990051118e-08,2.142632309671504e-09,0.0
1818,1.0735777842845501e-05,2.47905882488908e-08,2.0319341606115213e-09,0.0
1819,1.092697935486545e-05,2.3871107884027813e-08,2.0319341606115213e-09,0.0
1820,1.130274982382876e-05,2.5864448487717643e-08,2.179331096538054e-09,0.0
1821,1.1829909713664424e-05,2.6892422764847523e-08,2.098927214572959e-09,0.0
1822,1.2087124040200642e-05,2.8736530361633024e-08,2.598002820811526e-09,0.0
1823,1.215486437493902e-05,3.051921077761628e-08,1.928064779261567e-09,0.0
1824,1.268694619024505e-05,3.121275225583174e-08,1.5481420827840558e-09,2.682400333599487e-10
1825,1.2861067391765704e-05,2.771032089502309e-08,1.3166891545322657e-09,2.682400333599487e-10
1826,1.3747446246270556e-05,2.5981757190152166e-08,1.4351873974963576e-09,2.682400333599487e-10
1827,1.4276675366480568e-05,2.488719072094422e-08,1.287790461569825e-09,2.682400333599487e-10
1828,1.4720740832022525e-05,2.814533393648487e-08,1.269565516207446e-09,4.888986517213669e-10
1829,1.4493995877273846e-05,2.5231246933036085e-08,9.813127453485647e-10,4.888986517213669e-10
1830,1.4880908695756392e-05,2.2978589190155877e-08,9.86300850515574e-10,4.888986517213669e-10
1831,1.5174461103535058e-05,2.0451747216400562e-08,9.450754940536805e-10,2.206586183614182e-10
1832,1.5750991873833948e-05,2.1111408494383406e-08,1.1590565253603658e-09,3.058080772737932e-10
1833,1.5627231732651126e-05,2.108214986711638e-08,1.123036544711401e-09,4.70764601904047e-10
1834,1.5598343842222156e-05,2.079058855234247e-08,1.8705782557835805e-09,4.70764601904047e-10
1835,1.5945674152005396e-05,1.7765224973637876e-08,1.927815748306979e-09,2.5010598354262877e-10
1836,1.6800782110034822e-05,1.9465969154046954e-08,1.8671152719156633e-09,4.752895220251827e-10
1837,1.6921840922025565e-05,2.0335894999691717e-08,2.6653813600674425e-09,5.527309324523547e-10
1838,1.6674732250976376e-05,2.3913698703787693e-08,2.572486699849362e-09,5.527309324523547e-10
1839,1.6761012115499136e-05,2.7971772961369164e-08,2.5350146109255026e-09,4.675814735399797e-10
1840,1.6705680536688305e-05,2.824585974638337e-08,2.603708280725568e-09,6.049688131401102e-10
1841,1.7028966145257334e-05,2.858388827218862e-08,2.0660994026755475e-09,6.749464241474965e-10
1842,1.724199241185228e-05,3.1368120545494094e-08,2.141794360913504e-09,7.357618641330126e-10
1843,1.7745989940262268e-05,3.0397651887678223e-08,2.4506937114564055e-09,5.105783256504586e-10
1844,1.8043450316846637e-05,2.901503253533682e-08,1.5000796953807643e-09,4.331369152232867e-10
1845,1.9586011798570064e-05,3.041284570213877e-08,2.0339898178432593e-09,5.666144458389105e-10
1846,1.970232941468047e-05,2.994188173590016e-08,2.0569665811923497e-09,5.666144458389105e-10
1847,2.028079896782791e-05,3.0797876376149295e-08,2.330032912643633e-09,2.642705816085262e-10
1848,2.021133514062967e-05,3.138293574218258e-08,2.4482261139015448e-09,3.0366832064793973e-10
1849,2.0051040337421e-05,3.071780074748176e-08,2.849838793521948e-09,3.503319539228349e-10
1850,1.9470666302368045e-05,3.115099835225367e-08,3.15033562728725e-09,3.9780186287887073e-10
1851,1.9299818242351258e-05,3.313465184768509e-08,3.4810558562676467e-09,3.9780186287887073e-10
1852,1.7771188920180846e-05,3.013559256105834e-08,3.4527614418371807e-09,2.64324332263247e-10
1853,1.783079252553372e-05,2.6475180904737628e-08,3.5127336595053293e-09,2.64324332263247e-10
1854,1.723971269841838e-05,2.5222511571395704e-08,3.896525166017081e-09,2.64324332263247e-10
1855,1.725722047142751e-05,2.4078521272079863e-08,3.935911374597367e-09,2.5995248017654914e-10
1856,1.713541470443098e-05,2.3450198481457718e-08,3.5395309540474175e-09,5.500638436802977e-10
1857,1.7448772008979825e-05,2.2866305420572123e-08,3.0688177713297395e-09,5.50728161487411e-10
1858,1.764966691553127e-05,2.2584149661497577e-08,3.410981021443961e-09,5.50728161487411e-10
1859,1.7968480668579495e-05,2.26811450890604e-08,3.5755885553965884e-09,6.116575500060759e-10
1860,1.75842698289281e-05,2.237285506063407e-08,4.043446752025456e-09,6.116575500060759e-10
1861,1.7837131963460706e-05,2.1364294333636735e-08,3.85677049027525e-09,6.116575500060759e-10
1862,1.7831726966375883e-05,2.2521616191032275e-08,4.213595789741882e-09,5.066540520459739e-10
1863,1.7897931944129857e-05,2.0771744070811693e-08,4.394742696740244e-09,1.0906361528181411e-10
1864,1.779844699610424e-05,2.1190739956417863e-08,4.5297934292420905e-09,6.09293885186649e-11
1865,1.770066800028352e-05,2.2616922557006092e-08,4.077156644046096e-09,6.09293885186649e-11
1866,1.733878057815933e-05,2.1300029295900913e-08,3.628131509511182e-09,0.0
1867,1.7564785853859837e-05,2.1425049797788428e-08,3.2495356247100713e-09,4.321245742186111e-11
1868,1.7478299404111957e-05,2.3223873617845518e-08,3.1211107983811613e-09,8.802415542495469e-11
1869,1.721996522974223e-05,2.2792510482158183e-08,2.9113897641914424e-09,1.276100415813021e-10
1870,1.7121752275020947e-05,2.3540342500690973e-08,2.8618769893589454e-09,2.120829623031284e-10
1871,1.7034307217857402e-05,2.2905742826294173e-08,2.7220533446329196e-09,2.120829623031284e-10
1872,1.715698947789081e-05,2.1348086219420892e-08,2.61395119835076e-09,2.530346725799453e-10
1873,1.7447498196686085e-05,2.2142171778633772e-08,2.7438318759921897e-09,2.9204342515727026e-10
1874,1.7350957153082292e-05,2.1598582731842597e-08,2.7453833968087746e-09,2.88571682422705e-10
1875,1.7207093021300223e-05,2.0767493883308167e-08,2.6536050024006386e-09,3.2399004510987236e-10
1876,1.787141887429503e-05,1.982137019597628e-08,3.6339358982268824e-09,2.8440415895352496e-10
1877,1.7799161599084202e-05,1.996528732815607e-08,3.952841213080863e-09,2.348829107403004e-10
1878,1.7808189243494e-05,2.0169013633822682e-08,4.031662353171888e-09,2.348829107403004e-10
1879,1.7606583891652656e-05,1.9242864571619326e-08,4.903194136421771e-09,2.2884501436694548e-10
1880,1.7450213688009952e-05,1.8919808957613375e-08,4.782322141469056e-09,1.898362617896205e-10
1881,1.750903772647559e-05,2.0253066271688373e-08,4.873614321633722e-09,1.8166114247795762e-10
1882,1.7582978086595957e-05,2.0249236700107887e-08,4.86137896604788e-09,1.014310817876967e-10
1883,1.7068087150359395e-05,2.1450684276455182e-08,3.6234125858466572e-09,1.014310817876967e-10
1884,1.694772618066054e-05,2.142487888688395e-08,3.1074445556405247e-09,6.647940927909498e-11
