ngram,door,dor,dorr,door
1818,7.378949833634709e-05,4.219333707819065e-07,1.1159045306844258e-08,7.378949833634709e-05
1819,7.622214720218576e-05,4.412773973529381e-07,1.0867288719700646e-08,7.622214720218576e-05
1820,7.76797449881477e-05,4.189497815332288e-07,8.834329870818384e-09,7.76797449881477e-05
1821,8.014585390420896e-05,4.1175055035377485e-07,7.725032137782608e-09,8.014585390420896e-05
1822,8.284485998696514e-05,4.019776318792927e-07,7.142133582961816e-09,8.284485998696514e-05
1823,8.49413959908166e-05,3.9954849739842757e-07,7.17450939927541e-09,8.49413959908166e-05
1824,8.295548052826365e-05,4.0051019465993575e-07,7.487624139760181e-09,8.295548052826365e-05
1825,8.0373182884484e-05,4.074934655104049e-07,8.31266703090908e-09,8.0373182884484e-05
1826,7.95294503664731e-05,3.7433632574642874e-07,1.4046784085104086e-08,7.95294503664731e-05
1827,7.877184024047372e-05,3.4571985858227503e-07,1.814395586155878e-08,7.877184024047372e-05
1828,7.776069105602801e-05,3.3769500516557726e-07,2.079283894269273e-08,7.776069105602801e-05
1829,7.546318166922512e-05,3.2144882514525565e-07,2.085027033566738e-08,7.546318166922512e-05
1830,7.646852048180466e-05,3.0495057907436216e-07,2.301208087577119e-08,7.646852048180466e-05
1831,7.680967766126352e-05,2.927627207327532e-07,2.3250089980259806e-08,7.680967766126352e-05
1832,7.791504010258774e-05,2.75543310327261e-07,2.220233254389216e-08,7.791504010258774e-05
1833,7.917393044668383e-05,2.6982009160292364e-07,1.729847427205706e-08,7.917393044668383e-05
1834,8.04875765295167e-05,2.770516707479536e-07,1.3570990172898486e-08,8.04875765295167e-05
1835,8.228166968495185e-05,2.8056200765799335e-07,1.241293341130196e-08,8.228166968495185e-05
1836,8.65364501286032e-05,2.8818427771121993e-07,1.060973658135416e-08,8.65364501286032e-05
1837,8.741236524656415e-05,2.925183204232391e-07,8.31654218507489e-09,8.741236524656415e-05
1838,8.948372539764802e-05,3.0125884872437124e-07,7.805893391983026e-09,8.948372539764802e-05
1839,9.17183019087783e-05,3.047737858910945e-07,9.30362333205283e-09,9.17183019087783e-05
1840,9.376408291115825e-05,3.0971813609020113e-07,8.932127228332222e-09,9.376408291115825e-05
1841,9.522200187867773e-05,3.064408490770022e-07,1.0506929231419398e-08,9.522200187867773e-05
1842,9.475145530554332e-05,3.0955707838334743e-07,1.0312502280689678e-08,9.475145530554332e-05
1843,9.434966341359541e-05,3.082083180418392e-07,1.0789665288208589e-08,9.434966341359541e-05
1844,9.464587492402643e-05,3.0414425314769946e-07,1.047207260589695e-08,9.464587492402643e-05
1845,9.397598478244618e-05,2.96341966077307e-07,1.000416099168027e-08,9.397598478244618e-05
1846,9.240448811656929e-05,2.9459139178860436e-07,8.763684952331881e-09,9.240448811656929e-05
1847,9.209012205246836e-05,2.92706861923112e-07,8.55464137623179e-09,9.209012205246836e-05
1848,9.091385956188398e-05,2.9581764644197914e-07,7.846612692929966e-09,9.091385956188398e-05
1849,9.224158254385526e-05,2.9149601589649266e-07,6.746199472067766e-09,9.224158254385526e-05
1850,9.240995132131502e-05,2.9238524997968594e-07,7.839996842205567e-09,9.240995132131502e-05
1851,9.237363597744011e-05,3.0011410753364285e-07,8.605734601120827e-09,9.237363597744011e-05
1852,9.186457152411873e-05,3.106829191373046e-07,9.218563436417883e-09,9.186457152411873e-05
1853,9.239982526716111e-05,3.1837248570809606e-07,9.702373127140618e-09,9.239982526716111e-05
1854,9.288876234287662e-05,3.2048119789708706e-07,9.409401004388331e-09,9.288876234287662e-05
1855,9.340808069932141e-05,3.255401972117917e-07,8.875679366074759e-09,9.340808069932141e-05
1856,9.265785047318786e-05,3.3687541239097687e-07,9.598126991607257e-09,9.265785047318786e-05
1857,9.27640576264821e-05,3.465922264110434e-07,8.99961908170813e-09,9.27640576264821e-05
1858,9.24476542942492e-05,3.413784830692228e-07,8.218050081712898e-09,9.24476542942492e-05
1859,9.378733063515808e-05,3.464183220915272e-07,7.492007490585349e-09,9.378733063515808e-05
1860,9.412542463646137e-05,3.565823395287485e-07,6.753382202668539e-09,9.412542463646137e-05
1861,9.378445975016803e-05,3.766664471121268e-07,6.911610807490222e-09,9.378445975016803e-05
1862,9.54824562151251e-05,3.9288877522786994e-07,6.9170064913899006e-09,9.54824562151251e-05
1863,9.611939978120583e-05,3.8183425285101945e-07,6.707121429678458e-09,9.611939978120583e-05
1864,9.714362386148423e-05,3.8008386127330596e-07,6.3483606625526684e-09,9.714362386148423e-05
1865,9.880772683702941e-05,3.9694306305396563e-07,6.9355927984864655e-09,9.880772683702941e-05
1866,9.878486993589572e-05,4.0976144889879963e-07,7.244470864467953e-09,9.878486993589572e-05
1867,9.915242221073381e-05,4.0243823816256607e-07,7.384424437008517e-09,9.915242221073381e-05
1868,9.882291383941524e-05,3.90952473188528e-07,7.577580023771752e-09,9.882291383941524e-05
1869,9.857351584027388e-05,3.787661049565421e-07,8.910218277488217e-09,9.857351584027388e-05
1870,9.884112452190103e-05,3.879793025264787e-07,8.148363824947832e-09,9.884112452190103e-05
1871,9.809292324851932e-05,3.881640639389973e-07,8.092615656961146e-09,9.809292324851932e-05
1872,9.683386763624315e-05,3.947770323975419e-07,8.256454884860074e-09,9.683386763624315e-05
1873,9.514940341302593e-05,3.7817947275341014e-07,8.786439258707496e-09,9.514940341302593e-05
1874,9.393402849257524e-05,3.8204639655045216e-07,9.06425563178865e-09,9.393402849257524e-05
1875,9.264308443692113e-05,3.829700858659635e-07,8.496180267262129e-09,9.264308443692113e-05
1876,9.06038164560284e-05,3.789057529957063e-07,6.812256853854543e-09,9.06038164560284e-05
1877,8.942854349567954e-05,3.8125058868640084e-07,7.142787250558058e-09,8.942854349567954e-05
1878,8.790860218661172e-05,3.8503419627236977e-07,6.68124752348628e-09,8.790860218661172e-05
1879,8.694801051335941e-05,3.7683994540722257e-07,5.830710295536992e-09,8.694801051335941e-05
1880,8.725529707070174e-05,3.9730915903289444e-07,5.260806488850887e-09,8.725529707070174e-05
1881,8.680398501123168e-05,3.9606308632755827e-07,4.525718752138427e-09,8.680398501123168e-05
1882,8.716476856664355e-05,3.9568299468685707e-07,5.309899726262708e-09,8.716476856664355e-05
1883,8.651287602593325e-05,3.974433379231154e-07,5.332831160791735e-09,8.651287602593325e-05
1884,8.581769361626357e-05,3.879924861394102e-07,5.352162744744402e-09,8.581769361626357e-05
1885,8.54751342558302e-05,3.863145414990348e-07,5.896267791476768e-09,8.54751342558302e-05
1886,8.498293235399095e-05,3.803008813260281e-07,6.277371892135111e-09,8.498293235399095e-05
1887,8.444600721954234e-05,3.5790394495701807e-07,6.211827369944396e-09,8.444600721954234e-05
1888,8.406707846526322e-05,3.5605138545439073e-07,6.2692747501306e-09,8.406707846526322e-05
1889,8.406369202670508e-05,3.542131870355141e-07,5.837747301435619e-09,8.406369202670508e-05
1890,8.567452875597934e-05,3.5397772941386005e-07,6.124408345544095e-09,8.567452875597934e-05
1891,8.663503831485286e-05,3.513861323816465e-07,5.927098304222714e-09,8.663503831485286e-05
1892,8.760586829989084e-05,3.4477642429919797e-07,5.944976320750226e-09,8.760586829989084e-05
1893,8.904970205289178e-05,3.397925029600758e-07,5.721448330981665e-09,8.904970205289178e-05
1894,8.891677134670317e-05,3.434979021221807e-07,5.62707696311853e-09,8.891677134670317e-05
1895,8.968652296711557e-05,3.373779447559043e-07,5.668150710696247e-09,8.968652296711557e-05
1896,9.22922491944129e-05,3.3170337587762333e-07,5.429493299402566e-09,9.22922491944129e-05
1897,9.32206676225178e-05,3.2478278707718087e-07,5.1555970286593884e-09,9.32206676225178e-05
1898,9.25627349975652e-05,3.220801504864669e-07,4.699903165063444e-09,9.25627349975652e-05
1899,9.183429314621858e-05,3.208487027807548e-07,3.902991200074471e-09,9.183429314621858e-05
1900,9.063511658626209e-05,3.187004275722367e-07,3.7420732544392516e-09,9.063511658626209e-05
1901,9.057744630678956e-05,3.1051985566981397e-07,3.848199536804486e-09,9.057744630678956e-05
1902,8.951414825527795e-05,3.129272922056511e-07,3.6607388231857385e-09,8.951414825527795e-05
1903,8.557552999783573e-05,3.1825217255183294e-07,3.5424680331987345e-09,8.557552999783573e-05
1904,8.255584439861455e-05,3.149676217617525e-07,3.3941552425785305e-09,8.255584439861455e-05
1905,8.132255503109523e-05,3.137545669622861e-07,3.5586581618015802e-09,8.132255503109523e-05
1906,8.088671165751293e-05,3.082316847472352e-07,3.6011471265291154e-09,8.088671165751293e-05
1907,8.040645583865366e-05,3.0917159473834286e-07,3.449226333123485e-09,8.040645583865366e-05
1908,7.903745842798213e-05,3.09206131175545e-07,3.309324845903104e-09,7.903745842798213e-05
1909,7.865864816786987e-05,3.0550764254907594e-07,3.192393524134981e-09,7.865864816786987e-05
1910,7.805675704730675e-05,2.9433171887051556e-07,2.981818284350116e-09,7.805675704730675e-05
1911,7.766063312634028e-05,2.9266633256546424e-07,2.778261493879037e-09,7.766063312634028e-05
1912,7.682968654470252e-05,2.8588430771898335e-07,2.429506421438735e-09,7.682968654470252e-05
1913,7.505976308103917e-05,2.870291179338632e-07,2.5648763271998323e-09,7.505976308103917e-05
1914,7.321319571929052e-05,2.7811162388908475e-07,2.725051406748946e-09,7.321319571929052e-05
1915,7.158358701937167e-05,2.723055071588273e-07,3.0230397708917523e-09,7.158358701937167e-05
1916,6.965919185729166e-05,2.6891219460724513e-07,3.2492144371890473e-09,6.965919185729166e-05
1917,6.868583503611652e-05,2.6997725756570746e-07,3.143435749792494e-09,6.868583503611652e-05
1918,6.73790491418913e-05,2.6727093021301176e-07,3.224992289092248e-09,6.73790491418913e-05
1919,6.730653071177326e-05,2.6985730171093435e-07,3.3495102247371733e-09,6.730653071177326e-05
1920,6.795484244191487e-05,2.717376657658731e-07,3.886138395208556e-09,6.795484244191487e-05
1921,6.860694806424103e-05,2.7567599707773685e-07,3.883934317018754e-09,6.860694806424103e-05
1922,6.996794296095945e-05,2.82591770428553e-07,3.7236308639673356e-09,6.996794296095945e-05
1923,7.104728242016531e-05,2.8086565911118147e-07,3.755994626430947e-09,7.104728242016531e-05
1924,7.166386058088392e-05,2.819960513988917e-07,4.0453210305356285e-09,7.166386058088392e-05
1925,7.228061856169785e-05,3.7753437709397986e-07,4.203423514021714e-09,7.228061856169785e-05
1926,7.261734156470214e-05,3.8570859877446697e-07,4.352585054283915e-09,7.261734156470214e-05
1927,7.22984311453599e-05,3.937175766363258e-07,3.7196545209029962e-09,7.22984311453599e-05
1928,7.167677748449413e-05,4.1520543244847173e-07,6.240404098229695e-09,7.167677748449413e-05
1929,7.065283612714015e-05,4.5233756752947686e-07,6.197447285519583e-09,7.065283612714015e-05
1930,6.931563776951017e-05,5.10253357788315e-07,6.452213842576628e-09,6.931563776951017e-05
1931,6.824397132731974e-05,5.096332123295204e-07,6.313869744494533e-09,6.824397132731974e-05
1932,6.752848171994888e-05,4.1982441903850744e-07,6.164318769715951e-09,6.752848171994888e-05
1933,6.617726155257384e-05,4.1753519245243555e-07,6.12335674229517e-09,6.617726155257384e-05
1934,6.49575938171308e-05,4.1239425334944304e-07,6.366716297025375e-09,6.49575938171308e-05
1935,6.416188989533111e-05,4.011854985362463e-07,4.024295563453961e-09,6.416188989533111e-05
1936,6.268802670612266e-05,3.5983110738665604e-07,4.2043621282873895e-09,6.268802670612266e-05
1937,6.208491530352538e-05,3.11780033663516e-07,3.9887006078994804e-09,6.208491530352538e-05
1938,6.0926409267787153e-05,3.0874822901491174e-07,4.082064940037964e-09,6.0926409267787153e-05
1939,6.0011442006465844e-05,3.081266908923551e-07,4.901187741371668e-09,6.0011442006465844e-05
1940,5.8841618218658755e-05,3.061516378823269e-07,5.366401989448377e-09,5.8841618218658755e-05
1941,5.835307456436567e-05,3.0371629934831746e-07,5.466590799077917e-09,5.835307456436567e-05
1942,5.75782848630167e-05,2.953884217861612e-07,6.0372659887215315e-09,5.75782848630167e-05
1943,5.872932836479906e-05,2.957053238463102e-07,5.9077284017153684e-09,5.872932836479906e-05
1944,5.8825848619952535e-05,2.87458358830658e-07,6.398648785424907e-09,5.8825848619952535e-05
1945,5.92024256807885e-05,2.908310859441242e-07,6.715253052038049e-09,5.92024256807885e-05
1946,5.866571154911071e-05,2.8674038178775974e-07,5.9835430578557086e-09,5.866571154911071e-05
1947,5.892119796564137e-05,2.8683521285139637e-07,5.617922825353259e-09,5.892119796564137e-05
1948,5.903175042476505e-05,2.8772640803254035e-07,5.537437175462401e-09,5.903175042476505e-05
1949,5.957866440959541e-05,2.9025598077428836e-07,5.302097935303404e-09,5.957866440959541e-05
1950,5.863801769529735e-05,3.076235251293318e-07,5.524736858473846e-09,5.863801769529735e-05
1951,5.854688736560222e-05,3.0960168016593214e-07,4.9515490120809e-09,5.854688736560222e-05
1952,5.832107438306723e-05,3.0297947465182264e-07,5.088842934343672e-09,5.832107438306723e-05
1953,5.849409405657623e-05,3.041717572419397e-07,5.250488869076467e-09,5.849409405657623e-05
1954,5.796066190149369e-05,2.99688183856363e-07,5.2827058917768815e-09,5.796066190149369e-05
1955,5.720009305930164e-05,2.966552017369395e-07,5.10714492918396e-09,5.720009305930164e-05
1956,5.582883906234721e-05,2.886505358544257e-07,4.845206267946521e-09,5.582883906234721e-05
1957,5.498716512062986e-05,2.6907291531382984e-07,4.309663134297434e-09,5.498716512062986e-05
1958,5.3965212178549594e-05,2.6375800692741383e-07,4.263418824328775e-09,5.3965212178549594e-05
1959,5.291461587018732e-05,2.695979333111609e-07,3.808659038944435e-09,5.291461587018732e-05
1960,5.1789995528192124e-05,2.6734784341897466e-07,3.674002752822909e-09,5.1789995528192124e-05
1961,5.0918864872073755e-05,2.688024462064017e-07,3.877993925982537e-09,5.0918864872073755e-05
1962,5.0090787096581024e-05,2.674547131066772e-07,4.033251447107691e-09,5.0090787096581024e-05
1963,4.9559621402295306e-05,2.677864959618351e-07,3.8946594520845275e-09,4.9559621402295306e-05
1964,4.915734721829982e-05,2.654332271439281e-07,4.111149040245518e-09,4.915734721829982e-05
1965,4.904297072373863e-05,2.6256416926376656e-07,4.290034422942719e-09,4.904297072373863e-05
1966,4.884900616681469e-05,2.574622612883104e-07,4.26171485403058e-09,4.884900616681469e-05
1967,4.9226731789531186e-05,2.578030903675556e-07,4.4204636141996295e-09,4.9226731789531186e-05
1968,4.9026407525941196e-05,2.545385078584721e-07,4.1792803503629526e-09,4.9026407525941196e-05
1969,4.8720083993560236e-05,2.5324551497111057e-07,4.174750703863797e-09,4.8720083993560236e-05
1970,4.8244190631001925e-05,2.5343309825335124e-07,4.297655628196903e-09,4.8244190631001925e-05
1971,4.767376906654265e-05,2.5301045931363273e-07,4.429035297245523e-09,4.767376906654265e-05
1972,4.6819514474399125e-05,2.497971536286059e-07,4.263305264373685e-09,4.6819514474399125e-05
1973,4.651972994906828e-05,2.452133795064323e-07,4.337731063230876e-09,4.651972994906828e-05
1974,4.575274683052807e-05,2.3957691805013124e-07,4.2337691447918195e-09,4.575274683052807e-05
1975,4.560757692420988e-05,2.3748132857040867e-07,4.113720031284629e-09,4.560757692420988e-05
1976,4.565021715409655e-05,2.3792803663777056e-07,4.127739737315648e-09,4.565021715409655e-05
1977,4.610777926115718e-05,2.3432351018267843e-07,3.959637601929395e-09,4.610777926115718e-05
1978,4.682302460423671e-05,2.3337329935202433e-07,3.6083893968046662e-09,4.682302460423671e-05
1979,4.7824515474660855e-05,2.3639766969349045e-07,3.5423816895680763e-09,4.7824515474660855e-05
1980,4.878447985642457e-05,2.388877585904733e-07,3.4488091430314884e-09,4.878447985642457e-05
1981,4.9842478412236755e-05,2.4168213030861807e-07,3.3957571040791177e-09,4.9842478412236755e-05
1982,5.1086885442990546e-05,2.4045744899987245e-07,3.4470027784497657e-09,5.1086885442990546e-05
1983,5.240539862175605e-05,2.3653739081705032e-07,3.3427740258369046e-09,5.240539862175605e-05
1984,5.390827209339477e-05,2.4000593157325056e-07,3.2280432295449047e-09,5.390827209339477e-05
1985,5.523683492875924e-05,2.3855483277657186e-07,3.3789223165468586e-09,5.523683492875924e-05
1986,5.662112952060332e-05,2.396492756620968e-07,3.747108242738559e-09,5.662112952060332e-05
1987,5.778285880556463e-05,2.3735923905730617e-07,3.624438209876806e-09,5.778285880556463e-05
1988,5.935159008783687e-05,2.301225927275092e-07,3.4431558239487815e-09,5.935159008783687e-05
1989,6.0784370621799356e-05,2.2464496802448203e-07,3.492810072915274e-09,6.0784370621799356e-05
1990,6.23257910774555e-05,2.164318674756162e-07,3.499132031744726e-09,6.23257910774555e-05
1991,6.361697575942214e-05,2.0460898854577992e-07,3.656362514346613e-09,6.361697575942214e-05
1992,6.464083812066487e-05,1.9531749525672888e-07,3.629156911496726e-09,6.464083812066487e-05
1993,6.603235877784235e-05,1.8452588993308643e-07,3.2906080082995004e-09,6.603235877784235e-05
1994,6.768881576135755e-05,1.8131516047300726e-07,3.4228009632946463e-09,6.768881576135755e-05
1995,6.933366239536554e-05,1.7949219203014115e-07,3.605273825511647e-09,6.933366239536554e-05
1996,7.156026237810562e-05,1.7714875103333076e-07,3.507603636115115e-09,7.156026237810562e-05
1997,7.596181967528537e-05,1.7609728786283085e-07,3.541145947900353e-09,7.596181967528537e-05
1998,8.072461787378415e-05,1.7415554306613297e-07,3.4192581147404357e-09,8.072461787378415e-05
1999,8.596010177695592e-05,1.7115627924470444e-07,3.310651372093584e-09,8.596010177695592e-05
2000,9.138943901884236e-05,1.7482391001522046e-07,3.36881103965173e-09,9.138943901884236e-05
2001,9.736487949599646e-05,1.6842260005692618e-07,3.3491305284627515e-09,9.736487949599646e-05
2002,0.00010366288604148264,1.6784439083039615e-07,3.160548901957684e-09,0.00010366288604148264
2003,0.00010992480487662501,1.6684309806740722e-07,3.240378029393095e-09,0.00010992480487662501
2004,0.00011528520345953959,1.6819435342897903e-07,3.092460668493605e-09,0.00011528520345953959
2005,0.00012286936751999228,1.7015679735063065e-07,2.99029055485432e-09,0.00012286936751999228
2006,0.00013356531417230144,1.7304528755955418e-07,3.021005889891626e-09,0.00013356531417230144
2007,0.0001458730860446979,1.6280527250143807e-07,2.861886917924851e-09,0.0001458730860446979
2008,0.0001623162378174519,1.5800642927388253e-07,2.899795102452783e-09,0.0001623162378174519
2009,0.00017646101020675684,1.5307046550918e-07,2.8483241479701096e-09,0.00017646101020675684
2010,0.00018912962280280356,1.492352664302286e-07,2.6303005805163237e-09,0.00018912962280280356
2011,0.00020923902463567044,1.411697385021528e-07,2.657314749196108e-09,0.00020923902463567044
2012,0.00022436865713513856,1.328857014267929e-07,2.6376142539926863e-09,0.00022436865713513856
2013,0.0002322547890279176,1.2280456067920958e-07,2.4891108539394834e-09,0.0002322547890279176
2014,0.0002428622475625681,1.327200282373399e-07,2.3991758421207774e-09,0.0002428622475625681
2015,0.0002459404453735,1.4093958863473484e-07,2.3646777551939682e-09,0.0002459404453735
2016,0.00025100794820381064,1.3767901358668106e-07,2.1807354017815736e-09,0.00025100794820381064
2017,0.0002573845898344492,1.377188022881152e-07,2.190751617151913e-09,0.0002573845898344492
2018,0.00025364793837070467,1.4154641263530722e-07,2.0894554086936522e-09,0.00025364793837070467
2019,0.00025217427173629403,1.473288460118738e-07,2.107202745627035e-09,0.00025217427173629403
