ngram,suggestion,sugestion,sugestion,sgestion
1928,3.629509072717545e-05,8.947514158157738e-09,8.947514158157738e-09,4.581466158829325e-11
1929,3.650663191885022e-05,8.857062448543372e-09,8.857062448543372e-09,9.63862561193756e-11
1930,3.6131292810231184e-05,8.908101875196702e-09,8.908101875196702e-09,9.63862561193756e-11
1931,3.6588578430902476e-05,9.14339353436893e-09,9.14339353436893e-09,9.63862561193756e-11
1932,3.6311334302549115e-05,8.807214322916122e-09,8.807214322916122e-09,7.338108097356054e-11
1933,3.613899025367573e-05,8.426559133007622e-09,8.426559133007622e-09,7.338108097356054e-11
1934,3.58124884119856e-05,8.437665867587287e-09,8.437665867587287e-09,7.338108097356054e-11
1935,3.572201187905323e-05,8.363276357162671e-09,8.363276357162671e-09,5.057159453108235e-11
1936,3.524343732611409e-05,8.342991757765666e-09,8.342991757765666e-09,0.0
1937,3.481665459860649e-05,8.166622870017396e-09,8.166622870017396e-09,2.2442416972420378e-11
1938,3.3898600252411726e-05,8.447367440465671e-09,8.447367440465671e-09,4.419466776666476e-11
1939,3.379183025182491e-05,8.957998850637035e-09,8.957998850637035e-09,4.419466776666476e-11
1940,3.362940281346839e-05,9.442063638890171e-09,9.442063638890171e-09,4.419466776666476e-11
1941,3.354471014712804e-05,9.827294914340915e-09,9.827294914340915e-09,4.419466776666476e-11
1942,3.3345061508173656e-05,1.1005032694656945e-08,1.1005032694656945e-08,4.419466776666476e-11
1943,3.345488273355711e-05,1.1313331731750104e-08,1.1313331731750104e-08,4.419466776666476e-11
1944,3.3614450720571245e-05,1.0934084748726036e-08,1.0934084748726036e-08,2.175225079424438e-11
1945,3.3920540902597297e-05,1.073809041685081e-08,1.073809041685081e-08,1.876942054160732e-11
1946,3.330426209556338e-05,1.0584270349056624e-08,1.0584270349056624e-08,3.5317524698414666e-11
1947,3.284619586858233e-05,1.0600692768036879e-08,1.0600692768036879e-08,5.187450072671343e-11
1948,3.244810743906003e-05,1.036084285033212e-08,1.036084285033212e-08,5.187450072671343e-11
1949,3.2052658623017904e-05,9.454703686628818e-09,9.454703686628818e-09,6.888066307806997e-11
1950,3.134472847575255e-05,9.069689380477745e-09,9.069689380477745e-09,8.580063841951663e-11
1951,3.076861087590389e-05,9.146354404013631e-09,9.146354404013631e-09,8.580063841951663e-11
1952,3.0351701622878734e-05,9.579840793654576e-09,9.579840793654576e-09,8.27151670569824e-11
1953,3.0360601938030284e-05,9.076356745550486e-09,9.076356745550486e-09,6.616706290017506e-11
1954,3.0104059987934306e-05,9.402535575527996e-09,9.402535575527996e-09,4.961008687187629e-11
1955,2.989590835308523e-05,9.45057575054063e-09,9.45057575054063e-09,4.961008687187629e-11
1956,2.952440211499509e-05,9.275267347825483e-09,9.275267347825483e-09,3.260392452051976e-11
1957,2.916812029850137e-05,9.101584628824964e-09,9.101584628824964e-09,1.5683949179073106e-11
1958,2.8698735020173315e-05,8.429648978847126e-09,8.429648978847126e-09,1.5683949179073106e-11
1959,2.815377826794117e-05,7.48433423173164e-09,7.48433423173164e-09,1.1293938998299273e-11
1960,2.7620825546494287e-05,7.412339948181008e-09,7.412339948181008e-09,1.1293938998299273e-11
1961,2.7292916846428333e-05,6.6739568157661975e-09,6.6739568157661975e-09,1.1293938998299273e-11
1962,2.6790284079782267e-05,6.350960646273052e-09,6.350960646273052e-09,1.1293938998299273e-11
1963,2.665367303831902e-05,6.324527314559094e-09,6.324527314559094e-09,1.1293938998299273e-11
1964,2.650000923105316e-05,6.388742360538149e-09,6.388742360538149e-09,1.1293938998299273e-11
1965,2.6419782963265398e-05,6.9422541366342165e-09,6.9422541366342165e-09,2.8924102200646372e-11
1966,2.6238338510406072e-05,6.840118883997905e-09,6.840118883997905e-09,2.6423234632057456e-11
1967,2.5949009796022438e-05,6.7787808382442046e-09,6.7787808382442046e-09,2.6423234632057456e-11
1968,2.558277784763569e-05,7.117511595972863e-09,7.117511595972863e-09,2.6423234632057456e-11
1969,2.5237432834858608e-05,7.2774019191764896e-09,7.2774019191764896e-09,2.6423234632057456e-11
1970,2.45457291124954e-05,7.0131406713715344e-09,7.0131406713715344e-09,2.6423234632057456e-11
1971,2.39704752727578e-05,6.999439884834504e-09,6.999439884834504e-09,2.6423234632057456e-11
1972,2.3398592540096225e-05,6.78353303687881e-09,6.78353303687881e-09,8.793071429710357e-12
1973,2.2808992071077228e-05,6.794959896337462e-09,6.794959896337462e-09,8.254096810806593e-12
1974,2.2235014902045286e-05,6.577192885564338e-09,6.577192885564338e-09,8.254096810806593e-12
1975,2.1609672330669127e-05,6.0877253714254815e-09,6.0877253714254815e-09,1.6363596985361337e-11
1976,2.1063839345255735e-05,5.81456990492565e-09,5.81456990492565e-09,2.440002812893154e-11
1977,2.061815056159893e-05,5.506007967020261e-09,5.506007967020261e-09,2.440002812893154e-11
1978,2.0007212047598193e-05,4.944934239858867e-09,4.944934239858867e-09,4.071988530093432e-11
1979,1.9521086609789302e-05,4.451714235338094e-09,4.451714235338094e-09,4.8847586194199015e-11
1980,1.899069788383453e-05,4.397234576458686e-09,4.397234576458686e-09,4.059348938339242e-11
1981,1.8594009036730442e-05,4.170632220531648e-09,4.170632220531648e-09,4.059348938339242e-11
1982,1.8276005513533683e-05,3.9391748275972665e-09,3.9391748275972665e-09,3.9895484237646124e-11
1983,1.806556792871561e-05,3.6156312864323225e-09,3.6156312864323225e-09,3.185905309407591e-11
1984,1.775182889624765e-05,3.507491852516864e-09,3.507491852516864e-09,3.185905309407591e-11
1985,1.7525324697739313e-05,3.5018260672156234e-09,3.5018260672156234e-09,2.2773270868287857e-11
1986,1.7237611245946027e-05,3.4185176594243264e-09,3.4185176594243264e-09,2.15541250522414e-11
1987,1.7023099644575268e-05,3.1801765348100322e-09,3.1801765348100322e-09,2.15541250522414e-11
1988,1.6719954666249187e-05,3.1313418207596602e-09,3.1313418207596602e-09,2.848553486343798e-11
1989,1.6456254473139e-05,2.9139728090805353e-09,2.9139728090805353e-09,4.103007467512068e-11
1990,1.6014989601639433e-05,2.946972570733968e-09,2.946972570733968e-09,4.103007467512068e-11
1991,1.5664204381339785e-05,2.7910781622405725e-09,2.7910781622405725e-09,4.103007467512068e-11
1992,1.53479459186201e-05,2.714196772097515e-09,2.714196772097515e-09,3.3795999728905965e-11
1993,1.5181367416516878e-05,2.6627355558568003e-09,2.6627355558568003e-09,2.6887444651687733e-11
1994,1.5043812709336635e-05,2.43504429318721e-09,2.43504429318721e-09,2.6887444651687733e-11
1995,1.5028706781907073e-05,2.294350614257772e-09,2.294350614257772e-09,1.9956034840491147e-11
1996,1.5097306329282998e-05,2.301360213508019e-09,2.301360213508019e-09,0.0
1997,1.5239281960280745e-05,2.1907665205743244e-09,2.1907665205743244e-09,0.0
1998,1.5431076332918436e-05,2.238650756832986e-09,2.238650756832986e-09,0.0
1999,1.5659999137694414e-05,2.0459958013522137e-09,2.0459958013522137e-09,0.0
2000,1.575520465329256e-05,1.9147987957118015e-09,1.9147987957118015e-09,5.192429323809731e-12
2001,1.582142301361143e-05,1.870509065098653e-09,1.870509065098653e-09,5.192429323809731e-12
2002,1.5730327764426226e-05,1.7364634016406706e-09,1.7364634016406706e-09,5.192429323809731e-12
2003,1.569460359210747e-05,1.5382933181230995e-09,1.5382933181230995e-09,1.0350566633946353e-11
2004,1.5706457686194752e-05,1.367548344407713e-09,1.367548344407713e-09,1.0350566633946353e-11
2005,1.572995695044353e-05,1.1567649378057305e-09,1.1567649378057305e-09,1.0350566633946353e-11
2006,1.5681966033298522e-05,1.1024222963078906e-09,1.1024222963078906e-09,1.0350566633946353e-11
2007,1.5592718097780433e-05,1.0231875346988772e-09,1.0231875346988772e-09,5.1581373101366215e-12
2008,1.5502551962396994e-05,9.685085590658916e-10,9.685085590658916e-10,5.1581373101366215e-12
2009,1.5566709017938202e-05,9.463090469960127e-10,9.463090469960127e-10,5.1581373101366215e-12
2010,1.5676854023435487e-05,9.389451914389367e-10,9.389451914389367e-10,0.0
2011,1.5713777169626803e-05,8.571847596807101e-10,8.571847596807101e-10,4.642397081834813e-12
2012,1.571127320078501e-05,7.943071993794198e-10,7.943071993794198e-10,4.642397081834813e-12
2013,1.5743285335442385e-05,7.502370074392267e-10,7.502370074392267e-10,4.642397081834813e-12
2014,1.591341775305669e-05,6.633339591896207e-10,6.633339591896207e-10,4.642397081834813e-12
2015,1.6133010701326255e-05,5.857824622193927e-10,5.857824622193927e-10,4.642397081834813e-12
2016,1.6224006685661152e-05,5.175775284550963e-10,5.175775284550963e-10,1.0900882874936053e-11
2017,1.6170395004640643e-05,4.3189680535663893e-10,4.3189680535663893e-10,1.2717696687425395e-11
2018,1.6186174980248326e-05,4.20785828403325e-10,4.20785828403325e-10,8.761880110341735e-12
2019,1.6235417660936946e-05,3.5777678042414607e-10,3.5777678042414607e-10,1.095235013792717e-11
