ngram,suggestion,sugestion,sugestion,sgestion
1792,6.257446654802022e-06,1.2891416188511228e-09,1.2891416188511228e-09,0.0
1793,6.689017482131021e-06,1.2891416188511228e-09,1.2891416188511228e-09,0.0
1794,6.7287625305263125e-06,0.0,0.0,0.0
1795,6.905588829145667e-06,9.132721245919129e-10,9.132721245919129e-10,0.0
1796,7.045722213661065e-06,9.132721245919129e-10,9.132721245919129e-10,0.0
1797,7.231107961810526e-06,9.132721245919129e-10,9.132721245919129e-10,0.0
1798,7.131806471859038e-06,9.132721245919129e-10,9.132721245919129e-10,0.0
1799,7.30617583550546e-06,1.51404171739549e-09,1.51404171739549e-09,0.0
1800,7.175776123144065e-06,1.925705626705719e-09,1.925705626705719e-09,0.0
1801,7.19328233701942e-06,1.925705626705719e-09,1.925705626705719e-09,0.0
1802,7.195985939948254e-06,2.3148139278410848e-09,2.3148139278410848e-09,0.0
1803,7.131184962158191e-06,2.6658138870975077e-09,2.6658138870975077e-09,0.0
1804,6.99509103339681e-06,3.886124089191867e-09,3.886124089191867e-09,0.0
1805,7.294658449349559e-06,5.184511645392068e-09,5.184511645392068e-09,0.0
1806,7.494938992229956e-06,5.359392326756815e-09,5.359392326756815e-09,0.0
1807,7.590631542240901e-06,5.366170872735308e-09,5.366170872735308e-09,0.0
1808,7.935187048652942e-06,6.307623629757992e-09,6.307623629757992e-09,0.0
1809,8.599515630131854e-06,7.719115505519118e-09,7.719115505519118e-09,0.0
1810,8.798511771601625e-06,8.021928486558392e-09,8.021928486558392e-09,0.0
1811,8.911681106837932e-06,7.036002225291327e-09,7.036002225291327e-09,0.0
1812,9.024700245520631e-06,6.931155934911512e-09,6.931155934911512e-09,0.0
1813,9.277224827591063e-06,7.513361456799674e-09,7.513361456799674e-09,0.0
1814,9.799404194512005e-06,8.348667852280706e-09,8.348667852280706e-09,0.0
1815,1.00094416016613e-05,7.79349651480743e-09,7.79349651480743e-09,0.0
1816,9.730991093549943e-06,5.840315088688288e-09,5.840315088688288e-09,0.0
1817,1.0166136624840355e-05,6.557282716812551e-09,6.557282716812551e-09,0.0
1818,1.052951016130724e-05,6.8600033590168354e-09,6.8600033590168354e-09,0.0
1819,1.0890185486849597e-05,7.770626301148046e-09,7.770626301148046e-09,0.0
1820,1.0926127288257703e-05,8.476327576342361e-09,8.476327576342361e-09,0.0
1821,1.1115502275060862e-05,7.479687234658781e-09,7.479687234658781e-09,0.0
1822,1.1359286872902885e-05,7.966788133957031e-09,7.966788133957031e-09,0.0
1823,1.1811842341558076e-05,8.751187663413873e-09,8.751187663413873e-09,0.0
1824,1.1807215742010158e-05,8.453367228433706e-09,8.453367228433706e-09,0.0
1825,1.2290715338687213e-05,9.309047453522266e-09,9.309047453522266e-09,0.0
1826,1.2519569151793672e-05,8.034370962179643e-09,8.034370962179643e-09,0.0
1827,1.3002094549717316e-05,8.585079012769979e-09,8.585079012769979e-09,0.0
1828,1.3526423312474175e-05,9.100275644158273e-09,9.100275644158273e-09,0.0
1829,1.4832771609820026e-05,9.421556106709822e-09,9.421556106709822e-09,0.0
1830,1.528339349273925e-05,8.924815680139936e-09,8.924815680139936e-09,0.0
1831,1.5759339086279006e-05,8.595012828444787e-09,8.595012828444787e-09,0.0
1832,1.5847799789168804e-05,8.053722641169055e-09,8.053722641169055e-09,0.0
1833,1.6255782741479508e-05,8.378930565251202e-09,8.378930565251202e-09,0.0
1834,1.6398313424100968e-05,7.2597488655544245e-09,7.2597488655544245e-09,0.0
1835,1.65321692163291e-05,7.911761531634705e-09,7.911761531634705e-09,0.0
1836,1.560745697913392e-05,7.542771740531862e-09,7.542771740531862e-09,0.0
1837,1.545733942163809e-05,7.1913944640503556e-09,7.1913944640503556e-09,0.0
1838,1.5416107609261026e-05,7.82210061802045e-09,7.82210061802045e-09,0.0
1839,1.5370305066296298e-05,8.63779758830674e-09,8.63779758830674e-09,0.0
1840,1.5313877416442017e-05,8.843649304931693e-09,8.843649304931693e-09,0.0
1841,1.53883121518967e-05,9.167983768979378e-09,9.167983768979378e-09,0.0
1842,1.5113205595948134e-05,8.351820378140116e-09,8.351820378140116e-09,0.0
1843,1.5323290426749736e-05,9.034361639744963e-09,9.034361639744963e-09,0.0
1844,1.546488757802373e-05,9.138783190516214e-09,9.138783190516214e-09,0.0
1845,1.5667913040877985e-05,9.967298986168771e-09,9.967298986168771e-09,0.0
1846,1.605770376045257e-05,1.0321942919436618e-08,1.0321942919436618e-08,0.0
1847,1.637403537253184e-05,1.0355321298862106e-08,1.0355321298862106e-08,0.0
1848,1.6818572476040572e-05,1.0340596696372423e-08,1.0340596696372423e-08,0.0
1849,1.7433532775612548e-05,1.177454464088409e-08,1.177454464088409e-08,0.0
1850,1.8024337675472323e-05,1.1548017907005357e-08,1.1548017907005357e-08,0.0
1851,1.827949251622028e-05,1.2418053125478373e-08,1.2418053125478373e-08,0.0
1852,1.8511030378119487e-05,1.1378590006724413e-08,1.1378590006724413e-08,0.0
1853,1.8730119856107713e-05,1.2734908365936398e-08,1.2734908365936398e-08,0.0
1854,1.8787937473721934e-05,1.225001611260268e-08,1.225001611260268e-08,0.0
1855,1.9073040156009874e-05,1.2492891039122306e-08,1.2492891039122306e-08,0.0
1856,1.899698327179067e-05,1.1643560020908289e-08,1.1643560020908289e-08,0.0
1857,1.90246277530345e-05,1.2624181192474485e-08,1.2624181192474485e-08,0.0
1858,1.9207030293598238e-05,1.3199288646197666e-08,1.3199288646197666e-08,0.0
1859,1.9583932173970554e-05,1.3742395412106947e-08,1.3742395412106947e-08,0.0
1860,1.9805681794033652e-05,1.1706136123937735e-08,1.1706136123937735e-08,0.0
1861,2.027662802512558e-05,1.181386290381527e-08,1.181386290381527e-08,0.0
1862,2.0284313255355562e-05,1.1103533203993265e-08,1.1103533203993265e-08,0.0
1863,2.0707041975193924e-05,1.229765584603066e-08,1.229765584603066e-08,0.0
1864,2.086249930601168e-05,1.1636581349299441e-08,1.1636581349299441e-08,0.0
1865,2.128666502747884e-05,1.1645598644146763e-08,1.1645598644146763e-08,0.0
1866,2.143506234071018e-05,1.2107317053684191e-08,1.2107317053684191e-08,0.0
1867,2.1658097726425956e-05,1.3314957390621527e-08,1.3314957390621527e-08,0.0
1868,2.1685177021676543e-05,1.4628405534519321e-08,1.4628405534519321e-08,0.0
1869,2.225750046948503e-05,1.5745492021324026e-08,1.5745492021324026e-08,0.0
1870,2.2418459983392885e-05,1.5935022190660675e-08,1.5935022190660675e-08,0.0
1871,2.2875130785645785e-05,1.5794526194870936e-08,1.5794526194870936e-08,0.0
1872,2.2984483751185637e-05,1.603702631009745e-08,1.603702631009745e-08,0.0
1873,2.3299799587610842e-05,1.605377507120563e-08,1.605377507120563e-08,0.0
1874,2.360160397074651e-05,1.5332313069953736e-08,1.5332313069953736e-08,0.0
1875,2.389943905914801e-05,1.5368891556225402e-08,1.5368891556225402e-08,0.0
1876,2.3968353811402005e-05,1.5482809574101404e-08,1.5482809574101404e-08,0.0
1877,2.4214489323120298e-05,1.4339403949950987e-08,1.4339403949950987e-08,0.0
1878,2.4152465162582564e-05,1.4438936268845737e-08,1.4438936268845737e-08,0.0
1879,2.4697212731033297e-05,1.407062466540765e-08,1.407062466540765e-08,0.0
1880,2.4770704320482245e-05,1.3201601970333091e-08,1.3201601970333091e-08,0.0
1881,2.5056747420291815e-05,1.206797214540042e-08,1.206797214540042e-08,0.0
1882,2.5384098730033395e-05,1.0932749309030702e-08,1.0932749309030702e-08,0.0
1883,2.5691592392312096e-05,9.585166184576468e-09,9.585166184576468e-09,0.0
1884,2.631245869062176e-05,9.525138519198403e-09,9.525138519198403e-09,0.0
1885,2.7054018054124234e-05,9.793334524285261e-09,9.793334524285261e-09,0.0
1886,2.7315685916359405e-05,8.849902271330329e-09,8.849902271330329e-09,0.0
1887,2.8136455771995577e-05,8.971401272666363e-09,8.971401272666363e-09,0.0
1888,2.8557255063788034e-05,9.330069034823346e-09,9.330069034823346e-09,0.0
1889,2.9032881034904028e-05,9.721100496002627e-09,9.721100496002627e-09,0.0
1890,2.9523272262719858e-05,9.537563881524745e-09,9.537563881524745e-09,0.0
1891,2.990348990091921e-05,9.419220578113903e-09,9.419220578113903e-09,0.0
1892,3.0277745671420625e-05,8.55703209877236e-09,8.55703209877236e-09,2.247158213476906e-11
1893,3.07594850060663e-05,8.339311907690217e-09,8.339311907690217e-09,2.247158213476906e-11
1894,3.100364951283804e-05,7.697649375058648e-09,7.697649375058648e-09,4.4563354990272734e-11
1895,3.14371198848156e-05,7.787783751211919e-09,7.787783751211919e-09,4.4563354990272734e-11
1896,3.151245411053034e-05,7.579959263434181e-09,7.579959263434181e-09,4.4563354990272734e-11
1897,3.176901684907664e-05,8.642009266931642e-09,8.642009266931642e-09,4.4563354990272734e-11
1898,3.182034821033345e-05,8.613957166606464e-09,8.613957166606464e-09,4.4563354990272734e-11
1899,3.214900633403366e-05,9.46906978224352e-09,9.46906978224352e-09,2.2091772855503677e-11
1900,3.243391516402231e-05,1.0018410291832782e-08,1.0018410291832782e-08,2.2091772855503677e-11
1901,3.2606578835319464e-05,1.1091005320500763e-08,1.1091005320500763e-08,0.0
1902,3.277862405021941e-05,1.1428533040559939e-08,1.1428533040559939e-08,0.0
1903,3.3608050996138316e-05,1.1639554843765966e-08,1.1639554843765966e-08,1.5939144845259332e-11
1904,3.3953437066104796e-05,1.1236731799004116e-08,1.1236731799004116e-08,3.179288479307882e-11
1905,3.487974390736781e-05,1.2037968970852425e-08,1.2037968970852425e-08,4.7039747097521456e-11
1906,3.545541455553446e-05,1.2093891602457267e-08,1.2093891602457267e-08,4.7039747097521456e-11
1907,3.574823443029475e-05,1.226073084329268e-08,1.226073084329268e-08,6.168992102864986e-11
1908,3.6385234125191346e-05,1.2122113217977976e-08,1.2122113217977976e-08,6.168992102864986e-11
1909,3.709353352730561e-05,1.2226156341301118e-08,1.2226156341301118e-08,8.925193917264096e-11
1910,3.764048597076908e-05,1.2611351455201917e-08,1.2611351455201917e-08,7.331279432738163e-11
1911,3.8307714151285056e-05,1.2452573702351596e-08,1.2452573702351596e-08,5.745905437956214e-11
1912,3.831424380353253e-05,1.2082363427217452e-08,1.2082363427217452e-08,5.66262998792842e-11
1913,3.861988547474279e-05,1.194939626612625e-08,1.194939626612625e-08,5.66262998792842e-11
1914,3.917268051217044e-05,1.1989372034853268e-08,1.1989372034853268e-08,4.197612594815579e-11
1915,3.983379844742428e-05,1.198147282975372e-08,1.198147282975372e-08,5.791484851215754e-11
1916,4.037162164292697e-05,1.2398554437100171e-08,1.2398554437100171e-08,3.035283036816645e-11
1917,4.0597780753159896e-05,1.2524323800278125e-08,1.2524323800278125e-08,3.035283036816645e-11
1918,4.0753357357711396e-05,1.3143787264929024e-08,1.3143787264929024e-08,3.035283036816645e-11
1919,4.108351328925762e-05,1.3190854503924193e-08,1.3190854503924193e-08,1.593872256400175e-11
1920,4.06965461609486e-05,1.3302640766710283e-08,1.3302640766710283e-08,1.593872256400175e-11
1921,4.0448913101239926e-05,1.3320814673534187e-08,1.3320814673534187e-08,1.593872256400175e-11
1922,3.95696292149036e-05,1.290360263084267e-08,1.290360263084267e-08,0.0
1923,3.899247271224989e-05,1.2620446021571752e-08,1.2620446021571752e-08,0.0
1924,3.799555789945381e-05,1.1533814538365407e-08,1.1533814538365407e-08,0.0
1925,3.7533668676457766e-05,1.0895120107688529e-08,1.0895120107688529e-08,2.3005175145815062e-11
1926,3.692352765938267e-05,1.0428270564537862e-08,1.0428270564537862e-08,2.3005175145815062e-11
1927,3.6708289761528636e-05,9.527150052995076e-09,9.527150052995076e-09,2.3005175145815062e-11
