ngram,instance,instnce,instace
1596,2.071904814978812e-05,0.0,0.0
1597,2.0177347128732697e-05,0.0,0.0
1598,2.67070175660982e-05,0.0,0.0
1599,2.8114535325585166e-05,0.0,0.0
1600,3.575217994823886e-05,0.0,0.0
1601,3.5129648495058063e-05,0.0,0.0
1602,3.6074072990491656e-05,0.0,0.0
1603,3.226909198669351e-05,0.0,0.0
1604,3.344617250279823e-05,0.0,0.0
1605,2.5167237903847956e-05,0.0,0.0
1606,3.157115939497349e-05,0.0,0.0
1607,2.6249672893235193e-05,0.0,0.0
1608,2.0798019704670878e-05,0.0,0.0
1609,2.1331313616558744e-05,0.0,0.0
1610,2.2163920805594118e-05,0.0,0.0
1611,2.3127688174489386e-05,0.0,0.0
1612,2.1685952495837618e-05,0.0,0.0
1613,1.9190529266260065e-05,0.0,0.0
1614,1.9171028660431538e-05,0.0,0.0
1615,2.0657977724373007e-05,0.0,0.0
1616,1.926956610986963e-05,0.0,0.0
1617,1.872461065691563e-05,0.0,0.0
1618,2.4077989759721925e-05,0.0,0.0
1619,2.4621401540311387e-05,0.0,0.0
1620,2.1730581205961892e-05,0.0,0.0
1621,2.0905109522573184e-05,0.0,0.0
1622,2.16444315291093e-05,0.0,0.0
1623,2.6129845407142837e-05,0.0,0.0
1624,2.7855285095159032e-05,0.0,0.0
1625,1.9548972886695992e-05,0.0,0.0
1626,2.302061719612019e-05,0.0,0.0
1627,2.447204730872597e-05,0.0,0.0
1628,2.429638009614012e-05,0.0,0.0
1629,2.5315336383105853e-05,0.0,0.0
1630,2.4045670345783166e-05,0.0,0.0
1631,2.2171918447254158e-05,0.0,0.0
1632,2.3399853749391957e-05,0.0,0.0
1633,2.1182558677017888e-05,0.0,0.0
1634,2.4237469265894367e-05,0.0,0.0
1635,2.605882738342708e-05,0.0,0.0
1636,2.4707066196632305e-05,0.0,0.0
1637,2.143966269483956e-05,0.0,0.0
1638,2.357351474659351e-05,0.0,0.0
1639,2.475950986990938e-05,0.0,0.0
1640,2.482775601362976e-05,0.0,0.0
1641,1.9807575491930557e-05,0.0,0.0
1642,2.1850159490505966e-05,0.0,0.0
1643,2.0603142080030272e-05,0.0,0.0
1644,2.5079433466349394e-05,0.0,0.0
1645,2.399581171630416e-05,0.0,0.0
1646,2.4969877943346675e-05,0.0,0.0
1647,2.5002053007483482e-05,0.0,0.0
1648,2.8041482957113268e-05,0.0,0.0
1649,2.5810669675203307e-05,0.0,0.0
1650,2.8186562303744722e-05,0.0,0.0
1651,2.6362235985288862e-05,0.0,0.0
1652,2.9971257130715196e-05,0.0,0.0
1653,2.8653824431655395e-05,0.0,0.0
1654,3.0470307267803166e-05,0.0,0.0
1655,3.0384235807494925e-05,0.0,0.0
1656,2.977604214850414e-05,0.0,0.0
1657,3.018126413475589e-05,0.0,0.0
1658,3.12863573656484e-05,0.0,0.0
1659,2.9587942792984124e-05,0.0,0.0
1660,3.1803469807657946e-05,0.0,0.0
1661,3.144729791009533e-05,0.0,0.0
1662,3.1791391458162775e-05,0.0,0.0
1663,3.3005586114346185e-05,0.0,0.0
1664,3.774039214476943e-05,0.0,0.0
1665,3.898657606831486e-05,0.0,0.0
1666,3.993588403058571e-05,0.0,0.0
1667,3.706491276846334e-05,0.0,0.0
1668,3.631216817926283e-05,0.0,0.0
1669,3.640734446110271e-05,0.0,0.0
1670,3.79615919103214e-05,0.0,0.0
1671,3.4397718731530146e-05,0.0,0.0
1672,3.659004375679485e-05,0.0,0.0
1673,3.688759924053946e-05,0.0,0.0
1674,4.457121628677539e-05,0.0,0.0
1675,4.613464781349259e-05,0.0,0.0
1676,4.474307518518929e-05,0.0,0.0
1677,4.1772003636911646e-05,0.0,0.0
1678,4.358531987236347e-05,0.0,0.0
1679,3.9498704999069946e-05,0.0,0.0
1680,4.001145056723284e-05,0.0,0.0
1681,3.5976732501045004e-05,0.0,0.0
1682,3.733111459171466e-05,0.0,0.0
1683,3.7455848931650894e-05,0.0,0.0
1684,4.469119604826639e-05,0.0,0.0
1685,4.105710546095257e-05,0.0,0.0
1686,4.216683971338041e-05,0.0,0.0
1687,4.167404534070686e-05,0.0,0.0
1688,3.965048147490181e-05,0.0,0.0
1689,3.6192893665949146e-05,0.0,0.0
1690,4.2878584021569365e-05,0.0,0.0
1691,3.6329761964485184e-05,0.0,0.0
1692,3.8930689437880316e-05,0.0,0.0
1693,3.739761554503015e-05,0.0,0.0
1694,3.581546583778358e-05,0.0,0.0
1695,3.704946253232525e-05,0.0,0.0
1696,3.861684282518192e-05,0.0,0.0
1697,3.3196735655240316e-05,0.0,0.0
1698,3.585197711280281e-05,0.0,0.0
1699,3.2562985714840966e-05,0.0,0.0
1700,3.2516664889824044e-05,0.0,0.0
1701,3.370231596428701e-05,0.0,0.0
1702,3.357521589870365e-05,0.0,0.0
1703,3.315385947644245e-05,0.0,0.0
1704,3.1818909389715244e-05,0.0,0.0
1705,3.156879886643894e-05,0.0,0.0
1706,3.2202402248263494e-05,0.0,0.0
1707,3.1843108705028757e-05,0.0,0.0
1708,3.0289407472342384e-05,0.0,0.0
1709,2.8275115255382843e-05,0.0,0.0
1710,2.92140417254164e-05,0.0,0.0
1711,2.889453103957099e-05,0.0,0.0
1712,2.585057310560452e-05,0.0,0.0
1713,2.5682186138250733e-05,0.0,0.0
1714,2.6807522122648413e-05,0.0,0.0
1715,2.8016195366425173e-05,0.0,0.0
1716,2.792235526223002e-05,0.0,0.0
1717,2.7075504476670176e-05,0.0,0.0
1718,2.834239473616305e-05,0.0,0.0
1719,2.909579676010513e-05,0.0,0.0
1720,2.8678017510433813e-05,0.0,0.0
1721,2.737790392919643e-05,0.0,0.0
1722,2.9156654168868306e-05,0.0,0.0
1723,3.191696227336901e-05,0.0,0.0
1724,3.19624972949636e-05,0.0,0.0
1725,3.2112140875791996e-05,0.0,0.0
1726,3.2917985143805186e-05,0.0,0.0
1727,3.474470966986181e-05,0.0,0.0
1728,3.601192292990163e-05,0.0,0.0
1729,3.58687258475194e-05,0.0,0.0
1730,3.3161989319653783e-05,0.0,0.0
1731,3.2913719093942617e-05,0.0,0.0
1732,3.021222697238305e-05,0.0,0.0
1733,3.0397777923748697e-05,0.0,0.0
1734,3.13131526386964e-05,0.0,0.0
1735,3.000401453131677e-05,0.0,0.0
1736,2.844439586624503e-05,0.0,0.0
1737,2.8850235789182728e-05,0.0,0.0
1738,3.094445024284401e-05,0.0,0.0
1739,3.127001036773436e-05,0.0,0.0
1740,2.998426316480618e-05,0.0,0.0
1741,3.018829556822311e-05,0.0,0.0
1742,3.106519294046198e-05,0.0,0.0
1743,3.0180240563432953e-05,0.0,0.0
1744,3.093094814435712e-05,0.0,0.0
1745,3.3505824831081554e-05,0.0,0.0
1746,3.5416991002940836e-05,0.0,0.0
1747,3.770001109972197e-05,0.0,0.0
1748,3.885731504332008e-05,0.0,0.0
1749,4.329297007643618e-05,0.0,0.0
1750,4.78001701204838e-05,0.0,0.0
1751,5.472610480085548e-05,0.0,0.0
1752,5.577819060168362e-05,0.0,0.0
1753,6.050912374381109e-05,0.0,0.0
1754,6.613663728265757e-05,0.0,0.0
1755,6.920847538692345e-05,0.0,0.0
1756,6.991325270584119e-05,0.0,0.0
1757,7.160113455029204e-05,0.0,0.0
1758,6.90769063242312e-05,0.0,0.0
1759,6.903146796893063e-05,0.0,0.0
1760,6.897453671886719e-05,0.0,0.0
1761,6.884411413921043e-05,0.0,0.0
1762,6.850568128616683e-05,0.0,0.0
1763,6.948417389399506e-05,0.0,0.0
1764,7.125091048822339e-05,0.0,0.0
1765,7.367783837253228e-05,0.0,0.0
1766,7.76299462553912e-05,0.0,0.0
1767,7.819425185776449e-05,0.0,0.0
1768,7.840380671301059e-05,0.0,0.0
1769,8.109950119562979e-05,0.0,0.0
1770,8.292293724870043e-05,0.0,0.0
1771,8.573417705650042e-05,0.0,0.0
1772,8.769608705603917e-05,0.0,5.272163658024251e-09
1773,8.749918093339406e-05,0.0,5.272163658024251e-09
1774,8.84966627511728e-05,0.0,5.272163658024251e-09
1775,8.941730629885569e-05,0.0,5.272163658024251e-09
1776,8.863927775694589e-05,0.0,5.272163658024251e-09
1777,9.010486142610066e-05,0.0,5.272163658024251e-09
1778,8.832587211925005e-05,0.0,5.272163658024251e-09
1779,8.69646662197608e-05,0.0,0.0
1780,8.768968837102875e-05,0.0,0.0
1781,8.996963671441855e-05,0.0,0.0
1782,9.299918851216457e-05,0.0,0.0
1783,9.556337317917496e-05,0.0,0.0
1784,9.634271866941293e-05,0.0,0.0
1785,9.93746445081862e-05,0.0,0.0
1786,9.757578040340118e-05,0.0,0.0
1787,9.732720770573775e-05,0.0,0.0
1788,9.924474475805514e-05,0.0,0.0
1789,9.779659116507641e-05,0.0,0.0
1790,9.954803265697722e-05,0.0,0.0
1791,0.00010157846034936873,0.0,0.0
1792,0.00010016694328182243,0.0,0.0
1793,0.00010406535355806617,0.0,0.0
1794,0.00010547389268010323,0.0,0.0
1795,0.00010418106934853963,0.0,0.0
1796,0.00010651370601928127,0.0,0.0
1797,0.00010491669880658654,0.0,5.66923650881433e-10
1798,0.00010521807001038854,0.0,5.66923650881433e-10
1799,0.00010943659019955833,0.0,1.16769324368501e-09
1800,0.00011064684284584863,0.0,1.16769324368501e-09
1801,0.00011212582882892872,0.0,1.16769324368501e-09
1802,0.00011505142174428329,0.0,1.16769324368501e-09
1803,0.00011526364999424134,0.0,1.16769324368501e-09
1804,0.00011689508599894387,0.0,6.00769592803577e-10
1805,0.00011485854442331142,0.0,6.00769592803577e-10
1806,0.00011423130074815293,0.0,5.171002039259877e-10
1807,0.00011338290642015636,0.0,7.263214315703489e-10
1808,0.00011464350973255932,2.35363189255671e-10,9.6168462082602e-10
1809,0.00011630790686467662,4.162880040681216e-10,2.590008001719062e-09
1810,0.00011697824811562896,4.162880040681216e-10,2.590008001719062e-09
1811,0.00011869551235577092,4.162880040681216e-10,2.590008001719062e-09
1812,0.00012095920205216057,4.162880040681216e-10,2.590008001719062e-09
1813,0.00011976319677030136,4.162880040681216e-10,2.0729077977930744e-09
1814,0.00012339706881903112,4.162880040681216e-10,2.281602843165079e-09
1815,0.00012384280229785612,1.809248148124506e-10,2.0462396539094082e-09
1816,0.00012168611387356318,0.0,4.1791627301636577e-10
1817,0.00012096367364782574,0.0,4.1791627301636577e-10
1818,0.00012074465485056862,0.0,5.969511393136681e-10
1819,0.00011994614656681993,0.0,5.969511393136681e-10
1820,0.0001200774620104182,0.0,7.443480752402008e-10
1821,0.00011807051383324765,0.0,7.120945737832634e-10
1822,0.00011586890052837719,0.0,7.120945737832634e-10
1823,0.00011623417542848204,0.0,7.120945737832634e-10
1824,0.00011637896594558177,0.0,7.120945737832634e-10
1825,0.00011531674473579707,0.0,9.129101125842404e-10
1826,0.00011565507780427911,1.1849824296409191e-10,9.129101125842404e-10
1827,0.0001162467067063387,1.1849824296409191e-10,7.655131766577077e-10
1828,0.00011715449571576235,1.1849824296409191e-10,9.314969430716603e-10
1829,0.00011654466548601963,1.1849824296409191e-10,1.0017712215315555e-09
1830,0.00011697430454660207,1.1849824296409191e-10,1.0017712215315555e-09
1831,0.00011797488904059199,1.1849824296409191e-10,1.0017712215315555e-09
1832,0.00011958398785541899,1.1849824296409191e-10,6.219208164332762e-10
1833,0.00012131242276934375,0.0,6.219208164332762e-10
1834,0.00012131575307908602,0.0,7.049810100769247e-10
1835,0.00012201723542862705,8.37834008520539e-11,3.2090127380765155e-10
1836,0.00012344506311429932,8.37834008520539e-11,7.76055267667378e-10
1837,0.00012279615475563332,8.37834008520539e-11,1.5504693877994263e-09
1838,0.00012129093582708654,8.37834008520539e-11,1.6267951351091524e-09
1839,0.00011913091397478379,8.37834008520539e-11,1.6267951351091524e-09
1840,0.00011816090097584362,8.37834008520539e-11,2.382654763964455e-09
1841,0.00011677045612097052,8.37834008520539e-11,2.369572181328193e-09
1842,0.00011524082635462816,0.0,2.202005379624085e-09
1843,0.00011373817687854171,0.0,1.7421516372375022e-09
1844,0.00011264093336649239,0.0,1.0345203741276725e-09
1845,0.00011276937064914299,0.0,9.581946268179463e-10
1846,0.00011235392386359828,0.0,1.1538561296907191e-09
1847,0.00011035384107214798,0.0,3.979965008354165e-10
1848,0.00010978454312342884,0.0,3.8270656485143005e-10
1849,0.00010874635855933385,0.0,5.976647113722525e-10
1850,0.00010902818446213911,0.0,1.2441388237099155e-09
1851,0.0001085364118417991,3.2500015377325195e-10,1.3166417559392789e-09
1852,0.00010765670594992116,3.2500015377325195e-10,1.5188880391520903e-09
1853,0.0001069892303868463,3.2500015377325195e-10,1.8058199300975885e-09
1854,0.00010643966691402187,3.2500015377325195e-10,1.8563217907274776e-09
1855,0.00010591447270209236,3.2500015377325195e-10,1.8016341157040777e-09
1856,0.00010543734554500719,3.2500015377325195e-10,1.6363747737787752e-09
1857,0.00010444882147047403,3.2500015377325195e-10,9.724603582712226e-10
1858,0.00010392482779155086,0.0,1.0059851126723425e-09
1859,0.00010372455082168537,0.0,1.0474563835341906e-09
1860,0.00010373635138551305,0.0,5.648629897159196e-10
1861,0.00010360013090706031,0.0,6.838211623933737e-10
1862,0.00010327853877762598,0.0,6.838211623933737e-10
1863,0.00010295858165980982,0.0,7.773360050882567e-10
1864,0.00010230430364442457,1.88380485813663e-10,7.762968997785233e-10
1865,0.00010168970662302204,1.88380485813663e-10,6.91939458111587e-10
1866,0.00010103143618575164,2.326201057175784e-10,7.136596234604196e-10
1867,0.00010038063503868346,2.326201057175784e-10,8.43296995726003e-10
1868,0.00010019123458602865,2.326201057175784e-10,6.738369624186597e-10
1869,0.00010078519907048238,2.7220599187392583e-10,1.2280393606773593e-09
1870,0.00010086463693629153,2.7220599187392583e-10,1.1692986341087825e-09
1871,0.00010104178467632405,8.382550606026281e-11,1.1627795750067195e-09
1872,0.00010134776883725343,8.382550606026281e-11,1.2790850323352032e-09
1873,0.00010151711882956858,7.859463873367239e-11,1.052656065489036e-09
1874,0.00010134419114495228,7.859463873367239e-11,9.627594079107483e-10
1875,0.00010123412045816491,7.859463873367239e-11,9.627594079107483e-10
1876,0.00010010007619192558,3.900875257732496e-11,5.618849473000762e-10
1877,9.91536955033163e-05,3.900875257732496e-11,5.123636990868517e-10
1878,9.817903836457325e-05,3.900875257732496e-11,5.4435835601068e-10
1879,9.717316009170775e-05,3.900875257732496e-11,3.74513610599893e-10
1880,9.627485373390041e-05,0.0,3.6839154147840144e-10
1881,9.574152708020327e-05,0.0,3.6021642216673856e-10
1882,9.468298334728129e-05,0.0,3.6021642216673856e-10
1883,9.390743694634043e-05,0.0,2.0688848451871118e-10
1884,9.324847009598411e-05,3.051090729273247e-11,1.7193681201010946e-10
1885,9.27835759024934e-05,3.051090729273247e-11,2.444824878259208e-10
1886,9.200242701418964e-05,3.051090729273247e-11,2.0956867392245877e-10
1887,9.137169295822137e-05,3.051090729273247e-11,1.7668199046662536e-10
1888,9.100434441019647e-05,3.051090729273247e-11,2.2612492037562707e-10
1889,9.053822889524912e-05,3.051090729273247e-11,3.046376087897532e-10
1890,8.986736377534856e-05,3.051090729273247e-11,5.57594502316659e-10
1891,9.011622751131654e-05,2.5605051808977717e-11,6.600147095525699e-10
1892,8.977155708375253e-05,2.5605051808977717e-11,5.823130628484258e-10
1893,8.964344514034954e-05,2.5605051808977717e-11,5.823130628484258e-10
1894,8.916775134691437e-05,6.978859751998507e-11,6.264966085594332e-10
1895,8.854465704644099e-05,6.978859751998507e-11,5.666592909189408e-10
1896,8.760306289851931e-05,2.054515704389256e-10,6.431900091895062e-10
1897,8.729901830000537e-05,2.2402832565239705e-10,4.2738662608954314e-10
1898,8.727977131327082e-05,2.1646144202477505e-10,3.249664188536323e-10
1899,8.751859838542129e-05,3.4395878803891323e-10,2.9397948361368064e-10
1900,8.747928534700935e-05,5.608060424774511e-10,3.1205008815022543e-10
1901,8.7763717082063e-05,5.337591836772151e-10,2.8500322934998934e-10
1902,8.805987246367814e-05,5.337591836772151e-10,3.1548689256271397e-10
1903,8.902038721966424e-05,4.459136433115114e-10,2.2420006525905985e-10
1904,8.94760076854644e-05,5.700205466371447e-10,2.34607775666846e-10
1905,8.937715964358566e-05,5.672292407602317e-10,2.9559522488461655e-10
1906,8.959741327479216e-05,5.483367975947903e-10,3.2122735622268957e-10
1907,8.994575390326125e-05,3.461397170873808e-10,4.0570797316912584e-10
1908,9.01959668096554e-05,4.936964795310139e-10,5.258158194568604e-10
1909,9.018576383823529e-05,5.21258497675005e-10,5.568470050145078e-10
1910,8.9930380844245e-05,5.698582964635307e-10,5.481859847008711e-10
1911,8.983574246355732e-05,5.3899809318184e-10,5.285806276804956e-10
1912,8.900130134341972e-05,6.102358757198445e-10,5.396637184748191e-10
1913,8.847192969239716e-05,5.588226488693695e-10,5.49093366013815e-10
1914,8.753595570202119e-05,6.172549197959652e-10,5.050081027960626e-10
1915,8.662857102795638e-05,5.003776381335661e-10,5.271508031677387e-10
1916,8.614181154241254e-05,6.233342492960909e-10,8.207612962290207e-10
1917,8.593522008076044e-05,5.688142219144915e-10,7.935972058075486e-10
1918,8.540017110395379e-05,5.145117229091564e-10,8.375425412733759e-10
1919,8.534623027246977e-05,5.27467303961566e-10,8.791179748454273e-10
1920,8.427513551266332e-05,6.094855572616861e-10,1.016443284699139e-09
1921,8.428831746901519e-05,6.207379372418537e-10,1.0704237595510995e-09
1922,8.34443375684454e-05,6.212243616346821e-10,1.0800955943127529e-09
1923,8.281672489829361e-05,5.9347295728556e-10,7.037990448369566e-10
1924,8.126141619868577e-05,6.004188138738645e-10,7.247106367394959e-10
1925,8.017510637208553e-05,5.428978576217856e-10,6.988197877509452e-10
1926,7.898091904020735e-05,4.43457631726929e-10,6.310197404284829e-10
1927,7.847390017039808e-05,3.497244597091712e-10,4.904199705065995e-10
1928,7.7050066985456e-05,2.6538963487127935e-10,5.148304600093618e-10
1929,7.671287936058693e-05,2.1708704278644575e-10,4.469145807396911e-10
1930,7.557294988406024e-05,1.2154721078833878e-10,6.647337244139858e-10
1931,7.570540869242645e-05,9.89371600519056e-11,6.15890663865518e-10
1932,7.53328318491445e-05,1.2258040614300724e-10,5.698803135738878e-10
1933,7.529606019878494e-05,1.2258040614300724e-10,5.935358633151517e-10
1934,7.494839207668389e-05,1.2203939842818963e-10,5.253207313593578e-10
1935,7.4929059857303e-05,2.3315106591402316e-10,3.884638087394064e-10
1936,7.46609699230508e-05,2.5408849825746063e-10,3.2919548436411665e-10
1937,7.43710926534342e-05,2.2686110529817379e-10,1.5626117463466268e-10
1938,7.351713221786278e-05,2.2238034628038354e-10,3.0852693019437337e-10
1939,7.297636433837138e-05,3.729952795041212e-10,3.334209555275588e-10
1940,7.261590508278459e-05,3.729952795041212e-10,4.960588348820341e-10
1941,7.234091546186911e-05,3.832166706978819e-10,6.063731164010885e-10
1942,7.210187426868028e-05,2.7210500321204837e-10,6.063731164010885e-10
1943,7.171193699053089e-05,3.155275485333675e-10,7.146715223584264e-10
1944,7.19628608619262e-05,3.72441514137226e-10,8.215572686439846e-10
1945,7.247755066990586e-05,4.2576694550941086e-10,7.255997727265548e-10
1946,7.246680096224216e-05,2.8460497450818624e-10,7.503500598637913e-10
1947,7.238433941633307e-05,4.336177607454163e-10,6.506665127327591e-10
1948,7.255744172393211e-05,4.126606199607506e-10,6.087522311634278e-10
1949,7.304713445981699e-05,4.2966678231210713e-10,6.767768805688539e-10
1950,7.299991037663338e-05,4.499066793720427e-10,7.634832686699764e-10
1951,7.256455033452116e-05,4.2609091057053764e-10,8.930473582857701e-10
1952,7.212102458912082e-05,3.6669717758318146e-10,9.308427917353868e-10
1953,7.244026034771065e-05,3.4929020588579466e-10,9.439554257298762e-10
1954,7.258667860047094e-05,2.1479337554618028e-10,9.566591844098075e-10
1955,7.248972230757187e-05,2.385703836863381e-10,1.0187074556926896e-09
1956,7.186446081115199e-05,2.3503222681567747e-10,1.0718948546222557e-09
1957,7.182324355069016e-05,2.0140725496117388e-10,9.242212749084797e-10
1958,7.200462174036406e-05,1.9211267398328806e-10,7.738064911055886e-10
1959,7.21385793959988e-05,2.1031054279038334e-10,8.378179380422576e-10
1960,7.1998914271327e-05,2.052091671192865e-10,8.703517430573373e-10
1961,7.187519076978788e-05,2.132043490167744e-10,8.377478631439925e-10
1962,7.157916843425483e-05,2.1643787754107739e-10,8.807294496878829e-10
1963,7.178022393158503e-05,2.7229686858484415e-10,9.179791054287583e-10
1964,7.16420607724493e-05,2.8427513616900516e-10,1.053605781984958e-09
1965,7.191582491421806e-05,3.309921731539259e-10,1.1606930971908014e-09
1966,7.165253503314619e-05,3.5866185715827115e-10,1.2399908877469557e-09
1967,7.128553988877684e-05,3.92297391000567e-10,1.2950596706140516e-09
1968,7.077278548552255e-05,4.672082125940185e-10,1.3330651820504207e-09
1969,7.018089257014384e-05,4.778127615789884e-10,1.3840574718061914e-09
1970,6.911515083629638e-05,4.347942918401872e-10,1.436063982015615e-09
1971,6.821719684272207e-05,4.523992291893819e-10,1.3902492331955126e-09
1972,6.660046554835779e-05,4.0796491185268735e-10,1.3522372745354362e-09
1973,6.512770934412921e-05,4.0419208852909046e-10,1.4037177293551346e-09
1974,6.393084965696159e-05,4.903287418946332e-10,1.4407507567934123e-09
1975,6.2549134911803e-05,4.902207806356529e-10,1.4929270676842877e-09
1976,6.147268660632628e-05,4.987700054557922e-10,1.413160683710097e-09
1977,6.057501429625388e-05,4.965407113255438e-10,1.4515112128116974e-09
1978,5.968770606809163e-05,5.383815357814673e-10,1.4030520634200627e-09
1979,5.903319782061901e-05,5.529337047750969e-10,1.3656108386962883e-09
1980,5.860823148395866e-05,5.26502335776843e-10,1.2256171712442055e-09
1981,5.8134720997518995e-05,4.4192108107830666e-10,1.2060801801716536e-09
1982,5.777834251473125e-05,3.890760511390415e-10,1.1145150992573706e-09
1983,5.771883245740485e-05,4.0494431815688413e-10,1.1401169690878582e-09
1984,5.767665632967172e-05,4.2496864757371865e-10,1.1706207590579864e-09
1985,5.775484740817254e-05,3.387400915322303e-10,1.220913774841697e-09
1986,5.777044082476225e-05,3.7409569489784845e-10,1.2725249663527093e-09
1987,5.811119107030598e-05,4.564353339731042e-10,1.2239372610649874e-09
1988,5.839740697410889e-05,4.2451936014106396e-10,1.2570925808244989e-09
1989,5.891598266316578e-05,4.39918498454769e-10,1.2723083777009337e-09
1990,5.906851220061071e-05,3.769732304093054e-10,1.2551723708017652e-09
1991,5.934528806912047e-05,3.5257747316957174e-10,1.054681056774801e-09
1992,5.958570857598845e-05,4.3092932991825196e-10,9.501773336393983e-10
1993,6.035627770220994e-05,3.6781794078764666e-10,9.42135623484473e-10
1994,6.1022596907735404e-05,2.9965289971567444e-10,1.0369175042411273e-09
1995,6.19717247900553e-05,3.2411286947959487e-10,9.061650556902683e-10
1996,6.298797078280976e-05,2.894529199659601e-10,8.743074201130899e-10
1997,6.418123510749345e-05,2.849282337846759e-10,8.189787102454358e-10
1998,6.534730294203785e-05,2.8255379187174563e-10,8.21036516551743e-10
1999,6.732426741759159e-05,1.8430129149006802e-10,8.694229859860871e-10
2000,6.918756012705021e-05,1.921882900839706e-10,7.359934963067718e-10
2001,7.08767828265471e-05,1.4666638241202434e-10,6.118898245231565e-10
2002,7.207480458808797e-05,1.673976840080701e-10,6.006854735840506e-10
2003,7.368680858884804e-05,1.4734766432782694e-10,5.732106654411848e-10
2004,7.4966367849681e-05,1.3877122516579655e-10,5.4606939208541e-10
2005,7.626973300440503e-05,1.3137504923218683e-10,5.645522343262449e-10
