ngram,economics,economcs,economis,economcis
1955,1.952416226101507e-05,6.953291117487278e-10,7.187361182405181e-09,6.969901887786203e-10
1956,1.9707320201892537e-05,6.769537153061833e-10,7.298988461254144e-09,6.077366080619357e-10
1957,1.99410613796707e-05,7.663747652359681e-10,7.617489940413082e-09,6.800227117520485e-10
1958,2.0103676693647037e-05,7.338437318133678e-10,7.820844987500258e-09,6.02491666675967e-10
1959,2.0451591418740073e-05,7.344815549410149e-10,7.516095618902746e-09,7.110410474694565e-10
1960,2.0374036466819234e-05,7.356368847410977e-10,7.182485653852869e-09,6.494394268395456e-10
1961,2.067781393374649e-05,7.738268121520215e-10,7.409839218399026e-09,6.621694026431868e-10
1962,2.0557410087868838e-05,7.931713619235836e-10,7.60116674365057e-09,6.294461975451884e-10
1963,2.072418698974486e-05,7.377221532069354e-10,7.567195441688618e-09,6.575805812568194e-10
1964,2.098019233796679e-05,7.594207643687615e-10,7.193646376992189e-09,5.86361122355074e-10
1965,2.1138682443831514e-05,7.642589259861308e-10,7.089501049709465e-09,6.383614153155597e-10
1966,2.1044391749975538e-05,8.962350702848962e-10,7.020277375297772e-09,5.493003710618386e-10
1967,2.1242353925897207e-05,1.0574400006418167e-09,7.473673806807873e-09,4.540096195818474e-10
1968,2.1341282782876597e-05,1.1365896240051703e-09,7.414040492648155e-09,5.040102700272695e-10
1969,2.1427147657959722e-05,1.206357751788139e-09,7.277677064162649e-09,4.1872161293809995e-10
1970,2.1628665178598438e-05,1.3200560961783886e-09,7.48417677038609e-09,3.4485723007396784e-10
1971,2.1605845696675325e-05,1.328243610337105e-09,7.605121167740338e-09,4.969377132013619e-10
1972,2.1687855873356705e-05,1.292265461305675e-09,7.766228993233426e-09,3.996129102227083e-10
1973,2.2105191029757926e-05,1.1472645214790793e-09,7.760408696607816e-09,4.3872749480985563e-10
1974,2.2345394817031255e-05,9.803913712604283e-10,7.242182599652227e-09,4.876125138584899e-10
1975,2.2599966022036305e-05,1.3081827526002193e-09,7.10025340109967e-09,4.299910189813667e-10
1976,2.2842919341720907e-05,1.2671452855249144e-09,7.003386569083756e-09,4.834246733079592e-10
1977,2.3001295370964465e-05,1.3150084116857791e-09,6.4892627144834995e-09,5.205843375425242e-10
1978,2.3164642698247917e-05,1.3162998072476943e-09,6.2580002132709265e-09,4.6475623349806483e-10
1979,2.319492991123947e-05,1.3941703505945417e-09,5.8689162736007864e-09,5.036915051714885e-10
1980,2.2931130193423348e-05,1.5005477733381107e-09,5.620836938748295e-09,4.450782896998311e-10
1981,2.2547770900668445e-05,1.5558914077752816e-09,5.411811189657913e-09,4.496018616930085e-10
1982,2.2219779566512443e-05,1.1802272413343117e-09,5.322301647022901e-09,4.750598148988467e-10
1983,2.20932891222349e-05,1.296560953838772e-09,5.2273973086666305e-09,4.2430552722143895e-10
1984,2.1484200000746307e-05,1.224832283216618e-09,5.1298208220933765e-09,4.1087257405893393e-10
1985,2.102662697974925e-05,1.34283679414133e-09,4.899788003902878e-09,3.328039510641645e-10
1986,2.0662305489947486e-05,1.3578732424183011e-09,4.7303262259593535e-09,3.161422314411157e-10
1987,2.076592863886617e-05,1.4462742749442116e-09,4.528453104565447e-09,3.673432490731392e-10
1988,2.0680853724895443e-05,1.3914164344517944e-09,4.355393981977532e-09,3.832487521782113e-10
1989,2.0712489068890655e-05,1.59042676647506e-09,4.282300260425944e-09,3.0913379990758575e-10
1990,2.045953988272231e-05,1.4866958220061122e-09,4.035446928999217e-09,2.928387017003027e-10
1991,2.075320636712214e-05,1.4424482719377352e-09,3.89020304858434e-09,2.734495645790551e-10
1992,2.0765995681618472e-05,1.4203037952092196e-09,3.743244888657468e-09,2.627285730242132e-10
1993,2.0650258582983433e-05,1.3911686009520403e-09,3.5517437879661884e-09,2.7234091965715786e-10
1994,2.0264458466304598e-05,1.2344074492734843e-09,3.2885874975566563e-09,2.639944175962329e-10
1995,2.0149476508127657e-05,1.2464932260972513e-09,3.849245462055657e-09,2.521645075288197e-10
1996,1.9816350426741076e-05,9.103929118506723e-10,3.497046430211981e-09,2.7737266451919954e-10
1997,1.945825923550209e-05,8.750365908051703e-10,3.36195569796059e-09,2.9857288467002464e-10
1998,1.904597983022021e-05,8.657762364171009e-10,3.1828440518109703e-09,2.8226842490359465e-10
1999,1.9133093571456682e-05,7.124458324879259e-10,2.9933114082630094e-09,2.6766552863044524e-10
2000,1.8830040841878925e-05,6.74387807502492e-10,2.8571186686373753e-09,2.2527058195022575e-10
2001,1.8623323090391102e-05,6.109035697944774e-10,2.7615774270525353e-09,1.7181314159096595e-10
2002,1.84593640629568e-05,5.838692188461384e-10,1.8828259110545022e-09,1.2506606514306462e-10
2003,1.825579030472519e-05,5.879046099150592e-10,1.7671860165689525e-09,1.256485951990032e-10
2004,1.8272566843994093e-05,5.304840614403109e-10,1.6686093142124848e-09,1.2645927212142005e-10
2005,1.7998517900455875e-05,4.944258098176541e-10,1.4625676542883476e-09,1.2322249619477e-10
2006,1.7491243852418847e-05,4.1656368434038274e-10,1.3572024298064938e-09,1.1237600780478196e-10
2007,1.7363182061152266e-05,3.601458853363937e-10,1.2625651080178102e-09,9.679872032898805e-11
2008,1.692900267309077e-05,3.2487112454547354e-10,1.1876032141826848e-09,1.0760122951377785e-10
2009,1.6482302401397775e-05,2.704547682038808e-10,1.0743800611073035e-09,1.010128010502693e-10
2010,1.6368773815754268e-05,2.3205625962474663e-10,9.76298216873569e-10,7.52221140039509e-11
2011,1.5906181033642497e-05,2.10253479805094e-10,8.121764610053666e-10,3.9896292370968285e-11
2012,1.5746985679600455e-05,1.3075598391730304e-10,7.498123273068963e-10,2.0021918399020552e-11
2013,1.5893947810192393e-05,1.0008100300876573e-10,6.75271604506327e-10,3.072396379969319e-11
2014,1.5630434453279512e-05,1.0978685817595947e-10,6.245674017651177e-10,3.072396379969319e-11
2015,1.5360194083768874e-05,1.0449577859751789e-10,5.090012062629918e-10,2.0281395858380767e-11
2016,1.5432375351208195e-05,9.001086929376939e-11,4.656174097077732e-10,2.8649688276522715e-11
2017,1.5254643737231769e-05,7.157919569567017e-11,3.8082909973683837e-10,3.3424636322609835e-11
2018,1.535348710604012e-05,5.989761117652925e-11,3.335071552257318e-10,4.01095635871318e-11
2019,1.535381079520448e-05,7.487201397066157e-11,3.608154400258634e-10,5.013695448391475e-11
