ngram,minimum,minmum,miimum,minmum
1615,7.049856825298255e-06,0.0,0.0,0.0
1616,6.106486953935278e-06,0.0,0.0,0.0
1617,6.106486953935278e-06,0.0,0.0,0.0
1618,2.1754690838601424e-06,0.0,0.0,0.0
1619,2.1315373552559843e-06,0.0,0.0,0.0
1620,6.4042392133550104e-06,0.0,0.0,0.0
1621,6.582657208907351e-06,0.0,0.0,0.0
1622,5.89111911202573e-06,0.0,0.0,0.0
1623,7.507604323109263e-06,0.0,0.0,0.0
1624,2.0499505386136923e-05,0.0,0.0,0.0
1625,1.9514734016671093e-05,0.0,0.0,0.0
1626,1.9289665017043133e-05,0.0,0.0,0.0
1627,1.4857152677905106e-05,0.0,0.0,0.0
1628,2.3326269553893197e-05,0.0,0.0,0.0
1629,2.325592114565162e-05,0.0,0.0,0.0
1630,2.2760672956272693e-05,0.0,0.0,0.0
1631,9.768771893245035e-06,0.0,0.0,0.0
1632,9.768771893245035e-06,0.0,0.0,0.0
1633,9.905864690803615e-06,0.0,0.0,0.0
1634,2.1877425995496325e-05,0.0,0.0,0.0
1635,1.3394530550872982e-05,0.0,0.0,0.0
1636,1.8084128458083016e-05,0.0,0.0,0.0
1637,1.7036051563731496e-05,0.0,0.0,0.0
1638,1.7036051563731496e-05,0.0,0.0,0.0
1639,2.4355853059075472e-05,0.0,0.0,0.0
1640,2.452718443432137e-05,0.0,0.0,0.0
1641,1.2675067304306659e-05,0.0,0.0,0.0
1642,1.2510427877389572e-05,0.0,0.0,0.0
1643,7.820829970179538e-06,0.0,0.0,0.0
1644,7.930992775787413e-06,0.0,0.0,0.0
1645,8.176576938824707e-06,0.0,0.0,0.0
1646,1.3604675115987317e-06,0.0,0.0,0.0
1647,1.2601344435227344e-06,0.0,0.0,0.0
1648,1.5074841550293577e-06,0.0,0.0,0.0
1649,1.7421674718726926e-06,0.0,0.0,0.0
1650,1.873927885753801e-06,0.0,0.0,0.0
1651,1.7336050340028514e-06,0.0,0.0,0.0
1652,1.4880208709655562e-06,0.0,0.0,0.0
1653,9.84328802847553e-07,0.0,0.0,0.0
1654,7.762376981190755e-07,0.0,0.0,0.0
1655,4.0944381193444966e-07,0.0,0.0,0.0
1656,7.637558253138974e-07,0.0,0.0,0.0
1657,7.710175720733657e-07,0.0,0.0,0.0
1658,2.4437177899017115e-06,0.0,0.0,0.0
1659,2.4437177899017115e-06,0.0,0.0,0.0
1660,2.4437177899017115e-06,0.0,0.0,0.0
1661,2.4437177899017115e-06,0.0,0.0,0.0
1662,2.4437177899017115e-06,0.0,0.0,0.0
1663,2.1831973526786896e-06,0.0,0.0,0.0
1664,2.2799930710399555e-06,0.0,0.0,0.0
1665,6.083843889622845e-07,0.0,0.0,0.0
1666,6.483327865680621e-07,0.0,0.0,0.0
1667,9.404036274775405e-07,0.0,0.0,0.0
1668,1.1154164911074207e-06,0.0,0.0,0.0
1669,1.2052787659350933e-06,0.0,0.0,0.0
1670,9.154530411186508e-07,0.0,0.0,0.0
1671,7.187453547885525e-07,0.0,0.0,0.0
1672,7.976567409124462e-07,0.0,0.0,0.0
1673,7.577083433066686e-07,0.0,0.0,0.0
1674,4.981680267032321e-07,0.0,0.0,0.0
1675,3.9179216214181777e-07,0.0,0.0,0.0
1676,3.0192988731414516e-07,0.0,0.0,0.0
1677,2.6328071913082697e-07,0.0,0.0,0.0
1678,2.640076693134168e-07,0.0,0.0,0.0
1679,1.64076435485835e-07,0.0,0.0,0.0
1680,2.3648415086492086e-07,0.0,0.0,0.0
1681,3.963096097387668e-06,0.0,0.0,0.0
1682,3.914620131289277e-06,0.0,0.0,0.0
1683,3.914620131289277e-06,0.0,0.0,0.0
1684,5.492585383340806e-06,0.0,0.0,0.0
1685,5.937688216915506e-06,0.0,0.0,0.0
1686,5.997504067473918e-06,0.0,0.0,0.0
1687,5.966296441783925e-06,0.0,0.0,0.0
1688,2.3003371276380288e-06,0.0,0.0,0.0
1689,2.280176094667955e-06,0.0,0.0,0.0
1690,2.404797835911917e-06,0.0,0.0,0.0
1691,8.268325838603882e-07,0.0,0.0,0.0
1692,3.655606519714638e-07,0.0,0.0,0.0
1693,3.4537541994593214e-07,0.0,0.0,0.0
1694,3.041753302568395e-07,0.0,0.0,0.0
1695,5.211282427808328e-07,0.0,0.0,0.0
1696,5.841120257952883e-07,0.0,0.0,0.0
1697,2.1125821376699605e-06,0.0,0.0,0.0
1698,7.246361146176891e-06,2.0742541145019848e-08,0.0,2.0742541145019848e-08
1699,7.288040803489691e-06,2.0742541145019848e-08,0.0,2.0742541145019848e-08
1700,7.225338415699818e-06,2.0742541145019848e-08,0.0,2.0742541145019848e-08
1701,7.264005453017879e-06,2.0742541145019848e-08,0.0,2.0742541145019848e-08
1702,7.2654835443180284e-06,2.0742541145019848e-08,0.0,2.0742541145019848e-08
1703,7.290829440112897e-06,2.0742541145019848e-08,0.0,2.0742541145019848e-08
1704,5.672384653670244e-06,2.0742541145019848e-08,0.0,2.0742541145019848e-08
1705,7.583929654434282e-07,0.0,0.0,0.0
1706,1.0142313686044093e-06,0.0,0.0,0.0
1707,1.1114509927015855e-06,0.0,0.0,0.0
1708,1.1499508941272194e-06,0.0,0.0,0.0
1709,9.225118487522974e-07,0.0,0.0,0.0
1710,1.0407624578030145e-06,0.0,0.0,0.0
1711,1.03519237727921e-06,0.0,0.0,0.0
1712,8.371318967549866e-07,0.0,0.0,0.0
1713,5.592178524693736e-07,0.0,0.0,0.0
1714,1.5053037673494276e-06,0.0,0.0,0.0
1715,1.450781535286946e-06,0.0,0.0,0.0
1716,1.3931712946454615e-06,0.0,0.0,0.0
1717,1.1865910067854202e-06,0.0,0.0,0.0
1718,1.1884810464022979e-06,0.0,0.0,0.0
1719,1.212848303566716e-06,0.0,0.0,0.0
1720,1.1786373710671277e-06,0.0,0.0,0.0
1721,1.791321224686726e-07,0.0,0.0,0.0
1722,1.8720116626371106e-06,0.0,0.0,0.0
1723,1.8763226695536365e-06,0.0,0.0,0.0
1724,1.9643864673314837e-06,0.0,0.0,0.0
1725,1.98489011385813e-06,0.0,0.0,0.0
1726,2.258170928217039e-06,0.0,0.0,0.0
1727,2.3585932536564414e-06,0.0,0.0,0.0
1728,2.3342316422615894e-06,0.0,0.0,0.0
1729,6.314513488600174e-07,0.0,0.0,0.0
1730,6.578581316521845e-07,0.0,0.0,0.0
1731,6.394617254760046e-07,0.0,0.0,0.0
1732,8.25814952674721e-07,0.0,0.0,0.0
1733,7.171831352284894e-07,0.0,0.0,0.0
1734,8.244924093300401e-07,0.0,0.0,0.0
1735,1.0960653997114735e-06,0.0,0.0,0.0
1736,1.1219077212639865e-06,0.0,0.0,0.0
1737,1.1061548264024168e-06,0.0,0.0,0.0
1738,1.4373900358220583e-06,0.0,0.0,0.0
1739,1.6486635437169234e-06,0.0,0.0,0.0
1740,1.6026405782148295e-06,0.0,0.0,0.0
1741,1.700739440073968e-06,0.0,0.0,0.0
1742,1.4543693761684802e-06,0.0,0.0,0.0
1743,1.5795167850488464e-06,0.0,0.0,0.0
1744,1.5870916781425746e-06,0.0,0.0,0.0
1745,1.343978482282182e-06,0.0,0.0,0.0
1746,9.147929834593274e-07,0.0,0.0,0.0
1747,8.207784349321758e-07,0.0,0.0,0.0
1748,1.1464796289471581e-06,0.0,0.0,0.0
1749,1.1613013880053456e-06,0.0,0.0,0.0
1750,1.6474177795901466e-06,0.0,0.0,0.0
1751,1.6911107211724032e-06,0.0,0.0,0.0
1752,1.993354942442238e-06,0.0,0.0,0.0
1753,2.3305270571784476e-06,0.0,0.0,0.0
1754,2.498313400727576e-06,0.0,0.0,0.0
1755,1.9001070005028202e-06,0.0,0.0,0.0
1756,2.1472261469820557e-06,0.0,0.0,0.0
1757,1.7592566743067955e-06,0.0,0.0,0.0
1758,1.7006425017435895e-06,0.0,0.0,0.0
1759,1.804173629287626e-06,0.0,0.0,0.0
1760,1.51362378021856e-06,0.0,0.0,0.0
1761,1.58877097484427e-06,0.0,0.0,0.0
1762,1.822690543511791e-06,0.0,0.0,0.0
1763,1.6069456186024972e-06,0.0,0.0,0.0
1764,1.5783514299982926e-06,0.0,0.0,0.0
1765,1.6149058004495082e-06,0.0,0.0,0.0
1766,1.2724094387652128e-06,0.0,0.0,0.0
1767,1.3619338850341073e-06,0.0,0.0,0.0
1768,1.3755246917363756e-06,0.0,0.0,0.0
1769,1.1510051527758541e-06,0.0,0.0,0.0
1770,1.4435961434498625e-06,0.0,0.0,0.0
1771,1.6578591766704318e-06,0.0,0.0,0.0
1772,2.3067717255084323e-06,0.0,0.0,0.0
1773,2.4723867641439156e-06,0.0,0.0,0.0
1774,2.372449870335913e-06,0.0,0.0,0.0
1775,2.102993728872856e-06,0.0,0.0,0.0
1776,2.1000299657966285e-06,0.0,0.0,0.0
1777,1.923782966579373e-06,0.0,0.0,0.0
1778,1.5429809699136449e-06,0.0,0.0,0.0
1779,8.745643315575892e-07,0.0,0.0,0.0
1780,5.747990923867161e-07,0.0,0.0,0.0
1781,6.56378582724366e-07,0.0,0.0,0.0
1782,7.216184079490111e-07,0.0,0.0,0.0
1783,7.597797174899565e-07,0.0,0.0,0.0
1784,6.524664643490854e-07,0.0,0.0,0.0
1785,6.957513392080727e-07,0.0,0.0,0.0
1786,3.520368717805208e-06,0.0,0.0,0.0
1787,3.7080376955600514e-06,0.0,0.0,0.0
1788,3.6905392692330807e-06,0.0,0.0,0.0
1789,3.651289367618509e-06,0.0,0.0,0.0
1790,3.619547827936133e-06,0.0,0.0,0.0
1791,3.640221755014344e-06,0.0,0.0,0.0
1792,3.6346625823365945e-06,0.0,0.0,0.0
1793,9.284072908550505e-07,0.0,0.0,0.0
1794,7.306650096389993e-07,0.0,0.0,0.0
1795,7.620653873021053e-07,0.0,0.0,0.0
1796,8.366446755709538e-07,0.0,0.0,0.0
1797,1.0966118111355172e-06,0.0,0.0,0.0
1798,1.4216352042240032e-06,0.0,0.0,0.0
1799,1.5358421754691726e-06,0.0,0.0,0.0
1800,1.4922155336145288e-06,0.0,0.0,0.0
1801,1.7715197730337553e-06,0.0,0.0,0.0
1802,1.971993437369487e-06,0.0,0.0,0.0
1803,2.333481396427877e-06,0.0,0.0,0.0
1804,2.4005340232439006e-06,0.0,0.0,0.0
1805,2.178291034787045e-06,0.0,0.0,0.0
1806,2.2427232611984697e-06,0.0,0.0,0.0
1807,2.395646008933129e-06,0.0,0.0,0.0
1808,2.291570857388641e-06,0.0,0.0,0.0
1809,2.227164470371333e-06,0.0,0.0,0.0
1810,1.9551286283915814e-06,2.17937652052009e-10,0.0,2.17937652052009e-10
1811,1.9778819120931857e-06,2.17937652052009e-10,0.0,2.17937652052009e-10
1812,2.108802310171346e-06,2.17937652052009e-10,0.0,2.17937652052009e-10
1813,2.134311200409554e-06,2.17937652052009e-10,0.0,2.17937652052009e-10
1814,2.263305581046942e-06,2.17937652052009e-10,0.0,2.17937652052009e-10
1815,2.348262147019601e-06,2.17937652052009e-10,1.9314070977470366e-10,2.17937652052009e-10
1816,2.468512190846793e-06,7.884558244392841e-10,1.9314070977470366e-10,7.884558244392841e-10
1817,2.4900754656950345e-06,7.418657434397704e-10,1.9314070977470366e-10,7.418657434397704e-10
1818,2.4205713283923354e-06,7.418657434397704e-10,1.9314070977470366e-10,7.418657434397704e-10
1819,2.4638649977402693e-06,7.418657434397704e-10,1.9314070977470366e-10,7.418657434397704e-10
1820,2.4991208127695633e-06,7.418657434397704e-10,1.9314070977470366e-10,7.418657434397704e-10
1821,2.4523434214123493e-06,7.418657434397704e-10,1.9314070977470366e-10,7.418657434397704e-10
1822,2.6536907041320646e-06,8.66634644999412e-10,0.0,8.66634644999412e-10
1823,2.953562118688881e-06,2.9611647261213696e-10,0.0,2.9611647261213696e-10
1824,3.143564786764078e-06,1.2476890155964171e-10,0.0,1.2476890155964171e-10
1825,3.6252383454536485e-06,2.513857059024563e-10,1.266168043428146e-10,2.513857059024563e-10
1826,3.882285942121858e-06,3.6988394886654826e-10,1.266168043428146e-10,3.6988394886654826e-10
1827,4.217176670603554e-06,3.6988394886654826e-10,1.266168043428146e-10,3.6988394886654826e-10
1828,4.445667595324007e-06,3.6988394886654826e-10,1.266168043428146e-10,3.6988394886654826e-10
1829,6.396685908579716e-06,8.073092749860677e-10,1.266168043428146e-10,8.073092749860677e-10
1830,6.427885409721057e-06,8.073092749860677e-10,1.266168043428146e-10,8.073092749860677e-10
1831,6.579306760353834e-06,8.073092749860677e-10,1.266168043428146e-10,8.073092749860677e-10
1832,6.555970295656672e-06,6.806924706432532e-10,0.0,6.806924706432532e-10
1833,6.51452936446211e-06,5.621942276791612e-10,0.0,5.621942276791612e-10
1834,6.408378534875478e-06,5.621942276791612e-10,0.0,5.621942276791612e-10
1835,6.450756895251938e-06,5.621942276791612e-10,0.0,5.621942276791612e-10
1836,4.561549953255703e-06,0.0,0.0,0.0
1837,4.358840312436639e-06,0.0,0.0,0.0
1838,4.459108595256112e-06,0.0,0.0,0.0
1839,4.384501770411069e-06,0.0,0.0,0.0
1840,4.461080314805648e-06,0.0,0.0,0.0
1841,4.508185059291593e-06,0.0,0.0,0.0
1842,4.7182574819869065e-06,2.432617599420642e-10,0.0,2.432617599420642e-10
1843,4.991783336143791e-06,3.088362898751029e-10,0.0,3.088362898751029e-10
1844,5.2261089617137e-06,3.088362898751029e-10,0.0,3.088362898751029e-10
1845,5.422638748443985e-06,3.088362898751029e-10,0.0,3.088362898751029e-10
1846,5.475607849803055e-06,7.653797912914634e-10,0.0,7.653797912914634e-10
1847,5.604847566636246e-06,7.653797912914634e-10,0.0,7.653797912914634e-10
1848,5.8164878932335085e-06,7.653797912914634e-10,0.0,7.653797912914634e-10
1849,5.772415663938903e-06,5.758575679796049e-10,0.0,5.758575679796049e-10
1850,5.605337654352687e-06,5.102830380465662e-10,4.746990895603582e-11,5.102830380465662e-10
1851,5.636923560814466e-06,5.102830380465662e-10,4.746990895603582e-11,5.102830380465662e-10
1852,5.734254305675027e-06,5.102830380465662e-10,4.746990895603582e-11,5.102830380465662e-10
1853,6.028140692900966e-06,5.3739536630205616e-11,4.746990895603582e-11,5.3739536630205616e-11
1854,6.299261713138549e-06,3.5675070833970525e-10,9.797176958592502e-11,3.5675070833970525e-10
1855,6.558046022421747e-06,3.5675070833970525e-10,1.5047351856597605e-10,3.5675070833970525e-10
1856,6.88703773578579e-06,3.5270997630501965e-10,1.5047351856597605e-10,3.5270997630501965e-10
1857,7.3127583683734495e-06,3.5270997630501965e-10,1.0300360960994023e-10,3.5270997630501965e-10
1858,7.854627905804332e-06,3.5270997630501965e-10,1.0300360960994023e-10,3.5270997630501965e-10
1859,8.11022385148265e-06,4.1363936482368453e-10,1.0300360960994023e-10,4.1363936482368453e-10
1860,8.43249966107708e-06,4.1363936482368453e-10,1.0300360960994023e-10,4.1363936482368453e-10
1861,8.628844625491183e-06,1.1062819311418487e-10,5.250174898005103e-11,1.1062819311418487e-10
1862,8.996399758741194e-06,1.1062819311418487e-10,0.0,1.1062819311418487e-10
1863,9.211580228501199e-06,1.0866726962710516e-10,4.7737881108440257e-11,1.0866726962710516e-10
1864,9.525089938376499e-06,2.499526339873524e-10,4.7737881108440257e-11,2.499526339873524e-10
1865,9.602556929166894e-06,4.2685883795888305e-10,4.7737881108440257e-11,4.2685883795888305e-10
1866,9.778377456573903e-06,3.659294494402181e-10,4.7737881108440257e-11,3.659294494402181e-10
1867,9.896261222560757e-06,5.387792791276626e-10,4.7737881108440257e-11,5.387792791276626e-10
1868,1.0188370522103338e-05,5.835909771307562e-10,4.7737881108440257e-11,5.835909771307562e-10
1869,1.0326534460805955e-05,7.023486316347163e-10,4.7737881108440257e-11,7.023486316347163e-10
1870,1.066433911286627e-05,9.502659651225036e-10,0.0,9.502659651225036e-10
1871,1.1099861954530102e-05,8.49556663113609e-10,0.0,8.49556663113609e-10
1872,1.1492247202633215e-05,7.545538796957122e-10,0.0,7.545538796957122e-10
1873,1.181899811594381e-05,8.715801413927693e-10,0.0,8.715801413927693e-10
1874,1.2349095413810574e-05,7.384710263926207e-10,3.974071468729587e-11,7.384710263926207e-10
1875,1.2759662240569014e-05,8.94234472185015e-10,3.974071468729587e-11,8.94234472185015e-10
1876,1.3151080176092883e-05,1.0054687162229315e-09,3.974071468729587e-11,1.0054687162229315e-09
1877,1.3236044651421253e-05,7.098135016267041e-10,7.469238719589758e-11,7.098135016267041e-10
1878,1.334087872757144e-05,7.780935221532051e-10,7.469238719589758e-11,7.780935221532051e-10
1879,1.3490795806449438e-05,1.0104144306958114e-09,7.469238719589758e-11,1.0104144306958114e-09
1880,1.3794151917474145e-05,1.1564816366454217e-09,7.469238719589758e-11,1.1564816366454217e-09
1881,1.4022692604547566e-05,1.211437712050107e-09,3.4951672508601714e-11,1.211437712050107e-09
1882,1.4421558911895513e-05,1.2053200342571862e-09,3.4951672508601714e-11,1.2053200342571862e-09
1883,1.4893230659903825e-05,1.2965544193832557e-09,3.4951672508601714e-11,1.2965544193832557e-09
1884,1.5472402862672296e-05,1.4185980485541855e-09,0.0,1.4185980485541855e-09
1885,1.5964156903334826e-05,1.5129049124595895e-09,0.0,1.5129049124595895e-09
1886,1.6544022660777307e-05,1.5573325803533829e-09,0.0,1.5573325803533829e-09
1887,1.7101764959599158e-05,1.5153108609159256e-09,0.0,1.5153108609159256e-09
1888,1.7545498329647152e-05,1.63663681020308e-09,0.0,1.63663681020308e-09
1889,1.794446689018514e-05,1.7824009728479545e-09,0.0,1.7824009728479545e-09
1890,1.846931549412797e-05,1.6129488379844149e-09,0.0,1.6129488379844149e-09
1891,1.9394041373743676e-05,1.7981658384513821e-09,0.0,1.7981658384513821e-09
1892,1.994801875428363e-05,1.7972471288985048e-09,0.0,1.7972471288985048e-09
1893,2.0504801536195112e-05,1.6461502002787905e-09,0.0,1.6461502002787905e-09
1894,2.105693550090239e-05,1.4692619977805877e-09,0.0,1.4692619977805877e-09
1895,2.1606577450126808e-05,1.486122542487018e-09,0.0,1.486122542487018e-09
1896,2.1903723401399994e-05,1.4559877272089595e-09,0.0,1.4559877272089595e-09
1897,2.231511903768738e-05,1.601441661820096e-09,0.0,1.601441661820096e-09
1898,2.264818067487795e-05,1.7812115750613445e-09,0.0,1.7812115750613445e-09
1899,2.3536003417185774e-05,1.852175936432689e-09,0.0,1.852175936432689e-09
1900,2.4494596021083582e-05,2.078315376939445e-09,0.0,2.078315376939445e-09
1901,2.5575929092675714e-05,2.411138955160652e-09,0.0,2.411138955160652e-09
1902,2.676102823378252e-05,2.9530787339280907e-09,0.0,2.9530787339280907e-09
1903,2.834711319467585e-05,3.1052271230537697e-09,3.1878289690518664e-11,3.1052271230537697e-09
1904,2.984098526732331e-05,3.2994649869420657e-09,3.1878289690518664e-11,3.2994649869420657e-09
1905,3.1528364291131895e-05,4.21514578796689e-09,3.1878289690518664e-11,4.21514578796689e-09
1906,3.3297465831440475e-05,4.950411255525264e-09,3.1878289690518664e-11,4.950411255525264e-09
1907,3.522861412160897e-05,6.025684681379825e-09,3.1878289690518664e-11,6.025684681379825e-09
1908,3.717294124986178e-05,6.4446959197843916e-09,3.1878289690518664e-11,6.4446959197843916e-09
1909,3.9764956454746425e-05,7.1168788005694845e-09,3.1878289690518664e-11,7.1168788005694845e-09
1910,4.285418357799894e-05,8.913561476221941e-09,0.0,8.913561476221941e-09
1911,4.5677310221695476e-05,1.0253204634531293e-08,0.0,1.0253204634531293e-08
1912,4.8849205216226566e-05,1.0493701526773488e-08,1.4414107804164696e-11,1.0493701526773488e-08
1913,5.179343705614363e-05,1.1744298612979622e-08,2.871202680372014e-11,1.1744298612979622e-08
1914,5.472675755819572e-05,1.2077008345759817e-08,4.332851637002731e-11,1.2077008345759817e-08
1915,5.75615163792723e-05,1.3655859554262406e-08,7.520596149803081e-11,1.3655859554262406e-08
1916,6.0269353395727065e-05,1.43311662219909e-08,2.1067272628786223e-10,1.43311662219909e-08
1917,6.201298206828401e-05,1.3566581889636252e-08,2.1067272628786223e-10,1.3566581889636252e-08
1918,6.401092572819575e-05,1.3130355977101057e-08,2.3943320441390167e-10,1.3130355977101057e-08
1919,6.473445474901902e-05,1.3575392492677046e-08,2.9604782712601615e-10,1.3575392492677046e-08
1920,6.563680549983733e-05,1.2546009057042999e-08,2.817499081264607e-10,1.2546009057042999e-08
1921,6.593966203841514e-05,1.250347431940619e-08,2.6713341856015356e-10,1.250347431940619e-08
1922,6.684247013514064e-05,1.2495431736933175e-08,2.8355856551698366e-10,1.2495431736933175e-08
1923,6.626924836642242e-05,1.2705696431477724e-08,1.9719868991709332e-10,1.2705696431477724e-08
1924,6.646887257894767e-05,1.3213928364206952e-08,2.704632827223362e-10,1.3213928364206952e-08
1925,6.624245309337442e-05,1.3590443691059915e-08,2.417028045962967e-10,1.3590443691059915e-08
1926,6.666583898809872e-05,1.2900499716092132e-08,1.7067407408001755e-10,1.2900499716092132e-08
1927,6.733699826457138e-05,1.3580835757563494e-08,1.934124527203096e-10,1.3580835757563494e-08
1928,6.852976782413731e-05,1.317307152248759e-08,2.39031425605266e-10,1.317307152248759e-08
1929,6.912806046394897e-05,1.2272820727941638e-08,1.9072883352043236e-10,1.2272820727941638e-08
1930,7.306630764755287e-05,1.1601114354878713e-08,1.4162194433049129e-10,1.1601114354878713e-08
1931,7.571436851451705e-05,1.1093830489171199e-08,6.835735152524843e-11,1.1093830489171199e-08
1932,7.799297184517075e-05,1.0764670044238756e-08,9.200059761635008e-11,1.0764670044238756e-08
1933,8.074499990990651e-05,1.084906742221392e-08,9.200059761635008e-11,1.084906742221392e-08
1934,8.262986895195874e-05,1.0354519781279642e-08,9.173009375894127e-11,1.0354519781279642e-08
1935,8.451773984623807e-05,1.045203745775325e-08,4.61111208739849e-11,1.045203745775325e-08
1936,8.685255618599643e-05,1.1121079422439704e-08,4.61111208739849e-11,1.1121079422439704e-08
