ngram,writer,write,wrier,write
1531,7.289485048594153e-07,1.1085938240285031e-05,0.0,1.1085938240285031e-05
1532,7.289485048594153e-07,1.1536854831969581e-05,0.0,1.1536854831969581e-05
1533,7.289485048594153e-07,2.637762041298889e-06,0.0,2.637762041298889e-06
1534,7.289485048594153e-07,6.851173988512268e-06,0.0,6.851173988512268e-06
1535,3.197924258659311e-05,7.16108181027916e-05,0.0,7.16108181027916e-05
1536,3.197924258659311e-05,7.295261122765493e-05,0.0,7.295261122765493e-05
1537,3.12502940817337e-05,7.076576577804059e-05,0.0,7.076576577804059e-05
1538,4.395604836255578e-05,8.664795888892383e-05,0.0,8.664795888892383e-05
1539,4.395604836255578e-05,8.619704229723928e-05,0.0,8.619704229723928e-05
1540,0.0002594268558563532,8.619704229723928e-05,0.0,8.619704229723928e-05
1541,0.0002594268558563532,8.19836303500259e-05,0.0,8.19836303500259e-05
1542,0.0003229692842329054,7.139125383608709e-05,0.0,7.139125383608709e-05
1543,0.0003229692842329054,7.004946071122373e-05,0.0,7.004946071122373e-05
1544,0.0003272815369460399,8.813310081937484e-05,0.0,8.813310081937484e-05
1545,0.00031511162286993307,7.439426852735258e-05,0.0,7.439426852735258e-05
1546,0.00031567103526088303,7.69116243515912e-05,0.0,7.69116243515912e-05
1547,0.00010020022776708564,7.69116243515912e-05,0.0,7.69116243515912e-05
1548,0.00010168643747679848,8.077576954487345e-05,0.0,8.077576954487345e-05
1549,6.893715018512532e-06,3.267179077478691e-05,0.0,3.267179077478691e-05
1550,7.97440644159256e-06,3.807524795515097e-05,0.0,3.807524795515097e-05
1551,3.6621537284580493e-06,3.415879122517903e-05,0.0,3.415879122517903e-05
1552,8.174090713250085e-06,3.77843184001644e-05,0.0,3.77843184001644e-05
1553,7.614678322300149e-06,3.526696257592578e-05,0.0,3.526696257592578e-05
1554,7.614678322300149e-06,3.526696257592578e-05,0.0,3.526696257592578e-05
1555,6.128468612587312e-06,3.9816607438427e-05,0.0,3.9816607438427e-05
1556,6.128468612587312e-06,3.791682372268822e-05,0.0,3.791682372268822e-05
1557,5.0477771895072824e-06,4.1858374710760214e-05,0.0,4.1858374710760214e-05
1558,5.72982584604428e-06,3.72398722642434e-05,0.0,3.72398722642434e-05
1559,2.401271948266575e-06,4.5224770604233656e-05,0.0,4.5224770604233656e-05
1560,8.234245017644883e-06,5.4198575006531815e-05,0.0,5.4198575006531815e-05
1561,8.234245017644883e-06,8.483160594810865e-05,0.0,8.483160594810865e-05
1562,8.234245017644883e-06,7.641781589232519e-05,0.0,7.641781589232519e-05
1563,1.959978765496219e-05,7.225431077781e-05,0.0,7.225431077781e-05
1564,2.5961434403143357e-05,6.290930260937395e-05,0.0,6.290930260937395e-05
1565,2.730298703162199e-05,5.3360621677711606e-05,0.0,5.3360621677711606e-05
1566,3.1294775128896746e-05,4.151050585018571e-05,0.0,4.151050585018571e-05
1567,2.7508994077964288e-05,3.458389346633339e-05,0.0,3.458389346633339e-05
1568,2.7508994077964288e-05,6.891943875026689e-06,0.0,6.891943875026689e-06
1569,4.0134984114307114e-05,1.3576291816467087e-05,0.0,1.3576291816467087e-05
1570,2.8769441476989804e-05,2.1131353085885557e-05,0.0,2.1131353085885557e-05
1571,3.9570755948911286e-05,2.8486908117234373e-05,0.0,2.8486908117234373e-05
1572,3.962699780199078e-05,3.108671197488937e-05,0.0,3.108671197488937e-05
1573,3.3915986412986445e-05,4.4283953684498556e-05,0.0,4.4283953684498556e-05
1574,3.241350594050475e-05,4.278147321201686e-05,0.0,4.278147321201686e-05
1575,3.241350594050475e-05,5.618502716840469e-05,0.0,5.618502716840469e-05
1576,2.3392959487214932e-05,5.941564953510741e-05,0.0,5.941564953510741e-05
1577,2.3392959487214932e-05,5.4412064173448016e-05,0.0,5.4412064173448016e-05
1578,1.0325521251226227e-05,6.897960140252377e-05,0.0,6.897960140252377e-05
1579,1.924050967058325e-05,6.767330715514877e-05,0.0,6.767330715514877e-05
1580,3.112604005244586e-05,6.941022895391922e-05,0.0,6.941022895391922e-05
1581,3.414117288359973e-05,8.073166463873349e-05,0.0,8.073166463873349e-05
1582,3.623607972258469e-05,6.899582461171252e-05,0.0,6.899582461171252e-05
1583,3.551437177001e-05,6.484832556452602e-05,0.0,6.484832556452602e-05
1584,4.540459966457482e-05,7.578352311351669e-05,0.0,7.578352311351669e-05
1585,4.602702899449339e-05,7.235480292625393e-05,0.0,7.235480292625393e-05
1586,4.006445448924621e-05,7.53746563922115e-05,0.0,7.53746563922115e-05
1587,3.094756058479626e-05,6.407409533234645e-05,0.0,6.407409533234645e-05
1588,3.475228043368718e-05,5.488597136198743e-05,0.0,5.488597136198743e-05
1589,3.545827062875365e-05,6.260112344794575e-05,0.0,6.260112344794575e-05
1590,3.907392601831816e-05,7.373206894304271e-05,0.0,7.373206894304271e-05
1591,3.424783374482233e-05,7.064020064717624e-05,0.0,7.064020064717624e-05
1592,3.490262731377568e-05,6.468223598078891e-05,0.0,6.468223598078891e-05
1593,3.656867193058133e-05,7.175598563792716e-05,0.0,7.175598563792716e-05
1594,3.5476351253497084e-05,7.895871281756886e-05,0.0,7.895871281756886e-05
1595,3.80293226304015e-05,9.746815339894965e-05,0.0,9.746815339894965e-05
1596,3.6280516724218614e-05,9.061507963841515e-05,0.0,9.061507963841515e-05
1597,3.2081305367423086e-05,8.437012729700655e-05,0.0,8.437012729700655e-05
1598,2.8874994183882207e-05,8.30875090157081e-05,0.0,8.30875090157081e-05
1599,2.3973892893991433e-05,7.597501462441869e-05,1.1791114827376856e-07,7.597501462441869e-05
1600,2.0151255479764325e-05,7.364091860446414e-05,1.1791114827376856e-07,7.364091860446414e-05
1601,2.1990769190389464e-05,7.594085608226513e-05,1.1791114827376856e-07,7.594085608226513e-05
1602,1.3534843674278818e-05,6.320985059054303e-05,1.1791114827376856e-07,6.320985059054303e-05
1603,1.371908287442888e-05,6.309640853682399e-05,1.1791114827376856e-07,6.309640853682399e-05
1604,1.278106576916928e-05,6.24888931010251e-05,1.1791114827376856e-07,6.24888931010251e-05
1605,1.1597862664660039e-05,6.169703608195829e-05,1.1791114827376856e-07,6.169703608195829e-05
1606,1.8013107364822645e-05,6.428113400553619e-05,8.008010711689297e-08,6.428113400553619e-05
1607,1.8123431410848362e-05,7.762303045767891e-05,8.008010711689297e-08,7.762303045767891e-05
1608,1.5805667447109174e-05,6.857342097126613e-05,8.008010711689297e-08,6.857342097126613e-05
1609,1.5098753270389612e-05,7.31354666640982e-05,8.008010711689297e-08,7.31354666640982e-05
1610,1.5391802077959126e-05,7.529748264849851e-05,8.008010711689297e-08,7.529748264849851e-05
1611,1.515617460816949e-05,6.934802487584031e-05,8.008010711689297e-08,6.934802487584031e-05
1612,1.5288555459846975e-05,6.371770229764349e-05,8.008010711689297e-08,6.371770229764349e-05
1613,1.2716549138401336e-05,6.737585681548808e-05,0.0,6.737585681548808e-05
1614,1.03897803325838e-05,6.838323601446714e-05,0.0,6.838323601446714e-05
1615,1.452492051612353e-05,6.963082991465594e-05,0.0,6.963082991465594e-05
1616,1.6653620865067103e-05,6.958760864758265e-05,0.0,6.958760864758265e-05
1617,1.5989031063717058e-05,7.36810468099845e-05,0.0,7.36810468099845e-05
1618,1.5551835921152296e-05,8.366678594029509e-05,0.0,8.366678594029509e-05
1619,1.6657920241414104e-05,9.75193501549906e-05,0.0,9.75193501549906e-05
1620,1.3148948580367556e-05,9.633003147817882e-05,0.0,9.633003147817882e-05
1621,1.4809163011315312e-05,8.345440125724833e-05,1.7841799555234112e-07,8.345440125724833e-05
1622,1.2078848482945301e-05,8.437689445729899e-05,1.7841799555234112e-07,8.437689445729899e-05
1623,1.5122564231465471e-05,7.975345163556215e-05,1.7841799555234112e-07,7.975345163556215e-05
1624,1.530310022904554e-05,7.665250086574815e-05,1.7841799555234112e-07,7.665250086574815e-05
1625,1.5444407186545766e-05,6.71388287238577e-05,1.7841799555234112e-07,6.71388287238577e-05
1626,1.697564779793278e-05,6.207734830760663e-05,1.7841799555234112e-07,6.207734830760663e-05
1627,1.7128364561358467e-05,5.863044030515344e-05,1.7841799555234112e-07,5.863044030515344e-05
1628,1.8739628233431305e-05,6.0419964159206885e-05,0.0,6.0419964159206885e-05
1629,1.704455982170267e-05,6.34835398938906e-05,0.0,6.34835398938906e-05
1630,1.3532419740970778e-05,7.686644676141441e-05,8.624899854632012e-08,7.686644676141441e-05
1631,1.418749401896743e-05,7.73666293493339e-05,8.624899854632012e-08,7.73666293493339e-05
1632,1.5922378874425442e-05,8.562572994768354e-05,8.624899854632012e-08,8.562572994768354e-05
1633,1.3163515762114133e-05,8.305567046461095e-05,8.624899854632012e-08,8.305567046461095e-05
1634,1.652452341919083e-05,8.318398509540461e-05,8.624899854632012e-08,8.318398509540461e-05
1635,1.3581662382681056e-05,7.975832808629743e-05,8.624899854632012e-08,7.975832808629743e-05
1636,1.336859486400499e-05,7.296340221988171e-05,8.624899854632012e-08,7.296340221988171e-05
1637,1.2124184974839278e-05,6.059315169945226e-05,0.0,6.059315169945226e-05
1638,1.2241831362708971e-05,6.208529988985642e-05,0.0,6.208529988985642e-05
1639,1.1155834012502705e-05,5.844632843426163e-05,0.0,5.844632843426163e-05
1640,1.1395642494400298e-05,5.570377990287463e-05,0.0,5.570377990287463e-05
1641,1.1077386651387705e-05,6.132605267339386e-05,0.0,6.132605267339386e-05
1642,1.5379091759574033e-05,5.848071460994626e-05,0.0,5.848071460994626e-05
1643,1.5045626274253923e-05,6.163873487301836e-05,0.0,6.163873487301836e-05
1644,1.689989263858089e-05,6.217367678930583e-05,0.0,6.217367678930583e-05
1645,1.547478128876329e-05,5.717049602286092e-05,4.9116830983361326e-08,5.717049602286092e-05
1646,1.5103369378266507e-05,5.452980518124865e-05,4.9116830983361326e-08,5.452980518124865e-05
1647,1.4906415767005196e-05,5.980633276132201e-05,4.9116830983361326e-08,5.980633276132201e-05
1648,1.1638623651119165e-05,5.358224734663963e-05,4.9116830983361326e-08,5.358224734663963e-05
1649,8.070093079887946e-06,6.498185082039396e-05,4.9116830983361326e-08,6.498185082039396e-05
1650,9.20208796222661e-06,6.635447321709112e-05,4.9116830983361326e-08,6.635447321709112e-05
1651,7.252261574259526e-06,6.587205228113038e-05,4.9116830983361326e-08,6.587205228113038e-05
1652,8.195440386771224e-06,6.877734839300891e-05,0.0,6.877734839300891e-05
1653,8.820960829325486e-06,7.082219079685663e-05,0.0,7.082219079685663e-05
1654,8.424507443903298e-06,6.535075902190459e-05,4.1483186155996266e-08,6.535075902190459e-05
1655,8.330053170928814e-06,7.093785409649302e-05,4.1483186155996266e-08,7.093785409649302e-05
1656,7.469881341291641e-06,6.332475043434118e-05,4.1483186155996266e-08,6.332475043434118e-05
1657,6.894142935769716e-06,6.12049329252581e-05,4.1483186155996266e-08,6.12049329252581e-05
1658,6.140834719709736e-06,6.202850168587506e-05,4.1483186155996266e-08,6.202850168587506e-05
1659,7.024257066794755e-06,6.722884011521404e-05,4.1483186155996266e-08,6.722884011521404e-05
1660,7.134634513152248e-06,6.793627783606228e-05,4.1483186155996266e-08,6.793627783606228e-05
1661,7.340252295762184e-06,7.015931883610651e-05,0.0,7.015931883610651e-05
1662,7.269516865043053e-06,6.974914296214203e-05,0.0,6.974914296214203e-05
1663,1.3438040533791146e-05,7.207102368868488e-05,0.0,7.207102368868488e-05
1664,1.3227947907320673e-05,7.541060559950503e-05,0.0,7.541060559950503e-05
1665,1.334717028709877e-05,7.601655774383939e-05,0.0,7.601655774383939e-05
1666,1.1846705612177694e-05,7.079900180022898e-05,0.0,7.079900180022898e-05
1667,1.0781540822790703e-05,7.172120448168633e-05,3.245231588217783e-08,7.172120448168633e-05
1668,1.0900355813906312e-05,7.336905816503401e-05,3.245231588217783e-08,7.336905816503401e-05
1669,1.1140718243041192e-05,7.352747239305504e-05,3.245231588217783e-08,7.352747239305504e-05
1670,4.691092824162167e-06,6.825345293951354e-05,3.245231588217783e-08,6.825345293951354e-05
1671,4.6876226471275525e-06,6.624801088556913e-05,3.245231588217783e-08,6.624801088556913e-05
1672,5.648940714308992e-06,6.361807338959937e-05,3.245231588217783e-08,6.361807338959937e-05
1673,5.30101263913301e-06,6.450748644835715e-05,3.245231588217783e-08,6.450748644835715e-05
1674,5.0101149164610045e-06,6.384898110159806e-05,0.0,6.384898110159806e-05
1675,4.662683133054608e-06,6.515801942441612e-05,0.0,6.515801942441612e-05
1676,5.314104035798144e-06,6.267153055107753e-05,0.0,6.267153055107753e-05
1677,5.036642310837383e-06,6.422211403592623e-05,0.0,6.422211403592623e-05
1678,4.511925989650731e-06,6.55293240145381e-05,0.0,6.55293240145381e-05
1679,1.1254026065086822e-05,6.548012970597483e-05,0.0,6.548012970597483e-05
1680,1.1968998722165583e-05,6.478186748738932e-05,0.0,6.478186748738932e-05
1681,1.2018061186479048e-05,6.222153388080187e-05,0.0,6.222153388080187e-05
1682,1.2193059498193698e-05,5.971710509454299e-05,0.0,5.971710509454299e-05
1683,1.1041819285700122e-05,6.037447539191427e-05,0.0,6.037447539191427e-05
1684,1.094409455098295e-05,5.837308760549474e-05,0.0,5.837308760549474e-05
1685,1.1189149891574093e-05,5.792385439105731e-05,2.0205831674502406e-08,5.792385439105731e-05
1686,3.846062538416715e-06,6.199618655955419e-05,4.7835038279637436e-08,6.199618655955419e-05
1687,2.883547088978438e-06,6.165589002193883e-05,4.7835038279637436e-08,6.165589002193883e-05
1688,2.532893063289521e-06,6.271259293758444e-05,4.7835038279637436e-08,6.271259293758444e-05
1689,3.3434462076391876e-06,6.274558160969588e-05,4.7835038279637436e-08,6.274558160969588e-05
1690,3.989938428666002e-06,5.937095972642835e-05,4.7835038279637436e-08,5.937095972642835e-05
1691,3.858785524763724e-06,6.468591735548606e-05,4.7835038279637436e-08,6.468591735548606e-05
1692,3.6474754421890665e-06,6.604418168925414e-05,2.762920660513503e-08,6.604418168925414e-05
1693,7.392151685183178e-06,6.399358088466605e-05,0.0,6.399358088466605e-05
1694,7.975732403662863e-06,6.567848166534012e-05,0.0,6.567848166534012e-05
1695,9.122951155404735e-06,6.709279581887781e-05,0.0,6.709279581887781e-05
1696,8.379641339420882e-06,6.880304811472473e-05,0.0,6.880304811472473e-05
1697,9.165464640708315e-06,6.986617829949995e-05,0.0,6.986617829949995e-05
1698,9.44468969724507e-06,6.48015713003198e-05,0.0,6.48015713003198e-05
1699,9.519207196717616e-06,6.614774715022318e-05,1.3069540370582087e-08,6.614774715022318e-05
1700,5.246238905393901e-06,6.714976085017302e-05,1.3069540370582087e-08,6.714976085017302e-05
1701,4.655059033861367e-06,6.715260367075513e-05,1.3069540370582087e-08,6.715260367075513e-05
1702,3.5491920016283984e-06,6.772150975718562e-05,2.5054700155838613e-08,6.772150975718562e-05
1703,3.3624437979337278e-06,6.673629624336692e-05,3.6095910007004154e-08,6.673629624336692e-05
1704,1.8637165502306224e-06,6.727444321898344e-05,3.6095910007004154e-08,6.727444321898344e-05
1705,2.838974962417394e-06,7.124587188757557e-05,4.5253714680321925e-08,7.124587188757557e-05
1706,4.046621743977344e-06,7.093922041739071e-05,3.218417430973984e-08,7.093922041739071e-05
1707,4.235460031460596e-06,7.034500751095558e-05,3.218417430973984e-08,7.034500751095558e-05
1708,4.3702514663631775e-06,7.878297713302475e-05,3.218417430973984e-08,7.878297713302475e-05
1709,4.32290867788002e-06,7.903282728096071e-05,2.0199014524483313e-08,7.903282728096071e-05
1710,4.750439822081327e-06,8.146965254646992e-05,9.157804673317775e-09,8.146965254646992e-05
1711,5.040988428715666e-06,8.47820587556011e-05,9.157804673317775e-09,8.47820587556011e-05
1712,3.8869215229299566e-06,8.351752642608647e-05,0.0,8.351752642608647e-05
1713,2.5756511052220177e-06,7.911944080011121e-05,0.0,7.911944080011121e-05
1714,3.099733784698141e-06,7.61893622568875e-05,9.571610551769742e-09,7.61893622568875e-05
1715,3.5509271226276595e-06,6.691548073182016e-05,9.571610551769742e-09,6.691548073182016e-05
1716,4.247192708005189e-06,6.383885816571169e-05,9.571610551769742e-09,6.383885816571169e-05
1717,4.043689890360318e-06,6.16918654746509e-05,9.571610551769742e-09,6.16918654746509e-05
1718,5.484759721444529e-06,5.9627992283952024e-05,9.571610551769742e-09,5.9627992283952024e-05
1719,5.64018854934797e-06,6.067901787381353e-05,1.6156481612889754e-08,6.067901787381353e-05
1720,6.244600464404877e-06,6.39045049735744e-05,1.6156481612889754e-08,6.39045049735744e-05
1721,5.942009108496547e-06,6.752059925929643e-05,6.584871061120014e-09,6.752059925929643e-05
1722,6.422343988430969e-06,6.91932774706012e-05,6.584871061120014e-09,6.91932774706012e-05
1723,8.05282456894929e-06,7.340673723125033e-05,1.2760047241044958e-08,7.340673723125033e-05
1724,9.178744838728952e-06,7.480583216030417e-05,1.8630966991395326e-08,7.480583216030417e-05
1725,1.013107232340969e-05,7.476800341724552e-05,1.8630966991395326e-08,7.476800341724552e-05
1726,1.256122790696931e-05,7.358008068487314e-05,1.2046095930275312e-08,7.358008068487314e-05
1727,1.409259052057418e-05,7.4538094590285e-05,1.2046095930275312e-08,7.4538094590285e-05
1728,1.6338067065849566e-05,7.4257432840698e-05,1.8525655929936746e-08,7.4257432840698e-05
1729,1.7430541967249675e-05,7.178284691430495e-05,1.8525655929936746e-08,7.178284691430495e-05
1730,1.687921446448724e-05,7.112173677471998e-05,1.23504797500118e-08,7.112173677471998e-05
1731,1.606361534608628e-05,6.952833116104427e-05,6.479559999661433e-09,6.952833116104427e-05
1732,1.4232381675226082e-05,7.645068243229096e-05,6.479559999661433e-09,7.645068243229096e-05
1733,1.3046530901712166e-05,7.740155030790317e-05,6.479559999661433e-09,7.740155030790317e-05
1734,1.491817615065624e-05,8.03604546360605e-05,1.1641291613224375e-08,8.03604546360605e-05
1735,1.3787220528424119e-05,7.889041080488823e-05,5.161731613562941e-09,7.889041080488823e-05
1736,1.275821029724154e-05,8.218737639253959e-05,5.161731613562941e-09,8.218737639253959e-05
1737,1.279584531792872e-05,8.469391884448539e-05,5.161731613562941e-09,8.469391884448539e-05
1738,1.381377985256092e-05,8.520286792190745e-05,5.161731613562941e-09,8.520286792190745e-05
1739,1.370719857212472e-05,8.184309678784172e-05,5.161731613562941e-09,8.184309678784172e-05
1740,1.3563720455879644e-05,7.957964667834208e-05,5.161731613562941e-09,7.957964667834208e-05
1741,1.1178565013584116e-05,7.394919365261947e-05,5.9413507764410105e-09,7.394919365261947e-05
1742,1.1064385879373212e-05,7.312205811363779e-05,5.9413507764410105e-09,7.312205811363779e-05
1743,1.1600408275366395e-05,7.46242149034515e-05,5.9413507764410105e-09,7.46242149034515e-05
1744,1.2151493722610343e-05,7.140159557041313e-05,1.0405411135902146e-08,7.140159557041313e-05
1745,1.5094763317132934e-05,7.113508763723075e-05,1.0405411135902146e-08,7.113508763723075e-05
1746,1.789932152210635e-05,6.765012013992029e-05,1.5383388277509117e-08,6.765012013992029e-05
1747,1.993382479018432e-05,6.975379749617008e-05,1.5383388277509117e-08,6.975379749617008e-05
1748,2.1931174030344535e-05,7.567442922403902e-05,1.3081769318595044e-08,7.567442922403902e-05
1749,2.6292989657252163e-05,8.186984424745398e-05,1.3081769318595044e-08,8.186984424745398e-05
1750,3.180467709691064e-05,8.120380308745163e-05,1.3081769318595044e-08,8.120380308745163e-05
1751,3.688027365050013e-05,8.716189560280847e-05,1.9325125119199323e-08,8.716189560280847e-05
1752,4.2601133567846515e-05,8.750637373720695e-05,2.322371526832155e-08,8.750637373720695e-05
1753,4.728740324415932e-05,8.683069920932342e-05,1.824573812671458e-08,8.683069920932342e-05
1754,5.069307059914406e-05,8.835108850949578e-05,2.6613875547809585e-08,8.835108850949578e-05
1755,5.344017387999754e-05,8.241801801237411e-05,2.6827451498385406e-08,8.241801801237411e-05
1756,5.569674405186171e-05,7.720671211635428e-05,2.986292203997566e-08,7.720671211635428e-05
1757,5.5748086327054936e-05,7.454939934957241e-05,3.290804530463122e-08,7.454939934957241e-05
1758,5.604299388193924e-05,6.914443032915838e-05,2.530821393723467e-08,6.914443032915838e-05
1759,5.6382157449011826e-05,6.866330971076553e-05,2.4888418691050773e-08,6.866330971076553e-05
1760,5.526134866938394e-05,6.855451335598315e-05,2.7549785690845445e-08,6.855451335598315e-05
1761,5.849417305268746e-05,6.700817903038114e-05,2.473278318656672e-08,6.700817903038114e-05
1762,6.117431517590635e-05,6.873783214749502e-05,2.087947541846396e-08,6.873783214749502e-05
1763,6.458467396441847e-05,7.474648009520024e-05,2.3521354007373574e-08,7.474648009520024e-05
1764,7.045846255745605e-05,7.796048885211349e-05,2.328691043170953e-08,7.796048885211349e-05
1765,7.509645625499875e-05,7.954772965084495e-05,3.491636770190455e-08,7.954772965084495e-05
1766,7.919896649712297e-05,8.149607414712332e-05,3.483862493729768e-08,8.149607414712332e-05
1767,8.14894208035964e-05,8.571172864841563e-05,4.395526710863708e-08,8.571172864841563e-05
1768,8.062926021271519e-05,8.676429050475625e-05,5.181519492834598e-08,8.676429050475625e-05
1769,8.312354787319367e-05,8.844170536446785e-05,6.095397431238325e-08,8.844170536446785e-05
1770,8.081815030891448e-05,8.076412320536162e-05,6.969123310186984e-08,8.076412320536162e-05
1771,7.797477363575516e-05,8.001830013069724e-05,6.951319723011043e-08,8.001830013069724e-05
1772,7.404438500608583e-05,7.922328950371593e-05,5.7412236996258666e-08,7.922328950371593e-05
1773,7.160082740093847e-05,7.981460242133056e-05,5.660637571379214e-08,7.981460242133056e-05
1774,7.224334954766423e-05,7.626363783076937e-05,4.750082968233268e-08,7.626363783076937e-05
1775,7.632307980592097e-05,7.817859711524631e-05,4.275583442847619e-08,7.817859711524631e-05
1776,7.54909025480239e-05,7.746951554768852e-05,3.904179405164346e-08,7.746951554768852e-05
1777,7.887958002226827e-05,8.0709983844177e-05,2.754523644097974e-08,8.0709983844177e-05
1778,8.149505291450103e-05,7.813778107187577e-05,2.7693736320039923e-08,7.813778107187577e-05
1779,8.555789723426901e-05,7.529795558574344e-05,3.018102593240915e-08,7.529795558574344e-05
1780,8.697753427051274e-05,7.129433652153239e-05,3.463325575531988e-08,7.129433652153239e-05
1781,8.900248732451084e-05,7.741393970458635e-05,3.387330949067291e-08,7.741393970458635e-05
1782,8.646188715439556e-05,7.173097817160721e-05,2.7365375489450472e-08,7.173097817160721e-05
1783,8.741840117311637e-05,6.979383033467457e-05,2.4115235522767113e-08,6.979383033467457e-05
1784,8.801009971648455e-05,6.879620923427865e-05,2.619060143363835e-08,6.879620923427865e-05
1785,8.799348246871627e-05,6.902124420906018e-05,2.5027580135323594e-08,6.902124420906018e-05
1786,8.324273689400538e-05,6.918133190733247e-05,2.124430701197103e-08,6.918133190733247e-05
1787,8.079749750322662e-05,6.985588022091958e-05,1.935345280859987e-08,6.985588022091958e-05
1788,7.853480669187515e-05,6.305454059786695e-05,1.8747488006454205e-08,6.305454059786695e-05
1789,7.883633900616718e-05,6.485572989082098e-05,2.1242893793222654e-08,6.485572989082098e-05
1790,7.877789123865244e-05,6.319596078745755e-05,2.4592536642030283e-08,6.319596078745755e-05
1791,7.827661725709081e-05,5.9911244794160924e-05,2.502895148280361e-08,5.9911244794160924e-05
1792,7.775875928928144e-05,5.816471665249472e-05,2.5587353188630653e-08,5.816471665249472e-05
1793,8.305250958073884e-05,5.7842015459235494e-05,2.621929911279202e-08,5.7842015459235494e-05
1794,8.413571569170537e-05,5.707175140352254e-05,2.5054674906194966e-08,5.707175140352254e-05
1795,8.7379952934238e-05,5.747493923990987e-05,2.740121133168064e-08,5.747493923990987e-05
1796,9.158359586893181e-05,5.641914581896604e-05,3.222928831750746e-08,5.641914581896604e-05
1797,9.058631362027622e-05,5.7791868000224766e-05,2.9539664809468443e-08,5.7791868000224766e-05
1798,9.161345951724797e-05,6.365731210930139e-05,2.5845803846331298e-08,6.365731210930139e-05
1799,9.054299776575394e-05,6.207991931920073e-05,2.4870818928133887e-08,6.207991931920073e-05
1800,8.703267459558057e-05,6.214034095007394e-05,2.5780422114556652e-08,6.214034095007394e-05
1801,8.643327912847911e-05,6.262848702525454e-05,2.36458417290919e-08,6.262848702525454e-05
1802,8.46993934828788e-05,6.100386339572391e-05,2.4334021147305e-08,6.100386339572391e-05
1803,8.145253481676004e-05,6.258127125745107e-05,1.7660404567314865e-08,6.258127125745107e-05
1804,8.242602156574971e-05,6.193416058002705e-05,1.7571484204178693e-08,6.193416058002705e-05
1805,7.850259342896087e-05,5.927017472069045e-05,1.6874224113243893e-08,5.927017472069045e-05
1806,7.621182469717626e-05,6.187038317355993e-05,1.7999635750141707e-08,6.187038317355993e-05
1807,7.812198184962784e-05,6.342751969766271e-05,1.679175814268368e-08,6.342751969766271e-05
1808,7.659973406199632e-05,6.398528941125343e-05,1.705266499436269e-08,6.398528941125343e-05
1809,7.409219896154744e-05,6.393049105619346e-05,1.343509633703174e-08,6.393049105619346e-05
1810,7.224174000189773e-05,6.201079668244347e-05,1.1280909603276053e-08,6.201079668244347e-05
1811,7.122648821678013e-05,6.258760809682176e-05,9.003979466777018e-09,6.258760809682176e-05
1812,7.15629752708732e-05,5.9532933456856494e-05,1.0113643890617498e-08,5.9532933456856494e-05
1813,7.288096717924677e-05,5.943147126734922e-05,8.756590119674001e-09,5.943147126734922e-05
1814,7.160799889658977e-05,5.705974243548033e-05,7.500736571535477e-09,5.705974243548033e-05
