ngram,writer,write,wrier,write
1815,7.111657240394769e-05,5.569668844275709e-05,5.768749256063188e-09,5.569668844275709e-05
1816,7.2637054212724e-05,5.566223262576386e-05,5.9959135751646335e-09,5.566223262576386e-05
1817,7.216445374069735e-05,5.7208972845858496e-05,5.684795776973926e-09,5.7208972845858496e-05
1818,7.18721338281674e-05,5.6863454769232445e-05,5.395062761616641e-09,5.6863454769232445e-05
1819,7.177329410166879e-05,5.813131169166549e-05,4.298770434856587e-09,5.813131169166549e-05
1820,7.247077155625448e-05,5.749334585353998e-05,3.918461127001243e-09,5.749334585353998e-05
1821,7.357218834970678e-05,6.045096493575589e-05,4.014761872157229e-09,6.045096493575589e-05
1822,7.451632596452587e-05,6.127001168871564e-05,4.252324984196523e-09,6.127001168871564e-05
1823,7.4403164035175e-05,6.151459248420516e-05,4.425163553050433e-09,6.151459248420516e-05
1824,7.455335019455691e-05,6.0137439244759404e-05,4.4848284609853655e-09,6.0137439244759404e-05
1825,7.477998068290097e-05,5.866106688959657e-05,5.065494404884621e-09,5.866106688959657e-05
1826,7.463034229918517e-05,5.7541192031099596e-05,4.2504087868370075e-09,5.7541192031099596e-05
1827,7.344360658732642e-05,5.6974098697537556e-05,4.079103467700764e-09,5.6974098697537556e-05
1828,7.179303065640852e-05,5.3804578263744975e-05,4.116532987501793e-09,5.3804578263744975e-05
1829,6.816055819009697e-05,5.128239510148498e-05,3.773785569752672e-09,5.128239510148498e-05
1830,6.797805326641537e-05,5.148314760715168e-05,3.2219107064841116e-09,5.148314760715168e-05
1831,6.813325879712855e-05,5.122241054777987e-05,3.1911292973165116e-09,5.122241054777987e-05
1832,6.78369059252353e-05,5.243149696200687e-05,3.027474683646249e-09,5.243149696200687e-05
1833,6.691353077517956e-05,5.2891803664221827e-05,3.4503042962390803e-09,5.2891803664221827e-05
1834,6.735677275823296e-05,5.3698819621266534e-05,3.862623808105679e-09,5.3698819621266534e-05
1835,6.76982719076997e-05,5.475483132093879e-05,3.89746108402684e-09,5.475483132093879e-05
1836,6.972481371901398e-05,5.6751893550556686e-05,4.291914569774593e-09,5.6751893550556686e-05
1837,6.893889699962788e-05,5.674124778514462e-05,4.804267015958073e-09,5.674124778514462e-05
1838,6.841281512086945e-05,5.6968830384513626e-05,4.9669686141839975e-09,5.6968830384513626e-05
1839,6.730967496488509e-05,5.677690257601041e-05,4.674048164383342e-09,5.677690257601041e-05
1840,6.738641137157433e-05,5.748273542849347e-05,4.77008169471763e-09,5.748273542849347e-05
1841,6.635583226203121e-05,5.703977512894198e-05,4.569278257347622e-09,5.703977512894198e-05
1842,6.56416013953276e-05,5.642702360221717e-05,4.895026067026314e-09,5.642702360221717e-05
1843,6.579719567006188e-05,5.656649487458968e-05,5.0719443565684836e-09,5.656649487458968e-05
1844,6.591475435665675e-05,5.668974595859514e-05,4.188113189584897e-09,5.668974595859514e-05
1845,6.615520500677771e-05,5.725447460593257e-05,4.521436907418368e-09,5.725447460593257e-05
1846,6.610762855936108e-05,5.6808313404742095e-05,4.609634166438273e-09,5.6808313404742095e-05
1847,6.639049284526013e-05,5.635575871565379e-05,4.4598291726316575e-09,5.635575871565379e-05
1848,6.6135406086687e-05,5.601914797028128e-05,4.431595122613073e-09,5.601914797028128e-05
1849,6.539803663534778e-05,5.6041232580485356e-05,4.056758897062553e-09,5.6041232580485356e-05
1850,6.454634889710828e-05,5.6347652259449076e-05,3.6315191806072076e-09,5.6347652259449076e-05
1851,6.38759546356076e-05,5.642283317034266e-05,3.849027985225462e-09,5.642283317034266e-05
1852,6.283124509666647e-05,5.6015359794920574e-05,3.234231882309757e-09,5.6015359794920574e-05
1853,6.264710620078924e-05,5.630644123552234e-05,3.228983604307091e-09,5.630644123552234e-05
1854,6.199792239515643e-05,5.679989356264871e-05,3.2289513126774037e-09,5.679989356264871e-05
1855,6.164018122944981e-05,5.687579687219113e-05,3.1524043534300208e-09,5.687579687219113e-05
1856,6.19869991039325e-05,5.681909065710248e-05,3.261093411183984e-09,5.681909065710248e-05
1857,6.219447667327975e-05,5.651050118363595e-05,3.6040118667202137e-09,5.651050118363595e-05
1858,6.194646890175395e-05,5.638474820963373e-05,3.3589650426181704e-09,5.638474820963373e-05
1859,6.216504958242044e-05,5.6843827873568186e-05,3.4717335197141453e-09,5.6843827873568186e-05
1860,6.366984858427063e-05,5.766912883180859e-05,3.512625254157139e-09,5.766912883180859e-05
1861,6.392336685426667e-05,5.778279020367856e-05,3.3584963540381605e-09,5.778279020367856e-05
1862,6.421756084559352e-05,5.781785096457627e-05,3.4463798323106485e-09,5.781785096457627e-05
1863,6.399777079682931e-05,5.800117963060204e-05,3.1344605482581348e-09,5.800117963060204e-05
1864,6.410329920722038e-05,5.778163540526293e-05,2.5526934058614106e-09,5.778163540526293e-05
1865,6.401561560258935e-05,5.779227181587235e-05,3.131734205297221e-09,5.779227181587235e-05
1866,6.414377535942808e-05,5.8283192629460245e-05,3.5624710483160372e-09,5.8283192629460245e-05
1867,6.253431690441045e-05,5.779027976261984e-05,3.6972665246841937e-09,5.779027976261984e-05
1868,6.233599197003059e-05,5.743605756184219e-05,3.6038666654089215e-09,5.743605756184219e-05
1869,6.19651161416966e-05,5.747685177733989e-05,3.545168095594623e-09,5.747685177733989e-05
1870,6.22224688413553e-05,5.725854446479518e-05,3.548894606757764e-09,5.725854446479518e-05
1871,6.193190971056797e-05,5.7098992588830045e-05,3.806850802843899e-09,5.7098992588830045e-05
1872,6.24760780608215e-05,5.704721947300381e-05,3.5054682648702087e-09,5.704721947300381e-05
1873,6.215147212580112e-05,5.5996830009722286e-05,3.3332951319766023e-09,5.5996830009722286e-05
1874,6.184815772160488e-05,5.538985767218817e-05,3.367643909766928e-09,5.538985767218817e-05
1875,6.176879157594937e-05,5.4363681036712865e-05,3.5707607664343347e-09,5.4363681036712865e-05
1876,6.1906582102113e-05,5.3924232945844e-05,3.5148741694968066e-09,5.3924232945844e-05
1877,6.17996504713249e-05,5.358840592504878e-05,3.806112567973839e-09,5.358840592504878e-05
1878,6.189878331497312e-05,5.3307346596349294e-05,3.867770928930472e-09,5.3307346596349294e-05
1879,6.150295043231122e-05,5.307111963962338e-05,3.975923146271043e-09,5.307111963962338e-05
1880,6.192255230936488e-05,5.313441579346545e-05,4.206836847129937e-09,5.313441579346545e-05
1881,6.230256362219475e-05,5.296507879393175e-05,4.115775656795709e-09,5.296507879393175e-05
1882,6.274179239491267e-05,5.3219020628603175e-05,4.267175945926738e-09,5.3219020628603175e-05
1883,6.303058450742225e-05,5.313962693825098e-05,4.282822192130149e-09,5.313962693825098e-05
1884,6.302427417332572e-05,5.31248479092028e-05,4.294421167878275e-09,5.31248479092028e-05
1885,6.34279879575063e-05,5.319334689245027e-05,4.221775278574163e-09,5.319334689245027e-05
1886,6.3651344264924e-05,5.362903331323261e-05,4.021806253108804e-09,5.362903331323261e-05
1887,6.394749548884906e-05,5.348087610660254e-05,3.747065832219018e-09,5.348087610660254e-05
1888,6.461531821904438e-05,5.405090788761819e-05,3.863081664081034e-09,5.405090788761819e-05
1889,6.502702412295289e-05,5.4569215925377125e-05,3.7781724415708595e-09,5.4569215925377125e-05
1890,6.572088750544935e-05,5.4923139292181335e-05,3.4665759152119335e-09,5.4923139292181335e-05
1891,6.623125331576116e-05,5.5511419694604615e-05,3.261132728939385e-09,5.5511419694604615e-05
1892,6.641201616730541e-05,5.564859280379356e-05,3.432516271217878e-09,5.564859280379356e-05
1893,6.700706476944365e-05,5.534087904379703e-05,3.419789372318048e-09,5.534087904379703e-05
1894,6.761354701926134e-05,5.5439755150083716e-05,3.347586810927997e-09,5.5439755150083716e-05
1895,6.799584662076086e-05,5.510812895538818e-05,3.1711167977225128e-09,5.510812895538818e-05
1896,6.817279271282522e-05,5.568613934363904e-05,2.988765076697827e-09,5.568613934363904e-05
1897,6.785555056662165e-05,5.595171907251435e-05,3.139357916483375e-09,5.595171907251435e-05
1898,6.782356441752719e-05,5.559455738486057e-05,3.263255285038521e-09,5.559455738486057e-05
1899,6.890116180459569e-05,5.5950824129727804e-05,3.239367599558055e-09,5.5950824129727804e-05
1900,6.917494569539226e-05,5.608209020075654e-05,3.3994194126307775e-09,5.608209020075654e-05
1901,6.90221942412401e-05,5.659478743577243e-05,3.3711358783859525e-09,5.659478743577243e-05
1902,6.893779313291557e-05,5.650491116934323e-05,3.511962403430451e-09,5.650491116934323e-05
1903,6.800735614628397e-05,5.568948732356408e-05,3.5922044069483914e-09,5.568948732356408e-05
1904,6.807437603129074e-05,5.523058747972495e-05,3.730711993301026e-09,5.523058747972495e-05
1905,6.824866535940341e-05,5.526623863261193e-05,3.659428347648129e-09,5.526623863261193e-05
1906,6.709139935472714e-05,5.485819617336217e-05,3.542032920935055e-09,5.485819617336217e-05
1907,6.682134906960917e-05,5.439809423738292e-05,3.4755612356361455e-09,5.439809423738292e-05
1908,6.620938178717292e-05,5.397380404506943e-05,3.5172632742838263e-09,5.397380404506943e-05
1909,6.55036762639481e-05,5.401485395850614e-05,3.38661470295725e-09,5.401485395850614e-05
1910,6.581965966948442e-05,5.400711441844968e-05,3.3840307381690795e-09,5.400711441844968e-05
1911,6.564736707202558e-05,5.3751042807042336e-05,3.3258806819702613e-09,5.3751042807042336e-05
1912,6.531479344370641e-05,5.346463928747523e-05,3.183919667597885e-09,5.346463928747523e-05
1913,6.515862436832062e-05,5.34590295241547e-05,3.061620132019779e-09,5.34590295241547e-05
1914,6.460954734523381e-05,5.358052294468507e-05,2.97291064781697e-09,5.358052294468507e-05
1915,6.426888077320265e-05,5.324477284115606e-05,2.9614205056459143e-09,5.324477284115606e-05
1916,6.358902776680355e-05,5.317943734033699e-05,2.8829437567371283e-09,5.317943734033699e-05
1917,6.316817286590646e-05,5.31710684299469e-05,2.680747814208319e-09,5.31710684299469e-05
1918,6.247392905476903e-05,5.317412641098989e-05,2.952063641156347e-09,5.317412641098989e-05
1919,6.221941189973481e-05,5.335498073171558e-05,3.2169721807053163e-09,5.335498073171558e-05
1920,6.19614906359597e-05,5.3614471523490336e-05,3.2682502735882834e-09,5.3614471523490336e-05
1921,6.1473322213195e-05,5.3967749928623175e-05,3.5921331306302105e-09,5.3967749928623175e-05
1922,6.108247284178756e-05,5.399365493628595e-05,3.782481566056666e-09,5.399365493628595e-05
1923,6.124770568151559e-05,5.4284683886050645e-05,4.069128050383191e-09,5.4284683886050645e-05
1924,6.098634600805651e-05,5.465331248290438e-05,4.504983592517371e-09,5.465331248290438e-05
1925,6.0865867063902055e-05,5.526593200296962e-05,4.421491585558459e-09,5.526593200296962e-05
1926,6.005602075934543e-05,5.5523656815889156e-05,4.498333356599866e-09,5.5523656815889156e-05
1927,5.9341787294085536e-05,5.535611022163981e-05,4.763318184330956e-09,5.535611022163981e-05
1928,5.880692125564175e-05,5.5163171055028215e-05,4.5676388068674865e-09,5.5163171055028215e-05
1929,5.8354510006860695e-05,5.53956488147378e-05,4.474110383765963e-09,5.53956488147378e-05
1930,5.7308533411872175e-05,5.477394318274621e-05,4.328487822137715e-09,5.477394318274621e-05
1931,5.688887228773508e-05,5.455407517729327e-05,4.017381570266463e-09,5.455407517729327e-05
1932,5.634882992516006e-05,5.460545954909841e-05,3.845463534903258e-09,5.460545954909841e-05
1933,5.553934897761792e-05,5.452969656159569e-05,3.6442849690335575e-09,5.452969656159569e-05
1934,5.460031544706518e-05,5.4300147894537076e-05,3.5690367169597235e-09,5.4300147894537076e-05
1935,5.417132914382299e-05,5.420428247556889e-05,3.823374505884658e-09,5.420428247556889e-05
1936,5.286311716190539e-05,5.373798921937123e-05,3.635264026310584e-09,5.373798921937123e-05
1937,5.203449784728166e-05,5.41409915188394e-05,3.903428120415648e-09,5.41409915188394e-05
1938,4.998580490272226e-05,5.339212449533599e-05,4.4145659826101886e-09,5.339212449533599e-05
1939,4.832536485212456e-05,5.296085354140294e-05,4.662377024138615e-09,5.296085354140294e-05
1940,4.7074655802654366e-05,5.2717080896919856e-05,5.0528376403592895e-09,5.2717080896919856e-05
1941,4.598753366735764e-05,5.321727180021948e-05,5.51665862198141e-09,5.321727180021948e-05
1942,4.419557132808093e-05,5.3521342384296334e-05,5.704919330591045e-09,5.3521342384296334e-05
1943,4.3349298461440154e-05,5.402440365287475e-05,6.165756984342709e-09,5.402440365287475e-05
1944,4.246861811095316e-05,5.4482085293524764e-05,6.025297403868178e-09,5.4482085293524764e-05
1945,4.234904242496539e-05,5.547353430301882e-05,5.969130523197919e-09,5.547353430301882e-05
1946,4.2078964595150736e-05,5.567207179930327e-05,6.26498408706766e-09,5.567207179930327e-05
1947,4.238920571099568e-05,5.6409531160690154e-05,6.00062126971628e-09,5.6409531160690154e-05
1948,4.2254715351321336e-05,5.704622786392325e-05,5.499835571092555e-09,5.704622786392325e-05
1949,4.24886254352584e-05,5.787971635332464e-05,5.4795644846957916e-09,5.787971635332464e-05
1950,4.252681329879644e-05,5.866181111611825e-05,5.344457067378374e-09,5.866181111611825e-05
1951,4.25671595231896e-05,5.9262823924655095e-05,5.6427306636765346e-09,5.9262823924655095e-05
1952,4.224401345709339e-05,5.9763730990068454e-05,5.290736737606494e-09,5.9763730990068454e-05
1953,4.197801068325394e-05,6.097846510653783e-05,4.988176855696176e-09,6.097846510653783e-05
1954,4.121182843976255e-05,6.170574436379996e-05,5.21749418272829e-09,6.170574436379996e-05
1955,4.092894284570191e-05,6.265565389185213e-05,5.2645585034229365e-09,6.265565389185213e-05
1956,4.039891375993777e-05,6.271163614915817e-05,4.94235611167174e-09,6.271163614915817e-05
1957,3.992374227631704e-05,6.272048475303953e-05,4.784088617323537e-09,6.272048475303953e-05
1958,3.917754345041301e-05,6.289540708946464e-05,4.328764172508873e-09,6.289540708946464e-05
1959,3.9135831944544665e-05,6.340612682314324e-05,4.389698668053452e-09,6.340612682314324e-05
1960,3.890512432138037e-05,6.33824009647859e-05,4.27111676185429e-09,6.33824009647859e-05
1961,3.857963955462245e-05,6.321475770424254e-05,3.86815849192804e-09,6.321475770424254e-05
1962,3.8385402149287984e-05,6.32372040334823e-05,4.069631171737293e-09,6.32372040334823e-05
1963,3.8290443626465276e-05,6.374604916865272e-05,4.1342576346486175e-09,6.374604916865272e-05
1964,3.8209400892290955e-05,6.417340253912178e-05,4.150598024007682e-09,6.417340253912178e-05
1965,3.8516039369694355e-05,6.437393312808126e-05,4.411905793081214e-09,6.437393312808126e-05
1966,3.8294736961168905e-05,6.432124687957444e-05,4.707719452363384e-09,6.432124687957444e-05
1967,3.778842541838198e-05,6.402129136923966e-05,4.9585301261804e-09,6.402129136923966e-05
1968,3.716077065161828e-05,6.333147237975416e-05,5.3343647594366365e-09,6.333147237975416e-05
1969,3.6428963669875104e-05,6.210495848790742e-05,5.481200763110142e-09,6.210495848790742e-05
1970,3.53518649457588e-05,6.066799167976049e-05,5.495163245074406e-09,6.066799167976049e-05
1971,3.430895880488346e-05,5.9567640294387403e-05,5.590781678880116e-09,5.9567640294387403e-05
1972,3.263366462696078e-05,5.8191085762311036e-05,5.606698978104825e-09,5.8191085762311036e-05
1973,3.118189020564647e-05,5.678480946309199e-05,5.443881282271182e-09,5.678480946309199e-05
1974,3.0045466441411657e-05,5.587979259351934e-05,5.379043876985179e-09,5.587979259351934e-05
1975,2.91172021076948e-05,5.565685725222076e-05,5.342754048699914e-09,5.565685725222076e-05
1976,2.8165836868408534e-05,5.507320591797387e-05,5.163642021902401e-09,5.507320591797387e-05
1977,2.7719467263003545e-05,5.532956077201691e-05,5.2363322566861825e-09,5.532956077201691e-05
1978,2.7240303357497657e-05,5.54904831265698e-05,5.305195330659476e-09,5.54904831265698e-05
1979,2.727525731773182e-05,5.6209424656117335e-05,5.352766230259931e-09,5.6209424656117335e-05
1980,2.730242314490689e-05,5.757044657782119e-05,5.4562749239396774e-09,5.757044657782119e-05
1981,2.7505124827647315e-05,5.875973615080251e-05,5.369979445240298e-09,5.875973615080251e-05
1982,2.7588474560096593e-05,5.974352253750632e-05,5.332616951189298e-09,5.974352253750632e-05
1983,2.780707369051275e-05,6.086842352358092e-05,5.442651662690423e-09,6.086842352358092e-05
1984,2.8069007904767724e-05,6.160957387432322e-05,5.564917098561344e-09,6.160957387432322e-05
1985,2.831414401173658e-05,6.232328191150113e-05,5.412780192313806e-09,6.232328191150113e-05
1986,2.8529036041748312e-05,6.274412901672934e-05,5.297774155873672e-09,6.274412901672934e-05
1987,2.8715388647729663e-05,6.278599383741883e-05,5.1067685952992696e-09,6.278599383741883e-05
1988,2.8810946917344283e-05,6.286120333243161e-05,5.093830246494235e-09,6.286120333243161e-05
1989,2.9068817769127365e-05,6.287803574066077e-05,5.1043580790682034e-09,6.287803574066077e-05
1990,2.9193498059092754e-05,6.309314007272146e-05,4.956525792973057e-09,6.309314007272146e-05
1991,2.9390875559849e-05,6.316656072158366e-05,4.741075976255615e-09,6.316656072158366e-05
1992,2.9452324919735213e-05,6.315986684057862e-05,4.762414209023648e-09,6.315986684057862e-05
1993,2.9821958898017848e-05,6.332737497619487e-05,4.728110157360886e-09,6.332737497619487e-05
1994,3.0191122537611852e-05,6.350620242301375e-05,4.6840325269264275e-09,6.350620242301375e-05
1995,3.0539759921209354e-05,6.381253998759868e-05,4.721745914894524e-09,6.381253998759868e-05
1996,3.1093945446108205e-05,6.432113462194269e-05,4.619178626898344e-09,6.432113462194269e-05
1997,3.1676279572171294e-05,6.47318915330938e-05,4.4284999794237075e-09,6.47318915330938e-05
1998,3.194176211504133e-05,6.512891767280442e-05,4.415281981299099e-09,6.512891767280442e-05
1999,3.2383689748322854e-05,6.606061340010325e-05,4.348487982395812e-09,6.606061340010325e-05
2000,3.255632275665578e-05,6.691119051538408e-05,4.1575390431956654e-09,6.691119051538408e-05
2001,3.2987378550127945e-05,6.768193374487705e-05,4.012752003695092e-09,6.768193374487705e-05
2002,3.321959385565216e-05,6.817585693040331e-05,3.767513190311433e-09,6.817585693040331e-05
2003,3.3421623291880156e-05,6.889610501405383e-05,3.463998357996648e-09,6.889610501405383e-05
2004,3.350450372506332e-05,6.942767296485337e-05,3.241899447305384e-09,6.942767296485337e-05
2005,3.3707245165714994e-05,7.045481574355758e-05,2.945825583466899e-09,7.045481574355758e-05
2006,3.392261714907363e-05,7.147023903339036e-05,2.6337135646973107e-09,7.147023903339036e-05
2007,3.3796323675362926e-05,7.242825189937971e-05,2.25781138230019e-09,7.242825189937971e-05
2008,3.312339374263372e-05,7.323533022177539e-05,1.9024169065470377e-09,7.323533022177539e-05
2009,3.208924265761327e-05,7.333638287881123e-05,1.5136885871720145e-09,7.333638287881123e-05
2010,3.150988647705942e-05,7.348864164669067e-05,1.2049384506036225e-09,7.348864164669067e-05
2011,3.097758729251966e-05,7.396759610855952e-05,9.47761369385347e-10,7.396759610855952e-05
2012,3.064650523551141e-05,7.408658192226929e-05,7.15951623383607e-10,7.408658192226929e-05
2013,3.0249784686020575e-05,7.343596059529643e-05,6.031006408565734e-10,7.343596059529643e-05
2014,2.9734401843078168e-05,7.276832703999909e-05,5.740364929428057e-10,7.276832703999909e-05
2015,2.9355154245942166e-05,7.184996086704944e-05,1.0005602933484325e-09,7.184996086704944e-05
2016,2.967476263750411e-05,7.172988469912005e-05,9.63364047265206e-10,7.172988469912005e-05
2017,2.9553148124250583e-05,7.164669538421246e-05,1.0809388106824969e-09,7.164669538421246e-05
2018,2.9417381301755086e-05,7.117280911188573e-05,1.2191343046197289e-09,7.117280911188573e-05
2019,2.8955478228454012e-05,7.048596307868138e-05,1.355712375694651e-09,7.048596307868138e-05
