ngram,coure,cours,corse
1696,1.550680346034434e-08,5.582827437170376e-07,3.99728565168646e-08
1697,1.550680346034434e-08,5.755187605213255e-07,8.405530544613222e-08
1698,1.550680346034434e-08,5.614239780373152e-07,5.958925238961196e-08
1699,1.550680346034434e-08,7.518106477683822e-07,7.265879276019405e-08
1700,2.8504656159254538e-08,7.724508646690862e-07,8.565664545910425e-08
1701,2.8504656159254538e-08,7.430132821387556e-07,8.565664545910425e-08
1702,1.29978526989102e-08,4.977448842932322e-07,7.01498419987599e-08
1703,1.29978526989102e-08,5.3086851486179e-07,8.119105184992545e-08
1704,2.165961936790544e-08,5.067389829654141e-07,4.5770369589653067e-08
1705,3.0817424041223214e-08,5.146833217395397e-07,7.324378462466744e-08
1706,3.0817424041223214e-08,2.754432801209207e-07,8.232501004710815e-08
1707,1.7819571342313012e-08,1.0498186903922552e-06,6.932715734819794e-08
1708,1.7819571342313012e-08,1.0787145064179121e-06,8.86188920341218e-08
1709,1.7819571342313012e-08,1.0068832604507146e-06,8.86188920341218e-08
1710,1.7819571342313012e-08,9.909746531937863e-07,7.757768218295626e-08
1711,9.157804673317775e-09,9.660199152351976e-07,6.891591551396101e-08
1712,0.0,9.802945665374603e-07,2.913011586867599e-07
1713,0.0,9.689618159265073e-07,2.691503928937371e-07
1714,9.571610551769742e-09,1.617382159630714e-07,2.787220034455069e-07
1715,9.571610551769742e-09,1.1350888127838386e-07,3.7265380013552984e-07
1716,9.571610551769742e-09,1.1602372345415851e-07,3.9036371646261614e-07
1717,9.571610551769742e-09,9.88087001425291e-08,1.0016761627135956e-06
1718,9.571610551769742e-09,9.685812786740047e-08,1.1487695366391954e-06
1719,9.571610551769742e-09,8.402247989433168e-08,8.98910878431382e-07
1720,9.571610551769742e-09,1.0038784838327177e-07,9.260942621023917e-07
1721,8.760058075755036e-09,9.000468535548731e-08,9.16522651550622e-07
1722,8.760058075755036e-09,2.5228400600342737e-07,8.032991201746751e-07
1723,2.1110410435604924e-08,2.442446595450422e-07,8.102899085672886e-07
1724,2.1110410435604924e-08,3.734048930376892e-07,2.1071930181700997e-07
1725,2.1110410435604924e-08,4.318397129411876e-07,1.4450841234747713e-07
1726,2.1110410435604924e-08,4.184725982879302e-07,1.7005840443776572e-07
1727,2.1110410435604924e-08,4.049746463254321e-07,1.7024588418377918e-07
1728,1.882991235951132e-08,4.3509194621752355e-07,1.7024588418377918e-07
1729,1.882991235951132e-08,3.046725091897835e-07,1.9573379107993917e-07
1730,6.479559999661433e-09,2.9433021911781256e-07,1.873995622807862e-07
1731,6.479559999661433e-09,1.930369438899301e-07,1.8262446234627661e-07
1732,6.479559999661433e-09,1.8944560510801368e-07,1.1425902560599102e-07
1733,6.479559999661433e-09,2.6735533812224534e-07,1.519319608535495e-07
1734,1.1641291613224375e-08,2.846402960951114e-07,1.9166360841284457e-07
1735,5.161731613562941e-09,2.780975678311799e-07,2.433990167511573e-07
1736,5.161731613562941e-09,3.1238558305192653e-07,3.061083110164223e-07
1737,5.161731613562941e-09,3.249672297605295e-07,2.966634633188343e-07
1738,5.161731613562941e-09,3.52018436241711e-07,2.896967237526431e-07
1739,3.100906350742402e-08,3.7989885827625714e-07,2.9333425897805553e-07
1740,3.100906350742402e-08,3.4052529786419784e-07,2.4508588885347695e-07
1741,2.5847331893861077e-08,3.570857143943483e-07,2.3145553537265835e-07
1742,3.222470417491812e-08,3.566379466032491e-07,1.9885224336998624e-07
1743,3.222470417491812e-08,3.290156221120404e-07,1.2991782938343022e-07
1744,3.222470417491812e-08,3.4396322031885316e-07,1.944211669118496e-07
1745,3.222470417491812e-08,3.206029361990659e-07,2.3229062203914248e-07
1746,6.377372281057043e-09,3.794765989693717e-07,2.509818790891976e-07
1747,6.377372281057043e-09,3.553486871104334e-07,2.401664736290903e-07
1748,1.001710409858398e-08,3.2965627180406696e-07,2.813273454194132e-07
1749,3.639731817526938e-09,3.076799706442606e-07,2.8697163096629605e-07
1750,3.639731817526938e-09,3.0214171025428574e-07,3.138910845531687e-07
1751,7.2088704529603225e-09,3.056897505920071e-07,2.745883672819868e-07
1752,7.2088704529603225e-09,2.9362482020392887e-07,2.951977648990578e-07
1753,7.2088704529603225e-09,2.0463772695425826e-07,4.866727790288548e-07
1754,7.2088704529603225e-09,2.4241892861352555e-07,5.452746571726103e-07
1755,7.4224464035361444e-09,2.783801521997832e-07,9.978113106561587e-07
1756,1.3493387486716659e-08,3.8988841717062836e-07,1.091418263448369e-06
1757,1.6538510751372215e-08,4.1780356850397637e-07,1.2675300240516663e-06
1758,1.6076956908607698e-08,4.655554184702331e-07,1.285129132254172e-06
1759,1.6076956908607698e-08,5.330323387754885e-07,1.3379717164038344e-06
1760,1.6076956908607698e-08,4.992937801619388e-07,1.3644807259944564e-06
1761,1.6076956908607698e-08,4.684724948284773e-07,1.5848275641669067e-06
1762,1.490623117003257e-08,4.240857904846962e-07,1.1878824669305947e-06
1763,8.835290086852053e-09,3.5376310795040157e-07,1.163175369356395e-06
1764,1.141152620017952e-08,3.293994786141801e-07,1.1179541883978215e-06
1765,1.1251349820083436e-08,2.5712414749737687e-07,1.1861291682180308e-06
1766,1.1251349820083436e-08,2.3817532073573083e-07,1.2448603407782294e-06
1767,1.4195852112866954e-08,3.2639723660362764e-07,1.1451445922310605e-06
1768,1.4195852112866954e-08,3.9520121727524125e-07,9.85418499307603e-07
1769,1.1513270083339324e-08,4.3966723848955424e-07,8.991653674326829e-07
1770,1.1513270083339324e-08,4.2893199747595645e-07,1.079366646601037e-06
1771,5.891910705356298e-09,4.160869561279209e-07,1.0839462447620463e-06
1772,1.0852747526054633e-08,5.779674024454704e-07,1.092581831991473e-06
1773,1.0852747526054633e-08,5.38493458585825e-07,1.0263368527116005e-06
1774,1.0580708372945732e-08,5.492636380008012e-07,1.0442603784862773e-06
1775,1.0580708372945732e-08,5.075890762944775e-07,1.2444117893599987e-06
1776,1.8717816883752547e-08,4.931080569901627e-07,1.5872957744379943e-06
1777,2.455391750239804e-08,5.227803581777022e-07,1.4943373603922997e-06
1778,3.01162048949826e-08,5.630528688373358e-07,1.5296141425226648e-06
1779,2.2207959661711485e-08,4.658476342456197e-07,1.9307894620266907e-06
1780,2.2207959661711485e-08,4.607919379395753e-07,1.9726285245269537e-06
1781,1.9535496522036866e-08,3.7534902779563186e-07,1.9545922376502337e-06
1782,1.9535496522036866e-08,3.9384047210790284e-07,1.8555049337010132e-06
1783,1.3572987051751234e-08,3.9610914167756815e-07,1.72699817215159e-06
1784,7.73688643310574e-09,3.9431929670692103e-07,1.7541380624866828e-06
1785,2.174599040521181e-09,3.886053962430326e-07,1.8058171755391022e-06
1786,2.174599040521181e-09,3.440356977080228e-07,1.3625361248159606e-06
1787,6.042023770191918e-09,3.4632712697657553e-07,1.4167063763384898e-06
1788,9.961679988837853e-09,3.270691044982803e-07,1.5119499120633658e-06
1789,1.3451834439998883e-08,2.7928703210428854e-07,1.5143640683033612e-06
1790,1.1277235399477701e-08,2.8444347727989747e-07,1.4393074983282922e-06
1791,1.3449167874617679e-08,2.715843956074033e-07,1.3745960245614697e-06
1792,1.5625691978422244e-08,2.6339204493654377e-07,1.3214636039395243e-06
1793,1.858375827826616e-08,2.699624173731406e-07,1.4736827194740596e-06
1794,5.164179813935529e-08,2.8609497957989204e-07,1.5193702275999904e-06
1795,6.142122417023594e-08,3.5743062807926306e-07,1.4811779302752775e-06
1796,6.172371616993847e-08,3.564883631465169e-07,1.4088682291912846e-06
1797,7.022757080627734e-08,3.351453666969714e-07,1.4051332430296628e-06
1798,6.979160842896753e-08,3.2258168403132004e-07,1.497877633482858e-06
1799,7.362277999943347e-08,3.2118396526519586e-07,1.550344986104132e-06
1800,7.231136933683047e-08,3.2711238873162074e-07,1.5302348888976018e-06
1801,3.6314585687741944e-08,3.2745197537613943e-07,1.55915565106365e-06
1802,3.086391237821269e-08,2.890432183124046e-07,1.6751322878657708e-06
1803,3.409126523936022e-08,3.300280115224398e-07,1.7908519112097565e-06
1804,2.9248341209304433e-08,3.4661469174222604e-07,1.9091856009773826e-06
1805,3.166721113905575e-08,3.645586324247623e-07,1.944196989305575e-06
1806,3.0054867356759426e-08,3.54678811780624e-07,1.9984071611491217e-06
1807,3.531251234280473e-08,4.43122039379367e-07,2.126668537779811e-06
1808,3.626673691517876e-08,4.4134952759122825e-07,2.0704249956387296e-06
1809,3.4531621498753596e-08,4.4704206711035764e-07,1.9122939940124136e-06
1810,3.143449995539933e-08,4.273899167271468e-07,1.8893832702815416e-06
1811,3.152371240235295e-08,4.312469863115049e-07,1.8112672250936157e-06
1812,3.1904329083382825e-08,4.246692282907004e-07,1.7454530052418704e-06
1813,3.3134380065088665e-08,4.822944755947642e-07,1.574409550032994e-06
1814,3.124507484488147e-08,3.947792249294123e-07,1.3905107282750708e-06
1815,3.6315235009608064e-08,4.081830127233843e-07,1.3961791377628937e-06
1816,3.379556850242287e-08,3.9353951056650007e-07,1.4372807299878332e-06
1817,3.3470989789309765e-08,3.802820519435305e-07,1.386971202269446e-06
1818,3.455478823712253e-08,3.7189435886375577e-07,1.54447479872033e-06
1819,3.2874982989840514e-08,3.665542485415634e-07,1.6672850051691057e-06
1820,2.9607931090985014e-08,3.047847668215452e-07,1.7561372617689943e-06
1821,2.754968342344455e-08,3.0330918881255844e-07,1.7939843733724307e-06
1822,2.6959831954189084e-08,3.012020235766093e-07,1.8119364183023987e-06
1823,2.5915923121796628e-08,2.887681611290256e-07,1.8637759597238203e-06
1824,2.687770463337204e-08,2.9533793873984647e-07,1.8373269118196082e-06
1825,2.5842267246746686e-08,2.9609186518492994e-07,1.6042705510699307e-06
1826,2.6067570197645703e-08,3.1289322472665457e-07,1.4547480954466404e-06
1827,2.7996614296707127e-08,3.3827847240835194e-07,1.3833536870931442e-06
1828,2.9342709849190995e-08,3.3120327356885226e-07,1.3880560507979162e-06
1829,2.7406775261949534e-08,3.275620628073739e-07,1.257006187773056e-06
1830,2.750680242310669e-08,3.347618522704059e-07,1.1502742722768744e-06
1831,2.610514039856428e-08,3.372672868603591e-07,1.1898013342813231e-06
1832,2.511656838066756e-08,3.3542326605129347e-07,1.1691413175997565e-06
1833,2.4509961806172342e-08,3.1843741307316774e-07,1.1349014243933198e-06
1834,2.3711094801878322e-08,3.0633961500825535e-07,1.1510594910240407e-06
1835,2.275958748449674e-08,3.240964758788323e-07,1.082754871666631e-06
1836,2.4487324422141554e-08,3.230219525513738e-07,1.1705394220890803e-06
1837,2.4380352720803396e-08,3.2643268761083686e-07,1.1624090429255115e-06
1838,2.442761548593353e-08,3.2851739563609173e-07,1.0811955105184876e-06
1839,2.5482536715669213e-08,3.3103947722728275e-07,1.1198878837603843e-06
1840,2.74677606374293e-08,3.1986794267270723e-07,1.1279322344697512e-06
1841,2.7058247452162376e-08,3.137888232426381e-07,1.0802924959664648e-06
1842,2.7659914993348267e-08,3.1420970815686034e-07,1.1229134072112044e-06
1843,2.5701668349142892e-08,3.089828989491902e-07,1.0798538028211624e-06
1844,2.5697340382586324e-08,3.0866650441956675e-07,1.0864087747514922e-06
1845,2.476077704776409e-08,3.0328746853618735e-07,1.1001153227750495e-06
1846,2.363518472999918e-08,2.9429927548920075e-07,1.0216267826633287e-06
1847,2.4084655793542098e-08,2.8995982656202355e-07,9.86698864835489e-07
1848,2.4833778208436082e-08,2.9558211979617356e-07,9.58386514022485e-07
1849,2.4481323634972796e-08,2.755184555423641e-07,8.770854508709038e-07
1850,2.213588017647388e-08,2.614518024302015e-07,8.45504700919264e-07
1851,2.3051007959549808e-08,2.5469293315641804e-07,8.320262980175488e-07
1852,2.5180746884448776e-08,2.442968971243837e-07,8.082758102188694e-07
1853,2.5964417663512255e-08,2.450154811737905e-07,8.144930266748165e-07
1854,2.3984482717358853e-08,2.449430098749872e-07,8.339501797698696e-07
1855,2.3463955603883084e-08,2.4477818020126764e-07,8.040340162551729e-07
1856,2.3640515830639482e-08,2.3601934831926234e-07,7.985203589149543e-07
1857,2.766156522885207e-08,2.3640797459328106e-07,7.596289443816724e-07
1858,2.7955444689301397e-08,2.3953860152557483e-07,6.970151714215587e-07
1859,2.8857444687803635e-08,2.4048968530873284e-07,6.549159528341468e-07
1860,2.826228292665941e-08,2.507446887583293e-07,6.146504460957658e-07
1861,2.7818589083088748e-08,2.485076972139463e-07,5.973222089648646e-07
1862,2.7798356886218504e-08,2.3792196251244085e-07,6.207633305166382e-07
1863,2.7601588824057088e-08,2.427420570581619e-07,6.40948306746785e-07
1864,2.4460730076368365e-08,2.4152194352414623e-07,6.367584920293925e-07
1865,2.327645606417913e-08,2.4504355167209724e-07,6.253758856798543e-07
1866,2.0806934841743896e-08,2.5517653666286476e-07,6.278380096448797e-07
1867,2.0904036850717082e-08,2.464783201665861e-07,6.431625974658215e-07
1868,2.0345525772061786e-08,2.461085476365302e-07,6.079159098654989e-07
1869,1.9670816213996593e-08,2.5329095722424556e-07,5.618687087657495e-07
1870,1.8160061644932413e-08,2.5082098886741733e-07,5.13244880754168e-07
1871,1.8268868830416196e-08,2.7711837446986465e-07,4.973513512140926e-07
1872,1.7435178887938363e-08,2.6372350094204323e-07,5.134194306525128e-07
1873,1.7490490833438344e-08,2.627167674518205e-07,5.126718828510743e-07
1874,1.673083944402671e-08,2.678713408548512e-07,4.849756172526603e-07
1875,1.889566966387487e-08,2.712163568016227e-07,4.6895589938295803e-07
1876,1.842959245530145e-08,2.6856082310392336e-07,4.7587546500186105e-07
1877,1.866681641006705e-08,2.7810025723543473e-07,4.996262288971463e-07
1878,1.8547894141209198e-08,2.512076337422643e-07,5.012155911897156e-07
1879,2.0224010910396828e-08,2.528319242856014e-07,4.785359806191991e-07
1880,2.0198504710070405e-08,2.464766656170728e-07,4.7328901635929857e-07
1881,2.0900450132493072e-08,2.393155114077672e-07,4.7058321277810524e-07
1882,1.8558834215452536e-08,2.3664414681791512e-07,4.5182155921403524e-07
1883,1.9078421128629738e-08,2.2851736097046732e-07,4.3914721865283876e-07
1884,1.927350495074214e-08,2.2041424634673084e-07,4.026802936810522e-07
1885,1.8496662487369316e-08,2.2544523809691392e-07,4.0318397915533364e-07
1886,1.6953323316621597e-08,2.3731619031812962e-07,3.8692124754951304e-07
1887,1.6496337248586964e-08,2.3452518048218606e-07,3.616828061175121e-07
1888,1.5338361564991894e-08,2.3300395314760992e-07,3.504633322596159e-07
1889,1.6545555401949385e-08,2.3208573095091977e-07,3.5285831196623416e-07
1890,1.6510129009970698e-08,2.3200347243346187e-07,3.4511125639775333e-07
1891,1.6978420827992328e-08,2.4310709940371975e-07,3.3751458415411305e-07
1892,1.7640564691540865e-08,2.433729235917781e-07,3.107913804407352e-07
1893,1.839937738675904e-08,2.310334455809685e-07,3.0633728442808206e-07
1894,1.8845060749989832e-08,2.3294071890437147e-07,2.964232968289642e-07
1895,2.010569539428226e-08,2.3091152659812257e-07,2.9441360587562873e-07
1896,1.9629078806815414e-08,2.3153778069432258e-07,3.016328215770565e-07
1897,2.0193528880797984e-08,2.312152754971716e-07,3.014796082620056e-07
1898,2.0488251095684973e-08,2.2435591517933062e-07,3.0605545069712594e-07
1899,2.0868628222306792e-08,2.3300509001598713e-07,3.0162708851223995e-07
1900,2.133517565791213e-08,2.3267928993066433e-07,3.036354517657206e-07
1901,2.1090113274827412e-08,2.3206065285259164e-07,3.0845950098929667e-07
1902,2.0844087852570477e-08,2.2965205102666785e-07,3.018984386926604e-07
1903,2.1136804560585787e-08,2.3453397497113266e-07,2.8372547993577815e-07
1904,2.0557469885115357e-08,2.3138753338766298e-07,2.692852214230308e-07
1905,2.041816823553485e-08,2.2470051013507536e-07,2.5207591696536316e-07
1906,1.986694060056899e-08,2.1084888552585263e-07,2.5164896198605546e-07
1907,1.929469841042776e-08,2.1610096975369482e-07,2.436293280132824e-07
1908,1.900935485212228e-08,2.206428726075111e-07,2.2219783448105902e-07
1909,1.839051679196148e-08,2.2043891842063852e-07,2.1668778466781597e-07
1910,1.7986214676365568e-08,2.1284341349720697e-07,1.9629804220195573e-07
1911,1.7970242944491995e-08,2.1146967859359783e-07,1.8513896447659916e-07
1912,1.7453589811517693e-08,2.0753090471511575e-07,1.7259836023900528e-07
1913,1.7662852006391664e-08,2.0634349238792181e-07,1.5214635189814934e-07
1914,1.705687273962602e-08,2.0040106513923612e-07,1.3358356605002492e-07
1915,1.7813613441473664e-08,1.9630489995441686e-07,1.2404289861933648e-07
1916,1.8393246544893112e-08,2.016192865994526e-07,1.0998076963427853e-07
1917,1.8901078797333478e-08,2.0569817950542658e-07,1.0364801080900829e-07
1918,1.9349794147923864e-08,2.1289445685722187e-07,1.0044149486735218e-07
1919,1.9695635852404588e-08,2.1532443586888155e-07,9.849073125321541e-08
1920,1.9556299436983082e-08,2.2431995359641276e-07,1.0550168078842554e-07
1921,1.8905479086989933e-08,2.2653825786684528e-07,1.1837819004410579e-07
