ngram,mistake,mistke,msitake,mstake
1545,4.240657517584623e-06,0.0,0.0,0.0
1546,5.359482299484496e-06,0.0,0.0,0.0
1547,5.359482299484496e-06,0.0,0.0,0.0
1548,5.656724234930672e-06,0.0,0.0,0.0
1549,2.6474315615944633e-06,0.0,0.0,0.0
1550,4.268468663732554e-06,0.0,0.0,0.0
1551,3.572944024199387e-06,0.0,0.0,0.0
1552,3.0371038194841404e-06,0.0,0.0,0.0
1553,1.918279037584268e-06,0.0,0.0,0.0
1554,1.918279037584268e-06,0.0,0.0,0.0
1555,2.823007110107158e-06,0.0,0.0,0.0
1556,2.823007110107158e-06,0.0,0.0,0.0
1557,1.2019700079690665e-06,0.0,0.0,0.0
1558,5.976310473800238e-06,0.0,0.0,0.0
1559,7.695533765529814e-06,0.0,0.0,0.0
1560,9.490294749931699e-06,0.0,0.0,0.0
1561,9.490294749931699e-06,0.0,0.0,0.0
1562,8.288324741962632e-06,0.0,0.0,0.0
1563,8.742946452652437e-06,0.0,0.0,0.0
1564,8.742946452652437e-06,0.0,0.0,0.0
1565,4.980406629329082e-06,0.0,0.0,0.0
1566,3.2611833375995047e-06,0.0,0.0,0.0
1567,2.148819671024934e-06,0.0,0.0,0.0
1568,2.148819671024934e-06,0.0,0.0,0.0
1569,2.148819671024934e-06,0.0,0.0,0.0
1570,1.6941979603351292e-06,0.0,0.0,0.0
1571,4.146049637451402e-06,0.0,0.0,0.0
1572,3.134248994943586e-06,0.0,0.0,0.0
1573,3.134248994943586e-06,0.0,0.0,0.0
1574,2.4518516771162728e-06,0.0,0.0,0.0
1575,2.4518516771162728e-06,0.0,0.0,0.0
1576,3.8038929882791957e-06,0.0,0.0,0.0
1577,6.3553688960382715e-06,0.0,0.0,0.0
1578,7.2763008834694376e-06,0.0,0.0,0.0
1579,1.3743848675013786e-05,0.0,0.0,0.0
1580,1.3743848675013786e-05,0.0,0.0,0.0
1581,1.4337156049545488e-05,0.0,0.0,0.0
1582,1.4337156049545488e-05,0.0,0.0,0.0
1583,1.634947284401278e-05,0.0,0.0,0.0
1584,1.3797996936253704e-05,0.0,0.0,0.0
1585,1.231239411936258e-05,0.0,0.0,0.0
1586,7.282634019897419e-06,0.0,0.0,0.0
1587,9.013031883244236e-06,0.0,0.0,0.0
1588,8.419724508712534e-06,0.0,0.0,0.0
1589,9.913536294854047e-06,0.0,0.0,0.0
1590,8.369007706018497e-06,0.0,0.0,0.0
1591,9.168608098012296e-06,0.0,0.0,0.0
1592,1.0863258012250299e-05,0.0,0.0,0.0
1593,1.2997897946271613e-05,0.0,0.0,0.0
1594,1.3279079147261135e-05,0.0,0.0,0.0
1595,1.7336252897491378e-05,0.0,0.0,0.0
1596,1.6894532239218408e-05,0.0,0.0,0.0
1597,1.6406385774254367e-05,0.0,0.0,0.0
1598,1.684533500727931e-05,0.0,0.0,0.0
1599,1.3499326541932533e-05,0.0,0.0,0.0
1600,1.1630996271248608e-05,0.0,0.0,0.0
1601,1.0791360377230116e-05,0.0,0.0,0.0
1602,7.256190201587742e-06,0.0,0.0,0.0
1603,6.616209183058734e-06,0.0,0.0,0.0
1604,5.625066770725036e-06,0.0,0.0,0.0
1605,4.948701611543324e-06,0.0,0.0,0.0
1606,8.716884784527273e-06,0.0,0.0,0.0
1607,7.759284504313005e-06,0.0,0.0,0.0
1608,6.787018930611209e-06,0.0,0.0,0.0
1609,7.774407176189665e-06,0.0,0.0,0.0
1610,9.27402101881723e-06,0.0,0.0,0.0
1611,9.240717206791618e-06,0.0,0.0,0.0
1612,1.1637540751507913e-05,0.0,0.0,0.0
1613,1.0190502978600438e-05,0.0,0.0,0.0
1614,1.1092054608395432e-05,0.0,0.0,0.0
1615,1.3178036462185056e-05,0.0,0.0,0.0
1616,1.166864464201873e-05,0.0,0.0,0.0
1617,1.0374627338803424e-05,0.0,0.0,0.0
1618,1.124911620666223e-05,0.0,0.0,0.0
1619,1.0765867110811606e-05,0.0,0.0,0.0
1620,9.921460917082317e-06,0.0,0.0,0.0
1621,1.005759213512647e-05,0.0,0.0,0.0
1622,9.741688115484845e-06,0.0,0.0,0.0
1623,1.1897001643644347e-05,0.0,0.0,0.0
1624,1.2324620326710698e-05,0.0,0.0,0.0
1625,1.1558218082947341e-05,0.0,0.0,0.0
1626,1.0000946433917437e-05,0.0,0.0,0.0
1627,9.726326977345576e-06,0.0,0.0,0.0
1628,9.055844754714468e-06,0.0,0.0,0.0
1629,8.076441482834135e-06,0.0,0.0,0.0
1630,6.524870936378388e-06,0.0,0.0,0.0
1631,7.066585275034802e-06,0.0,0.0,0.0
1632,7.659149300057574e-06,0.0,0.0,0.0
1633,7.42612603841865e-06,0.0,0.0,0.0
1634,6.728692954181627e-06,0.0,0.0,0.0
1635,1.038953840699313e-05,0.0,0.0,0.0
1636,1.1657140930765308e-05,0.0,0.0,0.0
1637,1.2809241005535504e-05,0.0,0.0,0.0
1638,1.3713597581954673e-05,0.0,0.0,0.0
1639,1.4340984957276045e-05,0.0,0.0,0.0
1640,1.550606592510511e-05,0.0,0.0,0.0
1641,1.6378053260268643e-05,0.0,0.0,0.0
1642,1.5165854555172181e-05,0.0,0.0,0.0
1643,1.4624026334786322e-05,0.0,0.0,0.0
1644,1.745125648864944e-05,0.0,0.0,0.0
1645,1.697365028771206e-05,0.0,0.0,0.0
1646,1.735314370827317e-05,0.0,0.0,0.0
1647,1.8832056412065867e-05,0.0,0.0,0.0
1648,2.0337308212349724e-05,0.0,0.0,0.0
1649,2.178154136345256e-05,0.0,0.0,0.0
1650,2.2964143941603004e-05,0.0,0.0,0.0
1651,2.117607605863928e-05,0.0,0.0,0.0
1652,2.2836598093687955e-05,0.0,0.0,0.0
1653,2.5042873468399713e-05,0.0,0.0,0.0
1654,2.56958015337919e-05,0.0,0.0,0.0
1655,2.786543050855731e-05,0.0,0.0,0.0
1656,2.6891205509725425e-05,0.0,0.0,0.0
1657,2.641146212616669e-05,0.0,0.0,0.0
1658,2.5546619586488566e-05,0.0,0.0,0.0
1659,2.4735186863316422e-05,0.0,0.0,0.0
1660,2.412200917335992e-05,0.0,0.0,0.0
1661,2.242392721590087e-05,0.0,0.0,0.0
1662,2.265813093669879e-05,0.0,0.0,0.0
1663,2.1647747286936336e-05,0.0,0.0,0.0
1664,2.5124208670084564e-05,0.0,0.0,0.0
1665,2.6985924965369384e-05,0.0,0.0,0.0
1666,2.6839536596006447e-05,0.0,0.0,0.0
1667,2.5957665067315766e-05,0.0,0.0,0.0
1668,2.747989102707444e-05,0.0,0.0,0.0
1669,2.6032066671177745e-05,0.0,0.0,0.0
1670,2.559959206597081e-05,0.0,0.0,0.0
1671,2.4514698972260313e-05,0.0,0.0,0.0
1672,2.5052525805741815e-05,0.0,0.0,0.0
1673,2.5503122222809388e-05,0.0,0.0,0.0
1674,2.655066860565317e-05,0.0,0.0,0.0
1675,2.5249389312063742e-05,0.0,0.0,0.0
1676,2.4267781554954126e-05,0.0,0.0,0.0
1677,2.470104508185094e-05,0.0,0.0,0.0
1678,2.435225126516473e-05,0.0,0.0,0.0
1679,2.4429253504162523e-05,0.0,0.0,0.0
1680,2.4375697778720807e-05,0.0,0.0,0.0
1681,2.373477556310328e-05,0.0,0.0,0.0
1682,2.4616578749763513e-05,0.0,0.0,0.0
1683,2.3995959574157106e-05,0.0,0.0,0.0
1684,2.363236542026113e-05,0.0,0.0,0.0
1685,2.149427590276381e-05,0.0,0.0,0.0
1686,2.1591128253411235e-05,0.0,0.0,0.0
1687,2.226800487343488e-05,0.0,0.0,0.0
1688,2.4260460122604854e-05,0.0,0.0,0.0
1689,2.245196498863931e-05,0.0,0.0,0.0
1690,2.340753339272591e-05,0.0,0.0,0.0
1691,2.4540607877757532e-05,0.0,0.0,0.0
1692,2.567247169541328e-05,0.0,0.0,0.0
1693,2.414727454639173e-05,0.0,0.0,0.0
1694,2.3136818916620022e-05,0.0,0.0,0.0
1695,2.1020064845548143e-05,0.0,0.0,0.0
1696,2.25277116052374e-05,0.0,0.0,0.0
1697,2.270068034704309e-05,0.0,0.0,0.0
1698,2.2268733768474442e-05,0.0,0.0,0.0
1699,2.194988909260636e-05,0.0,0.0,0.0
1700,2.2143001842778176e-05,0.0,0.0,0.0
1701,2.3026751088244574e-05,0.0,0.0,0.0
1702,2.3769786431720214e-05,0.0,0.0,0.0
1703,2.4448633796834785e-05,0.0,0.0,0.0
1704,2.3880185576022734e-05,0.0,0.0,0.0
1705,2.411891130447787e-05,0.0,0.0,0.0
1706,2.4714625656737814e-05,0.0,0.0,0.0
1707,2.511597085685935e-05,0.0,0.0,0.0
1708,2.3487546968681272e-05,0.0,0.0,0.0
1709,2.2369670399971904e-05,0.0,0.0,0.0
1710,2.1944332209906342e-05,0.0,0.0,0.0
1711,2.329364633624209e-05,0.0,0.0,0.0
1712,2.1791269058927094e-05,0.0,0.0,0.0
1713,2.0579462475974912e-05,0.0,0.0,0.0
1714,2.01174144811895e-05,0.0,0.0,0.0
1715,2.0403218903603764e-05,0.0,0.0,0.0
1716,2.025798351366705e-05,0.0,0.0,0.0
1717,2.039510854956461e-05,0.0,0.0,0.0
1718,1.8979268783628607e-05,0.0,0.0,0.0
1719,2.0102630774739998e-05,0.0,0.0,0.0
1720,1.9965109978719348e-05,0.0,0.0,0.0
1721,1.8790309435904158e-05,0.0,0.0,0.0
1722,1.923570302356633e-05,0.0,0.0,0.0
1723,2.034141237215538e-05,0.0,0.0,0.0
1724,2.002899860339572e-05,0.0,0.0,0.0
1725,2.0490381887481946e-05,0.0,0.0,0.0
1726,1.995312907508508e-05,0.0,0.0,0.0
1727,2.027292508241122e-05,0.0,0.0,0.0
1728,2.10648470653853e-05,0.0,0.0,0.0
1729,2.2459271869073355e-05,0.0,0.0,0.0
1730,2.1909483880985397e-05,0.0,0.0,0.0
1731,2.2082126503976595e-05,0.0,0.0,0.0
1732,2.115906006240818e-05,0.0,0.0,0.0
1733,2.182712601747231e-05,0.0,0.0,0.0
1734,2.294909635176217e-05,0.0,0.0,0.0
1735,2.3221855371957645e-05,0.0,0.0,0.0
1736,2.1447791368700564e-05,0.0,0.0,0.0
1737,2.106153208712515e-05,0.0,0.0,0.0
1738,2.0931684567975545e-05,0.0,0.0,0.0
1739,2.0951620691838408e-05,0.0,0.0,0.0
1740,2.0378585759317502e-05,0.0,0.0,0.0
1741,1.906099272933456e-05,0.0,0.0,0.0
1742,1.944672372441606e-05,0.0,0.0,0.0
1743,1.9323264496051706e-05,0.0,0.0,0.0
1744,1.99375153897563e-05,0.0,0.0,0.0
1745,2.0630848666769452e-05,0.0,0.0,0.0
1746,2.118389290574539e-05,0.0,0.0,0.0
1747,2.189148186256976e-05,0.0,0.0,0.0
1748,2.322778865553638e-05,0.0,0.0,0.0
1749,2.412276600287961e-05,0.0,0.0,0.0
1750,2.6563379183893892e-05,0.0,0.0,0.0
1751,2.6917467818878193e-05,0.0,0.0,0.0
1752,2.7231289745291827e-05,0.0,0.0,0.0
1753,2.8857344399771785e-05,0.0,0.0,0.0
1754,2.9953530299410757e-05,0.0,0.0,4.184068710547503e-09
1755,3.0402558227901215e-05,0.0,0.0,4.184068710547503e-09
1756,3.102044554127913e-05,0.0,0.0,1.0255009793728017e-08
1757,3.082019195842024e-05,0.0,0.0,1.0255009793728017e-08
1758,3.157874951804323e-05,0.0,0.0,1.0255009793728017e-08
1759,3.110755694381494e-05,0.0,0.0,1.0255009793728017e-08
1760,3.055684490910997e-05,0.0,0.0,1.0255009793728017e-08
1761,2.9899942092015408e-05,0.0,0.0,6.070941083180514e-09
1762,3.112811126421937e-05,0.0,0.0,6.070941083180514e-09
1763,3.139808827004994e-05,0.0,0.0,0.0
1764,3.19591960890518e-05,0.0,0.0,0.0
1765,3.29180451704555e-05,0.0,0.0,0.0
1766,3.4048569432343356e-05,0.0,0.0,0.0
1767,3.4663986038399995e-05,0.0,0.0,0.0
1768,3.457489765423816e-05,0.0,0.0,0.0
1769,3.475978805259469e-05,0.0,0.0,0.0
1770,3.4292606609856845e-05,0.0,0.0,0.0
1771,3.4274539887389566e-05,0.0,0.0,0.0
1772,3.342013561840369e-05,0.0,0.0,0.0
1773,3.411311237349375e-05,0.0,0.0,0.0
1774,3.390785760919763e-05,0.0,0.0,0.0
1775,3.4697085149153804e-05,0.0,0.0,0.0
1776,3.383844523341395e-05,0.0,0.0,0.0
1777,3.37089851590073e-05,0.0,0.0,0.0
1778,3.3061976344989876e-05,0.0,0.0,0.0
1779,3.3273422429504406e-05,0.0,0.0,0.0
1780,3.2235880748235756e-05,0.0,0.0,2.349140310846971e-09
1781,3.258532940110724e-05,0.0,0.0,2.349140310846971e-09
1782,3.301272850616702e-05,0.0,0.0,2.349140310846971e-09
1783,3.325211114965246e-05,0.0,0.0,2.349140310846971e-09
1784,3.352646880167802e-05,0.0,0.0,2.349140310846971e-09
1785,3.3929286603649545e-05,0.0,0.0,2.349140310846971e-09
1786,3.253059575009891e-05,0.0,0.0,2.349140310846971e-09
1787,3.266427795876682e-05,0.0,0.0,0.0
1788,3.215078920350477e-05,0.0,0.0,0.0
1789,3.17940198978509e-05,0.0,0.0,1.163384817053676e-09
1790,3.187058947722627e-05,0.0,0.0,2.2682332202959644e-09
1791,3.154995413621821e-05,0.0,0.0,2.2682332202959644e-09
1792,3.1384451566347184e-05,1.0882620519022827e-09,0.0,4.44475732410053e-09
1793,3.235093884411201e-05,1.0882620519022827e-09,0.0,4.44475732410053e-09
1794,3.2490420510709684e-05,1.0882620519022827e-09,0.0,4.44475732410053e-09
1795,3.259499784949834e-05,1.0882620519022827e-09,0.0,4.44475732410053e-09
1796,3.2591080266034366e-05,1.0882620519022827e-09,0.0,3.2813725070468536e-09
1797,3.2305934967423256e-05,1.0882620519022827e-09,0.0,2.7434477546859982e-09
1798,3.319353943100266e-05,1.0882620519022827e-09,0.0,2.7434477546859982e-09
1799,3.302017259037322e-05,0.0,0.0,5.66923650881433e-10
1800,3.2680603388663645e-05,0.0,0.0,5.66923650881433e-10
1801,3.2767802102690826e-05,0.0,0.0,1.0312641217171047e-09
1802,3.304163328721188e-05,0.0,0.0,1.0312641217171047e-09
1803,3.320586308421168e-05,0.0,0.0,1.0312641217171047e-09
1804,3.301495806746451e-05,0.0,0.0,4.643404708356716e-10
1805,3.274214135931938e-05,0.0,0.0,4.643404708356716e-10
1806,3.3365913882984645e-05,0.0,0.0,1.498540878687647e-09
1807,3.4275443405411874e-05,0.0,0.0,1.7077621063320082e-09
1808,3.483012395528411e-05,0.0,0.0,1.2434216354963367e-09
1809,3.521673144340249e-05,0.0,0.0,1.2434216354963367e-09
1810,3.533934795996174e-05,0.0,0.0,1.2434216354963367e-09
1811,3.532933884084092e-05,0.0,0.0,1.2434216354963367e-09
1812,3.4756403952737204e-05,0.0,0.0,1.2434216354963367e-09
1813,3.4784926226296064e-05,0.0,0.0,2.092212276443612e-10
1814,3.4857410355471075e-05,0.0,0.0,0.0
1815,3.409379652501749e-05,0.0,0.0,0.0
1816,3.348442156233692e-05,0.0,0.0,0.0
1817,3.324640212148162e-05,0.0,0.0,0.0
1818,3.386643064524313e-05,0.0,0.0,0.0
1819,3.422171409640994e-05,0.0,0.0,0.0
1820,3.433991410669738e-05,0.0,0.0,1.4739693592653273e-10
1821,3.451420083625375e-05,0.0,0.0,1.4739693592653273e-10
1822,3.471471271560793e-05,0.0,0.0,1.4739693592653273e-10
1823,3.501547014041405e-05,0.0,0.0,1.4739693592653273e-10
1824,3.504404490480998e-05,0.0,0.0,1.4739693592653273e-10
1825,3.479900312543448e-05,0.0,1.266168043428146e-10,1.4739693592653273e-10
1826,3.4468432984015506e-05,0.0,1.266168043428146e-10,1.4739693592653273e-10
1827,3.415635884656305e-05,0.0,1.266168043428146e-10,0.0
1828,3.403573646210134e-05,0.0,1.266168043428146e-10,1.103293091807091e-10
1829,3.3625501860764674e-05,0.0,1.266168043428146e-10,1.103293091807091e-10
1830,3.378912827299375e-05,0.0,2.2192134637880453e-10,2.05633851216699e-10
1831,3.398479228573186e-05,0.0,2.2192134637880453e-10,2.9852851143477975e-10
1832,3.3831045584520325e-05,0.0,9.530454203598993e-11,3.8367797034715474e-10
1833,3.431314222065599e-05,0.0,2.602610666662437e-10,3.8367797034715474e-10
1834,3.4420547828111534e-05,0.0,2.602610666662437e-10,3.8367797034715474e-10
1835,3.433381893306172e-05,0.0,2.602610666662437e-10,2.7334866116644566e-10
1836,3.4760786677777234e-05,0.0,2.602610666662437e-10,2.7334866116644566e-10
1837,3.4605763565715666e-05,0.0,1.6495652463025375e-10,1.780441191304557e-10
1838,3.446452371593166e-05,0.0,1.6495652463025375e-10,8.5149458912375e-11
1839,3.416700149370756e-05,0.0,1.6495652463025375e-10,7.578143668141024e-11
1840,3.4011014836973376e-05,0.0,0.0,1.513674027390063e-10
1841,3.391923071051549e-05,0.0,0.0,2.913226247537791e-10
1842,3.3731082761992835e-05,0.0,0.0,3.521380647392951e-10
1843,3.395024292071217e-05,0.0,0.0,3.521380647392951e-10
1844,3.396286930572907e-05,0.0,0.0,4.1892092176151353e-10
1845,3.393578767177782e-05,0.0,0.0,4.856596870693255e-10
1846,3.422097090931077e-05,0.0,0.0,4.098782503879152e-10
1847,3.403369867425811e-05,0.0,0.0,3.948977494212207e-10
1848,3.3810015988170304e-05,0.0,0.0,3.096302024298479e-10
1849,3.4113395875985066e-05,1.0747907326041123e-10,0.0,2.4881476244433184e-10
1850,3.413261531802293e-05,1.0747907326041123e-10,0.0,2.4881476244433184e-10
1851,3.410947829252109e-05,1.5390766835591104e-10,0.0,1.8203190542211344e-10
1852,3.426199483718457e-05,1.5390766835591104e-10,0.0,1.6585471091750444e-10
1853,3.446137998253107e-05,1.5390766835591104e-10,0.0,1.6585471091750444e-10
1854,3.4610673797682724e-05,1.5390766835591104e-10,0.0,1.0524924582660284e-10
1855,3.499787635519169e-05,1.5390766835591104e-10,0.0,1.0306331978325391e-10
1856,3.497932682096559e-05,4.642859509549981e-11,0.0,1.0306331978325391e-10
1857,3.491537063382566e-05,4.642859509549981e-11,9.626845352629841e-11,1.0306331978325391e-10
1858,3.49076534413533e-05,0.0,9.626845352629841e-11,1.606668330124604e-10
1859,3.504728530450458e-05,0.0,9.626845352629841e-11,1.101052622092575e-10
1860,3.5026107070734724e-05,0.0,9.626845352629841e-11,1.101052622092575e-10
1861,3.5448523703962564e-05,0.0,9.626845352629841e-11,1.101052622092575e-10
1862,3.5498509532772005e-05,0.0,9.626845352629841e-11,5.7603513229206473e-11
1863,3.576290380026746e-05,0.0,9.626845352629841e-11,2.0081716051960948e-10
1864,3.568260477290356e-05,0.0,0.0,2.479122819730252e-10
1865,3.604220338664683e-05,0.0,0.0,2.345353197367014e-10
1866,3.615926211101136e-05,0.0,0.0,2.787749396406168e-10
1867,3.6282480453207556e-05,0.0,0.0,3.219873970624779e-10
1868,3.649448262876831e-05,0.0,8.962339600618715e-11,3.219873970624779e-10
1869,3.683647134624023e-05,0.0,8.962339600618715e-11,3.219873970624779e-10
1870,3.697287476305584e-05,0.0,8.962339600618715e-11,1.787737497720749e-10
1871,3.7385745859605125e-05,0.0,8.962339600618715e-11,2.1283075302136467e-10
1872,3.7497296684055724e-05,0.0,8.962339600618715e-11,1.6860420202848203e-10
1873,3.7595705569921325e-05,1.170262616970571e-10,8.962339600618715e-11,2.4139084382162375e-10
1874,3.791956519957499e-05,1.170262616970571e-10,8.962339600618715e-11,2.379191010870585e-10
1875,3.795353456683058e-05,1.170262616970571e-10,4.011503034513047e-11,3.582641921224499e-10
1876,3.789518034734231e-05,1.170262616970571e-10,4.011503034513047e-11,4.349281609464636e-10
1877,3.791706798697955e-05,1.170262616970571e-10,7.506670285373218e-11,4.698798334550653e-10
1878,3.777446701341043e-05,1.170262616970571e-10,1.1135206249132271e-10,4.250130683899503e-10
1879,3.8102402738461804e-05,1.170262616970571e-10,1.811796902982467e-10,4.250130683899503e-10
1880,3.828134088377867e-05,0.0,1.811796902982467e-10,3.0798680669289324e-10
1881,3.811355522235057e-05,0.0,1.811796902982467e-10,2.6824609200559735e-10
1882,3.7993544538039714e-05,0.0,1.4106465995311623e-10,1.803105799589945e-10
1883,3.834489325527102e-05,0.0,1.4106465995311623e-10,1.678918670755536e-10
1884,3.8523829321742854e-05,0.0,1.0611298744451453e-10,1.3294019456695187e-10
1885,3.8800477860994374e-05,0.0,6.982762780692399e-11,1.5470139058670895e-10
1886,3.834731407031151e-05,0.0,0.0,1.5470139058670895e-10
1887,3.800031273775468e-05,0.0,0.0,1.5470139058670895e-10
1888,3.7812721919700767e-05,5.400568484478388e-11,0.0,1.8170423300910088e-10
1889,3.7629740420795444e-05,1.5868926411017574e-10,0.0,1.754655488366603e-10
1890,3.6922183166357824e-05,1.5868926411017574e-10,0.0,1.3651598304179454e-10
1891,3.650212446310823e-05,1.5868926411017574e-10,2.5605051808977717e-11,3.157513397570152e-10
1892,3.588550732404526e-05,1.811608462449448e-10,2.5605051808977717e-11,2.577047840996676e-10
1893,3.571905835997313e-05,1.811608462449448e-10,2.5605051808977717e-11,2.577047840996676e-10
1894,3.554646173142828e-05,1.811608462449448e-10,2.5605051808977717e-11,3.460718755216823e-10
1895,3.5253993181478495e-05,1.2715516140016092e-10,2.5605051808977717e-11,3.6141144838757507e-10
1896,3.496841912107941e-05,2.247158213476906e-11,2.5605051808977717e-11,3.546209794068135e-10
1897,3.4635865241788065e-05,2.247158213476906e-11,2.5605051808977717e-11,4.5936257179032426e-10
1898,3.4095844187374625e-05,2.247158213476906e-11,1.803816818135573e-11,2.9816538325645933e-10
1899,3.3790844879279446e-05,0.0,3.6252074754804047e-11,3.528071029768043e-10
1900,3.3329788753430224e-05,0.0,3.6252074754804047e-11,4.431601296246106e-10
1901,3.291207394795492e-05,3.4273373821542514e-11,5.33887616655753e-11,4.062030969523686e-10
1902,3.2643295396285665e-05,3.4273373821542514e-11,1.394802130936869e-10,4.499521330921955e-10
1903,3.23586786440241e-05,3.4273373821542514e-11,1.394802130936869e-10,4.624499969471277e-10
1904,3.204599176699828e-05,3.4273373821542514e-11,1.394802130936869e-10,4.433888950439169e-10
1905,3.1861078501346386e-05,6.476709843042779e-11,1.2144204491233117e-10,5.625724846287333e-10
1906,3.14858337203207e-05,6.476709843042779e-11,1.0322813833888286e-10,6.785956122420547e-10
1907,3.1357543515956164e-05,7.941727236155621e-11,1.3252848620113967e-10,6.321931073876336e-10
1908,3.101416638985809e-05,4.514389854001369e-11,1.565651616289695e-10,5.94507502750728e-10
1909,3.068164915021043e-05,4.514389854001369e-11,9.803572834484901e-11,5.773210996564058e-10
1910,3.0014150459984584e-05,4.514389854001369e-11,1.255835078785493e-10,6.280861465844469e-10
1911,2.9651995906273703e-05,4.514389854001369e-11,1.6751730558262068e-10,5.590437636625114e-10
1912,2.9199628313238334e-05,1.465017393112841e-11,2.2517373679927947e-10,5.371348683296568e-10
1913,2.885143892074536e-05,5.754392993852418e-11,2.394716557988349e-10,4.236616969942121e-10
1914,2.836262527645366e-05,5.751024557370294e-11,2.5402077564422905e-10,3.797111752008269e-10
1915,2.8024394331233843e-05,5.751024557370294e-11,3.0847974868963846e-10,3.9786416621596336e-10
1916,2.746176323853433e-05,7.25621081078463e-11,2.809177305456474e-10,4.6442588267200536e-10
1917,2.7200393430705715e-05,8.652784243081056e-11,2.952671549721104e-10,4.0971401469937415e-10
1918,2.6756641870763686e-05,8.652784243081056e-11,2.5333335726803897e-10,5.403430857515395e-10
1919,2.6420779249747284e-05,2.4279105115265764e-10,2.3829416515416414e-10,4.960589538345011e-10
1920,2.6062229153467342e-05,2.4630060491137584e-10,2.471979010376657e-10,4.852705876023933e-10
1921,2.5509443990553598e-05,2.5979572362436597e-10,2.3146004160931203e-10,4.852705876023933e-10
1922,2.4837373920101008e-05,2.5979572362436597e-10,2.3243289039496873e-10,4.533931424743898e-10
1923,2.4460462944781674e-05,2.447438610902226e-10,2.3243289039496873e-10,3.670332668744994e-10
1924,2.3819930772463393e-05,2.3077812676725832e-10,2.1495721670903934e-10,3.8794485877703874e-10
1925,2.338147844836515e-05,2.3077812676725832e-10,2.379623918548544e-10,2.6139234031243216e-10
1926,2.2783958619194372e-05,7.451491804541125e-11,2.411910790137536e-10,1.90363609796153e-10
1927,2.2207485276989507e-05,2.8111608279297277e-11,2.1798942413069662e-10,2.12175431985833e-10
1928,2.1800730142526197e-05,0.0,1.8987781585139933e-10,2.349849184283112e-10
1929,2.1663519094415407e-05,0.0,1.6913002347835564e-10,2.6027071569385233e-10
1930,2.117225033414018e-05,0.0,1.6913002347835564e-10,2.1116382650391127e-10
1931,2.1005820339528975e-05,0.0,1.4470849320412172e-10,1.8855377576747808e-10
1932,2.076012294440131e-05,0.0,1.6898981024050996e-10,2.1347316374915286e-10
1933,2.058420016380426e-05,0.0,1.231438839788268e-10,2.829746397520998e-10
1934,2.0594813447262694e-05,0.0,1.231438839788268e-10,2.1475950779630589e-10
1935,2.0387115780197617e-05,0.0,1.231438839788268e-10,2.58617018673262e-10
1936,2.0017804282750668e-05,2.093743234343748e-11,6.822392452564076e-11,2.3333122140772085e-10
1937,1.9903013058605472e-05,2.093743234343748e-11,9.066634149806113e-11,3.2310088929740234e-10
1938,1.9470015623872833e-05,6.444193393192625e-11,9.066634149806113e-11,3.403723810738565e-10
1939,1.9176241039531305e-05,6.444193393192625e-11,6.827387464904331e-11,2.6944264280055156e-10
