ngram,performance,performace,perfrmance,performnce
1707,1.352608368116697e-05,0.0,0.0,0.0
1708,1.2248149362546559e-05,0.0,0.0,0.0
1709,1.2157768196630059e-05,0.0,0.0,0.0
1710,1.0709368520370585e-05,0.0,0.0,0.0
1711,1.0353547038123776e-05,0.0,0.0,0.0
1712,9.291216169263602e-06,0.0,0.0,0.0
1713,1.0377950599961747e-05,0.0,0.0,0.0
1714,1.1650246636106334e-05,0.0,0.0,0.0
1715,1.2098864577378013e-05,0.0,0.0,0.0
1716,1.1625976705025615e-05,0.0,0.0,0.0
1717,1.1782940029141692e-05,0.0,0.0,0.0
1718,1.3087590949518407e-05,0.0,0.0,0.0
1719,1.2940913295876402e-05,0.0,0.0,0.0
1720,1.115231673663532e-05,0.0,0.0,0.0
1721,9.914930225412328e-06,0.0,0.0,0.0
1722,1.0866258175415819e-05,0.0,0.0,0.0
1723,1.2242391871300892e-05,0.0,0.0,0.0
1724,1.2120334304199787e-05,0.0,0.0,0.0
1725,1.1850802041278388e-05,0.0,0.0,0.0
1726,1.310587257259093e-05,0.0,0.0,0.0
1727,1.3875162819333906e-05,0.0,0.0,0.0
1728,1.4278128739014001e-05,0.0,0.0,0.0
1729,1.4048911517810276e-05,0.0,0.0,0.0
1730,1.2910096951860136e-05,0.0,0.0,0.0
1731,1.2412702874696282e-05,0.0,0.0,0.0
1732,1.1964675910089032e-05,0.0,0.0,0.0
1733,1.1363911263677956e-05,0.0,0.0,0.0
1734,1.1008337943556918e-05,0.0,0.0,0.0
1735,1.0888875814479043e-05,0.0,0.0,0.0
1736,1.0026901951018122e-05,0.0,0.0,0.0
1737,1.0015030576531509e-05,0.0,0.0,0.0
1738,1.0846399813349958e-05,0.0,0.0,0.0
1739,1.0288435597820872e-05,0.0,0.0,0.0
1740,1.0087834198202472e-05,0.0,0.0,0.0
1741,1.0191520232183393e-05,0.0,0.0,0.0
1742,9.935497343706499e-06,0.0,0.0,0.0
1743,1.003956094791647e-05,0.0,0.0,0.0
1744,1.0042655958386604e-05,0.0,0.0,0.0
1745,1.0828100520094658e-05,0.0,0.0,0.0
1746,1.2437703974553318e-05,0.0,0.0,0.0
1747,1.3934014662351859e-05,0.0,0.0,0.0
1748,1.5810235059429294e-05,0.0,0.0,0.0
1749,1.871072812978777e-05,0.0,0.0,0.0
1750,2.1794503871725673e-05,0.0,0.0,0.0
1751,2.5401174882842626e-05,0.0,0.0,0.0
1752,2.775422996949471e-05,0.0,0.0,0.0
1753,3.3677247172038604e-05,0.0,0.0,0.0
1754,3.8075408675857556e-05,0.0,0.0,0.0
1755,4.4749246496524264e-05,0.0,0.0,0.0
1756,4.793827870993742e-05,0.0,0.0,0.0
1757,5.044842380032476e-05,0.0,0.0,0.0
1758,5.125647450248445e-05,0.0,0.0,0.0
1759,5.596167674022061e-05,0.0,0.0,0.0
1760,5.624537880066782e-05,0.0,0.0,0.0
1761,5.7628888108800833e-05,0.0,0.0,0.0
1762,5.316223957509335e-05,0.0,0.0,0.0
1763,5.2505611945109975e-05,0.0,0.0,0.0
1764,5.330147281970962e-05,0.0,0.0,0.0
1765,5.4041417440333005e-05,0.0,0.0,0.0
1766,5.194561890675686e-05,0.0,0.0,0.0
1767,4.9311568935601304e-05,0.0,0.0,0.0
1768,4.738571390459713e-05,0.0,0.0,0.0
1769,5.056802287331915e-05,0.0,0.0,0.0
1770,5.02878673224976e-05,0.0,0.0,0.0
1771,4.874507067142986e-05,0.0,0.0,0.0
1772,4.766889157638486e-05,0.0,0.0,0.0
1773,4.6627676575943564e-05,0.0,0.0,0.0
1774,4.7644910020088514e-05,0.0,0.0,0.0
1775,4.789720229122655e-05,0.0,0.0,0.0
1776,4.449687808768691e-05,0.0,0.0,0.0
1777,4.775487104780041e-05,0.0,0.0,0.0
1778,4.9542250573202704e-05,0.0,0.0,0.0
1779,5.1495476717328916e-05,0.0,0.0,0.0
1780,5.2485480929525306e-05,0.0,0.0,0.0
1781,5.104590984826375e-05,3.825033750055289e-09,0.0,0.0
1782,5.1048961592771646e-05,3.825033750055289e-09,0.0,0.0
1783,5.193517115133416e-05,3.825033750055289e-09,0.0,0.0
1784,5.023311678087339e-05,3.825033750055289e-09,0.0,0.0
1785,4.863508157931002e-05,3.825033750055289e-09,0.0,0.0
1786,4.8694151960912026e-05,5.165132068084079e-09,0.0,0.0
1787,4.807928572907778e-05,7.743415305786324e-09,0.0,0.0
1788,4.807359489080097e-05,5.224933628613014e-09,0.0,0.0
1789,4.806042228925175e-05,5.224933628613014e-09,0.0,0.0
1790,4.688554846714916e-05,5.224933628613014e-09,0.0,0.0
1791,4.473123252474969e-05,5.224933628613014e-09,0.0,0.0
1792,4.443343121757997e-05,5.224933628613014e-09,0.0,0.0
1793,4.31306055231419e-05,3.8848353105842244e-09,0.0,0.0
1794,4.263865568126286e-05,1.3065520728819786e-09,0.0,0.0
1795,4.2867603042395785e-05,0.0,0.0,0.0
1796,4.2690662147444005e-05,0.0,0.0,0.0
1797,4.2492232751101255e-05,1.700770952644299e-09,0.0,0.0
1798,4.261519279680215e-05,1.700770952644299e-09,0.0,0.0
1799,4.157062409961197e-05,2.3015405454478763e-09,0.0,0.0
1800,3.9660390289749815e-05,2.3015405454478763e-09,0.0,4.116639093102289e-10
1801,3.874909738702367e-05,2.3015405454478763e-09,0.0,4.116639093102289e-10
1802,3.814831169230664e-05,3.16979414145229e-09,0.0,4.116639093102289e-10
1803,3.7303216491376846e-05,3.16979414145229e-09,0.0,4.116639093102289e-10
1804,3.769648615811353e-05,2.3842558403787605e-09,0.0,7.167414598338187e-10
1805,3.704455256021382e-05,3.942320882442476e-09,0.0,9.764189615576617e-10
1806,3.6802764173314374e-05,3.3415512896388985e-09,0.0,9.764189615576617e-10
1807,3.7988600005129615e-05,3.3415512896388985e-09,0.0,7.739762798917939e-10
1808,3.769320288224013e-05,3.812277668150241e-09,0.0,7.739762798917939e-10
1809,3.75754113650016e-05,3.3058737017707276e-09,0.0,9.549010947042446e-10
1810,3.631381384496178e-05,3.3058737017707276e-09,0.0,9.549010947042446e-10
1811,3.563110502519911e-05,2.3906410501999584e-09,0.0,6.498235441806547e-10
1812,3.5201632791930546e-05,1.0712842676444519e-09,0.0,3.901460424568118e-10
1813,3.528377211685958e-05,1.0712842676444519e-09,0.0,3.901460424568118e-10
1814,3.5364018133675146e-05,1.4892005406608178e-09,0.0,1.809248148124506e-10
1815,3.5847210321143006e-05,1.0184741621494758e-09,0.0,5.67206234361858e-10
1816,3.562487368721382e-05,8.4679725136689e-10,0.0,5.764541383917227e-10
1817,3.598128283296579e-05,1.1894923934718804e-09,0.0,5.764541383917227e-10
1818,3.667072503178913e-05,1.7265969765034583e-09,0.0,5.764541383917227e-10
1819,3.7229369419427325e-05,1.6381861581546024e-09,0.0,7.267515795510754e-10
1820,3.822024258884734e-05,1.785583094081135e-09,0.0,7.267515795510754e-10
1821,3.877742658785012e-05,1.7533295926241976e-09,0.0,7.267515795510754e-10
1822,3.9583929070171765e-05,1.7533295926241976e-09,0.0,5.900079631209515e-10
1823,4.04493221140001e-05,2.4059335159064078e-09,0.0,5.402980126792808e-10
1824,4.115577290316911e-05,2.331478407161366e-09,0.0,6.744180293592552e-10
1825,4.0650480514159426e-05,1.794373824129788e-09,0.0,6.744180293592552e-10
1826,4.0339997732579445e-05,2.118069354826803e-09,0.0,5.241205881999025e-10
1827,4.017310077740278e-05,2.7026666936182308e-09,0.0,7.33261800484846e-10
1828,3.987643348019836e-05,2.3170039220588023e-09,0.0,7.33261800484846e-10
1829,3.979478892038709e-05,2.9494724123375296e-09,0.0,7.648211112051431e-10
1830,3.879905021416822e-05,2.3926094121813027e-09,0.0,8.149674268764784e-10
1831,3.849483826862914e-05,2.1243693788213544e-09,0.0,6.80847410196504e-10
1832,3.825135458360559e-05,2.294668296646104e-09,0.0,8.511463280212541e-10
1833,3.811680081915776e-05,2.4805014233107515e-09,8.247826231512688e-11,8.511463280212541e-10
1834,3.7823715371944543e-05,2.7452294723165747e-09,8.247826231512688e-11,7.250653093799591e-10
1835,3.7335758471661915e-05,3.4992800720548954e-09,8.247826231512688e-11,8.08848710232013e-10
1836,3.6359940817679414e-05,3.3171786587412757e-09,8.247826231512688e-11,7.529351348749864e-10
1837,3.63229846698232e-05,3.108706427200149e-09,8.247826231512688e-11,6.397674612301785e-10
1838,3.5845164217919644e-05,3.4140094164390534e-09,8.247826231512688e-11,6.397674612301785e-10
1839,3.562619063554199e-05,3.5468362453399446e-09,8.247826231512688e-11,6.968128455194947e-10
1840,3.581919424634959e-05,3.340525943164506e-09,0.0,7.723988115770908e-10
1841,3.5220909921918064e-05,2.343803619440722e-09,0.0,8.29293839948215e-10
1842,3.461917523444364e-05,1.7721993317287854e-09,0.0,8.063258790816771e-10
1843,3.414944720654083e-05,1.5841303744958323e-09,0.0,5.811423405991231e-10
1844,3.400652453170291e-05,1.907386090341642e-09,0.0,5.037009301719511e-10
1845,3.369654431090956e-05,2.0025156770892797e-09,6.673876530781188e-11,7.039172181652223e-10
1846,3.358740234814052e-05,1.7646104299995358e-09,6.673876530781188e-11,5.41793415687053e-10
1847,3.3103530898058254e-05,1.5535164940175657e-09,6.673876530781188e-11,5.268129147203585e-10
1848,3.336107952886128e-05,2.1003932601118944e-09,6.673876530781188e-11,4.415453677289857e-10
1849,3.332194267256584e-05,2.132905094606333e-09,1.204783019380175e-10,5.956880742642921e-10
1850,3.3500314332611326e-05,1.96554679278625e-09,1.204783019380175e-10,6.431579832203279e-10
1851,3.350877990929543e-05,1.5648496665132683e-09,1.204783019380175e-10,7.824437724719096e-10
1852,3.364130835897023e-05,1.92284063671444e-09,5.3739536630205616e-11,6.327890552818413e-10
1853,3.376718346511812e-05,1.905879478046403e-09,5.3739536630205616e-11,6.158278966138044e-10
1854,3.3980802462402994e-05,2.1684762160515245e-09,5.3739536630205616e-11,6.05724292152792e-10
1855,3.395500035756933e-05,2.041613441797604e-09,5.3739536630205616e-11,6.035383661094431e-10
1856,3.441458673998048e-05,2.2242457320409414e-09,0.0,3.8858021958862056e-10
1857,3.4393217772178885e-05,2.466245501470914e-09,0.0,4.373787641588832e-10
1858,3.420268850667136e-05,2.7542630795121934e-09,0.0,3.5569648813650797e-10
1859,3.4003820993737986e-05,2.4223452529551335e-09,0.0,3.051349173333051e-10
1860,3.408397865963967e-05,2.740057165289451e-09,0.0,3.1787078524914136e-10
1861,3.400118917592668e-05,2.4044986002280666e-09,0.0,3.803422854442573e-10
1862,3.3872844921591294e-05,2.263075980581318e-09,0.0,3.835588077308724e-10
1863,3.356399403336192e-05,2.390602224114754e-09,0.0,4.312966888393126e-10
1864,3.346278442352611e-05,2.665899247387772e-09,0.0,3.8212335676642995e-10
1865,3.371042423948113e-05,2.643240975303789e-09,4.422655099288266e-11,4.1297294552298883e-10
1866,3.399433730269915e-05,2.7033710666860398e-09,8.846617089679804e-11,5.45691805234735e-10
1867,3.3939269737207466e-05,2.683099472758751e-09,8.846617089679804e-11,5.71121511194761e-10
1868,3.441253232137699e-05,2.648074537425771e-09,8.846617089679804e-11,5.47771546375943e-10
1869,3.427834703221119e-05,2.963271485332898e-09,8.846617089679804e-11,4.920532751092768e-10
1870,3.4586226060387813e-05,3.0717017342394927e-09,8.846617089679804e-11,5.287883147226629e-10
1871,3.470960655249655e-05,2.6623454393462762e-09,8.846617089679804e-11,6.034213763582232e-10
1872,3.496646344761497e-05,2.6017446927032293e-09,4.4239619903915386e-11,6.787751154797255e-10
1873,3.507099245325662e-05,2.5442051640059813e-09,0.0,5.850650083453043e-10
1874,3.539813302008302e-05,2.397209082032654e-09,0.0,5.38380808188878e-10
1875,3.521456216861095e-05,2.463349127853779e-09,0.0,6.092175335632127e-10
1876,3.5802426282316446e-05,2.4445405541076835e-09,0.0,6.092175335632127e-10
1877,3.591126993082331e-05,1.9508003149378996e-09,0.0,5.946479578585898e-10
1878,3.616353153899711e-05,2.1107735876617947e-09,0.0,5.092051344072043e-10
1879,3.603435938462748e-05,2.010756466092849e-09,3.4913813903461997e-11,4.501397310452404e-10
1880,3.611495984452111e-05,2.009187054825239e-09,3.4913813903461997e-11,4.769043453795823e-10
1881,3.619129815238661e-05,2.1892706377916025e-09,3.4913813903461997e-11,5.002948214435524e-10
1882,3.6214989709800906e-05,2.2155625429525524e-09,3.4913813903461997e-11,4.37063433064314e-10
1883,3.682264650706202e-05,1.8654411983374887e-09,3.4913813903461997e-11,5.013086890048868e-10
1884,3.686213468816797e-05,2.0917653799555426e-09,3.4913813903461997e-11,4.924271585731483e-10
1885,3.728164613546271e-05,2.3964471518311825e-09,3.4913813903461997e-11,4.851650767642316e-10
1886,3.736788858077489e-05,2.5675918851370786e-09,0.0,4.631894887482549e-10
1887,3.748161543626338e-05,2.5822085105074522e-09,0.0,4.526840588888906e-10
1888,3.742338906574462e-05,2.770481019201806e-09,0.0,5.24567074301961e-10
1889,3.7462139776575244e-05,2.831493817190278e-09,0.0,5.320219205660694e-10
1890,3.66682065110321e-05,2.657226795742064e-09,0.0,5.436637390276999e-10
1891,3.648009546200878e-05,2.751986868546449e-09,0.0,6.618772811574556e-10
1892,3.603913085368861e-05,2.3541105017724615e-09,0.0,7.676835001024784e-10
1893,3.594244013324247e-05,2.308841062781397e-09,0.0,8.924727187434708e-10
1894,3.585111491182553e-05,2.396900114895065e-09,0.0,1.058122510246205e-09
1895,3.578625442709641e-05,2.1897509599228773e-09,0.0,1.007793134658438e-09
1896,3.5447748814476654e-05,2.173197058815849e-09,0.0,9.612508328998054e-10
1897,3.513064283262273e-05,2.494140798654192e-09,0.0,9.410940241380165e-10
1898,3.514265699777752e-05,2.5563567453344506e-09,0.0,8.700876804760124e-10
1899,3.4812316049023396e-05,2.559906350388782e-09,0.0,1.044894595450937e-09
1900,3.497553656675986e-05,2.509995671624259e-09,0.0,8.373395270806177e-10
1901,3.5100375368658986e-05,2.253980113664511e-09,0.0,7.021052350619783e-10
1902,3.556094868274938e-05,2.3934000178574675e-09,0.0,7.035118559135206e-10
1903,3.653741025898073e-05,2.7277615721743587e-09,0.0,7.41005443513235e-10
1904,3.715025169575321e-05,2.720862455975391e-09,0.0,7.962513584988276e-10
1905,3.750922457714166e-05,2.3654710571260497e-09,0.0,7.337629313676684e-10
1906,3.833804138204349e-05,2.3405022364642036e-09,0.0,6.103063530739559e-10
1907,3.881185797841421e-05,2.3209481003760857e-09,2.930034786225682e-11,6.396067009362127e-10
1908,3.9057243286931354e-05,2.280076825757403e-09,2.930034786225682e-11,6.637188973027516e-10
1909,3.9166169569528263e-05,2.125271641213138e-09,2.930034786225682e-11,8.532476392097976e-10
1910,3.904211709076273e-05,1.9878963871836473e-09,2.930034786225682e-11,9.366733341334817e-10
1911,3.930652591017341e-05,1.9866866247347e-09,2.930034786225682e-11,9.37520608764889e-10
1912,3.988188681043019e-05,2.150495622846701e-09,2.930034786225682e-11,1.0935775380487606e-09
1913,4.005734392973993e-05,2.1596183888813616e-09,2.930034786225682e-11,1.0217810565902953e-09
1914,4.0422215014197196e-05,2.4515776393079544e-09,0.0,1.153262096931229e-09
1915,4.084858145298702e-05,2.616729975559094e-09,0.0,1.1390987994123032e-09
1916,4.146513258872021e-05,2.7388124783962145e-09,7.525931465325795e-11,1.149464000173493e-09
1917,4.2226097450890976e-05,2.7593009464611994e-09,7.525931465325795e-11,1.110060789320601e-09
1918,4.305527025800464e-05,2.92794353841584e-09,1.471605139334388e-10,1.3002223424913544e-09
1919,4.3546146896135595e-05,3.3493236438277206e-09,1.6136626063145698e-10,1.382539749350542e-09
1920,4.394005061060723e-05,3.695204142672992e-09,1.6136626063145698e-10,1.5697779187640037e-09
1921,4.3890283580237466e-05,4.001106398579932e-09,1.6136626063145698e-10,1.5214429636780024e-09
1922,4.455275016620622e-05,4.351328535585302e-09,1.6136626063145698e-10,1.6190209966333263e-09
1923,4.442907551752536e-05,4.4494500147810155e-09,8.610694597819903e-11,1.5785700524517665e-09
1924,4.4372542366285673e-05,4.766559813518256e-09,8.610694597819903e-11,1.5854418888849864e-09
1925,4.4267252503362086e-05,4.602573782414814e-09,1.420574669801817e-11,1.6285344977313392e-09
1926,4.41035590483807e-05,4.422743282717079e-09,0.0,1.4819573504861898e-09
1927,4.438532102670122e-05,4.660820269413486e-09,0.0,1.3167660929878723e-09
1928,4.509374515951744e-05,4.6317104120317614e-09,0.0,1.3867955514105086e-09
1929,4.5621900686195917e-05,4.616308319731794e-09,0.0,1.4970147502576685e-09
1930,4.633675312756428e-05,4.351080416599627e-09,2.7227392959286842e-11,1.5237542180405024e-09
