ngram,performance,performace,perfrmance,performnce
1931,4.6866058255545795e-05,4.0435970762229905e-09,2.7227392959286842e-11,1.5870891109262937e-09
1932,4.7553950155686054e-05,4.006519719165372e-09,2.7227392959286842e-11,1.4548007084716881e-09
1933,4.8735082860470614e-05,3.6651172097279527e-09,5.039455162693583e-11,1.502600202992913e-09
1934,4.950829263959479e-05,3.677576449716875e-09,5.039455162693583e-11,1.725655935607457e-09
1935,5.0010323320748284e-05,4.0365671916120505e-09,5.039455162693583e-11,1.6765140387065003e-09
1936,5.053055896756372e-05,4.24546352041842e-09,5.039455162693583e-11,1.708083389015006e-09
1937,5.1944369520892254e-05,4.709004408631756e-09,2.316715866764899e-11,1.7051184908467576e-09
1938,5.360007656106193e-05,4.797888007525484e-09,2.316715866764899e-11,1.799785923469902e-09
1939,5.440211680252105e-05,5.014551139405552e-09,2.316715866764899e-11,1.935513067279666e-09
1940,5.536395318423664e-05,5.324538080283706e-09,7.737978511914077e-11,2.343420806611667e-09
1941,5.708553258695507e-05,5.022330234234167e-09,1.0495835549890436e-10,2.700977616168895e-09
1942,5.914929196088841e-05,4.755401469428275e-09,1.0495835549890436e-10,3.265068913650891e-09
1943,6.084469090897723e-05,4.800069992277096e-09,1.0495835549890436e-10,3.7452963587623705e-09
1944,6.257899024473903e-05,4.644110112345905e-09,1.0495835549890436e-10,3.95027039650537e-09
1945,6.397410054757659e-05,4.638651367778428e-09,1.0495835549890436e-10,4.283899203626009e-09
1946,6.61587099395027e-05,4.852195597696404e-09,1.2150645965571171e-10,4.498018370467451e-09
1947,6.775840717766966e-05,4.923145193101521e-09,6.06836505648697e-11,4.79885004749698e-09
1948,6.912907286147987e-05,5.1923737690425955e-09,3.3105080185106115e-11,4.86840723290527e-09
1949,7.04797452531888e-05,4.982630054582517e-09,3.3105080185106115e-11,4.834222260592063e-09
1950,7.200464564708195e-05,4.672576103814663e-09,3.3105080185106115e-11,4.7465548634408245e-09
1951,7.430620046631833e-05,5.1577342397024495e-09,3.3105080185106115e-11,5.314864992556068e-09
1952,7.582745144775669e-05,5.438499428578325e-09,4.878902936417922e-11,5.555005852134595e-09
1953,7.717211078020878e-05,5.524505424554198e-09,3.2240925207371873e-11,5.855278357407607e-09
1954,7.910164380778692e-05,5.652211080128414e-09,1.5683949179073106e-11,5.904738793154658e-09
1955,8.084643507442837e-05,5.7300547164272436e-09,3.017820120782793e-11,5.871839903193177e-09
1956,8.289137726283766e-05,6.060593297060482e-09,3.017820120782793e-11,5.962807898234652e-09
1957,8.478589734295383e-05,6.734629171794333e-09,4.292192692537508e-11,6.063591089550917e-09
1958,8.520310594966369e-05,6.96348940414688e-09,6.672554274984271e-11,5.961240707413091e-09
1959,8.824433046226789e-05,7.343205535700495e-09,5.1041593570769603e-11,5.8509273616534435e-09
1960,9.037119057861023e-05,7.69241495898346e-09,7.221731546103172e-11,5.729169583190696e-09
1961,9.194635952423726e-05,8.122680369585363e-09,7.221731546103172e-11,5.505988871184237e-09
1962,9.372280640361299e-05,8.50945802710612e-09,5.772306343227689e-11,5.63984053109883e-09
1963,9.56397644975888e-05,8.943333692660157e-09,6.762691993701862e-11,5.796786986930361e-09
1964,9.7683681815397e-05,9.076395000663849e-09,7.286981434928563e-11,5.768849398180009e-09
1965,9.983916554899354e-05,9.174522475063895e-09,1.2840193491792107e-10,5.339881330763368e-09
1966,0.00010008827250983034,1.0156836260932778e-08,1.3719500634763142e-10,5.416028355956623e-09
1967,0.00010216527672517779,1.098583953965512e-08,1.3370864237234008e-10,5.435520509879308e-09
1968,0.00010464916080569051,1.1639707864219417e-08,1.6913480834133765e-10,5.228843516899165e-09
1969,0.00010748150920595176,1.247283165639601e-08,2.3197300727132283e-10,5.050464744828429e-09
1970,0.00010971140831575863,1.368320073120393e-08,2.308386596951349e-10,4.88471821721451e-09
1971,0.00011189592208081325,1.4481784279699435e-08,2.486556417118686e-10,4.97045281124185e-09
1972,0.00011481703924281257,1.558423523562169e-08,2.0410168594902396e-10,5.0765547004212004e-09
1973,0.00011847548323982795,1.543962050273454e-08,1.953086145193136e-10,5.132116414381065e-09
1974,0.00012180823042789208,1.6355437512264156e-08,2.5909428967376055e-10,5.088454261123079e-09
1975,0.00012614721552901237,1.862628755994982e-08,2.723251227695503e-10,5.158658833437357e-09
1976,0.00012973791724237214,2.001162638772972e-08,3.862884020592158e-10,5.132581470945752e-09
1977,0.00013456930693272234,2.1116770300620502e-08,4.176509495388915e-10,5.109550179785824e-09
1978,0.00013875173837212578,2.2555217883889e-08,4.879264214885382e-10,5.072043610506885e-09
1979,0.00014254970509292825,2.4666328154613178e-08,5.262939528627442e-10,5.73071596526071e-09
1980,0.00014577904117426703,2.6269604650305415e-08,6.124990514777551e-10,5.646049469224376e-09
1981,0.00014862953061570546,2.7730750013737245e-08,6.225816053172042e-10,5.913313204177127e-09
1982,0.00014985640050976405,2.816387580293979e-08,6.035705863676505e-10,6.27810057908716e-09
1983,0.00015202904926679497,2.980473341145691e-08,4.6378163611114434e-10,6.549927203788489e-09
1984,0.000152313314694246,3.1052183047108883e-08,4.971555112032178e-10,6.50380485974925e-09
1985,0.00015337380214727351,3.172957312764473e-08,4.0554458699945274e-10,6.602836055691341e-09
1986,0.0001531016979632633,3.12695510120063e-08,3.8075516251805704e-10,5.9969169312929745e-09
1987,0.00015385819382832518,3.207353265517148e-08,4.0154954460731267e-10,5.850633628361785e-09
1988,0.00015478750408094908,3.1885436005804224e-08,3.654432361880186e-10,5.351588315351461e-09
1989,0.00015578665105359896,3.045019804557926e-08,3.7570932575376707e-10,4.875209791421753e-09
1990,0.0001558737692123811,2.8228082474665176e-08,4.2524380544639584e-10,4.266474570461096e-09
1991,0.0001578408035649253,2.663881077629477e-08,3.845842166553101e-10,4.036930218680774e-09
1992,0.00015956222861340002,2.5071737448050565e-08,3.892031042689632e-10,3.623703495999767e-09
1993,0.00016132478776853532,2.379114048624485e-08,3.794913728499034e-10,3.3271724740403995e-09
1994,0.00016239364257281913,2.184657381982496e-08,3.3102006255106685e-10,2.9445634184911894e-09
1995,0.00016403492398759617,2.0059386532774885e-08,3.0750444056172807e-10,2.663752948376238e-09
1996,0.0001647083803878299,1.9077384243766053e-08,2.9910256612745e-10,2.6263008117461642e-09
1997,0.00016482025343326053,1.837523276395002e-08,2.2406060736937913e-10,2.5044612415671607e-09
1998,0.00016406836428879096,1.700090912493124e-08,2.2010320153777385e-10,2.225306827696727e-09
1999,0.0001635864090141175,1.6067800550396375e-08,2.4440211759164347e-10,1.962031965468165e-09
2000,0.00016419746056531688,1.5231832303389377e-08,2.2133124896342845e-10,1.7182438646504546e-09
2001,0.00016438876420059905,1.4732612590202215e-08,1.7294453865033888e-10,1.6755011981014638e-09
2002,0.00016375934397469142,1.4114705341025261e-08,1.5711454359745858e-10,1.8952287517137734e-09
2003,0.00016301330677898868,1.3561279718235904e-08,1.30762485660891e-10,1.7595600056351047e-09
2004,0.00016213915867930545,1.2647860663556848e-08,1.3944362083668464e-10,1.7370733898910577e-09
2005,0.0001594926288817078,1.2068032034002435e-08,1.1552327745205965e-10,1.7185753455249498e-09
2006,0.00015578108390660157,1.1260969807429838e-08,7.213732389210747e-11,1.5451980092276836e-09
2007,0.00015145283500065228,1.0471417764636369e-08,7.266151965826647e-11,1.581769263189362e-09
2008,0.00014690159670343355,9.60253324474739e-09,6.781113914436761e-11,1.4865244352917679e-09
2009,0.00014226533780207058,9.41131540953068e-09,6.830019436925611e-11,1.1453822572932942e-09
2010,0.00013924854283686727,9.012130470458552e-09,7.542374562209884e-11,9.239943254968352e-10
2011,0.00013483083083493902,8.679978450284613e-09,6.452235571227253e-11,8.056956292610908e-10
2012,0.00013153127032897567,7.999344615277387e-09,7.557333479251455e-11,7.313958407171941e-10
2013,0.00013099911718329947,7.817945211842568e-09,9.162640239788824e-11,7.299293788446245e-10
2014,0.00012934922727124234,7.169589430081455e-09,8.591641931629138e-11,6.05113391933492e-10
2015,0.00012715071040604795,6.7661251205005814e-09,1.1320936648446483e-10,4.732551830580586e-10
2016,0.00012570357648655772,5.836573700536616e-09,1.3416556457083014e-10,4.1531554584306463e-10
2017,0.0001237993516648809,5.457668021217425e-09,1.421978553424926e-10,3.9378677402224227e-10
2018,0.00012417070101946592,5.184336870911466e-09,1.5763871458185363e-10,3.5555572097667466e-10
2019,0.00012505819358921144,5.22822451998195e-09,1.6901414122416636e-10,3.136181349339129e-10
