ngram,relative,relativ,relateve,relatve
1540,6.039352748692701e-05,0.0,0.0,0.0
1541,5.758458610216621e-05,0.0,0.0,0.0
1542,6.360317144883863e-05,0.0,0.0,0.0
1543,5.734146985300218e-05,0.0,0.0,0.0
1544,6.165372256613669e-05,0.0,0.0,0.0
1545,5.9013124200646416e-05,0.0,0.0,0.0
1546,1.2265209306860925e-05,0.0,0.0,0.0
1547,1.5542350508569924e-05,0.0,0.0,0.0
1548,0.00011541563718050643,0.0,0.0,0.0
1549,0.00010939705183383401,0.0,0.0,0.0
1550,0.00011642154611633617,0.0,0.0,0.0
1551,0.00011210929340320166,0.0,0.0,0.0
1552,0.00011878456332072216,0.0,0.0,0.0
1553,0.00011738603227838342,0.0,0.0,0.0
1554,0.00011410889107667441,0.0,0.0,0.0
1555,1.4235604404737906e-05,0.0,0.0,0.0
1556,6.523854140790977e-05,0.0,0.0,0.0
1557,5.821404712540763e-05,0.0,0.0,0.0
1558,6.230633906462961e-05,0.0,0.0,0.0
1559,5.509522894239386e-05,0.0,0.0,0.0
1560,6.272296299617405e-05,4.4869024610047094e-07,0.0,0.0
1561,6.272296299617405e-05,4.4869024610047094e-07,0.0,0.0
1562,6.272296299617405e-05,4.4869024610047094e-07,0.0,0.0
1563,1.3538512835761399e-05,4.4869024610047094e-07,0.0,0.0
1564,1.3538512835761399e-05,4.4869024610047094e-07,0.0,0.0
1565,1.8552426938965383e-05,4.4869024610047094e-07,0.0,0.0
1566,1.8552426938965383e-05,4.4869024610047094e-07,0.0,0.0
1567,1.1607090203012507e-05,0.0,0.0,0.0
1568,1.1607090203012507e-05,0.0,0.0,0.0
1569,1.3835206183492638e-05,0.0,0.0,0.0
1570,1.201671934073342e-05,0.0,0.0,0.0
1571,1.201671934073342e-05,0.0,0.0,0.0
1572,2.9105132983074455e-06,0.0,0.0,0.0
1573,2.9105132983074455e-06,0.0,0.0,0.0
1574,2.7728275264442866e-06,0.0,0.0,0.0
1575,2.7728275264442866e-06,0.0,0.0,0.0
1576,9.953919938457797e-07,0.0,0.0,0.0
1577,3.5468679016048554e-06,0.0,0.0,0.0
1578,3.5468679016048554e-06,0.0,0.0,0.0
1579,4.840377511884851e-06,0.0,0.0,0.0
1580,4.840377511884851e-06,0.0,0.0,0.0
1581,4.888973340452399e-06,0.0,0.0,0.0
1582,4.888973340452399e-06,0.0,0.0,0.0
1583,5.39953810273021e-06,0.0,0.0,0.0
1584,2.848062194971135e-06,0.0,0.0,0.0
1585,2.848062194971135e-06,0.0,0.0,0.0
1586,3.7112341228099207e-06,0.0,0.0,0.0
1587,3.7112341228099207e-06,0.0,0.0,0.0
1588,3.117926748278218e-06,0.0,0.0,0.0
1589,3.864832641348974e-06,0.0,0.0,0.0
1590,2.9035874311895375e-06,0.0,0.0,0.0
1591,3.1701208951874704e-06,0.0,0.0,0.0
1592,3.1701208951874704e-06,0.0,0.0,0.0
1593,1.4599928103312517e-06,0.0,0.0,0.0
1594,1.4599928103312517e-06,0.0,0.0,0.0
1595,3.2631811726397634e-06,0.0,0.0,0.0
1596,4.830875890807615e-06,0.0,0.0,0.0
1597,6.404683063010452e-06,0.0,0.0,0.0
1598,2.794547097957028e-05,0.0,0.0,0.0
1599,3.006787171346202e-05,0.0,0.0,0.0
1600,4.1123975279333536e-05,0.0,0.0,0.0
1601,4.229591844965138e-05,1.953238617196413e-07,0.0,0.0
1602,4.174553877029601e-05,1.953238617196413e-07,0.0,0.0
1603,3.9430938159057405e-05,1.953238617196413e-07,0.0,0.0
1604,3.802740130660303e-05,1.953238617196413e-07,0.0,0.0
1605,1.655739059255471e-05,1.953238617196413e-07,0.0,0.0
1606,1.731787368238916e-05,1.953238617196413e-07,0.0,0.0
1607,5.815216663255082e-06,1.953238617196413e-07,0.0,0.0
1608,4.643273492937234e-06,0.0,0.0,0.0
1609,3.3904648099840936e-06,0.0,0.0,0.0
1610,6.449223081160328e-06,0.0,0.0,0.0
1611,7.610312422912102e-06,0.0,0.0,0.0
1612,7.273001756402664e-06,0.0,0.0,0.0
1613,5.029359856832473e-06,0.0,0.0,0.0
1614,5.029359856832473e-06,0.0,0.0,0.0
1615,7.315019307238149e-06,0.0,0.0,0.0
1616,8.396292871891222e-06,0.0,0.0,0.0
1617,5.337534600714987e-06,0.0,0.0,0.0
1618,2.2421399145449478e-05,0.0,0.0,0.0
1619,2.253393364526346e-05,0.0,0.0,0.0
1620,2.340577546127471e-05,0.0,0.0,0.0
1621,2.340577546127471e-05,0.0,0.0,0.0
1622,2.1893948534008295e-05,0.0,0.0,0.0
1623,2.2159745891972955e-05,0.0,0.0,0.0
1624,5.799947081186474e-05,0.0,0.0,0.0
1625,3.958424660563001e-05,0.0,0.0,0.0
1626,4.016057755507063e-05,0.0,0.0,0.0
1627,3.864949381490338e-05,0.0,0.0,0.0
1628,3.98287030683215e-05,0.0,0.0,0.0
1629,3.9302458584903176e-05,0.0,0.0,0.0
1630,4.744277800585094e-05,0.0,0.0,0.0
1631,1.1886452999273647e-05,0.0,0.0,0.0
1632,1.2436209804686119e-05,0.0,0.0,0.0
1633,1.1884437152990099e-05,0.0,0.0,0.0
1634,1.6697745568957805e-05,0.0,0.0,0.0
1635,1.5930134899073372e-05,0.0,0.0,0.0
1636,1.7593123808572792e-05,0.0,0.0,0.0
1637,8.398373974419623e-06,0.0,0.0,0.0
1638,8.788324440242182e-06,0.0,0.0,0.0
1639,9.173010425911343e-06,0.0,0.0,0.0
1640,9.44714984793141e-06,0.0,0.0,0.0
1641,6.06717156058169e-06,0.0,0.0,0.0
1642,6.843021213041668e-06,0.0,0.0,0.0
1643,5.38405648902491e-06,0.0,0.0,0.0
1644,6.5579994433002346e-06,0.0,0.0,0.0
1645,6.523167875067364e-06,0.0,0.0,0.0
1646,1.0625645505310136e-05,0.0,0.0,0.0
1647,1.1775096579315556e-05,1.040455523642387e-07,0.0,0.0
1648,1.744839797928372e-05,1.040455523642387e-07,0.0,0.0
1649,1.759082186124163e-05,1.040455523642387e-07,0.0,0.0
1650,1.7622331142774783e-05,1.040455523642387e-07,0.0,0.0
1651,1.7273749758065344e-05,1.040455523642387e-07,0.0,0.0
1652,1.8973429567787597e-05,1.040455523642387e-07,0.0,0.0
1653,1.5896279364824295e-05,1.040455523642387e-07,0.0,0.0
1654,1.4999327049736166e-05,0.0,0.0,0.0
1655,8.125107699795211e-06,5.81030446612983e-08,0.0,0.0
1656,7.701382173763704e-06,5.81030446612983e-08,0.0,0.0
1657,7.663131587573194e-06,5.81030446612983e-08,0.0,0.0
1658,7.617442211734929e-06,5.81030446612983e-08,0.0,0.0
1659,5.922587271405584e-06,5.81030446612983e-08,0.0,0.0
1660,4.7645650868487015e-06,5.81030446612983e-08,0.0,0.0
1661,4.9070589998986435e-06,5.81030446612983e-08,0.0,0.0
1662,5.730243141702626e-06,0.0,0.0,0.0
1663,6.729250961663118e-06,0.0,0.0,0.0
1664,8.170923073131625e-06,0.0,0.0,0.0
1665,7.230885216813476e-06,0.0,0.0,0.0
1666,7.186767512783783e-06,0.0,0.0,0.0
1667,7.618207502803541e-06,0.0,0.0,0.0
1668,7.818306601490934e-06,0.0,0.0,0.0
1669,8.20050667828452e-06,2.995409228593157e-08,0.0,0.0
1670,6.99103730182417e-06,2.995409228593157e-08,0.0,0.0
1671,5.964918484226343e-06,2.995409228593157e-08,0.0,0.0
1672,6.7674664673437035e-06,2.995409228593157e-08,0.0,0.0
1673,6.737326527529928e-06,2.995409228593157e-08,0.0,0.0
1674,7.48850054930829e-06,2.995409228593157e-08,0.0,0.0
1675,7.134228066466416e-06,2.995409228593157e-08,0.0,0.0
1676,6.512415373955653e-06,0.0,0.0,0.0
1677,6.488454281290095e-06,0.0,0.0,0.0
1678,5.8272157730243634e-06,0.0,0.0,0.0
1679,5.399971866739049e-06,0.0,0.0,0.0
1680,5.174822490516817e-06,0.0,0.0,0.0
1681,4.734393964359437e-06,2.237584746061267e-08,0.0,0.0
1682,4.707334483100567e-06,2.237584746061267e-08,0.0,0.0
1683,4.729905478078373e-06,2.237584746061267e-08,0.0,0.0
1684,7.856986810241193e-06,2.237584746061267e-08,0.0,0.0
1685,7.7588302604324e-06,2.237584746061267e-08,0.0,0.0
1686,7.720947857186339e-06,2.237584746061267e-08,0.0,0.0
1687,7.830212179474724e-06,2.237584746061267e-08,0.0,0.0
1688,6.612419692178914e-06,0.0,0.0,0.0
1689,6.366281711832146e-06,3.157116980543963e-08,0.0,0.0
1690,7.168580054894846e-06,3.157116980543963e-08,0.0,0.0
1691,5.7185157434754985e-06,3.157116980543963e-08,0.0,0.0
1692,6.374864012416635e-06,3.157116980543963e-08,0.0,0.0
1693,6.155977043168345e-06,3.157116980543963e-08,0.0,0.0
1694,7.019595760279376e-06,3.157116980543963e-08,0.0,0.0
1695,7.484301688366811e-06,3.157116980543963e-08,0.0,0.0
1696,7.67230171407261e-06,0.0,0.0,0.0
1697,7.846176182673454e-06,0.0,0.0,0.0
1698,2.113731087709831e-05,0.0,0.0,0.0
1699,2.071974149332943e-05,0.0,0.0,0.0
1700,2.0988846050126346e-05,0.0,0.0,0.0
1701,2.0793370432719322e-05,0.0,0.0,0.0
1702,2.0853469842612477e-05,0.0,0.0,0.0
1703,2.199800324628346e-05,0.0,0.0,0.0
1704,2.0495099339054184e-05,0.0,0.0,0.0
1705,5.807635359035755e-06,0.0,0.0,0.0
1706,6.63074258357353e-06,0.0,0.0,0.0
1707,6.475402057861045e-06,0.0,0.0,0.0
1708,5.778476146848074e-06,0.0,0.0,0.0
1709,5.300305279628706e-06,0.0,0.0,0.0
1710,4.828399531626408e-06,0.0,0.0,0.0
1711,5.9510405857768745e-06,0.0,0.0,0.0
1712,5.693887780060842e-06,0.0,0.0,0.0
1713,5.764226281306557e-06,0.0,0.0,0.0
1714,7.725554171754214e-06,9.571610551769742e-09,0.0,0.0
1715,8.320147831649852e-06,9.571610551769742e-09,0.0,0.0
1716,8.868287945266015e-06,9.571610551769742e-09,0.0,0.0
1717,8.912562277276135e-06,9.571610551769742e-09,0.0,0.0
1718,8.732262098679452e-06,9.571610551769742e-09,0.0,0.0
1719,9.452750483822975e-06,9.571610551769742e-09,0.0,0.0
1720,8.826592290591049e-06,9.571610551769742e-09,0.0,0.0
1721,7.122654941278077e-06,0.0,0.0,0.0
1722,7.231870768009685e-06,0.0,0.0,0.0
1723,6.885246550934555e-06,0.0,0.0,0.0
1724,6.441031993225417e-06,0.0,0.0,0.0
1725,6.267751619556553e-06,0.0,0.0,0.0
1726,6.059241513867164e-06,0.0,0.0,0.0
1727,6.779632842933227e-06,0.0,0.0,0.0
1728,7.958986381189398e-06,6.479559999661433e-09,0.0,0.0
1729,8.181617821329773e-06,6.479559999661433e-09,0.0,0.0
1730,8.4011005258487e-06,6.479559999661433e-09,0.0,0.0
1731,8.780738491103485e-06,6.479559999661433e-09,0.0,0.0
1732,8.932783592691912e-06,6.479559999661433e-09,0.0,0.0
1733,9.889175479267059e-06,6.479559999661433e-09,0.0,0.0
1734,1.0063752467561113e-05,6.479559999661433e-09,0.0,0.0
1735,9.348878393211635e-06,0.0,0.0,0.0
1736,9.061898059111887e-06,0.0,0.0,0.0
1737,1.0033139135755067e-05,0.0,0.0,0.0
1738,1.0071585555644041e-05,0.0,0.0,0.0
1739,9.400835811642797e-06,0.0,0.0,0.0
1740,8.397735005668697e-06,0.0,0.0,0.0
1741,8.583014797685401e-06,0.0,0.0,0.0
1742,8.68276239478811e-06,0.0,0.0,0.0
1743,9.150275218416937e-06,0.0,0.0,0.0
1744,9.353910692360451e-06,0.0,0.0,0.0
1745,1.0292713211258939e-05,0.0,0.0,0.0
1746,1.1701812711960105e-05,0.0,0.0,0.0
1747,1.233387891781084e-05,0.0,0.0,0.0
1748,1.4337223417117326e-05,0.0,0.0,0.0
1749,1.5276847469587146e-05,0.0,0.0,0.0
1750,1.7238812558519256e-05,0.0,0.0,0.0
1751,1.7532995895765324e-05,0.0,0.0,0.0
1752,1.6977873981107094e-05,0.0,0.0,0.0
1753,1.801414769683366e-05,0.0,0.0,0.0
1754,1.86524972117955e-05,0.0,0.0,0.0
1755,1.911567479900051e-05,3.85330776810276e-09,0.0,0.0
1756,2.0073897628338144e-05,6.8887783096930175e-09,0.0,0.0
1757,1.9019684649330365e-05,6.8887783096930175e-09,0.0,0.0
1758,1.930507031439837e-05,9.99636310236188e-09,0.0,0.0
1759,2.2523640447096633e-05,9.99636310236188e-09,0.0,0.0
1760,2.306901270847967e-05,9.99636310236188e-09,0.0,0.0
1761,2.5989363036517587e-05,9.99636310236188e-09,0.0,0.0
1762,2.6183962680598987e-05,6.1430553342591205e-09,0.0,0.0
1763,2.7465806332267156e-05,5.946259357918799e-09,0.0,0.0
1764,3.1673920342914895e-05,5.946259357918799e-09,0.0,0.0
1765,3.3682393872628123e-05,2.8386745652499356e-09,0.0,0.0
1766,3.5546397547087895e-05,9.640778841912834e-09,0.0,0.0
1767,3.6875457226415165e-05,1.2585281134696352e-08,0.0,0.0
1768,3.7720073773276196e-05,1.2585281134696352e-08,0.0,0.0
1769,3.9683458453509957e-05,1.5631540760198603e-08,0.0,0.0
1770,4.2818938839315835e-05,1.2792866194948666e-08,0.0,0.0
1771,4.372473631519824e-05,1.5425510012180765e-08,0.0,0.0
1772,4.637772716315729e-05,1.5425510012180765e-08,0.0,0.0
1773,4.776122295879759e-05,8.623405735517866e-09,0.0,0.0
1774,5.266045367794244e-05,5.678903442734346e-09,0.0,0.0
1775,5.377003773381668e-05,8.56759260362391e-09,0.0,0.0
1776,5.430420839859705e-05,5.521332978121661e-09,0.0,0.0
1777,5.6893464456412145e-05,1.1357433596767156e-08,0.0,2.9180503093227473e-09
1778,5.7102581195067614e-05,8.724789779535058e-09,0.0,2.9180503093227473e-09
1779,5.791097334752392e-05,1.1286475500225736e-08,0.0,2.9180503093227473e-09
1780,5.818532996012696e-05,1.1286475500225736e-08,0.0,2.9180503093227473e-09
1781,5.630663456811037e-05,1.1286475500225736e-08,0.0,2.9180503093227473e-09
1782,5.902135360104564e-05,8.397786339336172e-09,0.0,2.9180503093227473e-09
1783,6.233288461641808e-05,1.0572385379857354e-08,0.0,2.9180503093227473e-09
1784,6.230899348988064e-05,4.736284761211859e-09,0.0,0.0
1785,6.406461709827584e-05,7.972529557166906e-09,0.0,0.0
1786,8.420602690811003e-05,8.091040472533808e-09,0.0,0.0
1787,8.43107133862629e-05,1.1958465202204544e-08,0.0,0.0
1788,8.44983639711115e-05,1.1958465202204544e-08,0.0,0.0
1789,8.303019162017986e-05,1.89387741045266e-08,0.0,0.0
1790,8.078003988235391e-05,1.786902346724771e-08,0.0,0.0
1791,8.081497071543708e-05,2.3298854528215022e-08,0.0,0.0
1792,8.116335915734194e-05,2.223913383606454e-08,0.0,0.0
1793,6.346359545464761e-05,2.3503025684387272e-08,0.0,9.860221210950775e-10
1794,6.400894614801343e-05,2.1631572089120255e-08,0.0,9.860221210950775e-10
1795,6.409164780052379e-05,2.1631572089120255e-08,0.0,9.860221210950775e-10
1796,6.494821354863234e-05,1.749574796150455e-08,0.0,9.860221210950775e-10
1797,6.651240671219836e-05,1.9792441463550858e-08,0.0,9.860221210950775e-10
1798,6.684566428053326e-05,1.8413207212932192e-08,0.0,9.860221210950775e-10
1799,6.98731975197526e-05,1.743822229473478e-08,0.0,9.860221210950775e-10
1800,7.206473050505988e-05,1.7199108930705213e-08,0.0,4.116639093102289e-10
1801,7.345415360759944e-05,2.0310882880331908e-08,0.0,4.116639093102289e-10
1802,7.588569652788075e-05,2.1613263306059187e-08,0.0,8.457907073124358e-10
1803,7.587476180300914e-05,2.157677820540422e-08,0.0,1.1967906665688588e-09
1804,7.531204339881827e-05,1.9700624116174888e-08,0.0,1.8069457676160384e-09
1805,7.278067226122533e-05,1.8506479904090156e-08,0.0,1.8069457676160384e-09
1806,6.86843808840162e-05,1.859769126001863e-08,0.0,1.8069457676160384e-09
1807,6.299328794869195e-05,1.5520379838461296e-08,0.0,1.3952818583058096e-09
1808,5.9894478908972815e-05,1.1118724290477239e-08,2.35363189255671e-10,1.8660082368171516e-09
1809,5.809730282635428e-05,1.1444667245643001e-08,2.35363189255671e-10,1.4318814388149447e-09
1810,5.887252388804752e-05,9.726355784270676e-09,2.35363189255671e-10,1.2988191316105307e-09
1811,6.110204256921341e-05,9.138503731520586e-09,2.35363189255671e-10,6.88664030563351e-10
1812,6.350926300261303e-05,8.191717209322341e-09,2.35363189255671e-10,6.88664030563351e-10
1813,6.376466158794106e-05,9.032740206598483e-09,2.35363189255671e-10,6.88664030563351e-10
1814,6.625191443682914e-05,9.240909053837804e-09,2.35363189255671e-10,6.88664030563351e-10
1815,6.913218801076124e-05,1.0273085937484439e-08,0.0,4.1107836182671266e-10
1816,6.998534289388252e-05,1.0736662416275879e-08,0.0,6.01251080669028e-10
1817,6.845624894984732e-05,1.1360449914121773e-08,0.0,3.8331342861701907e-10
1818,6.653421223745681e-05,1.16761582624747e-08,0.0,3.8331342861701907e-10
1819,6.431591256322073e-05,1.1419763991580924e-08,0.0,3.8331342861701907e-10
1820,6.407816233279715e-05,1.0465165940181415e-08,0.0,3.8331342861701907e-10
1821,6.316739225959671e-05,1.0400658937267541e-08,0.0,3.8331342861701907e-10
1822,6.178015714145399e-05,1.0034850474381431e-08,0.0,1.901727188423154e-10
1823,6.125700643419154e-05,8.785727256821474e-09,0.0,1.4046276840064464e-10
1824,6.149745032806615e-05,8.011091663056341e-09,0.0,1.4046276840064464e-10
1825,6.115363950292314e-05,8.024015547241398e-09,0.0,1.4046276840064464e-10
1826,6.238509065172235e-05,7.911220948183687e-09,0.0,4.959575131532493e-10
1827,6.273019243963063e-05,7.5686103099112e-09,0.0,4.959575131532493e-10
1828,6.330233528777691e-05,8.341895047741282e-09,0.0,4.959575131532493e-10
1829,6.405819918394886e-05,8.726294100012768e-09,0.0,7.770546269928299e-10
1830,6.441252584668941e-05,8.741258320351823e-09,0.0,8.272009426641652e-10
1831,6.601887642838327e-05,9.474522055796797e-09,0.0,1.0129902631003267e-09
1832,6.658795817721901e-05,9.315297041670841e-09,0.0,1.3535880987498266e-09
1833,6.689989511089931e-05,9.259428588949601e-09,0.0,1.0805716163123487e-09
1834,6.737852215467553e-05,8.672044320740774e-09,0.0,1.1636318099559973e-09
1835,6.776574446121231e-05,8.635535239268473e-09,0.0,1.2474152108080512e-09
1836,6.7445523330077e-05,7.40410650250973e-09,0.0,9.663180969684708e-10
1837,6.688813716339479e-05,7.707986788523563e-09,0.0,7.757090128964908e-10
1838,6.557518021769024e-05,7.40974637203351e-09,0.0,5.899196924603294e-10
1839,6.552764638659678e-05,6.833273439152013e-09,0.0,4.0088473017364986e-10
1840,6.482673468001719e-05,6.180110328252957e-09,0.0,3.18406467858523e-10
1841,6.396550348394417e-05,6.35079541336633e-09,0.0,3.0532388522226077e-10
1842,6.32243016817873e-05,5.329217733773817e-09,0.0,2.823559243557229e-10
1843,6.29920292080247e-05,5.852981940382815e-09,0.0,2.823559243557229e-10
1844,6.316368775774858e-05,5.759886504260894e-09,6.678285702221842e-11,3.4913878137794134e-10
1845,6.296895506758509e-05,5.854275889457686e-09,6.678285702221842e-11,8.1631013060246e-10
1846,6.243434888477038e-05,5.976010860767442e-09,6.678285702221842e-11,7.951882565114334e-10
1847,6.231495769627924e-05,6.417279977252324e-09,6.678285702221842e-11,1.0376101168750397e-09
1848,6.260558646837515e-05,6.9817924774895346e-09,6.678285702221842e-11,1.1863832059612533e-09
1849,6.301863530617473e-05,7.140143397167873e-09,6.678285702221842e-11,1.1793073026059427e-09
1850,6.253673616031717e-05,7.467578238313471e-09,6.678285702221842e-11,1.2742471205180144e-09
1851,6.206424482765474e-05,7.838338930302565e-09,0.0,1.3467500527473776e-09
1852,6.198872142704204e-05,7.634125395331433e-09,0.0,8.795787035228589e-10
1853,6.226342416734301e-05,8.188403923168965e-09,0.0,8.939157350848096e-10
1854,6.248826269126897e-05,8.279239452743274e-09,0.0,7.019957353510924e-10
1855,6.327437794035567e-05,7.872380525242306e-09,0.0,4.832450352574926e-10
1856,6.427743106282183e-05,9.21545823777998e-09,0.0,4.2950549862728696e-10
1857,6.548921062078859e-05,8.994052360021345e-09,0.0,3.345656807152153e-10
1858,6.583330936596862e-05,8.706836267841872e-09,0.0,1.9527989146363367e-10
1859,6.59655945907746e-05,8.478596618439432e-09,0.0,1.9527989146363367e-10
1860,6.584222657173606e-05,7.882065159289401e-09,0.0,4.164731139320667e-10
1861,6.515147314140839e-05,7.704735135608383e-09,0.0,4.224579337146801e-10
1862,6.43232384131157e-05,8.74304577942147e-09,0.0,4.224579337146801e-10
1863,6.529506520434682e-05,8.807822534809669e-09,0.0,9.47574614012276e-10
1864,6.59367537342145e-05,1.028992789388537e-08,0.0,1.1359550998259392e-09
1865,6.79067026274944e-05,1.112805238433014e-08,0.0,1.4897675077690004e-09
1866,6.727234306578924e-05,1.1463680925162732e-08,0.0,1.666725987384662e-09
1867,6.804832082707435e-05,1.310077659054189e-08,0.0,1.6896668429490701e-09
1868,6.89145693156336e-05,1.3975894473462956e-08,0.0,1.6331801625365676e-09
1869,6.875869543624244e-05,1.3745570649957374e-08,0.0,1.8311095972833868e-09
1870,6.750385156400236e-05,1.3509009530058132e-08,0.0,1.3059929169857908e-09
1871,6.643993817436109e-05,1.237299697619067e-08,4.057606235135276e-11,1.4016448795268438e-09
1872,6.548320067979927e-05,1.1938967148239499e-08,4.057606235135276e-11,1.3344944355913363e-09
1873,6.539912387129984e-05,1.2674011554533341e-08,4.057606235135276e-11,1.3135709662849747e-09
1874,6.38083292869851e-05,1.1897370200131263e-08,4.057606235135276e-11,1.2028438562643779e-09
1875,6.248977089334013e-05,1.140051824372839e-08,4.057606235135276e-11,1.5638791214403876e-09
1876,6.184771596703545e-05,1.2276599165821672e-08,4.057606235135276e-11,1.4809456359645067e-09
1877,5.9524832717475616e-05,1.2767241866892424e-08,4.057606235135276e-11,1.5158973084731083e-09
1878,5.807056576096719e-05,1.4386468651293529e-08,0.0,1.3770062986687544e-09
1879,5.580538917066795e-05,1.5518667240144168e-08,0.0,1.1252581485646625e-09
1880,5.505700859690218e-05,1.4234361752788312e-08,0.0,1.0349965051670296e-09
1881,5.523421922199694e-05,1.421597277990421e-08,0.0,7.568115063210407e-10
1882,5.6089749185567985e-05,1.4822928281635735e-08,0.0,3.9577624114503097e-10
1883,5.665869944745542e-05,1.6576669814583056e-08,0.0,3.4502554781466546e-10
1884,5.740846089403411e-05,1.936518107774938e-08,0.0,5.236502223901088e-10
1885,5.721987326978706e-05,2.0627154968216084e-08,0.0,4.075320616684205e-10
1886,5.836412830311539e-05,1.989758313669654e-08,0.0,4.002068636805538e-10
1887,5.822036733401806e-05,2.156247320377653e-08,0.0,5.278712705043225e-10
1888,5.747261872914221e-05,2.4295896342404636e-08,0.0,5.278712705043225e-10
1889,5.686872568081266e-05,2.4113442671185633e-08,0.0,6.063839589184486e-10
1890,5.6112490710802376e-05,2.578964419797103e-08,0.0,6.43321463560704e-10
1891,5.553113598060528e-05,2.4663105589541245e-08,0.0,4.553501682856366e-10
1892,5.678851344522887e-05,2.2640106678295524e-08,0.0,4.4879847259173186e-10
1893,5.5664797920534124e-05,2.2826050636938688e-08,0.0,5.134565510862237e-10
1894,5.6882760483339166e-05,2.30120978780438e-08,0.0,4.746611873393139e-10
1895,5.6867622333811596e-05,2.2637474624990058e-08,0.0,4.746611873393139e-10
1896,5.656083314014333e-05,2.3187322284456968e-08,0.0,6.093331751864741e-10
1897,5.631497645351503e-05,2.0170845057724104e-08,0.0,6.010341946360853e-10
1898,5.665961050129097e-05,1.88717107972382e-08,0.0,6.295436493537159e-10
1899,5.5832315410953015e-05,2.03735428527807e-08,0.0,6.799276935127401e-10
1900,5.653699138617542e-05,2.1644151360078467e-08,0.0,6.057516036391977e-10
1901,5.605240117542313e-05,2.272398142671201e-08,0.0,5.882026889368421e-10
1902,5.687441963735702e-05,2.108266881707875e-08,0.0,6.570758500793314e-10
1903,5.728705010759378e-05,2.1779479553174497e-08,0.0,5.235869000268828e-10
1904,5.796908174358707e-05,2.1783708805043844e-08,0.0,4.941180797857214e-10
1905,5.853043694514781e-05,2.265133198469422e-08,0.0,5.314847451032279e-10
1906,5.93542614037038e-05,2.198607112242306e-08,0.0,5.051740771731619e-10
1907,5.957530707486772e-05,2.2321171450861195e-08,0.0,5.603543383271768e-10
1908,6.06717611455159e-05,2.370118298447973e-08,0.0,6.840254751505626e-10
1909,6.12290553233054e-05,2.8132781691527142e-08,0.0,8.76991483402177e-10
1910,6.299153340348442e-05,2.993837914086076e-08,0.0,9.074868753281403e-10
1911,6.445872713811696e-05,3.212341732299657e-08,0.0,1.095674685900962e-09
1912,6.629712307975362e-05,3.272299409218249e-08,0.0,1.2348192389234823e-09
1913,6.767755829579463e-05,3.294410940871525e-08,0.0,1.6315097606245388e-09
1914,6.926343069478338e-05,3.2613923498355946e-08,0.0,1.806739210622307e-09
1915,6.953654103978937e-05,3.0254315116654395e-08,0.0,1.8009941395367791e-09
1916,7.032186424891864e-05,2.8379496340237764e-08,0.0,1.8401922287557072e-09
1917,6.987637607380748e-05,2.652243986338882e-08,0.0,1.953452859788334e-09
1918,7.061808095646224e-05,2.5008715352571797e-08,0.0,1.8744129581804714e-09
1919,6.985902707258771e-05,2.4309657271308945e-08,0.0,1.871079180482127e-09
1920,7.01568226629336e-05,2.655365831978023e-08,0.0,1.5206503199495712e-09
1921,7.023556203681178e-05,2.560722123234882e-08,0.0,1.356504829099135e-09
1922,7.160784714090238e-05,2.5104105461082327e-08,0.0,1.1739391522372751e-09
