ngram,construction,constructin,constructon,constructio
1656,5.497278899773457e-06,0.0,0.0,0.0
1657,5.123782914649512e-06,0.0,0.0,0.0
1658,1.3154436828699545e-05,0.0,0.0,0.0
1659,1.4162767196726886e-05,0.0,0.0,0.0
1660,1.5063886069453605e-05,0.0,0.0,0.0
1661,1.5010683455329854e-05,0.0,0.0,0.0
1662,1.4404388301565113e-05,0.0,0.0,0.0
1663,1.3455193896204167e-05,0.0,0.0,0.0
1664,1.4374428734039871e-05,0.0,0.0,0.0
1665,6.882698049334327e-06,0.0,0.0,0.0
1666,6.315081821282677e-06,0.0,0.0,0.0
1667,8.162977565007168e-06,0.0,0.0,0.0
1668,7.978631206892065e-06,0.0,0.0,0.0
1669,7.35105462419077e-06,0.0,0.0,0.0
1670,7.223589786268089e-06,0.0,0.0,0.0
1671,6.161059803032133e-06,0.0,0.0,0.0
1672,5.628745481901985e-06,0.0,0.0,0.0
1673,6.196303632220536e-06,0.0,0.0,0.0
1674,3.7638658341165865e-06,0.0,0.0,0.0
1675,4.025558739938008e-06,0.0,0.0,0.0
1676,4.074643811691203e-06,0.0,0.0,0.0
1677,3.94671578110969e-06,0.0,0.0,0.0
1678,3.951804436448063e-06,0.0,0.0,0.0
1679,4.08884550649548e-06,0.0,0.0,0.0
1680,3.689210741088443e-06,0.0,0.0,0.0
1681,4.189923239599531e-06,0.0,0.0,0.0
1682,4.032040773641451e-06,0.0,0.0,0.0
1683,3.826811800016523e-06,0.0,0.0,0.0
1684,3.987716679278362e-06,0.0,0.0,0.0
1685,4.315031641713826e-06,0.0,0.0,0.0
1686,4.557998701264816e-06,0.0,0.0,0.0
1687,4.083005088822185e-06,0.0,0.0,0.0
1688,3.616494723246433e-06,0.0,0.0,0.0
1689,3.4517740427223283e-06,0.0,0.0,0.0
1690,3.804888284061495e-06,0.0,0.0,0.0
1691,4.164433302581269e-06,0.0,0.0,0.0
1692,3.747602688365857e-06,0.0,0.0,0.0
1693,2.9739849359040297e-06,0.0,0.0,0.0
1694,3.58617718835116e-06,0.0,0.0,0.0
1695,3.4611264417045665e-06,0.0,0.0,0.0
1696,3.6969192283972267e-06,0.0,0.0,0.0
1697,6.884678928794788e-06,0.0,0.0,0.0
1698,1.2479297603411915e-05,0.0,0.0,0.0
1699,1.2747387147880676e-05,0.0,0.0,0.0
1700,1.3176316282884468e-05,0.0,0.0,0.0
1701,1.2335791552686715e-05,0.0,0.0,0.0
1702,1.2084218919231457e-05,0.0,0.0,0.0
1703,1.1933476896176995e-05,0.0,0.0,0.0
1704,8.316703835069867e-06,0.0,0.0,0.0
1705,2.598397648918243e-06,0.0,0.0,0.0
1706,2.993768215934064e-06,0.0,0.0,0.0
1707,2.953717577318977e-06,0.0,0.0,0.0
1708,2.818278484742872e-06,0.0,0.0,0.0
1709,2.6989450166833455e-06,0.0,0.0,0.0
1710,2.7142637496321446e-06,0.0,0.0,1.72150233116294e-08
1711,2.7472417351808483e-06,0.0,0.0,1.72150233116294e-08
1712,2.4382907375703714e-06,0.0,0.0,1.72150233116294e-08
1713,1.7044844347375537e-06,0.0,0.0,1.72150233116294e-08
1714,1.7559000217001345e-06,0.0,0.0,1.72150233116294e-08
1715,2.194531873556116e-06,0.0,0.0,1.72150233116294e-08
1716,2.2507256533442288e-06,0.0,0.0,1.72150233116294e-08
1717,2.2141010650297436e-06,0.0,0.0,0.0
1718,2.2987761261512266e-06,0.0,0.0,0.0
1719,2.026554795975244e-06,0.0,0.0,6.584871061120014e-09
1720,2.7593027068308274e-06,0.0,0.0,6.584871061120014e-09
1721,2.5905704238279474e-06,0.0,0.0,6.584871061120014e-09
1722,3.958330044692307e-06,0.0,0.0,6.584871061120014e-09
1723,4.270701034719033e-06,0.0,0.0,6.584871061120014e-09
1724,4.735997906988944e-06,0.0,0.0,6.584871061120014e-09
1725,4.6941100890762755e-06,0.0,0.0,6.584871061120014e-09
1726,5.641307780024363e-06,0.0,0.0,0.0
1727,5.316450824466301e-06,0.0,0.0,0.0
1728,5.822436248438732e-06,0.0,0.0,0.0
1729,4.318274152735414e-06,0.0,0.0,0.0
1730,4.087980739443862e-06,0.0,0.0,0.0
1731,3.742453340497117e-06,0.0,0.0,0.0
1732,3.733730376812413e-06,0.0,0.0,0.0
1733,3.7028456258017935e-06,0.0,0.0,0.0
1734,4.17217068258781e-06,0.0,0.0,0.0
1735,4.325860800236114e-06,0.0,0.0,0.0
1736,4.350240195500581e-06,0.0,0.0,0.0
1737,4.5124710855556515e-06,0.0,0.0,6.921628222958784e-09
1738,4.896020625112994e-06,0.0,0.0,6.921628222958784e-09
1739,5.546924090335129e-06,0.0,0.0,6.921628222958784e-09
1740,4.748701144308143e-06,0.0,0.0,6.921628222958784e-09
1741,4.358504725132661e-06,0.0,0.0,1.8804329775840804e-08
1742,3.7461359982314335e-06,0.0,0.0,1.8804329775840804e-08
1743,4.584853432528949e-06,0.0,0.0,1.8804329775840804e-08
1744,4.909236508865433e-06,0.0,0.0,1.1882701552882021e-08
1745,5.11842996989539e-06,0.0,0.0,1.1882701552882021e-08
1746,4.979519790789969e-06,0.0,0.0,1.1882701552882021e-08
1747,5.728969914084051e-06,0.0,0.0,1.1882701552882021e-08
1748,6.986494846777143e-06,0.0,0.0,3.639731817526938e-09
1749,8.48621415830816e-06,0.0,0.0,3.639731817526938e-09
1750,8.724100423153556e-06,0.0,0.0,3.639731817526938e-09
1751,9.7667197483783e-06,0.0,0.0,3.639731817526938e-09
1752,1.1210746509147742e-05,0.0,0.0,3.639731817526938e-09
1753,1.266803662604486e-05,5.029352426585579e-09,0.0,3.639731817526938e-09
1754,1.281221557292156e-05,5.029352426585579e-09,0.0,3.639731817526938e-09
1755,1.2405223190268902e-05,5.029352426585579e-09,0.0,0.0
1756,1.2893593001146136e-05,5.029352426585579e-09,0.0,0.0
1757,1.3595053392886517e-05,5.029352426585579e-09,0.0,3.045123264655558e-09
1758,1.32411111865492e-05,5.029352426585579e-09,0.0,3.045123264655558e-09
1759,1.2936333015594365e-05,5.029352426585579e-09,0.0,3.045123264655558e-09
1760,1.2714665250054427e-05,0.0,0.0,3.045123264655558e-09
1761,1.4382572901792758e-05,2.7755674584081393e-09,0.0,3.045123264655558e-09
1762,1.541814123941419e-05,2.7755674584081393e-09,0.0,8.41028732371082e-09
1763,1.5001740783710765e-05,2.7755674584081393e-09,0.0,8.41028732371082e-09
1764,1.5083328824922709e-05,2.7755674584081393e-09,0.0,5.3651640590552625e-09
1765,1.561767892001496e-05,2.7755674584081393e-09,2.9474084125727782e-09,5.3651640590552625e-09
1766,1.6271960833234645e-05,2.7755674584081393e-09,2.9474084125727782e-09,5.3651640590552625e-09
1767,1.6615229859391028e-05,2.7755674584081393e-09,5.891910705356298e-09,5.3651640590552625e-09
1768,1.745878229745098e-05,0.0,5.891910705356298e-09,8.047376606360298e-09
1769,1.7769222462707796e-05,0.0,5.891910705356298e-09,2.682212547305036e-09
1770,1.9364117308993756e-05,0.0,5.891910705356298e-09,1.421389888329421e-08
1771,2.0562594597452388e-05,0.0,5.891910705356298e-09,1.421389888329421e-08
1772,2.2291048610765885e-05,0.0,2.9445022927835194e-09,1.948606254131846e-08
1773,2.2950129018032124e-05,0.0,2.9445022927835194e-09,2.208125339718338e-08
1774,2.4432856402459686e-05,0.0,0.0,2.208125339718338e-08
1775,2.3551587738828467e-05,0.0,0.0,2.2287730010767907e-08
1776,2.2946048245233085e-05,0.0,0.0,2.2287730010767907e-08
