ngram,reading,reding,readng,readin
1613,3.185514002065507e-05,0.0,0.0,1.0928254060412916e-06
1614,2.652288250309149e-05,0.0,0.0,1.7520449010329945e-06
1615,3.0185019308451695e-05,0.0,0.0,1.7336329603624887e-06
1616,3.548984672566543e-05,0.0,0.0,1.8884600763158232e-06
1617,3.8508055565346566e-05,0.0,0.0,1.8845531469326358e-06
1618,4.068645674643838e-05,0.0,0.0,2.179984570765165e-06
1619,4.329639159550425e-05,0.0,0.0,2.179984570765165e-06
1620,4.021781127708631e-05,0.0,0.0,2.179984570765165e-06
1621,4.69403483813429e-05,0.0,0.0,1.8776010668781446e-06
1622,5.091702457450863e-05,0.0,0.0,1.5670062225581205e-06
1623,4.765873641840049e-05,0.0,0.0,8.461571578014368e-07
1624,4.5333102856862494e-05,0.0,0.0,7.226158231787849e-07
1625,5.253068853302726e-05,0.0,0.0,8.425078509130149e-07
1626,4.660733546708278e-05,0.0,0.0,8.425078509130149e-07
1627,5.0962246599997994e-05,0.0,0.0,1.321821888008604e-06
1628,4.8213350835015133e-05,0.0,0.0,1.030497522996094e-06
1629,4.538504267007478e-05,0.0,0.0,1.4553251941963805e-06
1630,4.7025596489090405e-05,0.0,0.0,1.7140721817148524e-06
1631,4.74397517921586e-05,0.0,0.0,2.110832099333493e-06
1632,4.369054230275131e-05,0.0,0.0,1.9703870504729693e-06
1633,4.8341493051598915e-05,0.0,0.0,2.6558510545068463e-06
1634,4.424395956448279e-05,0.0,0.0,2.5467914984541755e-06
1635,4.100755592974435e-05,0.0,0.0,2.8105587261961773e-06
1636,3.8212874122629205e-05,0.0,0.0,2.5759158818670713e-06
1637,3.840714375006168e-05,0.0,0.0,2.8292897695791908e-06
1638,4.658797063582044e-05,0.0,0.0,2.4998648890622074e-06
1639,4.8675512516638264e-05,0.0,0.0,2.45859718412638e-06
1640,5.696794167826218e-05,0.0,0.0,1.7731331800925027e-06
1641,5.860859320299434e-05,0.0,0.0,1.5223228737275868e-06
1642,6.169418702484109e-05,0.0,0.0,1.1930440198934126e-06
1643,6.145125683230747e-05,0.0,0.0,1.2034781328955951e-06
1644,6.245540082870451e-05,0.0,0.0,1.1496645981878828e-06
1645,5.470488758874126e-05,0.0,0.0,1.082329561086226e-06
1646,4.7155219882759934e-05,0.0,0.0,1.150934078201057e-06
1647,3.963652332978589e-05,1.040455523642387e-07,0.0,1.567116287658012e-06
1648,4.045846279560854e-05,1.040455523642387e-07,0.0,1.4935213487530876e-06
1649,3.8251185157735434e-05,1.040455523642387e-07,0.0,1.4935213487530876e-06
1650,3.82464261617445e-05,1.040455523642387e-07,0.0,1.3982345470659702e-06
1651,3.905184660522666e-05,1.4704563357424506e-07,0.0,1.1549276125931231e-06
1652,3.917340291081928e-05,1.4704563357424506e-07,0.0,1.3776132001502056e-06
1653,4.1956610013065596e-05,1.4704563357424506e-07,0.0,1.1507737635188927e-06
1654,3.857216584687454e-05,8.448326736600262e-08,0.0,9.00524298685923e-07
1655,3.786912280442526e-05,8.448326736600262e-08,0.0,1.028984205017228e-06
1656,3.80647416022839e-05,8.448326736600262e-08,0.0,1.2102135298976333e-06
1657,3.8301195153118374e-05,8.448326736600262e-08,0.0,1.2013595827348972e-06
1658,3.72625968988619e-05,4.1483186155996266e-08,0.0,1.308052974634068e-06
1659,3.990420087315475e-05,4.1483186155996266e-08,0.0,1.4392064307295577e-06
1660,4.697001687808162e-05,4.1483186155996266e-08,0.0,1.5241802527400848e-06
1661,5.1194172036567966e-05,0.0,0.0,1.4926183260805764e-06
1662,5.396090273279697e-05,0.0,0.0,1.4401087631605542e-06
1663,5.529060581466183e-05,0.0,0.0,1.2588794382801488e-06
1664,5.5672200167984034e-05,0.0,0.0,1.131355820202121e-06
1665,5.761819816793182e-05,0.0,0.0,9.419368690747174e-07
1666,5.5857680958329835e-05,0.0,0.0,6.679946206337004e-07
1667,5.251532326967988e-05,3.245231588217783e-08,0.0,6.374542838979583e-07
1668,5.0047263357555494e-05,3.245231588217783e-08,0.0,7.218495535913203e-07
1669,5.038644979192343e-05,3.245231588217783e-08,0.0,8.396827126944117e-07
1670,4.856696042614723e-05,3.245231588217783e-08,3.864916818331819e-08,9.556302131841221e-07
1671,5.1472849008860067e-05,7.15625085539224e-08,3.864916818331819e-08,1.190098584759523e-06
1672,5.14666509323953e-05,7.15625085539224e-08,3.864916818331819e-08,1.082424339366688e-06
1673,5.331346983439289e-05,7.15625085539224e-08,3.864916818331819e-08,1.1509847703499482e-06
1674,5.284701910568401e-05,3.911019267174457e-08,3.864916818331819e-08,1.1512976040454044e-06
1675,5.298982588491137e-05,3.911019267174457e-08,3.864916818331819e-08,1.0354870149902645e-06
1676,5.2539131242416e-05,3.911019267174457e-08,3.864916818331819e-08,9.246938077467348e-07
1677,5.4645139503658614e-05,3.911019267174457e-08,0.0,9.766772929456887e-07
1678,5.065982466995982e-05,0.0,0.0,8.024987932588244e-07
1679,8.836244004279641e-05,0.0,0.0,8.701852688578324e-07
1680,8.74563806324399e-05,0.0,0.0,9.208492558952588e-07
1681,8.318272765401551e-05,0.0,0.0,8.578547010529292e-07
1682,8.219708745725387e-05,2.016103297007378e-08,0.0,7.750602354203043e-07
1683,7.679972129283539e-05,2.016103297007378e-08,0.0,8.227585307655058e-07
1684,7.366231121912798e-05,2.016103297007378e-08,0.0,6.840491246456233e-07
1685,7.588925629014349e-05,2.016103297007378e-08,0.0,6.248679349190362e-07
1686,4.2399038907855614e-05,2.016103297007378e-08,0.0,5.878392711013345e-07
1687,4.3340138290659525e-05,1.0256121234825904e-07,0.0,4.711182372472779e-07
1688,4.4234337110538036e-05,1.0256121234825904e-07,0.0,4.971738515483334e-07
1689,4.5938899087819406e-05,8.240017937818525e-08,0.0,5.401551581891389e-07
1690,8.628539113228076e-05,8.240017937818525e-08,0.0,4.051579135680835e-07
1691,8.564815055121602e-05,8.240017937818525e-08,0.0,4.00402387055822e-07
1692,8.190178206340144e-05,8.240017937818525e-08,0.0,3.599907237068172e-07
1693,7.557367436155411e-05,8.240017937818525e-08,0.0,3.674346982864206e-07
1694,7.317430208786391e-05,0.0,0.0,3.825767212869583e-07
1695,7.228265686925235e-05,0.0,0.0,3.359139749850978e-07
1696,7.00928300960056e-05,0.0,0.0,2.7277163537421855e-07
1697,2.9132162256116446e-05,7.347074821544603e-09,0.0,2.3123105360614966e-07
1698,3.392255946112398e-05,7.347074821544603e-09,0.0,2.3787881226715918e-07
1699,3.432539675226768e-05,7.347074821544603e-09,0.0,2.509483526377413e-07
1700,3.145825004529408e-05,7.347074821544603e-09,0.0,1.8824596484786786e-07
1701,3.131804753918134e-05,7.347074821544603e-09,0.0,9.070376246914488e-08
1702,3.077469903343756e-05,7.347074821544603e-09,0.0,6.815367165862491e-08
1703,3.108695766838666e-05,7.347074821544603e-09,0.0,9.023609136095598e-08
1704,3.109475177812523e-05,0.0,0.0,9.023609136095598e-08
1705,2.8273325629665385e-05,9.157804673317775e-09,0.0,6.828008431674399e-08
1706,2.9318468088084565e-05,2.023318756982917e-08,0.0,5.52105439461619e-08
1707,3.131474295514636e-05,3.238564058197621e-08,0.0,6.736299695830894e-08
1708,3.26850765434626e-05,8.061497526666375e-08,0.0,9.630059898719473e-08
1709,3.3382618961955556e-05,8.061497526666375e-08,0.0,7.233027941668166e-08
1710,3.530103172774294e-05,8.061497526666375e-08,0.0,8.467790633760939e-08
1711,3.694936016732494e-05,8.061497526666375e-08,0.0,9.437023505500162e-08
1712,3.4960963863081164e-05,8.232059047129172e-08,0.0,1.1780269103058214e-07
1713,3.351658259426975e-05,8.206322275684994e-08,0.0,1.394387213947214e-07
1714,3.2040316779914845e-05,6.991076974470292e-08,0.0,1.368578789343441e-07
1715,3.0479411569623543e-05,2.1681435060015375e-08,0.0,1.532096902678859e-07
1716,3.0193951585845624e-05,2.1681435060015375e-08,0.0,1.6206464843142904e-07
1717,2.8754507314131062e-05,3.696424601327765e-08,0.0,1.429174127614325e-07
1718,3.0105770617540528e-05,3.696424601327765e-08,0.0,1.8741737863235487e-07
1719,3.3444785783233654e-05,3.268569719645191e-08,0.0,2.0092121490376614e-07
1720,3.633062468517372e-05,2.1867682014382287e-08,0.0,1.8834631276831715e-07
1721,3.672900727126814e-05,3.0627740090137327e-08,0.0,2.0505487644381253e-07
1722,3.841558749887294e-05,3.835532678765828e-08,0.0,1.674930497789059e-07
1723,4.193695765154969e-05,4.453050296758322e-08,0.0,1.648132677952877e-07
1724,4.194756391890613e-05,3.511861176467132e-08,0.0,1.554013765923758e-07
1725,4.196471646927031e-05,4.247156480476276e-08,0.0,1.1591498808424408e-07
1726,4.1754173642922456e-05,4.2274191766214897e-08,0.0,8.259588720907881e-08
1727,4.2355771646335984e-05,4.2274191766214897e-08,0.0,1.1459105512098436e-07
1728,4.406301845197699e-05,3.351413369045986e-08,0.0,8.831088089371925e-08
1729,4.363510691161666e-05,2.5786546992938904e-08,0.0,9.33272476442783e-08
1730,4.237562565582006e-05,1.9611370813013958e-08,0.0,8.715207146435335e-08
1731,4.373399653039607e-05,1.3740451062663591e-08,0.0,1.0218137041257641e-07
1732,4.264819290256128e-05,2.5163070103774643e-08,0.0,9.373398819028417e-08
1733,4.174703956648175e-05,3.9849879840403446e-08,0.0,8.798376173656055e-08
1734,4.2422828950553336e-05,3.9849879840403446e-08,0.0,5.208919720952768e-08
1735,4.1866935394604555e-05,5.925065847480125e-08,0.0,6.502304929410587e-08
1736,4.2675331185039666e-05,5.925065847480125e-08,0.0,6.881607055626254e-08
1737,4.157677904004231e-05,8.00155431436776e-08,6.921628222958784e-09,7.573769877922132e-08
1738,4.3547828162055726e-05,8.00155431436776e-08,6.921628222958784e-09,6.582111262381269e-08
1739,4.368544146668033e-05,6.447088754920774e-08,6.921628222958784e-09,6.925533771858941e-08
1740,4.218981614810348e-05,4.339657979000679e-08,6.921628222958784e-09,6.971784673380301e-08
1741,3.9092819081685904e-05,6.12206316117993e-08,6.921628222958784e-09,8.238016694203257e-08
1742,3.721210019388569e-05,4.1819852977401495e-08,6.921628222958784e-09,7.582368713851143e-08
1743,3.470392013176544e-05,6.108264015227047e-08,6.921628222958784e-09,5.928671242827477e-08
1744,3.7426575675324004e-05,4.031775548339413e-08,0.0,5.682914456477712e-08
1745,3.445353104325477e-05,5.2940907530845445e-08,0.0,5.8468664069063636e-08
1746,3.475486118986737e-05,7.957785389375463e-08,0.0,4.877591511639626e-08
1747,3.6990391631011986e-05,7.957785389375463e-08,0.0,5.376609176924571e-08
1748,3.895486718517661e-05,6.175380207196213e-08,0.0,3.958177176498014e-08
1749,4.2290714710751285e-05,6.175380207196213e-08,0.0,5.302552098994186e-08
1750,4.633674273333911e-05,6.558213527796397e-08,0.0,5.962298388340059e-08
1751,4.575474356118191e-05,6.915127391339735e-08,0.0,5.515892352393946e-08
1752,4.777701230653163e-05,5.652812186594604e-08,0.0,4.6434361625610366e-08
1753,4.9231633706118115e-05,8.701248813533116e-08,0.0,4.6434361625610366e-08
1754,4.872082146383556e-05,9.538062555642618e-08,0.0,4.232504378722167e-08
1755,4.9039182548377926e-05,1.030872410926317e-07,0.0,4.639192750590025e-08
1756,4.775742179065544e-05,1.0915818217581221e-07,0.0,3.2641747083062e-08
1757,4.5870557057371896e-05,9.520243158890804e-08,0.0,3.213453071891438e-08
1758,4.515190188872761e-05,9.474087774614353e-08,0.0,4.456486988958984e-08
1759,4.5385638389104444e-05,9.474087774614353e-08,0.0,4.0666279740467614e-08
1760,4.547026089442495e-05,4.237274937273534e-08,0.0,5.9295849500326115e-08
1761,4.566400613319794e-05,3.955574686845661e-08,2.7755674584081393e-09,5.370327953763925e-08
1762,5.298619362292811e-05,3.453171336177872e-08,2.7755674584081393e-09,5.404441009001662e-08
1763,5.4798138860080924e-05,2.8460772278598208e-08,2.7755674584081393e-09,5.365081813733598e-08
1764,5.5598535774541756e-05,2.494676186261456e-08,2.7755674584081393e-09,5.318193098600789e-08
1765,5.5951827172456046e-05,2.1839177069945696e-08,2.7755674584081393e-09,4.664640864047799e-08
1766,5.436614914547785e-05,2.5240229208277143e-08,2.7755674584081393e-09,5.344851291714089e-08
1767,5.3627898263844796e-05,2.0200630755441906e-08,2.7755674584081393e-09,3.4818943157282385e-08
1768,5.6240104770820055e-05,2.2696133480540733e-08,0.0,3.7407800793484314e-08
1769,4.869692254162926e-05,2.61060707020176e-08,0.0,3.240631433040367e-08
1770,4.930771787517837e-05,3.475483545400948e-08,0.0,2.6728965199903802e-08
1771,5.0256819252224106e-05,3.439876371049065e-08,0.0,2.1107605821920775e-08
1772,5.2032862835663506e-05,5.812349941030399e-08,0.0,2.575711631282372e-08
1773,5.295160008245148e-05,5.7317638127837456e-08,0.0,2.9335775459620502e-08
1774,5.279975084704347e-05,5.704559897472856e-08,0.0,2.9335775459620502e-08
1775,5.4510098769761885e-05,5.477633965459258e-08,0.0,2.9748728686789557e-08
1776,5.580644886192333e-05,4.868382040358808e-08,0.0,3.212720806849185e-08
1777,5.600679651251994e-05,5.7543356492471635e-08,0.0,4.088135848892957e-08
1778,5.549551653010505e-05,6.062150020064954e-08,0.0,4.3662502185221845e-08
1779,5.532741332509821e-05,4.4581821662908235e-08,0.0,4.080323203124538e-08
1780,5.609111290790939e-05,4.9034051485818964e-08,0.0,3.746988928656135e-08
1781,5.834990900309224e-05,5.209913871746201e-08,0.0,4.129492303661664e-08
1782,5.7605325959489816e-05,5.711242780291416e-08,4.316266962892509e-09,3.983381167773002e-08
1783,5.718646830895783e-05,5.711242780291416e-08,4.316266962892509e-09,4.31074688326102e-08
1784,5.830557503421525e-05,4.293307119342314e-08,4.316266962892509e-09,3.601779052786469e-08
1785,6.218584322985927e-05,4.4298373984880916e-08,4.316266962892509e-09,3.809101389862235e-08
1786,6.506298502374972e-05,3.7953415140837676e-08,5.6563652809212985e-09,4.3806939916838216e-08
1787,6.578076395921276e-05,3.86408439214035e-08,5.6563652809212985e-09,4.1916085713467055e-08
1788,6.383418336294458e-05,4.7275366351787595e-08,6.962917353803277e-09,4.462381232782166e-08
1789,6.135176902586994e-05,3.997485339571735e-08,2.6466503909107685e-09,4.728785426725121e-08
1790,6.62607557647529e-05,5.2128185450734625e-08,2.6466503909107685e-09,4.190400344177598e-08
1791,6.421344317329516e-05,5.4229072280317525e-08,2.6466503909107685e-09,4.6755329005268975e-08
1792,6.120407384254836e-05,5.322643456143591e-08,2.6466503909107685e-09,4.2989223990121313e-08
1793,5.7958075818273104e-05,6.569064581185557e-08,1.3065520728819786e-09,3.5504373409521254e-08
1794,5.703366800194739e-05,5.8953781919715964e-08,2.3045376400838383e-09,3.633572008356266e-08
1795,6.0105935387712505e-05,4.73215253649073e-08,2.8245298163856856e-09,3.436932046899496e-08
1796,6.228888170361253e-05,4.667585568845263e-08,2.8245298163856856e-09,3.212981969369366e-08
1797,5.8660542500937094e-05,3.7924065538723946e-08,2.8245298163856856e-09,4.072067064494636e-08
1798,5.92883162815789e-05,3.943811486907732e-08,2.8245298163856856e-09,4.2884722947381504e-08
1799,5.992911194750507e-05,3.373586629099431e-08,2.8245298163856856e-09,5.3211083285629816e-08
1800,6.012876266530449e-05,2.6106515171875344e-08,2.8245298163856856e-09,6.91131378159428e-08
1801,6.072804535506293e-05,3.253797713804423e-08,1.8265442491838257e-09,7.566241728389806e-08
1802,6.0344191816901525e-05,3.28370483820046e-08,0.0,8.932938300176829e-08
1803,6.008243404461869e-05,3.3502563263303793e-08,3.5099995925642295e-10,1.0319157236641071e-07
1804,6.049021249054931e-05,3.559241739432244e-08,3.5099995925642295e-10,1.1447207067963713e-07
1805,6.100787972432694e-05,3.514047465712013e-08,3.5099995925642295e-10,1.27085775553886e-07
1806,6.2058493702872e-05,3.7307628986127384e-08,1.64375050079205e-09,1.2963285911382627e-07
1807,6.177681747690908e-05,3.61539801271452e-08,1.8529717284364112e-09,1.2915523634709253e-07
1808,6.226285976091666e-05,3.1784253958936204e-08,1.8529717284364112e-09,1.406250882090327e-07
1809,6.263632011333746e-05,3.1278313780295064e-08,2.2148213580613127e-09,1.502541826831865e-07
1810,6.445798706928534e-05,2.8204189428393533e-08,2.9535096114839477e-09,1.545346382921967e-07
1811,6.492505833323645e-05,2.3884713096222754e-08,2.9535096114839477e-09,1.5080261001847767e-07
1812,6.554523705355158e-05,1.90637332903825e-08,2.9535096114839477e-09,1.4979925668155503e-07
1813,6.5770424823443e-05,2.53375160535236e-08,1.6607590699483206e-09,1.5717528510452083e-07
1814,6.717691056629909e-05,2.407745301548557e-08,1.6604959788121425e-09,1.6070073830373337e-07
1815,6.809408660046756e-05,2.2369716587026086e-08,1.853636688586846e-09,1.618019861585448e-07
1816,6.767719085993511e-05,2.5161605465839898e-08,1.8721324966465757e-09,1.542880454508122e-07
1817,6.689551290557054e-05,2.9352114516711936e-08,1.296486997125003e-09,1.564213383582163e-07
1818,7.075269864539482e-05,3.49835197001523e-08,1.6545567297196077e-09,1.665082253664098e-07
1819,6.984172380595868e-05,3.9324459371365654e-08,1.6545567297196077e-09,1.653057982561482e-07
1820,6.992470714197095e-05,3.2154185346046556e-08,2.0967475216388768e-09,1.6607760398658555e-07
1821,6.968586032079267e-05,3.5591977111591536e-08,2.1448978942168698e-09,1.5715231427293475e-07
1822,7.127126757820536e-05,4.6342575237596454e-08,2.326063897051256e-09,1.6398486073805024e-07
1823,7.193789497250691e-05,4.2843755083359676e-08,2.5075695329692037e-09,1.6737458809399997e-07
1824,7.139538398145564e-05,4.036329099526321e-08,2.1276468364916923e-09,1.6354880472135847e-07
1825,6.766895863360592e-05,3.583906847483474e-08,2.276044321268346e-09,1.5300057246544645e-07
1826,6.832165984503393e-05,3.5278089909646885e-08,2.394542564232438e-09,1.5512398273845713e-07
1827,6.823263018824426e-05,4.9408006194287934e-08,2.788916621452943e-09,1.5288285786547412e-07
1828,6.853919226809271e-05,5.0263007343533313e-08,2.7524667307281855e-09,1.587873340115818e-07
1829,6.633075723324769e-05,3.9214538473584885e-08,2.870079983198691e-09,1.46171921804645e-07
1830,6.732543468907741e-05,4.634714980054712e-08,2.594142551564411e-09,1.4988142181339625e-07
1831,6.878770260040515e-05,4.4851492171054426e-08,3.1102851722713306e-09,1.5804517212408037e-07
1832,7.008967388953482e-05,4.4105080096049476e-08,2.944415790549572e-09,1.6332024748472967e-07
1833,7.186289648026494e-05,4.4015248208089426e-08,3.1558305968459877e-09,1.6099658393743864e-07
1834,7.378591440751084e-05,2.743814534308545e-08,2.7345667159244566e-09,1.615609761529413e-07
1835,7.585703653083848e-05,2.1562474345720213e-08,2.9328250938931433e-09,1.5756163561166302e-07
1836,7.793892291374505e-05,2.313550132423562e-08,2.741149846790287e-09,1.5797729905183848e-07
1837,7.841562598644356e-05,1.7739178951156224e-08,2.455236204821988e-09,1.4973506219056227e-07
1838,7.86083286844327e-05,2.0065620403337496e-08,1.8049735674350943e-09,1.4358337604595102e-07
1839,7.961620056968448e-05,2.2170438945019148e-08,1.7675014785112353e-09,1.414439582601647e-07
1840,7.925241931973557e-05,2.1798025733638885e-08,1.739932293481112e-09,1.4674394524912975e-07
1841,7.92590290075168e-05,2.081043274212594e-08,1.8144746023145736e-09,1.5220285425649698e-07
1842,7.762916564908145e-05,2.155120526481369e-08,1.5780039180108523e-09,1.5710196521467878e-07
1843,7.789184538913625e-05,2.4366749887657794e-08,1.867929969431462e-09,1.5906604541474474e-07
1844,7.70355254644528e-05,2.2006536275804526e-08,2.268627095704444e-09,1.6470379802870282e-07
1845,7.630132313352078e-05,2.023112991419599e-08,2.6023209301736674e-09,1.6732867282241516e-07
1846,7.662699811459918e-05,2.311567102810029e-08,2.6252976935227578e-09,1.7565846681983593e-07
1847,7.69814131282536e-05,2.0551215713331724e-08,2.686586635698112e-09,1.9110693269145225e-07
1848,7.705177891434037e-05,2.1023988518363368e-08,2.5795570758800424e-09,2.0628565826947514e-07
1849,7.893517509468697e-05,1.960955448814567e-08,3.0419852034161263e-09,2.3695778444172382e-07
1850,8.016870768707511e-05,1.544855621204988e-08,3.211332977315351e-09,2.6319722426900884e-07
1851,8.219448084543859e-05,1.5314322508532185e-08,3.5070647973002777e-09,2.852468818608551e-07
1852,8.473475983399632e-05,1.573099504627505e-08,3.9823560956823e-09,3.0573337791598275e-07
1853,8.446382811858452e-05,1.1091059372501734e-08,4.042328313350449e-09,3.348756893371631e-07
