ngram,moment,moment,momet,momnt
1803,0.00014389235210338875,0.00014389235210338875,6.655502974136798e-09,5.786566781296187e-10
1804,0.00013793001042878523,0.00013793001042878523,6.960580524660389e-09,5.786566781296187e-10
1805,0.00013841938925907016,0.00013841938925907016,6.960580524660389e-09,0.0
1806,0.00013479962737099932,0.00013479962737099932,7.219130626623382e-09,0.0
1807,0.00013226544147723222,0.00013226544147723222,5.781696217026828e-09,0.0
1808,0.00012838791112049615,0.00012838791112049615,5.788082124702498e-09,0.0
1809,0.00012792456774539978,0.00012792456774539978,4.956198990895595e-09,0.0
1810,0.00012534804929081083,0.00012534804929081083,2.584074620948229e-09,0.0
1811,0.00012843603430415636,0.00012843603430415636,2.513381011251933e-09,0.0
1812,0.0001326276469626464,0.0001326276469626464,2.7520892707601418e-09,0.0
1813,0.00013351890603579314,0.00013351890603579314,2.6875185727653114e-09,0.0
1814,0.0001408338264030005,0.0001408338264030005,5.403711161073537e-09,0.0
1815,0.00014346432414770658,0.00014346432414770658,5.126125492336899e-09,0.0
1816,0.00014289192248335375,0.00014289192248335375,4.221501434134975e-09,3.803454376846308e-10
1817,0.0001497409206682018,0.0001497409206682018,4.642363985293432e-09,3.803454376846308e-10
1818,0.0001508355136528345,0.0001508355136528345,4.407980044466139e-09,3.803454376846308e-10
1819,0.00014904361367890879,0.00014904361367890879,4.1692717849579304e-09,3.803454376846308e-10
1820,0.00015270579855756035,0.00015270579855756035,4.71227707648276e-09,3.803454376846308e-10
1821,0.0001528125534865207,0.0001528125534865207,2.6867430502619527e-09,3.803454376846308e-10
1822,0.00015582138439640403,0.00015582138439640403,2.6183712420468908e-09,3.803454376846308e-10
1823,0.00016008578573486635,0.00016008578573486635,3.601610636711732e-09,0.0
1824,0.0001601359253982082,0.0001601359253982082,2.8789927981292304e-09,0.0
1825,0.00016052244505512396,0.00016052244505512396,3.0056096024720448e-09,0.0
1826,0.00016168932779692113,0.00016168932779692113,3.0056096024720448e-09,1.1849824296409191e-10
1827,0.00016253658603610738,0.00016253658603610738,2.791477937691411e-09,1.1849824296409191e-10
1828,0.00016369062567329301,0.00016369062567329301,2.2225860834319225e-09,1.1849824296409191e-10
1829,0.00015982149385048876,0.00015982149385048876,2.1680914603321763e-09,1.1849824296409191e-10
1830,0.00016254872441225286,0.00016254872441225286,1.3754611497393147e-09,1.1849824296409191e-10
1831,0.00016251130520166562,0.00016251130520166562,1.3342357932774211e-09,1.1849824296409191e-10
1832,0.00016477196394199773,0.00016477196394199773,1.5482168245841065e-09,2.0364770187646693e-10
1833,0.00016747840397459055,0.00016747840397459055,1.878129873844614e-09,8.5149458912375e-11
1834,0.00016861372569110245,0.00016861372569110245,1.6875176177068495e-09,2.5126984619967223e-10
1835,0.00016782410550929074,0.00016782410550929074,2.026796889050989e-09,2.5126984619967223e-10
1836,0.00017245356866624206,0.00017245356866624206,2.3318284922016883e-09,3.263310256938569e-10
1837,0.00017048558636036302,0.00017048558636036302,2.6833092731897476e-09,4.0377243612102886e-10
1838,0.00017077980945552035,0.00017077980945552035,2.743066107591119e-09,4.0377243612102886e-10
1839,0.00016944697667245885,0.00016944697667245885,2.478249708623029e-09,3.186229772086538e-10
1840,0.00016739488221771483,0.00016739488221771483,2.2239226254201175e-09,3.186229772086538e-10
1841,0.00016735716573228792,0.00016735716573228792,2.381525127897228e-09,1.525025899213566e-10
1842,0.0001673241806981553,0.0001673241806981553,2.0153351289385414e-09,1.525025899213566e-10
1843,0.00016719732125888446,0.00016719732125888446,1.8367528371270631e-09,7.744141042717193e-11
1844,0.00016710429918020964,0.00016710429918020964,1.5617944001558977e-09,0.0
1845,0.00016697377889483635,0.00016697377889483635,1.809575481522988e-09,0.0
1846,0.00016612137343534933,0.00016612137343534933,1.9294555477143506e-09,0.0
1847,0.000166182460296633,0.000166182460296633,2.035685984859624e-09,1.2121093018180318e-10
1848,0.00016336769996477024,0.00016336769996477024,1.764593407901519e-09,1.2121093018180318e-10
1849,0.000163329642548758,0.000163329642548758,1.6754743465645966e-09,1.2121093018180318e-10
1850,0.00016177491384691427,0.00016177491384691427,1.8585100284137672e-09,1.2121093018180318e-10
1851,0.00016086823598016053,0.00016086823598016053,1.684235790515893e-09,1.6763952527730297e-10
1852,0.00015933929327210144,0.00015933929327210144,1.4354879269389593e-09,1.6763952527730297e-10
1853,0.00015945004374121448,0.00015945004374121448,1.2880857650340464e-09,1.6763952527730297e-10
1854,0.00015859332259943976,0.00015859332259943976,1.8637972435239394e-09,4.642859509549981e-11
1855,0.000158769529662095,0.000158769529662095,1.8550535393505437e-09,4.642859509549981e-11
1856,0.00015619847856994187,0.00015619847856994187,1.7891918105813635e-09,9.612739969101978e-11
1857,0.00015598674404567907,0.00015598674404567907,1.5538352192225246e-09,9.612739969101978e-11
1858,0.00015445589919441512,0.00015445589919441512,1.748995607072804e-09,1.0730231782472645e-10
1859,0.00015418691327795386,0.00015418691327795386,1.5973108946631953e-09,1.0730231782472645e-10
1860,0.00015245405250295465,0.00015245405250295465,1.5490515536953353e-09,1.0730231782472645e-10
1861,0.00015229998513989682,0.00015229998513989682,8.480103524150756e-10,2.202756786497316e-10
1862,0.00015301173594447652,0.00015301173594447652,8.051581702948698e-10,2.759939499163977e-10
1863,0.0001545316814112344,0.0001545316814112344,7.515375147601081e-10,2.2629514532087772e-10
1864,0.0001528760663599574,0.0001528760663599574,7.01325077377492e-10,2.2629514532087772e-10
1865,0.000153033559659629,0.000153033559659629,7.22893348356227e-10,3.4559783606320186e-10
1866,0.0001511951392915632,0.0001511951392915632,8.556122080679732e-10,3.8983745596711724e-10
1867,0.00015095241750324412,0.00015095241750324412,1.0284620377554177e-09,4.330499133889784e-10
1868,0.00014908356284390071,0.00014908356284390071,1.1064104553172781e-09,3.2007655256397326e-10
1869,0.00014669246905084168,0.00014669246905084168,1.0184274138299747e-09,4.227018259226968e-10
1870,0.00014425085100810975,0.00014425085100810975,1.0074245723349203e-09,9.717758185447322e-10
1871,0.0001427866456132116,0.0001427866456132116,9.943864541307944e-10,9.717758185447322e-10
1872,0.0001405484280050067,0.0001405484280050067,8.895591644250292e-10,8.358213248500184e-10
1873,0.00013915882820063935,0.00013915882820063935,8.738665664103402e-10,8.30590457523428e-10
