ngram,moment,moment,momet,momnt
1874,0.00013738626356436207,0.00013738626356436207,9.394610169165064e-10,7.873780001015668e-10
1875,0.00013611181306519678,0.00013611181306519678,1.2462912606687431e-09,7.873780001015668e-10
1876,0.00013566189279247607,0.00013566189279247607,1.243783457180062e-09,6.290344554761771e-10
1877,0.00013483816500021412,0.00013483816500021412,1.3340689029663265e-09,7.996046285414188e-11
1878,0.0001343369679359187,0.0001343369679359187,1.6157703667093619e-09,7.996046285414188e-11
1879,0.00013438777075082595,0.00013438777075082595,1.4808394352020367e-09,7.392256648078695e-11
1880,0.000133910434669815,0.000133910434669815,1.5282465927666878e-09,3.4913813903461997e-11
1881,0.00013299937044004246,0.00013299937044004246,1.542327075578141e-09,1.927417868165447e-10
1882,0.00013195189655691917,0.00013195189655691917,1.198290466852825e-09,2.2515136580533327e-10
1883,0.0001296021114935034,0.0001296021114935034,1.3143622618854473e-09,2.2515136580533327e-10
1884,0.0001281778947616528,0.0001281778947616528,1.4752238716323314e-09,2.2515136580533327e-10
1885,0.0001270603679586202,0.0001270603679586202,1.257486678277583e-09,2.831979214626809e-10
1886,0.00012473392416723073,0.00012473392416723073,1.6014882753268012e-09,2.758727234748142e-10
1887,0.00012360043807088265,0.00012360043807088265,1.4923227931173955e-09,2.758727234748142e-10
1888,0.00012214444307444085,0.00012214444307444085,1.428817925086534e-09,1.4504759298412344e-10
1889,0.00012187550497141533,0.00012187550497141533,1.5147854597647686e-09,1.1263801399533487e-10
1890,0.0001237089776883035,0.0001237089776883035,1.5497109032544136e-09,1.379337041410419e-10
1891,0.0001240598742567402,0.0001240598742567402,1.4189313414712602e-09,1.379337041410419e-10
1892,0.0001235442905453965,0.0001235442905453965,1.363701274919344e-09,1.0235873061846336e-10
1893,0.00012469977705872485,0.00012469977705872485,1.0651804160932699e-09,9.783178830538982e-11
1894,0.00012358126280430173,0.00012358126280430173,1.1866466618849968e-09,9.783178830538982e-11
1895,0.00012452862262892137,0.00012452862262892137,1.1881676357080754e-09,1.766849841037096e-10
1896,0.00012642700520310818,0.00012642700520310818,1.2181560442898436e-09,2.1544583577488245e-10
1897,0.00012671494810742194,0.00012671494810742194,1.1576856378298877e-09,2.830339256616148e-10
1898,0.00012510769114929384,0.00012510769114929384,1.0791124026100972e-09,4.0930110491364605e-10
1899,0.00012451694055926055,0.00012451694055926055,1.0802956069382625e-09,3.8682952277887695e-10
1900,0.00012223700364951843,0.00012223700364951843,1.1095520772005533e-09,4.902620769670867e-10
1901,0.00012163370930855828,0.00012163370930855828,1.0699113896426938e-09,5.07398763877858e-10
1902,0.00011878492452004659,0.00011878492452004659,9.99898552844769e-10,4.015427256571462e-10
1903,0.00011367391042378066,0.00011367391042378066,8.504704559645201e-10,4.1059930653921025e-10
1904,0.00010915379971265793,0.00010915379971265793,7.466946148694729e-10,4.286917071327778e-10
1905,0.00010730977062069411,0.00010730977062069411,7.119086074615564e-10,3.024245278807466e-10
1906,0.00010563107623186494,0.00010563107623186494,7.604739496854965e-10,3.799994584869586e-10
1907,0.00010399315942777321,0.00010399315942777321,7.038101569799084e-10,2.9745575248961234e-10
1908,0.0001019487764486777,0.0001019487764486777,6.490633863709405e-10,2.940435196917081e-10
1909,0.00010093779772952465,0.00010093779772952465,5.974404027053737e-10,4.1807260034839745e-10
1910,9.992735327354499e-05,9.992735327354499e-05,6.30101054666099e-10,4.528985044137203e-10
1911,9.885805359642421e-05,9.885805359642421e-05,6.924874800568708e-10,3.559002556948901e-10
1912,9.711998219635072e-05,9.711998219635072e-05,6.586627394294148e-10,5.000413357190783e-10
1913,9.485150699869596e-05,9.485150699869596e-05,5.76219540336455e-10,5.082539171276577e-10
1914,9.36537461322067e-05,9.36537461322067e-05,5.614009416074087e-10,5.081528630419235e-10
1915,9.284475111469095e-05,9.284475111469095e-05,5.428091071862135e-10,6.697543531679934e-10
1916,9.264316343303238e-05,9.264316343303238e-05,5.642152300922021e-10,6.962439018178199e-10
1917,9.304673897401829e-05,9.304673897401829e-05,5.934896066658471e-10,6.415320338451888e-10
1918,9.283766848966479e-05,9.283766848966479e-05,5.108289386728566e-10,8.001169706942487e-10
1919,9.372410048464579e-05,9.372410048464579e-05,5.810242287296319e-10,8.122390993919077e-10
1920,9.512837797436597e-05,9.512837797436597e-05,5.934375173805811e-10,7.496532422601732e-10
1921,9.582711001192885e-05,9.582711001192885e-05,6.32801505640046e-10,7.339153828318195e-10
1922,9.604168423850621e-05,9.604168423850621e-05,7.139543837083754e-10,6.068920306777161e-10
1923,9.615643128719447e-05,9.615643128719447e-05,7.709638760733384e-10,5.545871797510823e-10
1924,9.569466367663284e-05,9.569466367663284e-05,6.941153287063986e-10,5.510772413793877e-10
1925,9.53746389963531e-05,9.53746389963531e-05,7.429953121005996e-10,4.475298960780551e-10
1926,9.53055132413283e-05,9.53055132413283e-05,6.609895170888486e-10,3.600355747661916e-10
1927,9.455272291753707e-05,9.455272291753707e-05,6.368613097202618e-10,3.5957229852342666e-10
1928,9.35440111788921e-05,9.35440111788921e-05,6.612717992230241e-10,3.542701766866076e-10
1929,9.332128787978686e-05,9.332128787978686e-05,5.163640308986877e-10,3.5653917913285634e-10
1930,9.212155107109408e-05,9.212155107109408e-05,4.5072554418926613e-10,2.583254007529742e-10
1931,9.227819100487977e-05,9.227819100487977e-05,4.805815150594433e-10,2.6013688029077487e-10
1932,9.227330052194052e-05,9.227330052194052e-05,4.594905527494879e-10,2.384078490180741e-10
1933,9.121025401067786e-05,9.121025401067786e-05,4.831461024907518e-10,2.3914043761103747e-10
1934,9.003719813855631e-05,9.003719813855631e-05,5.72476589942385e-10,3.062735581022784e-10
1935,8.925538921695468e-05,8.925538921695468e-05,5.467313348082672e-10,2.8346407165980025e-10
1936,8.752294421096199e-05,8.752294421096199e-05,6.304810641820171e-10,2.328924771287179e-10
1937,8.613429443877456e-05,8.613429443877456e-05,6.385685551763792e-10,3.0021973201106126e-10
1938,8.313307210171063e-05,8.313307210171063e-05,6.03374025346223e-10,3.392434745817598e-10
1939,8.154630424022409e-05,8.154630424022409e-05,6.81808443037113e-10,2.919569823995565e-10
1940,8.073306629999674e-05,8.073306629999674e-05,7.412732808528436e-10,3.2562855586551874e-10
1941,8.051451004575938e-05,8.051451004575938e-05,6.892017432948348e-10,2.6333562711374926e-10
1942,8.01463715366221e-05,8.01463715366221e-05,7.524463988392175e-10,2.8824367297770285e-10
1943,8.164889524258407e-05,8.164889524258407e-05,9.904965577892506e-10,3.526036506424595e-10
1944,8.285880384002147e-05,8.285880384002147e-05,1.431923912775801e-09,3.421903613639746e-10
1945,8.446383643396465e-05,8.446383643396465e-05,1.4634970933537416e-09,2.7693360898124146e-10
1946,8.435240202483587e-05,8.435240202483587e-05,1.5292582834978775e-09,3.1002981729485613e-10
1947,8.47417239648556e-05,8.47417239648556e-05,1.5161907998947503e-09,2.5652769392830217e-10
1948,8.49668909462967e-05,8.49668909462967e-05,1.7070550925194335e-09,3.657491234479845e-10
1949,8.57168436466184e-05,8.57168436466184e-05,1.5667110941919304e-09,3.74853402286744e-10
1950,8.434471549532776e-05,8.434471549532776e-05,1.4141109553175317e-09,3.4433337530488066e-10
1951,8.356258643159111e-05,8.356258643159111e-05,9.491103260460066e-10,3.5361580330572906e-10
1952,8.314942013904718e-05,8.314942013904718e-05,9.68136336971475e-10,4.1635160002202147e-10
1953,8.407896114346971e-05,8.407896114346971e-05,8.942141194179243e-10,3.832553917084068e-10
1954,8.373093961771312e-05,8.373093961771312e-05,1.039602503289621e-09,3.481004215036673e-10
1955,8.366398833459243e-05,8.366398833459243e-05,8.239795116057483e-10,2.257946736329762e-10
1956,8.287012003295655e-05,8.287012003295655e-05,9.381152521470426e-10,2.591223793075541e-10
1957,8.335602927088206e-05,8.335602927088206e-05,9.218402073431418e-10,3.144885076562203e-10
1958,8.354385291957962e-05,8.354385291957962e-05,9.627600819747277e-10,3.197029595423752e-10
1959,8.37806541572458e-05,8.37806541572458e-05,1.0380654788136719e-09,2.908489808122512e-10
1960,8.313562492341069e-05,8.313562492341069e-05,1.0239166855655464e-09,3.332004245927754e-10
1961,8.269622776424512e-05,8.269622776424512e-05,9.31463005932847e-10,3.862178840630115e-10
1962,8.236652398149349e-05,8.236652398149349e-05,1.0979246242318448e-09,4.533376808866864e-10
1963,8.244129795847195e-05,8.244129795847195e-05,1.0785266965232916e-09,4.256130765283623e-10
1964,8.183694236712264e-05,8.183694236712264e-05,1.1324481194055887e-09,5.162731987949445e-10
1965,8.174424250942789e-05,8.174424250942789e-05,1.2104485667764818e-09,5.15383006113471e-10
1966,8.124287809810735e-05,8.124287809810735e-05,1.2344870522643499e-09,5.69431898459324e-10
1967,8.102914476434567e-05,8.102914476434567e-05,1.3639283987946067e-09,5.447698125937706e-10
1968,8.048364439413749e-05,8.048364439413749e-05,1.3545126131830898e-09,5.30375644196874e-10
1969,7.917295235009598e-05,7.917295235009598e-05,1.3006348220656605e-09,4.936460248508975e-10
1970,7.723966181012136e-05,7.723966181012136e-05,1.4086614256011591e-09,4.80339125617592e-10
1971,7.546312034329665e-05,7.546312034329665e-05,1.362931513680467e-09,3.7208012861254605e-10
1972,7.29502530053391e-05,7.29502530053391e-05,1.360419142417056e-09,3.3634125643341607e-10
1973,7.056848283225139e-05,7.056848283225139e-05,1.3815780900269407e-09,2.8968102916415717e-10
1974,6.818347070033528e-05,6.818347070033528e-05,1.2472949498639911e-09,2.964341807735035e-10
1975,6.607419241585635e-05,6.607419241585635e-05,1.2338481982153228e-09,2.919519328673356e-10
1976,6.452510985712121e-05,6.452510985712121e-05,1.1275788120672964e-09,2.5510393450445257e-10
1977,6.378553163293483e-05,6.378553163293483e-05,9.3896053630717e-10,2.689274641270207e-10
1978,6.312322823630114e-05,6.312322823630114e-05,8.431237493880925e-10,2.3811990127702616e-10
1979,6.310131617023476e-05,6.310131617023476e-05,7.417964139769647e-10,2.195935224332971e-10
1980,6.312561890808865e-05,6.312561890808865e-05,5.898845102856955e-10,1.8615986678770036e-10
1981,6.361345939304946e-05,6.361345939304946e-05,5.515997539681397e-10,1.8460675399059997e-10
1982,6.434029637603089e-05,6.434029637603089e-05,4.426862329090905e-10,1.655957350410464e-10
1983,6.514440818656502e-05,6.514440818656502e-05,4.598223468654794e-10,1.575593038974762e-10
1984,6.576135638169944e-05,6.576135638169944e-05,5.366239714492999e-10,1.3212843418581548e-10
1985,6.650167571413996e-05,6.650167571413996e-05,5.726215929995654e-10,1.4920139231243213e-10
1986,6.69256374489383e-05,6.69256374489383e-05,5.189788043757915e-10,1.4676310068033922e-10
1987,6.772877324172961e-05,6.772877324172961e-05,5.565961977030806e-10,1.5898867539958823e-10
1988,6.878092660502131e-05,6.878092660502131e-05,5.697081536685086e-10,1.499620982947647e-10
1989,6.976609022655924e-05,6.976609022655924e-05,5.526067123736869e-10,1.2696812995823973e-10
1990,7.052195620157622e-05,7.052195620157622e-05,5.9101346634132e-10,1.2696812995823973e-10
1991,7.137925526227004e-05,7.137925526227004e-05,5.251767929267562e-10,1.4511328597088813e-10
1992,7.202101135460128e-05,7.202101135460128e-05,5.256972813410294e-10,1.1269007106430782e-10
1993,7.323457040391596e-05,7.323457040391596e-05,5.689180178545885e-10,9.887296090987136e-11
1994,7.444461308685797e-05,7.444461308685797e-05,5.011216540935187e-10,9.83199489086e-11
1995,7.550687171585326e-05,7.550687171585326e-05,4.743403546931496e-10,9.72313920845545e-11
1996,7.706499932932534e-05,7.706499932932534e-05,4.984985955770935e-10,9.05793803058457e-11
1997,8.010231873153575e-05,8.010231873153575e-05,4.534470933657632e-10,1.02084429203548e-10
1998,8.313302636711992e-05,8.313302636711992e-05,4.463237636618901e-10,7.501587396898022e-11
1999,8.674263101836135e-05,8.674263101836135e-05,4.04181910163004e-10,6.583622189082483e-11
2000,9.040222149841222e-05,9.040222149841222e-05,3.5928910045525594e-10,9.699079684241267e-11
2001,9.48473222836453e-05,9.48473222836453e-05,3.724100214716078e-10,8.762286679960977e-11
2002,9.921894005466518e-05,9.921894005466518e-05,3.128886871817116e-10,9.09542654486157e-11
2003,0.00010426259749302906,0.00010426259749302906,3.1519764576160014e-10,9.611240275875232e-11
2004,0.00010907228092297114,0.00010907228092297114,2.706941060193202e-10,8.460735386105002e-11
2005,0.00011583633853920869,0.00011583633853920869,2.534741741896543e-10,1.0864112833559275e-10
2006,0.0001243580679459098,0.0001243580679459098,2.401376399317558e-10,1.0266454006369052e-10
2007,0.00013343089917075953,0.00013343089917075953,2.4101129822032673e-10,7.687712619275366e-11
2008,0.00014381061607439603,0.00014381061607439603,2.0595688745731318e-10,7.731782525729639e-11
2009,0.00015309671808998765,0.00015309671808998765,2.823420416115623e-10,6.121216380994277e-11
2010,0.00016172334809588,0.00016172334809588,2.7685776984468346e-10,6.424181870991395e-11
2011,0.0001737827468397362,0.0001737827468397362,2.6514808305304934e-10,8.74538046147233e-11
2012,0.00018276568776595274,0.00018276568776595274,2.6774693275991423e-10,5.764224266553113e-11
2013,0.00018790614766268327,0.00018790614766268327,2.695869846802701e-10,5.2700121052787605e-11
2014,0.00019609058758110872,0.00019609058758110872,2.6872993017354064e-10,5.252871005231466e-11
2015,0.00020254989587036626,0.00020254989587036626,2.961624695485554e-10,4.73772221850791e-11
2016,0.00021133997194868113,0.00021133997194868113,2.2155717934893967e-10,4.73772221850791e-11
2017,0.00021664439069960886,0.00021664439069960886,2.1072125294674393e-10,4.572100163746651e-11
2018,0.00021759223018307238,0.00021759223018307238,2.2686807987781776e-10,2.2368421698226725e-11
2019,0.0002207050238212105,0.0002207050238212105,2.18171841703807e-10,2.7960527122783407e-11
