ngram,tea,te,t,aet
1584,1.0657361794333805e-06,1.9890597156648126e-05,0.00014099204288088783,2.403113025398592e-07
1585,1.443172355461034e-06,1.6353237307547325e-05,0.0001303842143118215,2.403113025398592e-07
1586,2.953099088439818e-06,1.4412972892127332e-05,0.00014118010559676413,2.403113025398592e-07
1587,2.953099088439818e-06,1.3816369443832497e-05,0.00013453354690032678,2.403113025398592e-07
1588,3.622604903544665e-06,1.5155381074042193e-05,0.00012765873361786362,2.403113025398592e-07
1589,3.3903500025189715e-06,1.0041160619169074e-05,0.00010095804593999804,2.403113025398592e-07
1590,3.3903500025189715e-06,1.1738664917564684e-05,0.00012316528305486178,0.0
1591,3.9234169305148366e-06,1.3604399230514122e-05,0.00014888751788281037,0.0
1592,3.545980754487183e-06,1.397802251241436e-05,0.00015404485384351574,5.969717936490529e-07
1593,1.389299216368402e-06,1.6880620023584925e-05,0.0001430630722357559,5.969717936490529e-07
1594,1.389299216368402e-06,2.1363407410847556e-05,0.00016231364030058363,5.969717936490529e-07
1595,7.197934012635545e-07,2.2278381168559592e-05,0.00020904472746354128,5.969717936490529e-07
1596,5.330669279958653e-07,3.1844776198600554e-05,0.0002325308388597997,8.073900192227614e-07
1597,6.541290206639263e-07,2.943358958873432e-05,0.00022720924503768662,8.073900192227614e-07
1598,4.3069949892274704e-07,2.893910667418303e-05,0.00021257622367037193,8.073900192227614e-07
1599,5.486106471965156e-07,2.9012521606221397e-05,0.00019663373469873996,2.1041822557370843e-07
1600,5.486106471965156e-07,3.005064926193362e-05,0.00019441009395190382,2.1041822557370843e-07
1601,1.1345822323554394e-06,2.8285344732077128e-05,0.00021209666634344364,2.1041822557370843e-07
1602,1.238982950521209e-06,2.7284168027108535e-05,0.0001706335013815468,2.1041822557370843e-07
1603,1.238982950521209e-06,1.941142987301906e-05,0.0001526791280152143,0.0
1604,1.117920857853148e-06,2.0145636361641145e-05,0.00015279272026548694,0.0
1605,9.207203431417708e-07,2.2484802424774637e-05,0.00015429797245555425,0.0
1606,1.3633699528067415e-06,2.4755484836142777e-05,0.00016341853188350797,0.0
1607,2.1098670280090507e-06,2.2307753819664606e-05,0.0001596177213027009,0.0
1608,1.5238954428501269e-06,1.9204340722873375e-05,0.00012264115399115587,0.0
1609,1.6081687022051483e-06,2.3234403215610655e-05,0.00011944236653757148,0.0
1610,1.6081687022051483e-06,2.1662267304886234e-05,0.0001321268407212171,0.0
1611,2.017817816327546e-06,2.5592239385982145e-05,0.0001288418103026093,0.0
1612,2.443382381248479e-06,2.887584085848565e-05,0.00017882507589612423,0.0
1613,2.0426321043487405e-06,2.9022711260040523e-05,0.00018220941689963053,0.0
1614,1.9553545241381343e-06,3.082581451963051e-05,0.00027770801534643397,0.0
1615,2.717241029261329e-06,3.4017802266004893e-05,0.0002859938540495932,0.0
1616,2.8889915841188796e-06,4.5314459254898664e-05,0.0002974647774993043,0.0
1617,3.259615579866347e-06,4.770714726224209e-05,0.0003358342718066914,0.0
1618,3.342352150476862e-06,4.89678716673682e-05,0.00033619355235714465,0.0
1619,3.4795576766555314e-06,4.6137629137125e-05,0.0002847613941412419,0.0
1620,3.521225023307904e-06,4.5303254020317194e-05,0.0002863632731272706,0.0
1621,3.5756775105255656e-06,5.164172814277533e-05,0.0002566225427602019,0.0
1622,2.813791005402371e-06,5.8425704212692964e-05,0.0002561460319806689,0.0
1623,3.2616090785657955e-06,5.154508679489871e-05,0.00025086743283152046,0.0
1624,3.040317275398203e-06,4.988874180915965e-05,0.0002378468821656757,1.493321925798747e-07
1625,2.963255042232049e-06,6.126957487140317e-05,0.00026592224769826444,1.493321925798747e-07
1626,2.288048059589138e-06,6.032050389746603e-05,0.00027253505790473094,1.493321925798747e-07
1627,2.5658842689933536e-06,6.291087629506364e-05,0.00028147147220027236,1.493321925798747e-07
1628,2.2452820595780006e-06,6.179281626828015e-05,0.00024029220471025577,1.493321925798747e-07
1629,2.657928770791581e-06,6.43532766844146e-05,0.00026689730917236635,1.493321925798747e-07
1630,1.9359351637961353e-06,6.026055104614768e-05,0.00031880425064758,1.493321925798747e-07
1631,2.4667628021493978e-06,6.207644167131678e-05,0.0002930326237609344,5.6679985911094784e-08
1632,2.3263177532888742e-06,5.534710180654656e-05,0.0002763624714654205,5.6679985911094784e-08
1633,2.8746889435231945e-06,6.611586182511278e-05,0.00027159587001993453,1.9377278346967485e-07
1634,2.3953749064276053e-06,6.643266481530321e-05,0.0002714453075896017,1.9377278346967485e-07
1635,2.4962234143848557e-06,6.359621329465881e-05,0.0003068457268195094,1.9377278346967485e-07
1636,2.5177987400378958e-06,5.9006375002874325e-05,0.0002982868765164832,1.9377278346967485e-07
1637,2.8705105056100625e-06,6.04235621202471e-05,0.00027450366698238734,1.9377278346967485e-07
1638,2.9310360787349055e-06,6.320056283064852e-05,0.000302316366287414,1.3709279755858006e-07
1639,2.889768373799078e-06,5.8819731098732776e-05,0.0003049680100437919,2.9283325732519317e-07
1640,2.4442052384594196e-06,5.419179901114798e-05,0.000356952755412619,1.557404597666131e-07
1641,2.683093587815425e-06,5.2854518019427944e-05,0.00037342637577759367,1.557404597666131e-07
1642,2.5130248023482897e-06,5.321964895951429e-05,0.0003485275124798396,1.557404597666131e-07
1643,2.0788027654816688e-06,4.996498890769934e-05,0.0003470109118747392,1.557404597666131e-07
1644,2.0064878672850943e-06,4.8899612011155114e-05,0.00032553489394818565,1.557404597666131e-07
1645,1.5605034328863049e-06,4.794688564808374e-05,0.00032708726316091737,2.0485729074997445e-07
1646,1.427631145491302e-06,4.692786751547828e-05,0.00033317413804720024,4.9116830983361326e-08
1647,2.1571875095105497e-06,4.641620658471116e-05,0.0003122540261496657,4.9116830983361326e-08
1648,2.1475453390199358e-06,4.735640946559475e-05,0.00031904324298791053,4.9116830983361326e-08
1649,2.5277458267477674e-06,4.983804579491594e-05,0.000328084227346283,4.9116830983361326e-08
1650,3.230468012459044e-06,4.9418148202156385e-05,0.0003510938861706693,9.303696759031612e-08
1651,3.2078227962171823e-06,5.2189169114821456e-05,0.00038274224997232,9.303696759031612e-08
1652,3.2471501916526383e-06,5.1220535429560444e-05,0.00038287553720043173,4.392013660695479e-08
1653,3.4479148942929375e-06,5.223619155003689e-05,0.0004044347650571061,4.392013660695479e-08
1654,3.030382345059479e-06,5.1771922569189754e-05,0.00040150077880493233,4.392013660695479e-08
1655,3.2659605234844743e-06,5.1111973464555505e-05,0.00039104326944133,1.0202318126825308e-07
1656,3.0602911920141196e-06,5.037800708253469e-05,0.0003989498737999903,2.832525061486584e-07
1657,2.663417749967526e-06,5.016799747993771e-05,0.00038544961301210733,2.3933236954170365e-07
1658,2.6411108982366775e-06,4.86770919191518e-05,0.0003854112250597349,2.929480038866521e-07
1659,2.4679184532163035e-06,5.0408209582591166e-05,0.0003588993464031124,2.929480038866521e-07
1660,2.406939740597279e-06,5.014254306193574e-05,0.00032197079729355337,2.929480038866521e-07
1661,2.260849506845781e-06,4.928770535376056e-05,0.0003068135016032362,2.929480038866521e-07
1662,1.958424588467876e-06,4.719291661915902e-05,0.0002783739951805079,2.3484495922535382e-07
1663,1.591433894126177e-06,4.268480474170896e-05,0.00023234369707227285,5.361563434494851e-08
1664,1.4821000604570145e-06,4.013978884488877e-05,0.00022331536456476897,5.361563434494851e-08
1665,1.336772730350536e-06,3.567945012556655e-05,0.00020673315780836025,0.0
1666,1.5354723765475292e-06,3.3064939218872625e-05,0.00022759368792841478,0.0
1667,1.6519234447644391e-06,5.414380367645728e-05,0.0002438604341088129,2.5961853680200875e-06
1668,1.514441456557896e-06,5.278824132152035e-05,0.0002380568496716608,2.5961853680200875e-06
1669,1.6216288502489209e-06,5.23175263619383e-05,0.0002506227153519701,2.626139460306019e-06
1670,1.799432238515562e-06,5.490745102828701e-05,0.00025641270206376376,2.626139460306019e-06
1671,1.7593580992070201e-06,5.814125844543534e-05,0.0002742903909945328,2.6652496529777636e-06
1672,1.7551958454272868e-06,6.269446592861121e-05,0.00027430799881195914,2.6898502544067275e-06
1673,1.6925747315456517e-06,6.341085151819113e-05,0.0002622496956194352,2.6898502544067275e-06
1674,1.4657213601562295e-06,3.973098370936766e-05,0.000258709435001947,9.366488638663992e-08
1675,1.403098711502285e-06,3.7851592683832026e-05,0.0002785359351297042,9.366488638663992e-08
1676,1.2623514099427017e-06,3.98993407933241e-05,0.00028414880008702833,1.4960381479665686e-07
1677,1.0539166623857454e-06,3.9499217174514865e-05,0.00026974430615415,1.4960381479665686e-07
1678,9.77150177407436e-07,3.739511755286783e-05,0.00025051531805989465,1.104936221249123e-07
1679,2.073893239997103e-06,3.315575512325657e-05,0.00024411237557485168,8.589302069594851e-08
1680,1.8674884358915733e-06,3.0479454965513598e-05,0.00024067065844844495,1.0399494954071997e-07
1681,1.8492455719102248e-06,3.0056447160729605e-05,0.00024011652983192886,1.0399494954071997e-07
1682,1.9822188944220087e-06,2.9153688436573638e-05,0.00023915245713266944,1.2415598251079375e-07
1683,2.2947239455918733e-06,2.5937091257739147e-05,0.00023182756558526307,8.23974184121263e-08
1684,2.3692948291552185e-06,2.3764579704480377e-05,0.00025355223416616876,8.23974184121263e-08
1685,2.5118846938961984e-06,2.3392825823975727e-05,0.0002545053160117407,8.23974184121263e-08
1686,1.4916002848102444e-06,2.3893005553483298e-05,0.00025876112340483814,8.23974184121263e-08
1687,1.4834908159043283e-06,2.5270283783486646e-05,0.0002636105054989457,6.429548956735484e-08
1688,1.371611582661509e-06,2.5732279027579352e-05,0.0002495006441936961,6.429548956735484e-08
1689,1.2015724308866993e-06,2.6607333243841174e-05,0.0002406613722476842,7.570562640272069e-08
1690,9.679307615735006e-07,2.7137158862647732e-05,0.00024119539219619974,3.157116980543963e-08
1691,8.904654923266467e-07,2.691784305040658e-05,0.00022708120481443724,3.157116980543963e-08
1692,9.285498358784545e-07,2.8141426810179837e-05,0.00024326109477052732,3.157116980543963e-08
1693,9.306965194712445e-07,2.8656636589273277e-05,0.00024345326320534305,3.157116980543963e-08
1694,9.458385424717822e-07,2.6994550613120998e-05,0.0002314122165054349,5.595672040012037e-08
1695,1.2404677919773479e-06,2.5840428601700944e-05,0.00023957773893406347,5.595672040012037e-08
1696,1.3191182444773273e-06,2.4239385571231003e-05,0.00023916224641392807,2.4385550594680742e-08
1697,1.3612158795694995e-06,2.24419103947834e-05,0.00029250262845640203,2.4385550594680742e-08
1698,1.4085494594188016e-06,2.1578639591877747e-05,0.0002982413030362555,2.4385550594680742e-08
1699,1.3442440750363209e-06,2.055820888407262e-05,0.0002936772611324808,3.745509096526283e-08
1700,1.2364109076250834e-06,1.954469137542349e-05,0.0003119682494018759,5.045294366417303e-08
1701,1.3225371325071528e-06,1.9248658385809643e-05,0.0003272206792774211,4.540091172852304e-08
1702,1.1357743200538347e-06,1.960538585470723e-05,0.0003411370021889785,4.540091172852304e-08
1703,1.2795005253402841e-06,2.0201478037051857e-05,0.0003577107355730342,4.540091172852304e-08
1704,1.2115970824717287e-06,2.1449688834504093e-05,0.00031057137779758444,4.540091172852304e-08
1705,1.3869224387365518e-06,2.207831416204239e-05,0.0003152883187535086,7.287432676353741e-08
1706,1.7114223201783067e-06,2.16475468083185e-05,0.00032122747506946325,8.195555218597811e-08
1707,1.7385802704796203e-06,2.162862827909911e-05,0.00031671685948302705,8.111015249921496e-08
1708,1.9793300144296414e-06,2.2771012871609336e-05,0.00032508582392308327,6.17766338401842e-08
1709,2.1119638924054537e-06,2.2470120062020476e-05,0.00031904818024486303,7.380164999761161e-08
1710,2.1506714509606743e-06,2.279368787380268e-05,0.00031724199236902805,7.380164999761161e-08
1711,2.1432362668097734e-06,2.237629866743061e-05,0.00032310629779073807,7.380164999761161e-08
1712,2.148615700597085e-06,2.2276666641118936e-05,0.00035711754130066505,4.632823496259724e-08
1713,1.963431178150391e-06,2.2357342719000633e-05,0.0003561929749724056,2.417746916957445e-08
1714,2.0708735551774486e-06,2.2671122288946727e-05,0.00035235088684463074,2.1596626709197153e-08
1715,1.9068695077554106e-06,2.2234239752703744e-05,0.0003494749377880778,3.291898004980405e-08
1716,1.923162975409858e-06,2.1912791583287928e-05,0.00035617784513825815,2.0893963892376632e-08
1717,1.8750325645149651e-06,2.102948279311282e-05,0.00035280035392913433,3.6176774845638904e-08
1718,2.49022980369773e-06,2.082944852840488e-05,0.0003500414313748479,4.391853128790249e-08
1719,2.4672312812461835e-06,2.093225261238071e-05,0.00031613598860401126,4.391853128790249e-08
1720,2.340278764937206e-06,2.0315778653769356e-05,0.00030863582339536933,4.391853128790249e-08
1721,2.237903215375679e-06,1.9424045084243907e-05,0.00029886418737338057,3.4346920736132754e-08
1722,2.4875098136232865e-06,2.5891700975729952e-05,0.00028696054609359374,3.39855621993885e-07
1723,2.4900734355729322e-06,2.6294489414015387e-05,0.0002811349695548415,3.460307981738099e-07
1724,2.480385254394995e-06,2.6338792979783777e-05,0.0002719100614610527,3.36618906970898e-07
1725,1.8671969753216087e-06,2.61949699051911e-05,0.00026239549957348833,3.3623010356872586e-07
1726,1.7367553612400246e-06,2.606479470809323e-05,0.00026384803849006336,3.4261760159129804e-07
1727,1.6788891506231657e-06,2.5806115705303716e-05,0.00025595877377782017,3.4261760159129804e-07
1728,1.6656769860544176e-06,2.5713416107464582e-05,0.00025460765755269676,3.685358415899438e-07
1729,1.4487671770828975e-06,1.816129536434476e-05,0.0002506451544052522,5.1704786991584635e-08
1730,1.5822052026643568e-06,1.76684427840103e-05,0.0002390330025394048,5.37128487719331e-08
1731,1.4727697167212942e-06,1.7058545511515278e-05,0.00023129948905469582,5.4808668587773875e-08
1732,1.5591568366549576e-06,1.7739444436821422e-05,0.00023940165868095522,5.371423940557309e-08
1733,1.5623136278009042e-06,1.7835303099543254e-05,0.00023004197698485638,4.732674138300094e-08
1734,1.7111543359403316e-06,1.9796022440589566e-05,0.00023543619110049413,4.732674138300094e-08
1735,1.7043715680691612e-06,1.9817202753204454e-05,0.00023187740589492023,2.78754274266443e-08
1736,1.8246850491518022e-06,2.0733839586942588e-05,0.0002302316840671535,2.78754274266443e-08
1737,1.6672249785187887e-06,1.9904051441699266e-05,0.00022765545872971416,2.6613817689329674e-08
1738,2.9092859839303335e-06,2.122658146877906e-05,0.00023081004370136986,3.0630710666303326e-08
1739,2.9889051315227074e-06,2.0285485204242703e-05,0.00021686757307699217,2.7603103295145307e-08
1740,3.0678533643627555e-06,1.9894430806743912e-05,0.00021412724994921258,2.7603103295145307e-08
1741,3.035833693892138e-06,1.778569614024101e-05,0.0002099141025350296,2.7603103295145307e-08
1742,3.2505150621935693e-06,1.8243171195665908e-05,0.00020732813572976738,2.7513549533913258e-08
1743,3.309028962965905e-06,1.7561391879488447e-05,0.0002063359445725967,4.6776336708782244e-08
1744,3.484387142244876e-06,1.8866903441708667e-05,0.00021651393451195742,3.9854708485823464e-08
1745,2.722836110738821e-06,1.7855131123464423e-05,0.00022843659514494772,2.8871075942658664e-08
1746,3.674633067670844e-06,1.7851576298458633e-05,0.00023402106515797122,3.0618136597533e-08
1747,4.014824331274472e-06,1.7688276524755304e-05,0.00023478716944477389,4.309559185701671e-08
1748,4.442652328050047e-06,1.860601566607199e-05,0.00022776642331986556,5.037505549207058e-08
1749,5.326450686230341e-06,1.831009987134686e-05,0.00022477548295033297,4.895296358751823e-08
1750,5.86062550870078e-06,1.873533204031576e-05,0.00022628438559227755,3.628763930610798e-08
1751,6.691992244408798e-06,1.7920512099018587e-05,0.0002173224264489753,4.3425916576974744e-08
1752,8.245899867428566e-06,1.9341434900914984e-05,0.00020426430689570094,2.1496387704798637e-07
1753,1.2765557130478555e-05,2.2433177946368232e-05,0.0002035806787067226,2.904555387317487e-07
1754,1.5426003886074924e-05,2.2505309711310213e-05,0.0002035452551873667,2.7797808347226495e-07
1755,1.6241311706315692e-05,2.1545852048023206e-05,0.00021201919506503536,2.8225854314151935e-07
1756,1.6587318701307856e-05,2.3190641513792798e-05,0.00022079945483710617,3.5015455170293664e-07
1757,1.6723126853841158e-05,2.4082738621343325e-05,0.00022581058770551214,4.1968517347105004e-07
1758,1.6761391504717593e-05,2.403496442379297e-05,0.00023589765104199096,4.218696503244246e-07
1759,1.5572156371490564e-05,2.426948205019081e-05,0.00023756432762768651,3.6861071249307186e-07
1760,1.1083585767274989e-05,2.130310843183127e-05,0.000239992663929505,3.0144790892044124e-07
1761,1.1109100991494156e-05,2.2837539030920846e-05,0.00023989921360875348,3.652859591950021e-07
1762,1.4719653596070462e-05,2.327618572702964e-05,0.00023970355687197298,3.617737819792767e-07
1763,1.512406483275949e-05,2.1559805515737806e-05,0.00023566552096911307,2.9459984217185463e-07
1764,1.6438677578532535e-05,2.1653929382279913e-05,0.0002314642770215869,2.2690379657725706e-07
1765,1.8173551585018038e-05,2.3435324432544542e-05,0.00022661381600690738,2.2937067610330685e-07
1766,1.93286254476074e-05,2.3819890494840884e-05,0.0002274883320621614,1.3489901919326387e-07
1767,1.992308014970539e-05,2.3872844134790023e-05,0.000223895998455451,1.304256908188758e-07
1768,2.0748826760349664e-05,2.3678334400756285e-05,0.00022461707911653711,1.6851171531178416e-07
1769,1.9478249669191428e-05,2.377358110347164e-05,0.00021932297801998044,1.6046396922320127e-07
1770,2.199168362234819e-05,2.587118979135994e-05,0.000222670184614669,3.2487898745817543e-07
1771,2.5745556221019278e-05,2.424308214748245e-05,0.00021981418831273913,3.296101677311266e-07
1772,2.766246650155933e-05,2.91699087548685e-05,0.0002197778022881331,5.10254508867547e-07
1773,2.8588753204011092e-05,2.6737522992854273e-05,0.00021325791229693486,4.994230969097251e-07
1774,2.8988635676796548e-05,3.779078958489533e-05,0.00022277967738253729,4.905895900313746e-07
1775,2.7632200466801544e-05,3.731104854003726e-05,0.00022429114116156207,3.9155420442479484e-07
1776,2.6130640305512187e-05,3.6880106303475e-05,0.0002307824366393366,3.9969131293560167e-07
1777,2.5403649487998337e-05,3.655112985662916e-05,0.00022578194122096256,3.638292628441572e-07
1778,2.1954918598307165e-05,3.6584645645884196e-05,0.0002298929134017921,3.6735290618951565e-07
1779,2.021210821112618e-05,3.000688684551278e-05,0.0002351217678681548,2.594545637383102e-07
1780,1.9474067032985787e-05,3.0141386689917583e-05,0.00023850500500494881,2.699700135825164e-07
1781,2.2419527990028394e-05,1.8686571560725236e-05,0.00022777035441582223,2.7762008108262695e-07
1782,2.5362652065398705e-05,1.7869944583383456e-05,0.00022189133077128126,3.4810793029091004e-07
1783,2.6951938967353533e-05,1.8167119898342727e-05,0.0002124369888666219,3.791136060320761e-07
1784,2.6160770305848147e-05,1.613378831929627e-05,0.0002139865973731503,2.6652142638892785e-07
1785,2.613533953470843e-05,1.639274172963009e-05,0.0002090133971900546,2.530708084995987e-07
1786,2.461580321063853e-05,1.5618984044912005e-05,0.0001925256573096184,1.752356677542366e-07
1787,2.4871159179643394e-05,1.652177758972227e-05,0.00019512071490420828,2.2522533755469404e-07
1788,2.255096855411206e-05,1.659233917702555e-05,0.00019761087813614204,2.3194734285628522e-07
1789,1.9687164110239663e-05,1.6473369214509148e-05,0.000200109084419507,1.7020465265764934e-07
1790,1.7957557247427758e-05,1.634184822510828e-05,0.00020870183860617026,1.4211035218433414e-07
1791,1.75927326771281e-05,1.6555539202402413e-05,0.00021301873909708644,1.3567574213319794e-07
1792,1.769249852908875e-05,1.6640936857064454e-05,0.00021980451752564738,1.4332211811003098e-07
1793,1.8360594497478034e-05,1.699839958746452e-05,0.00023521337841105248,1.6028615691863835e-07
1794,1.8674515688741978e-05,1.6538601422715666e-05,0.0002333738562551194,2.5446666386739837e-07
1795,1.8166157523020437e-05,1.6772430431696455e-05,0.00023260778522983725,2.821051095582204e-07
1796,1.8150001259138143e-05,1.6520395417631206e-05,0.00022855009384719388,2.894344938957667e-07
1797,1.9050985429203138e-05,1.6762402862825964e-05,0.0002209250461809071,3.46983770985584e-07
1798,1.9362372508372312e-05,1.6220064285984597e-05,0.00021278693956056877,3.8038740411496163e-07
1799,1.927788642725708e-05,1.564259283830844e-05,0.00020920583379587958,4.776433135995311e-07
1800,1.934908505063504e-05,1.5251118514113062e-05,0.00019537403256565864,5.009084702578548e-07
1801,1.8716098566073924e-05,1.4984129588161263e-05,0.00019573058151373907,4.0289795931260285e-07
1802,1.8648518432330873e-05,1.455977755020805e-05,0.00019135433415483152,6.48713507546615e-07
1803,1.7947991701865768e-05,1.5026367041822855e-05,0.00019080824027436653,8.529862530589785e-07
1804,1.726286674446393e-05,1.4801501233055855e-05,0.00019286731133304005,9.149616825457738e-07
1805,1.6993421663106085e-05,1.5158971759124792e-05,0.00019464839715510607,1.0076190903873794e-06
1806,1.6362783363937134e-05,1.5207989885571546e-05,0.00018832436970634653,9.791139916615066e-07
1807,1.632127376589259e-05,1.5548066585324705e-05,0.00019181589595973492,1.022986314832711e-06
1808,1.6303029042319395e-05,1.549580156279262e-05,0.0001862778964485707,1.1442147963082659e-06
1809,1.5506235675794805e-05,1.5454428129097713e-05,0.0001847629152637507,1.3864984355547807e-06
1810,1.7450258383178152e-05,1.493025073224479e-05,0.00018291723764767603,1.3624574697652342e-06
1811,1.7327926148677113e-05,1.4594935627038857e-05,0.00017921814287547022,1.5998670700615288e-06
1812,1.712086694689268e-05,1.4254057402597806e-05,0.0001741978755619909,1.902599852395984e-06
