ngram,impact,imact,ipact,impct
1931,6.18207728361345e-06,2.7649278105152623e-10,2.8475858575888983e-10,2.292296313084157e-11
1932,6.615317878250997e-06,3.020502419610287e-10,2.86034727649463e-10,2.292296313084157e-11
1933,7.120712910234163e-06,3.947188766316247e-10,2.406771924613947e-10,4.633431733529798e-11
1934,7.440126540002114e-06,3.711689844365651e-10,2.6287456338686914e-10,4.633431733529798e-11
1935,7.829369938657951e-06,3.243757048679693e-10,2.839225878213471e-10,4.633431733529798e-11
1936,8.132721047461797e-06,3.6190220265019946e-10,3.886097515210756e-10,4.633431733529798e-11
1937,8.66368749744392e-06,4.965567124148862e-10,4.5593700640341895e-10,4.633431733529798e-11
1938,9.550272807246074e-06,5.618134647976194e-10,4.642469781617515e-10,4.633431733529798e-11
1939,1.0256606921237627e-05,6.663926830986964e-10,5.165365873122901e-10,4.633431733529798e-11
1940,1.1109441012584803e-05,8.574499483453885e-10,5.991685837956697e-10,2.5793262367227296e-11
1941,1.2172886921949352e-05,1.0382534633622343e-09,6.369685414041117e-10,2.5793262367227296e-11
1942,1.3000930136643416e-05,1.2179812079539586e-09,7.944739548777185e-10,1.0051740194162915e-10
1943,1.3945236917477035e-05,1.3911554923901853e-09,7.970534153324747e-10,1.434240523964395e-10
1944,1.5108235986969834e-05,1.4841568450409325e-09,8.245827750766718e-10,1.434240523964395e-10
1945,1.5710649677203037e-05,1.813057910154165e-09,8.689597137084044e-10,1.434240523964395e-10
1946,1.668553392976589e-05,1.8124829573703698e-09,8.85220341473314e-10,1.434240523964395e-10
1947,1.7404820547588834e-05,1.8764535639600612e-09,8.887098358810266e-10,1.3418776605751097e-10
1948,1.8190460001018698e-05,2.0728464341804707e-09,8.74374128656541e-10,1.5128776604494172e-10
1949,1.9149707571029596e-05,2.2738280940665892e-09,9.223003154852044e-10,7.656362647053986e-11
1950,2.011258402490057e-05,2.5454407787910735e-09,1.0011534141390094e-09,3.365697601572951e-11
1951,2.090840618101148e-05,2.599119586221832e-09,1.1048859763615075e-09,5.020607441690623e-11
1952,2.2106511096353643e-05,2.455904955591036e-09,1.2087592752127056e-09,9.725792096285498e-11
1953,2.3336230827096317e-05,2.5868016776239446e-09,1.2968826171696639e-09,9.725792096285498e-11
1954,2.485508879804651e-05,2.7471636235684318e-09,1.3821661434424266e-09,9.52169008321719e-11
1955,2.6509505135306555e-05,2.8243567008954885e-09,1.589156933030316e-09,1.5058815999724473e-10
1956,2.828634751494974e-05,3.086070906758006e-09,1.559482432078596e-09,1.640561654779406e-10
1957,3.010002287088095e-05,3.1901704611314585e-09,1.781161932231815e-09,2.022873416393115e-10
1958,3.204692179029475e-05,3.4801225552121603e-09,1.9872342343114316e-09,1.9764005115036857e-10
1959,3.3998228121033337e-05,3.839052092098021e-09,2.090793173513207e-09,1.5058820460441983e-10
1960,3.559744670513153e-05,4.007207581630772e-09,2.1303539091529646e-09,1.5058820460441983e-10
1961,3.734257916221395e-05,4.106949859559807e-09,2.1940038040315e-09,1.473278176043559e-10
1962,3.8716291393419464e-05,4.136051596453123e-09,2.173656921122813e-09,1.054618267715135e-10
1963,4.042245408137595e-05,4.251395711664583e-09,2.139213806096052e-09,9.199382129081763e-11
1964,4.242111442311268e-05,4.287215249476617e-09,2.0461804473015377e-09,1.526890518783424e-10
1965,4.382621877344458e-05,4.2712786006506215e-09,1.9500468382917445e-09,1.9367773357314988e-10
1966,4.533368441376037e-05,4.356058529759415e-09,1.8750208052864537e-09,2.5522923556366347e-10
1967,4.789757024679732e-05,4.742896932339948e-09,2.0825786333540056e-09,3.0829730930857583e-10
1968,5.115085878060199e-05,4.781623731884923e-09,2.1200249016623776e-09,3.501809873819793e-10
1969,5.622637503880209e-05,5.191255679294824e-09,2.313825290097985e-09,3.6446014856877136e-10
1970,6.227337767735921e-05,5.441384358968142e-09,2.5004721943793537e-09,4.0830769321154037e-10
1971,6.893264539290353e-05,6.055942921737564e-09,2.713809447004881e-09,3.4518488860919254e-10
1972,7.71056126853052e-05,6.778823280484403e-09,3.0052672889928952e-09,3.4446706994753894e-10
1973,8.544043885194696e-05,8.221981825532306e-09,3.261483242208588e-09,4.149811169299308e-10
1974,9.366711726345654e-05,9.089227148706414e-09,3.470352322969867e-09,4.433880762544362e-10
1975,0.00010096406289708934,1.0170023172812698e-08,3.970576312184448e-09,4.6323432788066196e-10
1976,0.00010670867881604604,1.1226640569564746e-08,4.357520852086136e-09,6.353335357811574e-10
1977,0.00011084369907621294,1.1466551644697835e-08,4.500662477622898e-09,7.038557395652337e-10
1978,0.00011312133574392647,1.1869100115445365e-08,4.690633088293745e-09,9.53649651310887e-10
1979,0.00011369074283200982,1.173687547151303e-08,4.602692544557791e-09,1.0884140969455051e-09
1980,0.00011320513294776902,1.0664872794409673e-08,4.58424139918431e-09,1.0660641337954603e-09
1981,0.00011127749166917056,9.905033428379641e-09,4.5499371571976005e-09,1.0532572909076927e-09
1982,0.00010903137652868671,9.126381238035362e-09,4.21262485212586e-09,1.128501696851763e-09
1983,0.0001069008223047214,7.864292645669885e-09,3.895011424503991e-09,1.0003481297284266e-09
1984,0.00010457396586259295,7.608474168157337e-09,3.8717834335447574e-09,9.394325357308426e-10
1985,0.00010304718723221282,6.688958466481511e-09,3.6673290118979398e-09,6.972394725072003e-10
1986,0.00010160862023310204,6.289076561115183e-09,3.521437268767207e-09,6.139306840680092e-10
1987,0.00010136413974188534,5.8050776883890515e-09,3.367628620409846e-09,5.911521748304591e-10
1988,0.00010164196178915777,5.402373722976758e-09,3.1232126726113816e-09,5.917980787956927e-10
1989,0.00010204351877161701,5.065687425087617e-09,3.027282170973779e-09,4.901322562097679e-10
1990,0.00010191383106367928,5.029637785623566e-09,2.835322421290698e-09,4.5456188416511823e-10
1991,0.00010266147416716973,4.8406397620429485e-09,2.5375667598938533e-09,4.885082180042641e-10
1992,0.00010332069879431012,5.278926438835794e-09,2.284803647865731e-09,5.02364883819035e-10
1993,0.00010452524916867592,6.42012075248642e-09,2.18918730762344e-09,4.63150149184902e-10
1994,0.00010467898495595105,6.865805638308789e-09,2.1796017689114576e-09,4.0222559211893534e-10
1995,0.00010507809513780688,7.036704425494073e-09,2.0346981084123125e-09,4.670412528939849e-10
1996,0.00010550755749656153,7.218776306875238e-09,2.0017956340164946e-09,5.150077606438533e-10
1997,0.00010610547386542229,7.494957099396515e-09,1.899928436799314e-09,5.135207834358216e-10
1998,0.00010601344859294062,7.849301209006398e-09,1.8969207157429733e-09,4.685648079855958e-10
1999,0.00010618757784998576,7.38719631497377e-09,1.852994297684469e-09,4.709593766559297e-10
2000,0.00010594494753084811,6.439707814617382e-09,1.722652798186175e-09,4.32507930263932e-10
2001,0.00010612246842356399,6.294520333532156e-09,1.6076021466407804e-09,4.926978210338464e-10
2002,0.00010646144697342866,6.447105833322959e-09,1.5913889888403381e-09,3.9614794183113437e-10
2003,0.00010624853894114494,6.2204439694418005e-09,1.4448002794154036e-09,3.5835686204180716e-10
2004,0.00010619114099037168,5.785423822552665e-09,1.3617551055032452e-09,3.368634161298496e-10
2005,0.000105470787925047,5.32893310431096e-09,1.3020033622674581e-09,3.3616765125556366e-10
2006,0.00010436738687401106,5.189204304351896e-09,1.15712559375528e-09,2.970982547280597e-10
2007,0.00010369073424953967,4.973941322309169e-09,1.0383986527782797e-09,3.033390740972816e-10
2008,0.00010192067670037172,4.4302633625140484e-09,8.576151733219461e-10,2.1713666380802314e-10
2009,0.00010016690170492179,3.729191860075381e-09,6.499505031398733e-10,2.0444886260152983e-10
2010,9.933110621724544e-05,3.2846136604242862e-09,4.6409448803804866e-10,1.8864831522310713e-10
2011,9.717907960293815e-05,2.817295024255222e-09,3.460031874109275e-10,1.908658191813422e-10
2012,9.624376876412757e-05,2.1521038522693506e-09,2.1333622269541815e-10,1.511170712374467e-10
2013,9.709986313412498e-05,1.6240514092277385e-09,5.051537531529173e-10,1.465838502166607e-10
2014,9.588667307980359e-05,1.01898690279307e-09,4.888808589104914e-10,1.3516388405346699e-10
2015,9.508850156895019e-05,7.183725083047068e-10,4.4655222228295877e-10,1.8947059794121353e-10
2016,9.521385384557237e-05,5.505992685593344e-10,5.092080145438097e-10,1.8335398080778934e-10
2017,9.456656334805302e-05,4.990794490640956e-10,5.701949554876018e-10,1.6615085464873522e-10
2018,9.53596259932965e-05,4.689082178099824e-10,6.51737166318389e-10,1.5388553487039048e-10
2019,9.581964877725113e-05,4.459640087772776e-10,7.772924552271188e-10,1.923569185879881e-10
