ngram,impact,imact,ipact,impct
1797,4.810277753262784e-07,3.1625462248996428e-09,1.0882620519022827e-09,0.0
1798,4.4350262890751377e-07,3.1625462248996428e-09,1.0882620519022827e-09,0.0
1799,4.52967280953739e-07,9.860221210950775e-10,0.0,0.0
1800,4.6065577054475527e-07,0.0,4.116639093102289e-10,0.0
1801,4.4806313224756066e-07,0.0,4.116639093102289e-10,0.0
1802,3.956820273336754e-07,0.0,4.116639093102289e-10,0.0
1803,3.2359404400494896e-07,0.0,4.116639093102289e-10,0.0
1804,2.761640374160379e-07,0.0,4.116639093102289e-10,0.0
1805,2.558966935493702e-07,0.0,4.116639093102289e-10,0.0
1806,2.917206108423086e-07,0.0,4.116639093102289e-10,0.0
1807,3.226532869453942e-07,2.092212276443612e-10,2.092212276443612e-10,0.0
1808,3.592887587444693e-07,2.092212276443612e-10,2.092212276443612e-10,0.0
1809,2.893253144366424e-07,5.710708572692624e-10,3.901460424568118e-10,0.0
1810,3.054724305887443e-07,5.710708572692624e-10,3.901460424568118e-10,0.0
1811,3.778440869390514e-07,5.710708572692624e-10,3.901460424568118e-10,0.0
1812,4.927207929280744e-07,5.710708572692624e-10,3.901460424568118e-10,0.0
1813,4.6635670360371607e-07,5.710708572692624e-10,3.901460424568118e-10,0.0
1814,4.290937515146912e-07,3.618496296249012e-10,1.809248148124506e-10,0.0
1815,3.9001436594584706e-07,3.618496296249012e-10,1.809248148124506e-10,0.0
1816,4.2408991264762464e-07,0.0,0.0,1.901727188423154e-10
1817,3.60333570727432e-07,1.7134757105249524e-10,0.0,1.901727188423154e-10
1818,2.806999605452022e-07,1.7134757105249524e-10,1.790348662973023e-10,1.901727188423154e-10
1819,2.1188113156053339e-07,4.719424533712007e-10,1.790348662973023e-10,1.901727188423154e-10
1820,3.0828991473949176e-07,6.193393892977334e-10,1.790348662973023e-10,1.901727188423154e-10
1821,3.344781325560169e-07,6.193393892977334e-10,1.790348662973023e-10,1.901727188423154e-10
1822,3.4290872414593263e-07,7.441082908573751e-10,1.790348662973023e-10,1.901727188423154e-10
1823,3.8316981333861933e-07,7.441082908573751e-10,1.790348662973023e-10,0.0
1824,4.0610584863186106e-07,7.068807364848542e-10,1.790348662973023e-10,0.0
1825,4.202907299648879e-07,8.334975408276688e-10,0.0,1.266168043428146e-10
1826,4.141871313225108e-07,5.329026585089634e-10,0.0,2.451150473069065e-10
1827,3.968754437469865e-07,6.992175410098461e-10,1.0457060614247179e-10,2.451150473069065e-10
1828,4.291282331385966e-07,6.992175410098461e-10,1.0457060614247179e-10,2.451150473069065e-10
1829,1.2447842152596422e-06,7.149971963699947e-10,1.0457060614247179e-10,2.451150473069065e-10
1830,1.2047323220290958e-06,9.056062804419745e-10,1.0457060614247179e-10,2.451150473069065e-10
1831,1.2227066333382806e-06,7.714862637620001e-10,1.0457060614247179e-10,2.451150473069065e-10
1832,1.231655675480527e-06,8.151683772439355e-10,1.0457060614247179e-10,2.0364770187646693e-10
1833,1.2787185426077485e-06,8.151683772439355e-10,1.0457060614247179e-10,8.5149458912375e-11
1834,1.2371439806559335e-06,5.014565588165202e-10,0.0,8.5149458912375e-11
1835,1.2671354941825745e-06,5.85239959668574e-10,0.0,8.5149458912375e-11
1836,4.830717809259763e-07,5.197525822429685e-10,0.0,8.5149458912375e-11
1837,4.6017711546093256e-07,3.291434981709886e-10,0.0,8.5149458912375e-11
1838,4.598547117698867e-07,3.291434981709886e-10,0.0,8.5149458912375e-11
1839,5.282815688393125e-07,2.3462601702764884e-10,7.578143668141024e-11,7.578143668141024e-11
1840,5.296462981212764e-07,3.1021198308524486e-10,1.513674027390063e-10,7.578143668141024e-11
1841,5.47850955204662e-07,3.8018959409263127e-10,2.213450137463927e-10,7.578143668141024e-11
1842,5.097890038996411e-07,4.1803707321160944e-10,2.213450137463927e-10,7.578143668141024e-11
1843,5.250665578517198e-07,3.4297589371742477e-10,2.213450137463927e-10,7.578143668141024e-11
1844,6.120485035613196e-07,3.4297589371742477e-10,2.213450137463927e-10,7.578143668141024e-11
1845,6.747960899896757e-07,5.43192181710696e-10,2.8808377905420457e-10,7.578143668141024e-11
1846,6.336165816784549e-07,5.978517443010795e-10,2.1230234237279433e-10,0.0
1847,6.797367494268006e-07,6.434767084252866e-10,1.3671637631519828e-10,0.0
1848,6.963260870764186e-07,7.922497975115001e-10,6.673876530781188e-11,0.0
1849,7.079255510689109e-07,8.318375274310849e-10,6.673876530781188e-11,5.3739536630205616e-11
1850,6.921103476997814e-07,9.742472622293568e-10,6.673876530781188e-11,1.4867935454227725e-10
1851,6.641181227808244e-07,1.0671044524203565e-09,1.1316736040331169e-10,1.9510794963777707e-10
1852,6.43349640735583e-07,9.174497352302881e-10,9.699016589870268e-11,2.4566952044097993e-10
1853,6.608427156606922e-07,8.835274178942143e-10,9.699016589870268e-11,3.904475512747244e-10
1854,6.255344666377434e-07,8.128183483423004e-10,1.4749202652859188e-10,4.914512725345028e-10
1855,6.559446075828288e-07,6.990711462088025e-10,1.4749202652859188e-10,4.914512725345028e-10
1856,6.794183410160517e-07,5.875513409137056e-10,1.4749202652859188e-10,4.874105404998172e-10
1857,7.41559842611293e-07,5.414100596417321e-10,1.956262532917411e-10,3.924707225877455e-10
1858,7.874749517863425e-07,5.06156382679939e-10,1.4919765819624128e-10,3.460421274922457e-10
1859,9.386415383362743e-07,4.555948118767361e-10,9.86360873930384e-11,2.9548055668904283e-10
1860,1.008910650008537e-06,4.2007133882471237e-10,9.86360873930384e-11,1.5070252585529838e-10
1861,1.0662446681765556e-06,5.390295115021664e-10,4.8134226763149204e-11,4.969880459551998e-11
1862,1.106392354748615e-06,5.454625560753965e-10,4.8134226763149204e-11,4.969880459551998e-11
1863,1.1758613465774812e-06,6.867152759136377e-10,4.8134226763149204e-11,0.0
1864,1.2192148801659641e-06,6.846370652941707e-10,0.0,0.0
1865,1.2613034609135606e-06,6.270335520649642e-10,0.0,0.0
1866,1.2526985691303189e-06,6.712731719688797e-10,4.4239619903915386e-11,0.0
1867,1.303465280346115e-06,6.102779630851834e-10,4.4239619903915386e-11,0.0
1868,1.2803016846061967e-06,4.4081792977784014e-10,4.4239619903915386e-11,0.0
1869,1.292127941659211e-06,3.6896727340085533e-10,4.4239619903915386e-11,0.0
1870,1.3063434088118292e-06,2.624886696889206e-10,4.4239619903915386e-11,0.0
1871,1.337916290010201e-06,1.682984267820891e-10,4.4239619903915386e-11,0.0
1872,1.3834334790122478e-06,6.187672318969106e-10,4.4239619903915386e-11,4.0951710276816906e-11
1873,1.3470603984647563e-06,6.915538736900523e-10,0.0,4.0951710276816906e-11
1874,1.4209156396256212e-06,7.312945883773483e-10,0.0,4.0951710276816906e-11
1875,1.5134204431888065e-06,8.115246490676092e-10,0.0,4.0951710276816906e-11
1876,1.6131575161385366e-06,8.869347121822e-10,3.833198441200685e-11,4.0951710276816906e-11
1877,1.664775806732775e-06,8.723651364775772e-10,7.328365692060856e-11,4.0951710276816906e-11
1878,1.727079815542051e-06,9.449358557527582e-10,7.328365692060856e-11,4.0951710276816906e-11
1879,1.752574917190941e-06,4.944670506379367e-10,1.4311128472753254e-10,0.0
1880,1.7793469656420972e-06,4.4321415585254643e-10,1.75997968183366e-10,0.0
1881,1.7463783511370172e-06,5.92867021349213e-10,1.75997968183366e-10,0.0
1882,1.7696661578676348e-06,5.12636960658952e-10,1.75997968183366e-10,3.240957898878857e-11
1883,1.7745979578519057e-06,4.618862673285865e-10,2.0191123971193192e-10,6.453220695907496e-11
1884,1.7851061621903291e-06,4.2249382960411555e-10,1.9747047449606266e-10,6.453220695907496e-11
1885,1.7660502180660842e-06,3.789463881576083e-10,2.555170301534103e-10,9.355548478774876e-11
1886,1.7939463045227707e-06,4.0653500407320363e-10,2.408666341776769e-10,1.211441007033441e-10
1887,1.9162761028772886e-06,5.341994108969723e-10,2.6324788777414605e-10,1.211441007033441e-10
1888,1.9523281317950544e-06,4.5281720040257767e-10,2.6324788777414605e-10,1.7514978554812798e-10
1889,2.0129444757393296e-06,5.051589900352736e-10,3.15589677406842e-10,1.6891110137568736e-10
1890,2.087447325850787e-06,4.662094242404078e-10,2.513444214662692e-10,1.3678847340540098e-10
1891,2.190794621778228e-06,5.381187241835863e-10,2.2083351417353673e-10,1.3678847340540098e-10
1892,2.3504999262513593e-06,5.540386106244505e-10,1.6278695851618911e-10,1.0776519557672718e-10
1893,2.425741415988471e-06,6.648200402890683e-10,1.0760972668499846e-10,8.017657966113184e-11
1894,2.442195441939735e-06,4.934740394091364e-10,5.234178963269593e-11,8.017657966113184e-11
1895,2.492001028388456e-06,4.70147500296138e-10,9.468420492098062e-11,6.851331010463265e-11
1896,2.500551740273035e-06,4.565665623346149e-10,6.172284112387111e-11,4.234241528828469e-11
1897,2.5548584160008303e-06,5.241546522213472e-10,6.172284112387111e-11,6.091917050175612e-11
1898,2.5027899092882374e-06,4.3977261316679213e-10,9.779917748658257e-11,7.895733868311185e-11
1899,2.4550326023537698e-06,4.1304335547070233e-10,1.1601308406003089e-10,7.895733868311185e-11
1900,2.4846514991492896e-06,3.650263365382957e-10,1.1601308406003089e-10,7.895733868311185e-11
1901,2.5666924687227166e-06,4.286180002191894e-10,1.6742314280980353e-10,7.895733868311185e-11
1902,2.686578259921849e-06,3.95588040499487e-10,1.7673559837838582e-10,3.6614923394827163e-11
1903,2.797737254565748e-06,4.2058376820935146e-10,1.8923346223331805e-10,5.255406824008649e-11
1904,2.7996669749492346e-06,3.9111494796819e-10,2.0508720218113752e-10,4.9831052974434546e-11
1905,2.9620550451779437e-06,3.8832364209127693e-10,2.604920376625408e-10,3.179288479307882e-11
1906,3.0696418694528153e-06,4.1665469388155584e-10,2.733081033315773e-10,3.179288479307882e-11
1907,3.2115278177765764e-06,3.849023629582631e-10,2.879582772627057e-10,3.179288479307882e-11
1908,3.2431767067464534e-06,4.6391237577627006e-10,3.05170485112186e-10,4.5517338905945846e-11
1909,3.278570764970417e-06,5.362865855760925e-10,2.53515614255319e-10,4.5517338905945846e-11
1910,3.3730458588771787e-06,5.413994560205764e-10,2.354112143316505e-10,2.9578194060686513e-11
1911,3.463312428461255e-06,5.199182939333699e-10,2.335354062910078e-10,1.372445411286703e-11
1912,3.568710878555846e-06,5.19085539433092e-10,1.5646834225105773e-10,2.8138561917031726e-11
1913,3.699488485965828e-06,5.154343370767605e-10,1.5403420800768382e-10,4.243648091658717e-11
1914,3.7650765339744145e-06,5.006831090598978e-10,1.6861701320916974e-10,4.243648091658717e-11
1915,3.949104016750685e-06,4.1568327649058444e-10,1.4781091430192206e-10,4.465074936772189e-11
1916,4.131298380473579e-06,4.4217282514041097e-10,1.4781091430192206e-10,4.465074936772189e-11
1917,4.352092803726139e-06,4.291663126067467e-10,1.8989996182692893e-10,4.465074936772189e-11
1918,4.645392826725063e-06,4.1599299302871474e-10,1.903022689827719e-10,5.903098843074162e-11
1919,4.901914183262436e-06,4.5840187201662275e-10,2.327111479706799e-10,5.882262732459509e-11
1920,5.005310413253028e-06,4.1550811600922696e-10,2.2731696485462598e-10,4.452470832503965e-11
1921,5.123111610113743e-06,4.841050814187651e-10,2.824188105599035e-10,4.452470832503965e-11
1922,5.290605843453834e-06,4.5271405671850774e-10,2.8290523495273183e-10,2.8585985761037894e-11
1923,5.2870939595907525e-06,4.00409205791874e-10,4.302258985574728e-10,2.8585985761037894e-11
1924,5.39610209671082e-06,4.1781086130525987e-10,3.9878449153984974e-10,5.300751603527181e-11
1925,5.341687288559374e-06,4.5806590663412447e-10,4.304146027684601e-10,3.862727697225208e-11
1926,5.246569864019486e-06,4.012429198420518e-10,4.6528346849975376e-10,4.734449340507549e-11
1927,5.34520527902974e-06,4.921964344032201e-10,4.648201922569888e-10,4.734449340507549e-11
1928,5.4874922170711216e-06,4.709879470559437e-10,4.2610434030405335e-10,4.734449340507549e-11
1929,5.589815243313621e-06,4.4797115223665125e-10,3.7780174821921975e-10,4.734449340507549e-11
1930,5.8872773089595805e-06,3.497573738567691e-10,2.3048108461447876e-10,4.734449340507549e-11
