ngram,article,artcle,artile,artcile
1924,9.576922561141796e-05,3.893916903205e-09,2.421196283146949e-09,2.2224047998723304e-09
1925,9.288557339459658e-05,3.609133658599717e-09,2.2255801249545672e-09,2.1533732376598026e-09
1926,9.246516128769144e-05,3.3989539754181966e-09,2.0832004930605918e-09,2.189210951408782e-09
1927,9.314477002979922e-05,3.185969583390553e-09,1.8702161010329478e-09,1.883419971569568e-09
1928,9.403911410897438e-05,3.3992599846044413e-09,1.8155938815870139e-09,2.13592532153203e-09
1929,9.370867025739114e-05,3.347227130388676e-09,1.580887928501592e-09,1.7551770870039007e-09
1930,9.444874740438536e-05,2.7083496873763532e-09,1.3214958254665581e-09,1.9644864663564174e-09
1931,9.500132312366207e-05,2.9924175359852256e-09,1.4879512859928517e-09,1.4869247618890365e-09
1932,9.602076689978796e-05,2.8377620095046805e-09,1.5914572516960236e-09,1.5827738881440163e-09
1933,9.544948365406267e-05,2.9109264046819507e-09,1.3629602129456536e-09,1.561804487325093e-09
1934,9.488002251600847e-05,3.3353815106654648e-09,1.315589930645749e-09,1.6043056962265568e-09
1935,9.538710583001375e-05,2.9598609436425657e-09,1.3126541679017327e-09,1.3060209104663402e-09
1936,9.5069692179095e-05,2.5675288720502667e-09,1.3284388430559853e-09,1.305216514234177e-09
1937,9.413597789326949e-05,2.771330657022223e-09,1.4663958618805444e-09,1.1035723525486064e-09
1938,9.26543424221953e-05,2.4117269451348224e-09,1.5258687646735325e-09,1.033183292888294e-09
1939,9.102127868183223e-05,2.698069006307995e-09,1.3741246236114485e-09,1.0904760190071678e-09
1940,9.041754154688013e-05,2.4874062650884608e-09,1.6399355603649975e-09,1.472590549500552e-09
1941,9.000968982166211e-05,2.492612893867374e-09,1.7584461426649917e-09,1.3633367847352774e-09
1942,8.884467388270423e-05,2.565863759557934e-09,1.8964149298536117e-09,1.7201065651205128e-09
1943,8.801951688448233e-05,2.9321179611281015e-09,1.9005420729253532e-09,1.6588419526897269e-09
1944,8.933066627443103e-05,2.938581362370891e-09,1.9761879751659504e-09,1.8018151098126672e-09
1945,8.954913625659953e-05,3.171524931566694e-09,1.9660015203117253e-09,2.0526556644893746e-09
1946,9.089715292377929e-05,3.0128087167925953e-09,2.0396774110967695e-09,2.416138987295012e-09
1947,9.02731210641962e-05,3.1210451683400767e-09,2.0520615048472533e-09,2.080484847891536e-09
1948,9.066399382261028e-05,2.8116380335063695e-09,2.1866757928177906e-09,2.181991983921502e-09
1949,8.959865434527663e-05,2.5424591162551533e-09,2.2096939357650415e-09,2.0136476454522624e-09
1950,8.966358706987063e-05,2.485632065253794e-09,2.25802701933223e-09,2.372287049341131e-09
1951,8.85078199124629e-05,2.2620077239870237e-09,2.1341037032789653e-09,2.4800511009916347e-09
1952,8.839182451733254e-05,2.0938527419847983e-09,1.984461531609075e-09,2.424512638273971e-09
1953,8.691718020210308e-05,2.1847822915889635e-09,1.8722898945508095e-09,2.0030802413576308e-09
1954,8.668329974170774e-05,2.276646490376574e-09,1.742332722542983e-09,1.8874102281074556e-09
1955,8.571280652956505e-05,2.4880338107229657e-09,1.6363120065270615e-09,1.937895272823604e-09
1956,8.567068497151402e-05,2.6475959995814993e-09,1.6066375055753416e-09,1.8578869078110317e-09
1957,8.512818229584289e-05,2.7341306837616995e-09,1.590577431669666e-09,1.6387871377381608e-09
1958,8.386431623616122e-05,2.847595714783324e-09,1.606220791293213e-09,1.2799214386762158e-09
1959,8.324588582451855e-05,3.1412754936915074e-09,1.5987164290822064e-09,1.1218436735127568e-09
1960,8.388983821662675e-05,2.993335611124946e-09,1.6810137091839904e-09,1.2771006395263994e-09
1961,8.338187243290511e-05,2.7669779642128643e-09,1.7334080361562444e-09,1.2960398230811775e-09
1962,8.267661386136231e-05,2.6081556121176116e-09,1.6636691389594814e-09,1.3734180221674259e-09
1963,8.250712770469753e-05,2.541635172167592e-09,1.6490337349596628e-09,1.3964110740743202e-09
1964,8.300167766200113e-05,2.4066202205677965e-09,1.6609735650366782e-09,1.4623107566106138e-09
1965,8.335096000727e-05,2.308290082884769e-09,1.6406728198248288e-09,1.690612673664406e-09
1966,8.389770768449775e-05,2.3829865223947066e-09,1.7765203593914487e-09,1.777413058004892e-09
1967,8.312646968988702e-05,2.5181724800609525e-09,1.6976908767674104e-09,1.7462933321610308e-09
1968,8.359248749911785e-05,2.86061932871665e-09,1.6312576686264686e-09,1.7263615378507576e-09
1969,8.374024348865663e-05,3.0217675028865187e-09,1.6300163124023064e-09,1.5655666683679824e-09
1970,8.406764287168958e-05,3.1280492164752006e-09,1.7091604480918526e-09,1.5691882475949675e-09
1971,8.339044974750973e-05,3.1086206624714966e-09,1.8066025342378111e-09,1.4336524586536621e-09
1972,8.277797002977292e-05,3.3835251108830076e-09,1.8474477661964021e-09,1.2643713774375597e-09
1973,8.137446794924992e-05,3.0464934701918925e-09,1.6959791349080433e-09,1.1606409246388084e-09
1974,8.115264998715637e-05,3.0523721962692564e-09,1.8156629215988168e-09,1.0663981206019253e-09
1975,8.047483320946672e-05,2.870435254566571e-09,1.9039044626570754e-09,1.0404675851053265e-09
1976,7.967035552220685e-05,2.7256072319760604e-09,1.919634800324437e-09,9.625821171889625e-10
1977,7.871475931356795e-05,2.723530353624223e-09,1.821388658943387e-09,8.411475246486841e-10
1978,7.81192907847331e-05,2.835356076908673e-09,1.7039454133386096e-09,7.803233773425891e-10
1979,7.783636725175061e-05,2.5330772717475317e-09,1.7129994089870593e-09,7.55551811591561e-10
1980,7.777699231935133e-05,2.5720788356307723e-09,1.877064218344263e-09,7.344536486922745e-10
1981,7.700627195715372e-05,2.436787914307713e-09,1.8008766541502803e-09,7.464712578223295e-10
1982,7.661344820267654e-05,2.407471682326039e-09,1.783159968888575e-09,7.387932012191203e-10
1983,7.713653342632045e-05,2.3912143376492168e-09,1.6820807128122998e-09,7.212478868114301e-10
1984,7.728680481834869e-05,2.497084761188262e-09,1.6718600472285873e-09,7.953462333176731e-10
1985,7.727051394925053e-05,2.536675123922448e-09,1.6858099360916867e-09,8.014816984694814e-10
1986,7.641136367705517e-05,2.828460291378779e-09,1.6285098983611794e-09,7.579985766043811e-10
1987,7.659999911473798e-05,3.2515493155114784e-09,1.4732373099235474e-09,7.453556184953771e-10
1988,7.61220695234702e-05,3.7774281797758084e-09,1.4266026772600883e-09,6.03828903544823e-10
1989,7.53414465829597e-05,4.430687118782219e-09,1.3253296714056871e-09,6.021265985811652e-10
1990,7.362170955665144e-05,4.559126473172423e-09,1.2638265672088827e-09,5.443487129306947e-10
1991,7.28311060811393e-05,4.3672603945919624e-09,1.203315177658989e-09,4.294018632730204e-10
1992,7.195378982162635e-05,4.191456927569805e-09,1.1589480010597087e-09,4.261751903758945e-10
1993,7.145248985450183e-05,4.021615897441068e-09,1.1205682889528897e-09,4.67059946274162e-10
1994,7.041277110277276e-05,3.571026141457878e-09,1.0832598627631894e-09,4.6503223494198664e-10
1995,6.989526757804145e-05,3.058069226418476e-09,1.0008830906928422e-09,5.064764837684318e-10
1996,6.987127043040735e-05,2.339307033797208e-09,9.665756449196904e-10,4.51860501396847e-10
1997,6.956126994087494e-05,1.988658047759527e-09,1.0698619450672758e-09,4.906411943395028e-10
1998,6.863874088074746e-05,1.8351112217120301e-09,1.0590186346906956e-09,5.147812454087131e-10
1999,6.788340812948133e-05,1.647363126863358e-09,9.803695474478298e-10,4.60126072164359e-10
2000,6.712984343591546e-05,1.482513659453336e-09,9.308744330915886e-10,4.1937347245684416e-10
2001,6.61763666097873e-05,1.3753985490210547e-09,9.362891493859748e-10,4.1375853537013134e-10
2002,6.586023768509872e-05,1.2214485851329876e-09,1.0084772461560476e-09,3.790428130098381e-10
2003,6.466904285064499e-05,1.1562038707399073e-09,9.420463139723064e-10,4.0025789032378205e-10
2004,6.423351026439507e-05,1.147235552588301e-09,8.632370215469873e-10,3.485898672891555e-10
2005,6.338524326565675e-05,1.1146409351070474e-09,7.758744480224067e-10,3.6453170244270845e-10
2006,6.226694832938457e-05,1.1253772279142181e-09,8.229134239114342e-10,4.61209887741327e-10
2007,6.072795284645898e-05,9.75670443246836e-10,7.457259135598296e-10,5.49181256026543e-10
2008,5.82909285315379e-05,8.740328005003256e-10,6.513651879774024e-10,6.155387548873697e-10
2009,5.533008931836646e-05,7.395771911555826e-10,4.5492668759068115e-10,6.626413941366951e-10
2010,5.300257804005274e-05,5.958874485115625e-10,4.1955782895516537e-10,6.98096084907261e-10
2011,5.0184344997563e-05,5.331007599648377e-10,3.4567299023180453e-10,6.902204958374775e-10
2012,4.787679426954128e-05,4.6265576092441307e-10,3.272836723855477e-10,6.374222875717348e-10
2013,4.6811634612302964e-05,4.0788352259227677e-10,2.3092994976587582e-10,5.404552162944855e-10
2014,4.559737863019109e-05,4.2780946642371834e-10,2.2504855518817076e-10,4.4732794849241687e-10
2015,4.4968901160505735e-05,3.7657376819996303e-10,1.9915152265388107e-10,3.6935767143221806e-10
2016,4.501769788995651e-05,3.642695986120056e-10,1.9514471189767997e-10,3.3026441898747246e-10
2017,4.477100446820259e-05,3.8199528725376314e-10,1.8468291942038326e-10,2.8978424289801313e-10
2018,4.500106151681393e-05,3.414059368544997e-10,1.6962465598790998e-10,3.02245600769524e-10
2019,4.5066632083035074e-05,3.2396516025379185e-10,1.746518173140199e-10,3.3108324762332053e-10
