ngram,education,educaton,eduation,educaion
1543,0.00021817372180521488,0.0,0.0,0.0
1544,0.0002216513450028807,0.0,0.0,0.0
1545,0.0002216513450028807,0.0,0.0,0.0
1546,0.00022221075739383065,0.0,0.0,0.0
1547,0.00022221075739383065,0.0,0.0,0.0
1548,0.00022934456358468327,0.0,0.0,0.0
1549,1.1170841779468382e-05,0.0,0.0,0.0
1550,7.817370936079117e-05,0.0,0.0,0.0
1551,7.469608616312533e-05,0.0,0.0,0.0
1552,7.758053016004851e-05,0.0,0.0,0.0
1553,7.702111776909857e-05,0.0,0.0,0.0
1554,7.702111776909857e-05,0.0,0.0,0.0
1555,7.108928158621503e-05,0.0,0.0,0.0
1556,7.108928158621503e-05,0.0,0.0,0.0
1557,4.086414004892244e-06,0.0,0.0,0.0
1558,0.00014936277381951056,0.0,0.0,0.0
1559,0.0001464783298225874,0.0,0.0,0.0
1560,0.00015320868364402225,0.0,0.0,0.0
1561,0.00015320868364402225,0.0,0.0,0.0
1562,0.00015200671363605319,0.0,0.0,0.0
1563,0.00015200671363605319,0.0,0.0,0.0
1564,0.00016473000713241554,0.0,0.0,0.0
1565,1.9453647317797212e-05,0.0,0.0,0.0
1566,1.9453647317797212e-05,0.0,0.0,0.0
1567,1.2723293496362334e-05,0.0,0.0,0.0
1568,1.2723293496362334e-05,0.0,0.0,0.0
1569,1.3465998823189043e-05,0.0,0.0,0.0
1570,1.3465998823189043e-05,0.0,0.0,0.0
1571,3.1945570039429834e-06,0.0,0.0,0.0
1572,6.3143218410134845e-06,0.0,0.0,0.0
1573,6.3143218410134845e-06,0.0,0.0,0.0
1574,6.859033386977639e-06,0.0,0.0,0.0
1575,6.859033386977639e-06,0.0,0.0,0.0
1576,7.017688955914179e-06,0.0,0.0,0.0
1577,9.569164863673255e-06,0.0,0.0,0.0
1578,7.117313186556982e-06,0.0,0.0,0.0
1579,5.291057959766476e-06,0.0,0.0,0.0
1580,6.281518803267058e-06,0.0,0.0,0.0
1581,6.923422006366309e-06,0.0,0.0,0.0
1582,8.59934750353984e-06,0.0,0.0,0.0
1583,2.4279466807846412e-05,0.0,0.0,0.0
1584,2.1727990900087336e-05,0.0,0.0,0.0
1585,2.34264536759708e-05,0.0,0.0,0.0
1586,2.28518379117304e-05,0.0,0.0,0.0
1587,2.6014331784348803e-05,0.0,0.0,0.0
1588,2.5497222850390244e-05,0.0,0.0,0.0
1589,3.3531074222992174e-05,0.0,0.0,0.0
1590,1.7729520940130377e-05,0.0,0.0,0.0
1591,1.9861788652113838e-05,0.0,0.0,0.0
1592,1.935726946352848e-05,0.0,0.0,0.0
1593,1.930820579738273e-05,0.0,0.0,0.0
1594,1.599340898142795e-05,0.0,0.0,0.0
1595,1.7577888554244835e-05,0.0,0.0,0.0
1596,8.078529910043081e-06,0.0,0.0,0.0
1597,9.598782656082352e-06,0.0,0.0,0.0
1598,2.3302257302150663e-05,0.0,0.0,0.0
1599,3.0480005079880357e-05,0.0,0.0,0.0
1600,3.22598149458437e-05,0.0,0.0,0.0
1601,3.239827635427771e-05,0.0,0.0,0.0
1602,3.129269888242041e-05,0.0,0.0,0.0
1603,3.149439076618624e-05,0.0,0.0,0.0
1604,3.2599617562872094e-05,0.0,0.0,0.0
1605,1.8000681068640135e-05,0.0,0.0,0.0
1606,2.0039403872423073e-05,0.0,0.0,0.0
1607,1.9829254987208905e-05,0.0,0.0,0.0
1608,1.9451668452217875e-05,0.0,0.0,0.0
1609,3.1133090682747676e-05,0.0,0.0,0.0
1610,3.377973884458437e-05,0.0,0.0,0.0
1611,4.266380626307052e-05,0.0,0.0,0.0
1612,4.546201132273252e-05,0.0,0.0,0.0
1613,3.968610099036596e-05,0.0,0.0,0.0
1614,3.975387809467585e-05,0.0,0.0,0.0
1615,3.9916731826191866e-05,0.0,0.0,0.0
1616,3.105157150327743e-05,0.0,0.0,0.0
1617,3.0340098484365236e-05,0.0,0.0,0.0
1618,2.1891233115768826e-05,0.0,0.0,0.0
1619,1.8643963682864394e-05,0.0,0.0,0.0
1620,1.4815371157185706e-05,0.0,0.0,0.0
1621,1.3935446856651521e-05,0.0,0.0,0.0
1622,1.422878650763388e-05,0.0,0.0,0.0
1623,1.2958258529189542e-05,0.0,0.0,0.0
1624,1.5538935713266255e-05,0.0,0.0,0.0
1625,1.2113650655010133e-05,0.0,0.0,0.0
1626,1.2014774613687354e-05,0.0,0.0,0.0
1627,1.264680534924472e-05,0.0,0.0,0.0
1628,1.2464182321179709e-05,0.0,0.0,0.0
1629,1.2564366930486618e-05,0.0,0.0,0.0
1630,1.1336458003695174e-05,0.0,0.0,0.0
1631,7.145335367957679e-06,0.0,0.0,0.0
1632,1.066993568851363e-05,0.0,0.0,0.0
1633,1.2311647813995868e-05,0.0,0.0,0.0
1634,1.235472369184468e-05,0.0,0.0,0.0
1635,1.3003356213760395e-05,0.0,0.0,0.0
1636,1.3324300393183616e-05,0.0,0.0,0.0
1637,1.3540750387619482e-05,0.0,0.0,0.0
1638,1.5093301824111092e-05,0.0,0.0,0.0
1639,1.4969019373113821e-05,0.0,0.0,0.0
1640,1.3255290143985934e-05,0.0,0.0,0.0
1641,1.2789547716758015e-05,0.0,0.0,0.0
1642,1.3486990220761591e-05,0.0,0.0,0.0
1643,1.300418216487742e-05,0.0,0.0,0.0
1644,1.498795797618056e-05,0.0,0.0,0.0
1645,1.4908824141457444e-05,0.0,0.0,0.0
1646,1.3007212601223728e-05,0.0,0.0,0.0
1647,1.6864323047879486e-05,0.0,0.0,0.0
1648,1.8691700266312443e-05,0.0,0.0,0.0
1649,1.71178653545212e-05,0.0,0.0,0.0
1650,1.7661523283355302e-05,0.0,0.0,0.0
1651,1.8381072615219246e-05,0.0,4.300008121000636e-08,0.0
1652,1.862035677342127e-05,0.0,4.300008121000636e-08,0.0
1653,1.881684881612143e-05,0.0,4.300008121000636e-08,0.0
1654,1.587776796441176e-05,0.0,4.300008121000636e-08,0.0
1655,1.6172679676986134e-05,0.0,4.300008121000636e-08,0.0
1656,1.7013319198408032e-05,0.0,4.300008121000636e-08,0.0
1657,1.795070888225122e-05,0.0,4.300008121000636e-08,0.0
1658,1.8443723612498225e-05,0.0,0.0,0.0
1659,1.7699042863179265e-05,0.0,0.0,0.0
1660,2.152145641178192e-05,0.0,0.0,0.0
1661,2.2405253080900627e-05,0.0,0.0,0.0
1662,2.0242085286424428e-05,0.0,0.0,0.0
1663,2.0158249104237518e-05,0.0,0.0,0.0
1664,1.9845318612559432e-05,0.0,0.0,0.0
1665,1.7699976004743284e-05,0.0,0.0,0.0
1666,1.8032483499804846e-05,0.0,0.0,0.0
1667,1.690249090253409e-05,0.0,0.0,0.0
1668,1.6452710951853078e-05,0.0,0.0,0.0
1669,1.706588123592415e-05,0.0,0.0,0.0
1670,1.8384050365836758e-05,0.0,0.0,0.0
1671,1.782590425136732e-05,0.0,0.0,0.0
1672,1.6715863759080613e-05,0.0,0.0,0.0
1673,1.5692953119079383e-05,0.0,0.0,0.0
1674,1.3752696369400447e-05,0.0,0.0,0.0
1675,1.3602682234444988e-05,0.0,0.0,0.0
1676,1.3775922265527438e-05,0.0,0.0,0.0
1677,1.1590816094602424e-05,0.0,0.0,0.0
1678,1.1162493852420344e-05,0.0,0.0,0.0
1679,1.0646299090564884e-05,0.0,0.0,0.0
1680,1.066365133998001e-05,0.0,0.0,0.0
1681,9.23301955221437e-06,0.0,0.0,0.0
1682,8.543156906983182e-06,0.0,0.0,0.0
1683,7.885711381407288e-06,0.0,0.0,0.0
1684,7.563315648440039e-06,0.0,0.0,0.0
1685,1.3520778663535435e-05,0.0,0.0,0.0
1686,1.3573760367892516e-05,0.0,0.0,0.0
1687,1.2953951357173668e-05,0.0,0.0,0.0
1688,1.2733278189054026e-05,0.0,0.0,0.0
1689,1.1856829668691457e-05,0.0,0.0,0.0
1690,1.2311240116754821e-05,0.0,0.0,0.0
1691,1.214273140703881e-05,0.0,0.0,0.0
1692,5.317757329846375e-06,0.0,0.0,0.0
1693,5.787592808051808e-06,0.0,0.0,0.0
1694,6.009616250984047e-06,0.0,0.0,0.0
1695,5.1703984646727415e-06,0.0,0.0,0.0
1696,5.941315586304492e-06,0.0,0.0,0.0
1697,1.0804887097037863e-05,0.0,0.0,0.0
1698,1.2120966403017519e-05,0.0,0.0,0.0
1699,1.1983185832572677e-05,0.0,0.0,0.0
1700,1.0664872190448347e-05,0.0,0.0,0.0
1701,1.033051738171967e-05,0.0,0.0,0.0
1702,1.0174086972775903e-05,0.0,0.0,0.0
1703,9.360383484948085e-06,0.0,0.0,0.0
1704,3.2162166365066824e-06,0.0,0.0,0.0
1705,3.5538782380431907e-06,0.0,0.0,0.0
1706,4.879150895119112e-06,0.0,0.0,0.0
1707,4.64011714841815e-06,0.0,0.0,0.0
1708,5.247159127260862e-06,0.0,0.0,0.0
1709,5.7529272307225e-06,0.0,0.0,0.0
1710,6.64490573041933e-06,0.0,0.0,0.0
1711,6.600345086228897e-06,0.0,0.0,0.0
1712,4.682769153013007e-06,0.0,0.0,0.0
1713,3.739311255555679e-06,0.0,0.0,0.0
1714,5.044708473178616e-06,0.0,9.571610551769742e-09,0.0
1715,4.500312262020348e-06,0.0,9.571610551769742e-09,0.0
1716,4.035605067136723e-06,0.0,9.571610551769742e-09,0.0
1717,3.6368529013738486e-06,0.0,9.571610551769742e-09,0.0
1718,5.533220019060536e-06,0.0,9.571610551769742e-09,0.0
1719,5.6642815837091935e-06,0.0,9.571610551769742e-09,0.0
1720,5.701536110791494e-06,0.0,9.571610551769742e-09,0.0
1721,5.978875086449469e-06,0.0,0.0,0.0
1722,7.301173679609617e-06,0.0,0.0,0.0
1723,9.508275102884259e-06,0.0,0.0,0.0
1724,9.621323605253046e-06,0.0,0.0,0.0
1725,8.411459702983848e-06,0.0,0.0,0.0
1726,1.0759959423012333e-05,0.0,0.0,0.0
1727,1.1313719694174193e-05,0.0,0.0,0.0
1728,1.0921582997980295e-05,0.0,0.0,0.0
1729,1.1753899798350176e-05,0.0,0.0,0.0
1730,1.0255626680840838e-05,0.0,0.0,0.0
1731,1.396098299924883e-05,0.0,0.0,0.0
1732,1.3648940694110934e-05,0.0,0.0,0.0
1733,1.3405713226737654e-05,0.0,0.0,7.024769591420668e-09
1734,1.4291540147886345e-05,0.0,0.0,7.024769591420668e-09
1735,1.4884033719551684e-05,0.0,0.0,7.024769591420668e-09
1736,1.3849918494608054e-05,0.0,0.0,7.024769591420668e-09
1737,1.4427819483639073e-05,0.0,0.0,7.024769591420668e-09
1738,1.2284361868556257e-05,0.0,0.0,7.024769591420668e-09
1739,1.285010772075371e-05,0.0,0.0,7.024769591420668e-09
1740,1.3134644437481516e-05,0.0,0.0,0.0
1741,1.2353767618021396e-05,0.0,0.0,0.0
1742,1.195180071330729e-05,0.0,0.0,0.0
1743,1.2327844160608947e-05,0.0,0.0,0.0
1744,1.3132416825101245e-05,0.0,0.0,0.0
1745,1.3771393761479495e-05,0.0,0.0,0.0
1746,1.4948176353105477e-05,0.0,0.0,0.0
1747,1.462513864680659e-05,0.0,0.0,0.0
1748,1.706814314924746e-05,0.0,3.639731817526938e-09,0.0
1749,1.9969793746505665e-05,0.0,3.639731817526938e-09,0.0
1750,2.3471373424399644e-05,0.0,3.639731817526938e-09,0.0
1751,2.580598733662295e-05,0.0,3.639731817526938e-09,3.569138635433384e-09
1752,3.0192476385439348e-05,0.0,3.639731817526938e-09,7.46772878455561e-09
1753,3.323433702462353e-05,0.0,3.639731817526938e-09,7.46772878455561e-09
1754,3.45580286063653e-05,0.0,3.639731817526938e-09,7.46772878455561e-09
1755,3.622343839586912e-05,0.0,0.0,7.46772878455561e-09
1756,3.777477260363022e-05,0.0,0.0,7.46772878455561e-09
1757,3.75819082754398e-05,0.0,0.0,1.0512852049211169e-08
1758,3.878807183355093e-05,0.0,0.0,6.943713413777784e-09
1759,3.739252809152406e-05,0.0,0.0,3.045123264655558e-09
1760,3.774429205805063e-05,0.0,0.0,3.045123264655558e-09
1761,4.0157499045432943e-05,0.0,0.0,3.045123264655558e-09
1762,4.065479515702464e-05,0.0,0.0,3.045123264655558e-09
1763,4.16769741735022e-05,0.0,0.0,3.045123264655558e-09
1764,4.266197772397261e-05,0.0,0.0,0.0
1765,4.351382761212465e-05,0.0,0.0,0.0
1766,4.4695773145316965e-05,0.0,0.0,3.4010521383314493e-09
1767,4.4826825615018606e-05,0.0,0.0,3.4010521383314493e-09
1768,4.454163198326049e-05,0.0,0.0,3.4010521383314493e-09
1769,4.620031437038311e-05,0.0,0.0,3.4010521383314493e-09
1770,4.9574671200908984e-05,5.765843167994587e-09,0.0,3.4010521383314493e-09
1771,5.1941328690320787e-05,5.765843167994587e-09,0.0,3.4010521383314493e-09
1772,5.208341514974434e-05,5.765843167994587e-09,0.0,3.4010521383314493e-09
1773,5.298020550981164e-05,5.765843167994587e-09,0.0,0.0
1774,5.5323747281883175e-05,5.765843167994587e-09,0.0,0.0
1775,5.69662734051235e-05,5.765843167994587e-09,0.0,0.0
1776,5.649822040660573e-05,5.765843167994587e-09,0.0,0.0
1777,5.4277658429262896e-05,0.0,0.0,0.0
1778,5.420197547729393e-05,0.0,0.0,0.0
1779,5.4840274970047176e-05,0.0,2.5616857206906776e-09,2.5616857206906776e-09
1780,5.486994008866272e-05,0.0,2.5616857206906776e-09,2.5616857206906776e-09
1781,5.5998585594352335e-05,0.0,6.386719470745967e-09,2.5616857206906776e-09
1782,5.5725911287091936e-05,0.0,6.386719470745967e-09,2.5616857206906776e-09
1783,5.625601625069976e-05,0.0,6.386719470745967e-09,2.5616857206906776e-09
1784,5.6570278372549054e-05,0.0,6.386719470745967e-09,2.5616857206906776e-09
1785,5.682575179629826e-05,0.0,1.1241086537795906e-08,2.5616857206906776e-09
1786,6.427354102405454e-05,0.0,8.679400817105228e-09,0.0
1787,6.38289431143286e-05,0.0,8.679400817105228e-09,1.2891416188511228e-09
1788,6.218198489347872e-05,0.0,7.467471212813898e-09,1.2891416188511228e-09
1789,6.367772428867673e-05,1.163384817053676e-09,7.467471212813898e-09,1.2891416188511228e-09
1790,6.491365690765503e-05,1.163384817053676e-09,8.572319616056184e-09,1.2891416188511228e-09
1791,6.39183412464003e-05,2.2493510546236652e-09,8.572319616056184e-09,1.2891416188511228e-09
1792,6.307439096937222e-05,4.42587515842823e-09,3.717952549006246e-09,1.2891416188511228e-09
1793,5.54020563348396e-05,4.42587515842823e-09,3.717952549006246e-09,1.2891416188511228e-09
1794,5.5359974274844194e-05,4.42587515842823e-09,3.717952549006246e-09,0.0
1795,5.550090385700709e-05,4.42587515842823e-09,2.018120527834201e-09,0.0
1796,5.590569708147086e-05,3.2624903413745544e-09,2.018120527834201e-09,0.0
1797,5.5614797539809456e-05,3.2624903413745544e-09,9.132721245919129e-10,1.133847301762866e-09
1798,5.796032304975337e-05,2.1765241038045654e-09,9.132721245919129e-10,1.133847301762866e-09
1799,5.891012707642014e-05,1.201539185607154e-09,1.51404171739549e-09,1.133847301762866e-09
1800,5.896341099287383e-05,1.201539185607154e-09,1.51404171739549e-09,2.3688390931348683e-09
1801,6.0078271157440864e-05,1.201539185607154e-09,1.51404171739549e-09,2.3688390931348683e-09
1802,6.05009996174236e-05,1.6356659836093611e-09,1.034896390805784e-09,2.3688390931348683e-09
1803,6.0588684261477154e-05,4.092665666683664e-09,1.73689630931863e-09,3.0708390116477145e-09
1804,6.107541204463425e-05,4.397743217207253e-09,2.3470514103658094e-09,1.9369917098848485e-09
1805,5.973629803130669e-05,4.397743217207253e-09,2.3470514103658094e-09,2.1966692116086914e-09
1806,5.869128290214576e-05,3.1962040316000996e-09,1.7462818175622325e-09,2.455219313571685e-09
1807,6.030782034421074e-05,3.1962040316000996e-09,2.5831667281396774e-09,1.4294487498440439e-09
1808,5.9810486293697197e-05,3.6669304101114417e-09,3.053893106651019e-09,1.6648119390997147e-09
1809,5.9891750424867496e-05,3.413728426921685e-09,2.800691123461263e-09,2.3885111983495175e-09
1810,5.9489226779468094e-05,1.3926040479514005e-09,2.316628857000426e-09,1.6865112798366714e-09
1811,5.8674822087466184e-05,1.0875264974278105e-09,1.9408576967805402e-09,1.6865112798366714e-09
1812,5.915047014631065e-05,1.0875264974278105e-09,2.8956907348133753e-09,1.6655420376210373e-09
1813,6.056059386797382e-05,1.4754853053641374e-09,3.2836495427497017e-09,1.7949507435943701e-09
1814,6.122801434165532e-05,1.6844434418723203e-09,3.7005134829420125e-09,1.7946876524581918e-09
1815,6.294694945349224e-05,1.4068577731356819e-09,3.2297871044306703e-09,1.559324463202521e-09
1816,6.74515358696226e-05,1.2259329583232314e-09,3.999725867969468e-09,1.215970641637349e-09
1817,6.879427642810956e-05,1.1327527963242039e-09,3.953135786969954e-09,1.7300133547948349e-09
1818,6.994465262063645e-05,1.311787662621506e-09,3.897786712439963e-09,2.0880830873894395e-09
1819,6.965510536766877e-05,1.311787662621506e-09,3.5441434390445383e-09,2.149969710199936e-09
1820,6.997497413457105e-05,2.3977982456711645e-09,3.450978502961277e-09,2.056804774116675e-09
1821,7.006822592562198e-05,2.7030571273353334e-09,2.454338161277698e-09,1.847846637608492e-09
1822,7.044987380920378e-05,2.50991641756063e-09,2.953413767516265e-09,1.9726155391681336e-09
1823,6.84287073714326e-05,2.6503791859612745e-09,2.0025501891650167e-09,2.575509496148344e-09
1824,6.91796412866097e-05,2.5759240772162327e-09,1.9653226347924958e-09,2.4638268330307814e-09
1825,7.079431244554664e-05,3.1565900211154893e-09,2.292754985866452e-09,2.2323739047789915e-09
1826,7.300677576235362e-05,3.986077737724461e-09,2.4025547107342504e-09,2.2872737672128908e-09
1827,7.362419065819787e-05,2.616678952880948e-09,2.3169020511661286e-09,2.4107623199297124e-09
1828,7.543228379550524e-05,2.102461934708596e-09,2.501110778802789e-09,2.5210916291104215e-09
1829,7.49430016315143e-05,2.6646561623877574e-09,2.493955137643817e-09,2.747694103989927e-09
1830,7.713260440920879e-05,2.7148024780590927e-09,2.875173305787777e-09,2.145672877469045e-09
1831,7.92260720377921e-05,2.6323517651353055e-09,3.8557892751660864e-09,1.9291021478652836e-09
1832,8.193074920979728e-05,2.5538466262377467e-09,3.5196209756195783e-09,2.057933720259594e-09
1833,8.41228143794329e-05,2.1367502370647375e-09,3.3859793064599283e-09,1.94987376245237e-09
1834,8.54965380442861e-05,2.1152398245659144e-09,4.090500255975777e-09,2.2791330489546624e-09
1835,8.786457224882074e-05,2.1152398245659144e-09,3.8167498209570485e-09,2.671504160746606e-09
1836,9.143879391818441e-05,2.1535350328402305e-09,3.700135737488048e-09,2.4702551432958283e-09
1837,8.945170494761052e-05,2.350133008834275e-09,3.4738003901984324e-09,2.32136119850322e-09
1838,8.796747403851311e-05,2.316995183017566e-09,2.8170189038588335e-09,2.2882233726865107e-09
1839,8.544787955802999e-05,1.7873623850813862e-09,3.1771900348737906e-09,2.4116821872866012e-09
1840,8.37492968587737e-05,1.450557023703019e-09,2.7510141466434236e-09,2.5421772147688718e-09
1841,8.314499115970518e-05,1.4374744410667567e-09,2.187240039879563e-09,2.284478780748397e-09
1842,8.054648476120616e-05,1.4374744410667567e-09,2.3237504460332e-09,2.025040119717809e-09
1843,7.803258527668991e-05,1.0337085949123954e-09,2.8664879834851475e-09,1.940492290662478e-09
1844,7.917927099957264e-05,8.468500979828621e-10,2.8451708766752404e-09,1.9752994954000005e-09
1845,7.889012340456247e-05,9.611536645946573e-10,2.587432664949826e-09,2.0228642887738194e-09
1846,7.874775058423568e-05,1.135693301306568e-09,2.252624118982892e-09,2.03528010318215e-09
1847,7.996401109267026e-05,1.3025291956125784e-09,3.071139628322125e-09,2.020983095160237e-09
1848,8.107086718415044e-05,1.3966146017452274e-09,3.541566690706028e-09,1.9686412182957317e-09
1849,8.176998900515693e-05,1.5578332116358444e-09,3.8286243699202166e-09,1.994077157365025e-09
1850,8.311447371462626e-05,1.5984591586867429e-09,3.2428703214800893e-09,1.975972536388022e-09
1851,8.381796630731384e-05,1.7695393563142504e-09,3.3414475789480693e-09,1.940984079811565e-09
1852,8.489496498701296e-05,2.0082000031150317e-09,3.292916003364407e-09,2.347506641456728e-09
1853,8.640082835751985e-05,2.0681722207831807e-09,3.579847894309905e-09,2.2457396973786713e-09
1854,8.580719856711636e-05,1.977255946274324e-09,3.4181902229337068e-09,2.1851180626824326e-09
1855,8.566941271835406e-05,1.9181964270943907e-09,3.175394344293433e-09,2.010125407395488e-09
1856,8.527599857188761e-05,1.906074234955416e-09,2.98184989398566e-09,2.1390181451482906e-09
1857,8.393235163696642e-05,1.9575300586842967e-09,3.130902790994737e-09,2.524756277060598e-09
1858,8.353431413914742e-05,1.874118875961577e-09,3.417191434580096e-09,2.6958379021177083e-09
1859,8.272032885413085e-05,1.612220722004208e-09,3.752941830319807e-09,2.5156047721099283e-09
1860,8.043753249304635e-05,1.5311220386798092e-09,3.2703484365015356e-09,2.4700295459772245e-09
1861,7.949539576657116e-05,1.3796164528250593e-09,2.744752076415986e-09,2.449451784260402e-09
1862,7.929330604383722e-05,1.5532043270586167e-09,2.5572607206417584e-09,2.5769709223664806e-09
1863,7.888136730928506e-05,1.4041079093069747e-09,2.3506218083113595e-09,2.6090214116132007e-09
1864,8.066884454040389e-05,1.4449683989019896e-09,2.3402307552140248e-09,2.552574342372184e-09
1865,8.427551386245926e-05,1.4223101268180066e-09,2.219838106982357e-09,2.768521443842685e-09
1866,8.642596055454175e-05,1.3997906801930883e-09,1.9978407182565304e-09,2.7401723112774334e-09
1867,9.188502008328214e-05,1.6133641248369405e-09,2.5596026568105603e-09,3.0147409648049818e-09
1868,9.432885521424137e-05,2.0614810969377118e-09,2.814909638715335e-09,3.090801138837053e-09
1869,9.79155780182087e-05,1.8620614970567472e-09,3.0186700758097882e-09,3.1758038738465596e-09
1870,0.0001022218815965711,2.0732438067914772e-09,3.292319607415907e-09,3.37970987703987e-09
1871,0.00010332987169801657,1.946458272339413e-09,3.4300093400472876e-09,3.530437719945212e-09
1872,0.00010071831119213519,2.090616085010615e-09,3.728149424096574e-09,3.156976283566085e-09
1873,0.00010071200501572873,1.9474354827155237e-09,3.93081675146131e-09,3.2269247432889105e-09
1874,9.73327727738901e-05,1.8660338671086916e-09,4.163869122513526e-09,2.946819534420188e-09
1875,9.681673587432929e-05,1.618492038803408e-09,4.10750909475764e-09,3.5109716562636048e-09
1876,9.487282139681546e-05,1.8076441692700079e-09,3.743712673198729e-09,3.649252788839874e-09
1877,9.125565910445792e-05,1.7712202260433685e-09,3.6985316714017405e-09,3.1904642261437743e-09
1878,8.996054176740082e-05,1.894908143094755e-09,3.4527443126819435e-09,3.2435411658125547e-09
1879,8.787729270157538e-05,1.625046280080105e-09,3.280272466353397e-09,3.381882868984982e-09
1880,8.632382481924392e-05,1.6456888233104143e-09,3.272580999842083e-09,3.999038338570975e-09
1881,8.728255280792447e-05,1.3663689227679958e-09,2.8881194261539835e-09,4.0131188213824285e-09
1882,8.670891007308715e-05,1.3602512449750748e-09,2.9252923258330352e-09,3.479388047519397e-09
1883,8.638892281201802e-05,1.3167857439354081e-09,3.2413851285590614e-09,3.219425202617897e-09
1884,8.709349120700998e-05,1.2030491920127823e-09,3.24911776848426e-09,3.227732271936036e-09
1885,8.772400178713724e-05,9.92574070554245e-10,3.3216133335908384e-09,3.082515671286907e-09
1886,8.927366018594642e-05,1.0460391283321054e-09,3.487621524911333e-09,3.3605905042881953e-09
1887,9.07640392792278e-05,1.1408168536825818e-09,3.5522533486138333e-09,2.606937618157953e-09
1888,9.158964011086417e-05,1.091000250459067e-09,3.6819574373530325e-09,2.8134611783160933e-09
1889,9.223875219634335e-05,1.158251724689815e-09,3.843847430827298e-09,2.8956223450750583e-09
1890,9.242364155527736e-05,1.4646028120449524e-09,4.1072248142220195e-09,2.896413109354512e-09
1891,9.31689771407816e-05,1.6340264696879103e-09,4.115357990893845e-09,3.1998436598813994e-09
1892,9.332876236710166e-05,2.0797228938995715e-09,4.039554151497831e-09,3.4161703624643482e-09
1893,9.448734116241602e-05,2.3247743650779894e-09,3.81107221971076e-09,3.238338708300148e-09
1894,9.447260215113471e-05,2.330162547042087e-09,3.8383211529792655e-09,3.3264747464504094e-09
1895,9.408424687405516e-05,2.8572874383974475e-09,3.806373311781337e-09,3.3120217679538655e-09
1896,9.429291822016239e-05,3.0607087182182066e-09,3.5329190049639335e-09,3.1122716150276476e-09
1897,9.548719494237698e-05,3.402606720191516e-09,3.1321455270675156e-09,3.334011352710117e-09
1898,9.702927906930978e-05,3.7133062815085184e-09,3.05762301192455e-09,3.316507735107166e-09
1899,0.0001005260377756453,3.989356448360784e-09,3.280922708118591e-09,3.4298159550567267e-09
1900,0.00010216435683625085,4.328220686617661e-09,3.181101350589545e-09,3.4334271299079386e-09
1901,0.00010356895238926102,4.9005456200948825e-09,3.0229508103068223e-09,3.527784064871753e-09
1902,0.00010474482821466933,5.074669002474203e-09,2.790334471417363e-09,3.5997374287737624e-09
1903,0.00010626337565814279,5.645583175554034e-09,2.813702445639673e-09,3.854403272742144e-09
1904,0.00010708606922500101,5.644431398467629e-09,2.8647722924038786e-09,4.08706459152443e-09
1905,0.00010755563042558996,5.9571106777614855e-09,3.205364608658913e-09,4.060231230594371e-09
1906,0.00010546716345873262,5.863990309202498e-09,3.460328848855657e-09,3.6520918352981167e-09
1907,0.00010512248783405604,6.0538657896204634e-09,3.74352441109441e-09,3.794142999780092e-09
1908,0.0001048053808127796,6.312048978734148e-09,3.8160120460365275e-09,3.966265094135224e-09
