ngram,problem,problm,prolem,problme
1651,3.5223673648943077e-06,0.0,9.211691219336768e-08,0.0
1652,3.7155998110652684e-06,0.0,4.300008121000636e-08,0.0
1653,2.3045499964220132e-06,0.0,4.300008121000636e-08,0.0
1654,2.3460331825780097e-06,0.0,4.300008121000636e-08,0.0
1655,2.208485475258775e-06,0.0,4.300008121000636e-08,0.0
1656,4.235262131097832e-06,0.0,4.300008121000636e-08,0.0
1657,4.305394501865781e-06,0.0,4.300008121000636e-08,0.0
1658,4.304318764525306e-06,0.0,0.0,0.0
1659,4.879634579830443e-06,0.0,0.0,0.0
1660,4.6583062669469655e-06,0.0,0.0,0.0
1661,4.616823080790969e-06,0.0,0.0,0.0
1662,4.657422940519089e-06,0.0,0.0,0.0
1663,4.541862543711821e-06,0.0,0.0,0.0
1664,4.208209345181656e-06,0.0,0.0,0.0
1665,3.823375887382749e-06,0.0,8.818323392136205e-08,0.0
1666,2.8983086995789823e-06,0.0,8.818323392136205e-08,0.0
1667,3.012847798800067e-06,0.0,8.818323392136205e-08,0.0
1668,3.012847798800067e-06,0.0,8.818323392136205e-08,0.0
1669,3.002202031357878e-06,0.0,1.1813732620729362e-07,0.0
1670,4.2465550669541177e-07,0.0,1.1813732620729362e-07,0.0
1671,4.637656993671564e-07,0.0,1.572475188790382e-07,0.0
1672,6.410794912069053e-07,0.0,9.366488638663992e-08,0.0
1673,6.011310936011276e-07,0.0,9.366488638663992e-08,0.0
1674,5.36539291471984e-07,0.0,9.366488638663992e-08,0.0
1675,5.708577910062169e-07,0.0,1.9662038498933855e-07,0.0
1676,7.985827608081308e-07,0.0,1.66666292703407e-07,0.0
1677,8.505662460070848e-07,0.0,1.66666292703407e-07,0.0
1678,8.712117676168418e-07,0.0,1.275561000316624e-07,0.0
1679,6.728781280734048e-07,0.0,1.0295549860269862e-07,0.0
1680,8.719993413056468e-07,0.0,1.0295549860269862e-07,0.0
1681,9.557960713176986e-06,0.0,1.253313460633113e-07,0.0
1682,9.765574609283639e-06,0.0,2.237584746061267e-08,0.0
1683,9.596164460390355e-06,0.0,2.237584746061267e-08,0.0
1684,1.0304880865825388e-05,0.0,5.1597427029394435e-08,0.0
1685,1.1113975899336634e-05,0.0,5.1597427029394435e-08,0.0
1686,1.1173791749895048e-05,0.0,5.1597427029394435e-08,0.0
1687,1.1015870626351898e-05,0.0,5.1597427029394435e-08,0.0
1688,2.246378735597838e-06,0.0,2.9221579568781764e-08,0.0
1689,2.0360175097623923e-06,0.0,2.9221579568781764e-08,0.0
1690,2.3008435436265373e-06,0.0,4.99918704528162e-08,0.0
1691,1.4241961525028403e-06,0.0,2.0770290884034433e-08,0.0
1692,5.553454047100916e-07,0.0,2.0770290884034433e-08,0.0
1693,1.5383983732622904e-06,0.0,2.0770290884034433e-08,0.0
1694,1.57035493535724e-06,0.0,2.0770290884034433e-08,0.0
1695,1.7098449985399254e-06,0.0,5.1783897804723115e-08,0.0
1696,1.7097657202417134e-06,0.0,5.1783897804723115e-08,0.0
1697,2.877515210489686e-06,0.0,3.101360692068868e-08,0.0
1698,4.2880080570739665e-06,0.0,3.101360692068868e-08,0.0
1699,4.340286218556295e-06,0.0,4.4083147291270764e-08,0.0
1700,3.3783284517799724e-06,0.0,4.4083147291270764e-08,0.0
1701,3.324505318654961e-06,0.0,4.4083147291270764e-08,0.0
1702,3.1743791575016596e-06,0.0,1.3069540370582087e-08,0.0
1703,3.2864229889842785e-06,0.0,1.3069540370582087e-08,0.0
1704,1.7655785516775983e-06,0.0,1.3069540370582087e-08,0.0
1705,1.1243413260737206e-06,0.0,1.3069540370582087e-08,0.0
1706,1.1052893122658652e-06,0.0,1.1075382896511395e-08,0.0
1707,1.1106785718441512e-06,0.0,1.1075382896511395e-08,0.0
1708,1.1009909205280825e-06,0.0,2.072125023947332e-08,0.0
1709,1.1011104906596562e-06,0.0,2.072125023947332e-08,0.0
1710,1.4568104416769399e-06,0.0,2.072125023947332e-08,0.0
1711,1.4568104416769399e-06,0.0,4.979823639165001e-08,0.0
1712,6.984182405744832e-07,0.0,4.979823639165001e-08,0.0
1713,6.976461384462189e-07,0.0,3.872285349513861e-08,0.0
1714,1.6220080090485162e-06,0.0,3.872285349513861e-08,0.0
1715,1.6916186120446192e-06,0.0,6.30440471890584e-08,0.0
1716,1.6821084360328444e-06,0.0,8.075396351614472e-08,0.0
1717,1.2745696257151655e-06,0.0,8.075396351614472e-08,0.0
1718,1.3519871870926181e-06,0.0,5.1676977363968035e-08,0.0
1719,1.3938027357036326e-06,0.0,5.1676977363968035e-08,0.0
1720,1.4338377159869457e-06,0.0,6.979923382134854e-08,0.0
1721,4.263839384423461e-07,0.0,6.979923382134854e-08,0.0
1722,5.248619621462629e-07,0.0,4.3559759481987774e-08,0.0
1723,5.538736737824885e-07,0.0,2.5849843154901464e-08,0.0
1724,5.795952071301664e-07,0.0,4.346260189842204e-08,0.0
1725,8.477664355918282e-07,0.0,4.346260189842204e-08,0.0
1726,2.0150996411822623e-06,0.0,7.540009302634384e-08,0.0
1727,1.9836669114933362e-06,0.0,5.727783656896333e-08,0.0
1728,2.1258552992873902e-06,0.0,5.727783656896333e-08,0.0
1729,2.0691883630011683e-06,0.0,5.5922226595482375e-08,0.0
1730,2.1854597775927687e-06,0.0,5.5922226595482375e-08,0.0
1731,2.5278462041049873e-06,0.0,3.8309467851961795e-08,0.0
1732,2.952055873655419e-06,0.0,4.4567991709852454e-08,0.0
1733,1.963861101168212e-06,0.0,2.668003976477199e-08,0.0
1734,2.1705679224786375e-06,0.0,2.668003976477199e-08,0.0
1735,2.2349086959496034e-06,0.0,3.314696580706108e-08,0.0
1736,2.4004820358771084e-06,0.0,5.98489385034944e-08,0.0
1737,2.526264032504904e-06,0.0,7.369219494941198e-08,0.0
1738,2.5277717798287213e-06,0.0,7.918401122099437e-08,0.0
1739,2.0616794569962493e-06,0.0,7.292548736310372e-08,0.0
1740,2.4288443520552912e-06,7.48727860663426e-09,6.636322678689663e-08,0.0
1741,3.4109408976032033e-06,7.48727860663426e-09,6.636322678689663e-08,0.0
1742,3.2929242641850057e-06,7.48727860663426e-09,5.989630074460755e-08,0.0
1743,3.2085426287916822e-06,7.48727860663426e-09,3.645374491156872e-08,0.0
1744,3.0135860161603238e-06,7.48727860663426e-09,2.2610488465651154e-08,0.0
1745,2.9625258792163678e-06,7.48727860663426e-09,2.974182424152007e-08,0.0
1746,3.1317275589312236e-06,7.48727860663426e-09,4.467575566634098e-08,0.0
1747,2.848840795520248e-06,0.0,4.1347628812867954e-08,0.0
1748,1.9028802284992707e-06,0.0,4.8627092447921834e-08,0.0
1749,2.115136039394981e-06,0.0,5.358237282442653e-08,0.0
1750,2.7738457138834098e-06,0.0,4.395097923699203e-08,0.0
1751,3.1030380926365197e-06,0.0,4.395097923699203e-08,0.0
1752,3.4101262177240902e-06,0.0,4.302359814443792e-08,0.0
1753,3.631269009929383e-06,0.0,2.8089666719617005e-08,0.0
1754,3.695923721482229e-06,0.0,2.8114583677003272e-08,0.0
1755,3.98231418330397e-06,0.0,2.0835120041949396e-08,0.0
1756,4.0893379653945364e-06,0.0,2.4986250782684953e-08,0.0
1757,3.940927854273468e-06,0.0,2.803137404734051e-08,0.0
1758,4.745880817478922e-06,0.0,2.803137404734051e-08,0.0
1759,4.988687643552632e-06,0.0,2.329319289831996e-08,0.0
1760,4.821587708647712e-06,0.0,3.127729364393872e-08,0.0
1761,6.447572689337124e-06,0.0,2.7093224933391217e-08,0.0
1762,6.81886941882632e-06,0.0,2.7093224933391217e-08,0.0
1763,7.602588571639249e-06,0.0,2.0825488381400907e-08,0.0
1764,7.98338412875767e-06,0.0,2.90230838727114e-08,0.0
1765,7.203413718213726e-06,0.0,4.670753434814807e-08,0.0
1766,7.110534625098808e-06,0.0,3.9749944542271417e-08,0.0
1767,7.263763986234803e-06,0.0,4.3543852967786734e-08,0.0
1768,6.885131727228457e-06,0.0,4.3543852967786734e-08,0.0
1769,6.948811103159512e-06,0.0,4.963637221879123e-08,0.0
1770,6.636257012360147e-06,0.0,4.968061923753859e-08,0.0
1771,6.574898991727553e-06,0.0,4.1070544298804634e-08,0.0
1772,7.314831886365677e-06,0.0,2.602217565238009e-08,0.0
1773,7.66470813167481e-06,0.0,3.121255736410993e-08,0.0
1774,7.922562677517167e-06,0.0,2.7451937865764975e-08,0.0
1775,6.929971342677683e-06,0.0,5.056145115288148e-08,0.0
1776,6.819787618691667e-06,0.0,4.7181301405479255e-08,0.0
1777,6.638226750510512e-06,0.0,5.305253024191968e-08,0.0
1778,6.774310804757988e-06,0.0,6.15444612098567e-08,0.0
1779,6.369090507567827e-06,0.0,5.8908379380844574e-08,0.0
1780,5.906019980881995e-06,0.0,6.311455891250262e-08,0.0
1781,5.5130527211336556e-06,0.0,5.50971692397135e-08,0.0
1782,5.253056315268623e-06,0.0,3.6303922915489495e-08,0.0
1783,4.942941489259413e-06,0.0,4.228994957397195e-08,0.0
1784,5.021540541097888e-06,0.0,4.518710434402757e-08,0.0
1785,5.044398221798474e-06,0.0,4.21531416756287e-08,0.0
1786,5.764468174415274e-06,0.0,4.885363326577265e-08,0.0
1787,5.657543234909619e-06,0.0,3.945707202238477e-08,0.0
1788,5.914698899037571e-06,0.0,4.729638445967664e-08,0.0
1789,6.269789342435875e-06,0.0,5.810412011848192e-08,0.0
1790,6.100245237965802e-06,0.0,5.934935945869516e-08,1.1048484032422883e-09
1791,6.252534019170396e-06,0.0,5.0955953107794423e-08,1.1048484032422883e-09
1792,5.665581349083888e-06,0.0,4.504186509482874e-08,1.1048484032422883e-09
1793,4.734717484617639e-06,0.0,3.834137350468479e-08,1.1048484032422883e-09
1794,4.686359781252187e-06,0.0,5.530712827399904e-08,1.1048484032422883e-09
1795,4.869557415076997e-06,0.0,5.020763208360027e-08,1.1048484032422883e-09
1796,4.97048949910095e-06,0.0,3.8876275912766034e-08,1.1048484032422883e-09
1797,5.690047666056282e-06,0.0,3.006648771223094e-08,0.0
1798,5.664805939886719e-06,0.0,2.8544558970468514e-08,0.0
1799,5.7715309204858e-06,0.0,3.117419160909256e-08,0.0
1800,6.4722736559425746e-06,0.0,3.282084724633348e-08,0.0
1801,6.625713857439612e-06,0.0,2.1891518439279674e-08,0.0
1802,6.494654761419432e-06,0.0,2.0888209384395395e-08,0.0
1803,6.628366918448592e-06,0.0,2.587056169289781e-08,0.0
1804,6.307942775103064e-06,0.0,2.900779997158257e-08,0.0
1805,6.006780040479498e-06,0.0,3.350409004200726e-08,0.0
1806,6.71163148321544e-06,0.0,3.231763466361924e-08,0.0
1807,6.356344134214201e-06,2.092212276443612e-10,3.4646182430922834e-08,0.0
1808,6.255833211201077e-06,2.092212276443612e-10,3.1198751645636746e-08,0.0
1809,6.098032242464667e-06,2.092212276443612e-10,3.525183852762634e-08,0.0
1810,6.073401241987345e-06,2.092212276443612e-10,3.192528095853829e-08,0.0
1811,6.563894008390239e-06,2.092212276443612e-10,3.116995449050007e-08,0.0
1812,7.023050264771362e-06,2.092212276443612e-10,2.7802193563226344e-08,0.0
1813,6.2511120891680804e-06,2.092212276443612e-10,2.7868100969742826e-08,0.0
1814,6.106184173404472e-06,0.0,2.786310204783149e-08,0.0
1815,6.320506469949448e-06,0.0,2.7398654646658216e-08,0.0
1816,6.565300866766068e-06,0.0,2.4841996777118832e-08,0.0
1817,6.207435035321396e-06,0.0,2.6247458428940718e-08,0.0
1818,5.778581843125201e-06,0.0,2.8997919874841826e-08,0.0
1819,5.804067963513912e-06,0.0,2.8989072095190035e-08,0.0
1820,6.070620396972767e-06,0.0,3.0167562289510185e-08,0.0
1821,6.088290644713977e-06,0.0,3.1082419305050735e-08,0.0
1822,5.973606026340608e-06,0.0,3.257616957138712e-08,0.0
1823,6.582117228910127e-06,0.0,3.959701569808008e-08,0.0
1824,6.85089214260058e-06,0.0,3.73031934230994e-08,0.0
1825,6.855442019774013e-06,0.0,3.382254248102916e-08,0.0
1826,6.734351570360429e-06,1.1849824296409191e-10,3.712879984415654e-08,0.0
1827,6.859842739816356e-06,1.1849824296409191e-10,3.508810714996409e-08,0.0
1828,6.9817967544492736e-06,1.1849824296409191e-10,3.417490087745786e-08,0.0
1829,9.17057364599064e-06,1.8877252142398707e-10,3.3297299647675315e-08,0.0
1830,8.618164818991708e-06,1.8877252142398707e-10,2.55214353777384e-08,0.0
1831,8.792751227052317e-06,1.8877252142398707e-10,2.4584246511543436e-08,0.0
1832,9.22594602213524e-06,1.8877252142398707e-10,2.443831016916777e-08,0.0
1833,9.2737077466154e-06,7.027427845989515e-11,2.1740488266784397e-08,0.0
1834,9.41018593688828e-06,7.027427845989515e-11,2.1325827706927417e-08,0.0
1835,9.576440593913763e-06,7.027427845989515e-11,2.162692577404154e-08,0.0
1836,7.767477330032437e-06,0.0,2.9319732927238614e-08,0.0
1837,7.74585922564646e-06,0.0,3.071388527635983e-08,0.0
1838,7.997514200854181e-06,0.0,3.159421245259507e-08,0.0
1839,8.029375489318877e-06,0.0,3.153114797831742e-08,0.0
1840,8.172520015900123e-06,0.0,3.3962766567339845e-08,0.0
1841,8.005672888040344e-06,0.0,3.274364018019631e-08,0.0
1842,8.315491023885052e-06,0.0,3.0842488943757674e-08,0.0
1843,8.414694028553121e-06,0.0,2.6113969145821362e-08,0.0
1844,8.950217631666288e-06,0.0,2.5046778619395938e-08,0.0
1845,9.22419134699989e-06,0.0,2.3079632934955692e-08,0.0
1846,9.265824506396062e-06,6.52204996358969e-11,2.265534071455022e-08,0.0
1847,9.545010276009894e-06,6.52204996358969e-11,2.021414680086764e-08,0.0
1848,9.92828673978303e-06,6.52204996358969e-11,2.1813598800284647e-08,0.0
1849,1.0044009416430657e-05,6.52204996358969e-11,2.1591378336032515e-08,0.0
1850,1.0209297215624247e-05,6.52204996358969e-11,2.219989221024272e-08,0.0
1851,1.0251481658737508e-05,6.52204996358969e-11,2.2366442412443836e-08,0.0
1852,1.0298394304949657e-05,6.52204996358969e-11,2.3319117557564695e-08,5.0561570803202876e-11
1853,1.0553947894160437e-05,4.825934096786e-11,2.3917623437341717e-08,5.0561570803202876e-11
1854,1.0904453899586639e-05,9.87612015977492e-11,2.334171789186712e-08,5.0561570803202876e-11
1855,1.1350290151312947e-05,9.87612015977492e-11,2.202269554020729e-08,5.0561570803202876e-11
1856,1.1723446732503362e-05,9.87612015977492e-11,2.4395705265435807e-08,5.0561570803202876e-11
1857,1.2204441190988291e-05,1.468954283608984e-10,2.1451603160471677e-08,5.0561570803202876e-11
1858,1.2681072153749742e-05,1.468954283608984e-10,2.170596984691591e-08,5.0561570803202876e-11
1859,1.31882579808007e-05,1.468954283608984e-10,2.034975007550851e-08,0.0
1860,1.3642954919695122e-05,9.86360873930384e-11,1.9916785427247826e-08,0.0
1861,1.3786609347984527e-05,4.8134226763149204e-11,1.8506833018453302e-08,0.0
1862,1.4332928523279926e-05,1.0385249802981531e-10,1.848545913166585e-08,0.0
1863,1.4564710129759209e-05,1.0385249802981531e-10,1.682714069671322e-08,0.0
1864,1.4762640083582873e-05,5.571827126666611e-11,1.548283495062768e-08,0.0
1865,1.4862810530757997e-05,9.994482225954876e-11,1.411455333563286e-08,0.0
1866,1.514320969623181e-05,9.994482225954876e-11,1.4769120783496094e-08,0.0
1867,1.5259384001962773e-05,9.994482225954876e-11,1.4957625487405883e-08,0.0
1868,1.5888158486632165e-05,9.994482225954876e-11,1.5953615190816047e-08,0.0
1869,1.6085182064021603e-05,4.422655099288266e-11,1.656340613871115e-08,0.0
1870,1.666694632669013e-05,8.64630113537958e-11,1.6951340648623566e-08,0.0
1871,1.750377279157484e-05,8.64630113537958e-11,1.7279662145597285e-08,0.0
1872,1.8001582118033965e-05,4.223646036091314e-11,1.722402220849517e-08,0.0
1873,1.8312796653065432e-05,1.5926272205797025e-10,1.6348355050662836e-08,0.0
1874,1.9111639890720005e-05,1.5926272205797025e-10,1.5431661155267714e-08,0.0
1875,1.950086906228015e-05,2.3949278274823117e-10,1.48123092204498e-08,0.0
1876,1.991040335269645e-05,2.3949278274823117e-10,1.3942134684847524e-08,0.0
1877,2.0046475973296246e-05,2.3220799489591977e-10,1.2192849269914469e-08,0.0
1878,2.0209411949118866e-05,2.3220799489591977e-10,1.1399708098126991e-08,0.0
1879,2.054931220689988e-05,2.3220799489591977e-10,1.2565506984125413e-08,0.0
1880,2.1027000392288236e-05,1.1518173319886265e-10,1.2956145997325815e-08,0.0
1881,2.1362490900043796e-05,1.4674732857449564e-10,1.2881666019585022e-08,0.0
1882,2.1770041192732087e-05,9.892684687302328e-11,1.278649186531311e-08,0.0
1883,2.2832420654594898e-05,9.892684687302328e-11,1.3525558070373985e-08,0.0
1884,2.3471788153983653e-05,1.5550789227753674e-10,1.3365115998047777e-08,0.0
1885,2.4155082428478636e-05,1.8453117010621056e-10,1.2733590372602878e-08,0.0
1886,2.5009537369312185e-05,1.8453117010621056e-10,1.1835062517308513e-08,0.0
1887,2.626743532476082e-05,2.1216513863236182e-10,1.1273934611263518e-08,0.0
1888,2.716090161162096e-05,2.3460522810151273e-10,1.1189936659811955e-08,0.0
1889,2.8307681142385782e-05,2.0219564911272414e-10,1.0826876855369555e-08,2.6170894816347966e-11
1890,2.8896029107272625e-05,2.2749133925843116e-10,1.0923174301577125e-08,2.6170894816347966e-11
1891,3.0511917689831796e-05,1.615636731542937e-10,1.0912157082693902e-08,2.6170894816347966e-11
1892,3.138528466349401e-05,1.325403953256199e-10,1.1196877583837964e-08,2.6170894816347966e-11
1893,3.22718497045571e-05,1.556020689281417e-10,1.039612332728471e-08,4.923256841886976e-11
1894,3.276047963091904e-05,1.500598732574941e-10,9.759772038161633e-09,4.923256841886976e-11
1895,3.3682646192443955e-05,9.605418841271022e-11,9.238983292699946e-09,4.923256841886976e-11
1896,3.427810692560992e-05,9.605418841271022e-11,9.014751358092456e-09,2.3061673602521792e-11
1897,3.5370407463882915e-05,8.933525348047461e-11,8.402929653682025e-09,2.3061673602521792e-11
1898,3.6039645887545445e-05,6.37302016714969e-11,9.27212338654369e-09,2.3061673602521792e-11
1899,3.781067737561118e-05,6.37302016714969e-11,9.315417516729343e-09,2.3061673602521792e-11
1900,3.973517336167528e-05,7.680973714206476e-11,9.42039145103633e-09,0.0
1901,4.149490788612249e-05,7.185465119733233e-11,9.909514605713606e-09,0.0
1902,4.3581771543748414e-05,1.235095220541993e-10,1.025608778856427e-08,0.0
1903,4.587059187802619e-05,1.5538781174471795e-10,1.011336754024634e-08,0.0
1904,4.780842885208715e-05,1.3681105653124652e-10,9.684465991049202e-09,1.5853739947819482e-11
1905,5.0316010206838003e-05,3.3502026748027143e-10,8.52059622857837e-09,1.5853739947819482e-11
1906,5.26233364195962e-05,4.5914015645021067e-10,8.256795818490609e-09,1.5853739947819482e-11
1907,5.501004956646024e-05,6.427515603091294e-10,7.791740649512998e-09,1.5853739947819482e-11
1908,5.766492280859633e-05,6.530637816240922e-10,7.282260699221459e-09,1.5853739947819482e-11
1909,6.062170099799654e-05,6.840949671817396e-10,7.21049233019601e-09,4.341575809181058e-11
1910,6.418173299087877e-05,7.348600141097807e-10,7.18210709952213e-09,4.341575809181058e-11
1911,6.770607329339587e-05,8.886172591411017e-10,7.023873165629928e-09,2.7562018143991095e-11
1912,7.112731223709748e-05,8.922055633980059e-10,6.736620087163406e-09,2.7562018143991095e-11
1913,7.520593083297302e-05,9.110648584759978e-10,6.5300465352485e-09,4.185993714354654e-11
1914,7.998919318197295e-05,8.082441620744468e-10,6.4110261861165844e-09,4.185993714354654e-11
