ngram,garbage,garbge,garbag,garbage
1920,5.0149142550383526e-06,1.011959315947283e-10,1.5008388262341806e-09,5.0149142550383526e-06
1921,4.661576927641623e-06,5.7346463887077344e-11,1.352431190847016e-09,4.661576927641623e-06
1922,4.194328669525151e-06,8.149775992949415e-11,1.2988345875010664e-09,4.194328669525151e-06
1923,4.0234996764151476e-06,8.149775992949415e-11,9.81146505310956e-10,4.0234996764151476e-06
1924,3.838260941587837e-06,8.149775992949415e-11,8.9025820842232e-10,3.838260941587837e-06
1925,3.585729213487606e-06,3.835704274043497e-11,7.838412280358753e-10,3.585729213487606e-06
1926,3.490251466636047e-06,2.4151296042416804e-11,7.247583941724248e-10,3.490251466636047e-06
1927,3.4278983938358058e-06,2.4151296042416804e-11,7.447171113910451e-10,3.4278983938358058e-06
1928,3.3813112167990766e-06,2.4151296042416804e-11,8.025413250623004e-10,3.3813112167990766e-06
1929,3.3279853661432365e-06,0.0,7.368944403087139e-10,3.3279853661432365e-06
1930,3.196718060800257e-06,0.0,6.632341085063434e-10,3.196718060800257e-06
1931,3.0973398484742835e-06,0.0,5.167049228958578e-10,3.0973398484742835e-06
1932,3.051948007331313e-06,0.0,6.592024703877541e-10,3.051948007331313e-06
1933,3.1343288355856203e-06,0.0,7.062693763160155e-10,3.1343288355856203e-06
1934,3.0656885558398372e-06,0.0,8.16715219263488e-10,3.0656885558398372e-06
1935,3.056870647404659e-06,0.0,8.804464538389059e-10,3.056870647404659e-06
1936,3.09572659976506e-06,0.0,9.171685553889728e-10,3.09572659976506e-06
1937,3.2222701195548453e-06,0.0,1.0518230651536597e-09,3.2222701195548453e-06
1938,3.391693845904748e-06,0.0,1.1605843191248815e-09,3.391693845904748e-06
1939,3.4903722995035684e-06,2.4894025333185457e-11,1.219127822503298e-09,3.4903722995035684e-06
1940,3.5878384616288324e-06,2.4894025333185457e-11,1.3612246568024083e-09,3.5878384616288324e-06
1941,3.6424483888757616e-06,2.4894025333185457e-11,1.3949744534106197e-09,3.6424483888757616e-06
1942,3.671780080237243e-06,4.980207119713904e-11,1.4662762432798055e-09,3.671780080237243e-06
1943,3.746473177151139e-06,4.980207119713904e-11,1.5781858994249172e-09,3.746473177151139e-06
1944,3.7915006032562815e-06,4.980207119713904e-11,1.7470725501210283e-09,3.7915006032562815e-06
1945,3.7430866736290876e-06,8.734091228035368e-11,1.9010831797672267e-09,3.7430866736290876e-06
1946,3.767025483674453e-06,1.286393035743976e-10,1.8259698832322003e-09,3.767025483674453e-06
1947,3.705793557985869e-06,1.4519627960269636e-10,1.8495058500584654e-09,3.705793557985869e-06
1948,3.79693613337752e-06,1.4519627960269636e-10,1.8026415598321982e-09,3.79693613337752e-06
1949,3.824253423902389e-06,1.202882337387428e-10,1.893684336324546e-09,3.824253423902389e-06
1950,4.077262376865422e-06,1.202882337387428e-10,2.0163371765897456e-09,4.077262376865422e-06
1951,4.094024883930355e-06,1.202882337387428e-10,2.1927198628241787e-09,4.094024883930355e-06
1952,4.107831143431083e-06,8.274939265552815e-11,2.0711035267747693e-09,4.107831143431083e-06
1953,4.028812099932111e-06,1.6556976028298768e-11,2.094752197098363e-09,4.028812099932111e-06
1954,3.985137157412412e-06,0.0,2.0455388969965936e-09,3.985137157412412e-06
1955,3.8247850235555755e-06,0.0,1.962969929460355e-09,3.8247850235555755e-06
1956,3.7074512420076644e-06,0.0,1.8248667814952618e-09,3.7074512420076644e-06
1957,3.3172976665290273e-06,0.0,1.5420483778783023e-09,3.3172976665290273e-06
1958,3.1501151300160146e-06,0.0,1.30016069339283e-09,3.1501151300160146e-06
1959,2.9879390694986796e-06,0.0,1.2380627158391023e-09,2.9879390694986796e-06
1960,2.885429466914502e-06,0.0,1.1819475874221196e-09,2.885429466914502e-06
1961,2.737034817203364e-06,0.0,1.1410369633273782e-09,2.737034817203364e-06
1962,2.671181229223813e-06,1.0201756106553717e-11,1.1915445614312554e-09,2.671181229223813e-06
1963,2.6777604489325313e-06,1.0201756106553717e-11,1.1380823267919433e-09,2.6777604489325313e-06
1964,2.7263941189760643e-06,1.0201756106553717e-11,1.1687742361234298e-09,2.7263941189760643e-06
1965,2.8063795980415307e-06,1.0201756106553717e-11,1.1511151079953867e-09,2.8063795980415307e-06
1966,2.980445580241004e-06,1.8994827536264072e-11,1.2830912522941519e-09,2.980445580241004e-06
1967,3.235651450138123e-06,1.8994827536264072e-11,1.4231204627433515e-09,3.235651450138123e-06
1968,3.503266140926696e-06,1.8994827536264072e-11,1.4886155007078271e-09,3.503266140926696e-06
1969,3.7555544167844346e-06,1.7769957132746886e-11,1.5065527872845256e-09,3.7555544167844346e-06
1970,3.9285485919598225e-06,2.653946606130069e-11,1.5684631530074204e-09,3.9285485919598225e-06
1971,4.089472278272817e-06,3.549036659793765e-11,1.5676573689964763e-09,4.089472278272817e-06
1972,4.1882551938345254e-06,3.549036659793765e-11,1.5472755775038293e-09,4.1882551938345254e-06
1973,4.201574288994639e-06,2.669729516822729e-11,1.674659823512416e-09,4.201574288994639e-06
1974,4.129344883300032e-06,5.113980469254439e-11,1.605556703460869e-09,4.129344883300032e-06
1975,4.034685032040995e-06,5.924930486709914e-11,1.7055349989446101e-09,4.034685032040995e-06
1976,3.914910004303758e-06,5.830885030763281e-11,1.6479970086992678e-09,3.914910004303758e-06
1977,3.850233724733698e-06,4.9539341379079005e-11,1.710426752613411e-09,3.850233724733698e-06
1978,3.753294289968575e-06,4.0588440842442046e-11,1.6137990071258506e-09,3.753294289968575e-06
1979,3.6768168618956613e-06,4.0588440842442046e-11,1.5519746836873643e-09,3.6768168618956613e-06
1980,3.630193175143047e-06,4.0588440842442046e-11,1.3546196148921702e-09,3.630193175143047e-06
1981,3.6093775049396626e-06,1.614593131812495e-11,1.2969336319176454e-09,3.6093775049396626e-06
1982,3.597871260093858e-06,8.036431143570206e-12,1.0512880566082572e-09,3.597871260093858e-06
1983,3.610298238397393e-06,0.0,9.700852105736552e-10,3.610298238397393e-06
1984,3.6838936726521103e-06,3.6752965750151494e-11,7.706931838745237e-10,3.6838936726521103e-06
1985,3.8012550963425644e-06,3.6752965750151494e-11,7.985308763431525e-10,3.8012550963425644e-06
1986,3.965077147378386e-06,3.6752965750151494e-11,7.985310508067706e-10,3.965077147378386e-06
1987,4.199908484484435e-06,5.012790083818481e-11,7.444052358656401e-10,4.199908484484435e-06
1988,4.427757046089807e-06,5.012790083818481e-11,7.671896768662074e-10,4.427757046089807e-06
1989,4.633034482789558e-06,5.012790083818481e-11,7.957094903611659e-10,4.633034482789558e-06
1990,4.81223313337458e-06,5.012790083818481e-11,7.786214213061677e-10,4.81223313337458e-06
1991,4.880352402584062e-06,1.3374935088033319e-11,8.430701216509209e-10,4.880352402584062e-06
1992,4.960522086808591e-06,1.3374935088033319e-11,8.245035685940292e-10,4.960522086808591e-06
1993,4.972481227533925e-06,1.9816294438701476e-11,7.185392717331699e-10,4.972481227533925e-06
1994,4.920790550906011e-06,1.2944489230504175e-11,7.486585359587191e-10,4.920790550906011e-06
1995,4.842033182025521e-06,1.2944489230504175e-11,6.408774344546231e-10,4.842033182025521e-06
1996,4.798984913837298e-06,1.2944489230504175e-11,5.70507621303459e-10,4.798984913837298e-06
1997,4.8230383202150866e-06,2.444953812820648e-11,5.012181860029687e-10,4.8230383202150866e-06
1998,4.8797345958259286e-06,2.444953812820648e-11,4.268192148921506e-10,4.8797345958259286e-06
1999,4.954376826000433e-06,2.444953812820648e-11,3.9291791645698227e-10,4.954376826000433e-06
2000,5.056336119326131e-06,2.8393037425157784e-11,4.0744298411356436e-10,5.056336119326131e-06
2001,5.103322369645216e-06,2.1889907545321765e-11,3.4616467232367095e-10,5.103322369645216e-06
2002,5.194620046365474e-06,2.1889907545321765e-11,3.8735161506891254e-10,5.194620046365474e-06
2003,5.2559371397364885e-06,2.1889907545321765e-11,3.747686962350473e-10,5.2559371397364885e-06
2004,5.27028552304338e-06,1.0384858647619462e-11,4.0293003854076556e-10,5.27028552304338e-06
2005,5.262618222851805e-06,1.0384858647619462e-11,3.8906031174512634e-10,5.262618222851805e-06
2006,5.296261081509458e-06,1.0384858647619462e-11,3.711305469294197e-10,5.296261081509458e-06
2007,5.384555541760554e-06,5.367161080650971e-12,3.941717745854183e-10,5.384555541760554e-06
2008,5.566968346621641e-06,5.367161080650971e-12,3.8072238219198443e-10,5.566968346621641e-06
2009,5.66207316816352e-06,1.3664519416772031e-11,3.404609927315505e-10,5.66207316816352e-06
2010,5.661453152632541e-06,1.3664519416772031e-11,3.287543412103641e-10,5.661453152632541e-06
2011,5.782708545406681e-06,1.3664519416772031e-11,3.2975939835898163e-10,5.782708545406681e-06
2012,5.86673396745547e-06,1.3664519416772031e-11,2.960930369936118e-10,5.86673396745547e-06
2013,5.816157486801135e-06,1.901554211710835e-11,2.86617693864447e-10,5.816157486801135e-06
2014,5.660386900022526e-06,1.884413111663541e-11,2.3243185154342427e-10,5.660386900022526e-06
2015,5.429460023671189e-06,1.884413111663541e-11,1.9553388620553924e-10,5.429460023671189e-06
2016,5.2873482932877125e-06,1.054677278051435e-11,1.561569004065217e-10,5.2873482932877125e-06
2017,5.303644002196961e-06,1.2304568243933408e-11,1.2964471568048067e-10,5.303644002196961e-06
2018,5.155336657480802e-06,1.476548189272009e-11,9.058009828311065e-11,5.155336657480802e-06
2019,5.026076905778609e-06,1.845685236590011e-11,8.519087085073762e-11,5.026076905778609e-06
