ngram,garbage,garbge,garbag,garbage
1550,2.814282246228166e-06,0.0,0.0,2.814282246228166e-06
1551,2.675177321569728e-06,0.0,0.0,2.675177321569728e-06
1552,2.675177321569728e-06,0.0,0.0,2.675177321569728e-06
1553,2.675177321569728e-06,0.0,0.0,2.675177321569728e-06
1554,2.675177321569728e-06,0.0,0.0,2.675177321569728e-06
1555,0.0,0.0,0.0,0.0
1556,0.0,0.0,0.0,0.0
1557,0.0,0.0,0.0,0.0
1558,0.0,0.0,0.0,0.0
1559,0.0,0.0,0.0,0.0
1560,0.0,0.0,0.0,0.0
1561,0.0,0.0,0.0,0.0
1562,0.0,0.0,0.0,0.0
1563,0.0,0.0,0.0,0.0
1564,0.0,0.0,0.0,0.0
1565,0.0,0.0,0.0,0.0
1566,0.0,0.0,0.0,0.0
1567,0.0,0.0,0.0,0.0
1568,0.0,0.0,0.0,0.0
1569,0.0,0.0,0.0,0.0
1570,0.0,0.0,0.0,0.0
1571,0.0,0.0,0.0,0.0
1572,0.0,0.0,0.0,0.0
1573,0.0,0.0,0.0,0.0
1574,0.0,0.0,0.0,0.0
1575,0.0,0.0,0.0,0.0
1576,0.0,0.0,0.0,0.0
1577,0.0,0.0,0.0,0.0
1578,0.0,0.0,0.0,0.0
1579,0.0,0.0,0.0,0.0
1580,0.0,0.0,0.0,0.0
1581,0.0,0.0,0.0,0.0
1582,0.0,0.0,0.0,0.0
1583,0.0,0.0,0.0,0.0
1584,0.0,0.0,0.0,0.0
1585,5.661542802824573e-07,0.0,0.0,5.661542802824573e-07
1586,5.661542802824573e-07,0.0,0.0,5.661542802824573e-07
1587,5.661542802824573e-07,0.0,0.0,5.661542802824573e-07
1588,5.661542802824573e-07,0.0,0.0,5.661542802824573e-07
1589,7.528807535501463e-07,0.0,0.0,7.528807535501463e-07
1590,7.528807535501463e-07,0.0,0.0,7.528807535501463e-07
1591,7.528807535501463e-07,0.0,0.0,7.528807535501463e-07
1592,1.867264732676891e-07,0.0,0.0,1.867264732676891e-07
1593,6.332799265302518e-07,0.0,0.0,6.332799265302518e-07
1594,6.332799265302518e-07,0.0,0.0,6.332799265302518e-07
1595,6.332799265302518e-07,0.0,0.0,6.332799265302518e-07
1596,4.465534532625627e-07,0.0,0.0,4.465534532625627e-07
1597,4.465534532625627e-07,0.0,0.0,4.465534532625627e-07
1598,4.907873696018734e-07,0.0,0.0,4.907873696018734e-07
1599,1.0803431434526698e-06,0.0,0.0,1.0803431434526698e-06
1600,7.402957749036432e-07,0.0,0.0,7.402957749036432e-07
1601,9.356196366232845e-07,0.0,0.0,9.356196366232845e-07
1602,1.0400203547890539e-06,0.0,0.0,1.0400203547890539e-06
1603,1.0400203547890539e-06,0.0,0.0,1.0400203547890539e-06
1604,1.0400203547890539e-06,0.0,0.0,1.0400203547890539e-06
1605,1.220660221536361e-06,0.0,0.0,1.220660221536361e-06
1606,6.311044476855646e-07,0.0,0.0,6.311044476855646e-07
1607,1.271095438174338e-06,0.0,0.0,1.271095438174338e-06
1608,1.275449173070748e-06,0.0,0.0,1.275449173070748e-06
1609,1.1710484549049788e-06,0.0,0.0,1.1710484549049788e-06
1610,1.1710484549049788e-06,0.0,0.0,1.1710484549049788e-06
1611,1.2734607334355782e-06,0.0,0.0,1.2734607334355782e-06
1612,1.0485869503489603e-06,0.0,0.0,1.0485869503489603e-06
1613,1.0485869503489603e-06,0.0,0.0,1.0485869503489603e-06
1614,3.02089875146651e-07,0.0,0.0,3.02089875146651e-07
1615,1.0241227853059951e-07,0.0,0.0,1.0241227853059951e-07
1616,1.0241227853059951e-07,0.0,0.0,1.0241227853059951e-07
1617,1.0241227853059951e-07,0.0,0.0,1.0241227853059951e-07
1618,0.0,0.0,0.0,0.0
1619,0.0,0.0,0.0,0.0
1620,0.0,0.0,0.0,0.0
1621,0.0,0.0,0.0,0.0
1622,0.0,0.0,0.0,0.0
1623,0.0,0.0,0.0,0.0
1624,0.0,0.0,0.0,0.0
1625,0.0,0.0,0.0,0.0
1626,0.0,0.0,0.0,0.0
1627,0.0,0.0,0.0,0.0
1628,1.310232521843448e-07,0.0,0.0,1.310232521843448e-07
1629,1.310232521843448e-07,0.0,0.0,1.310232521843448e-07
1630,1.310232521843448e-07,0.0,0.0,1.310232521843448e-07
1631,1.310232521843448e-07,0.0,0.0,1.310232521843448e-07
1632,2.2264938641975667e-07,0.0,0.0,2.2264938641975667e-07
1633,2.2264938641975667e-07,0.0,0.0,2.2264938641975667e-07
1634,2.2264938641975667e-07,0.0,0.0,2.2264938641975667e-07
1635,9.162613423541188e-08,0.0,0.0,9.162613423541188e-08
1636,9.162613423541188e-08,0.0,0.0,9.162613423541188e-08
1637,2.3794638894157417e-07,0.0,0.0,2.3794638894157417e-07
1638,2.3794638894157417e-07,0.0,0.0,2.3794638894157417e-07
1639,3.020607144727754e-07,0.0,0.0,3.020607144727754e-07
1640,3.020607144727754e-07,0.0,0.0,3.020607144727754e-07
1641,3.020607144727754e-07,0.0,0.0,3.020607144727754e-07
1642,3.020607144727754e-07,0.0,0.0,3.020607144727754e-07
1643,3.020607144727754e-07,0.0,0.0,3.020607144727754e-07
1644,1.557404597666131e-07,0.0,0.0,1.557404597666131e-07
1645,1.557404597666131e-07,0.0,0.0,1.557404597666131e-07
1646,0.0,0.0,0.0,0.0
1647,0.0,0.0,0.0,0.0
1648,9.169847154615646e-08,0.0,0.0,9.169847154615646e-08
1649,9.169847154615646e-08,0.0,0.0,9.169847154615646e-08
1650,1.7953874476006604e-07,0.0,0.0,1.7953874476006604e-07
1651,1.7953874476006604e-07,0.0,0.0,1.7953874476006604e-07
1652,4.578957373269077e-07,0.0,0.0,4.578957373269077e-07
1653,4.578957373269077e-07,0.0,0.0,4.578957373269077e-07
1654,4.99378923482904e-07,0.0,0.0,4.99378923482904e-07
1655,4.076804519367475e-07,0.0,0.0,4.076804519367475e-07
1656,4.076804519367475e-07,0.0,0.0,4.076804519367475e-07
1657,4.032534783553794e-07,0.0,0.0,4.032534783553794e-07
1658,4.5686911270032784e-07,0.0,0.0,4.5686911270032784e-07
1659,2.1067930536641404e-07,0.0,0.0,2.1067930536641404e-07
1660,2.1067930536641404e-07,0.0,0.0,2.1067930536641404e-07
1661,1.6919611921041776e-07,0.0,0.0,1.6919611921041776e-07
1662,2.0979597893853808e-07,0.0,0.0,2.0979597893853808e-07
1663,2.0979597893853808e-07,0.0,0.0,2.0979597893853808e-07
1664,1.2638267930599666e-07,0.0,0.0,1.2638267930599666e-07
1665,7.276704496104815e-08,0.0,0.0,7.276704496104815e-08
1666,4.059985972812033e-08,0.0,0.0,4.059985972812033e-08
1667,4.059985972812033e-08,0.0,0.0,4.059985972812033e-08
1668,4.059985972812033e-08,0.0,0.0,4.059985972812033e-08
1669,0.0,0.0,0.0,0.0
1670,0.0,0.0,0.0,0.0
1671,0.0,0.0,0.0,0.0
1672,0.0,0.0,0.0,0.0
1673,7.422861309740775e-08,0.0,0.0,7.422861309740775e-08
1674,1.0675913740344964e-07,0.0,0.0,1.0675913740344964e-07
1675,1.0675913740344964e-07,0.0,0.0,1.0675913740344964e-07
1676,1.0675913740344964e-07,0.0,0.0,1.0675913740344964e-07
1677,1.0675913740344964e-07,0.0,0.0,1.0675913740344964e-07
1678,1.0675913740344964e-07,0.0,0.0,1.0675913740344964e-07
1679,1.0675913740344964e-07,0.0,0.0,1.0675913740344964e-07
1680,3.2530524306041893e-08,0.0,0.0,3.2530524306041893e-08
1681,0.0,0.0,0.0,0.0
1682,4.032206594014756e-08,0.0,0.0,4.032206594014756e-08
1683,4.032206594014756e-08,0.0,0.0,4.032206594014756e-08
1684,4.032206594014756e-08,0.0,0.0,4.032206594014756e-08
1685,4.032206594014756e-08,0.0,0.0,4.032206594014756e-08
1686,4.032206594014756e-08,0.0,0.0,4.032206594014756e-08
1687,4.032206594014756e-08,0.0,0.0,4.032206594014756e-08
1688,4.032206594014756e-08,0.0,0.0,4.032206594014756e-08
1689,0.0,0.0,0.0,0.0
1690,0.0,0.0,0.0,0.0
1691,0.0,0.0,0.0,0.0
1692,0.0,0.0,0.0,0.0
1693,0.0,0.0,0.0,0.0
1694,0.0,0.0,0.0,0.0
1695,3.101360692068868e-08,0.0,0.0,3.101360692068868e-08
1696,3.101360692068868e-08,0.0,0.0,3.101360692068868e-08
1697,3.101360692068868e-08,0.0,0.0,3.101360692068868e-08
1698,9.324123035574822e-08,0.0,0.0,9.324123035574822e-08
1699,9.324123035574822e-08,0.0,0.0,9.324123035574822e-08
1700,9.324123035574822e-08,0.0,0.0,9.324123035574822e-08
1701,9.324123035574822e-08,0.0,0.0,9.324123035574822e-08
1702,6.222762343505955e-08,0.0,0.0,6.222762343505955e-08
1703,6.222762343505955e-08,0.0,0.0,6.222762343505955e-08
1704,6.222762343505955e-08,0.0,0.0,6.222762343505955e-08
1705,0.0,0.0,0.0,0.0
1706,2.215076579302279e-08,0.0,0.0,2.215076579302279e-08
1707,4.645567181731687e-08,0.0,0.0,4.645567181731687e-08
1708,4.645567181731687e-08,0.0,0.0,4.645567181731687e-08
1709,4.645567181731687e-08,0.0,0.0,4.645567181731687e-08
1710,4.645567181731687e-08,0.0,0.0,4.645567181731687e-08
1711,4.645567181731687e-08,0.0,0.0,4.645567181731687e-08
1712,4.645567181731687e-08,0.0,0.0,4.645567181731687e-08
1713,2.4304906024294074e-08,0.0,0.0,2.4304906024294074e-08
1714,0.0,0.0,0.0,0.0
1715,0.0,0.0,0.0,0.0
1716,0.0,0.0,0.0,0.0
1717,0.0,0.0,0.0,0.0
1718,0.0,0.0,0.0,0.0
1719,0.0,0.0,0.0,0.0
1720,9.061128228690255e-09,0.0,0.0,9.061128228690255e-09
1721,9.061128228690255e-09,0.0,0.0,9.061128228690255e-09
1722,1.678871492621121e-08,0.0,0.0,1.678871492621121e-08
1723,1.678871492621121e-08,0.0,0.0,1.678871492621121e-08
1724,2.2659634676561576e-08,0.0,0.0,2.2659634676561576e-08
1725,3.736554075674446e-08,0.0,0.0,3.736554075674446e-08
1726,4.375303877931661e-08,0.0,0.0,4.375303877931661e-08
1727,3.4691910550626355e-08,0.0,0.0,3.4691910550626355e-08
1728,3.4691910550626355e-08,0.0,0.0,3.4691910550626355e-08
1729,3.33363005771454e-08,0.0,0.0,3.33363005771454e-08
1730,5.7886014965496154e-08,0.0,0.0,5.7886014965496154e-08
1731,5.2015095215145786e-08,0.0,0.0,5.2015095215145786e-08
1732,8.737737999808814e-08,0.0,0.0,8.737737999808814e-08
1733,8.801465156693666e-08,0.0,0.0,8.801465156693666e-08
1734,9.317638318049961e-08,0.0,0.0,9.317638318049961e-08
1735,1.0611023526507779e-07,0.0,0.0,1.0611023526507779e-07
1736,9.97382585410378e-08,0.0,0.0,9.97382585410378e-08
1737,8.90318005986046e-08,0.0,0.0,8.90318005986046e-08
1738,8.90318005986046e-08,0.0,0.0,8.90318005986046e-08
1739,3.8963609735479365e-08,0.0,0.0,3.8963609735479365e-08
1740,3.193884014405869e-08,0.0,0.0,3.193884014405869e-08
1741,3.8659810083377777e-08,0.0,0.0,3.8659810083377777e-08
1742,7.036756345866837e-08,0.0,0.0,7.036756345866837e-08
1743,7.036756345866837e-08,0.0,0.0,7.036756345866837e-08
1744,7.438054845059533e-08,0.0,0.0,7.438054845059533e-08
1745,7.438054845059533e-08,0.0,0.0,7.438054845059533e-08
1746,8.931447987541625e-08,0.0,0.0,8.931447987541625e-08
1747,9.763278338173872e-08,0.0,0.0,9.763278338173872e-08
1748,1.0030900909896445e-07,0.0,0.0,1.0030900909896445e-07
1749,1.002649270276379e-07,0.0,0.0,1.002649270276379e-07
1750,1.1345985281455537e-07,0.0,0.0,1.1345985281455537e-07
1751,1.1344930430011249e-07,0.0,0.0,1.1344930430011249e-07
1752,1.446380254930903e-07,0.0,0.0,1.446380254930903e-07
1753,1.7999761630400307e-07,0.0,0.0,1.7999761630400307e-07
1754,1.9259965609665285e-07,0.0,0.0,1.9259965609665285e-07
1755,1.780407288265451e-07,0.0,0.0,1.780407288265451e-07
1756,1.5165602767248337e-07,0.0,0.0,1.5165602767248337e-07
1757,1.9022819636964933e-07,0.0,0.0,1.9022819636964933e-07
1758,1.9413559674116447e-07,0.0,0.0,1.9413559674116447e-07
1759,1.803408500628783e-07,0.0,0.0,1.803408500628783e-07
1760,1.4069279582632328e-07,0.0,0.0,1.4069279582632328e-07
1761,1.33650290073157e-07,0.0,0.0,1.33650290073157e-07
1762,1.5779352935396673e-07,0.0,0.0,1.5779352935396673e-07
1763,1.5945142856870526e-07,0.0,0.0,1.5945142856870526e-07
1764,1.5265520910848602e-07,0.0,0.0,1.5265520910848602e-07
1765,1.4858656628900591e-07,0.0,0.0,1.4858656628900591e-07
1766,1.481978527197368e-07,0.0,0.0,1.481978527197368e-07
1767,1.4638589159890865e-07,0.0,0.0,1.4638589159890865e-07
1768,1.5396575443154298e-07,0.0,0.0,1.5396575443154298e-07
1769,1.5114633303677953e-07,0.0,0.0,1.5114633303677953e-07
1770,1.7451943737764202e-07,0.0,0.0,1.7451943737764202e-07
1771,1.8746672785547552e-07,0.0,0.0,1.8746672785547552e-07
1772,2.014152583131233e-07,0.0,0.0,2.014152583131233e-07
1773,2.2074267036487072e-07,0.0,0.0,2.2074267036487072e-07
1774,2.6803089018098293e-07,0.0,0.0,2.6803089018098293e-07
1775,3.0434697302033395e-07,0.0,0.0,3.0434697302033395e-07
1776,3.209963291997805e-07,0.0,0.0,3.209963291997805e-07
1777,2.8942470464699e-07,0.0,0.0,2.8942470464699e-07
1778,2.426311139304614e-07,0.0,0.0,2.426311139304614e-07
1779,2.417383616456651e-07,0.0,0.0,2.417383616456651e-07
1780,2.382936524928222e-07,0.0,0.0,2.382936524928222e-07
1781,2.012970950561664e-07,0.0,0.0,2.012970950561664e-07
1782,1.737371805786227e-07,0.0,0.0,1.737371805786227e-07
1783,1.5750999641081114e-07,0.0,0.0,1.5750999641081114e-07
1784,1.7080487627449008e-07,0.0,0.0,1.7080487627449008e-07
1785,1.8880650389162058e-07,0.0,0.0,1.8880650389162058e-07
1786,1.8888853706552515e-07,0.0,0.0,1.8888853706552515e-07
1787,1.6889198966347457e-07,0.0,0.0,1.6889198966347457e-07
1788,1.7589786186330718e-07,0.0,0.0,1.7589786186330718e-07
1789,1.8407569310089196e-07,0.0,0.0,1.8407569310089196e-07
1790,1.8332182349922732e-07,0.0,0.0,1.8332182349922732e-07
1791,1.9093372977912232e-07,0.0,0.0,1.9093372977912232e-07
1792,1.8792581560741643e-07,0.0,0.0,1.8792581560741643e-07
1793,1.8471217292212065e-07,0.0,0.0,1.8471217292212065e-07
1794,2.0575226601847264e-07,0.0,0.0,2.0575226601847264e-07
1795,2.106724760356623e-07,0.0,0.0,2.106724760356623e-07
1796,2.0072562481995453e-07,0.0,0.0,2.0072562481995453e-07
1797,2.511658842812332e-07,0.0,0.0,2.511658842812332e-07
1798,2.5967152136477776e-07,0.0,0.0,2.5967152136477776e-07
1799,2.7801018274788346e-07,0.0,0.0,2.7801018274788346e-07
1800,2.7798304610574374e-07,0.0,0.0,2.7798304610574374e-07
1801,2.714476242512579e-07,0.0,0.0,2.714476242512579e-07
1802,2.846773067436256e-07,0.0,0.0,2.846773067436256e-07
1803,2.948424529287357e-07,0.0,0.0,2.948424529287357e-07
1804,2.825951160697774e-07,0.0,0.0,2.825951160697774e-07
1805,3.272040649855106e-07,0.0,0.0,3.272040649855106e-07
1806,3.6625879472142386e-07,0.0,0.0,3.6625879472142386e-07
1807,3.7068815978662837e-07,0.0,0.0,3.7068815978662837e-07
1808,3.7388928676916423e-07,0.0,0.0,3.7388928676916423e-07
1809,3.567470758168513e-07,0.0,0.0,3.567470758168513e-07
1810,3.525712283395218e-07,0.0,0.0,3.525712283395218e-07
1811,3.177621152872234e-07,0.0,0.0,3.177621152872234e-07
1812,2.664425327988543e-07,0.0,0.0,2.664425327988543e-07
1813,2.1668326967626073e-07,0.0,0.0,2.1668326967626073e-07
1814,2.1016531499234198e-07,0.0,0.0,2.1016531499234198e-07
1815,2.1394714622147148e-07,0.0,0.0,2.1394714622147148e-07
1816,2.198984755555752e-07,0.0,0.0,2.198984755555752e-07
1817,2.1527880481439103e-07,0.0,0.0,2.1527880481439103e-07
1818,2.39242286933664e-07,0.0,0.0,2.39242286933664e-07
1819,2.389858134880082e-07,0.0,0.0,2.389858134880082e-07
1820,2.473889192547826e-07,0.0,0.0,2.473889192547826e-07
1821,2.581483268418846e-07,0.0,1.2855425454308796e-10,2.581483268418846e-07
1822,2.559596582938996e-07,0.0,1.2855425454308796e-10,2.559596582938996e-07
1823,2.461864251504916e-07,0.0,2.690170229437326e-10,2.461864251504916e-07
1824,2.477560323248846e-07,0.0,2.690170229437326e-10,2.477560323248846e-07
1825,2.3005788664574668e-07,0.0,2.690170229437326e-10,2.3005788664574668e-07
1826,2.2888288039471911e-07,0.0,2.690170229437326e-10,2.2888288039471911e-07
1827,2.1370657472224203e-07,0.0,2.690170229437326e-10,2.1370657472224203e-07
1828,2.124286656420996e-07,0.0,1.4046276840064464e-10,2.124286656420996e-07
1829,3.392689750723678e-07,0.0,4.2155988224022526e-10,3.392689750723678e-07
1830,3.5912511415452694e-07,0.0,2.810971138395806e-10,3.5912511415452694e-07
1831,3.6889336334817404e-07,0.0,2.810971138395806e-10,3.6889336334817404e-07
1832,4.01773594457414e-07,0.0,2.810971138395806e-10,4.01773594457414e-07
1833,4.0421425597157524e-07,0.0,3.635753761547075e-10,4.0421425597157524e-07
1834,4.1245256251646166e-07,0.0,3.635753761547075e-10,4.1245256251646166e-07
1835,4.1761042065705365e-07,0.0,3.635753761547075e-10,4.1761042065705365e-07
1836,3.004638732103818e-07,0.0,8.247826231512688e-11,3.004638732103818e-07
1837,2.944627916739202e-07,0.0,8.247826231512688e-11,2.944627916739202e-07
1838,2.9406840797361967e-07,0.0,8.247826231512688e-11,2.9406840797361967e-07
1839,2.7101419927281055e-07,0.0,8.247826231512688e-11,2.7101419927281055e-07
1840,2.8559335061930013e-07,0.0,7.558596605759606e-11,2.8559335061930013e-07
1841,2.8382512644904115e-07,0.0,7.558596605759606e-11,2.8382512644904115e-07
1842,2.8857467019146756e-07,0.0,7.558596605759606e-11,2.8857467019146756e-07
1843,2.820352043337542e-07,0.0,7.558596605759606e-11,2.820352043337542e-07
1844,2.784551043077954e-07,0.0,7.558596605759606e-11,2.784551043077954e-07
1845,2.8815166176952645e-07,0.0,7.558596605759606e-11,2.8815166176952645e-07
1846,2.9340394494933466e-07,0.0,7.558596605759606e-11,2.9340394494933466e-07
1847,2.922290199031912e-07,0.0,0.0,2.922290199031912e-07
1848,2.9853766087788766e-07,0.0,0.0,2.9853766087788766e-07
1849,2.907361493141382e-07,0.0,5.3739536630205616e-11,2.907361493141382e-07
1850,3.000131901639439e-07,0.0,5.3739536630205616e-11,3.000131901639439e-07
1851,3.2677858793509327e-07,0.0,5.3739536630205616e-11,3.2677858793509327e-07
1852,3.2814969180045797e-07,0.0,5.3739536630205616e-11,3.2814969180045797e-07
1853,3.321855014551797e-07,0.0,5.3739536630205616e-11,3.321855014551797e-07
1854,3.369805767761136e-07,0.0,5.3739536630205616e-11,3.369805767761136e-07
1855,3.3906653129633924e-07,0.0,5.3739536630205616e-11,3.3906653129633924e-07
1856,3.5650583640745026e-07,0.0,4.969880459551998e-11,3.5650583640745026e-07
1857,3.524612769264682e-07,0.0,9.783303135866918e-11,3.524612769264682e-07
1858,3.4060626116375457e-07,0.0,9.783303135866918e-11,3.4060626116375457e-07
1859,3.3630557335787413e-07,0.0,9.783303135866918e-11,3.3630557335787413e-07
1860,3.3729820561997516e-07,0.0,1.5882824024236542e-10,3.3729820561997516e-07
1861,3.2743642058059255e-07,0.0,1.5882824024236542e-10,3.2743642058059255e-07
1862,3.789206337907152e-07,0.0,1.5882824024236542e-10,3.789206337907152e-07
1863,3.95291798278257e-07,0.0,2.0460519786372596e-10,3.95291798278257e-07
1864,4.288423675851456e-07,9.41902429068315e-11,1.5647097110057676e-10,4.288423675851456e-07
1865,4.648571478225806e-07,9.41902429068315e-11,2.006975220934594e-10,4.648571478225806e-07
1866,5.01874142498439e-07,9.41902429068315e-11,2.449371419973748e-10,5.01874142498439e-07
1867,5.11580355220888e-07,9.41902429068315e-11,1.8394193311367856e-10,5.11580355220888e-07
1868,5.410819799830538e-07,9.41902429068315e-11,1.8394193311367856e-10,5.410819799830538e-07
1869,5.389201679203584e-07,9.41902429068315e-11,1.8394193311367856e-10,5.389201679203584e-07
1870,5.687633769671915e-07,9.41902429068315e-11,8.846617089679804e-11,5.687633769671915e-07
1871,6.632697753567689e-07,4.057606235135276e-11,1.6961829559950355e-10,6.632697753567689e-07
1872,7.205686074485129e-07,4.057606235135276e-11,2.072951651602547e-10,7.205686074485129e-07
1873,7.288285084022001e-07,4.057606235135276e-11,1.6305554525633933e-10,7.288285084022001e-07
1874,7.749588754839871e-07,4.057606235135276e-11,1.6305554525633933e-10,7.749588754839871e-07
1875,7.918750384305895e-07,4.057606235135276e-11,2.031705756014698e-10,7.918750384305895e-07
1876,8.227577836805722e-07,4.057606235135276e-11,2.031705756014698e-10,8.227577836805722e-07
1877,8.603625474279397e-07,4.057606235135276e-11,2.3812224811007153e-10,8.603625474279397e-07
1878,8.331324709485801e-07,0.0,1.56970123407366e-10,8.331324709485801e-07
1879,7.964771059830258e-07,0.0,1.0998051675719417e-10,7.964771059830258e-07
1880,8.198968300478425e-07,0.0,1.428672002130276e-10,8.198968300478425e-07
1881,8.265380253240957e-07,0.0,1.428672002130276e-10,8.265380253240957e-07
1882,9.059340543769525e-07,0.0,1.6757132784547427e-10,9.059340543769525e-07
1883,9.839768690004088e-07,0.0,2.6393920977379233e-10,9.839768690004088e-07
1884,1.083348617417609e-06,0.0,3.205202551783058e-10,1.083348617417609e-06
1885,1.1360522600105988e-06,0.0,4.0759009064686834e-10,1.1360522600105988e-06
1886,1.2488695071104822e-06,0.0,4.5544212647273344e-10,1.2488695071104822e-06
1887,1.3245106142026738e-06,0.0,5.607252836651152e-10,1.3245106142026738e-06
1888,1.428576703282098e-06,0.0,6.417338089497499e-10,1.428576703282098e-06
1889,1.5315073856722198e-06,0.0,6.815982302375647e-10,1.5315073856722198e-06
1890,1.6347108677499428e-06,0.0,6.358217286006607e-10,1.6347108677499428e-06
1891,1.7624869152703987e-06,0.0,5.954991143055009e-10,1.7624869152703987e-06
1892,1.9871821125759326e-06,0.0,5.758440272237867e-10,1.9871821125759326e-06
1893,2.1765197451324118e-06,0.0,8.159415960345179e-10,2.1765197451324118e-06
1894,2.482009173425987e-06,0.0,8.765977110858358e-10,2.482009173425987e-06
1895,2.6968216388922883e-06,0.0,8.591028087336281e-10,2.6968216388922883e-06
1896,2.911347792178276e-06,0.0,8.513213586461685e-10,2.911347792178276e-06
1897,3.0654679059287967e-06,0.0,1.0050742817378578e-09,3.0654679059287967e-06
1898,3.0999777728928687e-06,0.0,1.1883603624949858e-09,3.0999777728928687e-06
1899,3.0155639966064233e-06,1.8213906573448314e-11,1.1938012404019309e-09,3.0155639966064233e-06
1900,3.0230413748150956e-06,1.8213906573448314e-11,9.070790309349621e-10,3.0230413748150956e-06
1901,2.8858510501907275e-06,1.8213906573448314e-11,8.45346570521599e-10,2.8858510501907275e-06
1902,2.905158615768804e-06,1.8213906573448314e-11,9.884524310166398e-10,2.905158615768804e-06
1903,2.8664557183739296e-06,9.790963278228609e-11,1.0190634606007824e-09,2.8664557183739296e-06
1904,2.821586284491267e-06,9.790963278228609e-11,9.098415988871369e-10,2.821586284491267e-06
1905,2.9541170728667306e-06,1.2840335739117137e-10,7.515797270255372e-10,2.9541170728667306e-06
1906,3.1147336098261543e-06,1.1018945081772306e-10,8.028439897016832e-10,3.1147336098261543e-06
1907,3.279780198032053e-06,1.1018945081772306e-10,9.278546978360883e-10,3.279780198032053e-06
1908,3.560138728581868e-06,1.1018945081772306e-10,9.417302017565378e-10,3.560138728581868e-06
1909,3.828384901031054e-06,1.1018945081772306e-10,1.0107309116642276e-09,3.828384901031054e-06
1910,4.1023716741100154e-06,3.0493724608885284e-11,1.0071827578299925e-09,4.1023716741100154e-06
1911,4.43947614517778e-06,5.844958842323881e-11,1.05183963126722e-09,4.43947614517778e-06
1912,4.7545273511267235e-06,5.6784079422682914e-11,1.1774028339596653e-09,4.7545273511267235e-06
1913,5.078992606805903e-06,5.6784079422682914e-11,1.310645488964265e-09,5.078992606805903e-06
1914,5.389253731534284e-06,1.0063354713033386e-10,1.3541244237025296e-09,5.389253731534284e-06
1915,5.695095101795492e-06,1.0063354713033386e-10,1.474113696188693e-09,5.695095101795492e-06
1916,5.658008896196927e-06,1.0063354713033386e-10,1.5898419168460164e-09,5.658008896196927e-06
1917,5.6057397809386856e-06,1.0063354713033386e-10,1.7032943944172985e-09,5.6057397809386856e-06
1918,5.564790626522154e-06,1.1581840050503952e-10,1.6929372348428728e-09,5.564790626522154e-06
1919,5.2431373985330405e-06,1.011959315947283e-10,1.6189914409103778e-09,5.2431373985330405e-06
