ngram,catch,ctch,catc,cath
1591,5.693881796884982e-05,0.0,1.0963300220672473e-06,0.0
1592,5.6869557088897894e-05,0.0,7.188938460395937e-07,0.0
1593,2.467150404429828e-05,0.0,0.0,0.0
1594,2.477423731761519e-05,0.0,0.0,0.0
1595,2.5483881992321195e-05,0.0,0.0,0.0
1596,2.429525544097747e-05,0.0,0.0,0.0
1597,2.3561086631421597e-05,0.0,4.842483706722435e-07,0.0
1598,2.13811950483692e-05,0.0,4.842483706722435e-07,0.0
1599,1.7769700207281858e-05,0.0,4.842483706722435e-07,0.0
1600,1.4369226261935961e-05,0.0,5.907544553857795e-07,0.0
1601,1.5901169003232747e-05,0.0,5.907544553857795e-07,3.906477234392826e-07
1602,1.3514406743654814e-05,0.0,5.907544553857795e-07,3.906477234392826e-07
1603,1.493497627182348e-05,0.0,1.0028645647253143e-06,3.906477234392826e-07
1604,1.3391648605777715e-05,0.0,5.186161940530707e-07,3.906477234392826e-07
1605,1.646252641356633e-05,0.0,5.186161940530707e-07,3.906477234392826e-07
1606,1.8989190006582897e-05,0.0,5.186161940530707e-07,3.906477234392826e-07
1607,2.389610576106601e-05,0.0,4.121101093395347e-07,3.906477234392826e-07
1608,2.198205077417827e-05,0.0,4.121101093395347e-07,0.0
1609,2.163235707744856e-05,0.0,4.121101093395347e-07,0.0
1610,2.0561627284873145e-05,0.0,0.0,0.0
1611,1.9711526127658935e-05,0.0,0.0,0.0
1612,1.8847679744534878e-05,0.0,0.0,0.0
1613,1.5560897898987086e-05,0.0,0.0,0.0
1614,1.0907360287352016e-05,0.0,0.0,0.0
1615,9.87214840668977e-06,0.0,0.0,3.809432525615973e-07
1616,9.993128742280533e-06,0.0,3.6042453237834185e-07,3.809432525615973e-07
1617,1.0938483131082779e-05,0.0,4.839658670009937e-07,3.809432525615973e-07
1618,1.131271600180688e-05,0.0,4.839658670009937e-07,3.809432525615973e-07
1619,1.2292415379176549e-05,0.0,4.839658670009937e-07,4.934777523755786e-07
1620,1.3917955779366561e-05,0.0,4.839658670009937e-07,4.934777523755786e-07
1621,1.616787663546607e-05,0.0,6.623838625533349e-07,8.503137434802608e-07
1622,1.5968777396275463e-05,0.0,6.623838625533349e-07,4.6937049091866356e-07
1623,1.6412978636383612e-05,0.0,3.01959330174993e-07,4.6937049091866356e-07
1624,1.630567619161281e-05,0.0,1.7841799555234112e-07,4.6937049091866356e-07
1625,1.6665352242333548e-05,0.0,1.7841799555234112e-07,4.6937049091866356e-07
1626,1.3874753936501552e-05,0.0,1.7841799555234112e-07,3.5683599110468223e-07
1627,1.2089050739762439e-05,0.0,1.7841799555234112e-07,5.16607331389553e-07
1628,9.37234205723923e-06,0.0,6.55116260921724e-08,2.2528296637704314e-07
1629,9.552318910469434e-06,0.0,6.55116260921724e-08,3.0781231024385694e-07
1630,8.442660535885288e-06,0.0,6.55116260921724e-08,3.940613087901771e-07
1631,9.093356961134954e-06,0.0,6.55116260921724e-08,4.5074129470127187e-07
1632,9.771535457860279e-06,0.0,6.55116260921724e-08,4.5074129470127187e-07
1633,9.720168756237918e-06,0.0,6.55116260921724e-08,4.5074129470127187e-07
1634,1.0380335489961518e-05,0.0,6.55116260921724e-08,4.1438811747087e-07
1635,1.0763480077002896e-05,0.0,0.0,4.311962048372412e-07
1636,1.149707090267579e-05,0.0,0.0,3.4866686097042733e-07
1637,1.2988793969270773e-05,0.0,0.0,3.3557798977718836e-07
1638,1.2252835923780886e-05,0.0,0.0,4.135680780694072e-07
1639,1.2742664304304136e-05,0.0,0.0,4.914383079527138e-07
1640,1.822563743709387e-05,0.0,0.0,4.914383079527138e-07
1641,1.6665027455279153e-05,0.0,0.0,3.6802014489824485e-07
1642,1.8668726657519335e-05,0.0,0.0,3.936502659079062e-07
1643,1.791495128600218e-05,0.0,0.0,3.936502659079062e-07
1644,1.6563601905415582e-05,0.0,0.0,3.20490138554825e-07
1645,1.6766488475436097e-05,0.0,0.0,1.8582006435151145e-07
1646,1.5662110627090442e-05,0.0,0.0,1.0794983446820489e-07
1647,1.2203761701000206e-05,0.0,3.121366652132045e-07,2.119953868324436e-07
1648,1.3775327715848107e-05,0.0,4.03835136759361e-07,2.119953868324436e-07
1649,1.1788477162813901e-05,0.0,4.03835136759361e-07,1.040455523642387e-07
1650,2.9644115719358005e-05,0.0,4.03835136759361e-07,1.040455523642387e-07
1651,2.97595029873524e-05,0.0,4.4683521796936733e-07,1.040455523642387e-07
1652,2.901636578047016e-05,0.0,4.4683521796936733e-07,2.7105973491156223e-07
1653,2.9063530486642515e-05,0.0,4.4683521796936733e-07,2.7105973491156223e-07
1654,2.7186659540997687e-05,0.0,1.761817389121591e-07,1.6701418254732354e-07
1655,2.687878908805682e-05,0.0,1.4258631202730093e-07,2.8322027186992014e-07
1656,2.6895749994894557e-05,0.0,1.4258631202730093e-07,2.8322027186992014e-07
1657,9.401904727773009e-06,0.0,1.4258631202730093e-07,3.110247044040599e-07
1658,1.2820000587713107e-05,0.0,9.958623081729456e-08,3.646403387490084e-07
1659,1.2460050259375879e-05,0.0,9.958623081729456e-08,2.941277098703462e-07
1660,1.174468460314009e-05,0.0,9.958623081729456e-08,2.941277098703462e-07
1661,1.1709526266453654e-05,0.0,5.81030446612983e-08,2.941277098703462e-07
1662,1.2303723711478856e-05,0.0,0.0,1.7792162054774963e-07
1663,1.1889153159115398e-05,0.0,1.3138995719990427e-07,1.7792162054774963e-07
1664,1.2494808548321349e-05,0.0,1.7069293838695948e-07,1.5011718801360985e-07
1665,9.27927599799919e-06,0.0,2.147845553476405e-07,9.650155366866134e-08
1666,9.343052884755057e-06,0.0,2.147845553476405e-07,0.0
1667,1.0746150370063593e-05,0.0,2.472368712298183e-07,0.0
1668,1.1768227133351112e-05,0.0,2.472368712298183e-07,0.0
1669,1.0331366281336938e-05,0.0,2.472368712298183e-07,0.0
1670,1.0830052360688569e-05,0.0,1.1584691402991406e-07,0.0
1671,1.0665321562035907e-05,3.911019267174457e-08,1.1565412551460343e-07,7.822038534348913e-08
1672,1.0832990548286553e-05,3.911019267174457e-08,7.15625085539224e-08,1.0282098677245293e-07
1673,1.0529151105791762e-05,3.911019267174457e-08,9.630537890968429e-08,1.0282098677245293e-07
1674,9.753345628788728e-06,3.911019267174457e-08,9.638358733354835e-08,1.0282098677245293e-07
1675,9.718315530855242e-06,3.911019267174457e-08,9.638358733354835e-08,1.371394863066858e-07
1676,1.0391751987169431e-05,3.911019267174457e-08,9.638358733354835e-08,2.2303250700263432e-07
1677,1.0751927220553625e-05,3.911019267174457e-08,9.638358733354835e-08,2.56618704952416e-07
1678,1.155710262017757e-05,0.0,5.727339466180378e-08,1.7839831960892688e-07
1679,1.1908322838800295e-05,0.0,8.034516391879671e-08,1.5379771817996308e-07
1680,1.2161000215980624e-05,0.0,5.5602293563034825e-08,1.5379771817996308e-07
1681,1.3398404787169835e-05,0.0,6.782346417821827e-08,1.5379771817996308e-07
1682,1.287538660627823e-05,0.0,6.782346417821827e-08,1.39640251615804e-07
1683,1.2126108361241808e-05,0.0,6.782346417821827e-08,5.374723091985548e-08
1684,1.20203992212607e-05,0.0,6.782346417821827e-08,2.016103297007378e-08
1685,1.0336512981926457e-05,0.0,6.782346417821827e-08,4.036686464457619e-08
1686,1.001977729434397e-05,0.0,4.475169492122534e-08,4.036686464457619e-08
1687,1.0235845430932905e-05,0.0,4.475169492122534e-08,4.036686464457619e-08
1688,9.73318836778552e-06,0.0,0.0,1.3355002132746969e-07
1689,8.912244149022236e-06,0.0,0.0,1.1338898835739591e-07
1690,8.881136896629219e-06,0.0,0.0,1.1338898835739591e-07
1691,9.255700206267647e-06,0.0,0.0,1.1338898835739591e-07
1692,9.532167301326158e-06,0.0,2.3668044540110193e-08,9.31831566828935e-08
1693,9.286793946167954e-06,0.0,2.3668044540110193e-08,9.31831566828935e-08
1694,9.04725383017129e-06,0.0,2.3668044540110193e-08,9.31831566828935e-08
1695,8.641016717904546e-06,0.0,3.9174848000454535e-08,4.652041038103302e-08
1696,9.205730293615488e-06,0.0,3.9174848000454535e-08,4.652041038103302e-08
1697,1.0088058063826924e-05,0.0,3.9174848000454535e-08,4.652041038103302e-08
1698,9.11232109501725e-06,0.0,5.991738914547438e-08,4.652041038103302e-08
1699,9.300178265090966e-06,0.0,3.624934460536419e-08,4.652041038103302e-08
1700,9.629581654735375e-06,0.0,3.624934460536419e-08,5.951826307994322e-08
1701,1.1169945277548063e-05,0.0,3.624934460536419e-08,5.951826307994322e-08
1702,1.1214711386336213e-05,0.0,3.272770093027637e-08,3.696817226942325e-08
1703,1.1078356562523237e-05,0.0,3.272770093027637e-08,3.696817226942325e-08
1704,1.0998844378004183e-05,0.0,3.272770093027637e-08,3.696817226942325e-08
1705,1.1485553321628167e-05,0.0,1.1985159785256525e-08,3.696817226942325e-08
1706,1.296628215641249e-05,0.0,1.1985159785256525e-08,5.911893806244604e-08
1707,1.3025352278158867e-05,0.0,2.4137612797403563e-08,5.8273538375682877e-08
1708,1.1717143284581003e-05,0.0,2.4137612797403563e-08,6.79194057186448e-08
1709,1.1277678043240615e-05,0.0,1.2152453012147037e-08,4.3949086148131755e-08
1710,1.1701185030688066e-05,0.0,1.2152453012147037e-08,4.3949086148131755e-08
1711,1.1490944546364648e-05,0.0,1.2152453012147037e-08,4.3949086148131755e-08
1712,1.154082799205623e-05,0.0,1.2152453012147037e-08,4.3949086148131755e-08
1713,1.0258168133857129e-05,0.0,1.2152453012147037e-08,5.425236590131785e-08
1714,1.020023527027141e-05,0.0,0.0,4.209991288917081e-08
1715,1.0173678804546529e-05,0.0,1.132235334060689e-08,4.377639888681577e-08
1716,1.1069802245141805e-05,0.0,1.132235334060689e-08,4.377639888681577e-08
1717,1.1466901404284207e-05,0.0,1.132235334060689e-08,5.141780436344691e-08
1718,1.1485936348825427e-05,0.0,1.132235334060689e-08,5.141780436344691e-08
1719,1.162905768329178e-05,0.0,3.1076966016436406e-08,5.141780436344691e-08
1720,1.1615819208340586e-05,0.0,3.1076966016436406e-08,3.708601527461854e-08
1721,1.1451742206450685e-05,8.760058075755036e-09,3.1076966016436406e-08,3.708601527461854e-08
1722,1.1455267277986942e-05,8.760058075755036e-09,1.9754612675829516e-08,2.5763661934011647e-08
1723,1.1363574360854858e-05,8.760058075755036e-09,2.592978885575446e-08,2.5763661934011647e-08
1724,1.070056324741537e-05,8.760058075755036e-09,3.180070860610483e-08,2.9864095958081245e-08
1725,1.0443255632708315e-05,8.760058075755036e-09,3.180070860610483e-08,3.7217048998172686e-08
1726,1.016277825069015e-05,8.760058075755036e-09,2.482109197541961e-08,3.7217048998172686e-08
1727,9.996085022326692e-06,8.760058075755036e-09,5.219195539244278e-08,1.9094792540792175e-08
1728,9.862912780330849e-06,0.0,5.8671515392104216e-08,1.9094792540792175e-08
1729,9.964888834344623e-06,0.0,5.8671515392104216e-08,2.546676926483217e-08
1730,1.02901793590198e-05,0.0,6.067957717245268e-08,4.1833245185378994e-08
1731,1.0147617623650668e-05,0.0,6.177539698829346e-08,3.009140568467826e-08
1732,1.0706636982961624e-05,0.0,8.680949241985608e-08,7.906516888819429e-08
1733,1.044642483196055e-05,0.0,8.105926596613244e-08,9.311470807103563e-08
1734,1.127883466064564e-05,0.0,5.368840254910927e-08,1.4989375582022797e-07
1735,1.1451053848889257e-05,0.0,5.3675768591736935e-08,1.7576145998938436e-07
1736,1.1191687917744275e-05,0.0,5.9188093664325995e-08,1.6938948326534436e-07
1737,9.93231755533738e-06,0.0,6.484811214997016e-08,1.5994463556775633e-07
1738,9.603063582679689e-06,0.0,6.337318885536141e-08,1.654364518393387e-07
1739,8.784818419371732e-06,3.2309164867326346e-09,4.480092639726406e-08,1.2526431853692494e-07
1740,9.204622204249193e-06,3.2309164867326346e-09,3.7776156805843386e-08,1.1121477935408361e-07
1741,8.972097280742933e-06,3.2309164867326346e-09,3.7776156805843386e-08,6.631843315777327e-08
1742,9.979510520809396e-06,3.2309164867326346e-09,3.1309230763554297e-08,4.6828101269673946e-08
1743,1.0080666210602171e-05,3.2309164867326346e-09,3.542829927839973e-08,4.6828101269673946e-08
1744,1.153893604818482e-05,3.2309164867326346e-09,2.6049103191943298e-08,5.329865463262909e-08
1745,1.1904118959396978e-05,3.2309164867326346e-09,3.949201448400734e-08,6.0429990408498e-08
1746,1.2764466061655963e-05,0.0,3.8008158652149045e-08,5.423136175051825e-08
1747,1.379493551212363e-05,0.0,4.2167310405310284e-08,5.423136175051825e-08
1748,1.3911346546332684e-05,0.0,4.944677404036416e-08,4.962812383269011e-08
1749,1.3409904957890311e-05,0.0,5.440205441686885e-08,6.307187305765183e-08
1750,1.3715498295953563e-05,0.0,4.806939227616372e-08,8.946172463148677e-08
1751,1.2979652897878882e-05,0.0,4.360533191670259e-08,7.606954304557284e-08
1752,1.3406174470479268e-05,0.0,3.6366375307953347e-08,6.734498114724374e-08
1753,1.3364471539846687e-05,0.0,4.647645544610311e-08,6.241837929061538e-08
1754,1.2810986325868206e-05,0.0,4.231730369294187e-08,9.58909289749954e-08
1755,1.3027161912759766e-05,3.85330776810276e-09,3.5037840057888e-08,1.772375419761829e-07
1756,1.2472083134135964e-05,3.85330776810276e-09,3.615350076456382e-08,1.7562924270464464e-07
1757,1.2712726337278063e-05,3.85330776810276e-09,3.5899892582490015e-08,1.644650074540875e-07
1758,1.2415305458749312e-05,3.85330776810276e-09,3.9007477375158876e-08,1.9554085588830666e-07
1759,1.2104219942037681e-05,3.85330776810276e-09,3.774809112907665e-08,2.1947262496269104e-07
1760,1.1996948809870186e-05,3.85330776810276e-09,2.2660033849319916e-08,2.4371830928008163e-07
1761,1.207565687114506e-05,3.85330776810276e-09,2.5435601307728055e-08,2.546548389302318e-07
1762,1.1983152424883364e-05,0.0,2.8118183337255687e-08,2.009023296929107e-07
1763,1.2798473497761214e-05,0.0,3.3401940515074916e-08,2.0256022890764923e-07
1764,1.3379675302920596e-05,0.0,3.87888563173939e-08,2.1263072978529506e-07
1765,1.4169008344262174e-05,0.0,4.157608834987059e-08,2.19871190714522e-07
1766,1.4626418955491058e-05,0.0,3.454075577938706e-08,2.2945240475889606e-07
1767,1.529454428756643e-05,0.0,3.454075577938706e-08,2.2373338635718808e-07
1768,1.554776879077378e-05,0.0,4.249403851019906e-08,2.061464324957082e-07
1769,1.5893910780765248e-05,0.0,4.89502358647087e-08,2.291517964587391e-07
1770,1.5630686123456273e-05,0.0,3.759553760370896e-08,2.3811029084949302e-07
1771,1.559717670066415e-05,0.0,3.706142973466545e-08,2.733649811911424e-07
1772,1.5102523320820183e-05,0.0,3.380269473853202e-08,2.508651622942385e-07
1773,1.5253325208115192e-05,2.5951908558649197e-09,3.559202431193041e-08,2.1604877988222272e-07
1774,1.4787202677065839e-05,2.5951908558649197e-09,3.826448745160503e-08,2.1921739242917022e-07
1775,1.4657956203986292e-05,2.5951908558649197e-09,3.6201704745053576e-08,2.2705953688679464e-07
1776,1.4648312961591209e-05,2.5951908558649197e-09,3.2487664368220844e-08,2.0172903956807075e-07
1777,1.5056645419723022e-05,2.5951908558649197e-09,3.2487664368220844e-08,2.1083447825682405e-07
1778,1.4170884242048487e-05,2.5951908558649197e-09,3.849545139798595e-08,1.6697053339953527e-07
1779,1.4399518737004005e-05,2.5951908558649197e-09,4.354442673104586e-08,1.6396247102891592e-07
1780,1.4070745757115738e-05,0.0,4.540146569809167e-08,2.459363283183588e-07
1781,1.4073502825340256e-05,0.0,5.994165468743112e-08,2.40249383815743e-07
1782,1.4498602467938326e-05,0.0,5.343372068620868e-08,2.2932458218097702e-07
1783,1.4102386428151345e-05,0.0,5.670737784108886e-08,2.641887196627327e-07
1784,1.3944706682065902e-05,0.0,6.170079406128285e-08,2.562145624551704e-07
1785,1.4517979512415227e-05,1.6181223979775235e-09,5.264944290063665e-08,2.508545569363767e-07
1786,1.4271099644247442e-05,1.6181223979775235e-09,4.6304484056593406e-08,2.4742681757418593e-07
1787,1.473215486060196e-05,1.6181223979775235e-09,4.441362985322225e-08,1.8090575183902858e-07
1788,1.4838337327611434e-05,1.6181223979775235e-09,3.24271860157361e-08,1.7685324239989443e-07
1789,1.4277942812311397e-05,2.7815072150311995e-09,3.608597661955823e-08,1.7638147044505915e-07
1790,1.436289624377553e-05,2.7815072150311995e-09,3.622636768341181e-08,1.4211435127111015e-07
1791,1.4053111044631805e-05,2.7815072150311995e-09,3.992068136377773e-08,1.360451104151902e-07
1792,1.3971111132247773e-05,1.163384817053676e-09,4.2684148533161144e-08,1.5083654147929337e-07
1793,1.4409454446909617e-05,1.163384817053676e-09,4.7260182814820184e-08,1.6413436095977625e-07
1794,1.449619009820578e-05,1.163384817053676e-09,4.21036163394157e-08,1.7802191670008532e-07
1795,1.4310836637118232e-05,1.163384817053676e-09,4.327031279314854e-08,1.8204199899888147e-07
1796,1.3997438015524364e-05,0.0,4.1246035158743714e-08,1.7015224175663336e-07
1797,1.4616704642581421e-05,0.0,3.7509560917620936e-08,1.4947910947122572e-07
1798,1.496678604390971e-05,0.0,3.11364577295795e-08,1.3484635985605564e-07
1799,1.4849127572753268e-05,6.00769592803577e-10,2.8925549701495712e-08,1.291542385420793e-07
1800,1.4596425899071619e-05,1.424097411424035e-09,2.5891064530420797e-08,1.221189590085357e-07
1801,1.4247172527705385e-05,1.424097411424035e-09,2.9141447857991158e-08,1.0643533698839747e-07
1802,1.4529127318902673e-05,1.424097411424035e-09,2.882631809443735e-08,1.1712133333016287e-07
1803,1.509413505118573e-05,1.7750973706804579e-09,2.854367129957934e-08,1.2926039159667978e-07
1804,1.4554839383760867e-05,1.7750973706804579e-09,2.7407366535011794e-08,1.3570287953663345e-07
1805,1.4641416782978922e-05,2.0347748724043005e-09,3.1065322504884666e-08,1.443621207337336e-07
1806,1.4658055079053156e-05,1.4340052796007236e-09,2.9795197927943003e-08,1.3582925869773783e-07
1807,1.4843268477956631e-05,6.106774609802659e-10,2.900576274405304e-08,1.3922516270018344e-07
1808,1.4873510216213098e-05,6.106774609802659e-10,2.763828493052805e-08,1.4556811172334555e-07
1809,1.4400616107325601e-05,6.106774609802659e-10,2.5179006181628794e-08,1.3667338346782083e-07
1810,1.3866761686845816e-05,2.5967750172384285e-10,2.3194570074126985e-08,2.2365077561354546e-07
1811,1.3589561084310325e-05,2.5967750172384285e-10,2.1806785202979232e-08,2.2231476240871677e-07
1812,1.2990308537804854e-05,0.0,1.8221285052228657e-08,4.91085628035697e-07
1813,1.2488589423550625e-05,0.0,1.7964071627066654e-08,4.91994963372885e-07
1814,1.1947197890549432e-05,0.0,1.7543524474409163e-08,5.722109445319543e-07
1815,1.1725045234405635e-05,0.0,1.6819463155570702e-08,5.633290699945194e-07
1816,1.1919226900707664e-05,0.0,1.4912521376483515e-08,5.515625604500331e-07
1817,1.2063437939754554e-05,0.0,1.6471214233807326e-08,5.320537285667472e-07
1818,1.2510081173136964e-05,0.0,1.6220444162432353e-08,5.243218512061633e-07
1819,1.2911778087852457e-05,0.0,1.488544373476738e-08,2.4905584337732633e-07
1820,1.3617834286248711e-05,0.0,1.3069412599772282e-08,2.4789756127217644e-07
1821,1.4215829261437258e-05,0.0,1.2811844283890293e-08,1.5841257042633776e-07
1822,1.4800042013770767e-05,1.2476890155964171e-10,1.3150226939119745e-08,1.5131233155329937e-07
1823,1.4933305205236788e-05,1.2476890155964171e-10,1.3405151274728918e-08,1.4660313851777573e-07
1824,1.4994711688944204e-05,1.2476890155964171e-10,1.1930335069061065e-08,6.379890190747314e-08
1825,1.4523302135265631e-05,1.2476890155964171e-10,1.1375517036274881e-08,5.8383572516212164e-08
1826,1.426871455935595e-05,1.2476890155964171e-10,1.1626915557323109e-08,5.691481876267192e-08
1827,1.3894893917105427e-05,1.2476890155964171e-10,1.1445629333195484e-08,5.426353309547137e-08
1828,1.3628431588585954e-05,2.350982107403508e-10,1.201746016984576e-08,6.126346515803302e-08
1829,1.2965511684472273e-05,1.103293091807091e-10,1.2136541676406004e-08,6.245115814960758e-08
1830,1.3134270635159087e-05,1.103293091807091e-10,1.2552676358674425e-08,6.165799705724697e-08
1831,1.3134216845043869e-05,1.103293091807091e-10,1.2708234718518594e-08,6.499561422401712e-08
1832,1.3456723276509105e-05,1.103293091807091e-10,1.2042542455300724e-08,6.993046649686871e-08
1833,1.3557692260032386e-05,1.103293091807091e-10,1.1893757470967818e-08,6.657487564406697e-08
1834,1.3685197570469296e-05,1.103293091807091e-10,1.1506570045989e-08,6.331295665518155e-08
1835,1.3720664355787449e-05,8.37834008520539e-11,1.1196310418475669e-08,5.282665682670995e-08
1836,1.4049393290146586e-05,8.37834008520539e-11,1.13814703693395e-08,5.028049443467353e-08
1837,1.3936580866616818e-05,8.37834008520539e-11,1.0083036627861475e-08,5.141279199197665e-08
1838,1.3941790582196387e-05,8.37834008520539e-11,9.920878721711039e-09,4.813703467578177e-08
1839,1.3961785563359236e-05,2.353462742148744e-10,1.0405345918229614e-08,4.5439360718546595e-08
1840,1.3945569922465698e-05,2.353462742148744e-10,1.07623695352491e-08,6.635439017291641e-08
1841,1.4002682421830417e-05,2.353462742148744e-10,1.0107017445193378e-08,6.811084115757435e-08
1842,1.402491203147552e-05,1.5156287336282048e-10,9.404396499641215e-09,7.283468101653462e-08
1843,1.4019635662927093e-05,2.1713740329585918e-10,9.045567850307634e-09,7.63673853043656e-08
1844,1.4015794477018062e-05,4.1748596643235e-10,9.363828062142992e-09,7.585144702813653e-08
1845,1.4005039442313968e-05,4.1748596643235e-10,8.828807653214556e-09,7.494953026464048e-08
1846,1.3896399910403748e-05,2.6592309306952954e-10,8.80268949795696e-09,7.760729506653011e-08
1847,1.4110336711122987e-05,2.6592309306952954e-10,9.775794269322496e-09,5.8518164028750364e-08
1848,1.413094729027112e-05,3.2061076809292947e-10,1.095950695275048e-08,5.835870808823529e-08
1849,1.434198410216985e-05,3.2061076809292947e-10,1.2404739077201806e-08,5.310124352929181e-08
1850,1.4500567106421971e-05,3.0250614711592657e-10,1.3810293987757762e-08,5.347594925605595e-08
1851,1.4858633481448383e-05,1.950147741704354e-10,1.5054283914699747e-08,5.54569302226225e-08
1852,1.5133509805309586e-05,2.9613791577684113e-10,1.5756118695467843e-08,5.4941478160636896e-08
1853,1.5579980364626473e-05,4.4091594661058563e-10,1.6652053069776684e-08,5.217821755617738e-08
1854,1.609761225803855e-05,5.41919667870364e-10,1.6944831442750844e-08,5.6076512322533745e-08
1855,1.6414142919529695e-05,4.87231992846964e-10,1.8964022098698152e-08,5.667612766403961e-08
1856,1.6610178006106124e-05,6.860272112290439e-10,1.8533695086578713e-08,6.026937222307944e-08
1857,1.6928257796930018e-05,7.829599825624558e-10,1.891049361546493e-08,5.7798337544617036e-08
1858,1.6976178812910803e-05,6.901027923714561e-10,1.851060067130967e-08,5.912030991745658e-08
