ngram,catch,ctch,catc,cath
1859,1.7087603867236923e-05,5.889796507650504e-10,1.8568827237735215e-08,5.8996730802261613e-08
1860,1.7141919150682433e-05,5.051968288150022e-10,2.001129420900075e-08,6.109478028244147e-08
1861,1.7056560474364752e-05,4.606797879677263e-10,1.9775592465163883e-08,5.668046095966669e-08
1862,1.72154645302466e-05,5.163980592343925e-10,1.8128843442306268e-08,7.60546500698313e-08
1863,1.7427006241632625e-05,3.653407219607528e-10,1.87664748502974e-08,7.377648155884994e-08
1864,1.7725440037403522e-05,4.093185274849682e-10,1.8131713527428213e-08,7.452685326013255e-08
1865,1.8141587393724228e-05,4.977716294707335e-10,1.8582996221182058e-08,7.12715940868033e-08
1866,1.836564115365036e-05,5.420112493746489e-10,1.9497970983804536e-08,7.726613253972963e-08
1867,1.848860509718569e-05,5.242284979128137e-10,1.8619149650638585e-08,7.521631825316685e-08
1868,1.850339478031466e-05,5.125535155034047e-10,1.8093775366878617e-08,7.411956102844539e-08
1869,1.8727916540228762e-05,5.360070165494335e-10,1.8033456886509417e-08,5.790165654876286e-08
1870,1.9022568657029687e-05,4.882691354409932e-10,1.794206104323491e-08,6.071978171056408e-08
1871,1.8972253331282574e-05,3.8104077433003576e-10,1.7745817006341114e-08,6.208375832475862e-08
1872,1.8868742180140024e-05,3.3353938262108736e-10,1.7505100099616096e-08,6.375476959062456e-08
1873,1.897406374545036e-05,3.673172678718219e-10,1.66736726013385e-08,6.18634225751131e-08
1874,1.9019184037460946e-05,3.638455251372566e-10,1.6271687616356952e-08,6.212706032166742e-08
1875,2.0243004265856663e-05,4.3937891816955444e-10,1.7785283975716278e-08,6.46223691701055e-08
1876,2.0310718485104318e-05,3.6020714585685964e-10,1.763464003395094e-08,6.231634535376023e-08
1877,2.016771421559887e-05,4.30110490874063e-10,1.7057745945895216e-08,5.875926640490954e-08
1878,2.0033946254573364e-05,3.4895836617135755e-10,1.6550596956424864e-08,5.536077907208892e-08
1879,2.0038542580940494e-05,3.778342837014646e-10,1.646763347906699e-08,5.486486541274514e-08
1880,2.0267714197481318e-05,3.9847682693177385e-10,1.689115920149626e-08,4.938708388278558e-08
1881,2.0678484621125142e-05,4.8499849374701e-10,1.6320035862398593e-08,5.346520229717758e-08
1882,1.9743406872813856e-05,3.6465340271161853e-10,1.4864126183868263e-08,5.7738129198371876e-08
1883,1.9608594811870717e-05,4.288986586521913e-10,1.4831419140445438e-08,5.6541044861952676e-08
1884,2.0121001528293293e-05,3.5899531363498786e-10,1.5376019822456654e-08,5.732383355296276e-08
1885,2.0485613016977106e-05,4.460651491035504e-10,1.5230577687930236e-08,6.105964698934128e-08
1886,2.0873658546146805e-05,4.0382613721222174e-10,1.4373812362578064e-08,6.505934178692638e-08
1887,2.0820354360954036e-05,3.3280005735341385e-10,1.4056137460321289e-08,6.967992760564812e-08
1888,2.0720867853794645e-05,2.6054336069566576e-10,1.3948578419282448e-08,6.696253253478193e-08
1889,2.0901364353319097e-05,3.128851503283617e-10,1.381101163592088e-08,6.67824170566941e-08
1890,2.1503891860317837e-05,2.7393558453349595e-10,1.4314843025228389e-08,6.431120626513933e-08
1891,2.1370697660521338e-05,3.251456881514514e-10,1.3528487155919526e-08,6.214393977188593e-08
1892,2.239214856152622e-05,3.0549060106973714e-10,1.4326379447839242e-08,5.949589468709096e-08
1893,2.254607248427679e-05,3.009636587566636e-10,1.5045987947611853e-08,5.6754451297332964e-08
1894,2.285099331597199e-05,2.9542146308601605e-10,1.5193702042535862e-08,5.553247309616641e-08
1895,2.3256667191162705e-05,3.2610060881780155e-10,1.5959411950713535e-08,5.45583306786414e-08
1896,2.370945834887347e-05,2.737588191851056e-10,1.5573199745639547e-08,6.247730104697829e-08
1897,2.358943960903811e-05,3.227701498932843e-10,1.512778613488308e-08,6.372082188883204e-08
1898,2.3417436230894445e-05,3.617508851995664e-10,1.577524764785819e-08,6.599431401355105e-08
1899,2.2462091562504482e-05,3.3076394995961474e-10,1.6241253294627508e-08,6.494598484404637e-08
1900,2.231228661133043e-05,3.619140899667274e-10,1.6660649875583592e-08,6.291668950910077e-08
1901,2.217814809617786e-05,4.083690647543088e-10,1.6603468568275404e-08,6.222754527535862e-08
1902,2.182273445734089e-05,3.2368423417773936e-10,1.5701474406374213e-08,6.216306605974101e-08
1903,2.1122037911222185e-05,3.5556252386825804e-10,1.5888407161363764e-08,4.99936666033461e-08
1904,2.0753686840180308e-05,2.8125550301437233e-10,1.5564368206964574e-08,5.258192560729315e-08
1905,2.053132785866702e-05,2.0631152639457743e-10,1.495475743240604e-08,5.69542736781971e-08
1906,2.0438246273053145e-05,2.16428671611408e-10,1.3687141325086877e-08,5.644208148477706e-08
1907,2.023026874147555e-05,1.7686703193290195e-10,1.3111087073168295e-08,5.717139777467699e-08
1908,1.9975285665298414e-05,1.4949364662841802e-10,1.3473676396813516e-08,5.742386172918097e-08
1909,1.9831153622362763e-05,1.9083667483567523e-10,1.363644029441145e-08,6.081043173773131e-08
1910,1.9772046601117055e-05,1.8650616467885683e-10,1.4185539092587923e-08,7.265277040297796e-08
1911,1.9686784071382135e-05,2.1446202849321035e-10,1.404618554801118e-08,6.842182388920395e-08
1912,1.9532912119757384e-05,2.568715974054265e-10,1.3604480209039593e-08,6.232598386597082e-08
1913,1.9202614566893317e-05,2.2462455804125473e-10,1.3196508267096111e-08,6.14957210233667e-08
1914,1.888815573433281e-05,2.5382385181777726e-10,1.2753230344791128e-08,5.8891760040020406e-08
1915,1.845043256512976e-05,2.604666571711814e-10,1.2115781647789196e-08,5.4985338694889056e-08
1916,1.7991904314840212e-05,2.793310791004977e-10,1.180080224015358e-08,5.004597193801276e-08
1917,1.7811032064076115e-05,3.076462368586544e-10,1.1469539476901706e-08,3.353756510599786e-08
1918,1.7532787231695174e-05,3.0845085117034033e-10,1.134726496892264e-08,3.4607858166525925e-08
1919,1.746376411964385e-05,2.792059133497179e-10,1.159821331039471e-08,3.454267805125255e-08
1920,1.760466070014185e-05,3.577146138823904e-10,1.1730211088182126e-08,3.87453675492517e-08
1921,1.774789416231215e-05,3.419767544540367e-10,1.1386298253463728e-08,3.902810772972641e-08
1922,1.8040241099827525e-05,3.183118828044483e-10,1.076091000434027e-08,3.7615568310960564e-08
1923,1.8251536987788442e-05,2.8265787726284534e-10,1.0210110090724811e-08,3.7937607087558586e-08
1924,1.8492487080428483e-05,2.2679493997098835e-10,9.109660771753982e-09,3.684919899374758e-08
1925,1.8867316092447644e-05,1.980344618449489e-10,8.105833528203123e-09,3.53933162143351e-08
1926,1.9331775547470897e-05,1.9254593157975412e-10,7.505965817143436e-09,3.558284689120228e-08
1927,1.9471818762083005e-05,2.1343120921406873e-10,6.953796713052693e-09,3.17788533266139e-08
1928,1.9862325643771328e-05,1.8531960093477144e-10,6.573042174043817e-09,3.0606980822816306e-08
1929,1.9767489253094288e-05,2.6231149395451933e-10,5.921764856253731e-09,3.173267058644212e-08
1930,1.966881843275457e-05,2.6498544231883566e-10,5.633681648171367e-09,3.17562098522168e-08
1931,1.9413812489282073e-05,2.912184521308703e-10,5.7233164874048725e-09,3.2847461639562425e-08
1932,1.9304506297755453e-05,3.621481904041752e-10,5.835117405134887e-09,3.348757030404873e-08
1933,1.9072202641317354e-05,3.623923859409826e-10,5.775872098061947e-09,3.213420158536857e-08
1934,1.884429132457756e-05,2.7116836355732335e-10,6.9333813611040435e-09,3.302429288761946e-08
1935,1.8403384923918304e-05,3.378353608767577e-10,7.53212051459887e-09,3.625900088114317e-08
1936,1.8392294545524885e-05,2.5762960415803045e-10,9.38363773985072e-09,3.9302366060058243e-08
1937,1.8468104826752096e-05,2.304022111987436e-10,9.711379256316377e-09,4.3905160396207066e-08
1938,1.8556365570735318e-05,2.694259537694421e-10,1.0137382679330033e-08,4.964287368482344e-08
1939,1.8593425920698792e-05,2.731782934782347e-10,1.044999109467426e-08,4.94574448696637e-08
1940,1.8330176057393794e-05,2.75804397177813e-10,1.0526615896415997e-08,5.043071991752056e-08
1941,1.8550278712479796e-05,2.5333652239492975e-10,9.6454500259873e-09,5.0829929725588434e-08
1942,1.8550925233284943e-05,3.112097524127222e-10,9.429549839369753e-09,4.9840791303625206e-08
1943,1.877928895867496e-05,2.902723200692847e-10,8.30894464343146e-09,4.943747100583096e-08
1944,1.8852864221636472e-05,3.092436425980846e-10,8.473402551041026e-09,4.550358413877932e-08
1945,1.9132918428762684e-05,3.002951498576323e-10,8.792258603713371e-09,4.160532083931555e-08
1946,1.9140555585701285e-05,2.587092801891495e-10,9.037461699636294e-09,4.4272314576281653e-08
1947,1.9580164267348925e-05,2.329160178219222e-10,9.5971164983309e-09,4.8324745855714875e-08
1948,1.9605543067362824e-05,2.500160178093529e-10,9.591137915622637e-09,4.867214593267428e-08
1949,1.987396691609839e-05,2.445189308967041e-10,9.877492601617632e-09,5.177790995958276e-08
1950,2.0127440490926218e-05,2.445189308967041e-10,1.0045410979232981e-08,5.2435594913699135e-08
1951,2.04770562309672e-05,2.5864580517025766e-10,9.911375720150772e-09,8.321071983833203e-08
1952,2.0599800336640328e-05,2.33705443886123e-10,9.539579539006939e-09,9.208317207156012e-08
1953,2.0816238247789443e-05,2.6336618203741986e-10,9.53534483118444e-09,9.059843516670948e-08
1954,2.070136335013168e-05,2.923980938326512e-10,9.47617362356823e-09,8.70002264515993e-08
1955,2.082651709705325e-05,3.0428659790273013e-10,9.426825288626008e-09,8.687644127901097e-08
1956,2.0679377744922283e-05,2.1217946843954394e-10,9.084308670383377e-09,8.262240415644686e-08
1957,2.0413478393623207e-05,2.1217946843954394e-10,9.132950395951411e-09,8.600956696065104e-08
1958,2.0171047123897423e-05,1.790812716371905e-10,9.148145225473009e-09,6.217927404707422e-08
1959,1.9910993224974455e-05,1.8159519126521266e-10,9.152084423647011e-09,5.485340283582575e-08
1960,1.9723799466321778e-05,1.294261057454322e-10,8.892589521890062e-09,5.989228008778419e-08
1961,1.9615672759495544e-05,1.0039419395020082e-10,8.402452004016174e-09,6.156316751620189e-08
1962,1.9295648079215816e-05,9.18092021057986e-11,8.24106719373877e-09,6.729027392436495e-08
1963,1.9203243937226944e-05,1.0448861716337378e-10,8.041915641346772e-09,6.859050927232602e-08
1964,1.8915666649783297e-05,1.3146854735809502e-10,8.318831401510351e-09,7.056183091793042e-08
1965,1.8755255950964056e-05,2.460646101558923e-10,8.327501672360832e-09,6.50414949835262e-08
1966,1.8542055061386365e-05,2.3856200645885496e-10,8.843862721517683e-09,6.532958961104538e-08
1967,1.8363297775587334e-05,3.606443298760047e-10,9.161231455984925e-09,6.06439033593428e-08
1968,1.8300788724445738e-05,4.314966618139999e-10,9.605501156378132e-09,5.779074082771071e-08
1969,1.82188798914597e-05,5.008620086137989e-10,1.0315011955697173e-08,5.7772332695549267e-08
1970,1.8106190379642483e-05,5.401721629518162e-10,1.0967622238971281e-08,5.69535940948234e-08
1971,1.827234518714249e-05,6.295539387421048e-10,1.0762305332637619e-08,5.0081822117980275e-08
1972,1.831116475971482e-05,5.410442114170014e-10,1.1067766259031941e-08,4.9111266418679275e-08
1973,1.835633442429493e-05,6.549846419203118e-10,1.0773530385271052e-08,4.649804909360812e-08
1974,1.8585917912007843e-05,5.549044695962735e-10,1.0879394655002476e-08,4.511218776315218e-08
1975,1.8602423421855618e-05,5.164901383564973e-10,1.0596183993730587e-08,4.8283904874324435e-08
1976,1.8675725316695336e-05,5.151220184534161e-10,1.0508719735672197e-08,4.112478484736519e-08
1977,1.8869994424416552e-05,5.325133687180842e-10,1.0012139688748384e-08,4.2713028035125585e-08
1978,1.892366656518009e-05,4.651112332578121e-10,9.636290622592826e-09,4.248711706265697e-08
1979,1.897361913246901e-05,4.877911031447064e-10,9.31862295264604e-09,4.329875125108629e-08
1980,1.9174140886337098e-05,4.885343498787062e-10,8.793894501479826e-09,4.377068206297606e-08
1981,1.912125714755218e-05,5.398721231968701e-10,8.488108755549156e-09,5.14535000003694e-08
1982,1.916117331087922e-05,5.815490747692767e-10,8.211116104510957e-09,5.209691218104646e-08
1983,1.9204157329763154e-05,6.041859195488846e-10,7.634046030245502e-09,5.637821333591221e-08
1984,1.9236231050204617e-05,5.593231433564938e-10,7.467193910823004e-09,6.36172821089076e-08
1985,1.926410394454641e-05,5.827043252677149e-10,7.070666782230514e-09,6.751143035087028e-08
1986,1.9379380838862354e-05,6.237493339294226e-10,6.927214294246856e-09,6.977013202101392e-08
1987,1.942353057009833e-05,6.565605955736028e-10,6.784484973820781e-09,7.351515104606473e-08
1988,1.955936308409686e-05,8.498891868047309e-10,6.478715786073508e-09,7.077342140909032e-08
1989,1.972434282444218e-05,8.62250386170414e-10,6.4489648541967066e-09,7.080523951279766e-08
1990,1.9943003020931167e-05,9.575941270093376e-10,6.366866272295673e-09,7.186554894035777e-08
1991,2.0139333823213485e-05,9.981097297868352e-10,6.237773028264623e-09,6.73631055698414e-08
1992,2.020779070984905e-05,9.830300938342062e-10,6.350968576437513e-09,6.697590545659945e-08
1993,2.037128147743975e-05,1.009163348124937e-09,6.0098849071924374e-09,6.639676237390241e-08
1994,2.0634593706095723e-05,9.3283614166495e-10,5.8491709253871704e-09,6.430675268477768e-08
1995,2.0875238208515968e-05,7.769352621573538e-10,5.764151822518215e-09,6.367860448465632e-08
1996,2.1271047704171258e-05,7.849897002262399e-10,5.499133910140992e-09,6.483975718245866e-08
1997,2.1796809440794667e-05,6.418861434439752e-10,5.286154752021892e-09,6.282591716707689e-08
1998,2.235819998272096e-05,6.250276209294827e-10,5.125721751803829e-09,6.178005408839584e-08
1999,2.3139788806604755e-05,6.979243651260094e-10,5.02845378034879e-09,6.213064602483038e-08
2000,2.3881061289492728e-05,7.221754821135867e-10,5.1934813275319615e-09,6.080850362926477e-08
2001,2.4636602444973376e-05,6.905480274900708e-10,5.040988071414176e-09,6.29010367601625e-08
2002,2.5417228763607064e-05,6.228780705505191e-10,4.840267615285094e-09,6.412216840041246e-08
2003,2.611553879562832e-05,5.747707151496481e-10,5.0651494427305414e-09,6.318407130834203e-08
2004,2.676604006930055e-05,5.367256777910612e-10,4.946622857358664e-09,6.47690216380527e-08
2005,2.7671008865581825e-05,5.709234969706958e-10,4.698956810957254e-09,6.575308069451629e-08
2006,2.894373080510247e-05,4.819382135431585e-10,4.368971279993567e-09,6.53501430747383e-08
2007,3.040724368474912e-05,4.061485612113661e-10,3.807763755097377e-09,6.875252824199509e-08
2008,3.2199332833572824e-05,3.402290691242474e-10,3.6893634179437284e-09,6.831447560021583e-08
2009,3.352883036963509e-05,3.114356034965888e-10,3.3396876534094335e-09,7.228027040387783e-08
2010,3.469111860405454e-05,3.1413912344418245e-10,2.8707177111643644e-09,7.452654874181722e-08
2011,3.6697926199329754e-05,2.9354878993851207e-10,2.4094506390071047e-09,7.424108109229824e-08
2012,3.8067099792117786e-05,2.0025930863984013e-10,2.0510563247810865e-09,7.55886954298798e-08
2013,3.865771629664648e-05,1.5908673138752072e-10,1.6745034406692331e-09,7.649102583075416e-08
2014,3.924624304220613e-05,1.4663830021275992e-10,1.5036647641305682e-09,7.525536968192423e-08
2015,3.910663300692769e-05,1.5749964279205512e-10,1.4176383717716995e-09,7.626176312669486e-08
2016,3.96327959606424e-05,1.3260756827932722e-10,2.2407447643400603e-09,7.057576161579554e-08
2017,4.025791410337357e-05,9.739428303197813e-11,2.222552845469276e-09,6.971008422359166e-08
2018,3.974697247031145e-05,1.1037378372380502e-10,2.472082738513848e-09,7.078337631583053e-08
2019,3.9475865378335584e-05,1.0993297765160559e-10,2.8564846599188343e-09,6.919165507213165e-08
