ngram,belt,blt,belt,beelt
1854,7.821126733428432e-06,6.258069871835557e-09,7.821126733428432e-06,2.959194992221573e-10
1855,8.238043717158558e-06,6.056846072307767e-09,8.238043717158558e-06,3.4842124820220835e-10
1856,8.42031204228988e-06,6.364330332583482e-09,8.42031204228988e-06,2.946817115720027e-10
1857,8.79444892884099e-06,5.8514617912968396e-09,8.79444892884099e-06,2.946817115720027e-10
1858,9.022848774163452e-06,6.907217020568623e-09,9.022848774163452e-06,2.018245213810031e-10
1859,9.07263763240605e-06,7.205328651187821e-09,9.07263763240605e-06,1.5126295057780022e-10
1860,9.107303022964125e-06,7.2897962586994575e-09,9.107303022964125e-06,1.6399881849363648e-10
1861,8.90857349336979e-06,6.844625881947357e-09,8.90857349336979e-06,1.6998363827624985e-10
1862,8.768381771265662e-06,6.397842319419819e-09,8.768381771265662e-06,1.7320016056286492e-10
1863,8.824265803143914e-06,6.603196021716582e-09,8.824265803143914e-06,2.209380416713052e-10
1864,8.881419619553657e-06,6.635743637113072e-09,8.881419619553657e-06,3.151282845781367e-10
1865,9.153857068408147e-06,5.9073763024132725e-09,9.153857068408147e-06,8.016203375696815e-10
1866,9.447486783236464e-06,5.590270722523525e-09,9.447486783236464e-06,8.458599574735968e-10
1867,9.867622403752258e-06,5.486243459529305e-09,9.867622403752258e-06,8.712896634336228e-10
1868,1.0119167200173251e-05,5.638363807593448e-09,1.0119167200173251e-05,8.148029830211203e-10
1869,1.0336619587698287e-05,6.301022433977518e-09,1.0336619587698287e-05,1.0757718010052336e-09
1870,1.0684505728672125e-05,6.2644641220442415e-09,1.0684505728672125e-05,1.0280339198967932e-09
1871,1.0999310429074935e-05,7.059351579487481e-09,1.0999310429074935e-05,9.338436769899617e-10
1872,1.1071302261760657e-05,7.239565010966739e-09,1.1071302261760657e-05,4.47351623998417e-10
1873,1.13917667476926e-05,7.296213538105738e-09,1.13917667476926e-05,4.031120040945016e-10
1874,1.1450504514089386e-05,6.977919194842538e-09,1.1450504514089386e-05,6.743535254015245e-10
1875,1.1921028349856247e-05,7.424267867151002e-09,1.1921028349856247e-05,6.743535254015245e-10
1876,1.226725323379339e-05,7.389158681750782e-09,1.226725323379339e-05,3.5766643615074503e-10
1877,1.2802085101221955e-05,7.424033832137411e-09,1.2802085101221955e-05,3.5766643615074503e-10
1878,1.3152836540289822e-05,7.882128981252988e-09,1.3152836540289822e-05,3.5766643615074503e-10
1879,1.3432637388177682e-05,8.07428181458038e-09,1.3432637388177682e-05,3.5766643615074503e-10
1880,1.3772499317253408e-05,8.163681032767402e-09,1.3772499317253408e-05,3.9055311960657843e-10
1881,1.4334970988524479e-05,8.87697509150647e-09,1.4334970988524479e-05,6.445227883146641e-11
1882,1.4863558525186299e-05,8.815564912976827e-09,1.4863558525186299e-05,9.686185782025497e-11
1883,1.5019512310183408e-05,9.348400656758064e-09,1.5019512310183408e-05,1.2898448579054137e-10
1884,1.4860799637972377e-05,9.97795040242571e-09,1.4860799637972377e-05,1.2898448579054137e-10
1885,1.5257894379569084e-05,9.876030786821438e-09,1.5257894379569084e-05,1.2898448579054137e-10
1886,1.5668770694381756e-05,1.0964165829209703e-08,1.5668770694381756e-05,1.8416171762173202e-10
1887,1.588483155501308e-05,1.2022479012330223e-08,1.588483155501308e-05,1.512750341658986e-10
1888,1.5760787391627673e-05,1.2955837291883654e-08,1.5760787391627673e-05,1.4671228121265756e-10
1889,1.5909143127958358e-05,1.3712045213562111e-08,1.5909143127958358e-05,3.4984075160591846e-10
1890,1.6733198728096405e-05,1.5622014792882055e-08,1.6733198728096405e-05,3.683095039270461e-10
1891,1.7422465784225744e-05,1.7784672655198264e-08,1.7422465784225744e-05,3.683095039270461e-10
1892,1.771586643631703e-05,1.6848517755566457e-08,1.771586643631703e-05,4.1325266819658424e-10
1893,1.824871651479043e-05,1.549513736368421e-08,1.824871651479043e-05,4.041987835704372e-10
1894,1.8669356255226637e-05,1.543848325370943e-08,1.8669356255226637e-05,4.925658749924519e-10
1895,1.922071013333542e-05,1.4619394456920937e-08,1.922071013333542e-05,5.502478631466293e-10
1896,1.935846765783416e-05,1.4001608126891694e-08,1.935846765783416e-05,3.340902396001663e-10
1897,1.9012930092035924e-05,1.349494141830324e-08,1.9012930092035924e-05,3.206523697356951e-10
1898,1.9109584432693998e-05,1.0880779071393526e-08,1.9109584432693998e-05,3.206523697356951e-10
1899,1.940628577098583e-05,1.1252631588425693e-08,1.940628577098583e-05,3.485648317599502e-10
1900,1.976132469800567e-05,1.2122251900694079e-08,1.976132469800567e-05,3.92794511202713e-10
1901,2.0281092604688767e-05,1.1522063937872775e-08,2.0281092604688767e-05,3.558374785304709e-10
1902,2.075558612497324e-05,1.113809704784379e-08,2.075558612497324e-05,3.744623896676355e-10
1903,2.116704802444604e-05,1.1730751481309198e-08,2.116704802444604e-05,4.3477769004088683e-10
1904,2.1661901493124397e-05,1.006888515421776e-08,2.1661901493124397e-05,4.134779195617634e-10
1905,2.241486514062022e-05,1.0153519802713618e-08,2.241486514062022e-05,4.439716441706487e-10
1906,2.2937530437567538e-05,9.992926359408166e-09,2.2937530437567538e-05,4.642059346043099e-10
1907,2.316075525803691e-05,9.43551954029382e-09,2.316075525803691e-05,3.8850308188763197e-10
1908,2.3280895350451048e-05,9.447342210121081e-09,2.3280895350451048e-05,3.782663854764604e-10
1909,2.344856849439176e-05,9.554663219343444e-09,2.344856849439176e-05,2.88737652834722e-10
1910,2.35600535753682e-05,9.043954918297459e-09,2.35600535753682e-05,2.365897061595845e-10
1911,2.3825878607957357e-05,8.898489183601604e-09,2.3825878607957357e-05,2.2073596621176505e-10
1912,2.3711827972355032e-05,1.2142117152994355e-08,2.3711827972355032e-05,2.0465634940704446e-10
1913,2.3546109462456245e-05,1.535609074819279e-08,2.3546109462456245e-05,1.5446018868698578e-10
1914,2.3403662843130796e-05,1.535309289226104e-08,2.3403662843130796e-05,1.6904299388847173e-10
1915,2.3540477091695982e-05,1.5451438477904437e-08,2.3540477091695982e-05,1.4380835411387238e-10
1916,2.378462106987302e-05,1.5293610949080564e-08,2.378462106987302e-05,1.3002734504187685e-10
1917,2.4077277755298254e-05,1.53259938073802e-08,2.4077277755298254e-05,1.4437676946833988e-10
1918,2.4206895302216124e-05,1.5518774836615582e-08,2.4206895302216124e-05,2.0189772572041876e-10
1919,2.430246864345723e-05,1.2640194922499047e-08,2.430246864345723e-05,2.0168936461427223e-10
1920,2.4388998229239534e-05,9.175290241866411e-09,2.4388998229239534e-05,2.0519891837299043e-10
1921,2.4293978900199624e-05,8.802105710969954e-09,2.4293978900199624e-05,1.759659392403761e-10
1922,2.432781106368306e-05,8.245766355433456e-09,2.432781106368306e-05,1.6002721667637435e-10
1923,2.3790886189090088e-05,8.159221869569982e-09,2.3790886189090088e-05,1.8458066127134488e-10
1924,2.331694512187304e-05,7.805828364634441e-09,2.331694512187304e-05,1.426834573111816e-10
1925,2.3131796686876832e-05,7.469183240159185e-09,2.3131796686876832e-05,1.0816767620491774e-10
1926,2.2839236148034354e-05,6.388902105771064e-09,2.2839236148034354e-05,1.1688489263774115e-10
1927,2.254592540599073e-05,1.421603875887253e-08,2.254592540599073e-05,9.321996151191923e-11
1928,2.2149004767665508e-05,1.424635412813505e-08,2.2149004767665508e-05,1.6164842282189491e-10
1929,2.1558178299788517e-05,1.4063027504412112e-08,2.1558178299788517e-05,1.869342200874361e-10
1930,2.115711842114771e-05,1.3788801909799174e-08,2.115711842114771e-05,1.6238077549246555e-10
1931,2.096896345652307e-05,1.4256567672431077e-08,2.096896345652307e-05,1.6238077549246555e-10
1932,2.116827896056098e-05,1.4120416201381301e-08,2.116827896056098e-05,1.393756003466505e-10
1933,2.0697835809966947e-05,1.4775445755788041e-08,2.0697835809966947e-05,1.164526372158089e-10
1934,2.0360927529899137e-05,7.077700584342697e-09,2.0360927529899137e-05,9.371425857551685e-11
1935,2.024724095203315e-05,7.608598513136095e-09,2.024724095203315e-05,6.973046346685813e-11
1936,1.9799878698125083e-05,7.58283474106796e-09,1.9799878698125083e-05,4.444466620131696e-11
1937,1.9825187337119132e-05,7.750176817771554e-09,1.9825187337119132e-05,4.444466620131696e-11
1938,1.976572483337285e-05,7.238227350825355e-09,1.976572483337285e-05,8.794916778980572e-11
1939,1.9197583761914367e-05,6.938491368759157e-09,1.9197583761914367e-05,8.794916778980572e-11
1940,1.9257570134608875e-05,6.151743495560627e-09,1.9257570134608875e-05,1.395356925242603e-10
1941,1.918359521368984e-05,6.436882011533791e-09,1.918359521368984e-05,1.395356925242603e-10
1942,1.9245499840638202e-05,6.342836224502792e-09,1.9245499840638202e-05,9.509102632294336e-11
1943,1.9212451141876435e-05,6.661239052415827e-09,1.9212451141876435e-05,9.509102632294336e-11
1944,1.9155072420419727e-05,7.113977343716929e-09,1.9155072420419727e-05,2.278902820420013e-10
1945,1.9208007090907942e-05,7.170427045772547e-09,1.9208007090907942e-05,1.8438578045351254e-10
1946,2.0038973941284765e-05,7.905020955283654e-09,2.0038973941284765e-05,2.1748198876712721e-10
1947,2.035716715909075e-05,8.781857273122893e-09,2.035716715909075e-05,2.486803461567076e-10
1948,2.0683645094063e-05,8.956264428507308e-09,2.0683645094063e-05,3.6838034210364054e-10
1949,2.1013469449826516e-05,8.581783601207299e-09,2.1013469449826516e-05,4.5341114989534097e-10
1950,2.177713655068406e-05,8.951848595728507e-09,2.177713655068406e-05,5.041710779022221e-10
1951,2.21032059926074e-05,8.64990009777752e-09,2.21032059926074e-05,4.210191163954237e-10
1952,2.208535131233345e-05,9.063590766800189e-09,2.208535131233345e-05,4.210191163954237e-10
1953,2.154497061772937e-05,9.636422326764205e-09,2.154497061772937e-05,3.8792290808180903e-10
1954,2.1280252829975715e-05,1.005173798164703e-08,2.1280252829975715e-05,3.0513802595777406e-10
1955,2.1070139804838357e-05,1.0349436736183698e-08,2.1070139804838357e-05,2.1442653406835077e-10
1956,2.0822979682374614e-05,1.0824015525149174e-08,2.0822979682374614e-05,1.2939572627665034e-10
1957,2.046188222136282e-05,1.197697020925505e-08,2.046188222136282e-05,1.0412324970486355e-10
1958,2.0206446736535456e-05,1.2974233497077745e-08,2.0206446736535456e-05,5.447595549260395e-11
1959,2.0268577697736744e-05,1.3952603009467372e-08,2.0268577697736744e-05,5.447595549260395e-11
1960,1.991113250759164e-05,1.4098047681646416e-08,1.991113250759164e-05,7.565167738286606e-11
1961,1.9742240380894926e-05,1.5178020364357636e-08,1.9742240380894926e-05,8.690724628041785e-11
1962,1.9498325595382733e-05,1.5776529035552552e-08,1.9498325595382733e-05,6.812049832946191e-11
1963,1.9206948958786336e-05,1.6678313714229328e-08,1.9206948958786336e-05,9.783206883495765e-11
1964,1.8589036439412405e-05,1.629844868590778e-08,1.8589036439412405e-05,7.234461739986336e-11
1965,1.8204396318261778e-05,1.6011712336957577e-08,1.8204396318261778e-05,9.8789862203384e-11
1966,1.7517885810645695e-05,1.5734026652986747e-08,1.7517885810645695e-05,1.0758293363309436e-10
1967,1.6961857129769798e-05,1.5754994769119028e-08,1.6961857129769798e-05,1.8369868027517152e-10
1968,1.6468974406182368e-05,1.5540127660886227e-08,1.6468974406182368e-05,2.344389008320949e-10
1969,1.622152142642465e-05,1.5498333537168818e-08,1.622152142642465e-05,2.5116780084338027e-10
1970,1.5951812071892035e-05,1.5443059148927725e-08,1.5951812071892035e-05,2.2145623033788453e-10
1971,1.57871396108281e-05,1.528054597140941e-08,1.57871396108281e-05,2.6621073202979876e-10
1972,1.5646606048643923e-05,1.6109131171861335e-08,1.5646606048643923e-05,2.8324271301410116e-10
1973,1.564929789310554e-05,1.6473945128682643e-08,1.564929789310554e-05,2.90957835206004e-10
1974,1.5617167004425676e-05,1.75308398908669e-08,1.5617167004425676e-05,2.5884639075014956e-10
1975,1.559432621434098e-05,1.754489112723182e-08,1.559432621434098e-05,2.2117910082806803e-10
1976,1.539166441943962e-05,1.8900563273202157e-08,1.539166441943962e-05,2.746127551546605e-10
1977,1.535127791742395e-05,2.1391003635073957e-08,1.535127791742395e-05,2.9869198781007356e-10
1978,1.5470882837170003e-05,2.3667591569116146e-08,1.5470882837170003e-05,3.110569857245338e-10
1979,1.547769313349688e-05,2.7190083327712144e-08,1.547769313349688e-05,2.919628626165048e-10
1980,1.558181286652273e-05,3.014394143820352e-08,1.558181286652273e-05,2.754546689948916e-10
1981,1.565393475695081e-05,3.3216773331901095e-08,1.565393475695081e-05,2.3316404164562346e-10
1982,1.5621113691720113e-05,3.6265802297715966e-08,1.5621113691720113e-05,2.3107002620838457e-10
1983,1.555519117703495e-05,3.865517125437431e-08,1.555519117703495e-05,1.5810822145570898e-10
1984,1.5547709933473796e-05,4.012273078858795e-08,1.5547709933473796e-05,1.7078195455044742e-10
1985,1.5422883604644865e-05,3.9843668174301324e-08,1.5422883604644865e-05,1.8600320738003185e-10
1986,1.5427807349104633e-05,3.859891707845366e-08,1.5427807349104633e-05,1.8234576993189248e-10
1987,1.5138476425948153e-05,3.689730349825433e-08,1.5138476425948153e-05,2.2915804224437382e-10
1988,1.5025971801411028e-05,3.4559908966359994e-08,1.5025971801411028e-05,2.617199240067298e-10
1989,1.4935578292352147e-05,3.1868697902837084e-08,1.4935578292352147e-05,2.5278946346899266e-10
1990,1.4777026990486775e-05,2.993958503338945e-08,1.4777026990486775e-05,2.653593446168477e-10
1991,1.4445196419338962e-05,2.733205509538753e-08,1.4445196419338962e-05,3.008683292584001e-10
1992,1.4103443910633879e-05,2.644567434880888e-08,1.4103443910633879e-05,2.667016518346063e-10
1993,1.3937653940437095e-05,2.4056935491297996e-08,1.3937653940437095e-05,2.6530006465495607e-10
1994,1.3819927127250204e-05,2.278964623363728e-08,1.3819927127250204e-05,2.7701596274790473e-10
1995,1.354087154530654e-05,2.0842813189655577e-08,1.354087154530654e-05,2.471132098550274e-10
1996,1.325782951815719e-05,1.9361897228366487e-08,1.325782951815719e-05,2.464132647927997e-10
1997,1.3270868164129621e-05,1.641172823038265e-08,1.3270868164129621e-05,3.5874893928549463e-10
1998,1.3168343944666308e-05,1.4482024595403281e-08,1.3168343944666308e-05,3.153759257714027e-10
1999,1.3206978110247292e-05,1.2808724747515043e-08,1.3206978110247292e-05,3.4228078109916586e-10
2000,1.2928063759838032e-05,1.174094535879736e-08,1.2928063759838032e-05,3.593037078181942e-10
2001,1.2816344548939793e-05,1.1763122920172009e-08,1.2816344548939793e-05,3.3119991868105613e-10
2002,1.2780999376056051e-05,1.1222627525699278e-08,1.2780999376056051e-05,3.593369332247473e-10
2003,1.2781484396587725e-05,1.0664393495269614e-08,1.2781484396587725e-05,3.6736540397010383e-10
2004,1.2718406131690635e-05,1.1608309805463283e-08,1.2718406131690635e-05,3.511279005647643e-10
2005,1.2843253248969891e-05,1.0730494270916324e-08,1.2843253248969891e-05,3.421133376591001e-10
2006,1.303575235007364e-05,1.1741442929036339e-08,1.303575235007364e-05,3.439398488236378e-10
2007,1.3445848708215635e-05,1.4868846915610284e-08,1.3445848708215635e-05,3.558972917959226e-10
2008,1.4015849176627984e-05,1.560711756657237e-08,1.4015849176627984e-05,3.78383705320776e-10
2009,1.4553014157822222e-05,1.492779519044315e-08,1.4553014157822222e-05,3.412928818526316e-10
2010,1.5062835830446733e-05,1.4558966920930061e-08,1.5062835830446733e-05,3.3294202117506444e-10
2011,1.5705977472992216e-05,1.2832809005912184e-08,1.5705977472992216e-05,2.354410515754373e-10
2012,1.61820242802995e-05,1.2242091530976853e-08,1.61820242802995e-05,2.369261077011282e-10
2013,1.633382089494262e-05,1.0178823498360349e-08,1.633382089494262e-05,2.3423293661815695e-10
2014,1.644540770939784e-05,6.943195351993836e-09,1.644540770939784e-05,2.4827748785443456e-10
2015,1.6218064437063212e-05,4.177523089359576e-09,1.6218064437063212e-05,4.0173220504170967e-10
2016,1.6012233442909617e-05,3.950073284337512e-09,1.6012233442909617e-05,4.101714315418725e-10
2017,1.6013276460095465e-05,3.925420507163342e-09,1.6013276460095465e-05,4.64204700142042e-10
2018,1.5652022921130992e-05,4.138561271460617e-09,1.5652022921130992e-05,5.310482165121754e-10
2019,1.535886303827283e-05,4.6592403268874705e-09,1.535886303827283e-05,6.264312679693518e-10
