ngram,data,dat,dta,daata
1537,0.00010597251853791281,3.7650956333631515e-07,0.0,0.0
1538,0.00010597251853791281,3.7650956333631515e-07,0.0,0.0
1539,0.00021090648734960787,3.7650956333631515e-07,0.0,0.0
1540,0.00021090648734960787,3.7650956333631515e-07,0.0,0.0
1541,0.00020809754596484709,3.7650956333631515e-07,0.0,0.0
1542,0.00020772103640151078,0.0,0.0,0.0
1543,0.00020503745015178408,0.0,0.0,0.0
1544,0.00020545476490951842,4.1731475773433756e-07,0.0,0.0
1545,0.00020545476490951842,4.1731475773433756e-07,0.0,0.0
1546,6.970209532093057e-07,4.1731475773433756e-07,0.0,0.0
1547,6.970209532093057e-07,4.1731475773433756e-07,0.0,0.0
1548,9.614278691775066e-06,4.1731475773433756e-07,0.0,0.0
1549,9.614278691775066e-06,4.1731475773433756e-07,0.0,0.0
1550,1.6098427100327433e-05,4.1731475773433756e-07,0.0,0.0
1551,1.5681112342593095e-05,2.361197143077983e-06,0.0,0.0
1552,0.00014908664336741952,2.361197143077983e-06,0.0,0.0
1553,0.00014880693717194454,2.361197143077983e-06,0.0,0.0
1554,0.00014880693717194454,2.361197143077983e-06,0.0,0.0
1555,0.0001465005147370643,2.9621821470625165e-06,0.0,0.0
1556,0.00029638670509614585,2.9621821470625165e-06,0.0,0.0
1557,0.00028990255668759346,2.1652198483934626e-05,0.0,0.0
1558,0.00029331280010020625,1.9291001340856644e-05,0.0,0.0
1559,0.00015990726907537983,1.9291001340856644e-05,0.0,0.0
1560,0.00015990726907537983,1.9291001340856644e-05,0.0,0.0
1561,0.00015990726907537983,1.9291001340856644e-05,0.0,0.0
1562,0.00015329643377169435,2.046773092193429e-05,0.0,0.0
1563,3.4102434126128045e-06,2.046773092193429e-05,0.0,0.0
1564,3.4102434126128045e-06,1.7777145850621828e-06,0.0,0.0
1565,0.0,1.7777145850621828e-06,0.0,0.0
1566,7.614682025242863e-06,5.585055597683615e-06,0.0,0.0
1567,7.614682025242863e-06,5.585055597683615e-06,0.0,0.0
1568,7.614682025242863e-06,5.585055597683615e-06,0.0,0.0
1569,7.614682025242863e-06,3.8073410126214313e-06,0.0,0.0
1570,9.12569430511212e-06,3.8073410126214313e-06,0.0,0.0
1571,9.12569430511212e-06,3.8073410126214313e-06,0.0,0.0
1572,9.645655089635901e-06,4.847262581668994e-06,0.0,0.0
1573,2.030973064393038e-06,1.0399215690475622e-06,0.0,0.0
1574,2.030973064393038e-06,1.0399215690475622e-06,0.0,0.0
1575,2.030973064393038e-06,1.0399215690475622e-06,0.0,0.0
1576,2.4816535122746634e-06,1.0399215690475622e-06,0.0,0.0
1577,8.625069215538264e-06,1.0399215690475622e-06,0.0,0.0
1578,9.106895439409917e-06,1.5217477929192164e-06,0.0,0.0
1579,9.233689460026134e-06,1.1285810290116518e-06,0.0,0.0
1580,1.0224150303526716e-05,2.1190418725122332e-06,0.0,0.0
1581,1.0224150303526716e-05,2.712349247043936e-06,0.0,0.0
1582,1.0224150303526716e-05,3.1313306213373186e-06,0.0,0.0
1583,2.587432732070738e-05,3.1313306213373186e-06,0.0,0.0
1584,1.9119010923012475e-05,3.1313306213373186e-06,0.0,0.0
1585,1.8825902787154648e-05,2.8382224854794913e-06,1.887180880138268e-07,0.0
1586,1.8898041828054246e-05,2.1914676803394935e-06,1.887180880138268e-07,0.0
1587,1.7907580984553662e-05,1.201006836838912e-06,1.887180880138268e-07,0.0
1588,1.857708679965851e-05,6.076994623072096e-07,1.887180880138268e-07,0.0
1589,1.9884172047568427e-05,1.887180880138268e-07,1.887180880138268e-07,0.0
1590,3.7833145825061365e-06,1.887180880138268e-07,1.887180880138268e-07,0.0
1591,3.150736461066117e-06,9.883184800076248e-07,1.887180880138268e-07,0.0
1592,2.96201837305229e-06,7.99600391993798e-07,0.0,0.0
1593,2.2431245270126965e-06,1.0228771186250794e-06,0.0,0.0
1594,2.2431245270126965e-06,1.3581402851871514e-06,0.0,0.0
1595,1.573618711907849e-06,1.3581402851871514e-06,0.0,0.0
1596,7.420752873648391e-06,1.3581402851871514e-06,0.0,0.0
1597,3.320697948895811e-05,1.3581402851871514e-06,1.2106209266806089e-07,0.0
1598,6.337337981676683e-05,5.585398931933534e-07,1.2106209266806089e-07,0.0
1599,6.525995818914712e-05,6.764510414671219e-07,1.2106209266806089e-07,0.0
1600,6.54729703585742e-05,9.857047384035208e-07,1.2106209266806089e-07,0.0
1601,6.586361808201348e-05,6.504415718414489e-07,1.2106209266806089e-07,0.0
1602,6.649002242349005e-05,6.504415718414489e-07,1.2106209266806089e-07,0.0
1603,5.9335803013839594e-05,1.0625516811809836e-06,1.2106209266806089e-07,0.0
1604,3.354957639852988e-05,1.4030923206779074e-06,0.0,0.0
1605,3.34151638980984e-06,1.7404029871873457e-06,0.0,0.0
1606,3.617100950188095e-06,4.50537566263977e-06,0.0,0.0
1607,4.150585855963332e-06,4.7193423142743995e-06,0.0,0.0
1608,3.959615729140101e-06,4.7193423142743995e-06,0.0,0.0
1609,3.333211387663531e-06,5.096690269315981e-06,0.0,0.0
1610,3.46065965166937e-06,4.684580159976447e-06,0.0,0.0
1611,6.942677008022916e-06,5.2657500353754064e-06,0.0,0.0
1612,6.986803953168419e-06,5.1974400970980895e-06,0.0,0.0
1613,4.824641020409867e-06,2.634177235449897e-06,0.0,0.0
1614,4.407753692703409e-06,1.8876801602475877e-06,0.0,0.0
1615,4.208076096087357e-06,3.411453170493977e-06,0.0,0.0
1616,4.208076096087357e-06,3.754954280209079e-06,0.0,0.0
1617,4.080627832081518e-06,4.743284957190294e-06,1.2354133462265183e-07,0.0
1618,1.3864275842934148e-06,3.92005158086509e-06,1.2354133462265183e-07,0.0
1619,1.3424958556892567e-06,4.55132685114482e-06,1.2354133462265183e-07,0.0
1620,6.278702471718134e-06,4.332444802912505e-06,1.2354133462265183e-07,0.0
1621,5.949092724222282e-06,4.689280794017188e-06,1.2354133462265183e-07,0.0
1622,9.185119568298563e-06,3.7986434254630045e-06,1.2354133462265183e-07,0.0
1623,1.0532190490916296e-05,3.0777943607063207e-06,1.2354133462265183e-07,0.0
1624,0.00017793358157242828,2.238795876304981e-06,0.0,0.0
1625,0.00017714576446386282,2.970965640867819e-06,0.0,0.0
1626,0.00017760956091348947,2.0706896423559684e-06,0.0,0.0
1627,0.0001726733542974606,2.1297220687951527e-06,0.0,0.0
1628,0.0001827621451541615,2.88658377810082e-06,0.0,0.0
1629,0.00017969117699781885,2.6660948476221946e-06,8.252934386681382e-08,0.0
1630,0.0001964563947467468,2.9248418351406665e-06,8.252934386681382e-08,0.0
1631,2.9338403578549332e-05,2.9455496002940762e-06,8.252934386681382e-08,0.0
1632,2.9430029712784744e-05,3.2144163079855e-06,8.252934386681382e-08,0.0
1633,2.9015349858647304e-05,4.3111586884541405e-06,8.252934386681382e-08,0.0
1634,4.493629264093865e-05,4.274805511223738e-06,8.252934386681382e-08,0.0
1635,3.501214121115481e-05,3.4903866646475634e-06,8.252934386681382e-08,0.0
1636,3.762610361133868e-05,3.1645843624314044e-06,0.0,0.0
1637,1.9513814939793e-05,3.052157629619095e-06,0.0,0.0
1638,1.949975517488513e-05,2.949452708987467e-06,0.0,0.0
1639,2.3613121405625342e-05,2.161420017695751e-06,0.0,0.0
1640,2.3338935810508182e-05,1.0646776372271103e-06,0.0,0.0
1641,7.53743720289484e-06,2.2551454037511576e-06,0.0,0.0
1642,7.480747610445958e-06,2.141766218853393e-06,0.0,0.0
1643,4.7017265225284584e-06,2.2355667031856034e-06,0.0,0.0
1644,4.885049455489414e-06,2.54755378900232e-06,0.0,0.0
1645,4.910410276741979e-06,2.725802914937958e-06,0.0,0.0
1646,1.2189597116827957e-05,3.01875242517521e-06,0.0,0.0
1647,1.2293642669192195e-05,3.5389801788759153e-06,0.0,0.0
1648,1.2495143128684763e-05,2.54603888346797e-06,4.584923577307823e-08,0.0
1649,1.24654210692045e-05,2.877733631326659e-06,4.584923577307823e-08,0.0
1650,1.2509341205811455e-05,3.0045296820649777e-06,4.584923577307823e-08,0.0
1651,1.3057019637179629e-05,3.1482235109641417e-06,1.3184939819309095e-07,0.0
1652,1.298500425507752e-05,3.06965353047417e-06,1.3184939819309095e-07,0.0
1653,1.5762008282698453e-06,2.9174777864682255e-06,2.8260095470094324e-07,0.0
1654,1.6795712107458321e-06,2.6461491415830096e-06,2.8260095470094324e-07,0.0
1655,1.5329357186796448e-06,2.6738227916212054e-06,2.36751718927865e-07,0.0
1656,3.221693869396144e-06,2.3527650228061248e-06,2.36751718927865e-07,0.0
1657,3.2889914629257485e-06,2.4901949992844104e-06,2.36751718927865e-07,0.0
1658,6.150237693093784e-06,2.1026563672421617e-06,1.5075155650785226e-07,0.0
1659,6.120555212874024e-06,3.0614937226606083e-06,1.5075155650785226e-07,0.0
1660,6.125354234752324e-06,2.6894138370283016e-06,0.0,0.0
1661,5.9179382999120985e-06,2.8436271739857536e-06,0.0,0.0
1662,5.824828877263956e-06,2.738608048145709e-06,0.0,0.0
1663,5.306047512476653e-06,2.709156335965547e-06,0.0,0.0
1664,5.430647661341936e-06,2.5787092649157524e-06,0.0,0.0
1665,1.926583300766132e-06,2.6728880422004816e-06,0.0,0.0
1666,1.8933737838519197e-06,1.986468873838021e-06,0.0,0.0
1667,3.111291667729737e-06,2.4579834254317186e-06,0.0,0.0
1668,3.1987980995446767e-06,2.4486499309464956e-06,0.0,0.0
1669,3.297322929743781e-06,2.744224437784786e-06,0.0,0.0
1670,2.165065869316355e-06,2.66308700247464e-06,0.0,0.0
1671,2.1247989496129904e-06,2.7397650715751557e-06,3.911019267174457e-08,0.0
1672,2.454825935923769e-06,3.8087574694145587e-06,3.911019267174457e-08,0.0
1673,2.369260958598066e-06,3.6414966676342634e-06,3.911019267174457e-08,0.0
1674,2.990469226915593e-06,3.350051510356674e-06,3.911019267174457e-08,0.0
1675,3.0059182937033517e-06,3.2308205553428186e-06,3.911019267174457e-08,0.0
1676,2.8691402543959806e-06,2.777539910831755e-06,3.911019267174457e-08,0.0
1677,2.887537545705397e-06,3.165385367408037e-06,3.911019267174457e-08,0.0
1678,2.831416590457333e-06,3.1527363099875013e-06,1.991857142716721e-08,0.0
1679,2.643924062795122e-06,2.7671886430523174e-06,1.991857142716721e-08,0.0
1680,2.6421031650768e-06,2.694138288461545e-06,5.612242911671014e-08,0.0
1681,1.0584399287186637e-06,2.8366593401837496e-06,7.849827657732281e-08,0.0
1682,1.1167726938765554e-06,2.844365813611408e-06,7.849827657732281e-08,0.0
1683,1.0738261835285812e-06,3.067413980975938e-06,7.849827657732281e-08,0.0
1684,1.964129309531667e-05,2.7973936604601997e-06,7.849827657732281e-08,0.0
1685,1.9845362219582186e-05,2.7018224305460796e-06,5.85797051501556e-08,0.0
1686,1.9697532146827662e-05,1.8755116246081473e-06,5.85797051501556e-08,0.0
1687,1.974872469645561e-05,1.8411907701322759e-06,2.237584746061267e-08,0.0
1688,1.9692636450534856e-05,1.8577497452757337e-06,0.0,0.0
1689,1.962606169822071e-05,1.8596358099135353e-06,0.0,0.0
1690,2.1308455261857618e-05,2.3815062734554104e-06,0.0,0.0
1691,2.6555756643834423e-06,2.3434620613573187e-06,0.0,0.0
1692,2.738101329669007e-06,2.4629371832166465e-06,2.3668044540110193e-08,0.0
1693,3.0000768528485163e-06,2.5793227028511216e-06,2.3668044540110193e-08,0.0
1694,3.0471754420042477e-06,2.6827634006362392e-06,2.3668044540110193e-08,0.0
1695,4.287292743551266e-06,2.651109282071827e-06,2.3668044540110193e-08,0.0
1696,4.255563015119281e-06,2.4142065870234674e-06,2.3668044540110193e-08,0.0
1697,3.851560531334794e-06,1.8993191588378977e-06,3.10151193616548e-08,0.0
1698,1.1114374396064314e-05,1.983615025632649e-06,5.1757660506674645e-08,0.0
1699,1.0792905925427476e-05,1.803440454750671e-06,2.8089615966564452e-08,0.0
1700,1.0500034193228203e-05,1.7032496413906171e-06,6.708317406329505e-08,0.0
1701,1.040666941370156e-05,1.792678680041198e-06,8.64166927223258e-08,0.0
1702,8.99486907915811e-06,1.6926524202582577e-06,8.64166927223258e-08,0.0
1703,9.32936884672537e-06,2.031856930833393e-06,9.745790257349135e-08,0.0
1704,8.11161013254085e-06,1.9064915802248703e-06,9.011082775194674e-08,0.0
1705,1.8530116676629405e-06,1.9103592389261133e-06,6.93682866069269e-08,0.0
1706,2.0917922256558086e-06,2.319473894983405e-06,6.93682866069269e-08,0.0
1707,2.149172896029735e-06,2.2833333852239387e-06,3.037472851019629e-08,0.0
1708,2.1779433641963157e-06,2.678040963084121e-06,1.104120985116554e-08,0.0
1709,2.250452171535601e-06,2.83532270779168e-06,2.306622600859295e-08,0.0
1710,2.765364870681099e-06,2.999761103897721e-06,1.2025016157427411e-08,0.0
1711,2.8791944259864977e-06,3.574896205853812e-06,2.171734487481964e-08,0.0
1712,1.9346811167711816e-06,3.834175247772821e-06,4.3444184630711136e-08,0.0
1713,2.1646990506139574e-06,3.7654151745820334e-06,5.426219981278077e-08,0.0
1714,1.3187109719378246e-05,3.772731507264585e-06,6.383381036455051e-08,0.0
1715,1.3160261646914608e-05,3.2354785486989257e-06,7.51561637051574e-08,0.0
1716,1.3015306235177246e-05,3.3041405263897365e-06,6.313114754772999e-08,0.0
1717,1.226337949284633e-05,3.0971230314337717e-06,6.313114754772999e-08,0.0
1718,1.2661807569916814e-05,2.64109930217923e-06,5.343881883033776e-08,0.0
1719,1.2730964889280066e-05,2.400832369988036e-06,3.8296850135566274e-08,0.0
1720,1.2293527000955301e-05,2.345718777568046e-06,2.7478834953496645e-08,0.0
1721,1.4595862255971172e-06,2.332733937951811e-06,2.6667282477481942e-08,0.0
1722,2.098995318127501e-06,2.3648919977858895e-06,1.534492913687505e-08,0.0
1723,2.1870790111019493e-06,2.2341653545611606e-06,1.534492913687505e-08,0.0
1724,2.1088023832557416e-06,2.0723006173284375e-06,1.534492913687505e-08,0.0
1725,1.7050303102093624e-06,2.0273366772016743e-06,1.534492913687505e-08,0.0
1726,1.923263677586614e-06,1.9735450353307115e-06,8.760058075755036e-09,0.0
1727,2.061055381221065e-06,1.8835275373671071e-06,8.760058075755036e-09,0.0
1728,2.0612731727201857e-06,1.8664782471335326e-06,0.0,0.0
1729,1.5783707567607053e-06,1.8039828059305104e-06,0.0,0.0
1730,1.6267152318505396e-06,2.002131785567534e-06,0.0,0.0
1731,1.635089964630814e-06,1.952501325571835e-06,0.0,0.0
1732,2.2232534482619874e-06,1.8818092582608057e-06,0.0,0.0
1733,2.9792908305483124e-06,1.8645142420479845e-06,0.0,0.0
1734,3.0204478369861524e-06,1.8548853566764073e-06,0.0,0.0
1735,3.05220128536478e-06,1.9193145785071205e-06,0.0,0.0
1736,2.954246269837313e-06,1.9660449035135182e-06,1.1024650145178124e-08,0.0
1737,2.934674090023951e-06,1.5511540790872199e-06,1.7946278368136907e-08,0.0
1738,4.228044157831132e-06,1.594524145990103e-06,1.7946278368136907e-08,0.0
1739,3.5838448297909054e-06,1.7074469594392992e-06,2.117719485486954e-08,0.0
1740,2.970866611511675e-06,1.6104005697213455e-06,2.8664473461503803e-08,0.0
1741,3.992804871748896e-06,1.529398080687575e-06,2.8664473461503803e-08,0.0
1742,3.854312832832615e-06,1.6288389831840635e-06,2.8664473461503803e-08,0.0
1743,3.918763963741055e-06,1.4743724737594936e-06,1.763982331632568e-08,0.0
1744,3.936122433450302e-06,1.924293720938814e-06,1.0718195093366895e-08,0.0
1745,2.6657931227548815e-06,1.9063450054090936e-06,2.334134714081821e-08,0.0
1746,2.7518301278308044e-06,1.7835931040670921e-06,2.0110430654085576e-08,0.0
1747,2.2959291153970947e-06,1.9773950806925962e-06,1.6782303800612552e-08,0.0
1748,1.1957077877663584e-06,1.934519876353339e-06,1.6782303800612552e-08,0.0
1749,1.2025978272894072e-06,1.8209729221650508e-06,2.1737584177117242e-08,0.0
1750,4.483798899660282e-06,2.0309113974040623e-06,2.8335047070575977e-08,0.0
1751,4.7032007078736826e-06,1.5861897314347776e-06,2.8335047070575977e-08,0.0
1752,4.858595064303829e-06,1.6038368845069532e-06,1.9610485172246887e-08,0.0
1753,5.122176405945668e-06,1.7113541649190926e-06,1.9610485172246887e-08,0.0
1754,6.737725227269818e-06,1.7718995520356527e-06,1.9635402129633154e-08,0.0
1755,6.728487814403447e-06,1.6190129242334348e-06,1.9635402129633154e-08,0.0
1756,6.8065044323312966e-06,1.6246708745321875e-06,2.0751062836308976e-08,0.0
1757,3.6306015545051196e-06,1.7122314050409062e-06,2.024384647216136e-08,0.0
1758,3.567861849010764e-06,1.7646588535821399e-06,2.3351431264830225e-08,0.0
1759,3.7128357104977894e-06,1.787513610906899e-06,2.2931636018646325e-08,0.0
1760,3.505626507051472e-06,1.8071911134549218e-06,2.2931636018646325e-08,0.0
1761,3.927428191933099e-06,1.5624022385704199e-06,2.152313476650696e-08,0.0
1762,5.784449220820014e-06,1.707695722481211e-06,2.152313476650696e-08,0.0
1763,6.158277853631132e-06,1.7897610210379104e-06,1.5452193683326446e-08,0.0
1764,7.062123294027904e-06,1.6934681720418406e-06,1.2172626843006843e-08,0.0
1765,6.942145481454125e-06,2.5514209482935257e-06,9.065042050337979e-09,0.0
1766,7.473661396163932e-06,3.5128884324616853e-06,5.5862471473996524e-09,0.0
1767,7.686346050052504e-06,3.404679156509311e-06,8.530749440183172e-09,0.0
1768,7.0651693541939105e-06,3.520524273881165e-06,8.437394529080069e-09,0.0
1769,5.4895285107444835e-06,3.631093298801196e-06,8.437394529080069e-09,0.0
1770,5.917684705179584e-06,3.7418321393748296e-06,1.1320316113077361e-08,0.0
1771,5.348646871945155e-06,3.7689615217979215e-06,8.509636424085848e-09,0.0
1772,6.170400183691527e-06,2.9587790615031347e-06,1.37818000821101e-08,0.0
1773,5.749136237552323e-06,1.9625172821439004e-06,1.37818000821101e-08,0.0
1774,5.989163095624203e-06,2.106766844787801e-06,1.6182224068675818e-08,0.0
1775,4.862447147908304e-06,2.3781110322878315e-06,1.6388700682260345e-08,0.0
1776,5.487492314516983e-06,2.1268545294463237e-06,1.6388700682260345e-08,0.0
1777,4.794462289022963e-06,2.3093871602343697e-06,1.64238294075858e-08,0.0
1778,4.769511146410618e-06,2.3266131522957167e-06,2.47672607502279e-08,0.0
1779,4.1846108810464755e-06,2.2754016981707537e-06,2.9741839974966363e-08,0.0
1780,4.322839881102222e-06,2.38205581938798e-06,3.2090980285813334e-08,0.0
1781,3.934027453007209e-06,2.3310757179777804e-06,2.865857088149174e-08,0.0
1782,4.070706056934016e-06,1.99594705918571e-06,2.5769881720602176e-08,0.0
1783,3.613235873802166e-06,2.343089574554012e-06,2.7944480761123358e-08,0.0
1784,3.860552624246338e-06,1.9434559460153522e-06,2.835537468318502e-08,0.0
1785,4.069999249622924e-06,1.9525583638824173e-06,2.3248188136497968e-08,0.0
1786,6.576383904237966e-06,1.8354409689891327e-06,1.3001445253735255e-08,0.0
1787,6.535292608792328e-06,1.7921787584132938e-06,1.4519729672559021e-08,0.0
1788,6.6366120725953285e-06,1.757049054568987e-06,1.6526869016177314e-08,0.0
1789,6.670593295763995e-06,2.010888830942089e-06,2.1180408284392016e-08,0.0
1790,6.542297764359059e-06,1.8175981121463077e-06,2.342520285683999e-08,0.0
1791,6.5885272501223624e-06,2.0189991524992886e-06,2.1182224863025567e-08,0.0
1792,6.389593928750921e-06,1.8951421014077953e-06,2.0122504170875085e-08,0.0
1793,3.972489594161743e-06,2.167628947193277e-06,2.209454841306524e-08,0.0
1794,4.008795843089631e-06,2.3618899181851053e-06,1.9225109250596362e-08,0.0
1795,4.14609537204212e-06,2.230264142001813e-06,1.7131997281134252e-08,0.0
1796,4.270300418543879e-06,1.929843749946615e-06,1.4374781238351325e-08,0.0
1797,4.64808197518453e-06,1.9124968275718857e-06,1.2223082228907905e-08,0.0
1798,4.756326201719016e-06,2.2038167181952824e-06,1.2294429347597152e-08,0.0
1799,4.789846278591929e-06,2.1299302943589282e-06,1.1319444429399742e-08,0.0
1800,4.860893633511816e-06,1.999607564227647e-06,1.1817383769953591e-08,0.0
1801,4.865370621181293e-06,1.7980907094689819e-06,1.3605441091207077e-08,0.0
1802,5.104852269661413e-06,1.865499630834425e-06,1.2647150438027666e-08,0.0
1803,5.111968416063714e-06,2.0284310591835364e-06,1.285682690469311e-08,0.0
1804,4.881758871176446e-06,1.979929558209343e-06,1.1809442503261737e-08,0.0
1805,4.728139174403623e-06,1.9974468159489334e-06,1.1431161668034356e-08,0.0
1806,4.871299812033872e-06,2.067471216703e-06,1.152237302396283e-08,0.0
1807,4.865127136456847e-06,1.954138123697443e-06,1.0516938050589682e-08,0.0
1808,5.013568495217312e-06,2.023295694795836e-06,8.20162154064568e-09,0.0
1809,4.844248516227319e-06,1.955744299461263e-06,8.23799200284319e-09,0.0
1810,4.775275361420686e-06,1.8249812764484626e-06,6.7858052510416655e-09,0.0
1811,4.937778157909634e-06,1.7448023998310549e-06,6.034262930601894e-09,0.0
1812,5.418237443726477e-06,1.2633349553782734e-06,6.448771675390422e-09,0.0
1813,5.3435739703542954e-06,1.2717463846456667e-06,6.901835801288923e-09,0.0
1814,5.5555422347554535e-06,1.2937299272510115e-06,5.855203464934431e-09,0.0
1815,5.462469094449521e-06,1.1600312989555408e-06,5.770758505972497e-09,0.0
1816,5.731913331276571e-06,1.2434825781123697e-06,5.246479885455204e-09,0.0
1817,5.749969724482591e-06,1.2679784699035475e-06,5.792099879085657e-09,0.0
1818,5.749288123167519e-06,1.425135029161798e-06,5.860436580462647e-09,0.0
1819,5.4281441147655385e-06,1.3968256423270629e-06,5.568679993319035e-09,0.0
1820,5.458030825268777e-06,1.369106550035732e-06,4.5598500213779e-09,0.0
1821,5.420447126068341e-06,1.437888938328667e-06,4.656150766533886e-09,0.0
1822,5.589661993456373e-06,1.5425658018232622e-06,5.143251665832135e-09,0.0
1823,6.033185335192164e-06,1.5541723184599375e-06,5.465220054290398e-09,0.0
1824,6.325654015069761e-06,1.5296993589280255e-06,6.009347337203914e-09,0.0
1825,6.493725517689849e-06,1.382052931018864e-06,6.105326752095916e-09,0.0
1826,6.784960273112769e-06,1.4419884856969084e-06,5.559036818171746e-09,0.0
1827,7.08265166135139e-06,1.4974988126985927e-06,5.3449051533911125e-09,0.0
1828,7.299822040554968e-06,1.466135634992887e-06,5.492664006163344e-09,0.0
1829,9.012043067611688e-06,1.3475478064200225e-06,6.165315845154038e-09,0.0
1830,8.83809921755788e-06,1.3123179769536364e-06,8.6080519537798e-09,0.0
1831,9.149992820312036e-06,1.3516850815774108e-06,7.328965022170207e-09,0.0
1832,9.670837503758126e-06,1.4687409150480692e-06,7.206777777720877e-09,0.0
1833,9.849511245972411e-06,1.5343865860424039e-06,7.263674360404236e-09,0.0
1834,1.0123277401622285e-05,1.497851485510182e-06,7.82060381533865e-09,0.0
1835,1.0419549393450975e-05,1.601599072793241e-06,7.493761547802284e-09,0.0
1836,9.120130016526673e-06,1.7645659389537677e-06,6.473155662283554e-09,0.0
1837,9.112310700792087e-06,1.7905603694349078e-06,3.792754174217602e-09,0.0
1838,9.18544459896761e-06,1.7373380225243246e-06,3.938886867465336e-09,0.0
1839,8.9734142290711e-06,1.684367118416828e-06,3.958460162830793e-09,0.0
1840,8.899577551346738e-06,1.7329322840201452e-06,4.453100428085983e-09,0.0
1841,8.714102217969152e-06,1.7760797358537924e-06,4.912825384601709e-09,0.0
1842,8.772604944949438e-06,1.6853114987368047e-06,5.003399853161941e-09,0.0
1843,8.7305279521388e-06,1.677232619710724e-06,4.805844230507514e-09,0.0
1844,8.901333525760233e-06,1.6680935134770282e-06,4.541544346941302e-09,0.0
1845,8.960935571979331e-06,1.72385645263213e-06,4.264632202932717e-09,0.0
1846,9.149941693717015e-06,1.72178519213568e-06,4.125485159838555e-09,0.0
1847,9.490277079748921e-06,1.73771148378624e-06,4.430562837244776e-09,0.0
1848,9.783405792924376e-06,1.7116745831507224e-06,5.187937825366719e-09,0.0
1849,9.891093213809654e-06,2.002000055004568e-06,6.428155436515632e-09,0.0
1850,9.968916986378775e-06,1.9926967687362255e-06,6.812331429121141e-09,0.0
1851,1.013387606820158e-05,2.0550607392319113e-06,7.63341196601581e-09,0.0
1852,1.0312318538905987e-05,2.131133961873794e-06,8.41207265749639e-09,0.0
1853,1.0292065780959092e-05,2.3701428030368073e-06,9.130714470221131e-09,0.0
1854,1.0344455664120947e-05,2.5293264635755416e-06,9.282155488676835e-09,0.0
1855,1.0406433570356707e-05,2.5797238549785106e-06,9.242848264534587e-09,0.0
1856,1.0517520942292841e-05,2.3898004428701825e-06,9.266681898014082e-09,0.0
1857,1.0825061118729146e-05,2.4807921395872005e-06,1.0528136521311841e-08,0.0
1858,1.0809985724336002e-05,2.524010532007586e-06,1.1004398789030541e-08,0.0
1859,1.0844546003292116e-05,2.668021189882503e-06,1.1658996561842677e-08,6.09293885186649e-11
1860,1.1111406820418779e-05,2.578552961754862e-06,1.1951921484256088e-08,6.09293885186649e-11
1861,1.1020455141468638e-05,2.5309036248342764e-06,1.3017298350348483e-08,6.09293885186649e-11
1862,1.1120376776878921e-05,2.5629509374474376e-06,1.1595497197345952e-08,1.1664765978533102e-10
1863,1.1135969154046116e-05,2.530970180357274e-06,1.0669543978484138e-08,1.1664765978533102e-10
1864,1.110761578664616e-05,2.4611677612743473e-06,9.637943141983994e-09,1.6374278123874675e-10
1865,1.118326430774427e-05,2.4651375107558645e-06,9.37859517031419e-09,1.6374278123874675e-10
