ngram,confidence,confidnce,confidece,conidence
1616,4.2298213884350844e-05,0.0,0.0,0.0
1617,4.14851609613314e-05,0.0,0.0,0.0
1618,5.0107961734673676e-05,0.0,0.0,0.0
1619,4.7952926511892914e-05,0.0,0.0,0.0
1620,4.8230366311534976e-05,0.0,0.0,0.0
1621,4.9158953645798776e-05,0.0,0.0,0.0
1622,4.63768737972714e-05,0.0,0.0,0.0
1623,4.662820356315933e-05,0.0,0.0,0.0
1624,4.420481933006418e-05,0.0,0.0,0.0
1625,3.355647030340541e-05,0.0,0.0,0.0
1626,3.285067928767863e-05,0.0,0.0,0.0
1627,3.321130692971305e-05,0.0,0.0,0.0
1628,3.256719394682607e-05,0.0,6.55116260921724e-08,0.0
1629,4.111274379933353e-05,0.0,1.4804096995898623e-07,0.0
1630,3.9250001983808556e-05,0.0,1.4804096995898623e-07,0.0
1631,4.370914406795886e-05,0.0,1.4804096995898623e-07,0.0
1632,4.837005352393524e-05,0.0,1.4804096995898623e-07,0.0
1633,5.287370731821284e-05,0.0,1.4804096995898623e-07,0.0
1634,5.240020306830827e-05,0.0,1.4804096995898623e-07,0.0
1635,5.070934483748195e-05,0.0,8.252934386681382e-08,0.0
1636,4.3826487983876306e-05,0.0,0.0,0.0
1637,4.910338819692177e-05,0.0,0.0,0.0
1638,4.8713119342989686e-05,0.0,0.0,0.0
1639,4.61286872450728e-05,0.0,0.0,0.0
1640,4.2118203314852766e-05,0.0,0.0,0.0
1641,4.084439413938006e-05,0.0,0.0,0.0
1642,4.526035835234714e-05,0.0,0.0,0.0
1643,4.529545861130048e-05,0.0,0.0,0.0
1644,4.14483058973149e-05,0.0,0.0,0.0
1645,4.544209410336667e-05,0.0,0.0,0.0
1646,5.258407171433126e-05,0.0,0.0,0.0
1647,5.6385398888128945e-05,0.0,0.0,0.0
1648,5.819959135676202e-05,0.0,0.0,0.0
1649,5.2492506386313054e-05,0.0,0.0,0.0
1650,5.3203844540153765e-05,0.0,0.0,0.0
1651,5.421415283178378e-05,0.0,0.0,0.0
1652,4.797026953643321e-05,0.0,0.0,0.0
1653,4.3346710299374536e-05,0.0,0.0,0.0
1654,4.3340107367839664e-05,0.0,0.0,0.0
1655,4.6672617567570084e-05,0.0,0.0,0.0
1656,4.9561568760379616e-05,0.0,0.0,0.0
1657,4.754003748530522e-05,0.0,0.0,0.0
1658,4.6881051405632335e-05,0.0,0.0,0.0
1659,4.681570966827816e-05,0.0,0.0,0.0
1660,4.689332958410627e-05,0.0,0.0,0.0
1661,4.70719751319848e-05,0.0,0.0,0.0
1662,4.602502147983094e-05,0.0,0.0,4.059985972812033e-08
1663,4.232790940607499e-05,0.0,0.0,4.059985972812033e-08
1664,4.594365132756398e-05,0.0,0.0,4.059985972812033e-08
1665,4.746637569041923e-05,0.0,0.0,4.059985972812033e-08
1666,4.828958429113429e-05,0.0,0.0,4.059985972812033e-08
1667,4.9062832009180314e-05,0.0,0.0,4.059985972812033e-08
1668,4.807615914614871e-05,0.0,0.0,4.059985972812033e-08
1669,4.6082687601613414e-05,0.0,0.0,0.0
1670,5.495698392873497e-05,0.0,0.0,0.0
1671,5.248318432547551e-05,0.0,0.0,0.0
1672,5.286301685763257e-05,0.0,0.0,0.0
1673,5.435057132022588e-05,0.0,0.0,0.0
1674,5.602675602338942e-05,0.0,0.0,0.0
1675,5.373306391577769e-05,0.0,0.0,0.0
1676,5.493704364718204e-05,0.0,0.0,0.0
1677,5.0136330433555744e-05,0.0,0.0,0.0
1678,4.86824189595479e-05,0.0,0.0,0.0
1679,4.6025835867372476e-05,0.0,0.0,0.0
1680,4.382179291237013e-05,0.0,0.0,0.0
1681,4.2623963443994785e-05,0.0,0.0,0.0
1682,4.135696378528207e-05,0.0,0.0,0.0
1683,4.025288035336416e-05,0.0,0.0,0.0
1684,3.723406007338781e-05,0.0,0.0,0.0
1685,3.483606971193305e-05,0.0,0.0,0.0
1686,3.573331585877375e-05,0.0,0.0,0.0
1687,3.353878959647513e-05,0.0,0.0,0.0
1688,3.14511832714613e-05,0.0,0.0,0.0
1689,3.131364064756781e-05,0.0,0.0,0.0
1690,2.886562963664931e-05,0.0,0.0,0.0
1691,2.7624246805706726e-05,0.0,0.0,0.0
1692,2.8227239454281516e-05,0.0,0.0,0.0
1693,2.5768517973899308e-05,0.0,0.0,0.0
1694,2.640527444392709e-05,0.0,0.0,0.0
1695,2.3404063800366464e-05,0.0,0.0,0.0
1696,2.3677660335254457e-05,0.0,0.0,0.0
1697,2.5517022420120027e-05,0.0,0.0,0.0
1698,2.4330643749895637e-05,0.0,0.0,0.0
1699,2.1887061848246958e-05,0.0,0.0,0.0
1700,2.0589213428528247e-05,0.0,0.0,0.0
1701,1.9432205980202915e-05,0.0,0.0,0.0
1702,1.9368597999605947e-05,0.0,0.0,0.0
1703,1.694676991194553e-05,0.0,0.0,0.0
1704,1.6833522230237058e-05,0.0,0.0,8.66176666899524e-09
1705,1.699741291564091e-05,0.0,0.0,8.66176666899524e-09
1706,1.69528080472706e-05,0.0,0.0,8.66176666899524e-09
1707,1.6071700559093317e-05,0.0,0.0,8.66176666899524e-09
1708,1.4870682532221378e-05,0.0,0.0,8.66176666899524e-09
1709,1.6959100906076075e-05,0.0,0.0,8.66176666899524e-09
1710,1.715501996711412e-05,0.0,0.0,8.66176666899524e-09
1711,1.3933380679580815e-05,0.0,0.0,0.0
1712,1.29430526872706e-05,0.0,0.0,0.0
1713,1.3302140424847103e-05,0.0,0.0,0.0
1714,1.7906108821210053e-05,0.0,0.0,0.0
1715,1.768627050426273e-05,0.0,0.0,0.0
1716,1.4289444347273924e-05,0.0,0.0,0.0
1717,1.459642921223089e-05,0.0,0.0,0.0
1718,1.5625975265720626e-05,0.0,0.0,0.0
1719,1.537724827877745e-05,0.0,0.0,0.0
1720,1.4578085158843481e-05,0.0,0.0,0.0
1721,1.4525265864254574e-05,0.0,0.0,0.0
1722,1.5287560212787605e-05,0.0,0.0,0.0
1723,1.5861153964838843e-05,0.0,0.0,0.0
1724,1.5135708378823307e-05,0.0,0.0,0.0
1725,1.5334466752392473e-05,0.0,0.0,0.0
1726,1.5905877782123362e-05,0.0,0.0,0.0
1727,1.6311941700613325e-05,0.0,0.0,0.0
1728,1.4385532657407956e-05,0.0,0.0,0.0
1729,1.3986158981944235e-05,0.0,0.0,0.0
1730,1.3859167276158197e-05,0.0,0.0,0.0
1731,1.4300636134326591e-05,0.0,0.0,0.0
1732,1.3872989776635742e-05,0.0,0.0,0.0
1733,1.627449832345259e-05,0.0,0.0,0.0
1734,1.628111372805766e-05,0.0,0.0,0.0
1735,1.4346743098160783e-05,0.0,0.0,0.0
1736,1.563143138940047e-05,0.0,0.0,0.0
1737,1.656587898781124e-05,0.0,0.0,0.0
1738,1.9528484959404784e-05,0.0,0.0,0.0
1739,2.057273702251093e-05,0.0,0.0,0.0
1740,1.8541097493393215e-05,0.0,0.0,0.0
1741,1.8608544191270733e-05,0.0,0.0,0.0
1742,1.9572499046002383e-05,0.0,0.0,0.0
1743,1.987675802541032e-05,0.0,0.0,0.0
1744,1.9643335430633408e-05,0.0,0.0,0.0
1745,1.8646255349657232e-05,0.0,0.0,0.0
1746,1.7678212835952373e-05,0.0,0.0,0.0
1747,1.806480850063963e-05,0.0,0.0,0.0
1748,1.9109886125079356e-05,0.0,0.0,0.0
1749,2.012018558161799e-05,0.0,0.0,0.0
1750,2.1127749797804946e-05,0.0,0.0,0.0
1751,2.4137868032474736e-05,0.0,0.0,0.0
1752,2.483394070752963e-05,0.0,0.0,3.898590149122226e-09
1753,2.7064380057189347e-05,0.0,0.0,3.898590149122226e-09
1754,3.0571831562805786e-05,0.0,0.0,3.898590149122226e-09
1755,3.3868374625204266e-05,0.0,0.0,3.898590149122226e-09
1756,3.594725032079233e-05,0.0,0.0,3.898590149122226e-09
1757,3.748673615128999e-05,0.0,0.0,3.898590149122226e-09
1758,3.719830004099224e-05,0.0,0.0,7.00617494179109e-09
1759,3.743888737517409e-05,0.0,0.0,6.58637969560719e-09
1760,3.833786571963823e-05,0.0,0.0,6.58637969560719e-09
1761,3.6820038595968594e-05,0.0,0.0,6.58637969560719e-09
1762,3.472236988142997e-05,0.0,0.0,6.58637969560719e-09
1763,3.395582020207907e-05,0.0,0.0,6.58637969560719e-09
1764,3.5395437537642594e-05,0.0,0.0,6.58637969560719e-09
1765,3.690353150886949e-05,0.0,0.0,3.4787949029383267e-09
1766,3.930087846778666e-05,0.0,0.0,0.0
1767,4.078498464618211e-05,0.0,0.0,0.0
1768,4.102171884109599e-05,0.0,0.0,0.0
1769,4.399642213164563e-05,0.0,0.0,0.0
1770,4.558303823744479e-05,0.0,0.0,0.0
1771,4.473114625268083e-05,0.0,0.0,0.0
1772,4.5591739763040096e-05,2.6360818290121254e-09,0.0,0.0
1773,4.438721849250474e-05,2.6360818290121254e-09,0.0,0.0
1774,4.6011966333026066e-05,2.6360818290121254e-09,0.0,0.0
1775,4.856704461937105e-05,2.6360818290121254e-09,0.0,0.0
1776,4.875931751614969e-05,2.6360818290121254e-09,0.0,0.0
1777,4.9575637863849155e-05,2.6360818290121254e-09,0.0,0.0
1778,5.254484286914314e-05,2.6360818290121254e-09,0.0,0.0
1779,5.3733173574853155e-05,0.0,0.0,5.123371441381355e-09
1780,5.742506514902094e-05,0.0,0.0,7.472511752228326e-09
1781,5.68160051313628e-05,0.0,0.0,7.472511752228326e-09
1782,5.7128165540884114e-05,0.0,0.0,7.472511752228326e-09
1783,5.7729332703664636e-05,0.0,0.0,1.1821709833270688e-08
1784,6.0798993217758834e-05,0.0,0.0,1.3486181948962894e-08
1785,6.139882420289464e-05,0.0,0.0,1.3486181948962894e-08
1786,6.16443222887548e-05,0.0,0.0,8.362810507581538e-09
1787,5.969183153605887e-05,0.0,0.0,6.013670196734568e-09
1788,6.154708015466375e-05,0.0,0.0,6.013670196734568e-09
1789,6.516092461034921e-05,0.0,0.0,6.013670196734568e-09
1790,6.57578717177135e-05,0.0,0.0,2.769320518934494e-09
1791,6.410127233331358e-05,0.0,0.0,1.1048484032422883e-09
1792,6.341089933162689e-05,0.0,0.0,4.369634432066505e-09
1793,6.333586030190677e-05,0.0,0.0,5.3556565531615826e-09
1794,6.513051994261332e-05,0.0,0.0,5.3556565531615826e-09
1795,6.528570884256624e-05,0.0,0.0,5.3556565531615826e-09
1796,6.465056243801623e-05,0.0,0.0,5.3556565531615826e-09
1797,6.546289348209809e-05,0.0,0.0,4.817731800800727e-09
1798,6.536428450739809e-05,0.0,0.0,5.975045157059964e-09
1799,6.759624479205481e-05,0.0,0.0,3.911798313842902e-09
1800,6.799858549909134e-05,0.0,0.0,3.7491040113682826e-09
1801,6.943111657164991e-05,0.0,0.0,4.6777849530396256e-09
1802,7.089169542138864e-05,0.0,0.0,5.980165378766904e-09
1803,7.163445219962991e-05,0.0,0.0,6.3311653380233275e-09
1804,7.285231341873961e-05,3.0507755052358986e-10,0.0,8.204862091330613e-09
1805,7.432639748523278e-05,3.0507755052358986e-10,0.0,1.0163678819198805e-08
1806,7.263047258935071e-05,3.0507755052358986e-10,0.0,9.479239837517639e-09
1807,7.318826932792685e-05,3.0507755052358986e-10,0.0,9.911239416484006e-09
1808,7.28605269354635e-05,5.404407397792608e-10,0.0,1.0394737546905373e-08
1809,7.416082059665184e-05,5.404407397792608e-10,0.0,1.0720680502071137e-08
1810,7.319861885792176e-05,5.404407397792608e-10,0.0,1.1459368755493772e-08
1811,7.531962702549728e-05,2.35363189255671e-10,0.0,9.956284114614228e-09
1812,7.758081379246764e-05,2.35363189255671e-10,0.0,7.556278840732083e-09
1813,7.914932419745517e-05,4.293425932238344e-10,0.0,8.591013868551402e-09
1814,8.213256452498692e-05,4.293425932238344e-10,0.0,8.171519016997308e-09
1815,8.274706591951794e-05,1.9397940396816337e-10,0.0,7.531902784003414e-09
1816,8.028448584289955e-05,1.9397940396816337e-10,0.0,6.854442981461619e-09
1817,8.146905435881178e-05,1.9397940396816337e-10,0.0,6.4501450529925415e-09
1818,7.935860152688942e-05,1.9397940396816337e-10,0.0,5.6916441559806685e-09
1819,7.731534008468901e-05,1.9397940396816337e-10,0.0,5.576709110372795e-09
1820,7.684854998452855e-05,0.0,0.0,4.614461622333619e-09
1821,7.444732078251295e-05,0.0,0.0,4.035737585387064e-09
1822,7.484907629467281e-05,0.0,0.0,4.011788171506428e-09
1823,7.647972753537553e-05,8.427766421245256e-10,0.0,3.763238419298074e-09
1824,7.66731339224082e-05,8.427766421245256e-10,0.0,4.553168318567811e-09
1825,7.790492652150403e-05,8.427766421245256e-10,0.0,5.640301448117668e-09
1826,7.827012034665261e-05,8.427766421245256e-10,0.0,5.9870976271929925e-09
1827,7.929123551418473e-05,8.427766421245256e-10,1.0457060614247179e-10,5.711221701914277e-09
1828,8.076697953843645e-05,8.427766421245256e-10,1.0457060614247179e-10,6.116089063772685e-09
1829,7.820621041381466e-05,8.427766421245256e-10,1.0457060614247179e-10,6.140492717473681e-09
1830,7.856396821028153e-05,0.0,1.0457060614247179e-10,6.105310701443045e-09
1831,7.870142352268366e-05,0.0,2.903599265786332e-10,5.837621084938048e-09
1832,7.826167711755261e-05,0.0,2.903599265786332e-10,5.167499285617185e-09
1833,7.901082426542416e-05,0.0,2.903599265786332e-10,4.549426391164957e-09
1834,7.853860110377095e-05,0.0,6.841504822980531e-10,4.567955347312136e-09
1835,7.747410147983049e-05,8.37834008520539e-11,6.841504822980531e-10,4.660030076105873e-09
1836,7.939567668862375e-05,8.37834008520539e-11,6.841504822980531e-10,4.787747151116914e-09
1837,7.802511806533272e-05,8.37834008520539e-11,6.841504822980531e-10,4.7401466244220305e-09
1838,7.693110923615418e-05,8.37834008520539e-11,4.983611618618917e-10,4.295773514684242e-09
1839,7.520728312166674e-05,8.37834008520539e-11,4.983611618618917e-10,3.927071620272013e-09
1840,7.399043222124289e-05,8.37834008520539e-11,4.983611618618917e-10,4.126260349275006e-09
1841,7.353781048940229e-05,8.37834008520539e-11,0.0,4.353840462759503e-09
1842,7.2633964009583e-05,0.0,0.0,4.086313382905311e-09
1843,7.237548145764907e-05,0.0,1.3114905986607742e-10,3.7101754684394042e-09
1844,7.1886126534082e-05,6.678285702221842e-11,1.3114905986607742e-10,3.5581241762473935e-09
1845,7.218774823871042e-05,6.678285702221842e-11,1.978878251738893e-10,3.3287768414729565e-09
1846,7.315871334867552e-05,6.678285702221842e-11,1.978878251738893e-10,4.210181060924713e-09
1847,7.27567239664495e-05,6.678285702221842e-11,2.584932902647909e-10,3.923501143024818e-09
1848,7.207611218161349e-05,2.3084587416225385e-10,3.1318096528819087e-10,4.074620006479433e-09
1849,7.260040521422135e-05,2.3084587416225385e-10,3.1318096528819087e-10,4.2329709261577724e-09
1850,7.165740368821259e-05,2.7831578311828965e-10,1.8203190542211344e-10,4.13560385936762e-09
1851,7.10954679691765e-05,3.0439011628707087e-10,2.2846050051761324e-10,4.13240981116709e-09
1852,7.016028497933544e-05,3.0439011628707087e-10,1.6172173520980137e-10,4.053553841793749e-09
1853,6.901171374400812e-05,3.0439011628707087e-10,1.6172173520980137e-10,3.2343613818954152e-09
1854,6.846517706955118e-05,3.0439011628707087e-10,1.0111627011889977e-10,3.2949506932413085e-09
1855,6.785382928293464e-05,1.4032709914703545e-10,9.893034407555084e-11,3.0565266825480617e-09
1856,6.666409067942627e-05,1.4032709914703545e-10,9.893034407555084e-11,2.7595438632589874e-09
1857,6.559314455703966e-05,9.285719019099962e-11,9.893034407555084e-11,2.476717370874277e-09
1858,6.452891882093224e-05,0.0,5.250174898005103e-11,2.415656024418971e-09
1859,6.279235562292993e-05,0.0,5.250174898005103e-11,2.4480369794791355e-09
1860,6.149437883453044e-05,0.0,5.250174898005103e-11,2.341466544462735e-09
1861,6.039787383217897e-05,1.6946003330734324e-10,5.250174898005103e-11,2.490348816053256e-09
1862,5.9451860579429194e-05,1.6946003330734324e-10,0.0,2.4078609582391307e-09
1863,5.868782474343399e-05,1.6946003330734324e-10,0.0,2.5373481411199758e-09
1864,5.7842477482543995e-05,1.6946003330734324e-10,0.0,2.910991796818101e-09
1865,5.7057750901939084e-05,1.6946003330734324e-10,1.7690620397153063e-10,3.126938898288602e-09
1866,5.636702917399816e-05,2.1369965321125862e-10,1.7690620397153063e-10,2.904941509562775e-09
1867,5.5670923237422744e-05,2.1369965321125862e-10,1.7690620397153063e-10,3.197292922482323e-09
1868,5.4691107444731255e-05,4.4239619903915386e-11,1.7690620397153063e-10,3.1038930632070513e-09
1869,5.364291843891676e-05,4.4239619903915386e-11,1.7690620397153063e-10,3.1493099398157855e-09
1870,5.2230336483002505e-05,4.4239619903915386e-11,1.7690620397153063e-10,2.8408769781052e-09
1871,5.11373057504118e-05,8.481568225526814e-11,1.7690620397153063e-10,2.809743374473531e-09
1872,5.019895823871983e-05,1.2576739253208506e-10,0.0,2.600088795062001e-09
1873,4.960406035284645e-05,8.152777262816966e-11,0.0,2.9587911168757077e-09
1874,4.909334945425924e-05,1.2126848731546554e-10,0.0,3.0000833563446706e-09
1875,4.829884086835331e-05,1.2126848731546554e-10,0.0,3.2032002130120775e-09
1876,4.773744720815947e-05,1.2126848731546554e-10,0.0,3.112743301209824e-09
1877,4.751848038202817e-05,1.5622015982406723e-10,0.0,3.2583625004483404e-09
1878,4.719069693237543e-05,1.1564409747271448e-10,2.1771216575570763e-10,2.9891619338481436e-09
1879,4.682863800553605e-05,1.0960620109935957e-10,2.5262597965916965e-10,2.893869144315886e-09
1880,4.6083734819798595e-05,1.0960620109935957e-10,3.183993465708365e-10,2.4999358932171437e-09
1881,4.559897362404237e-05,1.014310817876967e-10,3.183993465708365e-10,2.3305281672745893e-09
1882,4.53512387009271e-05,1.014310817876967e-10,3.183993465708365e-10,1.930965625491459e-09
1883,4.471094299723128e-05,1.014310817876967e-10,3.183993465708365e-10,2.2926755890598625e-09
1884,4.4072395602207894e-05,1.2750122386455994e-10,3.4891025386356896e-10,2.496795960458899e-09
1885,4.36013334755054e-05,2.1457105933312245e-10,1.311980881078613e-10,2.569316584885176e-09
1886,4.311382872401737e-05,1.7965724542966044e-10,1.2387289011999465e-10,2.8896303921095115e-09
1887,4.2855673070464816e-05,1.7965724542966044e-10,1.1336746026063033e-10,2.85286137570649e-09
1888,4.220961896602863e-05,1.4809165005402747e-10,1.4037030268302227e-10,2.7486654063935134e-09
1889,4.1750212923424055e-05,1.4809165005402747e-10,1.4037030268302227e-10,2.900668261140993e-09
1890,4.1849166986399465e-05,2.492744106368556e-10,1.4037030268302227e-10,2.4469273432866802e-09
1891,4.166494545643218e-05,1.8825259605139066e-10,2.1227960262620067e-10,2.235502560843372e-09
1892,4.116166902739289e-05,1.236543427175972e-10,2.1227960262620067e-10,2.2598719245132362e-09
1893,4.108556978670614e-05,1.6977768992264076e-10,1.8469098671060535e-10,1.7637038337728735e-09
1894,4.074071330251172e-05,1.6977768992264076e-10,1.5151482251380648e-10,1.901642637009664e-09
1895,4.062424704898149e-05,3.391473510757795e-10,1.2451198009141454e-10,1.9550139602435887e-09
1896,4.08405384015558e-05,3.972886285825388e-10,1.2451198009141454e-10,1.892908750379872e-09
1897,4.051214273204096e-05,3.51836133640125e-10,2.3597251137224314e-10,1.8628729194146233e-09
1898,4.000848431522692e-05,3.698743018214807e-10,1.3355230413633227e-10,1.826184806549439e-09
1899,3.9841804079644915e-05,4.749000657008498e-10,1.5176621070978058e-10,1.8212190644462112e-09
1900,3.933293555746786e-05,5.191297451436126e-10,1.5176621070978058e-10,1.917766881806163e-09
1901,3.919736159982027e-05,5.705398038933853e-10,1.296744378542769e-10,1.723483800120107e-09
1902,3.8724768923462504e-05,4.700433038827358e-10,1.4689272813989922e-10,1.6509246668152043e-09
1903,3.76184969874365e-05,4.119020263759765e-10,1.4689272813989922e-10,1.6061880079933287e-09
1904,3.6957848871160035e-05,4.830016803181181e-10,3.543219685907064e-11,1.6052193066836855e-09
1905,3.676694125585657e-05,5.869384105723035e-10,3.543219685907064e-11,1.5023622821987358e-09
1906,3.63749147384494e-05,5.835609535281045e-10,1.721829028562232e-11,1.440965648389993e-09
1907,3.5873790433730134e-05,7.422608797443989e-10,1.721829028562232e-11,1.3965000425894151e-09
1908,3.520527232987141e-05,8.280953541931321e-10,7.211610673709044e-11,1.4927222632569022e-09
1909,3.487769416616564e-05,8.419082494651572e-10,8.245983459545921e-11,1.406694586211391e-09
1910,3.472249175372001e-05,9.245515860837169e-10,2.615203946256171e-10,1.4887373714752731e-09
1911,3.4465907707012123e-05,9.514789115324822e-10,3.733438498830312e-10,1.616233321780466e-09
1912,3.4053842162912975e-05,9.01574553109035e-10,4.1658617230425476e-10,1.7223858688503973e-09
1913,3.379633251045432e-05,9.490296881686788e-10,4.451820103033656e-10,1.6457211149401019e-09
1914,3.371472381071986e-05,1.0507724769657857e-09,5.036479685685943e-10,1.7037491734888427e-09
1915,3.405695107565927e-05,1.1207313410643849e-09,4.806275972451297e-10,1.6935755655010455e-09
1916,3.467864787255946e-05,1.324030678746218e-09,4.530655791011386e-10,1.9471138828259474e-09
1917,3.5371569538256153e-05,1.4508733579633925e-09,3.298679563628377e-10,2.104765710926009e-09
1918,3.596778645130273e-05,1.4409185114924332e-09,2.8994570038560445e-10,2.2011048063573314e-09
1919,3.672261612207096e-05,1.496699692753773e-09,2.609091246623991e-10,2.3107919228897752e-09
1920,3.700989171712925e-05,1.348326323607247e-09,2.787165964294022e-10,2.6496532904271166e-09
