ngram,mind,mnd,miind,mid
1595,0.00018486674161977135,5.265091138945926e-07,0.0,6.993791121853324e-06
1596,0.0001815044332553433,5.265091138945926e-07,0.0,7.251592852039071e-06
1597,0.00016009389478962736,2.6653346399793267e-07,0.0,1.0206739278016488e-05
1598,0.00012768917336610945,0.0,0.0,9.40148903997137e-06
1599,0.00013258136719481887,0.0,0.0,9.983628794023908e-06
1600,0.00011867030791888413,0.0,0.0,8.28339182135096e-06
1601,0.00012176188569615729,0.0,0.0,9.287703408387773e-06
1602,9.356136797578074e-05,0.0,0.0,9.776512765061593e-06
1603,0.00010049841564198556,0.0,0.0,9.969478307019536e-06
1604,0.00010425868250812138,0.0,0.0,6.314969920952405e-06
1605,0.0001180132411328876,0.0,0.0,6.224758310833879e-06
1606,0.00014035529966349714,0.0,0.0,6.407008575998978e-06
1607,0.00013078597787950587,0.0,0.0,7.367472302835917e-06
1608,0.000128759320172581,0.0,0.0,6.794561906125247e-06
1609,0.0001515347051151496,0.0,0.0,6.609651368957462e-06
1610,0.00017684033809928223,0.0,0.0,6.550120718072451e-06
1611,0.00016033912262563326,0.0,0.0,7.9505887567523e-06
1612,0.00015458663412053802,0.0,0.0,8.327787262325209e-06
1613,0.0001310836425026147,0.0,0.0,7.605667373614519e-06
1614,0.00013816977765860168,0.0,0.0,8.419941488162813e-06
1615,0.00014591181856563447,0.0,0.0,7.820908714555636e-06
1616,0.00012869926545785608,0.0,0.0,7.066212804472473e-06
1617,0.00014336486856336705,0.0,0.0,8.64880848894245e-06
1618,0.00014933281948157986,0.0,0.0,8.089525506095794e-06
1619,0.0001985398297879978,0.0,0.0,7.038193611411511e-06
1620,0.00019236843737806858,0.0,0.0,7.406340825712375e-06
1621,0.00018882788987996588,0.0,0.0,5.455908551864143e-06
1622,0.00021137256512052512,0.0,0.0,5.80765059307201e-06
1623,0.0002064797081402503,0.0,0.0,6.346478975111884e-06
1624,0.00015288569297159223,0.0,0.0,5.940512242627197e-06
1625,0.00015115609182560417,4.1532345156675934e-07,0.0,6.420080353564117e-06
1626,9.500721405077326e-05,4.1532345156675934e-07,0.0,7.235138777364877e-06
1627,0.00011379612104584729,4.1532345156675934e-07,0.0,7.186377713099189e-06
1628,0.00012081671125737817,4.1532345156675934e-07,0.0,8.139774211356001e-06
1629,9.764854153867677e-05,4.1532345156675934e-07,0.0,8.613325592575296e-06
1630,9.775977066185857e-05,4.1532345156675934e-07,0.0,8.85073820557279e-06
1631,0.00010433891137446543,4.1532345156675934e-07,0.0,8.326419317329834e-06
1632,0.000118969760348721,0.0,0.0,7.398134584946092e-06
1633,0.0001230073669700817,0.0,0.0,6.157496483995471e-06
1634,0.00010035344894276932,0.0,0.0,7.296977189850752e-06
1635,9.29022062337026e-05,1.6463942691708716e-07,0.0,8.703295195898266e-06
1636,9.573783609084785e-05,2.51483835914509e-07,0.0,1.0483334059634736e-05
1637,0.00010956538036615322,2.51483835914509e-07,0.0,1.1755576565519732e-05
1638,0.00011607745390002882,3.1881887301616576e-07,0.0,1.107926233804132e-05
1639,0.00010453506807347626,3.1881887301616576e-07,0.0,1.3227451664274018e-05
1640,0.00010563056431627566,4.216269279108279e-07,0.0,1.3501591086294087e-05
1641,0.00012257221741102903,4.216269279108279e-07,0.0,1.1881259004959638e-05
1642,0.00014023128148567463,2.569875009937407e-07,0.0,9.920357375189529e-06
1643,0.00016641510488365645,1.7014309199631888e-07,0.0,8.037604662344425e-06
1644,0.00015557660455150262,1.7014309199631888e-07,0.0,6.5390899440639516e-06
1645,0.00015123922535817007,1.5192488587802343e-07,0.0,6.6825075139474525e-06
1646,0.00016214637019272362,1.5192488587802343e-07,0.0,5.614600533070708e-06
1647,0.00016664993225796415,4.9116830983361326e-08,0.0,6.451914974344877e-06
1648,0.00016387712925539484,1.408153025295178e-07,0.0,6.5701783569238614e-06
1649,0.00014112988511832164,2.1904307751745883e-07,0.0,6.6750350405137785e-06
1650,0.00012654355668928474,2.1904307751745883e-07,0.0,7.050458927031806e-06
1651,0.00013746289914706722,2.1904307751745883e-07,4.300008121000636e-08,7.2744915736880756e-06
1652,0.00013561092574881122,1.699262465340975e-07,4.300008121000636e-08,6.947102584880278e-06
1653,0.0001325635759193184,1.699262465340975e-07,4.300008121000636e-08,5.962944734554705e-06
1654,0.00014222000338902165,1.699262465340975e-07,4.300008121000636e-08,5.958893715225193e-06
1655,0.00016563986407293539,1.3633081964923933e-07,4.300008121000636e-08,5.711471918142966e-06
1656,0.00017186760149862885,1.0341037588139962e-07,4.300008121000636e-08,5.439961699136932e-06
1657,0.00016999918755443235,1.0341037588139962e-07,4.300008121000636e-08,4.870242459479154e-06
1658,0.0001649469174610983,1.0341037588139962e-07,0.0,4.793244248243614e-06
1659,0.00018068224328869422,1.3557756111432745e-07,0.0,5.233712987059594e-06
1660,0.00020208406515718837,1.3557756111432745e-07,0.0,4.885628218939278e-06
1661,0.0002128321845832813,1.3557756111432745e-07,0.0,3.9098742133449245e-06
1662,0.00020912034856987054,7.747451645302914e-08,0.0,3.926654650448265e-06
1663,0.00021891326157076816,3.2167185232927816e-08,0.0,3.6004392346252904e-06
1664,0.00023274549935844595,7.147016641998302e-08,0.0,4.958698046461255e-06
1665,0.00025198312817207934,7.147016641998302e-08,0.0,4.614427764084082e-06
1666,0.00024954075135091055,7.925137879283284e-08,0.0,4.775748607244168e-06
1667,0.0002315037979445021,1.1170369467501067e-07,0.0,5.592792490460852e-06
1668,0.00022524460551462004,1.1170369467501067e-07,0.0,6.15536194865334e-06
1669,0.0002104839576142175,1.1170369467501067e-07,0.0,7.197805546508919e-06
1670,0.00022811534914321134,1.5035286285832887e-07,0.0,8.171799013975292e-06
1671,0.0002258897917012551,1.1104988167127366e-07,0.0,6.676357900557507e-06
1672,0.0002263310889247805,1.1104988167127366e-07,0.0,6.938640029017863e-06
1673,0.00023833773905477886,1.2058722477701978e-07,0.0,6.324479597554143e-06
1674,0.0002486443700036034,8.813490889484196e-08,0.0,5.7420584198553115e-06
1675,0.00025602479997490136,8.813490889484196e-08,3.431849953423287e-08,6.008939310829321e-06
1676,0.00026457494407493087,1.310814192428162e-07,3.431849953423287e-08,5.159401618064814e-06
1677,0.00025416134407610765,9.243225105949802e-08,3.431849953423287e-08,4.460007403395139e-06
1678,0.00025189891000211773,9.243225105949802e-08,3.431849953423287e-08,4.447358345974603e-06
1679,0.00023803433577995747,9.243225105949802e-08,3.431849953423287e-08,4.3860657439966285e-06
1680,0.00023338439392058978,4.2946510347974254e-08,3.431849953423287e-08,4.312372766435146e-06
1681,0.0002330641125029485,4.2946510347974254e-08,3.431849953423287e-08,5.163010558005356e-06
1682,0.00022397549348949854,4.2946510347974254e-08,0.0,4.911581982014468e-06
1683,0.00022288835524315282,4.413445659728106e-08,0.0,4.92702526701448e-06
1684,0.0002137418300013191,4.413445659728106e-08,0.0,5.500066111250947e-06
1685,0.00020116791711188853,4.413445659728106e-08,0.0,5.909640711771706e-06
1686,0.00020654084385439222,4.413445659728106e-08,0.0,6.074277637578364e-06
1687,0.0001987043651752174,8.533454628637368e-08,0.0,6.139228649512266e-06
1688,0.0001936074550030753,8.533454628637368e-08,0.0,4.945651978362418e-06
1689,0.00019129396033739404,8.533454628637368e-08,0.0,4.540884934353276e-06
1690,0.00017708897316229662,4.1200089689092627e-08,0.0,4.7356377633280185e-06
1691,0.0001816146499809942,6.566614274561289e-08,0.0,3.869878290580735e-06
1692,0.00018075298742457692,6.566614274561289e-08,0.0,3.6025478168864666e-06
1693,0.00017753419108755355,9.70173366405496e-08,0.0,3.4485099474425496e-06
1694,0.00016675774427962357,5.581724695145697e-08,0.0,3.4493908905070773e-06
1695,0.00015467927213259309,5.581724695145697e-08,0.0,3.526355580366466e-06
1696,0.00015663014138616354,7.156319270507083e-08,0.0,3.651213286762608e-06
1697,0.00015846596319793856,1.1564564163433846e-07,0.0,3.521908086310889e-06
1698,0.00014731200125035166,1.0155085915032811e-07,0.0,3.754325981779922e-06
1699,0.00014206086988061934,1.5382902063265647e-07,0.0,3.7956192175313064e-06
1700,0.00013331592760680775,1.4847353213554015e-07,0.0,3.686222531281861e-06
1701,0.0001361638943697991,1.774738101240863e-07,0.0,3.7780797746173837e-06
1702,0.00013338647529183487,1.894589699093428e-07,0.0,4.011536540409517e-06
1703,0.00012660611225458394,1.9579544385806003e-07,0.0,3.742795148095216e-06
1704,0.0001228494126865241,2.0368359291264175e-07,0.0,3.6146438365644177e-06
1705,0.00012679383196102987,2.1162793168676736e-07,0.0,3.714507069422065e-06
1706,0.0001286934285807157,1.704251531009504e-07,0.0,4.215753571250909e-06
1707,0.00012425660679582506,1.9303925975171815e-07,0.0,4.137554794527075e-06
1708,0.00011834259930765256,2.3156005519402762e-07,0.0,4.059029866506794e-06
1709,0.00012032761047261633,2.3159991156619852e-07,0.0,3.989151634544084e-06
1710,0.00011512670192002718,2.78377585110385e-07,0.0,4.241919701338962e-06
1711,0.00010801056279368433,2.4579164456132017e-07,0.0,4.1573379283883175e-06
1712,9.544511600064911e-05,2.7092971472646763e-07,0.0,4.101840431758319e-06
1713,9.615582738271249e-05,2.923083773761651e-07,0.0,3.7525927122520182e-06
1714,0.00010138551962362336,2.724133959678251e-07,0.0,4.170310343657288e-06
1715,0.00010179322167199903,2.501817358993971e-07,0.0,4.413060651131673e-06
1716,9.922867216768541e-05,2.470116779055128e-07,0.0,4.2602426089745545e-06
1717,0.00010442017394650196,2.0871720656551978e-07,0.0,4.35888133714408e-06
1718,0.00012410520763036663,1.9707430557299892e-07,0.0,4.528534126231014e-06
1719,0.0001240078584357564,1.7337523873704542e-07,0.0,4.606313203631933e-06
1720,0.00011787952618241044,1.499823214195268e-07,0.0,4.318197235469208e-06
1721,0.000122389367399072,1.387876069307887e-07,0.0,5.302045402848827e-06
1722,0.00012447592078907683,1.0895336696340305e-07,0.0,5.019501389012605e-06
1723,0.0001300183347276678,1.1244876115970978e-07,0.0,5.046882506576367e-06
1724,0.00012065134797012433,9.362497875388596e-08,0.0,4.978584066910636e-06
1725,0.00010818781759423603,1.0794208244695775e-07,0.0,4.933940285159874e-06
1726,0.00011405535354112674,1.3289995491407224e-07,0.0,4.8904293440240764e-06
1727,0.00012215607109413083,1.3068154253963777e-07,0.0,4.950389146480509e-06
1728,0.00011894312046933919,1.455592274014959e-07,0.0,3.5608709042987485e-06
1729,0.0001227456793588187,1.42848007454534e-07,0.0,3.471400662289982e-06
1730,0.0001220299704332969,1.7141384438852064e-07,0.0,3.679136982879884e-06
1731,0.0001263825542991981,1.8753896315258446e-07,0.0,3.4114192268524287e-06
1732,0.0001234354349435307,2.1554829388037433e-07,0.0,3.441990462046566e-06
1733,0.00013092891458654776,1.919101164966313e-07,0.0,3.2164423373615136e-06
1734,0.00012893990684200877,1.9539086386950138e-07,0.0,3.303561730457919e-06
1735,0.00012869716218639432,1.8886076702528953e-07,0.0,3.50327841910517e-06
1736,0.00012351198633301204,2.0919076299768286e-07,0.0,3.5016646506846882e-06
1737,0.00012213675966320028,1.8903945837272268e-07,0.0,3.11756269054188e-06
1738,0.00012638157412376522,1.721561326511229e-07,0.0,3.133568400569077e-06
1739,0.00012349697811129902,1.350116077349282e-07,0.0,2.9424666081467876e-06
1740,0.00011783434560389392,1.2891185718899578e-07,0.0,3.121437365345108e-06
1741,0.00012418532735734646,1.5423649760545492e-07,0.0,3.1723269720324813e-06
1742,0.0001257902123532923,1.347461657173556e-07,0.0,3.1896870171164793e-06
1743,0.00012519926011529087,1.2093500347175124e-07,0.0,3.358265303177177e-06
1744,0.00012866345995072543,1.448107213824252e-07,0.0,3.8012181968432353e-06
1745,0.00013727805240445638,1.653849694654192e-07,0.0,4.058685785171942e-06
1746,0.00014532186677180498,1.7735118922652354e-07,4.977977141606971e-09,4.185454502346277e-06
1747,0.00014769656055640162,1.8733154253222244e-07,4.977977141606971e-09,4.7493807155011126e-06
1748,0.0001528588296163694,1.9536022069896068e-07,4.977977141606971e-09,4.598704013655411e-06
1749,0.0001659276635369419,2.088039699239224e-07,4.977977141606971e-09,4.5428898179774734e-06
1750,0.00018445679701731673,2.1593103432288834e-07,4.977977141606971e-09,4.644809678211459e-06
1751,0.0002079979915704046,1.7485957037877142e-07,4.977977141606971e-09,4.4614456718201315e-06
1752,0.00021082826840159084,1.8228759022877382e-07,8.876567290729196e-09,4.451460459417181e-06
1753,0.0002193614117069436,1.7751511422708128e-07,3.898590149122226e-09,4.748505944007775e-06
1754,0.00022920640601244356,1.6929647855030388e-07,3.898590149122226e-09,4.19426932499586e-06
1755,0.00023365865802458887,1.6800608015898888e-07,3.898590149122226e-09,4.464792612322656e-06
1756,0.00022620472009293735,1.9675248731841422e-07,3.898590149122226e-09,4.609879234911725e-06
1757,0.00022543397998171194,2.0690411492044598e-07,6.943713413777784e-09,4.833981327984864e-06
1758,0.0002075738656068487,2.3130323967279764e-07,6.943713413777784e-09,4.769455472342088e-06
1759,0.00020790057481333082,2.3406287803189635e-07,3.045123264655558e-09,4.898659459026281e-06
1760,0.00020865318947471678,2.378977705624103e-07,3.045123264655558e-09,4.682711895449236e-06
1761,0.0002130152320855164,2.461416020845978e-07,3.045123264655558e-09,5.168642798837807e-06
1762,0.0002148678946209007,2.3058103896086583e-07,8.41028732371082e-09,5.634798916227217e-06
1763,0.0002241000038338825,1.90529533483641e-07,8.41028732371082e-09,5.657860778488352e-06
1764,0.00023368571211384342,1.764734918197064e-07,5.3651640590552625e-09,5.677469484258576e-06
1765,0.0002536492601003764,1.838741293827947e-07,5.3651640590552625e-09,5.960838604681028e-06
1766,0.00026149696038503734,1.5913385149295728e-07,5.3651640590552625e-09,6.159323090417144e-06
1767,0.0002711513058914404,1.5873756759836916e-07,5.3651640590552625e-09,6.320197111823031e-06
1768,0.00026924659531297427,1.525329480500659e-07,5.3651640590552625e-09,6.254216064657417e-06
1769,0.00027309227984265557,1.6226224529093868e-07,0.0,5.711502386215475e-06
1770,0.00027576741039021205,1.6527790843870856e-07,2.8829215839972935e-09,6.0052232454056916e-06
1771,0.00028427130434595583,1.585883333226385e-07,2.8829215839972935e-09,5.751299665592212e-06
1772,0.000272818369142312,1.4430808700386217e-07,2.8829215839972935e-09,5.744310523628623e-06
1773,0.00027331810685739456,1.428739711936292e-07,2.8829215839972935e-09,5.5766648594206865e-06
1774,0.00027221010324345637,1.3000780541005952e-07,2.8829215839972935e-09,5.602687451755628e-06
1775,0.00027901423579481034,1.2278707523754357e-07,1.732636738844511e-08,5.37164188634571e-06
1776,0.00029412743086660545,1.106432827262844e-07,1.732636738844511e-08,6.036284503352363e-06
1777,0.00029850315019887475,1.3704625091902146e-07,1.4443445804447817e-08,5.996089774790951e-06
1778,0.0002878291208097445,1.3515610675085554e-07,1.4443445804447817e-08,6.16511650670353e-06
1779,0.0002952927607111633,1.4224599555388651e-07,1.4443445804447817e-08,6.114842303109721e-06
1780,0.00029606772087780494,1.4781711245502394e-07,1.6792586115294787e-08,6.1248347265063785e-06
1781,0.0002963412885687181,1.5051487776775373e-07,1.870510299032243e-08,6.042936807456759e-06
1782,0.0003063285132936601,1.6054145593865803e-07,4.261657185874615e-09,6.388377122285809e-06
1783,0.00029996753853213577,1.70923715562107e-07,4.261657185874615e-09,5.8481576680995725e-06
1784,0.00030365972530229816,1.5129825519417344e-07,5.926129301566821e-09,5.698696116139347e-06
1785,0.0003135623410344124,1.61664372301727e-07,5.926129301566821e-09,5.6125829490026395e-06
1786,0.0003050578379770741,1.455467132213276e-07,7.266227619595611e-09,5.710801815439481e-06
1787,0.0003092829824059403,1.566329907681003e-07,8.784512038419377e-09,5.9319205709990845e-06
1788,0.0003162299087437402,1.824419350831314e-07,9.48509930915569e-09,6.076066646138705e-06
1789,0.0003171911292676149,2.027424536826012e-07,9.48509930915569e-09,5.966402568446938e-06
1790,0.00031565091714063395,2.1766704654575214e-07,1.0589947712397979e-08,6.231083586629081e-06
1791,0.00031493955300123034,2.42796500872698e-07,1.0011441834275762e-08,6.389461889609395e-06
1792,0.0003179201053821349,2.500842656770276e-07,1.0011441834275762e-08,6.672057809607525e-06
1793,0.00032945184336443035,2.6563200045919597e-07,1.0643387758437127e-08,6.638888732725588e-06
1794,0.00033117091931801824,2.5935108486204885e-07,6.77596302876639e-09,6.7505637681668825e-06
1795,0.0003298893404592361,2.466394144156376e-07,4.162858883002432e-09,7.1373553639984626e-06
1796,0.00033048699177535515,2.341505701711607e-07,4.162858883002432e-09,7.276650844037899e-06
1797,0.000332152919976839,1.9690471272529715e-07,3.058010479760144e-09,7.572528699841184e-06
1798,0.00034044750749931803,1.6966845147895322e-07,2.550700920319774e-09,8.071526281128172e-06
1799,0.00033482967826005606,1.6394194395681033e-07,2.550700920319774e-09,8.233140046546136e-06
1800,0.00033231662486546805,1.503298981171091e-07,9.903205874398476e-10,8.30447067658367e-06
1801,0.00033391203032806516,1.4899231968813963e-07,9.903205874398476e-10,8.54477028562022e-06
1802,0.0003380717909229653,1.442137675309953e-07,9.903205874398476e-10,8.600685370246148e-06
1803,0.00033873516700363586,1.3833775572688216e-07,1.3413205466962707e-09,8.739013732598064e-06
1804,0.0003356669081508049,1.4813609640538873e-07,1.3413205466962707e-09,8.739919719248843e-06
1805,0.0003319056455178985,1.5348694099819632e-07,7.626638685666518e-10,8.476364395651867e-06
1806,0.00033136221879561035,1.5195755866313577e-07,7.626638685666518e-10,8.418757131169383e-06
1807,0.0003357553879530834,1.5700011804905705e-07,5.602211869007842e-10,9.027254886210098e-06
1808,0.000332443870969915,1.4815940626736586e-07,5.602211869007842e-10,8.770741130449875e-06
1809,0.00032507244031876326,1.409270516156929e-07,7.411460017132348e-10,8.440431039551705e-06
1810,0.00031452658004127443,1.370244423323389e-07,3.901460424568118e-10,8.211790178133274e-06
1811,0.0003113764978479594,1.3655148884644014e-07,3.901460424568118e-10,7.913264653325314e-06
1812,0.0003084467565973422,1.3027558562076331e-07,8.675625614732293e-10,7.850394532787114e-06
1813,0.0003044864154487316,1.2672767115061235e-07,8.675625614732293e-10,7.813546354944784e-06
1814,0.0003042888212283807,1.1813644513430128e-07,6.583413338288682e-10,7.489683996807019e-06
1815,0.00030836976865040403,1.1685266494103936e-07,8.514820436035717e-10,7.49414591285001e-06
1816,0.0003134697617497295,1.1283817968887888e-07,8.607299476334365e-10,7.621014447067864e-06
1817,0.00032452661460930746,1.0453273091570736e-07,1.0320775186859317e-09,7.8404677229368e-06
1818,0.0003293489696391459,8.864317432458588e-08,1.748216983875141e-09,8.090064381706594e-06
1819,0.00033286860811391046,8.073042019012583e-08,1.571395347177429e-09,8.318248546856921e-06
1820,0.0003441319609659591,6.646008949522703e-08,1.7187922831039616e-09,8.375805919058621e-06
1821,0.00035034241903174134,6.372543787896185e-08,1.8473465376470495e-09,8.342498274162477e-06
1822,0.0003502627826362316,5.8722320720302635e-08,1.654205827872346e-09,8.400718992821307e-06
1823,0.0003513242118060589,5.978076852589506e-08,1.4640331090300306e-09,8.52106001860063e-06
1824,0.00034704712951289754,5.6116670167836805e-08,1.560925571337484e-09,8.525453137865822e-06
1825,0.0003475587582215667,5.983139672594007e-08,8.447861061482748e-10,8.50513086853815e-06
1826,0.0003462616420750107,5.910272398474652e-08,7.811877097577532e-10,8.299486580654047e-06
1827,0.0003442795090709946,5.868235421400771e-08,7.383613799736923e-10,8.201051449369906e-06
1828,0.0003402636336561825,5.9574785739511885e-08,6.098071254306043e-10,8.234635450727573e-06
1829,0.0003281177695108844,6.126595967056606e-08,6.800814038904995e-10,8.096824590860966e-06
1830,0.00033146802369239073,6.413899760510893e-08,7.753859459264894e-10,7.962299995207494e-06
1831,0.0003315531607118568,7.033546113786673e-08,5.071459125665407e-10,7.988431596978834e-06
1832,0.0003352957802625107,7.033447246840296e-08,5.071459125665407e-10,7.877597584281051e-06
1833,0.0003374996844546071,7.730748409682877e-08,3.5262768895348376e-10,7.852594795362425e-06
1834,0.0003338637637040977,8.071125076217608e-08,2.4805708281101195e-10,7.869671208027285e-06
1835,0.0003308163972438446,7.931093648494425e-08,3.318404836630659e-10,7.972571698441503e-06
1836,0.0003425118712974446,7.684442339593391e-08,3.366273846973554e-10,8.202937156706217e-06
1837,0.00033715790985817354,7.151408303635825e-08,3.962056635157093e-10,8.282154080266732e-06
1838,0.0003358211584522256,6.39314896894965e-08,4.725314108254355e-10,8.277920642285608e-06
1839,0.0003290900370172624,6.006899054357615e-08,4.725314108254355e-10,8.358108711295894e-06
1840,0.00032447317581889886,5.515246316787982e-08,4.656391145679046e-10,8.3907457987412e-06
1841,0.0003249544866516122,5.569039984720803e-08,4.656391145679046e-10,8.508581491436676e-06
1842,0.0003236876759079418,5.949262263779279e-08,3.818557137158507e-10,8.525830188383615e-06
1843,0.000320626626489684,6.101515229569746e-08,4.379435940877434e-10,8.566083254533754e-06
1844,0.0003216746263206005,6.083662741827669e-08,2.830607732333996e-10,8.705813602968451e-06
1845,0.00032279585554663626,6.265330705040079e-08,2.7347379123148537e-10,8.633373779178197e-06
1846,0.00032260048569047024,6.869882795967897e-08,4.691352941042583e-10,8.676705095110395e-06
