ngram,share,shre,sare,sharee
1877,5.836071847755063e-05,3.643647574134791e-09,1.338445423065033e-07,1.5607967339205585e-09
1878,5.87188515055459e-05,3.5921591732903023e-09,1.2975387063209253e-07,1.5713378891708223e-09
1879,5.8621846359788575e-05,3.2270045048830654e-09,1.2769939721530526e-07,1.5411484033389655e-09
1880,5.88737561234406e-05,3.420478852536998e-09,1.11960278762321e-07,1.7323464409000978e-09
1881,5.8990430781185364e-05,3.1400240820188075e-09,1.1089686020276141e-07,1.517292632805375e-09
1882,5.9085072280140594e-05,2.999738172145986e-09,1.0561110842997681e-07,1.3414216087121694e-09
1883,5.9531477745622396e-05,3.1241710488468956e-09,1.010630634417404e-07,1.4140279106352897e-09
1884,5.972464714432135e-05,3.0575595706088573e-09,1.023667905997172e-07,1.4484051418557036e-09
1885,6.0031537681684964e-05,2.9413912892652304e-09,9.555776411421643e-08,1.33952401551848e-09
1886,6.017412878074018e-05,3.039284062517871e-09,9.397534280911454e-08,1.4408411130872878e-09
1887,6.04319954748332e-05,2.9709987803272497e-09,9.551325977749262e-08,1.3764381380708203e-09
1888,6.0645819238353784e-05,3.006379780044556e-09,9.813599685263138e-08,1.52932968669869e-09
1889,6.11646729729338e-05,3.108473129691853e-09,9.359444013463352e-08,1.621535905549365e-09
1890,6.121854520253172e-05,2.9165280983940126e-09,9.088687846769972e-08,1.3304202025768826e-09
1891,6.136370107664593e-05,2.766125106745676e-09,8.71864906620041e-08,1.3167784164634456e-09
1892,6.096199181878806e-05,2.94124385164756e-09,8.664250523387246e-08,1.5536789156809861e-09
1893,6.145742788378681e-05,2.7123349280852185e-09,8.386262351223195e-08,1.4392244538998155e-09
1894,6.135190467050831e-05,2.7507452506268594e-09,8.088269355864344e-08,1.4943383673328624e-09
1895,6.181688357693409e-05,2.6961052121013805e-09,7.53047534171206e-08,1.6170549502600044e-09
1896,6.178165546901125e-05,2.463393711238382e-09,7.403853885534772e-08,1.6732142496930384e-09
1897,6.212415454293867e-05,2.4622124022195227e-09,7.172055051439332e-08,1.881117404702236e-09
1898,6.22998304606881e-05,2.569829650665513e-09,7.19854570872615e-08,1.8851681168488963e-09
1899,6.24847411277837e-05,2.62187205279929e-09,6.973668728197221e-08,1.7399320079951914e-09
1900,6.187495299465289e-05,2.624279523847203e-09,6.788309241707274e-08,1.6688533253729686e-09
1901,6.202425772374096e-05,2.5350879808071015e-09,6.916301842352368e-08,1.7049858984969595e-09
1902,6.15432119437693e-05,2.565838589215933e-09,6.907106404290581e-08,1.5384294790469051e-09
1903,6.141749067215383e-05,3.040211130464091e-09,6.531801334728828e-08,1.5643319814121322e-09
1904,6.107024871328446e-05,2.940912608677999e-09,6.168379178867716e-08,1.4677564719178804e-09
1905,6.0662622023041225e-05,3.0444280588578667e-09,5.8417962277092424e-08,1.6754192953629042e-09
1906,6.061216221756435e-05,2.792795597958023e-09,5.630627798934386e-08,1.5782733849992577e-09
1907,6.095869580998884e-05,2.8044786968907586e-09,5.485486198608669e-08,1.634422089732571e-09
1908,6.084482551419309e-05,2.839129677388387e-09,5.19707086255039e-08,1.651860854450555e-09
1909,6.107781518949196e-05,2.773821331355667e-09,4.9756079383606837e-08,1.6588310725040856e-09
1910,6.136919962175722e-05,2.4908285592825254e-09,4.868566096303896e-08,1.6125783565610975e-09
1911,6.210159023924331e-05,2.6285508214485276e-09,5.0129873078016574e-08,1.6263750346467987e-09
1912,6.289184083081116e-05,2.4416819835845362e-09,4.9380048494640505e-08,1.6166392668992557e-09
1913,6.368908829504758e-05,2.5186431511820776e-09,4.8904175185628315e-08,1.619983575856005e-09
1914,6.468708566639439e-05,2.4594024753251833e-09,4.726389184790085e-08,1.7658116239057824e-09
1915,6.648165851532082e-05,2.498820468004632e-09,4.487871052560877e-08,4.184966722371135e-09
1916,6.819085371846865e-05,2.5831741507736136e-09,4.4470276857769675e-08,4.141280366251213e-09
1917,6.981241936695628e-05,2.5060942844744106e-09,4.3544206716563035e-08,4.143966186071728e-09
1918,7.040637345718486e-05,2.3304157651235104e-09,4.3408785899146096e-08,4.09368675465974e-09
1919,7.135656674758398e-05,2.1693602311348823e-09,4.439236787691568e-08,3.888555461755467e-09
1920,7.197258673841134e-05,2.0992358486436403e-09,4.794333362058621e-08,4.000794473490998e-09
1921,7.163114579660552e-05,2.2713082684485843e-09,5.244521261715818e-08,3.7927995188979935e-09
1922,7.219445355336315e-05,2.1785944635612152e-09,5.547030162184845e-08,1.4131222065521293e-09
1923,7.104412985167332e-05,2.2007032862703113e-09,5.652565349123506e-08,1.3513157735646685e-09
1924,7.062381545048473e-05,2.088755375011837e-09,5.692248653385182e-08,1.4976969188649848e-09
1925,7.238676127079608e-05,2.1261087176530478e-09,5.688691219672494e-08,1.4574098118812019e-09
1926,7.37257266467038e-05,2.116100501175262e-09,5.822130485658558e-08,2.44503492056022e-09
1927,7.539672930891226e-05,2.064601140843487e-09,5.5150999957374684e-08,3.6678113403608238e-09
1928,7.77001041569747e-05,1.84291026883443e-09,5.0637754307152657e-08,3.74314292260282e-09
1929,7.831771030656196e-05,1.805952704841169e-09,4.847756075930322e-08,3.732605637272814e-09
1930,8.075716842930498e-05,1.6282427787014546e-09,4.8321438786810434e-08,3.740627482365763e-09
1931,8.253400613154684e-05,1.54504848597676e-09,4.7179529616414584e-08,3.634823148817341e-09
1932,8.180196476002623e-05,1.4338510379019453e-09,4.509733640491374e-08,3.662932885577825e-09
1933,8.090126773043136e-05,1.5282290512428988e-09,4.2412757750298624e-08,2.6565202498091925e-09
1934,7.996147074404039e-05,1.4353820195925744e-09,4.4564852633551966e-08,1.3133328789573439e-09
1935,7.889112748671323e-05,1.3406211537717434e-09,4.6140837436528925e-08,1.3092228015995237e-09
1936,7.797959863507588e-05,1.2762000662596457e-09,4.720675761404891e-08,1.110480398112758e-09
1937,7.743504309993503e-05,1.444686989085905e-09,4.736218122453855e-08,1.2307799700041399e-09
1938,7.669199736223422e-05,1.4523454185320718e-09,4.856833919169341e-08,1.1687008821021599e-09
1939,7.590522727696225e-05,1.5096381446509456e-09,5.159936376587991e-08,1.1289190693375417e-09
1940,7.489083405484312e-05,1.409558961614924e-09,5.09439951810821e-08,1.049380963077543e-09
1941,7.4442449009179e-05,1.5004909695700723e-09,4.782278852287293e-08,1.02488799986438e-09
1942,7.409871198303466e-05,1.7407776648730484e-09,4.556381532389813e-08,1.0685960370539404e-09
1943,7.373908322603841e-05,1.8312340057034605e-09,4.846791869437896e-08,1.2213487840132382e-09
1944,7.278676535601594e-05,1.7756964946055324e-09,4.773473958964912e-08,1.3039368632458297e-09
1945,7.138627032483262e-05,1.8209458702805087e-09,4.81362185666967e-08,1.4114601551032786e-09
1946,7.084406284515612e-05,1.9031114303505856e-09,4.688693623831698e-08,1.4110289286201854e-09
1947,7.107974670361727e-05,1.9967064985542446e-09,4.765499791606739e-08,1.4973032972217685e-09
1948,7.077744209839563e-05,2.022099360970182e-09,4.8794462311921704e-08,1.557989023507186e-09
1949,7.058756559022836e-05,1.886564951877493e-09,4.962277598354246e-08,1.6138170958309876e-09
1950,7.063593511702493e-05,1.8614713580080077e-09,4.530367750784795e-08,1.5255769346213454e-09
1951,7.092814277192312e-05,1.7399702789688831e-09,4.500928594909835e-08,1.5057926810208804e-09
1952,7.153539211555784e-05,1.6967736898061097e-09,4.429344357959053e-08,1.4595106234693844e-09
1953,7.253620736134638e-05,1.5880375268752444e-09,4.342745794718082e-08,1.4517808225430632e-09
1954,7.281732229915048e-05,1.571938182795155e-09,4.2378337030056305e-08,1.2365401401228026e-09
1955,7.291352605014774e-05,1.3997979442237352e-09,4.131128505946435e-08,1.1669998935458027e-09
1956,7.305173390445166e-05,1.3367957375974372e-09,4.035941155880859e-08,1.154331550980357e-09
1957,7.307290278341887e-05,1.2996394436827684e-09,4.017188207480363e-08,1.08708160727135e-09
1958,7.323063411084669e-05,1.2366174433659743e-09,3.9369957960389e-08,9.65117723834246e-10
1959,7.310360836397325e-05,1.1864512388421694e-09,3.842205233338193e-08,8.879736232029042e-10
1960,7.283361628651619e-05,1.236214717893956e-09,3.78288633433905e-08,7.997097983825086e-10
1961,7.286827167263255e-05,1.1390262542678086e-09,3.750697530335856e-08,9.460321970244934e-10
1962,7.329872667989028e-05,1.200794590745196e-09,3.840257229675055e-08,9.465899968625585e-10
1963,7.368912857990446e-05,1.273306936079775e-09,4.015762807999376e-08,7.635890412035654e-10
1964,7.413384966119858e-05,1.272503039447973e-09,4.1875420464521085e-08,1.2282177655872521e-09
1965,7.42194294746566e-05,1.4531977208877477e-09,4.562689274020418e-08,1.1559167274149169e-09
1966,7.493647717637941e-05,1.6091322877339768e-09,4.886778778459952e-08,1.1560768691560546e-09
1967,7.631158535202433e-05,1.6521275776020567e-09,4.8832499187158514e-08,1.2446524287414361e-09
1968,7.750534859951586e-05,1.7916135400649784e-09,5.0047520667411457e-08,1.2931739488765614e-09
1969,7.897223154681601e-05,1.8169000431151566e-09,5.061139418671701e-08,1.3527403245180584e-09
1970,7.994800606476409e-05,1.9113144876316467e-09,4.997799456824785e-08,1.556402451363681e-09
1971,8.098326257563062e-05,1.946100265064794e-09,4.894059050083602e-08,1.1509401368467058e-09
1972,8.238759931243424e-05,1.959423512332137e-09,4.624135943994848e-08,1.3934554938493144e-09
1973,8.309593145635777e-05,1.9890060075157733e-09,4.355833636639415e-08,1.6809014497758718e-09
1974,8.352678040474919e-05,2.074008282575741e-09,4.525053550910993e-08,1.7756641712551868e-09
1975,8.417987139962082e-05,1.994083485636265e-09,4.4651632740461926e-08,2.0754997561870223e-09
1976,8.43687032881592e-05,2.151135412655135e-09,4.409325628427853e-08,2.0505351543726694e-09
1977,8.539667760487646e-05,2.2184715176010172e-09,4.30268483699235e-08,2.1887704188776932e-09
1978,8.613020639001791e-05,2.506401594207627e-09,4.170559415277759e-08,2.1092534861568068e-09
1979,8.712613531055727e-05,2.575367538274317e-09,3.937676876627652e-08,2.015665396497874e-09
1980,8.869929713130529e-05,2.620119581615248e-09,3.853252929429475e-08,1.7580280247437535e-09
1981,8.942921600204759e-05,2.536819897004859e-09,3.609434757428127e-08,1.6819762091050246e-09
1982,9.053475618462212e-05,2.5941827257775732e-09,3.4734677356595967e-08,1.3429380940621627e-09
1983,9.215221299590277e-05,2.581728941741801e-09,3.3826084536566925e-08,1.413588912591024e-09
1984,9.329223913872349e-05,2.51050927665578e-09,3.241171090248177e-08,1.1960332089801439e-09
1985,9.509073632736025e-05,2.152805854217986e-09,3.403869186513475e-08,1.3097539560849976e-09
1986,9.553068334103696e-05,2.0885974378564195e-09,3.3414082675368006e-08,1.2215685843816208e-09
1987,9.609833484449024e-05,1.9898552805486247e-09,3.246480493958513e-08,1.2608586159273167e-09
1988,9.707216356348778e-05,2.104039847112509e-09,3.075272252723542e-08,1.2808494978929934e-09
1989,9.804037004609459e-05,2.031653337627607e-09,3.059388552019625e-08,1.437852654400424e-09
1990,9.801049496413075e-05,2.024756251550741e-09,2.8003374349542095e-08,1.4702511351240487e-09
1991,9.84294612343157e-05,1.9165533445989323e-09,2.7347309179097986e-08,1.3784560635800501e-09
1992,9.819698295489485e-05,1.9583835822852993e-09,2.3973187625512893e-08,1.329469994410764e-09
1993,9.860944763724027e-05,2.1236919841730437e-09,2.398192603233643e-08,1.301269195571767e-09
1994,9.959602903109044e-05,2.147912451074977e-09,2.3540534347229628e-08,1.210461025064851e-09
1995,0.00010033572471002117,1.9263632118032045e-09,2.3455398892987693e-08,1.2026969182470688e-09
1996,0.00010095598554471508,1.979934343460903e-09,2.28732474231005e-08,1.0413013229459978e-09
1997,0.0001020262051107628,1.8147893664023839e-09,2.3541233470528563e-08,9.339407501331364e-10
1998,0.00010244338773190975,1.7408652297490335e-09,2.3450924250109243e-08,1.0210824011710633e-09
1999,0.00010315139245774065,1.6591874699553193e-09,2.2931929878820612e-08,1.0428690054377553e-09
2000,0.00010364910849602893,1.3422432689123654e-09,2.249464842967492e-08,1.0748104232024706e-09
2001,0.00010314252514425399,1.1844208629747349e-09,2.3257784016144408e-08,1.283054337378583e-09
2002,0.00010320679783555014,1.2180105178418087e-09,2.369085651464177e-08,1.2609212959472212e-09
2003,0.00010292841761838645,1.1602117362079817e-09,2.355462517097554e-08,1.2541001967062267e-09
2004,0.00010268806571340454,1.1101650709832711e-09,2.3464292604152045e-08,1.2429092358498143e-09
2005,0.000102448245992751,1.0982540274032511e-09,2.5743757094330377e-08,1.2526043852949848e-09
2006,0.00010189543016687301,1.0859139777861871e-09,2.6821838718303426e-08,1.1565358274242703e-09
2007,0.00010144835687242448,9.787950132939776e-10,2.6439664172325398e-08,1.10740723733928e-09
2008,0.00010075533334332119,9.067003497215914e-10,2.488091028445589e-08,8.631281086682715e-10
2009,9.874457360378333e-05,7.424731623168717e-10,2.3602365522330208e-08,1.0198108706711245e-09
2010,9.707888446947826e-05,6.080354592834831e-10,2.2679960005283258e-08,1.0718900370473454e-09
2011,9.556422030852576e-05,5.248658254051821e-10,2.223702847256196e-08,2.4038432355766304e-09
2012,9.470267312800778e-05,4.5553461796339027e-10,1.984310747462002e-08,2.7063035780626267e-09
2013,9.417612558796204e-05,3.964336081629938e-10,1.8744101635905152e-08,2.8589945252502756e-09
2014,9.268177797951336e-05,4.517013350659381e-10,2.0302534764482516e-08,3.178388465117722e-09
2015,9.087832274547379e-05,6.551488161500783e-10,2.611978214669567e-08,3.3330995106796634e-09
2016,9.100963922849457e-05,1.0329096387730529e-09,2.8695444750529272e-08,3.1011990753171403e-09
2017,9.118345284756894e-05,1.1572991222748759e-09,3.058841061924037e-08,3.388807401361049e-09
2018,9.101752220885828e-05,1.3497628126302174e-09,3.291046901665595e-08,2.032270463026009e-09
2019,8.997157965495717e-05,1.5563769995008414e-09,3.5736820169773864e-08,1.6806210034747693e-09
